,uri,date,corp_creators,volume,abstract,subjects,date_type,rev_number,ispublished,status_changed,issn,full_text_status,publication,publisher,dir,divisions,documents,lastmod,number,userid,pagerange,metadata_visibility,eprintid,eprint_status,datestamp,refereed,title,type,creators,event_title,event_type,funders,official_url,pres_type,event_dates,event_location,referencetext,related_url,id_number,place_of_pub
10,http://repository.lppm.unila.ac.id/id/eprint/29162,2018-02-01 00:00:00.000000000,,,Hasil Review International Journal of Social Science & Economic Research,['S1'],,7,pub,2021-04-13 01:09:14,,public,,International Journal of Social Science and Economic Research,disk0/00/02/91/62,['FP26'],"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43271', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29162, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 43271, 'main': 'Internasional_Worker performance from perspective of profit, quality and work  accuracy in traditional fishery business in Lampung Province.pdf', 'files': [{'hash': 'f36a0c48ede6807de8645dadd821f707', 'mime_type': 'application/pdf', 'fileid': 258560, 'datasetid': 'document', 'mtime': '2021-04-12 05:20:51', 'hash_type': 'MD5', 'filename': 'Internasional_Worker performance from perspective of profit, quality and work  accuracy in traditional fishery business in Lampung Province.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258560', 'filesize': 2000742, 'objectid': 43271}], 'format': 'text'}]",2021-04-13 01:09:14,,301,,show,29162,archive,2021-04-13 01:09:14,,"Hasil Review_Worker Performence From Perspective of Profit, Quality and Work Accuracy in Traditional Fishery Businnes in Lampung Province",other,"[{'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'Amanah', 'lineage': None, 'family': 'Siti Amanah', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Anna Fatchiya', 'given': 'Anna'}, 'id': None}, {'id': None, 'name': {'family': 'Pang S. Asngari', 'lineage': None, 'honourific': None, 'given': 'PSA'}}]",,,,http://ijsser.org/more2018.php?id=40,,,,,[{'url': 'http://ijsser.org/more2018.php?id=40'}],,
11,http://repository.lppm.unila.ac.id/id/eprint/28204,2018-02-01 00:00:00.000000000,,3.0,"The purposes of this study were to (1) analyze the performance of the profit, quality, and worker behavior in the traditional fishery business and; (2) analyze the factors affecting performance. The location of the research was conducted in three districts in Lampung Province, namely
Tanggamus, Pringsewu and East Lampung. The research population was 570 traditional fishery workers (pemindangan, salting, fumigation and fermentation). The number of research samples was calculated by Slovin formula and obtained as many as 235 respondents. The number of respondents for each business unit was determined using proportional random sampling technique. Technical analysis of data using SPSS was multiple linear regression analysis. The variables in this research were motivation (X1) technical competence (X2), managerial competence (X3), social competence (X4), Performance of processor (Y). Field data were collected in July-September 2017. The results of this research were (1) Performance of processor when viewed from good profit perspective, especially in East Lampung, whereas in Kabupaten
Tanggamus and Pringsewu still low, if seen from aspect of quality and work behavior worker in the three districts are good. Processing performance in Lampung Province seen from the aspect of profit was influenced by motivation and technical competence, quality and work behavior influenced by motivation, technical competence and social competence",['S1'],,6,pub,2021-03-05 08:47:11,2455-8834,public,International Journal of Social Science and Economic Research,International Journal of Social Science and Economic Research,disk0/00/02/82/04,['FP26'],"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Art_J2_Helvi_Semilaritas_WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE.pdf', 'docid': 42250, 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-05 08:40:18', 'objectid': 42250, 'filesize': 2355426, 'uri': 'http://repository.lppm.unila.ac.id/id/file/250958', 'filename': 'Art_J2_Helvi_Semilaritas_WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE.pdf', 'fileid': 250958, 'datasetid': 'document', 'hash': 'dc0d6924528a770ea73cef2b61e80a8d', 'mime_type': 'application/pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42250', 'pos': 1, 'eprintid': 28204, 'placement': 1}]",2021-03-05 08:47:11,,301,579-587,show,28204,archive,2021-03-05 08:47:11,TRUE,"WORKER PERFORMANCE FROM PERSPECTIVE OF PROFIT, QUALITY AND WORK ACCURACY IN TRADITIONAL FISHERY BUSINESS IN LAMPUNG PROVINCE",article,"[{'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Siti Amanah', 'honourific': None, 'given': 'Amanah'}, 'id': None}, {'name': {'given': 'Anna', 'family': 'Anna Fatchiya', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Pang S. Asngari', 'given': 'PSA'}, 'id': None}]",,,,http://ijsser.org/more2018.php?id=40,,,,,[{'url': 'http://ijsser.org/more2018.php?id=40'}],,
12,http://repository.lppm.unila.ac.id/id/eprint/22279,2018-02-01 00:00:00.000000000,,6.0,"The purposes of this research are to analyze farmer’s perception in Upsus Pajale Program, to find out the
factors related with farmer’s perception in Upsus Pajale Program, effectiveness of farmer groups on Upsus
Pajale Program, and the relationship between the perception and the effectiveness in implementation of
Upsus Pajale Program in Banjar Baru. This research was conducted in Banjar Baru subdistrict, Tulang
Bawang district with 67 respondents of rice farmers following the Program. Data were collected using a
suvey method with descriptive analysis and use nonparametric statistics test rank Spearman correlation to
examine the hypotesis. The results showed that farmer’s perception in Upsus Pajale Program is included in
the profitable calssification, the factors related are education, motivation, social environment and the
support of government agencies, while the unrelated factor is knowledge level. The effectiveness of farmer
group is in effective category and farmer’s perception is related with farmer group effectiveness.",['S1'],,6,pub,2020-06-11 08:37:09,2337 - 7070,public,PERSEPSI PETANI DAN EFEKTIVITAS KELOMPOK TANI DALAM PROGRAM UPSUS PAJALE DI KECAMATAN BANJAR BARU KABUPATEN TULANG BAWANG,JIIA,disk0/00/02/22/79,['FP26'],"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/35695', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22279, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'objectid': 35695, 'filesize': 117053, 'filename': '2490-5870-1-SM (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/204885', 'hash_type': 'MD5', 'mtime': '2020-06-11 07:49:19', 'fileid': 204885, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '38e2d8a9e02cfd303bf50e3e976b4f36'}], 'main': '2490-5870-1-SM (1).pdf', 'docid': 35695, 'format': 'text'}]",2020-06-11 08:37:09,1.0,966,1-8,show,22279,archive,2020-06-11 08:37:09,TRUE,Persepsi Petani dan Efektivtas Kelompok Tani dalam Program Upsus Pajale di Kecamatan Banjar Baru Kabupaten Tulang Bawang,article,"[{'id': None, 'name': {'given': 'Riandari', 'honourific': None, 'lineage': None, 'family': 'Irsa'}}, {'name': {'given': 'Dewangga', 'lineage': None, 'family': 'Nikmatullah', 'honourific': None}, 'id': None}, {'name': {'given': 'Kordiyana', 'family': 'Rangga', 'lineage': None, 'honourific': None}, 'id': 'korrangga@yahoo.com'}]",,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/2490,,,,,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/2490'}],,
13,http://repository.lppm.unila.ac.id/id/eprint/29238,2018-11-01 00:00:00.000000000,,,hasil review Young Scholar Symposium on Transdisciplinary in Education and Environment,['S1'],,7,pub,2021-04-13 01:13:24,,public,,Young Scholar Symposium on Transdisciplinary in Education and Environment,disk0/00/02/92/38,['FP26'],"[{'files': [{'hash_type': 'MD5', 'mtime': '2021-04-12 08:50:34', 'filesize': 2047171, 'objectid': 43344, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259095', 'filename': 'PROSIDING_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province.pdf', 'datasetid': 'document', 'fileid': 259095, 'mime_type': 'application/pdf', 'hash': '3195a276108548dd6f8c30e2e3da3cd2'}], 'main': 'PROSIDING_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province.pdf', 'docid': 43344, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 29238, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43344', 'pos': 1, 'security': 'public'}]",2021-04-13 01:13:24,,609,,show,29238,archive,2021-04-13 01:13:24,,hasil review_The behavior of extension agents in utilizing information and technology to improve the performence of extension agent in Lampung province,other,"[{'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'EFFENDI', 'given': 'IRWAN'}}, {'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}, 'id': None}]",,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta'}],,
14,http://repository.lppm.unila.ac.id/id/eprint/9059,2018-01-01 00:00:00.000000000,,9.0,"Over the next decade, most of the civil servant extension agents will retire, thus it is necessary to prepare reliable freelance extension agents called THL extension agents. However, the capacity building process of extension agents faces many obstacles, therefore, the right solution is required by appropriate utilization of information technology (IT). This study aimed to determine the relationship between the satisfaction level of the farmer and the capacity of THL extension agents using spearman correlation analysis and to study the factors that influence the capacity of extension agents by IT utilization using path analysis. Respondents in this study amounted to 172 THL extension agents and assisted farmers in facilitated BPP (Agricultural Extension Agency) of Lampung Province. The results showed that farmers’ satisfaction level of extension activity was low, THL extension agents’ capacity was in a high category, and there was a significant relationship between farmer satisfaction and THL extension agents’ capacity level. Factors that directly influence extension agents’ capacity level are IT utilization, availability of non-cyber IT, and support of extension agencies.",['H1'],published,7,pub,2018-11-06 08:41:48,2219-1993,public,International Journal of Business and Social ScienceInternational Journal of Business and Social Science,"Center for Promoting Ideas (CPI), USA",disk0/00/00/90/59,['FP26'],"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22587', 'security': 'public', 'placement': 1, 'eprintid': 9059, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'ID 17611.pdf', 'docid': 22587, 'files': [{'objectid': 22587, 'filesize': 409477, 'uri': 'http://repository.lppm.unila.ac.id/id/file/90903', 'filename': 'ID 17611.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-06 05:41:13', 'datasetid': 'document', 'fileid': 90903, 'mime_type': 'application/pdf', 'hash': '8b090ddb1868ad3da404665ecdf95015'}], 'format': 'text'}]",2019-10-08 02:34:47,1.0,609,1-10,show,9059,archive,2018-11-06 08:41:48,TRUE,Affecting Factors the Capacity of Freelance Extension Agents and Its Impacts on Farmers,article,"[{'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'sumardjo252@gmail.com', 'name': {'lineage': None, 'family': 'Sumardjo', 'honourific': None, 'given': 'Sumardjo'}}, {'id': None, 'name': {'honourific': None, 'family': 'Dwi', 'lineage': None, 'given': 'Sadono'}}, {'name': {'given': 'Tjitropronoto', 'honourific': None, 'family': 'Prabowo', 'lineage': None}, 'id': None}]",,,,http://ijbssnet.com/journal/index/3921,,,,,"[{'type': 'pub', 'url': 'http://ijbssnet.com/journal/index/3921'}]",,
15,http://repository.lppm.unila.ac.id/id/eprint/9066,2018-09-01 00:00:00.000000000,,14.0,"The marginalization of extension institution in line with the publication of Laws no. 23/2014 concerning the local government has the potential to decrease the performance of extension workers and their capacity. Extension worker reliability is closely related to the capacity level. Problems in the field are the decrease of farmers’ satisfaction with agricultural extension activities. Lampung Province is in the era of the institutional extension dissolution at the district and provincial levels, which leads to a decreasing number of extension workers and a decrease in the commitment to financing extension. The purpose of this study was to analyze the relationship between the extension capacity of farmers and farmers’ satisfaction. This research is an explanatory research using quantitative approach and supported by qualitative information. The research was conducted in Lampung Province with 355 counselors and 355 farmers. The scoring method is used to measure the extension capacity level with indicators based on the extension function in Laws no. 16/ 2006. There is a significant difference between the government extension workers and contract employee workers. The level of agricultural extension capacity in Lampung Province is from the medium to the low category, and the farmers’ satisfaction of extension activities is still low. Extension level of extension capacity is very evident from the farmers’ satisfaction with extension activities. The loss of institutional counseling at the district and provincial levels means the weakening of extension capacity, which has a significant impact on the weakening of farmers’ satisfaction.",['H1'],published,11,pub,2018-11-06 08:41:58,2442-4110,public,"Jurnal Penyuluhan, September 2018 Vol. 14 No. 2",IPB,disk0/00/00/90/66,['FP26'],"[{'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22590', 'eprintid': 9066, 'placement': 3, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': '18673-71053-1-PB.pdf', 'docid': 22590, 'files': [{'hash': '3e738e597e5d8f307f767b9baf982d90', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 90911, 'uri': 'http://repository.lppm.unila.ac.id/id/file/90911', 'filename': '18673-71053-1-PB.pdf', 'filesize': 355883, 'objectid': 22590, 'mtime': '2018-11-06 05:45:31', 'hash_type': 'MD5'}]}]",2019-10-08 02:25:36,2.0,609,244-258,show,9066,archive,2018-11-06 08:41:58,TRUE,Hubungan Kapasitas Penyuluh dengan Kepuasan Petani dalam Kegiatan Penyuluhan,article,"[{'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'sumardjo252@gmail.com', 'name': {'given': 'Sumardjo', 'lineage': None, 'family': 'Sumardjo', 'honourific': None}}, {'name': {'given': 'Sadono', 'lineage': None, 'family': 'Dwi', 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'Tjitropranoto', 'family': 'Probowo', 'lineage': None, 'honourific': None}}]",,,,http://jurnal.ipb.ac.id/index.php/jupe/article/view/18673,,,,,"[{'type': 'pub', 'url': 'http://jurnal.ipb.ac.id/index.php/jupe/article/view/18673'}]",,
16,http://repository.lppm.unila.ac.id/id/eprint/29235,2018-09-01 00:00:00.000000000,,,Hasil Review Jurnal Penyuluhan,['S1'],,7,pub,2021-04-13 01:11:10,,public,,Jurnal Penyuluhan,disk0/00/02/92/35,['FP26'],"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'NASIONAL_Hubungan kapasitas penyuluh dengan kepuasan petani dalam kegiatan penyuluhan.pdf', 'files': [{'objectid': 43342, 'filesize': 1910677, 'filename': 'NASIONAL_Hubungan kapasitas penyuluh dengan kepuasan petani dalam kegiatan penyuluhan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/259076', 'hash_type': 'MD5', 'mtime': '2021-04-12 08:40:10', 'datasetid': 'document', 'fileid': 259076, 'mime_type': 'application/pdf', 'hash': '6cf3923497c49b0f45b00c6170d54269'}], 'docid': 43342, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43342', 'security': 'public', 'placement': 1, 'eprintid': 29235}]",2021-04-13 01:11:10,,609,,show,29235,archive,2021-04-13 01:11:10,,Hasil Review_Hubungan Kapasitas Penyuluh dengan Kepuasan Petani dalam Kegiatan Penyuluhan,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'Sumardjo', 'lineage': None, 'family': 'Sumardjo', 'honourific': None}, 'id': 'sumardjo252@gmail.com'}, {'name': {'honourific': None, 'family': 'sadono', 'lineage': None, 'given': 'dwi'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Tjitropranoto', 'lineage': None, 'given': 'Prabowo'}}]",,,,http://jurnal.ipb.ac.id/index.php/jupe,,,,,[{'url': 'http://jurnal.ipb.ac.id/index.php/jupe'}],,
17,http://repository.lppm.unila.ac.id/id/eprint/29150,2018-01-01 00:00:00.000000000,,,Hasil review International Journal of Business and Social Science,['S1'],,7,pub,2021-04-13 01:11:14,,public,,International Journal of Business and Social Science,disk0/00/02/91/50,['FP26'],"[{'placement': 1, 'eprintid': 29150, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43258', 'security': 'public', 'files': [{'fileid': 258468, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd97974642ff9400ccc53c430fb3ea580', 'filesize': 2017765, 'objectid': 43258, 'uri': 'http://repository.lppm.unila.ac.id/id/file/258468', 'filename': 'INTERNASIONAL_Affecting factors the capacity of freelance extension agents and its impacts on farmers.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 04:54:16'}], 'main': 'INTERNASIONAL_Affecting factors the capacity of freelance extension agents and its impacts on farmers.pdf', 'docid': 43258, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-13 01:11:14,,609,,show,29150,archive,2021-04-13 01:11:14,,Hasil review_Affecting factors the capacity of freelance extension agents and its impacts on farmers,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'sumardjo252@gmail.com', 'name': {'given': 'Sumardjo', 'honourific': None, 'family': 'Sumardjo', 'lineage': None}}, {'name': {'honourific': None, 'family': 'sadono', 'lineage': None, 'given': 'dwi'}, 'id': None}, {'name': {'given': 'Prabowo', 'honourific': None, 'lineage': None, 'family': 'Tjitropranoto'}, 'id': None}]",,,,http://ijbssnet.com/journal/index/3938,,,,,[{'url': 'http://ijbssnet.com/journal/index/3938'}],,
18,http://repository.lppm.unila.ac.id/id/eprint/28241,2018-01-01 00:00:00.000000000,,,"Over the next decade, most of the civil servant extension agents will retire, thus it is necessary to prepare reliable freelance extension agents called THL extension agents. However, the capacity building process of extension agents faces many obstacles, therefore, the right solution is required by appropriate utilization of information technology (IT). This study aimed to determine the relationship between the satisfaction level of the farmer and the capacity of THL extension agents using spearman correlation analysis and to study the factors that influence the capacity of extension agents by IT utilization using path analysis. Respondents in this study amounted to 172 THL extension agents and assisted farmers in facilitated BPP (Agricultural Extension Agency) of Lampung Province. The results showed that farmers’ satisfaction level of extension activity was low, THL extension agents’ capacity was in a high category, and there was a significant relationship between farmer satisfaction and THL extension agents’ capacity level. Factors that directly influence extension agents’ capacity level are IT utilization, availability of non-cyber IT, and support of extension agencies.",['H1'],published,7,pub,2021-03-07 11:06:37,,public,,http://ijbssnet.com/journal,disk0/00/02/82/41,['FP26'],"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/42289', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28241, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Affecting_Factors_The_Capacity_Of_Freelance_Extent.pdf', 'docid': 42289, 'files': [{'mime_type': 'application/pdf', 'hash': 'f6bf1837e1813affb1a552b1810ff761', 'fileid': 251219, 'datasetid': 'document', 'mtime': '2021-03-07 08:03:57', 'hash_type': 'MD5', 'filename': 'Affecting_Factors_The_Capacity_Of_Freelance_Extent.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251219', 'filesize': 2609763, 'objectid': 42289}], 'format': 'text'}]",2021-03-07 11:06:37,,609,,show,28241,archive,2021-03-07 11:06:37,,"SIMILARITY 
Affecting Factors the Capacity of Freelance Extension Agents and Its Impacts on Farmers",other,"[{'id': 'indahlistiana@yahoo.com', 'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}}, {'id': 'sumardjo252@gmail.com', 'name': {'given': 'Sumardjo', 'honourific': None, 'lineage': None, 'family': 'Sumardjo'}}, {'id': None, 'name': {'given': 'dwi', 'honourific': None, 'lineage': None, 'family': 'sadono'}}, {'name': {'lineage': None, 'family': 'Tjitropranoto', 'honourific': None, 'given': 'Prabowo'}, 'id': None}]",,,,http://ijbssnet.com/journal/index/3938,,,,,,,
19,http://repository.lppm.unila.ac.id/id/eprint/28358,2018-11-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",6.0,"Abstract

The objectives of this study were to analyze the performance of agricultural extension agents (PPL), factors related to PPL performance, the relationship between PPL performance and productivity of the rice and the relationship between the productivity and paddy rice income in Kalirejo.  This study uses a survey method on rice farming in Kalirejo, Central Lampung. The data was collected in October 2017 by interviewing 53 respondents consist of 8 PPLs and 45 rice farmer who were drawn by purposive sampling method.  The data was analyzed by qualitative-descriptive analysis, tabulation and Rank Spearman correlation. The study showed that the performance of PPL in BPP Kalirejo was considered high. The competence, work environment, motivation and leadership PPL are related to the performance of PPL. The performance of PPL was related to the productivity of rice.  However the productivity was not related to the income of rice farming.  Although, the productivity of the rice was increasing, income of the rice farmer was considered low due to low price of rice.
 
Key words: income, performance, productivity",['S1'],published,6,pub,2021-03-15 01:42:30,2337 7070,public,Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,disk0/00/02/83/58,['FP26'],"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42397', 'pos': 1, 'eprintid': 28358, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash': 'f4a18427588dad0ce2b414c74d6e6595', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 252070, 'filename': '(9) HASIL PENILAIAN KINERJA PPL.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/252070', 'filesize': 2171969, 'objectid': 42397, 'mtime': '2021-03-14 07:43:10', 'hash_type': 'MD5'}], 'main': '(9) HASIL PENILAIAN KINERJA PPL.pdf', 'docid': 42397}]",2021-03-15 01:42:30,4.0,930,384-392,show,28358,archive,2021-03-15 01:42:30,TRUE,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI SAWAH (KASUS PETANI PADI DI KECAMATAN KALIREJO KABUPATEN LAMPUNG TENGAH)
Tri Pujiana, Tubagus Hasanuddin, Sumaryo Gitosaputro",article,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Pujiana', 'given': 'Tri'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'family': 'Hasanuddin', 'lineage': None, 'honourific': None, 'given': 'Tubagus'}}, {'name': {'given': 'Sumaryo', 'honourific': None, 'family': 'Gitosaputra', 'lineage': None}, 'id': None}]",,,,,,,,,,,
20,http://repository.lppm.unila.ac.id/id/eprint/48565,2018-11-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",6.0,"The objectives of this study were to analyze the performance of agricultural extension agents (PPL), factors
related to PPL performance, the relationship between PPL performance and productivity of the rice and the
relationship between the productivity and paddy rice income in Kalirejo. This study uses a survey method on
rice farming in Kalirejo, Central Lampung. The data was collected in October 2017 by interviewing 53
respondents consist of 8 PPLs and 45 rice farmer who were drawn by purposive sampling method. The data
was analyzed by qualitative-descriptive analysis, tabulation and Rank Spearman correlation. The study
showed that the performance of PPL in BPP Kalirejo was considered high. The competence, work
environment, motivation and leadership PPL are related to the performance of PPL. The performance of
PPL was related to the productivity of rice. However the productivity was not related to the income of rice
farming. Although, the productivity of the rice was increasing, income of the rice farmer was considered low
due to low price of rice.
Key words: income, performance, productivity",['S1'],published,6,pub,2023-02-27 01:01:53,2337-7070,public,JIIA (Jurnal Ilmu-Ilmu Agribisnis),Universitas Lampung,disk0_bak/00/04/85/65,['FP26'],"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187878', 'security': 'public', 'placement': 1, 'eprintid': 48565, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'mtime': '2023-02-25 08:14:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/529613', 'filename': 'KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI.pdf', 'filesize': 677185, 'objectid': 187878, 'mime_type': 'application/pdf', 'hash': '37f9e33baf106c70038e262b84e1c25b', 'datasetid': 'document', 'fileid': 529613}], 'main': 'KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI.pdf', 'docid': 187878, 'format': 'text'}]",2023-02-27 01:01:53,4.0,930,,show,48565,archive,2023-02-27 01:01:53,TRUE,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN PRODUKTIVITAS USAHATANI PADI
SAWAH (KASUS PETANI PADI DI KECAMATAN KALIREJO
KABUPATEN LAMPUNG TENGAH)",article,"[{'id': None, 'name': {'family': 'Pujiana', 'lineage': None, 'honourific': None, 'given': 'Tri'}}, {'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}, 'id': 'tb_sijati@yahoo.com'}, {'id': 'sumaryo.gitosaputro@fp.unila.ac.id', 'name': {'given': 'Sumaryo', 'family': 'Gitosaputro', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,
