,userid,number,lastmod,official_url,documents,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,type,creators,title,refereed,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,related_url,divisions,publisher,publication,dir,corp_creators,id_number,event_title,event_type,event_location,event_dates,pres_type
10,301,,2021-06-18 07:58:30,http://ppm.ejournal.id/index.php/pengabdian/article/view/766,"[{'format': 'text', 'main': 'Jurnal Nasional_Pengelollan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu.pdf', 'docid': 148457, 'files': [{'fileid': 386611, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '71a943be8a5e333216eae8d5fd87310d', 'objectid': 148457, 'filesize': 2350625, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386611', 'filename': 'Jurnal Nasional_Pengelollan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-18 05:49:16'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32677, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148457', 'pos': 1}]",2021-06-18 07:58:30,archive,32677,show,,other,"[{'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}, 'id': None}, {'name': {'given': 'BV', 'honourific': None, 'family': 'Begem Viantimala', 'lineage': None}, 'id': 'beggem_vh@yahoo.com'}, {'name': {'given': 'OS', 'honourific': None, 'family': 'Oktora Susanti', 'lineage': None}, 'id': None}]","Hasil Review_Pengelolaan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu",,Hasil Review Jurnal Pengabdian pada Masyarakat,,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/32677,,['S1'],public,,2021-06-18 07:58:30,pub,9,[{'url': 'http://ppm.ejournal.id/index.php/pengabdian/article/view/766'}],['FP26'],Jurnal Pengabdian pada Masyarakat,,disk0/00/03/26/77,,,,,,,
11,301,2.0,2021-06-17 08:04:42,http://ppm.ejournal.id/index.php/pengabdian/article/view/766,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148195', 'eprintid': 32618, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'document (2).pdf', 'docid': 148195, 'files': [{'datasetid': 'document', 'fileid': 386018, 'hash': 'd1006e5d51c55dda8da2247379a6f7e2', 'mime_type': 'application/pdf', 'filesize': 549033, 'objectid': 148195, 'filename': 'document (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386018', 'hash_type': 'MD5', 'mtime': '2021-06-16 05:01:19'}]}]",2021-06-17 08:04:42,archive,32618,show,405-415,article,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Mutolib, Abdul', 'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'honourific': None, 'family': 'Begem Viantimala', 'lineage': None}}, {'id': None, 'name': {'family': 'Oktora Susanti', 'lineage': None, 'honourific': None, 'given': 'OS'}}]","Pengelolaan Usaha dan Branding Produk Perikanan Bernilai Ekonomis di Kecamatan Pagelaran, Kabupaten Pringsewu",TRUE,"Fish processors in Pagelaran District, Pringsewu, are mostly still running on simple businesses. processing fish from their parents’ tradition, so that they have ability to run a processed fish business. Processors have not been able to produce a variety of processed products, the processing group has not been able to carry out business management properly, their lack on knowledge to understand the dynamics in the group, and still low in the utilization of information technology in online marketing. Therefore, it is necessary to conduct Community Service activities (PKM) to increase the income and welfare of members of the processing group. The main problem of fish processing capacity development is because of low knowledge and skills of the community related to more modern processed technology, business management, and information technology, especially online marketing. The dedication aims to help increase the capacity of fish processing in optimizing processed fish business as a source of income. In the service will be carried out mentoring in fish processing activities with product variations, business management such as bookkeeping, and information technology. The empowerment target that will be carried out is to increase the knowledge and skills of fish processors about the quality of processed products, about business management analysis, the importance of group dynamics for the development of fish processing groups, and related to online marketing information technology is still low members of the Erwina Fish Processing Group and has not certified products.",6.0,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32618,,['S1'],public,2540-8747,2021-06-17 08:04:42,pub,6,[{'url': 'http://ppm.ejournal.id/index.php/pengabdian/article/view/766'}],['FP26'],"LEMBAGA PENELITIAN, PENGABDIAN, DAN PENGEMBANGAN MASYARAKAT UNIVERSITAS MATHLA’UL ANWAR BANTEN",JURNAL PENGABDIAN PADA MASYARAKAT,disk0/00/03/26/18,,,,,,,
12,301,,2021-09-22 09:37:27,https://journal.ipb.ac.id/index.php/jupe/article/view/33523,"[{'placement': 1, 'eprintid': 34094, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154549', 'security': 'public', 'main': 'Nasional_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus.pdf', 'files': [{'objectid': 154549, 'filesize': 206713, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402415', 'filename': 'Nasional_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-22 08:29:48', 'datasetid': 'document', 'fileid': 402415, 'mime_type': 'application/pdf', 'hash': '308ea4a29681046b3208457ccd135fb6'}], 'docid': 154549, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-09-22 09:37:27,archive,34094,show,,other,"[{'name': {'given': 'HY', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'family': 'Begem Viantimala', 'lineage': None, 'honourific': None}}, {'id': 'indahnurma1@gmail.com', 'name': {'given': 'IN', 'lineage': None, 'family': 'Indah Nurmayasari', 'honourific': None}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'lineage': None, 'family': 'Abdul Mutolib'}}]",Hasil Review_Kesetaraan Gender dan Strategi Nafkah Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus Kota Bandar Lampung,,Hasil Review Jurnal Penyuluhan,,2021-07-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/34094,,['S1'],public,,2021-09-22 09:37:27,pub,7,,['FP26'],Jurnal Penyuluhan,,disk0/00/03/40/94,,,,,,,
13,301,2.0,2021-09-13 01:34:32,https://journal.ipb.ac.id/index.php/jupe/article/view/33523,"[{'main': '33523-Article Text-141629-1-10-20210712.pdf', 'files': [{'hash': '34653fc4688de40d3d5306396a84a9af', 'mime_type': 'application/pdf', 'fileid': 400821, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/400821', 'filename': '33523-Article Text-141629-1-10-20210712.pdf', 'objectid': 154143, 'filesize': 244200, 'mtime': '2021-09-12 23:40:43', 'hash_type': 'MD5'}], 'docid': 154143, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 33905, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154143', 'security': 'public'}]",2021-09-13 01:34:32,archive,33905,show,126-135,article,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None, 'given': 'HY'}}, {'name': {'honourific': None, 'family': 'Begem Viantimala', 'lineage': None, 'given': 'BV'}, 'id': 'beggem_vh@yahoo.com'}, {'name': {'given': 'IN', 'honourific': None, 'family': 'Indah Nurmayasari', 'lineage': None}, 'id': 'indahnurma1@gmail.com'}, {'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}, 'id': None}]","Kesetaraan Gender dan Strategi Nafkah untuk Penyusunan Program Penyuluhan pada Masyarakat Pesisir di Kabupaten Tanggamus, Provinsi Lampung",TRUE,"Penelitian ini bertujuan untuk mengetahui strategi nafkah ganda, kolaborasi strategi nafkah, serta penyusunan program  penyuluhan  dalam  perspektif  kesetaraan  gender pada masyarakat  nelayan.  Metode  penelitian menggunakan pendekatan  kuantitatif  dan  kualitatif. Data  dianalisis secara deskriptifdan  statistik.  Lokasi penelitian  di Kecamatan  Limau  Kabupaten  Tanggamusdengan  responden  sebanyak  80  nelayan.  Data  yang digunakan adalah data primer dan  sekunder. Hasil Penelitian ini menunjukkan bahwa masyarakat menerapkan strategi nafkah ganda dan kolaborasi strategi nafkah yangterdiri atas On Farm, On-Farmdan Off-Farm, serta strategi On-Farm dan Non-Farm.  Secara akumulatif  relasi  gender  keluarga  nelayan  di  Kecamatan  Limau mencakup  kegiatan domestik,  publik, dan  kemasyarakatan telah  menunjukkan  adanya  kesetaraan pembagian kerja antara  istri  dan suami  yaitu  sebesar  76,30  persen. Program  penyuluhan  hendaknya  mengarah  pada kesetaraan  gender sehingga  dapat  meningkatkan  partisipasi,  akses,  dan kontrol  yang  dimiliki,  serta  manfaat yang  dinikmati  perempuan  dalam  pembangunan  wilayah  pesisir.  Dengan  demikian,  hasil  pembangunan kelautan  dan  perikanan  dapat  menyentuh  seluruh  lapisan  masyarakat  dan  membawa masyarakat  kepada kesejahteraan serta kehidupan yang lebih baik.",17.0,2021-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33905,,['S1'],public,2442-4110,2021-09-13 01:34:32,pub,6,[{'url': 'https://journal.ipb.ac.id/index.php/jupe/article/view/33523'}],['FP26'],Institut Pertanian Bogor,Jurnal Penyuluhan,disk0/00/03/39/05,,,,,,,
14,179,3.0,2022-06-13 01:17:28,https://journal.unhas.ac.id/index.php/jsep/article/view/14994,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'fileid': 465955, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b0275b5c1872bde3dcc518d7f4496372', 'hash_type': 'MD5', 'mtime': '2022-06-12 11:53:55', 'filesize': 1374380, 'objectid': 164074, 'filename': 'JSEP.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465955'}], 'main': 'JSEP.pdf', 'docid': 164074, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164074', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42362}]",2022-06-13 01:17:28,archive,42362,show,,article,"[{'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Ibnu', 'honourific': None}, 'id': 'muhammad.ibnu@fp.unila.ac.id'}]","Dampak Kebijakan Billing System Penebusan Pupuk Subsidi
di Provinsi Lampung",TRUE,"To address the problems of the distribution of subsidized fertilizers, the Government of Lampung Province implements an innovative Billing System policy through which farmer groups redeem subsidized fertilizer online. However, the impact of the policy has not been reviewed scientifically. Therefore, this study aims to answer questions (1) what are the impacts of the Billing System Policy on the quantity use and prices of subsidized fertilizer in Lampung? and (2) what are the impacts of the Billing System Policy on rice production in Lampung? The study was conducted in June 2020 until February 2021. Total respondents were 314 rice farmers surveyed with systematic random sampling in the districts of East dan South Lampung and Metro. The impacts of Billing Systems were evaluated with the Propensity Score Matching (PSM) technique, which is a credible quantitative method for correcting selection bias and other variable biases. The results showed that, at the farmer group level, the Billing System significantly increases the average use of Urea and reduces the average prices of Urea and SP36. However, the Billing System has little impact on rice production, although the production has increased after the Billing System policy. The findings further imply that enhancing the institutional capacity of farmers is still necessary.",17.0,2021-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/42362,published,['S1'],public,2598-5922,2022-06-13 01:17:28,pub,6,"[{'type': 'pub', 'url': 'https://doi.org/10.20956/jsep.v17i3.14994'}]",['FP26'],DEPARTEMEN SOSIAL EKONOMI PERTANIAN  UNIVERSITAS HASANUDDIN MAKASSAR INDONESIA,JURNAL SOSIAL EKONOMI PERTANIAN,disk0/00/04/23/62,,https://doi.org/10.20956/jsep.v17i3.14994,,,,,
15,179,2.0,2022-06-13 01:17:30,http://ejurnal.litbang.pertanian.go.id/index.php/jpptp/article/view/12248/9932,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash': '1b3ffb83b4c031622304db4a1e696e56', 'mime_type': 'application/pdf', 'fileid': 465961, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465961', 'filename': '12248-56913-4-PB.pdf', 'objectid': 164075, 'filesize': 16539137, 'mtime': '2022-06-12 12:21:18', 'hash_type': 'MD5'}], 'main': '12248-56913-4-PB.pdf', 'docid': 164075, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164075', 'security': 'public', 'placement': 1, 'eprintid': 42363}]",2022-06-13 01:17:30,archive,42363,show,159-170,article,"[{'name': {'given': 'Muhammad', 'honourific': None, 'lineage': None, 'family': 'Ibnu'}, 'id': 'muhammad.ibnu@fp.unila.ac.id'}]",Sustainable Partnerships in Cassava Production and Industrial Sector: A Heckprobit Analysis of Indonesian Farmers,TRUE,"Kemitraan merupakan instrumen untuk mengatasi ketidakmampuan perorangan untuk menyelesaikan masalah pembangunan yang terkait dengan sektor pertanian dan rantai komoditas. Meskipun sangat dianjurkan, kemitraan berkelanjutan jarang terjadi di sektor ubi kayu Indonesia. Pengetahuan juga terbatas karena kurangnya literatur yang relevan mengenai kemitraan di sektor ubi kayu. Studi ini mengkaji alasan penghentian kemitraan (antara industri dan petani produsen ubi kayu) yang pernah ada di sistemproduksi ubi kayu dan mengkaji apa yang menentukan kesediaan petani untuk ikut serta dalam kemitraan dimasa datang. Studi ini menggunakan sampling acak sistematis untuk menyurvei 140 petani produsen ubi kayu di Kabupaten Lampung Tengah dan Lampung Timur pada bulan November 2018 hingga April 2019. Petani di wawancarai dan diberikan kuesioner. Data kuantitatif dianalisis dengan analisis heckprobilt. Hasil studi menunjukkan bahwa kemitraan berakhir karena kedua belah pihak tidak memiliki visi yang sejalan dalam bekerja sama. Berbagai variabel (seperti hambatan penjualan, rendahnya harga, ketidakakuratan timbangan, tingginya harga transaksi, dan potongan penjualan) menunjukkan kompleksnya pertimbangan petani untuk mengikuti kemitraan. Implikasi dari penelitian ini adalah sulit tercipta kemitraan dimasa datang bila petani dan industri memiliki visi dan prioritas yang berbeda.",5.0,2021-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/42363,published,['S1'],public,2541-5174,2022-06-13 01:17:30,pub,6,"[{'type': 'pub', 'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpptp/article/view/12248/9932'}]",['FP26'],Pusat Penelitian dan Pengembangan Tanaman Pangan,Jurnal Penelitian Pertanian Tanaman Pangan,disk0/00/04/23/63,,DOI: http//dx.doi.org/10.21082/jpptp.v5n2.2021.p159-170,,,,,
16,930,1.0,2023-01-16 01:53:19,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'analisis usahatani dan ketahanan pangan.pdf', 'files': [{'datasetid': 'document', 'fileid': 523361, 'mime_type': 'application/pdf', 'hash': '0176218354f87b2df18f69f1896722ba', 'hash_type': 'MD5', 'mtime': '2023-01-14 05:34:23', 'objectid': 186908, 'filesize': 307379, 'filename': 'analisis usahatani dan ketahanan pangan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/523361'}], 'docid': 186908, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186908', 'pos': 1, 'eprintid': 47808, 'placement': 1}]",2023-01-16 01:53:19,archive,47808,show,9-16,article,"[{'id': None, 'name': {'family': 'Ihsan', 'lineage': None, 'honourific': None, 'given': 'Chairil'}}, {'id': 'rabiatul.adawiyah@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Adawiyah', 'given': 'Rabiatul'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'honourific': None, 'lineage': None, 'family': 'Hasanuddin'}}]","ANALISIS USAHATANI DAN KETAHANAN PANGAN RUMAH TANGGA PETANI KUBIS
DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS",TRUE,"This study aims to analyze the farming income, household income, farming constraints, contribution of 
farming income, household food security level, correlation between household food security level and 
farming production as well as cabbage farmers’ income. This research has been carried out in the village of 
Dadapan and Simpang Kanan, Sumberejo Sub District, Tanggamus Regency. This research is a survey 
involving 56 cabbage farmers selected using simple random sampling. Data were collected in July-August 
2019. The research data were analyzed using qualitative descriptive and quantitative methods. The results of 
this research shows that cabbage farming income is IDR15,643,452.38 per area of 0,36 hectare annually
which contributed to 64.54 percent of IDR28,017,440.48 household income per year. Constraints faced by 
cabbage farmers are the handling of leaf worms, armyworms, leaf spots, club roots, out model equipment, 
delayed distribution of fertilizer from farmer groups, decreased cabbage price that is fluctuated every 
season, and lack of attention from extension agencies. Food security status of cabbage farmer households is 
50.00 percent in food secure, 26.79 percent in less secure, 14.8 percent in food vulnerable, and 8.93 percent
in food insecure. There is a significant correlation between household food security level and farming 
production as well as cabbage farmers’ income.
Key words: cabbage farming, food security, household income",9.0,2021-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/47808,,['S1'],public,2337 7070,2023-01-16 01:53:19,pub,6,,['FP26'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,disk0_bak/00/04/78/08,"['universitas lampung', 'universitas lampung', 'universitas lampung']",,,,,,
17,609,,2022-02-17 01:15:36,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta,"[{'eprintid': 39359, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160643', 'format': 'text', 'main': 'Fix_Peer Review_ Institutional Strengthening f Farmer Group010.pdf', 'files': [{'filesize': 1333219, 'objectid': 160643, 'filename': 'Fix_Peer Review_ Institutional Strengthening f Farmer Group010.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442686', 'hash_type': 'MD5', 'mtime': '2022-02-15 23:35:16', 'datasetid': 'document', 'fileid': 442686, 'mime_type': 'application/pdf', 'hash': 'fe033cb2f3c1239690f48062d58ad3c0'}], 'docid': 160643, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-02-17 01:15:36,archive,39359,show,,other,"[{'name': {'given': 'IL', 'honourific': None, 'family': 'Indah Listiana', 'lineage': None}, 'id': 'indahlistiana1@gmail.com'}, {'name': {'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None, 'given': 'Mutolib, Abdul'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Rinaldi Bursan', 'honourific': None, 'given': 'RB'}}, {'name': {'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'RADW', 'lineage': None, 'family': 'Raden Ajeng Diana Widyastuti', 'honourific': None}, 'id': None}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'lineage': None, 'family': 'Ali Rahmat'}, 'id': None}]",Hasil Review_Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency,,Hasil Review Young Scholar Symposium on Science Education and Environment (YSSSEE) 2020,,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39359,,['S1'],public,,2022-02-17 01:15:36,pub,8,,['FP26'],Young Scholar Symposium on Science Education and Environment (YSSSEE) 2020,,disk0/00/03/93/59,,,,,,,
18,301,,2021-06-18 07:58:40,https://jepa.ub.ac.id/index.php/jepa/article/view/600,"[{'docid': 148451, 'main': 'Jurnal Nasional_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'files': [{'datasetid': 'document', 'fileid': 386595, 'hash': '37b6cbcef30ec16cf8c832f57a347ab6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-18 05:39:37', 'objectid': 148451, 'filesize': 2286034, 'filename': 'Jurnal Nasional_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386595'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 32675, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148451', 'pos': 1, 'security': 'public'}]",2021-06-18 07:58:40,archive,32675,show,,other,"[{'id': None, 'name': {'given': 'IL', 'lineage': None, 'family': 'Indah Listiana', 'honourific': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'honourific': None, 'family': 'Murniati', 'lineage': None}}, {'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}, 'id': None}, {'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}]",Hasil Review_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro),,Hasil Review Jurnal Ekonomi Pertanian dan Agribisnis,,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32675,,['S1'],public,,2021-06-18 07:58:40,pub,8,[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600'}],['FP26'],Jurnal Ekonomi Pertanian dan Agribisnis,,disk0/00/03/26/75,,,,,,,
19,301,1.0,2021-06-17 08:04:47,https://jepa.ub.ac.id/index.php/jepa/article/view/600,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148238', 'eprintid': 32621, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '600-2527-1-PB.pdf', 'files': [{'hash': 'b147e232456673c8bbad294ebbf2e188', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 386086, 'mtime': '2021-06-16 07:12:40', 'hash_type': 'MD5', 'filename': '600-2527-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386086', 'filesize': 358819, 'objectid': 148238}], 'docid': 148238}]",2021-06-17 08:04:47,archive,32621,show,168-179,article,"[{'id': None, 'name': {'given': 'IL', 'family': 'Indah Listiana', 'lineage': None, 'honourific': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}}, {'name': {'given': 'HY', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}]",Pelayanan dan Manfaat Koperasi serta Pengaruhnya terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro),TRUE,"Penelitian ini bertujuan untuk menganalisis kualitas pelayanan pada Koperasi Jurai Siwo Ragem, menganalisis manfaat Koperasi dan menganalisis pengaruh kualitas pelayanan
dan manfaat koperasi terhadap partisipasi anggota Koperas yang dilaksanakan di Koperasi Jurai Siwo Ragem. Pengambilan data dilaksanakan pada bulan Juli-Agustus 2019. Penelitian
dilakukan dengan pendekatan kualitatifi dengan informan dan responden penelitian sebanyak 12 orang yang merupakan pengurus dan anggota koperasi. Data yang digunakan terdiri atas data primer dan data sekunder. Data dianalisis dengan pendekatan deskriptif kualitatif dengan menggunakan tabulasi. Pelayanan Koperasi Jurai Siwo Ragem Metro dinilai berdasarkan
persepsi anggota koperasi. Penilaian didasarkan pada 5 (lima) aspek yang meliputi (1) aspek tampilan fisik (tangibles), (2) aspek keterandalan (realibilities), (3) aspek daya tanggap
(esponsiveness), (4) kemampuan dalam memberikan jaminan (assurance), dan (5) aspek kemampuan memberikan perhatian personal (emphaty). Secara umum pelayanan Koperasi dinilai cukup memuaskan hingga sangat memuaskan. Anggota koperasi Jurai Siwo Ragem memperoleh manfaat ekonomi dan non-ekonomi. Bentuk manfaat yang dirasakan anggota diantaranya anggota memiliki tempat untuk memenuhi kebutuhan rumah tangga dan memiliki lembaga simpan pinjam untuk memenuhi kebutuhannya. Anggota Koperasi Jurai Siwo Ragem Metro menilai manfaat pada kategori memuaskan dan sangat. Patisipasi anggota Koperasi
Jurai Siwo Ragem Kota Metro terbagi atas 3 (tiga) hal yaitu: 1) Hadir dalam Rapat Anggota Tahunan, 2) Pembayaran simpanan yang meliputi simpanan pokok, simpanan wajib, dan simpanan lain, 3) Pemanfaatan pelayanan pada unit usaha simpan pinjam dan pengadaan barang serta jasa. Partisipasi anggota koperasi dipengaruhi kualitas layanan dan manfaatan yang diterima anggota koperasi.",5.0,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32621,,['S1'],public,"2614-4670 (p), 2598-8174 (e)",2021-06-17 08:04:47,pub,6,[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600'}],['FP26'],Universitas Brawijaya,Jurnal Ekonomi Pertanian dan Agribisnis (JEPA),disk0/00/03/26/21,,,,,,,
20,301,,2021-06-18 07:58:11,https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148437', 'pos': 1, 'eprintid': 32673, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Jurnal Nasional_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung.pdf', 'files': [{'fileid': 386570, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd03f6bd69a32bbed0641cb7fcf7aa002', 'filesize': 2331172, 'objectid': 148437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386570', 'filename': 'Jurnal Nasional_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-18 05:27:23'}], 'docid': 148437}]",2021-06-18 07:58:11,archive,32673,show,,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Isti Putri Utami', 'given': 'IPU'}, 'id': None}, {'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Kordiyana K Rangga', 'given': 'KKR'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}}, {'name': {'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None, 'given': 'Mutolib, Abdul'}, 'id': None}]",Hasil Review_Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung,,Hasil Review Jurnal Sosial Humaniora dan Pendidikan,,2021-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/32673,,['S1'],public,,2021-06-18 07:58:11,pub,8,[{'url': 'https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901'}],['FP26'],Jurnal Sosial Humaniora dan Pendidikan,,disk0/00/03/26/73,,,,,,,
