,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,title,creators,type,place_of_pub,date_type,subjects,uri,date,publisher,divisions,dir,ispublished,rev_number,full_text_status,status_changed,official_url,id_number,abstract,related_url,event_type,event_title,event_location,event_dates,refereed,pres_type,pagerange,number,volume,issn,publication,corp_creators,contact_email,contributors
36,show,2021-05-07 00:57:32,30025,archive,2021-05-07 00:57:32,"[{'eprintid': 30025, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134776', 'format': 'text', 'docid': 134776, 'main': 'Yanfika_2021_J._Phys.__Conf._Ser._1796_012029.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-06 04:37:55', 'objectid': 134776, 'filesize': 734204, 'filename': 'Yanfika_2021_J._Phys.__Conf._Ser._1796_012029.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355922', 'fileid': 355922, 'datasetid': 'document', 'hash': '0e6768627cc9e4bba846da4cd68cfc5d', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",301,"Impact of Climate Change on Coastal Communities in
Tanggamus Regency","[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}}, {'name': {'given': 'BV', 'family': 'Begem Viantimala', 'lineage': None, 'honourific': None}, 'id': 'beggem_vh@yahoo.com'}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'lineage': None, 'family': 'Abdul Mutolib'}}, {'name': {'given': 'IL', 'lineage': None, 'family': 'Indah Listiana', 'honourific': None}, 'id': None}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'widyastuti', 'given': 'diana'}}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'lineage': None, 'family': 'Ali Rahmat'}, 'id': None}]",conference_item,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30025,2020-09-01 00:00:00.000000000,,['FP26'],disk0/00/03/00/25,pub,8,public,2021-05-07 00:57:32,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029,,"Global warming is a gradual increase in the earth's temperature due to greenhouse gas emissions. Climate change impacts various sectors and is very complicated because it
covers various aspects of human life. In the marine sector, climate change promotes rising ocean temperature and sea levels, increasing the frequency and intensity of extreme weather. This study was aimed to: (1) analyze the impact of climate change on the business of processed fisheries in Tegineneng village, Limau subdistrict, Tanggamus Regency; (2) analyze adaptation strategies undertaken by fish processors in conducting business amid of climate change. This study employed a survey as the study method. Respondents in this study were traditional fish processing in Tanggamus Regency. The impact of climate change on processed fisheries products was analyzed by using descriptive analysis and SWOT analysis. Climate change perceived by fish processors includes; the declined fish caught, uncertain fish harvest season, and further fishing area. The results showed that climate change impacted on the decreased processed products due to declined fish caught. Development strategies that need to be performed are diversification of processed products, improvement of processed product quality to prolong the product shelf life, and marketing network.",[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029'}],conference,"Young Scholar Symposium on Science Education and Environment 2020 22-23 September 2020, Lampung, Indonesia",Bandar Lampung,"September 22-23, 2020",TRUE,paper,1-10,,,,,,,
37,show,2021-05-07 00:58:12,30044,archive,2021-05-07 00:58:12,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134867', 'security': 'public', 'placement': 1, 'eprintid': 30044, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 134867, 'main': 'Art_P6_Semilaritas_Impact_of_Climate_Change_on_Coa.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/356125', 'filename': 'Art_P6_Semilaritas_Impact_of_Climate_Change_on_Coa.pdf', 'objectid': 134867, 'filesize': 2364395, 'mtime': '2021-05-06 23:54:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd8d586d1ae14c136fa8b0ccc2a759dbe', 'fileid': 356125, 'datasetid': 'document'}], 'format': 'text'}]",301,"Impact of Climate Change on Coastal Communities in Tanggamus
Regency","[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None, 'given': 'HY'}}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'lineage': None, 'family': 'Begem Viantimala', 'honourific': None}}, {'id': None, 'name': {'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None, 'given': 'Mutolib, Abdul'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Indah Listiana', 'given': 'IL'}}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'widyastuti', 'given': 'diana'}}, {'name': {'given': 'Rahmat, Ali', 'lineage': None, 'family': 'Ali Rahmat', 'honourific': None}, 'id': None}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30044,2020-09-01 00:00:00.000000000,"Universitas Islam Negeri Raden Intan, Lampung, Indonesia",['FP26'],disk0/00/03/00/44,pub,8,public,2021-05-07 00:58:12,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029,,"Global warming is a gradual increase in the earth's temperature due to greenhouse gas emissions. Climate change impacts various sectors and is very complicated because it
covers various aspects of human life. In the marine sector, climate change promotes rising ocean temperature and sea levels, increasing the frequency and intensity of extreme weather. This study was aimed to: (1) analyze the impact of climate change on the business of processed fisheries in Tegineneng village, Limau subdistrict, Tanggamus Regency; (2) analyze adaptation strategies undertaken by fish processors in conducting business amid of climate change. This study employed a survey as the study method. Respondents in this study were traditional fish processing in Tanggamus Regency. The impact of climate change on processed fisheries products was analyzed by using descriptive analysis and SWOT analysis. Climate change perceived by fish processors includes; the declined fish caught, uncertain fish harvest season, and further fishing area. The results showed that climate change impacted on the decreased processed products due to declined fish caught. Development strategies that need to be performed are diversification of processed products, improvement of processed product quality to prolong the product shelf life, and marketing network.",[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029'}],,,,,,,,,,,,,,
38,show,2021-03-05 01:41:17,28185,archive,2021-03-05 01:41:17,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 42236, 'main': '1059-3086-1-SM.pdf', 'files': [{'mtime': '2021-03-04 07:50:45', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250847', 'filename': '1059-3086-1-SM.pdf', 'filesize': 64033, 'objectid': 42236, 'hash': 'be0e8d2289d7bd4f91bd6888f0803cd1', 'mime_type': 'application/pdf', 'fileid': 250847, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42236', 'security': 'public', 'placement': 1, 'eprintid': 28185}]",301,"FAKTOR-FAKTOR YANG MEMPENGARUHI TINGKAT KAPASITAS
PENGOLAH PERIKANAN DI KECAMATAN LIMAU
DAN KABUPATEN TANGGAMUS","[{'name': {'given': 'HY', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'indahnurma1@gmail.com', 'name': {'lineage': None, 'family': 'Indah Nurmayasari', 'honourific': None, 'given': 'IN'}}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'lineage': None, 'family': 'Begem Viantimala', 'honourific': None}}]",conference_item,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/28185,1970-01-01 00:00:00.000002020,,['FP26'],disk0/00/02/81/85,pub,9,public,2021-03-05 01:41:17,https://jurnal.poltekba.ac.id/index.php/prosiding/article/view/1059,,"Kementerian Kelautan dan Perikanan (KKP) sudah berupaya untuk meningkatkan kapasitas pelaku usaha pengolah ikan tradisional, misalnya dalam program Klinik Iptek Mina Bisnis
(KIMBis). Namun demikian orientasi program ini cenderung pada paradigma lama, misalnya inovasi bersumber dari hasil penelitian KKP, bukan berbasis pada kebutuhan riel yang dirasakan oleh masyarakat, khususnya pelaku usaha pengolahan ikan tradisional, sehingga tingkat keberlanjutan program menjadi diragukan. Oleh karena itu, penelitian ini pada tahun pertama bertujuan untuk menganalisis tingkat kapasitas dan faktor yang mempengaruhi. Metode yang digunakan untuk mendapatkan data sesuai dengan tujuan pertama sampai keempat adalah survei pada sentra-sentra pengolahan ikan tradisional di Kabupaten Tanggamus, Lampung. Pada setiap jenis usaha pengolahan diambil sampel secara proporsional, seperti pemindangan, pengasapan, pengolahan makanan siap saji (nugget, kerupuk ikan, bakso dll). Data yang terkumpul dianalisis secara deskriptif (rataan, persentase, dan pengolongan/kelas) untuk menjawab tujuan pertama
sampai ketiga, dan tujuan keempat dianalisis dengan uji matrix. Analisis data dibantu dengan software Excell dan SPSS ver 24. Dari hasil analisi diketahui Tingkat kapasitas pengolah ikan di Limau masih rendah dan perlu di tingkatkan melalui pendidikan formal.",[{'url': 'https://jurnal.poltekba.ac.id/index.php/prosiding/article/view/1059'}],conference,Seminar Nasional Inovasi Teknologi Terapan,Politeknik Negeri Balikpapan,,TRUE,paper,460-465,,,,,,,
39,show,2021-04-13 01:12:07,29207,archive,2021-04-13 01:12:07,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43313', 'eprintid': 29207, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43313, 'main': 'Prosiding_Faktor-Faktor Yang Mempengaruhi Tingkat Kapasitas Pengolah Perikanan di Kecamatan Limau dan Kabupaten Tanggamus.pdf', 'files': [{'hash': 'dc05cab325cca24bc59ab712e74d9ad9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 258867, 'filename': 'Prosiding_Faktor-Faktor Yang Mempengaruhi Tingkat Kapasitas Pengolah Perikanan di Kecamatan Limau dan Kabupaten Tanggamus.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258867', 'filesize': 2022789, 'objectid': 43313, 'mtime': '2021-04-12 07:32:12', 'hash_type': 'MD5'}]}]",301,Hasil Review_Faktor-Faktor yang Mempengaruhi Tingkat Kapasitas Pengolah Perikanan di Kecamatan Limau dan Kabupaten Tanggamus,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika', 'given': 'HY'}}, {'name': {'given': 'IN', 'lineage': None, 'family': 'Indah Nurmayasari', 'honourific': None}, 'id': 'indahnurma1@gmail.com'}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'family': 'Begem Viantimala', 'lineage': None, 'honourific': None}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/29207,1970-01-01 00:00:00.000002020,SNITT Politeknik Negeri Balikpapan,['FP26'],disk0/00/02/92/07,pub,7,public,2021-04-13 01:12:07,https://jurnal.poltekba.ac.id/index.php/prosiding/article/view/1059,,Hasil Review SNITT Politeknik Negeri Balikpapan,[{'url': 'https://jurnal.poltekba.ac.id/index.php/prosiding/article/view/1059'}],,,,,,,,,,,,,,
40,show,2021-04-13 01:09:08,29147,archive,2021-04-13 01:09:08,"[{'format': 'text', 'main': 'Internasional_Capacity level of extension worker and institutional support in developing the capability of extension worker to use information technology.pdf', 'files': [{'mtime': '2021-04-12 04:48:28', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258446', 'filename': 'Internasional_Capacity level of extension worker and institutional support in developing the capability of extension worker to use information technology.pdf', 'objectid': 43255, 'filesize': 2037102, 'hash': '5957033ab6c054fef58614a1e77362a7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 258446}], 'docid': 43255, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 29147, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43255'}]",301,Hasil Review_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology,"[{'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'yulmartin@eng.unila.ac.id', 'name': {'given': 'Yul', 'honourific': None, 'lineage': None, 'family': 'Martin'}}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'lineage': None, 'family': 'Kordiyana K Rangga', 'honourific': None, 'given': 'KKR'}, 'id': 'korrangga@yahoo.com'}, {'id': None, 'name': {'given': 'Ali', 'family': 'Rahmat', 'lineage': None, 'honourific': None}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/29147,1970-01-01 00:00:00.000002020,Blue Eyes Intelligence Engineering & Sciences Publication,['FP26'],disk0/00/02/91/47,pub,8,public,2021-04-13 01:09:08,https://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf,,Hasil Review International Journal of Innovative Technology and Exploring Engineering,[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf'}],,,,,,,,,,,,,,
41,show,2021-04-13 01:11:05,29202,archive,2021-04-13 01:11:05,"[{'main': 'Nasional_The influence of extension activities on the competencies of traditional fisheries prossesing in Lampung.pdf', 'files': [{'mtime': '2021-04-12 07:19:08', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258828', 'filename': 'Nasional_The influence of extension activities on the competencies of traditional fisheries prossesing in Lampung.pdf', 'objectid': 43308, 'filesize': 1951788, 'hash': '8b380ad7e71eb06859d5873942d15706', 'mime_type': 'application/pdf', 'fileid': 258828, 'datasetid': 'document'}], 'docid': 43308, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 29202, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43308', 'pos': 1, 'security': 'public'}]",301,Hasil Review_The Influence Of Extension Activities On The Competencies Of Traditional Fisheries Processing In Lampung Province,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika', 'given': 'HY'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Siti Amanah', 'given': 'Amanah'}}, {'name': {'lineage': None, 'family': 'Anna Fatchiya', 'honourific': None, 'given': 'Anna'}, 'id': None}, {'id': None, 'name': {'given': 'PSA', 'lineage': None, 'family': 'Pang S. Asngari', 'honourific': None}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None}}, {'name': {'given': 'KKR', 'honourific': None, 'lineage': None, 'family': 'Kordiyana K Rangga'}, 'id': 'korrangga@yahoo.com'}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/29202,1970-01-01 00:00:00.000002020,Jurnal Pengolahan Hasil Perikanan Indonesia,['FP26'],disk0/00/02/92/02,pub,8,public,2021-04-13 01:11:05,http://journal.ipb.ac.id/index.php/jphpi/article/view/30592,,Hasil Review Jurnal Pengolahan Hasil Perikanan Indonesia,[{'url': 'http://journal.ipb.ac.id/index.php/jphpi/article/view/30592'}],,,,,,,,,,,,,,
42,show,2021-05-06 01:05:28,30014,archive,2021-05-06 01:05:28,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 134719, 'main': '4. JURNAL THE INFLUENCE OF EXTENSION ACTIVITIES ON THE COMPETENCIES OF.pdf', 'files': [{'mtime': '2021-05-05 09:58:19', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355787', 'filename': '4. JURNAL THE INFLUENCE OF EXTENSION ACTIVITIES ON THE COMPETENCIES OF.pdf', 'filesize': 200945, 'objectid': 134719, 'mime_type': 'application/pdf', 'hash': '30b9e0072750244dcf4ef4b6af3decc2', 'fileid': 355787, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134719', 'pos': 1, 'eprintid': 30014, 'placement': 1}]",966,hasil riviewe ; The Influence Of Extension Activities On The r Competencies Of Traditional Fisheries Processing In Lampung Province,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}}, {'id': None, 'name': {'given': 'Amanah', 'family': 'Siti Amanah', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Anna Fatchiya', 'honourific': None, 'given': 'Anna'}, 'id': None}, {'id': None, 'name': {'given': 'PSA', 'honourific': None, 'lineage': None, 'family': 'Pang S. Asngari'}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Kordiyana K Rangga', 'honourific': None, 'given': 'KKR'}, 'id': 'korrangga@yahoo.com'}]",other,Pengolahan Hasil Perikanan Indonesia (JHPI),,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30014,1970-01-01 00:00:00.000002020,Masyarakat Pengelolahan Hasil Perknan Indonesia (MPHPI),['FP26'],disk0/00/03/00/14,pub,8,public,2021-05-06 01:05:28,http://journal.ipb.ac.id/index.php/jphpi/article/view/30592,,"Extension is an informal learning process that plays an important role in improving fisheries processors
competencies. However, current extension activities that have been running so far are felt to be lacking so it is necessary
to look at the effectiveness of conducting extension on traditional fisheries business related to methods, media, materials
and capabilities of extension agents. This study was aimed to (1) analyze the effectiveness of fisheries extension activities
in traditional fisheries processing businesses in Lampung Province, (2) analyze traditional processors competency
levels, (3) analyze the effect of extension on processors competencies/capabilities in traditional fisheries processing
businesses. This study used a quantitative approach enriched with qualitative analysis. The survey was conducted to
obtain primary data using a questionnaire. The research location were in three districts in Lampung Province. The
data analysis technique used descriptive and regression analysis. The results of the study were (1) the effectiveness
of extension was still low, (2) traditional processors competencies belonged to the low category, and (3) the ability of
extension agents affected the development of fisheries processors’ competencies. The effectiveness of extension is still
low due to the limited extension methods. Therefore it is important to carry out extension activities with varied methods
according to the target needs to improve the competency of traditional fisheries processors.
Keywords: competence, effectiveness, extension, traditional processors",,,,,,,,,,,,,,,
43,show,2021-03-05 08:47:09,28200,archive,2021-03-05 08:47:09,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42248', 'pos': 1, 'eprintid': 28200, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 250944, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '476c3c59b4161592990bb4f83acf93ac', 'objectid': 42248, 'filesize': 2503458, 'filename': 'Art_J1_Helvi_Semilaritas_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250944', 'hash_type': 'MD5', 'mtime': '2021-03-05 08:20:36'}], 'main': 'Art_J1_Helvi_Semilaritas_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology.pdf', 'docid': 42248}]",301,"Capacity Level of Extension Worker and
Institutional Support in Developing the Capability of Extension Worker to use Information Technology","[{'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}}, {'name': {'given': 'Martin, Yul', 'honourific': None, 'family': 'Yul Martin', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}}, {'id': 'korrangga@yahoo.com', 'name': {'lineage': None, 'family': 'Kordiyana K Rangga', 'honourific': None, 'given': 'KKR'}}, {'name': {'family': 'Ali Rahmat', 'lineage': None, 'honourific': None, 'given': 'Rahmat, Ali'}, 'id': None}]",article,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/28200,2020-03-01 00:00:00.000000000,Blue Eyes Intelligence Engineering & Sciences Publication,['FP26'],disk0/00/02/82/00,pub,8,public,2021-03-05 08:47:09,https://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf,,"The extension is an essential part of fishery sector
services. Hence, efficient service of extension is necessary to support fishery activities to contribute to the increasing
socio-economic level of fishery business players. These business actors, namely fish processors, fish farmers, and smallholder fishermen in Lampung Province, generally obtain such a little information as they are considered to be the passive group in seeking for information. Their primary concern is still to meet their daily needs, and this information is not yet a priority. In fact,
a technological limitation also does not facilitate farmers to obtain information which results in a situation where extension worker is forced to be the main source of information for fishery business players. Therefore, it is essential to investigate how extension workers’ capacity in using non-cyber and cyber information technology also the role of institutional support in the utilization of information technology to increase extension
workers’ capacity. This study was descriptive analysis research consisted of primary and secondary data. The method of data analysis used to answer the objective of this study was descriptive statistical analysis. The result of the analysis showed that extension workers’ capacity level in using non-cyber information technology to perform their task was considered excellent, and extension workers did not only depend on the information provided by the related institution in using cyber information technology. Extension workers were found to use a smartphone and other media to obtain information. Institutional support, such as higher educational institutions, NGOs, Fishery Agency, and BPTP, was still low. Therefore, institutions should increase the
use of information technology, assist in using cyber information technology, provide information of using cyber information technology, provide a specific location for conducting training of cyber information technology, and provide regular training schedule for extension workers to increase the capacity of fishery extension workers.",[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf'}],,,,,TRUE,,1545-1551,,9.0,2278-3075,International Journal of Innovative Technology and Exploring Engineering (IJITEE),,,
44,show,2020-06-11 07:40:14,22271,archive,2020-06-11 07:40:14,"[{'docid': 35687, 'main': 'jurnal_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology.pdf', 'files': [{'hash': '46ff2efd7d6acd56cbbd6713c4ccfdaa', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 204833, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204833', 'filename': 'jurnal_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology.pdf', 'filesize': 512471, 'objectid': 35687, 'mtime': '2020-06-11 06:39:29', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 22271, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35687', 'pos': 1, 'security': 'public'}]",966,Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology,"[{'name': {'given': 'Yanfika, Helvi', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}}, {'name': {'given': 'Martin, Yul', 'honourific': None, 'family': 'Yul Martin', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Abdul Mutolib', 'given': 'Mutolib, Abdul'}}, {'name': {'lineage': None, 'family': 'Kordiyana K. Rangga', 'honourific': None, 'given': 'Rangga, Kordiyana'}}, {'name': {'family': 'Ali Rahmat', 'lineage': None, 'honourific': None, 'given': 'Rahmat, Ali'}}]",article,,published,"['H1', 'S1']",http://repository.lppm.unila.ac.id/id/eprint/22271,2020-03-05 00:00:00.000000000,International Journal of Innovative Technology and Exploring Engineering (IJITEE),['FP26'],disk0/00/02/22/71,pub,9,public,2020-06-11 07:40:14,,,"Abstract: The extension is an essential part of fishery sector services. Hence, efficient service of extension is necessary to support fishery activities to contribute to the increasing socio-economic level of fishery business players. These business actors, namely fish processors, fish farmers, and smallholder fishermen in Lampung Province, generally obtain such a little information as they are considered to be the passive group in seeking for information. Their primary concern is still to meet their daily needs, and this information is not yet a priority. In fact, a technological limitation also does not facilitate farmers to obtain information which results in a situation where extension worker is forced to be the main source of information for fishery business players. Therefore, it is essential to investigate how extension workers’ capacity in using non-cyber and cyber information technology also the role of institutional support in the utilization of information technology to increase extension workers’ capacity. This study was descriptive analysis research consisted of primary and secondary data. The method of data analysis used to answer the objective of this study was descriptive statistical analysis. The result of the analysis showed that extension workers’ capacity level in using non-cyber information technology to perform their task was considered excellent, and extension workers did not only depend on the information provided by the related institution in using cyber information technology. Extension workers were found to use a smartphone and other media to obtain information. Institutional support, such as higher educational institutions, NGOs, Fishery Agency, and BPTP, was still low. Therefore, institutions should increase the use of information technology, assist in using cyber information technology, provide information of using cyber information technology, provide a specific location for conducting training of cyber information technology, and provide regular training schedule for extension workers to increase the capacity of fishery extension workers.",,,,,,TRUE,,1545-1551,5.0,9.0,2278-3075,Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology,,,
45,show,2021-03-04 03:23:55,28174,archive,2021-03-04 03:23:55,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42217', 'eprintid': 28174, 'placement': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'objectid': 42217, 'filesize': 27581, 'filename': 'Abstract-Format-for-TREPSEA-2021_20210220.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250652', 'hash_type': 'MD5', 'mtime': '2021-03-03 04:45:28', 'fileid': 250652, 'datasetid': 'document', 'hash': '9140a40e2729c675e5bb59b7dfd30a17', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}], 'main': 'Abstract-Format-for-TREPSEA-2021_20210220.docx', 'docid': 42217}]",609,blb la,"[{'name': {'given': 'IL', 'lineage': None, 'family': 'Indah Listiana', 'honourific': None}}]",other,,,['H1'],http://repository.lppm.unila.ac.id/id/eprint/28174,1970-01-01 00:00:00.000002020,indah,['FP26'],disk0/00/02/81/74,pub,8,public,2021-03-04 03:23:55,,,b;ab,,,,,,,,,,,,,,,
46,show,2021-05-07 00:58:14,30045,archive,2021-05-07 00:58:14,"[{'format': 'text', 'docid': 134868, 'main': 'Prosiding_Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency.pdf', 'files': [{'objectid': 134868, 'filesize': 2096715, 'uri': 'http://repository.lppm.unila.ac.id/id/file/356132', 'filename': 'Prosiding_Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-06 23:57:36', 'fileid': 356132, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a37a36947e30b54d32854e85f976fcb6'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 30045, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134868'}]",301,Hasil Review_Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency,"[{'name': {'given': 'IL', 'honourific': None, 'lineage': None, 'family': 'Indah Listiana'}, 'id': None}, {'name': {'family': 'Abdul Mutolib', 'lineage': None, 'honourific': None, 'given': 'Mutolib, Abdul'}, 'id': None}, {'name': {'lineage': None, 'family': 'Bursan', 'honourific': None, 'given': 'Rinaldi'}, 'id': None}, {'name': {'given': 'HY', 'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'given': 'diana', 'lineage': None, 'family': 'widyastuti', 'honourific': None}}, {'name': {'given': 'Rahmat, Ali', 'honourific': None, 'lineage': None, 'family': 'Ali Rahmat'}, 'id': None}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30045,2020-09-01 00:00:00.000000000,"Universitas Islam Negeri Raden Intan, Lampung, Indonesia",['FP26'],disk0/00/03/00/45,pub,8,public,2021-05-07 00:58:14,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta,,Hasil Review Young Scholar Symposium on Science Education and Environment (YSSSEE),[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta'}],,,,,,,,,,,,,,
