,creators,type,title,place_of_pub,eprint_status,eprintid,datestamp,metadata_visibility,userid,documents,lastmod,publisher,divisions,dir,status_changed,full_text_status,ispublished,rev_number,subjects,date_type,date,uri,related_url,event_type,event_title,abstract,pres_type,refereed,pagerange,official_url,issn,publication,corp_creators,volume,number,id_number,contributors,contact_email,institution,monograph_type,pages,event_location,event_dates
19,"[{'name': {'family': 'EFFENDI', 'lineage': None, 'honourific': None, 'given': 'IRWAN'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Yanfika', 'given': 'Helvi'}}, {'name': {'given': 'Sumaryo', 'family': 'Sumaryo', 'lineage': None, 'honourific': None}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}]",other,"similarity check result Has Empowerment Program Been Appropriate for the Need of Fisheries Business 
Player? : Case Study in Lampung Province, Indonesia",,archive,28250,2021-03-07 09:17:39,show,609,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42297', 'eprintid': 28250, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Has_Empowerment_Program_Been_Appropriate_for_the_N.pdf', 'files': [{'filename': 'Has_Empowerment_Program_Been_Appropriate_for_the_N.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251273', 'filesize': 2674237, 'objectid': 42297, 'mtime': '2021-03-07 08:58:22', 'hash_type': 'MD5', 'hash': 'b8c3634a7d63b2e250622a4a70e81e6c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 251273}], 'docid': 42297}]",2021-03-07 09:17:39,https://ijmmu.com,['FP26'],disk0/00/02/82/50,2021-03-07 09:17:39,public,pub,7,['H1'],published,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28250,,,,"This study analyzed the appropriateness of empowerment program regarding the needs of traditional fish processors. This study applied the descriptive qualitative method using the model of Context–Input– Process – Product (CIPP) and Focus Group Discussion. Various activities were described based on observation and interview data. This study was conducted in three areas in Lampung Province, 
namely: East Lampung Regency, Pringsewu Regency, and Tanggamus Regency. Those areas are considered as a center the traditional fish processing with activities include fish salting, fish smoking, fish salty steamed, and fish fermentation. The research was conducted from July until September 2017. The result show, Generally, empowerment program for fisheries business players has been quite appropriate totheir need, particularly in the sector of fish capture, aquaculture, and fish processing as seen from the high value in the aspect of context (appropriateness of program and problem, needs, and solving problem) and input (number and capability of extension officer, facility and infrastructure, fund). However, the value obtained in the aspect of process (socialization activity, assistance, appropriateness of implementation and plan) and product (target achievement, fulfillment of needs, and increasing income of fish processor) was still limited and need to be increased through intensive assistance by extension agent to achieve the objective of empowerment program of food self sufficiency and welfare improvement of business players in fisheries sector.",,,,https://ijmmu.com/index.php/ijmmu/article/view/982/741,,,,,,,,,,,,,
20,"[{'name': {'given': 'IRWAN', 'family': 'EFFENDI', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Sumaryo', 'honourific': None, 'lineage': None, 'family': 'Sumaryo'}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'family': 'Mutolib', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'lineage': None, 'family': 'Rahmat'}}]",article,"Has Empowerment Program Been Appropriate for the Need of Fisheries Business
Player? : Case Study in Lampung Province, Indonesia",,archive,14046,2019-09-05 04:00:44,show,301,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27078', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14046, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 27078, 'main': '982-2811-1-PB_Irwan Effendi.pdf', 'files': [{'mtime': '2019-09-05 03:42:11', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122246', 'filename': '982-2811-1-PB_Irwan Effendi.pdf', 'filesize': 966230, 'objectid': 27078, 'mime_type': 'application/pdf', 'hash': 'f1ec0a7a36928531c013aa72f3c687d2', 'fileid': 122246, 'datasetid': 'document'}], 'format': 'text'}]",2019-10-08 02:28:20,,['FP26'],disk0/00/01/40/46,2019-09-05 04:00:44,public,pub,9,['H1'],published,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14046,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982/741'}],,,"This study analyzed the appropriateness of empowerment program regarding the needs of
traditional fish processors. This study applied the descriptive qualitative method using the model of
Context–Input– Process – Product (CIPP) and Focus Group Discussion. Various activities were described
based on observation and interview data. This study was conducted in three areas in Lampung Province,
namely: East Lampung Regency, Pringsewu Regency, and Tanggamus Regency. Those areas are
considered as a center the traditional fish processing with activities include fish salting, fish smoking, fish
salty steamed, and fish fermentation. The research was conducted from July until September 2017. The
result show, Generally, empowerment program for fisheries business players has been quite appropriate to
their need, particularly in the sector of fish capture, aquaculture, and fish processing as seen from the high
value in the aspect of context (appropriateness of program and problem, needs, and solving problem) and
input (number and capability of extension officer, facility and infrastructure, fund). However, the value
obtained in the aspect of process (socialization activity, assistance, appropriateness of implementation and
plan) and product (target achievement, fulfillment of needs, and increasing income of fish processor) was
still limited and need to be increased through intensive assistance by extension agent to achieve the
objective of empowerment program of food self-sufficiency and welfare improvement of business players
in fisheries sector.
Keywords: Empowerment; Extension Agent; Fish Processors; Business players",,TRUE,317-327,https://ijmmu.com/index.php/ijmmu/article/view/982/741,,International Journal of Multicultural and Multireligious Understanding,,6,4.0,,"[{'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'IE', 'honourific': None, 'lineage': None, 'family': 'Effendi'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'family': 'Sumaryo', 'lineage': None, 'honourific': None, 'given': 'SS'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}, {'id': None, 'name': {'given': 'Indah', 'family': 'listiana', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'mutolib', 'lineage': None, 'honourific': None, 'given': 'AM'}, 'id': None}, {'name': {'family': 'Rahmat', 'lineage': None, 'honourific': None, 'given': 'AR'}, 'type': None, 'id': None}]",helviyanfika@yahoo.co.id,,,,,
21,"[{'id': None, 'name': {'given': 'IRWAN', 'honourific': None, 'lineage': None, 'family': 'EFFENDI'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'id': 'sumaryo.1964@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Sumaryo', 'honourific': None, 'given': 'Sumaryo'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}}]",article,"Has Empowerment Program Been Appropriate for the Need of Fisheries Business Player? : Case Study in Lampung Province, Indonesia",,archive,30099,2021-05-10 05:55:28,show,609,"[{'format': 'text', 'docid': 135156, 'main': 'Has Empowerment Program Been Appropriate for the Need of Fisheries Business.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/356833', 'filename': 'Has Empowerment Program Been Appropriate for the Need of Fisheries Business.pdf', 'objectid': 135156, 'filesize': 889204, 'mtime': '2021-05-10 01:41:19', 'hash_type': 'MD5', 'hash': '09425d205c9c92b0893fa0d040640e32', 'mime_type': 'application/pdf', 'fileid': 356833, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 30099, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135156'}]",2021-05-10 05:55:28,International Journal of Multicultural and Multireligious Understanding,['FP26'],disk0/00/03/00/99,2021-05-10 05:55:28,public,pub,7,['S1'],,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30099,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982'}],,,"This study analyzed the appropriateness of empowerment program regarding the needs of traditional fish processors. This study applied the descriptive qualitative method using the model of Context–Input– Process – Product (CIPP) and Focus Group Discussion. Various activities were described based on observation and interview data. This study was conducted in three areas in Lampung Province, namely: East Lampung Regency, Pringsewu Regency, and Tanggamus Regency. Those areas are
considered as a center the traditional fish processing with activities include fish salting, fish smoking, fish
salty steamed, and fish fermentation. The research was conducted from July until September 2017. The result show, Generally, empowerment program for fisheries business players has been quite appropriate to their need, particularly in the sector of fish capture, aquaculture, and fish processing as seen from the high
value in the aspect of context (appropriateness of program and problem, needs, and solving problem) and
input (number and capability of extension officer, facility and infrastructure, fund). However, the value
obtained in the aspect of process (socialization activity, assistance, appropriateness of implementation and plan) and product (target achievement, fulfillment of needs, and increasing income of fish processor) was
still limited and need to be increased through intensive assistance by extension agent to achieve the objective of empowerment program of food self-sufficiency and welfare improvement of business players
in fisheries sector.",,TRUE,332-341,https://ijmmu.com/index.php/ijmmu/article/view/982,2364-5369,International Journal of Multicultural and Multireligious Understanding,,6,4.0,,,,,,,,
22,"[{'id': None, 'name': {'given': 'IRWAN', 'family': 'EFFENDI', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'yanti', 'honourific': None, 'given': 'leni sepri'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}]",other,Similarity check Effect of infrastructure development in the program of simultaneous movement for village development on economic growth,,archive,28247,2021-03-07 11:10:47,show,609,"[{'eprintid': 28247, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42294', 'pos': 1, 'format': 'text', 'docid': 42294, 'main': 'Effect_of_infrastructure_development_in_the_progra.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-07 08:42:46', 'filesize': 1464609, 'objectid': 42294, 'filename': 'Effect_of_infrastructure_development_in_the_progra.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251253', 'fileid': 251253, 'datasetid': 'document', 'hash': '8e7016b82bd8abb8fc2ecc0a1ee8c232', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-03-07 11:10:47,https://www.ssbfnet.com/ojs/,['FP26'],disk0/00/02/82/47,2021-03-07 11:10:47,public,pub,7,['H1'],published,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28247,,,,"The Regency of Tulang Bawang develops program called Simultaneous Movement for Village Development (Gerakan Serentak Membangun Kampung), that is a movement carried out by, from, and for the community of Tulang Bawang to do the right thing together in an effort to accelerate the development of village infrastructure for economic development of village community. Infrastructure limitation leads to the high poverty rate in rural area. The study of Simultaneous Movement for Village Development Program or Gerakan Serentak Membangun Kampung (GSMK) aims to assess the effect of Direct Cash Transfer for Community (BLM, Dana Bantuan Langsung Masyarakat), and community initiative in GSMK Program on economic growth of the community in Tulang Bawang Regency. The type of research applied was quantitative research using multiple regression analysis. This study was conducted using secondary data in 2011-2016 sourced from Lampung dalam angka, result of previous studies, and other supporting data. Moreover, the data required in this study included total amount of BLM and community initiative in GSMK Program conducted in Tulang Bawang Regency, and community initiative. The study conducted in Tulang Bawang Regency showed that: (1) There was significant correlation between Direct Cas Transfer for Community and Community Initiative on Economic Growth Rate of Community; (2) Direct Cash Transfer for Community significantly affected the Gross Regional Domestic Product (PDRB) at confidence level of 99%, and (3) Community Initiative did not significantly affect economic growth rate of community since confidence level only reached a value of 11.5%",,,,https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464,,,,,,,,,,,,,
23,"[{'id': None, 'name': {'given': 'IRWAN', 'lineage': None, 'family': 'EFFENDI', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'yanti', 'honourific': None, 'given': 'leni sepri'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'lineage': None, 'honourific': None}}]",other,hasil review_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth,,archive,29176,2021-04-13 01:13:35,show,609,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 43285, 'main': 'INTERNASIONAL_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth.pdf', 'files': [{'objectid': 43285, 'filesize': 2098768, 'filename': 'INTERNASIONAL_Effect of infrastucture development in the program of silmutaneous movement for village development on economic growth.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258658', 'hash_type': 'MD5', 'mtime': '2021-04-12 06:08:18', 'fileid': 258658, 'datasetid': 'document', 'hash': 'ba97690f11207e2ab7d1c1afa0193634', 'mime_type': 'application/pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43285', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29176}]",2021-04-13 01:13:35,international journal of research in business and social science,['FP26'],disk0/00/02/91/76,2021-04-13 01:13:35,public,pub,7,['S1'],,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/29176,[{'url': 'https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464'}],,,hasil review international journal of research in business and social science,,,,https://www.ssbfnet.com/ojs/index.php/ijrbs/article/view/505/464,,,,,,,,,,,,,
24,"[{'id': 'irwaneffendi@gmail.com', 'name': {'honourific': None, 'family': 'Effendi', 'lineage': None, 'given': 'Iwan'}}, {'id': 'amutolib24@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Mutolib', 'given': 'Abdul'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'honourific': None, 'lineage': None, 'family': 'Yanfika'}}, {'name': {'family': 'Rangga', 'lineage': None, 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}}]",article,"Knowledge Level of Agricultural Extension Agent and Farmers’ to Response the Climate Change in Pringsewu Distric, Lampung Province, Indonesia",,archive,14458,2019-10-03 07:26:56,show,301,"[{'eprintid': 14458, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27531', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'c943b5b7f47cc5c322b05fde11088361', 'fileid': 125306, 'datasetid': 'document', 'mtime': '2019-10-03 06:23:52', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/125306', 'filename': 'Artikel_Prof.Irwan_et al.pdf', 'objectid': 27531, 'filesize': 535622}], 'main': 'Artikel_Prof.Irwan_et al.pdf', 'docid': 27531, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2019-10-08 02:43:06,,['FP26'],disk0/00/01/44/58,2019-10-03 07:26:56,public,pub,10,['H1'],published,2019-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14458,,,,"The objective of this research is to analyze the knowledge level of agricultural extension agency and farmers about climate change and its effects on their perception and response in Pringsewu Regency, Lampung Province, Indonesia. The research was conducted in Enggalrejo Villages from April to May 2018. The research location was chosen purposively since both villages are agricultural centers of the regency. The method used a qualitative research approach. The data was collected through in-depth interviews from 3 key informants consisting of agricultural extension staff and 30 farmers. Key informants were identified using snowball sampling. This research applied KAP (Knowledge, Attitude, Practice) approach with three classifications namely low, medium, and high. The results showed that the staff knowledge, attitude, and practice of agricultural extension related to climate change and its relation to agriculture was low. It was also found that farmers have been aware of climate change due to rainfall uncertainty and adjusted it through changing/shifting the cropping period. Farmers agree that climate change affects agriculture. The response of farmers to climate change: shortage varieties, farming without tillage, early harvesting period, use of herbicides to accelerate weeding, and diversification of agricultural commodities as the adaptation strategy.  
Keywords: Climate Change; Agricultural Extension Staff; KAP Approach; Farmers",,TRUE,423-429,http://ijmmu.com,2364-5369,International Journal of Multicultural and Multireligious Understanding,,6,1.0,,"[{'id': 'irwaneffendi@gmail.com', 'name': {'family': 'Effendi', 'lineage': None, 'honourific': None, 'given': 'Iwan'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'amutolib24@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'lndah'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'korrangga@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Rahmat', 'given': 'Ali'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,
25,"[{'id': None, 'name': {'given': 'Alviani', 'lineage': None, 'family': 'Erika Dwi Alviani', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Tri Puji', 'honourific': None, 'given': 'Puji'}, 'id': None}, {'id': None, 'name': {'given': 'Arianti', 'lineage': None, 'family': 'Dwi Arianti', 'honourific': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}}]",other,Hasil Review_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat,,archive,29195,2021-04-13 01:12:05,show,301,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43301', 'eprintid': 29195, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Nasional_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat.pdf', 'docid': 43301, 'files': [{'fileid': 258779, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '48e6a9ac18980c11dbb47b44d59e39c3', 'objectid': 43301, 'filesize': 2001190, 'filename': 'Nasional_Komunikasi dalam Penerapan Sistem Jajar Legowo di Desa Murni Jaya Kecamatan Tumijajar Kabupaten Tulang Bawang Barat.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258779', 'hash_type': 'MD5', 'mtime': '2021-04-12 06:54:15'}]}]",2021-04-13 01:12:05,Mimbar Agribisnis Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,['FP26'],disk0/00/02/91/95,2021-04-13 01:12:05,public,pub,8,['S1'],,2019-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29195,[{'url': 'https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/1906'}],,,Hasil Review Mimbar Agribisnis Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,,,,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/1906,,,,,,,,,,,,,
26,"[{'name': {'given': 'Feby', 'honourific': None, 'lineage': None, 'family': 'Erviza'}}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}}, {'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Nurmayasari'}}]",article,PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS,,archive,21385,2020-06-02 01:01:00,show,930,"[{'placement': 1, 'eprintid': 21385, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34785', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': 'e685dcc918fd7c400af02c4cd979ca3c', 'datasetid': 'document', 'fileid': 198745, 'mtime': '2020-06-01 16:00:21', 'hash_type': 'MD5', 'filename': 'PERSEPSIPETANIKOPITERHADAPPROGRAMSERTIFIKASI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/198745', 'objectid': 34785, 'filesize': 21036474}], 'main': 'PERSEPSIPETANIKOPITERHADAPPROGRAMSERTIFIKASI.pdf', 'docid': 34785, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-06-02 01:01:00,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP26'],disk0/00/02/13/85,2020-06-02 01:01:00,public,pub,8,['S1'],published,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21385,,,,"Abstract

This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification program, Factors related to the perception,income of farmers joining the program, andorrelation between the perception and coffee farming income. This research was conducted in TanjungRejo Village, PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location was determined purposively considering that the area has the highest number of farmers who join RFA certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated that: perception of coffee farmers on RFA certification program is included in the high classification. Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’ knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",,TRUE,397-404,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",7,3.0,,,,,,,,
27,"[{'name': {'family': 'Fitriyani', 'lineage': None, 'honourific': None, 'given': 'Ade'}, 'id': None}, {'id': 'tb_sijati@yahoo.com', 'name': {'lineage': None, 'family': 'Hasanuddin', 'honourific': None, 'given': 'Tubagus'}}, {'name': {'honourific': None, 'family': 'Viantimala', 'lineage': None, 'given': 'Begem'}, 'id': None}]",article,"KINERJA PENYULUH PERTANIAN LAPANGAN DAN TINGKAT KEPUASAN 
PETANI JAGUNG DI BPPP KECAMATAN NATAR 
KABUPATEN LAMPUNG SELATAN",,archive,47810,2023-01-16 01:53:23,show,930,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'kinerja penyuluhan pertanian lapangan.pdf', 'docid': 186910, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/523373', 'filename': 'kinerja penyuluhan pertanian lapangan.pdf', 'filesize': 593148, 'objectid': 186910, 'mtime': '2023-01-14 05:41:51', 'hash_type': 'MD5', 'hash': '37a17d8cd8c40b70d6d4a8f7e134c33a', 'mime_type': 'application/pdf', 'fileid': 523373, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186910', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47810}]",2023-01-16 01:53:23,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP26'],disk0_bak/00/04/78/10,2023-01-16 01:53:23,public,pub,6,['S1'],,2019-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/47810,,,,"This research aims to know corn productivity level in the working area of the extension center (BPPP) Natar
Subdistrict, the level of Agricultural Extension Workers (AEWs) in the BPPP, factors related to the level of 
the performance of AEWs, the level of satisfaction of corn farmers on the performance of AEWs, and the 
relationship between the level of performance of AEWs and the level of satisfaction of corn farmers. 
Research conducted in BPPP Natar Subdistrict, South Lampung Subdistrict uses a survey method. The 
sample in this study consisted of eight AEWs and 54 corn farmers. Data analysis method uses a descriptive 
method and Rank Spearman correlation. The results showed the average level of corn farming productivity 
in the Natar Subdistrict is 6,49 tons/ha. The performance of AEWs is good. The factors related to the 
performance of AEWs are the age of the AEWs, working period of the AEWs, and availability of facilities 
and infrastructure. The level of satisfaction of corn farmers on the performance of AEWs in Natar
Subdistrict is moderately satisfied, and the level of performance of AEWs has a significant relationship with 
the level of satisfaction of corn farmers in the Natar Subdistrict.
Key words: agriculture extension workers, farmer satisfaction, performance",,TRUE,537-543,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,"['universitas lampung', 'universitas lampung', 'universitas lampung']",7,4.0,,,,,,,,
28,"[{'name': {'given': 'Laras N', 'honourific': None, 'family': 'Handini', 'lineage': None}, 'id': 'larasnurhandidi@gmail.com'}, {'name': {'given': 'Zainal', 'family': 'Abidin', 'lineage': None, 'honourific': None}, 'id': 'zainal.abidin@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}]",article,"PENDAPATAN USAHATANI DAN TINGKAT KETAHANAN PANGAN 
RUMAH TANGGA PETANI LADA HITAM DI DESA SUKADANA BARU,
KECAMATAN MARGA TIGA, LAMPUNG TIMUR",,archive,47807,2023-01-16 01:53:17,show,930,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186907', 'eprintid': 47807, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash': 'bf91797c65110fd0e186483cfd408b87', 'mime_type': 'application/pdf', 'fileid': 523355, 'datasetid': 'document', 'filename': 'pendapatan usahatani.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/523355', 'objectid': 186907, 'filesize': 634719, 'mtime': '2023-01-14 05:30:45', 'hash_type': 'MD5'}], 'main': 'pendapatan usahatani.pdf', 'docid': 186907}]",2023-01-16 01:53:17,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP26'],disk0_bak/00/04/78/07,2023-01-16 01:53:17,public,pub,6,['S1'],,2019-11-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/47807,,,,"This study aims to analyze black pepper farming income, food security,correlation between income and 
energy consumption level, and correlation between proportion of food expenditure and food security. This 
research was held in Sukadana Baru Village, Marga Tiga Subdistrict, East Lampung using a survey method. 
Fourty three respondents of black pepper farmers were chosen by a simple random sampling. Data of this 
research were collected in February-March 2018 and analyzed using descriptive qualitative and quantitative
analysis, and also Pearson product moment corelation. The study showed that the average income of black 
pepper farming was Rp23,820,391.86 per year. The total expenditure was Rp1,499,011.00 per month. In 
addition, there were 70 percent households in food secure category and 30 percent households in food
vulnerable category. Proportion of food expenditure has a correlation with food security, and income has a
correlation with level of energy consumption.
Key words: food expenditure, food security, household income",,TRUE,507-514,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,"['universitas lampung', 'universitas lampung', 'universitas lampung']",7,4.0,,,,,,,,
