,date_type,subjects,uri,date,abstract,volume,publisher,publication,dir,divisions,rev_number,ispublished,full_text_status,issn,succeeds,status_changed,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,official_url,lastmod,documents,userid,number,title,refereed,type,creators,contact_email,id_number,related_url,place_of_pub,contributors,keywords,referencetext,event_type,event_title,event_location,pres_type,event_dates,funders,corp_creators,pages,patent_applicant,book_title,series,isbn,editors
51,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/27516,2020-12-01 00:00:00.000000000,"This paper presents an experimental study on performance of a helical turbine with blade profile of NACA 0033 for a model of the electric generation system to utilize the stream energy of Way Tebu irrigation in Banjar Agung Udik Village, Pugung District, Tanggamus Regency. The parameters of the helical turbine used were 1 m diameter, 1.2 m turbine length, 41.8 cm chord length, 3 blades, and 62o angle of blade inclination. The test results showed that the performance of helical turbine using water flow velocities of 0.398 m/s, 0.491 m/s, and 0.548 m/s resulting in maximum turbine efficiency of 86.57%, 74.98%, and 75.33% respectively.",1,Universitas Pamulang,Seminar Nasional Hasil Penelitian & Pengabdian Kepada Masyarakat   2020 (SENANTIAS 2020),disk0/00/02/75/16,['FT7'],7,pub,public,2774-4833,,2021-02-01 04:50:27,show,,2021-02-01 04:50:27,27516,archive,http://openjournal.unpam.ac.id/index.php/Senan/article/view/8245,2021-02-01 04:50:27,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41524', 'security': 'public', 'placement': 1, 'eprintid': 27516, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'KAJIAN EKSPERIMENTAL UNJUK KERJA TURBIN HELIK DENGAN BENTUK SUDU NACA 0033.pdf', 'files': [{'mtime': '2021-01-27 10:43:13', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/245928', 'filename': 'KAJIAN EKSPERIMENTAL UNJUK KERJA TURBIN HELIK DENGAN BENTUK SUDU NACA 0033.pdf', 'filesize': 673554, 'objectid': 41524, 'mime_type': 'application/pdf', 'hash': 'f7ab69127fbbdd1e197eb740945ae99e', 'fileid': 245928, 'datasetid': 'document'}], 'docid': 41524, 'format': 'text'}]",27,1,Kajian Eksperimental Unjuk Kerja Turbin Helik dengan Bentuk Sudu NACA 0033 untuk Model Sistem Pembangkit Listrik,TRUE,article,"[{'name': {'family': 'Sinaga', 'lineage': None, 'honourific': None, 'given': 'Jorfri Boike'}, 'id': 'jorfri6@yahoo.com'}, {'name': {'given': 'Ahmad', 'honourific': None, 'family': ""Su'udi"", 'lineage': None}, 'id': None}, {'name': {'given': 'M Dyan', 'family': 'Susila', 'lineage': None, 'honourific': None}, 'id': 'mdyan.susila@eng.unila.ac.id'}, {'id': None, 'name': {'given': 'Sugiman', 'honourific': None, 'lineage': None, 'family': 'Sugiman'}}]",,,[{'url': 'http://openjournal.unpam.ac.id/index.php/Senan/article/view/8245'}],,,,,,,,,,,,,,,,,
52,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/26311,1970-01-01 00:00:00.000002020,"This paper presents an experimental study on performance of a helical turbine with blade profile of NACA 0033 for a model of the electric generation system to utilize the stream energy of Way Tebu irrigation in Banjar Agung Udik Village, Pugung District, Tanggamus Regency. The parameters of the helical turbine used were 1 m diameter, 1.2 m turbine length, 41.8 cm chord length, 3 blades, and 62o angle of blade inclination. The test results showed that the performance of helical turbine using water flow velocities of 0.398 m/s, 0.491 m/s, and 0.548 m/s resulting in maximum turbine efficiency of 86.57%, 74.98%, and 75.33% respectively.",,Jurusan Matematika FMIPA Unila,Prosiding SENANTIAS 2020,disk0/00/02/63/11,['FT7'],6,inpress,public,978-623-90150-0-8,,2020-11-19 13:47:48,show,,2020-11-19 13:47:48,26311,archive,,2020-11-19 13:47:48,"[{'placement': 1, 'eprintid': 26311, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40200', 'pos': 1, 'security': 'public', 'main': 'Makalah-Senantias_-2020..pdf', 'docid': 40200, 'files': [{'filesize': 704334, 'objectid': 40200, 'filename': 'Makalah-Senantias_-2020..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/237039', 'hash_type': 'MD5', 'mtime': '2020-11-19 13:35:34', 'datasetid': 'document', 'fileid': 237039, 'hash': '57044ffc555642a7d5f50ff16268e985', 'mime_type': 'application/pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",984,,EXPERIMENTAL STUDY ON PERFORMANCE OF HELICAL TURBINE WITH BLADE PROFILE OF NACA 0033 FOR ELECTRIC GENERATION SYSTEM MODEL,TRUE,article,"[{'name': {'honourific': None, 'family': 'Sinaga', 'lineage': None, 'given': 'Jorfri Boike'}, 'id': 'jorfri6@yahoo.com'}, {'id': 'ahmad.suudi@eng.unila.ac.id', 'name': {'given': 'Ahmad', 'family': 'Suudi', 'lineage': None, 'honourific': None}}, {'name': {'given': 'M Dyan', 'honourific': None, 'lineage': None, 'family': 'Susila'}, 'id': 'mdyan.susila@eng.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
53,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/26319,1970-01-01 00:00:00.000002020,"Pada makalah ini diberikan kajian eksperimental unjuk kerja model sistem pembangkit listrik menggunakan turbin helik bentuk sudu NACA 0033 yang digunakan untuk memanfaatkan energi aliran irigasi Way Tebu di Desa Banjar Agung Udik, Kecamatan Pugung, Kabupaten Tanggamus.  Turbin helik yang digunakan berdiameter  1 m, panjang 1,2 m, panjang chord 41,8 cm, jumlah sudu 3 buah,  dan kemiringan sudu turbin 62 o. Hasil pengujian menunjukkan unjuk kerja model sistem pembangkit listrik dengan menggunakan kecepatan aliran air 0,398 m/s, 0,491 m/s, dan 0,548 m/s dihasilkan daya listrik 13,705 W, 20,987 W, dan 34,63 W dengan efisiensi sekitar 36,22 %, 32,74 %, dan 34,67 %.",,,Prosiding SINTA 2020,disk0/00/02/63/19,['FT7'],8,inpress,public,,,2020-11-19 14:11:40,show,,2020-11-19 14:11:40,26319,archive,,2020-11-19 14:11:40,"[{'eprintid': 26319, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40206', 'format': 'text', 'main': 'Makalah_SINTA_2020.pdf', 'docid': 40206, 'files': [{'objectid': 40206, 'filesize': 1429925, 'filename': 'Makalah_SINTA_2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/237083', 'hash_type': 'MD5', 'mtime': '2020-11-19 13:53:28', 'datasetid': 'document', 'fileid': 237083, 'hash': '32bbb43943469b85027fd13b51cb9fc6', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",984,,Kajian eksperimental unjuk kerja model sistem pembangkit listrik menggunakan turbin helik bentuk sudu NACA 0033,TRUE,article,"[{'name': {'given': 'Jorfri Boike', 'family': 'Sinaga', 'lineage': None, 'honourific': None}, 'id': 'jorfri6@yahoo.com'}, {'id': 'ahmad.suudi@eng.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Suudi', 'honourific': None}}, {'name': {'given': 'M Dyan', 'family': 'Susila', 'lineage': None, 'honourific': None}, 'id': 'mdyan.susila@eng.unila.ac.id'}, {'name': {'given': 'Sugiman', 'honourific': None, 'family': 'Sugiman', 'lineage': None}, 'id': None}]",,,,,,,,,,,,,,,,,,,,
54,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/31775,1970-01-01 00:00:00.000002020,"Mechanical Engineering Department, University of Lampung has been established since 1998 and in the implementation of learning process at this departmen supported by ten laboratories, that is: Laboratory of CNC, Laboratory of Drafting, Laboratory of Materials, Laboratory of Manufactured, Laboratory of Computer, Laboratory of Industry Metrology, Laboratory of Structural Mechanics, Laboratory of Thermodynamics, Laboratory of  Fluid Mechanics, and Laboratory of Combustion Engine. These laboratories are used as research means for the lecturers and the students and also for the implementation of the subject of available laboratory work in the curriculum of Mechanical Engineering Department, University of Lampung, One of the subjects of laboratory work is machine performance, where this laboratory work is carried out in three laboratories, that is Laboratory of Thermodynamics, Laboratory of Fluid mechanics, and Laboratory of Combustion Engine. The testing equipments are available until now, namely, vapour compression refrigeration system, Pelton turbine, and combustion engine, and these testing equipments need for the addition to support this laboratory work. However the funding from university is very limited. Therefore addition testing equipment must be made.  In this paper design of a testing equipment of ultra low head hydraulic turbine model is presented to be used for laboratory work of machine performance in Mechanical Engineering Department, University of Lampung.",852,,IOP Conference Series: Materials Science and Engineering,disk0/00/03/17/75,['FT7'],8,pub,public,,20313.0,2021-06-03 01:05:52,show,,2021-06-03 01:05:52,31775,archive,https://iopscience.iop.org/article/10.1088/1757-899X/852/1/012079/meta,2021-06-03 01:05:52,"[{'main': 'Development of Testing Equipment of Hydrokinetic Turbine Model to Support Implementation of the Laboratory Work.pdf', 'files': [{'mtime': '2021-06-02 15:16:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/376374', 'filename': 'Development of Testing Equipment of Hydrokinetic Turbine Model to Support Implementation of the Laboratory Work.pdf', 'filesize': 649150, 'objectid': 143895, 'mime_type': 'application/pdf', 'hash': '9d6b48c2824a9db5de7a48d50caed930', 'datasetid': 'document', 'fileid': 376374}], 'docid': 143895, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 8, 'eprintid': 31775, 'pos': 8, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143895', 'security': 'public'}]",984,,Development of Testing Equipment of Hydrokinetic Turbine Model to Support Implementation of the Laboratory Work,TRUE,article,"[{'name': {'given': 'Jorfri Boike', 'honourific': None, 'family': 'Sinaga', 'lineage': None}, 'id': 'jorfri6@yahoo.com'}, {'name': {'given': 'Novri', 'lineage': None, 'family': 'Tanti', 'honourific': None}, 'id': 'rianti_dc@yahoo.com'}, {'id': 'mdyan.susila@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Susila', 'lineage': None, 'given': 'M Dyan'}}]",,,[{'url': 'https://iopscience.iop.org/article/10.1088/1757-899X/852/1/012079/meta'}],,,,,,,,,,,,,,,,,
55,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/19979,2020-03-01 00:00:00.000000000,"Lahan pertanian yang dijadikan sawah di Propinsi Lampung umumnya masih banyak belum mendapat irigasi seperti yang terdapat di Desa Harapan Jaya, Kecamatan Way Ratai. Di dalam pengolahan lahan pertanian tersebut sebagian daerah tidak terdapat irigasi untuk mengairi sawah atau lading sehingga masyarakat hanya mengharapkan curah hujan yang turun atau menggunakan pompa air. Jadi irigasi menjadi masalah bagi sebagian petani di Desa Harapan Jaya, Kecamatan Way Ratai, sementara di daerah ini banyak terdapat potensi aliran sungai yang dapat dimanfaatkan untuk membantu irigasi persawahan tersebut dengan menggunakan suatu pompa yang tidak digerakkan oleh motor listrik atau motor (hydraulic ram pump). Pada makalah ini diberikan kegiatan pelatihan pembuatan pompa tanpa motor (hydraulic ram pump) kepada masyarakat petani Desa Harapan Jaya, Kecamatan Way Ratai. Materi pelatihan yang diberikan secara teori dan praktek yaitu tentang prinsip kerja pompa tanpa motor, pemilihan bahan dan pembuatan pompa tanpa motor (hydram pump), pemasangan dan pengoperasian pompa di lapangan, dan perawatan pompa ini. Berdasarkan kegiatan pelatihan yang dilakukan, dapat dlihat bahwa antusias masyarakat mengikuti kegiatan ini sangat baik untuk memperoleh pemahaman pembuatan pompa tanpa motor (hydraulic ram pump). Hal ini terbukti dengan sikap masyarakat yang serius dan banyak mengajukan pertanyaan saat pelaksanaan pemberian materi praktek tentang pembuatan pompa tanpa motor (hydram pump). Hasil kegiatan ini juga meningkatkan keinginan masyarakat untuk mengaplikasikan penggunaan pompa ini dalam membantu irigasi area pertanian atau untuk memenuhi kebutuhan air bagi rumah tangga mereka secara swadaya, dengan tetap meminta bantuan bimbingan dari tim pelaksana dari Fakultas Teknik Universitas Lampung.",4,Lembaga Penelitian dan Pengabdian Universitas Lampung,SAKAI SAMBAYAN — Jurnal Pengabdian kepada Masyarakat,disk0/00/01/99/79,['FT7'],8,pub,public,ISSN 2550-1089,,2020-05-18 21:41:37,show,60-65,2020-05-18 21:41:37,19979,archive,http://jss.lppm.unila.ac.id/index.php/ojs,2020-05-18 21:41:37,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33322', 'pos': 1, 'eprintid': 19979, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Paper 1.pdf', 'files': [{'mtime': '2020-05-18 07:42:03', 'hash_type': 'MD5', 'filename': 'Paper 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/188998', 'filesize': 1063564, 'objectid': 33322, 'hash': '272ce97bfd1d1670fb42218c04be9911', 'mime_type': 'application/pdf', 'fileid': 188998, 'datasetid': 'document'}], 'docid': 33322}]",984,1,PELATIHAN PEMBUATAN POMPA TANPA MOTOR  (HYDRAULIC RAM PUMP) UNTUK MEMBANTU MENGAIRI AREAL PERTANIAN MASYARAKAT DESA HARAPAN JAYA KECAMATAN WAY RATAI KABUPATEN PESAWARAN,TRUE,article,"[{'id': 'jorfri6@yahoo.com', 'name': {'family': 'Sinaga', 'lineage': None, 'honourific': None, 'given': 'Jorfri Boike'}}, {'name': {'family': 'Tarkono', 'lineage': None, 'honourific': None, 'given': 'Tarkono'}, 'id': 'tarkono_irfan@yahoo.com'}, {'id': 'mdyan.susila@eng.unila.ac.id', 'name': {'family': 'Susila', 'lineage': None, 'honourific': None, 'given': 'M Dyan'}}, {'id': None, 'name': {'given': 'Sugiman', 'honourific': None, 'family': 'Sugiman', 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
56,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/27583,2020-03-01 00:00:00.000000000,"Lahan pertanian yang dijadikan sawah di Propinsi Lampung umumnya masih banyak belum mendapat irigasi seperti yang terdapat di Desa Harapan Jaya, Kecamatan Way Ratai. Di dalam pengolahan lahan pertanian tersebut sebagian daerah tidak terdapat irigasi untuk mengairi sawah atau lading sehingga masyarakat hanya mengharapkan curah hujan yang turun atau menggunakan pompa air. Jadi irigasi menjadi masalah bagi sebagian petani di Desa Harapan Jaya, Kecamatan Way Ratai, sementara di daerah ini banyak terdapat potensi aliran sungai yang dapat dimanfaatkan untuk membantu irigasi persawahan tersebut dengan menggunakan suatu pompa yang tidak digerakkan oleh motor listrik atau motor (hydraulic ram pump). Pada makalah ini diberikan kegiatan pelatihan pembuatan pompa tanpa motor (hydraulic ram pump) kepada masyarakat petani Desa Harapan Jaya, Kecamatan Way Ratai. Materi pelatihan yang diberikan secara teori dan praktek yaitu tentang prinsip kerja pompa tanpa motor, pemilihan bahan dan pembuatan pompa tanpa motor (hydram pump), pemasangan dan pengoperasian pompa di lapangan, dan perawatan pompa ini. Berdasarkan kegiatan pelatihan yang dilakukan, dapat dlihat bahwa antusias masyarakat mengikuti kegiatan ini sangat baik untuk memperoleh pemahaman pembuatan pompa tanpa motor (hydraulic ram pump). Hal ini terbukti dengan sikap masyarakat yang serius dan banyak mengajukan pertanyaan saat pelaksanaan pemberian materi praktek tentang pembuatan pompa tanpa motor (hydram pump). Hasil kegiatan ini juga meningkatkan keinginan masyarakat untuk mengaplikasikan penggunaan pompa ini dalam membantu irigasi area pertanian atau untuk memenuhi kebutuhan air bagi rumah tangga mereka secara swadaya, dengan tetap meminta bantuan bimbingan dari tim pelaksana dari Fakultas Teknik Universitas Lampung.",4,LPPM Unila,Sakai Sembayan,disk0/00/02/75/83,['FT7'],7,pub,public,2550-1089,,2021-02-01 10:40:14,show,60-65,2021-02-01 10:40:14,27583,archive,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/218,2021-02-01 10:40:14,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41598', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27583, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'PELATIHAN PEMBUATAN POMPA TANPA MOTOR (HYDRAULIC RAM PUMP).pdf', 'docid': 41598, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/246525', 'filename': 'PELATIHAN PEMBUATAN POMPA TANPA MOTOR (HYDRAULIC RAM PUMP).pdf', 'objectid': 41598, 'filesize': 1062090, 'mtime': '2021-02-01 09:05:00', 'hash_type': 'MD5', 'hash': 'aca405a44d9fd9de2cb776fea5ca4a03', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 246525}], 'format': 'text'}]",27,1,PELATIHAN PEMBUATAN POMPA TANPA MOTOR (HYDRAULIC RAM PUMP) UNTUK MEMBANTU MENGAIRI AREAL PERTANIAN MASYARAKAT DESA HARAPAN JAYA KECAMATAN WAY RATAI KABUPATEN PESAWARAN,TRUE,article,"[{'name': {'given': 'Jorfri Boike', 'honourific': None, 'lineage': None, 'family': 'Sinaga'}, 'id': 'jorfri6@yahoo.com'}, {'name': {'lineage': None, 'family': 'Tarkono', 'honourific': None, 'given': 'Tarkono'}, 'id': 'tarkono_irfan@yahoo.com'}, {'name': {'given': 'M Dyan', 'family': 'Susila', 'lineage': None, 'honourific': None}, 'id': 'mdyan.susila@eng.unila.ac.id'}, {'name': {'given': 'Sugiman', 'family': 'Sugiman', 'lineage': None, 'honourific': None}, 'id': None}]",,,[{'url': 'http://jss.lppm.unila.ac.id/index.php/ojs/issue/view/10'}],,,,,,,,,,,,,,,,,
57,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/19983,2020-02-28 00:00:00.000000000,"Suatu sistem pembangkit listrik tenaga air yang  dapat digunakan untuk memanfaatkan energi aliran sungai yang memiliki tinggi jatuh sangat rendah (ultra low head) atau tidak memiliki tinggi jatuh untuk untuk menghasilkan listrik. Sistem pembangkit listrik tenaga air yang  ini, terdiri dari: Suatu turbin vertikal yang memiliki sudu airfoil NACA 0030 dan terpasang secara helik dengan kemiringan sudut tertentu, sistem transmisi daya menggunakan sistem sabuk untuk mengubah energi mekanis poros menjadi energi listrik dengan menggunakan generator listrik.",,,,disk0/00/01/99/83,['FT7'],8,pub,public,,,2020-05-18 21:43:17,show,,2020-05-18 21:43:17,19983,archive,,2020-05-18 21:43:17,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/189027', 'filename': 'Paten Dokumen Jorfri.pdf', 'objectid': 33328, 'filesize': 11672395, 'mtime': '2020-05-18 08:45:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '1f6a67bfdc8bcdc58c9ee7b5ac3958c6', 'fileid': 189027, 'datasetid': 'document'}], 'main': 'Paten Dokumen Jorfri.pdf', 'docid': 33328, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33328', 'eprintid': 19983, 'placement': 1}]",984,,ALAT PEMBANGKIT LISTRIK TENAGA AIR,,patent,"[{'id': 'jorfri6@yahoo.com', 'name': {'honourific': None, 'family': 'Sinaga', 'lineage': None, 'given': 'Jorfri Boike'}}, {'name': {'family': 'Zakaria', 'lineage': None, 'honourific': None, 'given': 'Ahmad'}, 'id': 'ahmad.zakaria@eng.unila.ac.id'}, {'name': {'given': 'Novri', 'lineage': None, 'family': 'Tanti', 'honourific': None}, 'id': 'rianti_dc@yahoo.com'}]",,IDS000002926,,,,,,,,,,,,,12.0,SERTIFIKAT PATEN SEDERHANA,,,,
58,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/24311,2020-02-26 00:00:00.000000000,Similarity Check Judul 9P: Low Cycle Fatigue Analysis of an Annealed AISI 4140 Steel,,LPPM-Unila,,disk0/00/02/43/11,['FT7'],7,pub,public,,,2020-10-16 02:41:43,show,,2020-10-16 02:41:43,24311,archive,,2020-10-16 02:41:43,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38031', 'eprintid': 24311, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '9P. Similarity check for Low Cycle Fatigue Analysis.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '6cdc8f633c5a4b5d599c1f458b2a80f5', 'fileid': 221220, 'datasetid': 'document', 'filename': '9P. Similarity check for Low Cycle Fatigue Analysis.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221220', 'filesize': 2410905, 'objectid': 38031, 'mtime': '2020-10-15 10:11:29', 'hash_type': 'MD5'}], 'docid': 38031}]",1133,,Similarity Check Judul 9P: Low Cycle Fatigue Analysis of an Annealed AISI 4140 Steel,,other,"[{'name': {'given': 'Sugiyanto', 'honourific': None, 'lineage': None, 'family': 'Sugiyanto'}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
59,completed,"['TJ', 'TN']",http://repository.lppm.unila.ac.id/id/eprint/19571,2020-04-01 00:00:00.000000000,"ABSTRACT: The isothermal oxidation of an AISI 1005 steel (mild steel) in water vapour and CO 2  mixtures containing environments resulted from ethanol combustion had been investigated for exposure times ranging from 1 hour to 49 hours at elevated temperatures (700 °C, 750 °C and 800 °C). The steel was also oxidized in dry air for comparison. In water vapour and CO2 environments, mild steel underwent a significant degradation in term of the oxidation kinetics compared with those of steel oxidized in dry air environment. This finding is supported by a lower activation energy for steel oxidized in ethanol combustion products (199 kJ/mol) than that of for steel oxidized in dry air (224 kJ/mol). In addition, the breakaway oxidation was found for the steel subjected to ethanol combustion products at 800 °C. The carbon deposited in the magnetite layer was believed to lead the breakaway oxidation after an exposure time for 4 hours. A typical iron oxide growing on steel oxidized in ethanol combustion product is a pyramidal grain structures with compact scale but in dry air environment the iron rich oxide growing on the steel surface is a wrinkle characteristic displaying hollow structures at 700 °C and rough-grained oxide structures at 750–800 °C.",,GEOMATE International Society,,disk0/00/01/95/71,['FT7'],8,unpub,public,,,2020-05-12 02:45:55,show,,2020-05-12 02:45:55,19571,archive,,2020-05-12 02:45:55,"[{'files': [{'hash': 'd557d692020c74ee4d1bf1bcd77e4fda', 'mime_type': 'application/pdf', 'fileid': 163492, 'datasetid': 'document', 'mtime': '2020-05-11 17:44:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/163492', 'filename': 'Similarity Artikel Degradation of Mild Steel ..., Sugiyanto, M. Badar.pdf', 'filesize': 298315, 'objectid': 32811}], 'main': 'Similarity Artikel Degradation of Mild Steel ..., Sugiyanto, M. Badar.pdf', 'docid': 32811, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 19571, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32811', 'pos': 1, 'security': 'public'}]",1133,,Similarity DEGRADATION OF MILD STEEL IN ETHANOL BURNING ENVIRONMENT: OXIDATION KINETICS AND MICROSTRUCTURAL ASPECT,,other,"[{'name': {'given': 'Sugiyanto', 'lineage': None, 'family': 'Sugiyanto', 'honourific': None}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
60,published,"['TJ', 'TN']",http://repository.lppm.unila.ac.id/id/eprint/19509,2020-09-01 00:00:00.000000000,": The isothermal oxidation of an AISI 1005 steel (mild steel) in water vapour and CO 2  mixtures containing environments resulted from ethanol combustion had been investigated for exposure times ranging from 1 hour to 49 hours at elevated temperatures (700 °C, 750 °C and 800 °C). The steel was also oxidized in dry air for comparison. In water vapour and CO2 environments, mild steel underwent a significant degradation in term of the oxidation kinetics compared with those of steel oxidized in dry air environment. This finding is supported by a lower activation energy for steel oxidized in ethanol combustion products (199 kJ/mol) than that of for steel oxidized in dry air (224 kJ/mol). In addition, the breakaway oxidation was found for the steel subjected to ethanol combustion products at 800 °C. The carbon deposited in the magnetite layer was believed to lead the breakaway oxidation after an exposure time for 4 hours. A typical iron oxide growing on steel oxidized in ethanol combustion product is a pyramidal grain structures with compact scale but in dry air environment the iron rich oxide growing on the steel surface is a wrinkle characteristic displaying hollow structures at 700 °C and rough-grained oxide structures at 750–800 °C.",19,GEOMATE,International Journal of GEOMATE,disk0/00/01/95/09,['FT7'],7,pub,public,"2186-2982 (P), 2186-2990 (O)",,2020-05-08 01:57:21,show,82-90,2020-05-08 01:57:21,19509,archive,https://www.scimagojr.com/journalsearch.php?q=21100327701&tip=sid,2020-05-08 01:57:21,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mtime': '2020-05-07 19:27:34', 'hash_type': 'MD5', 'filename': 'Naskah Journal dari Geomate 82-90-25272-Sugi-Sept-2020-73.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/162988', 'objectid': 32740, 'filesize': 1207887, 'mime_type': 'application/pdf', 'hash': 'bfa07bdb61b181c471c6e92d7cae8fcf', 'datasetid': 'document', 'fileid': 162988}], 'main': 'Naskah Journal dari Geomate 82-90-25272-Sugi-Sept-2020-73.pdf', 'docid': 32740, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32740', 'pos': 1, 'eprintid': 19509, 'placement': 1}]",1133,73,DEGRADATION OF MILD STEEL IN ETHANOL BURNING ENVIRONMENT: OXIDATION KINETICS AND MICROSTRUCTURAL ASPECT,TRUE,article,"[{'id': 'sugiyanto.1957@eng.unila.ac.id', 'name': {'given': 'Sugiyanto', 'family': 'Sugiyanto', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Mohammad', 'lineage': None, 'family': 'Badaruddin', 'honourific': None}, 'id': 'mbruddin@eng.unila.ac.id'}]",sugiyanto.1957@eng.unila.ac.id,https://doi.org/10.21660/2020.73.25272,"[{'url': 'https://www.scopus.com/sourceid/21100327701?origin=resultslist', 'type': 'pub'}]",,,,,,,,,,,,,,,,,
