,rev_number,ispublished,status_changed,full_text_status,divisions,publication,dir,uri,abstract,subjects,refereed,title,type,creators,documents,lastmod,userid,metadata_visibility,eprint_status,eprintid,datestamp,publisher,issn,corp_creators,funders,official_url,number,volume,date_type,place_of_pub,related_url,id_number,pagerange,contributors,contact_email,event_title,event_type,event_dates,pres_type,event_location,succeeds,referencetext
45,10,unpub,2019-11-18 07:23:55,public,['FT7'],,disk0/00/01/68/29,http://repository.lppm.unila.ac.id/id/eprint/16829,"Abstrak:
Tujuan pengabdian masyarakat ini adalah untuk meningkatkan keterampilan para teknisi laboratorium agar dapat pengembangan kompetensi profesional disamping untuk mendeskripsikan hasil pelatihan pengembangan kompetensi profesional laboratorium Fakultas Teknik. Kegiatan diawali dengan kajian lapangan dilanjutkan dengan pre-test, penyampaian materi di dalam kelas, post-test, dan diakhiri dengan pemberian tugas. 
Pengabdian masyarkat ini telah memberikan pengetahuan dan peningkatan keterampilan dalam mengembangkan kompetensi profesionalnya. Para teknisi juga terbekali dengan panduan untuk membelajarkan dirinya yang didukung dengan manajemen yang baik.

Kata Kunci:  Laboratorium, teknisi, kompetensi profesional",['T1'],FALSE,PELATIHAN PENGEMBANGAN KOMPETENSI PROFESIONAL TEKNISI LABORATORIUM FAKULTAS TEKNIK UNIVERSITAS LAMPUNG,other,"[{'id': 'sugiyanto.1957@eng.unila.ac.id', 'name': {'given': 'Sugiyanto', 'family': 'Sugiyanto', 'lineage': None, 'honourific': None}}, {'id': 'nafrizal_08@yahoo.com', 'name': {'lineage': None, 'family': 'Nafrizal', 'honourific': None, 'given': 'Nafrizal'}}, {'id': None, 'name': {'given': 'savetlana', 'honourific': None, 'lineage': None, 'family': 'shirley'}}, {'id': 'irza.sukmana@eng.unila.ac.id', 'name': {'given': 'Sukmana', 'family': 'Irza', 'lineage': None, 'honourific': None}}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/29916', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 16829, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 142988, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '122368ff6ffb34bd3b85fb0389bff5ca', 'hash_type': 'MD5', 'mtime': '2019-11-17 23:08:06', 'objectid': 29916, 'filesize': 752254, 'uri': 'http://repository.lppm.unila.ac.id/id/file/142988', 'filename': 'REPOSITORY_SUGIYANTO_LAPORAN_PENGABDIAN_DIPA_ FT_2019.pdf'}], 'main': 'REPOSITORY_SUGIYANTO_LAPORAN_PENGABDIAN_DIPA_ FT_2019.pdf', 'docid': 29916, 'format': 'text'}]",2019-11-18 07:23:55,1133,show,archive,16829,2019-11-18 07:23:55,fakultas teknik,,['Universitas Lampung'],,,,,,,,,,,,,,,,,,
46,7,pub,2020-01-02 02:13:25,public,['FT7'],,disk0/00/01/72/25,http://repository.lppm.unila.ac.id/id/eprint/17225,"Tissue engineering seeks strategies to design polymeric scaffolds that allow high-cell-density cultures with signaling molecules and suitable vascular supply. One major obstacle in tissue engineering is the inability to create thick engineered-tissue constructs. A pre-vascularized tissue scaffold appears to be the most favorable approach to avoid nutrient and oxygen supply limitations as well as to allow waste removal, factors that are often hurdles in developing thick engineered tissues. Vascularization can be achieved using strategies in which cells are cultured in bioactive polymer scaffolds that can mimic extracellular matrix environments. This review addresses recent advances and future challenges in developing and using bioactive polymer scaffolds to promote tissue construct vascularization.",['TS'],,Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}}]","[{'eprintid': 17225, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30327', 'format': 'text', 'docid': 30327, 'main': 'Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue.pdf', 'files': [{'hash': 'f7b769448d4498f75dfa839e6453f793', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 145982, 'mtime': '2019-12-03 10:45:22', 'hash_type': 'MD5', 'filename': 'Bioactive Polymer Scaffold For Fabrication of Vascularized Engineering Tissue.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145982', 'objectid': 30327, 'filesize': 2198298}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-01-02 02:13:25,464,show,archive,17225,2020-01-02 02:13:25,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
47,7,pub,2023-04-16 02:23:33,public,['FT7'],,disk0_bak/00/05/05/62,http://repository.lppm.unila.ac.id/id/eprint/50562,"Bukti corresponding auhtor Fauzi Ibrahim dan Irza Sukmana artikel @ Polimesin title, ""Application of Magnesium Alloys in Orthopedic Implant""",['TJ'],,Corresponding auhtor artikel Polimesin,other,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'main': 'corresponding author artikel Polimesin_fauzi_irza lengkap.pdf', 'docid': 190261, 'files': [{'mime_type': 'application/pdf', 'hash': '59dac8434037a9ee705c381fc38dde04', 'datasetid': 'document', 'fileid': 545227, 'filename': 'corresponding author artikel Polimesin_fauzi_irza lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545227', 'filesize': 1042652, 'objectid': 190261, 'mtime': '2023-04-15 14:08:27', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 50562, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190261', 'security': 'public'}]",2023-04-16 02:23:33,464,show,archive,50562,2023-04-16 02:23:33,Poltek Negeri Lhoksumawe,,,,,,,,,,,,,,,,,,,,
48,7,pub,2023-04-16 02:22:55,public,['FT7'],,disk0_bak/00/05/05/65,http://repository.lppm.unila.ac.id/id/eprint/50565,"Bukti Corresponding author irza @ polimesin judul, ""Optimization Design of Bone Screws Biodegradable with Magnesium AZ31B Based on Finite Element Analysis""",['TJ'],,Corresponding author @ polimesin,other,"[{'name': {'given': 'Irza', 'honourific': None, 'lineage': None, 'family': 'Sukmana'}, 'id': 'irza.sukmana@gmail.com'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190264', 'eprintid': 50565, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 190264, 'main': 'corresponding author polimesin arif irza.pdf', 'files': [{'filename': 'corresponding author polimesin arif irza.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545248', 'objectid': 190264, 'filesize': 2149171, 'mtime': '2023-04-15 14:49:27', 'hash_type': 'MD5', 'hash': 'be78c576d8012842514142dd95639940', 'mime_type': 'application/pdf', 'fileid': 545248, 'datasetid': 'document'}]}]",2023-04-16 02:22:55,464,show,archive,50565,2023-04-16 02:22:55,Poltek Negeri Lhoksumawe,,,,,,,,,,,,,,,,,,,,
49,7,pub,2023-04-16 02:22:46,public,['FT7'],,disk0_bak/00/05/05/63,http://repository.lppm.unila.ac.id/id/eprint/50563,"Bukti Corresponding author irza @ JESR dengan judul, ""The Effect of Pin Shape on the Friction Stir Welding Quality of Aluminum AA1100 Series""",['TJ'],,Corresponding author JESR irza,other,"[{'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'eprintid': 50563, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190262', 'format': 'text', 'docid': 190262, 'main': 'Corresponding author_JESR_pin_shape.pdf', 'files': [{'filesize': 1541756, 'objectid': 190262, 'filename': 'Corresponding author_JESR_pin_shape.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545234', 'hash_type': 'MD5', 'mtime': '2023-04-15 14:22:41', 'datasetid': 'document', 'fileid': 545234, 'hash': 'b4bea499036c766b6ea775c2b75a79c4', 'mime_type': 'application/pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-04-16 02:22:46,464,show,archive,50563,2023-04-16 02:22:46,JESR Unila,,,,,,,,,,,,,,,,,,,,
50,7,pub,2023-04-15 13:36:36,public,['FT7'],,disk0_bak/00/05/05/53,http://repository.lppm.unila.ac.id/id/eprint/50553,Corresponding author JMachine judul PENGARUH KECEPATAN PAHAT LAS (TOOL) TERHADAP KUALITAS HASIL PENGELASAN GESEK PUNTIR (FRICTION STIR WELDING) PADA PROSES PENYAMBUNGAN ALUMINIUM TIDAK SEJENIS (DISSIMILAR) AL1100 DAN AL5052,['TJ'],,Corresponding author JMachine,other,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190251', 'eprintid': 50553, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'corresponding autor jmachine lengkap.pdf', 'files': [{'hash': '14077cb4a95bf5e8ae3a52b9e68636e9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 545137, 'filename': 'corresponding autor jmachine lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545137', 'filesize': 696625, 'objectid': 190251, 'mtime': '2023-04-15 09:30:00', 'hash_type': 'MD5'}], 'docid': 190251}]",2023-04-15 13:36:36,464,show,archive,50553,2023-04-15 13:36:36,J Machine,,,,,,,,,,,,,,,,,,,,
51,7,pub,2023-04-15 13:34:16,public,['FT7'],,disk0_bak/00/05/05/58,http://repository.lppm.unila.ac.id/id/eprint/50558,Bukti Corresponding author artikel jmpm judul Pengaruh Variasi Temperatur Sinter Terhadap Kualitas Produksi Magnesium AZ31 Dengan Tube Furnace,['TJ'],,Corresponding author artikel jmpm,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'honourific': None, 'lineage': None, 'family': 'Sukmana'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'corresponding author irza jmpm lengkap.pdf', 'docid': 190257, 'files': [{'filesize': 1833988, 'objectid': 190257, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545176', 'filename': 'corresponding author irza jmpm lengkap.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 10:43:22', 'datasetid': 'document', 'fileid': 545176, 'hash': '7e5cff261f445da49e8c76286bc43dd8', 'mime_type': 'application/pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190257', 'pos': 1, 'eprintid': 50558, 'placement': 1}]",2023-04-15 13:34:16,464,show,archive,50558,2023-04-15 13:34:16,UMY,,,,,,,,,,,,,,,,,,,,
52,7,pub,2023-04-15 13:34:00,public,['FT7'],,disk0_bak/00/05/05/56,http://repository.lppm.unila.ac.id/id/eprint/50556,Bukti Corresponding author artikel irza JEM judul Pengaruh kedalaman las pada pengelasan gesek puntir dua mukalogam Magnesium,['TJ'],,Corresponding author artikel judul Pengaruh kedalaman las pada pengelasan gesek puntir dua mukalogam Magnesium,other,"[{'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]","[{'eprintid': 50556, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190255', 'format': 'text', 'main': 'JEM corresponding lengkap.pdf', 'files': [{'filename': 'JEM corresponding lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545159', 'objectid': 190255, 'filesize': 2493874, 'mtime': '2023-04-15 09:58:01', 'hash_type': 'MD5', 'hash': 'eba7c52fadcda5d326dc0459b6545a9b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 545159}], 'docid': 190255, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-15 13:34:00,464,show,archive,50556,2023-04-15 13:34:00,Univ Udayana,,,,,,,,,,,,,,,,,,,,
53,9,pub,2023-04-15 13:37:06,public,['FT7'],,disk0_bak/00/05/05/54,http://repository.lppm.unila.ac.id/id/eprint/50554,Corresponding author file J. ASET title Biomedical Material for Stent Application: Current Status and Future Challenges,['TJ'],,Corresponding author file J. ASET,other,"[{'name': {'given': 'Irza', 'lineage': None, 'family': 'Sukmana', 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'placement': 1, 'eprintid': 50554, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190253', 'security': 'public', 'main': 'corresponding author j aset irza.pdf', 'docid': 190253, 'files': [{'hash': '464f5cd6917fc645262295591b3b235c', 'mime_type': 'application/pdf', 'fileid': 545147, 'datasetid': 'document', 'mtime': '2023-04-15 09:46:59', 'hash_type': 'MD5', 'filename': 'corresponding author j aset irza.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545147', 'objectid': 190253, 'filesize': 1010295}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-15 13:37:06,464,show,archive,50554,2023-04-15 13:37:06,INSTEP Publishing,,,,,,,,,,,,,,,,,,,,
54,7,pub,2023-04-16 02:23:00,public,['FT7'],,disk0_bak/00/05/05/68,http://repository.lppm.unila.ac.id/id/eprint/50568,"Bukti corresponding author irza @infotekmesin judul, ""Study Analisis Elemen Tetrahedron dan Hexahedron Plat Tulang Material Magnesium AZ31B dengan Finite Element Method (FEM)""",['TJ'],,Corresponding author irza @infotekmesin,other,"[{'name': {'given': 'Irza', 'honourific': None, 'lineage': None, 'family': 'Sukmana'}, 'id': 'irza.sukmana@gmail.com'}]","[{'files': [{'mtime': '2023-04-15 15:57:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545264', 'filename': 'corresponding author infotekmesin.pdf', 'objectid': 190266, 'filesize': 1221852, 'hash': '56a0b7f760b0117be42a6daccce78963', 'mime_type': 'application/pdf', 'fileid': 545264, 'datasetid': 'document'}], 'main': 'corresponding author infotekmesin.pdf', 'docid': 190266, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 50568, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190266', 'security': 'public'}]",2023-04-16 02:23:00,464,show,archive,50568,2023-04-16 02:23:00,Infotekmesin,,,,,,,,,,,,,,,,,,,,
55,7,pub,2023-04-16 02:22:43,public,['FT7'],,disk0_bak/00/05/05/67,http://repository.lppm.unila.ac.id/id/eprint/50567,"Corresponding author irza @ jurnal TURBO JUDUL, ""The Influence of Friction Stir Welding Tool Shape on Quality of AZ31 Magnesium Welding Product""",['TJ'],,Corresponding author irza jurnal TURBO,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'family': 'Sukmana', 'lineage': None, 'honourific': None, 'given': 'Irza'}}]","[{'main': 'Corresponding author irza TURBO.pdf', 'docid': 190265, 'files': [{'mtime': '2023-04-15 15:44:31', 'hash_type': 'MD5', 'filename': 'Corresponding author irza TURBO.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545257', 'objectid': 190265, 'filesize': 1557533, 'hash': '26d40d89df0a1050de19a06201a432cb', 'mime_type': 'application/pdf', 'fileid': 545257, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 50567, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190265', 'security': 'public'}]",2023-04-16 02:22:43,464,show,archive,50567,2023-04-16 02:22:43,um mETRO,,,,,,,,,,,,,,,,,,,,
56,7,pub,2023-04-16 02:22:50,public,['FT7'],,disk0_bak/00/05/05/64,http://repository.lppm.unila.ac.id/id/eprint/50564,"Bukti Corresponding author irza @ jttm judul, ""THE EFFECT OF PRE-HEATING DISTANCE OF SHIELDED METAL ARC WELDING
(SMAW) ON THE MECHANICAL PROPERTIES OF AISI 1045 STEEL""",['TJ'],,Corresponding author jttm,other,"[{'name': {'given': 'Irza', 'honourific': None, 'lineage': None, 'family': 'Sukmana'}, 'id': 'irza.sukmana@gmail.com'}]","[{'format': 'text', 'main': 'Corresponding author irza jttm.pdf', 'files': [{'datasetid': 'document', 'fileid': 545241, 'hash': '804234dba7051f60782b54abd9384653', 'mime_type': 'application/pdf', 'filesize': 828658, 'objectid': 190263, 'filename': 'Corresponding author irza jttm.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545241', 'hash_type': 'MD5', 'mtime': '2023-04-15 14:30:44'}], 'docid': 190263, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50564, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190263'}]",2023-04-16 02:22:50,464,show,archive,50564,2023-04-16 02:22:50,JTTM,,,,,,,,,,,,,,,,,,,,
57,8,pub,2023-04-15 13:31:28,public,['FT7'],,disk0_bak/00/05/05/52,http://repository.lppm.unila.ac.id/id/eprint/50552,Bukti Corresponding author title Initial Design of Forging Measuring Instrument for Application of Friction Weld,['TJ'],,Corresponding author title Initial Design of Forging Measuring Instrument for Application of Friction Weld,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}}]","[{'eprintid': 50552, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190250', 'format': 'text', 'docid': 190250, 'main': 'jir corresponing author lengkap.pdf', 'files': [{'filesize': 1239218, 'objectid': 190250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545129', 'filename': 'jir corresponing author lengkap.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 09:02:36', 'datasetid': 'document', 'fileid': 545129, 'mime_type': 'application/pdf', 'hash': '8947155f65267d0e5bd4e2c307c6efd4'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-04-15 13:31:28,464,show,archive,50552,2023-04-15 13:31:28,BKS PTN,,,,,,,,,,,,,,,,,,,,
58,7,pub,2020-01-02 02:14:11,public,['FT7'],,disk0/00/01/72/50,http://repository.lppm.unila.ac.id/id/eprint/17250,"This work aims to determine the mechanical and biophysical properties of fibrin gel for the purpose of angiogenesis study and microvascular development in a threedimensional (3D) environment. In the human body system, fibrin gel is known to be an extracellular matrix (ECM) that actively promotes homeostasis during blood vessel formation, wound healing and other inflammation processes. In this study, we first test the effect of fibrin and thrombin composition on mechanical and biophysical properties of the gel. Further in vitro experiments using human umbilical vein endothelial cells (HUVECs) were also conducted to find the optimum fibrinogen/thrombin concentration for the angiogenesis assay using a sandwich fibrin gel system. A fibrinogen/thrombin concentration of 2.0/1.0 results in optimum gel properties for three dimensional angiogenesis assay, which does not appear in other fibrinogen/thrombin concentrations. This sandwiched polymer fiber system has a potential future application for angiogenesis assay in tissue engineering and cardiovascular research",['TS'],,EFFECT OF MECHANICAL AND BIOPHYSICAL PROPERTIES OF FIBRIN GEL ON MICROVASCUAL DEVELOPMENT IN A THREE-DIMENSONAL ANGIOGENESIS ASSAY,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}}]","[{'placement': 1, 'eprintid': 17250, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30352', 'security': 'public', 'docid': 30352, 'main': 'effect of mechanical and biophysical properties of fibrin gel on microvascular development in a three dimensional angiogenesis assay.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-03 14:09:01', 'objectid': 30352, 'filesize': 2298258, 'filename': 'effect of mechanical and biophysical properties of fibrin gel on microvascular development in a three dimensional angiogenesis assay.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146137', 'fileid': 146137, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5830889b7c9bc2720dbd80145e09a716'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-01-02 02:14:11,464,show,archive,17250,2020-01-02 02:14:11,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
59,7,pub,2020-01-02 02:14:00,public,['FT7'],,disk0/00/01/72/42,http://repository.lppm.unila.ac.id/id/eprint/17242,"Austenitic stainless steel 304 (AISI 304) has a good corrosion resistant, but a heat treatment process can cause a sensitization phenomenon and the corrosion resistant will decrease. One of the most serious corrosion problems that can occur is stress corrosion cracking (SCC). This study is to determine the effect of sensitization temperatures (i.e. 500 oC, 670 oC, and 840 oC) on the SCC phenomenon of AISI 304 in sulphate acid environment with total immersion method. It was observed for the specimen with sensitization temperatures of 500 oC and 670 oC, the dominant corrosion form is pitting corrosion, where the highest corrosion rate was occur on the specimen with sensitization temperature of 500 oC after 336 hours of exposure. Average of Corrosion Rate of specimen with sensitization temperatures of 500 oC, 670 oC, and 840 oC after 480 hours of exposure are 2.76 mm/y, 1.58 mm/y, and 0.9 mm/y. Stress corrosion cracking occurs on the specimen with sensitization temperature of 840 oC after 480 hours of exposure",['TS'],,THE EFFECT OF SENSITIZATION TEMPERATURE ON STRESS CORROSION CRACKING OF STAINLESS STEEL AISI 304 IN SULPHATE ACID ENVIRONMENT,other,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30344', 'pos': 1, 'eprintid': 17242, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'the effect of sensitization temperature on stress corrosion cracking of stainless steel AISI 304 in sulphate acid environment.pdf', 'files': [{'mtime': '2019-12-03 13:34:17', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146085', 'filename': 'the effect of sensitization temperature on stress corrosion cracking of stainless steel AISI 304 in sulphate acid environment.pdf', 'filesize': 2306301, 'objectid': 30344, 'mime_type': 'application/pdf', 'hash': '42f4d1dad115566b35bba57065596a21', 'datasetid': 'document', 'fileid': 146085}], 'docid': 30344}]",2020-01-02 02:14:00,464,show,archive,17242,2020-01-02 02:14:00,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
60,7,pub,2020-01-02 02:16:15,public,['FT7'],,disk0/00/01/72/45,http://repository.lppm.unila.ac.id/id/eprint/17245,"Friction welding (FW) merupakan teknik pengelasan dengan cara menggesekkan dua permukaan material las hingga mencapai sekitar 60 - 80% titik cair bahan. Dalam proses friction welding, salah satu material berputar, sedangkan material lainnya tetap, sehingga terjadi gaya yang menghasilkan panas. Setelah mencapai temperatur las gesek, kemudian diberikan gaya tekan sehingga terjadi penyambungan kedua material. Penelitian ini dilakukan untuk mengjuji pengaruh variasi waktu kontak selama 3, 5, dan 10 menit terhadap kualitas hasil pengelasan gesek logam tidak sejenis (dissimilar metal) antara Magnesium AZ-31 dan Aluminum AL-13. Hasil uji keras logam las menunjukkan nilai kekerasan rata-rata pada daerah stir zone (SZ) untuk waktu kontak 3 menit adalah sebesar 65,6 HRE, dan sebesar 57,6 HRE dan 51,0 HRE pada masing-masing waktu kontak 5 dan 10 menit. Selanjtnya, hasil uji tarik menunjukkan, waktu kontak las selama 10 menit menhasilkan kekuatan tarik material yang paling optimal, yaitu sebesar 23,264 Mpa, dibandingkan waktu kontak 3 menit (sebesar 14,257 Mpa), maupun 5 menit (sebesar 15,765 Mpa)",['TS'],,Las Gesek (Friction Welding) Logam Tidak Sejenis (Dissimilar Metals) Magnesium AZ-31 Terhadap Aluminum AL-13,other,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'format': 'text', 'docid': 30347, 'main': 'las gesek (friction welding) logam tidak sejenis (dissmilar metals) magnesium AZ-31 terhadap Aluminium AL-13.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '277dfcc77e7054d4c38c63ae266e1eeb', 'datasetid': 'document', 'fileid': 146107, 'filename': 'las gesek (friction welding) logam tidak sejenis (dissmilar metals) magnesium AZ-31 terhadap Aluminium AL-13.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146107', 'objectid': 30347, 'filesize': 2342067, 'mtime': '2019-12-03 13:47:43', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17245, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30347', 'pos': 1}]",2020-01-02 02:16:15,464,show,archive,17245,2020-01-02 02:16:15,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
61,7,pub,2020-01-02 02:13:44,public,['FT7'],,disk0/00/01/72/32,http://repository.lppm.unila.ac.id/id/eprint/17232,"The guidance of endothelial cell organization into a capillary network has been a long-standing challenge in tissue engineering. Some research efforts have been made to develop methods to promote capillary networks inside engineered tissue constructs. Capillary and vascular networks that would mimic blood microvessel function can be used to subsequently facilitate oxygen and nutrient transfer as well as waste removal. Vascularization of engineering tissue construct is one of the most favorable strategies to overpass nutrient and oxygen supply limitation, which is often the major hurdle in developing thick and complex tissue and artificial organ. This paper addresses recent advances and future challenges in developing three-dimensional culture systems to promote tissue construct vascularization allowing mimicking blood microvessel development and function encountered in vivo. Bioreactors systems that have been used to create fully vascularized functional tissue constructs will also be outlined.",['TS'],,Microvascular Guidance: A Challenge to Support the Development of Vascularised Tissue Engineering Construct,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}}]","[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '63943755db6d5ef108922a5436e57f01', 'datasetid': 'document', 'fileid': 146028, 'mtime': '2019-12-03 11:27:42', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146028', 'filename': 'Microvascular guidance a challenge to support the development of vascularised tissue engineering construct.pdf', 'objectid': 30334, 'filesize': 2204395}], 'main': 'Microvascular guidance a challenge to support the development of vascularised tissue engineering construct.pdf', 'docid': 30334, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 17232, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30334', 'pos': 1}]",2020-01-02 02:13:44,464,show,archive,17232,2020-01-02 02:13:44,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
