,divisions,publisher,dir,ispublished,rev_number,full_text_status,status_changed,date_type,subjects,date,uri,abstract,corp_creators,title,type,creators,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,refereed,pagerange,number,official_url,publication,issn,volume,succeeds,related_url,id_number,thesis_name,referencetext,thesis_type,department,institution,contributors
10,['FKIP3'],IOSR Journal of Research & Method in Education (IOSR-JRME),disk0/00/02/27/97,pub,8,public,2020-06-26 13:34:34,published,"['L1', 'LB1501', 'LC5201']",2018-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22797,"Development of Problem Based Learning Model Learner Worksheet to Improve Critical Thinking Ability The problem of this research were the students achievement had under score of standard criteria and learner worksheet is not available that meets the needs. The aim of this research was to produce and test the effectiveness of development PBL model learner worksheet to improve critical thinking ability of students in
fourth grade of elementary school. The method used is research and development (R&D) which refers to Borg&Gall’s theory. The population in this research is all of students in fourth grade at Kedamaian subdistrict. The sample used is 70 students with random sampling technique. The collection of data through questionaire and written test. The data were analyzed by using N-Gain formula. The results show that PBL model learner
worksheet is feasible to use and PBL model learner worksheet is effective to improve critical thinking ability of students.","['Faculty of Teacher Training and Education, University of Lampung']",Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability,article,"[{'name': {'honourific': None, 'family': 'Nayank', 'lineage': None, 'given': 'Ragilia'}, 'id': None}, {'id': 'alben_ambarita57@yahoo.com', 'name': {'given': 'Alben', 'family': 'Alben Ambarita', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Nurlaksana eko', 'given': 'Nurlaksana eko'}}]",show,2020-06-26 13:34:34,22797,archive,2020-06-26 13:34:34,"[{'format': 'text', 'main': '4. Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'docid': 36302, 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-26 04:55:06', 'objectid': 36302, 'filesize': 335802, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209206', 'filename': '4. Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'fileid': 209206, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '129158d2f99f6ae33c55c5b5ad326b68'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 22797, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36302', 'pos': 1}]",825,TRUE,65-72,1.0,http://www.iosrjournals.org/,IOSR Journal of Research & Method in Education (IOSR-JRME),"e-ISSN: 2320–7388,p-ISSN: 2320–737X",8.0,,,DOI: 10.9790/7388-0801046572,,,,,,
11,['FKIP3'],IOSR Journal of Research & Method in Education (IOSR-JRME),disk0/00/04/71/77,pub,9,public,2022-12-10 05:07:39,published,['L1'],2018-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/47177,"Development of Problem Based Learning Model Learner Worksheet to Improve Critical Thinking Ability The problem of this research were the students achievement had under score of standard criteria and learner worksheet is not available that meets the needs. The aim of this research was to produce and test the effectiveness of development PBL model learner worksheet to improve critical thinking ability of students in fourth grade of elementary school. The method used is research and development (R&D) which refers to
Borg&Gall’s theory. The population in this research is all of students in fourth grade at Kedamaian subdistrict.
The sample used is 70 students with random sampling technique. The collection of data through questionaire
and written test. The data were analyzed by using N-Gain formula. The results show that PBL model learner worksheet is feasible to use and PBL model learner worksheet is effective to improve critical thinking ability of students.",,Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability,article,"[{'id': None, 'name': {'given': 'Ragilia', 'family': 'Nayank', 'lineage': None, 'honourific': None}}, {'id': 'alben_ambarita57@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Alben Ambarita', 'given': 'Alben'}}, {'id': None, 'name': {'given': 'Nurlaksana eko', 'lineage': None, 'family': 'Nurlaksana eko', 'honourific': None}}]",show,2022-12-10 05:07:39,47177,archive,2022-12-10 05:07:39,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'coverimage', 'main': 'IOSR Book Jrme-8(1)(IV)_001.pdf', 'files': [{'filename': 'IOSR Book Jrme-8(1)(IV)_001.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/518104', 'filesize': 538304, 'objectid': 186149, 'mtime': '2022-12-09 14:55:30', 'hash_type': 'MD5', 'hash': 'c903bf24f30168209ef378135bb3f516', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 518104}], 'docid': 186149, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186149', 'security': 'public', 'formatdesc': 'Cover Jurnal', 'placement': 1, 'eprintid': 47177}, {'formatdesc': 'Artikel', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186150', 'pos': 2, 'eprintid': 47177, 'placement': 2, 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 186150, 'main': 'K0801046572.pdf', 'files': [{'datasetid': 'document', 'fileid': 518106, 'hash': '129158d2f99f6ae33c55c5b5ad326b68', 'mime_type': 'application/pdf', 'objectid': 186150, 'filesize': 335802, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518106', 'filename': 'K0801046572.pdf', 'hash_type': 'MD5', 'mtime': '2022-12-09 14:55:55'}]}, {'main': 'Uji Turnitin_Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf', 'docid': 186151, 'files': [{'fileid': 518108, 'datasetid': 'document', 'hash': '36759c8e57b92124242cbdc30de4de86', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-12-09 14:56:21', 'objectid': 186151, 'filesize': 2189041, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518108', 'filename': 'Uji Turnitin_Development of Problem Based Learning Model Learner Worksheet To Improve Critical Thinking Ability.pdf'}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'placement': 3, 'eprintid': 47177, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186151', 'pos': 3, 'formatdesc': 'Uji Turnitin', 'security': 'public'}]",709,FALSE,65-72,1.0,https://www.iosrjournals.org/iosr-jrme/papers/Vol-8%20Issue-1/Version-4/K0801046572.pdf,IOSR Journal of Research & Method in Education (IOSR-JRME),"e-ISSN: 2320–7388, p- ISSN: 2320-737x",8.0,,"[{'type': 'pub', 'url': 'https://www.iosrjournals.org/iosr-jrme/papers/Vol-8%20Issue-1/Version-4/K0801046572.pdf'}]",DOI: 10.9790/7388-0801046572,,,,,,
12,['FKIP3'],Journal of Education and Practice,disk0/00/01/00/24,pub,6,public,2018-11-15 08:09:08,published,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10024,"This study aims to develop a valid, reliable, and effective critical thinking assessment instrument used as an 
assessment instrument for elementary school learning. The used research type was research and development
based on Borg&Gall. The population and sample were 4th grader students with total of 50 students from
Elementary Schools in Bandarlampung City. Data were collected through questionnaires and test questions. The
results  of reliability test is the price of“r” at 0,945. Validity test results  indicate that the instrument meets the
content, construct, and concurrent validity. The result of an instrument test canit was concluded that students'
critical thinking ability was good enough. This can be seen from the average value of the trial results of 36.00 in
a scale of 100.      
Keywords: Instrument, Asessment, Critical Thinking",['Universitas Lampung'],"The Development of Critical Thinking Assesment Instrument on
Elementary School Learning",article,"[{'id': 'pargito.1959@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Pargito', 'given': 'Pargito'}}, {'name': {'given': 'Lilik', 'honourific': None, 'family': 'Sabdaningtyas', 'lineage': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'purnamasari', 'lineage': None, 'given': 'Diyan'}}]",show,2018-11-15 08:09:08,10024,archive,2018-11-15 08:09:08,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'filesize': 130592, 'objectid': 23047, 'filename': 'IISTE VOLUME 9 NO. 18.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/94158', 'hash_type': 'MD5', 'mtime': '2018-11-15 08:05:10', 'datasetid': 'document', 'fileid': 94158, 'mime_type': 'application/pdf', 'hash': '6dad5350871561652bb1843cef71a624'}], 'main': 'IISTE VOLUME 9 NO. 18.pdf', 'docid': 23047, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23047', 'security': 'public', 'placement': 1, 'eprintid': 10024}]",758,TRUE,157-164,18.0,https://www.iiste.org/Journals,The Implementation of Policies in Developing Four Dimensions of Teacher’s Professionalism,2222-1735,9.0,,,,,,,,,
13,['FKIP3'],,disk0/00/00/98/85,pub,9,public,2018-11-14 02:41:57,published,"['H1', 'L1']",2018-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9885,"Tujuan penelitian ini untuk menghasilkan model evaluasi implementasi kebijakan standar
pelayanan minimal (SPM) jenjang sekolah dasar (SD). Hasil evaluasi diharapkan dapat
memberikan rekomendasi kepada Dinas pendidikan dan para praktisi pendidikan. Desain
penelitian yang digunakan adalah non experimental. Desain penelitian ini terdiri dari 5
variabel laten dan 33 variabel manifest. Populasinya mencakup 307 SD di 11 Kecamatan
wilayah Kabupaten Pesawaran. Sampel sebanyak 24 SD pada 4 Kecamatan diambil secara
purposive. Instrumen pengumpulan data yang digunakan adalah kuesioner yang divalidasi
dan conten validity melalui Focus Group Discucion (FGD). Data yang terkumpul dianalisis 
menggunakan Structural Equation Models (SEM). Hasil penelitian menunjukkan bahwa
Kondisi Lingkungan Sekolah (KLS), Pelaksana Kebijakan Sekolah (PKS), Kelompok Sasaran
Kebijakan (KSK), dan Proses Pengelolaan Organisasi Sekolah (PPOS) merupakan faktor
dinamis pembentuk model yang tepat untuk mengevaluasi IP-SPM SD. 
Kata kunci: model evaluasi, implementasi kebijakan, IP-SPM-SD",['Universitas Lampung'],"MODEL EVALUASI IMPLEMENTASI KEBIJAKAN STANDAR PELAYANAN
MINIMAL PADA SATUAN PENDIDIKAN JENJANG SD",article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sabdaningtyas', 'given': 'Lilik'}}]",show,2018-11-14 02:41:57,9885,archive,2018-11-14 02:41:57,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'jurnal bu lilik.pdf', 'docid': 22895, 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-14 02:33:21', 'filesize': 425052, 'objectid': 22895, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93100', 'filename': 'jurnal bu lilik.pdf', 'fileid': 93100, 'datasetid': 'document', 'hash': '6b487f4cee5268733ef083ab2d2fbc02', 'mime_type': 'application/pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22895', 'pos': 1, 'eprintid': 9885, 'placement': 1}]",758,TRUE,70-82,1.0,https://journal.uny.ac.id/index.php/jpep/article/view/19638/10886,jurnal penelitian dan evaluasi pendidikan,,22.0,,,,,,,,,
14,['FKIP3'],,disk0/00/01/19/88,pub,7,restricted,2019-05-09 01:33:35,,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/11988,"This research is based on the low social skills of students on economic subjects. This study aims to compare the social skills of students using Two Stay Two Stray and Talking Chips learning model by considering the type of assignment. The method that used is quasi experiment with comparative approach. The research design used factorial design. The population of this study are 103 students with a total sample of 69 students. The sampling technique of this research is used simple random sampling. Technique of collecting data through observation. Hypothesis testing used two way variance analysis and two independent sample t-test. The result of data analysis shows that (1) There is the difference of social skill between students who learning using two stay two stray learning model using the type of talking chips model (2) There is the difference of social skill between students who are given the project assignment technique, with the students assigned the portfolio assignment technique (3) There is an interaction between the learning model and the technique of assignment to social skills; (4) There is the difference social skills of students who are taught using two stay two stray learning models are better than students who are taught using the learning model of talking chips on the students that given the assignment of the project; (5) There is the difference social skills of students who are taught using a model of learning type of talking chips are better than students who are taught using a two stay two stray learning model on the students that given portfolio assignment; (6) There is the  difference social skills of the students that given the assignment of the project are better than the assignment of portfolio to the students using the learning model two stay two stray; (7) There is the  difference social skills of students who are given portfolio assignment is better than the assignment of projects to students using learning models of talking chips.",,The Implementation of Two Stay Two Stray and Talking Chips Learning Models to Increase Students Social Skill by Taking Types of Assignment on Economy Subject at XI Grade of SMA Negeri 1 Air Naningan Tanggamus,article,"[{'id': 'mariadwiretnosari@gmail.com', 'name': {'given': 'Maria Dwi Retno', 'honourific': None, 'family': 'Sari', 'lineage': None}}, {'name': {'given': 'Trisna', 'honourific': None, 'family': 'Trisnaningsih', 'lineage': None}, 'id': 'trisna_unila@yahoo.co.id'}, {'id': 'darsono.1954@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Darsono', 'honourific': None, 'given': 'Darsono'}}]",show,2019-05-09 01:33:35,11988,archive,2019-05-09 01:33:35,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/24979', 'pos': 1, 'formatdesc': 'Juornal of Education and Practice Vol 9 No 17 2018', 'security': 'staffonly', 'placement': 1, 'eprintid': 11988, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'content': 'published', 'files': [{'fileid': 107453, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3b9c44e6f6689f22a46a064714fffa36', 'hash_type': 'MD5', 'mtime': '2019-05-08 02:05:30', 'filesize': 2785705, 'objectid': 24979, 'filename': 'The Implementation of Two Stay _Darsono-dikompresi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/107453'}], 'main': 'The Implementation of Two Stay _Darsono-dikompresi.pdf', 'docid': 24979, 'format': 'other'}]",889,TRUE,,17.0,https://www.iiste.org/Journals/index.php/JEP/article/view/43096,The Implementation of Two Stay Two Stray and Talking Chips Learning Models to Increase Students Social Skill by Taking Types of Assignment on Economy Subject at XI Grade of SMA Negeri 1 Air Naningan Tanggamus,2222-1735,9.0,,[{'url': 'https://www.iiste.org/Journals/index.php/JEP/article/view/43096'}],,,,,,,
15,['FKIP3'],,disk0/00/01/26/35,pub,7,restricted,2019-05-14 07:49:43,,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/12635,"This research and development aims to develop a teaching material and a Student Worksheet based on Project
Based Learning (PjBL) model and to know the difference of learning results between students who use Student
Worksheet and students who only use textbook material. The research and development method used was R and
D (Research and Development). Borg and Gall Steps. The population of this research was 160 students and the
sample of this research with multi stage random sampling technique is 30 students. Data collection techniques
used were questionnaires, the needs analysis, documentation, observation, expert validation sheets and test. The
results showed that the developed Student Worksheet based on PjBL improve students’ learning outcomes and it
was proved that the scores were higher than the learning process that only use textbook material.
Keywords: learning outcome, student worksheet and project based learning",,"Teaching Material Based on Project Based Learning for 4th
Grader Student of Elementary School",article,"[{'name': {'family': 'Siswanti', 'lineage': None, 'honourific': None, 'given': 'Siswanti'}, 'id': 'Siswanti@gmail.com'}, {'id': 'thohaunila@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Jaya', 'given': 'M. Thoha B. Sampurna'}}, {'name': {'lineage': None, 'family': 'rochmiyati', 'honourific': None, 'given': 'rochmiyati'}, 'id': 'rochmiyatiazwardi@yahoo.co.id'}]",show,2019-05-14 07:49:43,12635,archive,2019-05-14 07:49:43,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/25620', 'pos': 1, 'formatdesc': 'Research on Humanities and Social Sciences', 'security': 'validuser', 'placement': 1, 'eprintid': 12635, 'language': 'en', 'rev_number': 3, 'mime_type': 'application/xml', 'content': 'published', 'main': 43741, 'files': [{'objectid': 25620, 'filesize': 16846, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111913', 'filename': 43741, 'hash_type': 'MD5', 'mtime': '2019-05-10 08:12:13', 'fileid': 111913, 'datasetid': 'document', 'mime_type': 'application/xml', 'hash': 'bcc6e45a484d290a72d7109c52367909'}], 'docid': 25620, 'format': 'other'}]",664,TRUE,40-46,16.0,https://www.iiste.org/Journals/index.php/RHSS/article/view/43741,Research on Humanities and Social Sciences,2224-5766 (Paper) 2225-0484 (Online),8.0,,,,,,,,,
16,['FKIP3'],Journal of Education and Practice,disk0/00/01/00/26,pub,8,public,2018-11-15 08:18:10,published,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10026,"This study aims to develop performance assesment instrument in thematic learning of 4th grader elementary school 
students. The type of research used is research and development that refers to Borg & Gall’s theory. The population
of this study is all fourth grade students from the Elementary School of Negeri Agung District, Way Kanan
Regency. Samples were taken by using Random Sampling technique with total of 34 students of Public Elementary
School 01 of Kalipapan. Data were collected through questionnaires and test questions. The results showed that
the developed performance assesment instrument was theoretically valid and empirically reliable. This was proved
from the result of questionnaires by experts and teachers who stated that the developed product was theoretically
valid and the result of reliability test obtained a score of 0.67 which proved that the performance assessment
instrument was empirically valid.
Keywords: Performance assessment, Thematic Learning Instrument.",['Universitas Lampung'],"Development of Performance Assessment Instrument in Thematic
Learning of 4th Grader Elementary School",article,"[{'id': 'erti.ernawati@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'ernawati', 'given': 'erti'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Sabdaningtyas', 'given': 'Lilik'}}, {'id': 'pargito.1959@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Pargito', 'given': 'Pargito'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Alben Ambarita', 'given': 'Alben'}, 'id': None}]",show,2018-11-15 08:18:10,10026,archive,2018-11-15 08:18:10,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23049', 'pos': 1, 'eprintid': 10026, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'IISTE VOLUME 9 NO. 26.pdf', 'docid': 23049, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/94195', 'filename': 'IISTE VOLUME 9 NO. 26.pdf', 'filesize': 220250, 'objectid': 23049, 'mtime': '2018-11-15 08:09:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '1a2372307d489ed597744262f7d1244c', 'datasetid': 'document', 'fileid': 94195}]}]",758,TRUE,52-59,2018.0,https://www.iiste.org/Journals/index.php/JEP,The Implementation of Policies in Developing Four Dimensions of Teacher’s Professionalism,2222-1735 (paper); 2222-288X (online),9.0,,,,,,,,,
17,['FKIP3'],,disk0/00/00/98/87,pub,9,public,2018-11-14 03:04:08,published,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/9887,"his research aims to describe the validity and effectiveness of based-guided inquiry learning in fostering students' critical thinking skills. This type of research is research and development that refers to the theory of Borg and Gall. The study population was the fourth grade students of the Raden Intan Front Cluster in Bumi Nabung Subdistrict and the research sample was fourth grade students of Elementary School 5 Bumi Nabung Ilir. Data collection techniques use nontes and test techniques. Data collection tools in the form of questionnaires and test questions. Data were analyzed using validity test and N-Gain effectiveness test. The results showed that (1) worksheet based-guided inquiry learning developed through Borg and Gall theory was valid based on suitability with guided inquiry learning steps and quality of worksheet, conformity with didactic, construction, and technical requirements, and in accordance with grammar rules. (2) worksheet based-guided inquiry learning is effective to foster students' critical thinking skills as indicated by the average N-Gain of 0.67 with the category ""Medium"".

Keywords: student worksheets, guided inquiry learning, critical thinking","['Universitas Lampung', 'universitas lampung', 'universitas lampung']",The Development of Students’ Worksheet Based on Guided Inquiry Learning to Foster Students’ Critical Thinking in Elementary School,article,"[{'id': None, 'name': {'given': 'ristiana', 'honourific': None, 'lineage': None, 'family': 'ristiana'}}, {'id': 'darsono.1954@fkip.unila.ac.id', 'name': {'given': 'Darsono', 'honourific': None, 'lineage': None, 'family': 'Darsono'}}, {'name': {'family': 'Sabdaningtyas', 'lineage': None, 'honourific': None, 'given': 'Lilik'}, 'id': None}]",show,2018-11-14 03:04:08,9887,archive,2018-11-14 03:04:08,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22898', 'pos': 1, 'eprintid': 9887, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'lilik2.pdf', 'docid': 22898, 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-14 03:00:56', 'filesize': 54677, 'objectid': 22898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/93180', 'filename': 'lilik2.pdf', 'fileid': 93180, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'bc2de03440f7a5d9cc27e6b4b8b89532'}]}]",758,TRUE,172-177,30.0,,https://iiste.org/Journals/index.php/JEP/article/view/44706,,9.0,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]"
18,['FKIP3'],Mathematical Theory and Modeling,disk0/00/01/26/57,pub,7,restricted,2019-05-14 07:50:23,,['L1'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/12657,"The problem of this research is that the portfolio assessment instruments have not been implemented in Mathematics subject appropriately. The research objective is to develop a learning model of portfolio assessment on Mathematics subject based on an effective problem-based learning. This research was carried out at SDN 01 Tanjung Rejo and SDN 02 Tanjung Rejo sub-district of Negeri Agung, Way Kanan regency. This research applied Research and Developmet (R & D) method with stages adopted from Borg & Gall. The population and sample size are taken from 30 respondents. The data collection techniques were carried out with questionnaires and tests. The product results are validated by experts of media, material and language. The instrument is being analyzed by item validity and reliability. The results of the research showed that based on the validity by experts of media, material and language, the developed instruments have been proven 'excellent' and 'good' so that it is suitable for use. The results of the large-scale trial of the developed product and the testing showed that the instrument has a good quality so that it can be used to measure the cognitive abilities of fifth grade students of elementary school.
Keywords: assessment, mathematics, problem based learning",,BASED PORTFOLIO ASSESSMENT DEVELOPMENT PROBLEM BASED LEARNING ON CLASS V MATHEMATICAL LEARNING,article,"[{'id': None, 'name': {'honourific': None, 'family': 'rohim', 'lineage': None, 'given': 'rohim'}}, {'id': 'rochmiyatiazwardi@yahoo.co.id', 'name': {'given': 'rochmiyati', 'family': 'rochmiyati', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Caswita', 'lineage': None, 'honourific': None, 'given': 'Caswita'}, 'id': None}]",show,2019-05-14 07:50:23,12657,archive,2019-05-14 07:50:23,"[{'content': 'published', 'language': 'en', 'mime_type': 'application/xml', 'rev_number': 3, 'format': 'other', 'main': 44936, 'files': [{'fileid': 112076, 'datasetid': 'document', 'hash': '300eae056037f7ac49dac149e979f73c', 'mime_type': 'application/xml', 'filesize': 17409, 'objectid': 25640, 'filename': 44936, 'uri': 'http://repository.lppm.unila.ac.id/id/file/112076', 'hash_type': 'MD5', 'mtime': '2019-05-10 08:58:48'}], 'docid': 25640, 'security': 'validuser', 'formatdesc': 'Mathematical Theory and Modeling', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25640', 'pos': 1, 'eprintid': 12657, 'placement': 1}]",664,TRUE,72-77,8.0,https://www.iiste.org/Journals/index.php/MTM/article/view/44936,Mathematical Theory and Modeling,2224-5804 (Paper) 2225-0522 (Online),8.0,,,,,,,,,
19,['FKIP3'],Journal of Education and Practice,disk0/00/01/26/54,pub,7,restricted,2019-05-14 07:50:08,,['LB'],1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/12654,"This study aims to develop a description test instrument based on a scientific approach to measure students
'critical thinking skills in grade V elementary school and to know the differences in students' critical and reliable
critical thinking abilities. The type of research used is research and development that refers to the theory of Borg
and Gall. The population in this study were all fifth grade elementary school students at SDN Metro Pusat cluster
nusa indah. The sample was taken using simple random sampling technique, taking 2 classes from 14 classes in
the population, which consisted of one class as a trial class totaling 22 students from the VB class of SD Negeri
2 Metro Pusat and one class as a sample. totaling 37 students in VA class at SD Negeri 1 Metro Pusat. Data was
collected through questionnaires and test questions. The results showed that the test instruments developed were
valid and reliable. Based on the assessment of 3 experts, the average is 81.75 including in the very good category.
Whereas based on the results of the empirical test, 20 description questions developed were declared to be 0.90
valid and 0.989 reliability was included in the very strong category.
Keywords: Critical Thinking, Description Test Instrument, Scientific Approach.",,"Development of Description Test Instruments Based Saintific
Approach to Measure Ability to Create Critical Participants in
Class V Basic School",article,"[{'id': None, 'name': {'given': 'dwi widia', 'honourific': None, 'family': 'sari', 'lineage': None}}, {'name': {'family': 'jaya', 'lineage': None, 'honourific': None, 'given': 'M.Thoha. Sampurna'}, 'id': 'thohaunila@yahoo.co.id'}, {'id': 'rochmiyatiazwardi@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'rochmiyati', 'given': 'rochmiyati'}}, {'name': {'honourific': None, 'family': 'Sabdaningtyas', 'lineage': None, 'given': 'Lilik'}, 'id': 'lilik_sabdaningtyas@yahoo.co.id'}]",show,2019-05-14 07:50:08,12654,archive,2019-05-14 07:50:08,"[{'eprintid': 12654, 'placement': 1, 'security': 'validuser', 'formatdesc': 'Journal of Education and Practice', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25637', 'pos': 1, 'format': 'other', 'files': [{'hash': 'f6d431c1645176dc5d08ef24b6342ab0', 'mime_type': 'application/xml', 'fileid': 112044, 'datasetid': 'document', 'mtime': '2019-05-10 08:49:19', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/112044', 'filename': 45258, 'objectid': 25637, 'filesize': 19117}], 'main': 45258, 'docid': 25637, 'content': 'published', 'language': 'en', 'mime_type': 'application/xml', 'rev_number': 3}]",664,TRUE,27-35,32.0,https://www.iiste.org/Journals/index.php/JEP/article/view/45258,Journal of Education and Practice,2222-1735 (Paper)  2222-288X (Online),9.0,,,,,,,,,
