,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,divisions,publisher,publication,dir,userid,number,lastmod,official_url,documents,datestamp,eprintid,id_number,eprint_status,metadata_visibility,pagerange,creators,type,title,refereed,succeeds,department,institution,thesis_name,thesis_type,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
10,,,2020-09-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28823,,"['L1', 'LB1501', 'LC5201']",public,,2021-04-05 04:48:58,pub,9,['FKIP5'],"International Journal of Financial, Accounting, and Management (IJFAM)",,disk0/00/02/88/23,214,,2021-04-05 04:48:58,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42916', 'eprintid': 28823, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '3. Leadership in a school context how leadership styles are associated with leadership outcomes.pdf', 'docid': 42916, 'files': [{'filename': '3. Leadership in a school context how leadership styles are associated with leadership outcomes.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255786', 'objectid': 42916, 'filesize': 4504043, 'mtime': '2021-04-01 06:05:16', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '20fcddad45268d935fc0354ae44287e3', 'fileid': 255786, 'datasetid': 'document'}]}]",2021-04-05 04:48:58,28823,,archive,show,,"[{'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",other,Leadership in a school context: how leadership styles are associated with leadership outcomes.,,,,,,,,,,,,,,
11,"Kualitas pendidikan sangat bergantung kepada pemimpin satuan pendidikan, khususnya, kepala sekolah yang efektif. Kepala sekolah yang efektif cenderung melibatkan guru dalam berbagai aspek dengan harapan terjadi akuisisi program dan kegiatan termasuk pengambilan keputusan. Upaya pelibatan guru dalam pembuatan keputusan bertujuan membantu guru mencapai kepuasan kerjanya. Kepala sekolah yang efektif dan guru yang puas dapat berkontribusi secara signifikan terhadap sekolah yang efektif dan sekolah yang efektif berbanding lurus dengan terciptanya pendidikan yang berkualitas.

Sekalipun ide dan gagasan ini dapat dipahami dengan baik, literatur yang menunjukkan ide dan gagasan, terutama hasil-hasil penelitian tentang gaya pembuatan keputusan kepala sekolah masih sangat sedikit terpublikasi, terlebih dalam konteks sekolah di Indonesia. Oleh karena itu, buku ini hadir dalam upaya mengatasi kesenjangan ini dengan harapan dapat berguna bagi para pembaca, terutama peneliti, dosen, pemimpin pendidikan, guru, dan mereka yang peduli terhadap kualitas Pendidikan di Indonesia.",,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22853,published,['L1'],public,,2020-06-30 03:33:31,pub,7,['FKIP5'],Aura,,disk0/00/02/28/53,214,,2020-06-30 03:33:31,,"[{'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36393', 'formatdesc': 'Pembuatan keputusan yang efektif oleh kepala sekolah di berbagai jenjang pendidikan sangat penting karena akan berkontribusi terhadap komitmen guru dan prestasi siswa.', 'security': 'public', 'placement': 2, 'eprintid': 22853, 'rev_number': 2, 'language': 'id', 'mime_type': 'application/pdf', 'content': 'published', 'docid': 36393, 'main': '0 Hariri 2020 Buku Beferensi Pembuatan Keputusan Kepala Sekolah.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/209774', 'filename': '0 Hariri 2020 Buku Beferensi Pembuatan Keputusan Kepala Sekolah.pdf', 'objectid': 36393, 'filesize': 1708545, 'mtime': '2020-06-29 19:08:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '87491021eea32099ae7771a17ff47bf2', 'fileid': 209774, 'datasetid': 'document'}], 'format': 'text'}]",2020-06-30 03:33:31,22853,,archive,show,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",book,Pembuatan Keputusan Kepala Sekolah: Prediktor Kepuasan Kerja Guru dalam Memantapkan Komitmen Guru dan Meningkatkan Prestasi Siswa,TRUE,19502.0,,,,,Bandar Lampung,,978-623-211-187-5,109.0,,,,
12,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/34016,published,['L1'],public,,2021-09-21 00:57:19,pub,7,['FKIP5'],,,disk0/00/03/40/16,214,,2021-09-21 00:57:19,,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-20 16:18:39', 'objectid': 154284, 'filesize': 758876, 'filename': 'HakiReviewPembKep.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401712', 'datasetid': 'document', 'fileid': 401712, 'mime_type': 'application/pdf', 'hash': '3a71979d16546d95cdb9191fdf8c0b4d'}], 'main': 'HakiReviewPembKep.pdf', 'docid': 154284, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34016, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154284'}]",2021-09-21 00:57:19,34016,EC00202035584,archive,show,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}}]",patent,REVIEW dan PENGESAHAN Pembuatan Keputusan Kepala Sekolah: Prediktor Kepuasan Kerja Guru dalam Memantapkan Komitmen Guru dan Meningkatkan Prestasi Siswa,,29334.0,,,,,,Hasan Hariri,,,,,,
13,"Menjadi reviewer pada jurnal internasional bereputasi SAGE Open: reviewing manuscript # SO-19-3358 entitled ""Special Education Teachers’ Readiness to Teach Students with Severe Disabilities in Inclusive Classrooms"" for SAGE Open (bukti: email dari SAGE Open terlampir tanggal 18-Jan-2020).",,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30008,completed,['L1'],public,,2021-05-05 07:39:25,pub,7,['FKIP5'],SAGE open,,disk0/00/03/00/08,214,,2021-05-05 07:39:25,,"[{'eprintid': 30008, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134675', 'format': 'text', 'docid': 134675, 'main': '3 Reviewer SAGE Open Januari 2020.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '009f7206b643b537cf1c53abd62b452b', 'datasetid': 'document', 'fileid': 355682, 'filename': '3 Reviewer SAGE Open Januari 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355682', 'filesize': 59893, 'objectid': 134675, 'mtime': '2021-05-05 07:21:15', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-05-05 07:39:25,30008,,archive,show,,"[{'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",other,"Reviewing manuscript # SO-19-3358 entitled ""Special Education Teachers’ Readiness to Teach Students with Severe Disabilities in Inclusive Classrooms"" for SAGE Open in January 2020",,,,,,,,,,,,,,
14,"Menjadi reviewer pada jurnal internasional bereputasi SAGE Open: reviewing manuscript # SO-20-3257 entitled ""A CROSS-SECTIONAL MIXED-METHODS STUDY OF PERSONAL AND ENVIRONMENT-RELATED FACTORS AND PERCEIVED STRESS AMONG TEACHERS OF LEARNERS WITH SPECIAL NEEDS"" for SAGE Open (bukti: email dari SAGE Open terlampir tanggal 11-Dec-2020).",,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30010,completed,['L1'],public,,2021-05-05 07:39:30,unpub,7,['FKIP5'],SAGE open,,disk0/00/03/00/10,214,,2021-05-05 07:39:30,,"[{'eprintid': 30010, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134686', 'format': 'text', 'main': '5 Reviewer Jurnal SAGE Open Desember 2020.pdf', 'docid': 134686, 'files': [{'mime_type': 'application/pdf', 'hash': 'ca8b204d39066b3c55659b69ae519f84', 'fileid': 355705, 'datasetid': 'document', 'filename': '5 Reviewer Jurnal SAGE Open Desember 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355705', 'filesize': 72375, 'objectid': 134686, 'mtime': '2021-05-05 07:29:07', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-05-05 07:39:30,30010,,archive,show,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'honourific': None, 'lineage': None, 'family': 'Hariri'}}]",other,"Reviewing manuscript # SO-20-3257 entitled ""A CROSS-SECTIONAL MIXED-METHODS STUDY OF PERSONAL AND ENVIRONMENT-RELATED FACTORS AND PERCEIVED STRESS AMONG TEACHERS OF LEARNERS WITH SPECIAL NEEDS"" for SAGE Open in December 2020",,,,,,,,,,,,,,
15,"Menjadi article editor pada jurnal internasional bereputasi SAGE Open: running the peer-review process for manuscript # SO-19-3132 entitled ""The Relationship Between School Principals’ Paternalistic Leadership and Teachers’ Job Burnout: An Action Research*"" for SAGE Open Open (bukti: email dari SAGE Open terlampir tanggal 19-Jan-2020).",,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30009,completed,['L1'],public,,2021-05-05 07:39:27,pub,7,['FKIP5'],SAGE open,,disk0/00/03/00/09,214,,2021-05-05 07:39:27,,"[{'eprintid': 30009, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134680', 'format': 'text', 'files': [{'hash': 'f65a13f99d3e2145f26bd7c02e615b7c', 'mime_type': 'application/pdf', 'fileid': 355693, 'datasetid': 'document', 'mtime': '2021-05-05 07:26:23', 'hash_type': 'MD5', 'filename': '4 Article Editor  SAGE Open Januari 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355693', 'filesize': 129850, 'objectid': 134680}], 'main': '4 Article Editor  SAGE Open Januari 2020.pdf', 'docid': 134680, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-05-05 07:39:27,30009,,archive,show,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}}]",other,"Running the peer-review process for manuscript # SO-19-3132 entitled ""The Relationship Between School Principals’ Paternalistic Leadership and Teachers’ Job Burnout: An Action Research*"" for SAGE Open Open",,,,,,,,,,,,,,
16,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24452,published,['L1'],public,,2020-11-02 04:20:48,pub,10,['FKIP5'],Menkumham,,disk0/00/02/44/52,214,,2020-11-02 04:20:48,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'published', 'docid': 38187, 'main': 'Hariri et al Sep 2020 Haki sertifikat_EC00202035583 Kepemimpinan Sekolah.pdf', 'files': [{'objectid': 38187, 'filesize': 781802, 'filename': 'Hariri et al Sep 2020 Haki sertifikat_EC00202035583 Kepemimpinan Sekolah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222318', 'hash_type': 'MD5', 'mtime': '2020-11-01 17:14:23', 'fileid': 222318, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'f7a9e7b27a16d07ceca179c312a8aee6'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38187', 'security': 'public', 'formatdesc': 'HAKI', 'placement': 1, 'eprintid': 24452}]",2020-11-02 04:20:48,24452,,archive,show,,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ridwan', 'given': 'Ridwan'}, 'id': 'ridwanrosidimuawi@gmail.com'}, {'name': {'given': 'Dedy H.', 'family': 'Karwan', 'lineage': None, 'honourific': None}, 'id': 'dhkarwan@yahoo.co.id'}]",other,Kepemimpinan Sekolah dan Pengaruhnya terhadap Kinerja Guru dalam Mendongkrak Prestasi Siswa,,,,,,,,,,,,,,
17,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/34015,published,['L1'],public,,2021-09-21 00:57:15,pub,7,['FKIP5'],,,disk0/00/03/40/15,214,,2021-09-21 00:57:15,,"[{'format': 'text', 'main': 'HakiReviewKeppmn.pdf', 'files': [{'datasetid': 'document', 'fileid': 401700, 'hash': '2e073ec1ba86faeb95b42f37f656aacd', 'mime_type': 'application/pdf', 'objectid': 154278, 'filesize': 873969, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401700', 'filename': 'HakiReviewKeppmn.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-20 16:12:41'}], 'docid': 154278, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 34015, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154278', 'pos': 1}]",2021-09-21 00:57:15,34015,EC00202035583,archive,show,,"[{'name': {'family': 'Hariri', 'lineage': None, 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'given': 'Ridwan', 'honourific': None, 'family': 'Ridwan', 'lineage': None}}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'given': 'Dedy H.', 'family': 'Karwan', 'lineage': None, 'honourific': None}}]",patent,Kepemimpinan Sekolah dan Pengaruhnya terhadap Kinerja Guru dalam Mendongkrak Prestasi Siswa,,29333.0,,,,,,"Hasan Hariri, Ridwan, Dedy H. Karwan",,,,,,
18,"Summary and Keywords
Teachers matter for many reasons, particularly because they can make a difference in student achievement. Student achievement can help improve school and education quality. Teacher commitment to teaching and its associated aspects are explored, including the characteristics of committed teachers. Committed teachers are characterized by four qualities: having a desire to be good teachers, being more fact purveyors and sources, recognizing and accepting individual worth, and meeting professional responsibilities. Thus, committed teachers need to be prepared, to maintain their commitment, and to improve their performance. Principals can help teachers be committed to teaching, for example, by implementing leadership styles that contribute to their commitment. Education policymakers can make the teaching profession be more appealing by elevating its status, similar to that of doctors, to attract the best candidates.

Keywords: teacher commitment, teaching, student, learning, student achievement, committed teachers",,2020-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22984,published,['L1'],public,The online ISBN of the ORE of Education is 9780190264093,2020-07-02 08:13:16,pub,6,['FKIP5'],Oxford University Press,Oxford Research Encyclopedia of Education,disk0/00/02/29/84,214,,2020-07-02 08:13:16,https://oxfordre.com/education/view/10.1093/acrefore/9780190264093.001.0001/acrefore-9780190264093-e-697,"[{'placement': 1, 'eprintid': 22984, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36540', 'pos': 2, 'security': 'public', 'main': '00 Teacher Commitment_pic_ok.pdf', 'docid': 36540, 'files': [{'mime_type': 'application/pdf', 'hash': '162c50b94e6f71b47e791d35e33d7425', 'fileid': 210748, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210748', 'filename': '00 Teacher Commitment_pic_ok.pdf', 'filesize': 2356217, 'objectid': 36540, 'mtime': '2020-07-02 07:15:52', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 3, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published'}]",2020-07-02 08:13:16,22984,http://dx.doi.org/10.1093/acrefore/9780190264093.013.697,archive,show,1-21,"[{'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'bambang@um.edu.my', 'name': {'given': 'Bambang', 'family': 'Sumintono', 'lineage': None, 'honourific': None}}]",article,Teacher Commitment to Teaching,TRUE,19499.0,,,,,,,,,,,,
19,"equal of student learning consequences. Principal performances are also in line with teachers' output and self-esteem. In this case, it can be said that the principal's working area creates a feeling of comfort for teachers. The principal performances create the feeling at home in encouraging teachers and employees to work in harmony with the rules and programs that have been delineated so that work output becomes great and pupil learning outcomes also upsurge. One of the teachers’ productivity can be seen from the teachers’ pedagogical proficiency. Pedagogical proficiency is a talent for understanding students and management of educational and dialogical learning. This study targets to determine in what way the impact of the principal’s performance on teachers’ pedagogical competence.
Research Methodology: The method used is the method of search and review. The review process starts with the search engine, Google scholar and reviewing related articles about principal performance and teachers’ pedagogical competence.
Results: The results from 22 reviewed articles are that the role of the principal’s performance is very influential in affecting the teacher's pedagogical competence.
Limitations: Since this study includes many cases, further research could include performing to analyze how principal performance could affect teacher pedagogical competence.
Contribution: This study can be useful in Faculty of Teacher Training and Education Lampung University and secondary education level",1.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33991,published,['L1'],public,2746-623X,2021-09-20 01:07:32,pub,6,['FKIP5'],"Journal of Social, Humanity, and Education (JSHE)","Journal of Social, Humanity, and Education (JSHE)",disk0/00/03/39/91,968,1,2021-09-20 01:07:32,https://doi.org/10.35912/jshe.v1i1.259,"[{'placement': 1, 'eprintid': 33991, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154242', 'pos': 1, 'security': 'public', 'docid': 154242, 'main': '3. 259-Full Manuscript-720-2-10-20200930.pdf', 'files': [{'datasetid': 'document', 'fileid': 401507, 'mime_type': 'application/pdf', 'hash': '5850e043dbaf0af8da7ea200fa62d0be', 'hash_type': 'MD5', 'mtime': '2021-09-19 16:29:58', 'filesize': 438681, 'objectid': 154242, 'filename': '3. 259-Full Manuscript-720-2-10-20200930.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401507'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-09-20 01:07:32,33991,,archive,show,13-26,"[{'name': {'given': 'Heru', 'honourific': None, 'lineage': None, 'family': 'Heru Siswanto'}}, {'name': {'given': 'Hariri', 'family': 'Hasan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Ridwan', 'honourific': None, 'lineage': None, 'family': 'Ridwan'}}]",article,The influence of principal performance on teachers’ pedagogical competence,TRUE,,,,,,,,,,[{'url': 'https://doi.org/10.35912/jshe.v1i1.259'}],,,
20,INOVASI & KREATIVITAS PENGEMBANGAN INSTITUSI PENDIDIKAN,,2020-05-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22065,published,['L1'],public,,2020-06-08 01:30:24,pub,8,['FKIP5'],,,disk0/00/02/20/65,685,,2020-06-08 01:30:24,,"[{'placement': 1, 'eprintid': 22065, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35460', 'pos': 1, 'security': 'public', 'docid': 35460, 'main': 'sertifikat_EC00202014492 Dedy.pdf', 'files': [{'filesize': 769701, 'objectid': 35460, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203366', 'filename': 'sertifikat_EC00202014492 Dedy.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-08 01:24:09', 'datasetid': 'document', 'fileid': 203366, 'mime_type': 'application/pdf', 'hash': 'd762b26bc9ce2bd4318266fdef340144'}], 'format': 'text', 'language': 'id', 'rev_number': 2, 'mime_type': 'application/pdf', 'content': 'accepted'}]",2020-06-08 01:30:24,22065,EC00202014492,archive,show,,"[{'name': {'family': 'Karwan', 'lineage': None, 'honourific': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",patent,INOVASI & KREATIVITAS PENGEMBANGAN INSTITUSI PENDIDIKAN,,,,,,,,Buku,,,,,,
21,"Kegiatan pengabdian kepada masyarakat ini adalah secara khusus ditujukan kepada guru-guru Sekolah
Menengah Kejuruan (SMK) Muhammadiyah Provinsi Lampung, yang secara umum perlu ditingkatkan
pengetahuan dan kemampuannya dalam menulis artikel ilmiah yang merupakan salah satu unsur penting
dalam  pengembangan keprofesian berkelanjutan (PKB) guru. Tujuan kegiatan ini adalah untuk (1)
memberikan pengetahuan dan pemahaman tentang cara-cara menulis karya ilmiah khususnya artikel
jurnal nasional, (2) membantu guru menghasilkan karya ilmiah berupa naskah artikel tentang pendidikan
sesuai bidang dan program keahlian mereka di sekolah untuk layak terbit setidak-tidaknya pada jurnal
nasional.Pelatihan ini diawali dengan penjelasan disertai contoh-contoh (dari judul, latar belakang,
metode, hasil, pembahasan, kesimpulan, implikasi, dan referensi).  Selanjutnya peserta diberi tugas
latihan menulis dengan topik sesuai minat mereka dan dibawa pulang, dan setelah lima hari bertemu lagi
dengan membawa hasil tulisan mereka. Secara umum perubahan pengetahuan dan kemampuan sebagai
hasil pelatihan, yaitu peserta dapat meningkatkan pengetahuan dan kemampuan menulis karya  ilmiah,
dibandingkan sebelum pelatihan, berdasarkan kenaikan skor rata-rata yang meningkat dan hasil
interview setelah mengikuti proses pelatihan. 

Kata kunci:Guru, Karya Ilmiah, Pelatihan, Penulisan",4.0,2020-03-27 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19500,published,['L1'],public,e-ISSN: 2550-1089,2020-05-08 01:54:27,pub,9,['FKIP5'],LPPM Unila,SAKAI SAMBAYAN Jurnal Pengabdian kepada Masyarakat,disk0/00/01/95/00,214,1,2020-05-08 01:54:27,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/196,"[{'placement': 1, 'eprintid': 19500, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32730', 'security': 'public', 'main': 'Karya Pengabdian Penulisan KTI.pdf', 'docid': 32730, 'files': [{'mime_type': 'application/pdf', 'hash': '623bfd2e5a5627daed6c83101acd2ce8', 'datasetid': 'document', 'fileid': 162936, 'filename': 'Karya Pengabdian Penulisan KTI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/162936', 'filesize': 152129, 'objectid': 32730, 'mtime': '2020-05-07 11:39:01', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-05-08 01:54:27,19500,,archive,show,66-71,"[{'name': {'honourific': None, 'family': 'Karwan', 'lineage': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}}]",article,Pelatihan Penulisan Karya Tulis Ilmiah bagi Guru SMK Muhammadiyah,TRUE,,,,,,,,,,,,,
22,"Abstract: Partnership Management in Industry-Based Learning in Vocational School,Lampung Province. Objective: Research on implementing partnerships in industry-based learning is a way to find out whether the quality improvement program for vocational secondary
schools in Indonesia still needs improvement. This is because there are still many graduates who cannot be absorbed in industries where graduates apply for work, due to one important issue that learning programs in vocational secondary schools tend to be oriented on teaching subjects, and
do not focus on teaching competencies following the needs of the workforce. Method: This
research used a qualitative research approach considered effective to find out the root of the very basic problems of management and quality and the relevance of learning in vocational secondary
schools to get a solution. Findings: The authors found problems in the following areas: 1)
vocational secondary school learning guidance patterns, 2) reorientation of expertise programs and industry-based learning, 3) dual system education, 4) partnership management model of industry-based learning (teaching factory and production-based training). Conclusion: The
management of vocational high school learning still needs to be improved by its learning system based on the needs of employment in industries, by implementing partnership management together with industry or partner institutions, so that all stakeholders can play an optimal role in producing graduates who are competent in their fields.",8.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24451,published,['L1'],public,e-ISSN: 2716-4616 | p-ISSN 2302-1772,2020-11-02 04:19:57,pub,7,['FKIP5'],FKIP Unila,Jurnal Manajemen Mutu Pendidikan,disk0/00/02/44/51,214,2,2020-11-02 04:19:57,http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21051,"[{'files': [{'filename': 'Hariri et 2020 JMMP Partnership Management in IndustryBased Learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222310', 'objectid': 38186, 'filesize': 287479, 'mtime': '2020-11-01 16:56:51', 'hash_type': 'MD5', 'hash': '5f781206487c4b2bc32daa6088b7ae31', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 222310}], 'main': 'Hariri et 2020 JMMP Partnership Management in IndustryBased Learning.pdf', 'docid': 38186, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'published', 'placement': 1, 'eprintid': 24451, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38186', 'pos': 1, 'security': 'public'}]",2020-11-02 04:19:57,24451,DOI: 10.23960/jmmp .v8.i2.2020,archive,show,8-17,"[{'id': 'dhkarwan@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Karwan', 'given': 'Dedy H.'}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}}, {'name': {'given': 'Ridwan', 'family': 'Ridwan', 'lineage': None, 'honourific': None}, 'id': 'ridwanrosidimuawi@gmail.com'}]",article,Partnership Management in Industry-Based Learning in Vocational Secondary Schools of Lampung Province,TRUE,,,,,,,,,,,,,
23,,,2020-03-12 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28832,,"['L1', 'LB1501', 'LC5201']",public,,2021-04-05 04:49:44,pub,9,['FKIP5'],JPP FKIP Universitas Lampung,,disk0/00/02/88/32,214,,2021-04-05 04:49:44,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42924', 'security': 'public', 'placement': 1, 'eprintid': 28832, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 42924, 'main': 'Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.pdf', 'files': [{'mtime': '2021-04-01 08:36:23', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255839', 'filename': 'Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.pdf', 'filesize': 3711077, 'objectid': 42924, 'mime_type': 'application/pdf', 'hash': 'cb155a3566fd47adb8844dd00bc7db3f', 'datasetid': 'document', 'fileid': 255839}], 'format': 'text'}]",2021-04-05 04:49:44,28832,,archive,show,,"[{'id': 'dhkarwan@yahoo.co.id', 'name': {'honourific': None, 'family': 'Karwan', 'lineage': None, 'given': 'Dedy H.'}}, {'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'given': 'Ridwan', 'family': 'Ridwan', 'lineage': None, 'honourific': None}, 'id': None}]",other,"Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia.",,,,,,,,,,,,,,
