,metadata_visibility,editors,eprint_status,eprintid,datestamp,pages,documents,lastmod,userid,refereed,title,type,isbn,subjects,date_type,uri,date,divisions,publisher,dir,related_url,ispublished,rev_number,status_changed,full_text_status,thesis_name,creators,thesis_type,department,institution,official_url,number,pagerange,abstract,volume,issn,publication,id_number,succeeds,pres_type,event_title,event_type
10,show,,archive,29789,2021-04-30 01:14:18,,"[{'format': 'text', 'main': '7 Tesis Nizam Pahlepi.pdf', 'docid': 43992, 'files': [{'mime_type': 'application/pdf', 'hash': 'd34df28443ed7f6836de06140c944bc6', 'fileid': 263597, 'datasetid': 'document', 'mtime': '2021-04-29 10:37:13', 'hash_type': 'MD5', 'filename': '7 Tesis Nizam Pahlepi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/263597', 'filesize': 369320, 'objectid': 43992}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 29789, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43992', 'pos': 1}]",2021-04-30 01:14:18,214,,"Pengaruh Kepemimpinan Kepala Madrasah, Pengembangan Profesi, dan Kepercayaan Diri terhadap Kinerja Guru di Madrasah Ibtidaiyah Negeri Kota Bandar Lampung",thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29789,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/97/89,,unpub,7,2021-04-30 01:14:18,public,other,"[{'name': {'given': 'Nizam', 'family': 'Pahlepi', 'lineage': None, 'honourific': None}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
11,show,,archive,22980,2020-07-02 02:14:52,,"[{'format': 'text', 'main': '3 Karwan 2019 Management of Education ImplementationSystems.pdf', 'files': [{'hash': 'b9a11b175a0d97dce44930a4a4d841f7', 'mime_type': 'application/pdf', 'fileid': 210671, 'datasetid': 'document', 'mtime': '2020-07-01 19:33:35', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210671', 'filename': '3 Karwan 2019 Management of Education ImplementationSystems.pdf', 'filesize': 327937, 'objectid': 36531}], 'docid': 36531, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 4, 'eprintid': 22980, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36531', 'pos': 2}]",2020-07-02 02:14:52,685,TRUE,Management of Education Implementation Systems in Special Development Institute of Class II Bandar Lampung,article,,['L1'],,http://repository.lppm.unila.ac.id/id/eprint/22980,2019-10-01 00:00:00.000000000,['FKIP5'],www.rsisinternational.org,disk0/00/02/29/80,,pub,9,2020-07-02 02:14:52,public,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Pratiwi', 'given': 'Norma Indah'}, 'id': 'normaindahpertiwi@gmail.com'}, {'name': {'given': 'Irawan', 'honourific': None, 'lineage': None, 'family': 'Suntoro'}, 'id': 'irawan.suntoro@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Karwan', 'honourific': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",,,,,10.0,591-595,"The concept of fulfilling the right to get education and teaching for correctional students in the Special Child Guidance Institution is to carry out education and teaching as sufficient provisions to continue their lives in the community with other communities after completing the training period. The education provided also aims to provide basic abilities to students to develop their lives as individuals, community members, citizens, and members of humanity. The implementation of prison rights as foster citizens at the Institute for Special Development of Children requires supporting facilities and infrastructure. One of them is a place to implement the rights of tegineneng correctional students is one of the Special Child Development Institutions in the Bandar Lampung region and the only one in Lampung province, Bandar Lampung Special Class II Child Development Institution has a distinct advantage from the Other Child Special Coaching Institutions namely the Institute Special Development for Children in Bandar Lampung Class II prioritizes the issue of Education. The number of students of the Special Guidance Institute for Class II in Bandar Lampung is based on the number that is differentiated or classified according to the level of classes taken before being placed in the Special Guidance Institute for Children in Bandar Lampung. that the system is a whole that has parts arranged systematically, the parts are interrelated with one another, and care for the environmental context.",3.0,2454-6186,International Journal of Research and Innovation in Social Science (IJRISS),,17208.0,,,
12,show,,archive,11131,2019-04-29 07:55:19,,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 2, 'main': 'green school-rahmanB.docx', 'files': [{'hash': 'cdf7e6cec81c5248a2b35059771a82f4', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 101723, 'mtime': '2018-10-31 10:18:44', 'hash_type': 'MD5', 'filename': 'green school-rahmanB.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/101723', 'objectid': 24124, 'filesize': 34936}], 'docid': 24124, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24124', 'security': 'public', 'placement': 1, 'eprintid': 11131}, {'format': 'text', 'docid': 24153, 'main': '16.  Rahman_2019_J._Phys.__Conf._Ser._1155_012086.pdf', 'files': [{'filesize': 847812, 'objectid': 24153, 'filename': '16.  Rahman_2019_J._Phys.__Conf._Ser._1155_012086.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/101931', 'hash_type': 'MD5', 'mtime': '2019-04-15 06:45:35', 'datasetid': 'document', 'fileid': 101931, 'mime_type': 'application/pdf', 'hash': 'b15a30c05ee925edd1b38f4d4e250ab9'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 11131, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24153', 'pos': 2}]",2019-04-29 07:55:19,435,TRUE,"Green School Based Management Model as A Powerfull Alternative Solution to Overcome Global Climate Change: A Need  Assesement Survey Analysis of Teacher in Lampung, Indonesia",article,,['L1'],published,http://repository.lppm.unila.ac.id/id/eprint/11131,2019-02-01 00:00:00.000000000,['FKIP5'],IOP Publishing,disk0/00/01/11/31,,pub,8,2019-04-29 07:55:19,public,,"[{'name': {'given': 'Bujang', 'honourific': None, 'lineage': None, 'family': 'Rahman'}, 'id': 'bujang.suropati@gmail.com'}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}}, {'name': {'lineage': None, 'family': 'Riswandi', 'honourific': None, 'given': 'riswandi'}, 'id': 'riswandi.unila@gmail.com'}, {'id': 'hervin.maulina@staff.unila.ac.id', 'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Hervin'}}]",,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012086,1.0,1-6,"The roles and responsibilities of schools in dealing with 21st-century problems, especially those related to global climate change which treats the entire world, become a challenge for school communities to take part to overcome this problem we proposed Green School Based Management Model (Green SBM Model). Green SBM Model is a new model that has been proposed to be conducted in all schools in Lampung. Just because the existed SBM Model focused on school improvement plans/ learning outcomes only (management of human resources, materials, finance, strategic planning, program management, and marketing oriented). Before conducting Green SBM Model, we do need assessment surve for the teacher in Lampung Indonesia to know teacher perception about global warming and its solution. The design of this study is a cross-sectional non-experimental descriptive survey approach using a questionnaire to 107 teachers in Lampung, Indonesia. Based on data analysis, it can be concluded that all of the teachers realized the negative impact of global warming and they should take a part in overcoming the negative impact of global warming. Besides that, teachers also believed that Green School Based Management Model is a powerful model which can be a solution to overcome the negative impact of global warming",1155.0,Print : 1742-6588 Online : 1742-6596,Journal of Physics: Conference Series,,9179.0,paper,YOUNG SCHOLAR SYMPOSIUM ON TRANSDISCIPLINARY IN EDUCATION AND ENVIRONMENT 2018,conference
13,show,,archive,29967,2021-05-05 01:03:41,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'datasetid': 'document', 'fileid': 355205, 'hash': 'f91a0bcbc2acaf3d49f16d19f5a8b071', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-04 14:52:47', 'objectid': 134464, 'filesize': 512049, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355205', 'filename': '23 Yolanda Regina p2.pdf'}], 'main': '23 Yolanda Regina p2.pdf', 'docid': 134464, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134464', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29967}]",2021-05-05 01:03:41,214,,mplementasi Kebijakan Penguatan Karakter di SD IT Pelita Khoirul Ummah Bandar Lampung,thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29967,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/99/67,,unpub,7,2021-05-05 01:03:41,public,other,"[{'name': {'honourific': None, 'family': 'Regina', 'lineage': None, 'given': 'Yolanda'}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
14,show,,archive,33984,2021-09-20 01:07:14,,"[{'placement': 1, 'eprintid': 33984, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154232', 'security': 'public', 'files': [{'objectid': 154232, 'filesize': 377181, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401457', 'filename': '4. 18774-43050-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 15:33:40', 'datasetid': 'document', 'fileid': 401457, 'mime_type': 'application/pdf', 'hash': 'f81627cf6d3b29b14b018699a0d945d5'}], 'main': '4. 18774-43050-1-PB.pdf', 'docid': 154232, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-09-20 01:07:14,968,TRUE,RelationshipCompetencyOf Special Assistant Teacher with slow learner Learning outcomes,article,,['L1'],published,http://repository.lppm.unila.ac.id/id/eprint/33984,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/03/39/84,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/pgsd/article/view/18774', 'type': 'pub'}]",pub,6,2021-09-20 01:07:14,public,,"[{'name': {'given': 'Soleha', 'honourific': None, 'lineage': None, 'family': 'Soleha'}}, {'name': {'lineage': None, 'family': 'Sowiyah', 'honourific': None, 'given': 'Sowiyah'}}, {'name': {'honourific': None, 'family': 'supriyadi', 'lineage': None, 'given': 'supriyadi'}}]",,,,,8.0,,"The purpose of this study was to find out the positive and significant relationship between pedagogical competencies of the special assistant teacher with the result of learning Indonesian children slow learning in Metro City Inclusive Elementary Schools. This type of research is ex-postfacto correlation. The population is 52 teachers and the research sample is 40 teachers. Data collection tools are questionnaire observation, documentation studies, and interviews. Analysis of he data used is product moment correlation. Based on the research data analysis it can be concluded that there is a positive and significant relationship between pedagogic competencies of the special assistant teacher with the results of learning Indonesian children slow learning.",7.0,,Pedagogi : Jurnal Pendidikan Dasar,,,,,
15,show,,archive,29785,2021-04-30 01:14:09,,"[{'eprintid': 29785, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43988', 'pos': 1, 'format': 'text', 'main': '3 Tesis Gesca Sonarita.pdf', 'files': [{'fileid': 263569, 'datasetid': 'document', 'hash': '8dc861211231015f48ec3ea5612858bf', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:26:08', 'filesize': 413806, 'objectid': 43988, 'filename': '3 Tesis Gesca Sonarita.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/263569'}], 'docid': 43988, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-04-30 01:14:09,214,,"Pengaruh Iklim Organisasi, Budaya Organisasi, dan Motivasi Berprestasib terhadap Komitmen Organisasi Pegawai di Institut Teknologi Sumatera Lampung",thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29785,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/97/85,,unpub,7,2021-04-30 01:14:09,public,other,"[{'name': {'given': 'Gesca', 'honourific': None, 'family': 'Sonarita', 'lineage': None}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
16,show,,archive,33975,2021-09-20 01:06:45,184.0,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154223', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33975, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154223, 'main': 'Buku Pengambilan Keputusan & Analisis Kebijakan.pdf', 'files': [{'filename': 'Buku Pengambilan Keputusan & Analisis Kebijakan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401400', 'filesize': 1136490, 'objectid': 154223, 'mtime': '2021-09-19 13:53:39', 'hash_type': 'MD5', 'hash': '3e9771cee504f53b68f51d54a7d43758', 'mime_type': 'application/pdf', 'fileid': 401400, 'datasetid': 'document'}], 'format': 'text'}]",2021-09-20 01:06:45,968,TRUE,Pengambilan Keputusan dan Analisis Kebijakan Pendidikan,book,978-623-228-137-0,['L1'],published,http://repository.lppm.unila.ac.id/id/eprint/33975,1970-01-01 00:00:00.000002019,['FKIP5'],Graha Ilmu,disk0/00/03/39/75,[{'type': 'pub'}],pub,7,2021-09-20 01:06:45,public,,"[{'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,,,,,
17,show,,archive,22854,2020-06-30 03:28:42,,"[{'docid': 36394, 'main': 'Hariri 2019 The role of districts in supporting school leaders’ instructional leadership.pdf', 'files': [{'hash': '689bd650d40acfa157cf64fff89680d0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 209781, 'mtime': '2019-10-28 07:29:42', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209781', 'filename': 'Hariri 2019 The role of districts in supporting school leaders’ instructional leadership.pdf', 'filesize': 156527, 'objectid': 36394}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 22854, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36394', 'security': 'public'}]",2020-06-30 03:28:42,214,TRUE,"The role of districts in supporting school leaders’ 
  instructional leadership:a view and experience from a 
  developing country",article,,['L1'],published,http://repository.lppm.unila.ac.id/id/eprint/22854,2019-09-09 00:00:00.000000000,['FKIP5'],Emerald Publishing Limited,disk0/00/02/28/54,"[{'type': 'pub', 'url': 'https://www.emerald.com/insight/content/doi/10.1108/JEA-09-2019-227/full/html'}]",pub,5,2020-06-30 03:28:42,public,,"[{'id': 'bambang@um.edu.my', 'name': {'lineage': None, 'family': 'Sumintono', 'honourific': None, 'given': 'Bambang'}}, {'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'piter@mp.upr.ac.id', 'name': {'lineage': None, 'family': 'Nugroho', 'honourific': None, 'given': 'Piter Joko'}}, {'name': {'given': 'Umi Anugerah', 'honourific': None, 'lineage': None, 'family': 'Izzati'}, 'id': 'umianugerah@unesa.ac.id'}, {'name': {'given': 'Joko', 'family': 'Sriyanto', 'lineage': None, 'honourific': None}, 'id': 'joko_sriyanto@uny.ac.id'}]",,,,https://www.emerald.com/insight/content/doi/10.1108/JEA-09-2019-227/full/html,5.0,591-600,,57.0,0957-8234,Journal of Educational Administration,10.1108/JEA-09-2019-227,14655.0,,,
18,show,,archive,22873,2020-06-30 03:31:49,,"[{'placement': 1, 'eprintid': 22873, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36418', 'pos': 1, 'security': 'public', 'main': 'Hariri 2019 The role of districts in supporting school leaders’ instructional leadership.pdf', 'files': [{'hash': '689bd650d40acfa157cf64fff89680d0', 'mime_type': 'application/pdf', 'fileid': 209920, 'datasetid': 'document', 'mtime': '2019-10-28 07:29:42', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209920', 'filename': 'Hariri 2019 The role of districts in supporting school leaders’ instructional leadership.pdf', 'objectid': 36418, 'filesize': 156527}], 'docid': 36418, 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",2020-06-30 03:31:49,214,TRUE,"The role of districts in supporting school leaders’ 
  instructional leadership:a view and experience from a 
  developing country",article,,['L1'],published,http://repository.lppm.unila.ac.id/id/eprint/22873,2019-09-09 00:00:00.000000000,['FKIP5'],Emerald Publishing Limited,disk0/00/02/28/73,"[{'type': 'pub', 'url': 'https://www.emerald.com/insight/content/doi/10.1108/JEA-09-2019-227/full/html'}]",pub,5,2020-06-30 03:31:49,public,,"[{'id': 'bambang@um.edu.my', 'name': {'honourific': None, 'family': 'Sumintono', 'lineage': None, 'given': 'Bambang'}}, {'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nugroho', 'given': 'Piter Joko'}, 'id': 'piter@mp.upr.ac.id'}, {'name': {'given': 'Umi Anugerah', 'honourific': None, 'lineage': None, 'family': 'Izzati'}, 'id': 'umianugerah@unesa.ac.id'}, {'id': 'joko_sriyanto@uny.ac.id', 'name': {'given': 'Joko', 'honourific': None, 'lineage': None, 'family': 'Sriyanto'}}]",,,,https://www.emerald.com/insight/content/doi/10.1108/JEA-09-2019-227/full/html,5.0,591-600,,57.0,0957-8234,Journal of Educational Administration,10.1108/JEA-09-2019-227,14655.0,,,
19,show,,archive,29964,2021-05-05 01:03:34,,"[{'files': [{'fileid': 355175, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8e6cefd5c92b21d725478d34e3dace07', 'hash_type': 'MD5', 'mtime': '2021-05-04 14:44:21', 'filesize': 481571, 'objectid': 134453, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355175', 'filename': '20 Suryadi p2.pdf'}], 'main': '20 Suryadi p2.pdf', 'docid': 134453, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 29964, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134453', 'pos': 1, 'security': 'public'}]",2021-05-05 01:03:34,214,,Analisis Faktor-Faktor yang Mempengaruhi Gaya Kepemimpinan Kepala Sekolah Berintegrasi di Provinsi Lampung,thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29964,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/99/64,,unpub,7,2021-05-05 01:03:34,public,other,"[{'name': {'given': 'Suryadi', 'honourific': None, 'lineage': None, 'family': 'Suryadi'}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
20,show,,archive,29790,2021-04-30 01:14:20,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43993, 'main': '8 Tesis Ria Silvita.pdf', 'files': [{'datasetid': 'document', 'fileid': 263604, 'hash': 'f4c39825a73c56571d21883aa35cef5d', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:39:33', 'objectid': 43993, 'filesize': 619372, 'filename': '8 Tesis Ria Silvita.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/263604'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43993', 'pos': 1, 'eprintid': 29790, 'placement': 1}]",2021-04-30 01:14:20,214,,"Pengaruh Leadership, Customer Focus, dan Process Approach terhadap Kinerja Karyawan Bagian Akademik di Biro Akademik dan Kemahasiswaan Universitas Lampung",thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29790,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/97/90,,unpub,7,2021-04-30 01:14:20,public,other,"[{'name': {'given': 'Ria Silvita', 'honourific': None, 'lineage': None, 'family': 'Tanum'}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
21,show,,archive,22981,2020-07-02 02:15:19,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'published', 'docid': 36534, 'main': '4 Karwan 2019 Principil Leadership Curriculum Change.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210681', 'filename': '4 Karwan 2019 Principil Leadership Curriculum Change.pdf', 'objectid': 36534, 'filesize': 675958, 'mtime': '2020-07-01 19:43:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fd5aa11fa6e2f6328866685669da9d33', 'datasetid': 'document', 'fileid': 210681}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36534', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 22981}]",2020-07-02 02:15:19,685,TRUE,Principal’Leadership and Teacher : Curriculum Change,article,,['L1'],,http://repository.lppm.unila.ac.id/id/eprint/22981,2019-06-01 00:00:00.000000000,['FKIP5'],www.rsisinternational.org,disk0/00/02/29/81,,pub,9,2020-07-02 02:15:19,public,,"[{'id': 'riastusianah@gmail.com', 'name': {'given': 'Rias', 'family': 'Tusianah', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suntoro', 'given': 'Irawan'}, 'id': 'irawan.suntoro@fkip.unila.ac.id'}, {'name': {'given': 'Dedy H.', 'honourific': None, 'family': 'Karwan', 'lineage': None}, 'id': 'dhkarwan@yahoo.co.id'}]",,,,,6.0,504-508,"The Education growth of a nation depends on the improvement in education. Human development to a great extend on the improvement in Education. The purpose of this study is to investigate  the effect of Curriculum Change  on  Principal’ Leadership and Teacher. A literature review was made in  Google Scholar and DOI . The finding of the researcher  that The Curriculum Change have impact on principals’ leadership and Teacher . Quality of education is a pillar to produce good and reliable human resources, so efforts should always be done continuously improvement  curriculum so that the curriclum change quality of education is better. Therefore, it is necessary to make special policies for improvement.",3.0,2454-6186,International Journal of Research and Innovation in Social Science (IJRISS),,17206.0,,,
22,show,,archive,29965,2021-05-05 01:03:36,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134454', 'eprintid': 29965, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 134454, 'main': '21 Titiek Wulandari p2.pdf', 'files': [{'fileid': 355182, 'datasetid': 'document', 'hash': 'ea260610676edb40f7338026654bbe4d', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-04 14:47:04', 'objectid': 134454, 'filesize': 261313, 'filename': '21 Titiek Wulandari p2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355182'}]}]",2021-05-05 01:03:36,214,,"Pengaruh Keterampilan Manajerial Kepala Sekolah, Disiplin Kerja, dan Motivasi Berprestasi Guru terhadap Kinerja Guru pada SMKN di Bandar Lampung",thesis,,['L1'],completed,http://repository.lppm.unila.ac.id/id/eprint/29965,1970-01-01 00:00:00.000002019,['FKIP5'],,disk0/00/02/99/65,,unpub,8,2021-05-05 01:03:36,public,other,"[{'name': {'given': 'Titiek', 'honourific': None, 'lineage': None, 'family': 'Wulandari'}}]",masters,MAP,Universitas Lampung,,,,,,,,,,,,
23,show,,archive,28821,2021-04-05 04:48:51,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'be1e040924537cf2fd9400286372a6d6', 'datasetid': 'document', 'fileid': 255768, 'mtime': '2021-04-01 05:32:51', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255768', 'filename': 'The role of districts in supporting school leaders instructional leadership a view and experience from a developing.pdf', 'objectid': 42914, 'filesize': 2849541}], 'main': 'The role of districts in supporting school leaders instructional leadership a view and experience from a developing.pdf', 'docid': 42914, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42914', 'pos': 1, 'eprintid': 28821, 'placement': 1}]",2021-04-05 04:48:51,214,,The role of districts in supporting school leaders’ instructional leadership: a view and experience from a developing country.,other,,"['L1', 'LB1501', 'LC5201']",,http://repository.lppm.unila.ac.id/id/eprint/28821,2019-09-09 00:00:00.000000000,['FKIP5'],Emerald Publishing Limited,disk0/00/02/88/21,,pub,9,2021-04-05 04:48:51,public,,"[{'name': {'honourific': None, 'family': 'piter', 'lineage': None, 'given': 'Joko N'}, 'id': None}, {'name': {'given': 'Sumitro', 'honourific': None, 'family': 'Bambang', 'lineage': None}, 'id': None}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}}, {'name': {'given': 'Sriyanto', 'family': 'Joko', 'lineage': None, 'honourific': None}, 'id': None}]",,,,,,,,,,,,,,,
