,metadata_visibility,datestamp,eprintid,eprint_status,official_url,lastmod,documents,userid,title,refereed,type,creators,subjects,date,uri,abstract,related_url,publisher,divisions,publication,dir,rev_number,ispublished,issn,full_text_status,status_changed,number,pagerange,volume,date_type,place_of_pub,id_number,funders,succeeds,corp_creators,pages,isbn
10,show,2022-08-15 01:33:26,44004,archive,https://ijcsrr.org/single-view/?id=4141&pid=4135,2022-08-15 01:33:26,"[{'eprintid': 44004, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166004', 'format': 'text', 'docid': 166004, 'main': '2. 02-02-2021_ijcsrr_Behavior of Educational Organizations___Dr Riswanti Rini.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/478751', 'filename': '2. 02-02-2021_ijcsrr_Behavior of Educational Organizations___Dr Riswanti Rini.pdf', 'objectid': 166004, 'filesize': 186686, 'mtime': '2022-08-13 08:11:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '796b3cf6effccf2054b695f7a2804beb', 'datasetid': 'document', 'fileid': 478751}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",998,"Behavior of Educational Organizations in Education for 
Sustainable Development",TRUE,article,"[{'name': {'honourific': None, 'family': 'Khairina', 'lineage': None, 'given': 'Hidayati'}}, {'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Rini', 'honourific': None, 'lineage': None, 'family': 'Riswanti'}}, {'name': {'given': 'Sowiyah', 'honourific': None, 'lineage': None, 'family': 'Sowiyah'}}]",['L1'],2021-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/44004,"This article deals with a literature review of internalizing Education of Sustainable Development (ESD) in Indonesia. 
The approach used in this research is a qualitative approach with a comparative descriptive method. Sustainable development is not 
only a way to overcome environmental crises, but also social and economic crises experienced in various parts of the world. One 
form of education that can have a major impact on development is Education for Sustainable. Development (ESD). Education for 
Sustainable Development enables every human being to acquire the knowledge, skills, attitudes and values needed to shape a 
sustainable future. The implementation of ESD in each school has various variations according to the school's perception. The 
condition of the school background is correlated with efforts to implement ESD practices. The supporting factor for the 
implementation of ESD in elementary schools is if the school has a good concept and implementation related to aspects of school 
policy, school strategy, conception of implementing components and commitment to implementing activities. The inhibiting factor 
for the implementation of ESD in elementary schools is if the school does not have good policies and strategies related to ESD 
development and a low level of awareness regarding the conception and commitment to implementing ESD-based activities",,International Journal of Current Science Research and Review,['FKIP5'],International Journal of Current Science Research and Review,disk0/00/04/40/04,6,pub,2581-8341,public,2022-08-15 01:33:26,8.0,,4.0,published,,,,,,,
11,show,2021-11-09 01:16:09,35591,archive,https://ijcsrr.org/single-view/?id=3499&pid=3452,2021-11-09 01:16:09,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/156481', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 35591, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'ARTIKEL Int Nuryadika&Hariri 022021 School Library Mgt.pdf', 'docid': 156481, 'files': [{'hash': '77c93ac8870e73c5c7da7c8f59f7c85a', 'mime_type': 'application/pdf', 'fileid': 414375, 'datasetid': 'document', 'mtime': '2021-11-08 15:16:49', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/414375', 'filename': 'ARTIKEL Int Nuryadika&Hariri 022021 School Library Mgt.pdf', 'objectid': 156481, 'filesize': 468516}], 'format': 'text'}]",214,School Library Management: A Literature Review,TRUE,article,"[{'id': None, 'name': {'given': 'Alifa Soraya', 'honourific': None, 'family': 'Nuryadika', 'lineage': None}}, {'name': {'given': 'Hasan', 'honourific': None, 'family': 'Hariri', 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",['L1'],2021-02-22 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35591,"This article aims to find out how school libraries is managed based on the literature review from previous research from several countries around the world. This article uses search and review methods, where the review process began with a search engine, Google scholar and IEEE, to search the articles with keywords. The authors found the scope of the reviewed articles was still very limited so it needs to be followed up related to school turnover management research. Result of the review show that
libraries can run optimally if they apply good management. The research about this topic is limited and this article is a literature review; so further research needs to be done related to school library management in general and to include other data collection methods including interview and questionnaire. The theoretical benefit of this article is to add knowledge about educational library management and the practical benefit is as an information for further research.",[{'url': 'https://ijcsrr.org/single-view/?id=3499&pid=3452'}],IJCSRR,['FKIP5'],International Journal of Current Science Research and Review,disk0/00/03/55/91,6,pub,2581-8341,public,2021-11-09 01:16:09,2.0,127-138,4.0,published,,https://doi.org/10.47191/ijcsrr/V4-i2-08,,,,,
12,show,2022-07-04 02:05:45,42871,archive,https://ummaspul.e-journal.id/maspuljr/article/view/1656,2022-07-04 02:05:45,"[{'files': [{'fileid': 469594, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'adcebe99855a015f6a5bcad81f2bbe50', 'hash_type': 'MD5', 'mtime': '2022-07-01 08:08:34', 'objectid': 164619, 'filesize': 501314, 'filename': 'document_zonation System on New__Edumaspul_.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/469594'}], 'main': 'document_zonation System on New__Edumaspul_.pdf', 'docid': 164619, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 42871, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164619', 'pos': 1, 'security': 'public'}]",998,Zonation Systems on New Student Admission Policies For Equality of Education in Indonesia,TRUE,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rahma Feberliantika', 'given': 'Sonia'}, 'id': 'soniarhmp@gmail.com'}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'family': 'Hariri', 'lineage': None, 'honourific': None, 'given': 'Hasan'}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Riswanti', 'lineage': None, 'given': 'Rini'}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/42871,"This research aims to show the problems that occur regarding the application of the new student admission system through the zoning system, the real impact and the implications of various constraints and problems from the application of the zoning system in acceptance of new students. This research is a literature research with data resources using previously study and information from trusted mass media. The results of the study explain that there are several problems that need to be resolved so that the application of the zoning system in the new student admissions policy can be carried out optimally. The problem is reducing the capacity of the achievement pathway, the condition of school accreditation is not evenly distributed, and many schools have inadequate classroom conditions. The impact of the implementation of the zoning system is that it makes it easier for students to attend school, equalizes the quality of schools, and creates perceptions of the limitations of school choices for students.",,"Universitas Muhammadiyah Enrekang, Indonesia",['FKIP5'],Edumaspul -  Jurnal Pendidikan,disk0/00/04/28/71,6,pub,2548-8201,public,2022-07-04 02:05:45,2.0,456-463,5.0,published,,,,,,,
13,show,2021-11-10 01:42:50,35686,archive,https://eudl.eu/doi/10.4108/eai.16-10-2020.2305216,2021-11-10 01:42:50,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156615', 'pos': 1, 'eprintid': 35686, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'PROSIDING Int Raolina&Hariri et al 2021 Principle Transformational.pdf', 'docid': 156615, 'files': [{'datasetid': 'document', 'fileid': 415193, 'mime_type': 'application/pdf', 'hash': 'de5dffc21ef83ea9995fa1ce9fb55379', 'hash_type': 'MD5', 'mtime': '2021-11-09 14:41:14', 'filesize': 275034, 'objectid': 156615, 'filename': 'PROSIDING Int Raolina&Hariri et al 2021 Principle Transformational.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/415193'}]}]",214,"Principal Transformational and Instructional
Leadership Styles to Create Effective Schools: A
Literature Review",TRUE,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Raolina', 'given': 'Herna'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Rini', 'lineage': None, 'given': 'Riswanti'}}]",['L1'],2021-03-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35686,The literature review was conducted to determine the transformational leadership style and instructional leadership of school principals to effective schools in various countries in the world including Indonesia. The study used the literature review method by examining journal articles about transformational leadership styles and instructional leadership towards effective schools. The results of this literature review show that effective schools are positively influenced by transformational and instructional leadership styles in various countries including Indonesia. This finding only analyzes journal articles. This finding will provide stakeholders with information on the findings implying the importance of the principal transformational and instructional leadership style in creating effective schools.,,EAI,['FKIP5'],European Union Digital Library,disk0/00/03/56/86,6,pub,,public,2021-11-10 01:42:50,,,,published,,http://dx.doi.org/10.4108/eai.16-10-2020.2305216,,,,,
14,show,2022-02-03 01:04:37,38873,archive,https://jbasic.org/index.php/basicedu/article/view/1688/pdf,2022-02-03 01:04:37,"[{'format': 'text', 'main': 'Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar..pdf', 'docid': 160019, 'files': [{'hash': '725a281267e95c26dd28e33866a97acb', 'mime_type': 'application/pdf', 'fileid': 438960, 'datasetid': 'document', 'mtime': '2022-02-02 14:30:30', 'hash_type': 'MD5', 'filename': 'Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/438960', 'objectid': 160019, 'filesize': 309785}], 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38873, 'placement': 1, 'formatdesc': 'Artikel', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160019', 'pos': 1}]",863,Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar.,TRUE,article,"[{'id': None, 'name': {'given': 'Diana', 'honourific': None, 'lineage': None, 'family': 'Resty'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'honourific': None, 'family': 'Herpratiwi', 'lineage': None}}, {'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Undang Rosidin', 'given': 'UR'}}]","['L1', 'LB1501', 'LC5201']",1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/38873,"Tujuan penelitian ini adalah mengembangkan instrumen asesmen kinerja berbasis literasi sains yang valid dan praktis pada pembelajaran tematik terpadu peserta didik kelas V Sekolah Dasar. Penelitian pengembangan ini mengikuti tujuh tahap metode Borg and Gall. Subjek penelitian pengembangan ini dibedakan menjadi dua, yaitu subjek uji coba produk adalah validasi ahli dan subjek uji coba pemakaian adalah 30 peserta didik kelas V A SDN 2 Harapan Jaya. Objek dalam penelitian ini adalah instrumen asesmen kinerja berbasis literasi sains pada pembelajaran tematik terpadu kelas V Sekolah Dasar. Data penelitian diperoleh melalui observasi, angket, dan dokumentasi.  Hasil  penelitian  menunjukkan  bahwa  produk  layak  digunakan,  yang  didapat  dari  rata-rata  hasil analisis  dataoleh  validator  ahli  85,8%  dengan  kriteria  sangat  layak.  Selanjutnya  hasil  analisis  instrumen penelitian diperoleh nilai KMOsebesar0,560>0,5 bahwa butir penilaian yang diamati pada lembar observasi baik untuk  digunakan. Hasil  uji  reliabilitas cronbach's alphamenunjukkan  0,621>0,5.  Maka  dapat  disimpulkan bahwa  instrumen  asesmen  kinerja  berbasis  literasi  sains  telah  valid  dan  sangat  praktis  digunakan  pada pembelajaran tematik peserta didik kelas V Sekolah Das",,Elementary Teacher Educatin Departement University of Pahlawan Tuanku Tambusai,['FKIP5'],Jurnal Basicedu Journal of Elementary Education,disk0/00/03/88/73,9,pub,2580-1147,public,2022-02-03 01:04:37,6.0,5937-5945,5.0,published,,,,,,,
15,show,2021-11-17 01:19:25,36921,archive,,2021-11-17 01:19:25,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157835', 'eprintid': 36921, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 157835, 'main': 'SURAT TUGAS DAN LAPORAN PENELITIAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-17 00:11:53', 'objectid': 157835, 'filesize': 1535017, 'filename': 'SURAT TUGAS DAN LAPORAN PENELITIAN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424141', 'datasetid': 'document', 'fileid': 424141, 'hash': 'f2b0c7ec6e14b29da21ede9bc026bdb6', 'mime_type': 'application/pdf'}]}]",2754,ANALISIS KEMAMPUAN LITERASI DIGITAL TERHADAP TINGKAT CURIOSITY DAN DETERMINASI MAHASISWA,,other,"[{'name': {'honourific': None, 'family': 'Riswanti', 'lineage': None, 'given': 'Rini'}, 'id': None}, {'id': 'nurain.suryadinata@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nurain', 'given': 'Suryadinata'}}, {'name': {'family': 'Ujang', 'lineage': None, 'honourific': None, 'given': 'Efendi'}, 'id': None}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/36921,"Perkembangan teknologi informasi diibaratkan seperti dua sisi mata uang yang memberikan efek positif dan negatif kepada masyarakat, sehingga diperlukan keterampilan literasi digital untuk dapat menurunkan dampak negatifnya. Pada hakikatnya literasi digital merupakan sebuah upaya pembelajaran berbasis media digital, di mana adanya penggabungan dua ilmu, yaitu ilmu pendidikan dan teknologi. Literasi mendorong individu untuk memiliki rasa ingin tahu (Curiosity) yang tinggi dan determinasi terhadap tantangan studi mahasiswa. Tujuan penelitian ini adalah menganalisis kemampuan literasi digital terhadap tingkat curiosity dan determinasi mahasiswa. Penelitian ini menggunakan pendekatan kuantitatif yang pengolahan datanya dilakukan dengan metode statistik. Jenis penelitian yang digunakan dalam penelitian ini adalah ex-post facto, peneliti mencoba untuk mengambil efek dari variabel dependen dan memeriksanya secara retrospektif untuk membangun penyebab, hubungan, asosiasi, atau artinya. Populasi dalam penelitian ini adalah mahasiswa di Indonesia dalam usia 17 – 22 tahun, sampel penelitian sebanyak 723 dengan pengambilan secara Random. Instrumen pengumpul data yang digunakan adalah digital literacy measurement, skala pengukuran Curiosity dan skala pengukuran determinasi diri. Analisis data menggunakan uji statistik yaitu uji Mann Whitney dan Regresi Linier Sederhana. Hasil utama dari penelitian ini adalah terdapat perbedaan literasi digital dan determinasi diri ditinjau dari jenis kelamin, tetapi dalam aspek Curiosity tidak ada perbedaan. Selanjutnya terdapat pengaruh positif literasi digital terhadap curiosity dan determinasi diri. Model prediksi literasi digital terhadap Curiosity adalah",,Fakultas Keguruan dan Ilmu Pendidikan Unila,['FKIP5'],,disk0/00/03/69/21,7,unpub,,public,2021-11-17 01:19:25,,,,,,,,,,,
16,show,2023-08-15 02:14:27,52372,archive,https://ijcsrr.org/,2023-08-15 02:14:27,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 253650, 'main': 'Implementation of Pancasila Ideology.pdf', 'files': [{'hash': '1c2728591d710759740fd74f4ac36f12', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 620714, 'mtime': '2023-08-15 01:54:57', 'hash_type': 'MD5', 'filename': 'Implementation of Pancasila Ideology.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/620714', 'filesize': 344739, 'objectid': 253650}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253650', 'eprintid': 52372, 'placement': 1}]",998,"Implementation of Pancasila Ideology in Indonesian Educational
Leadership: A Literature Review",TRUE,article,"[{'id': None, 'name': {'given': 'Rini', 'honourific': None, 'lineage': None, 'family': 'Riswanti'}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}, 'id': 'Sowi.unila@gmail.com'}]",['L1'],2021-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52372,"Pancasila plays an important role in responding to the times because the basic values of Pancasila can be developed
in the life of the Indonesian nation. Pancasila is the basis of the Republic of Indonesia which is used as a reference in the nation and
state. Pancasila as the foundation of nationality and state administration can be used as a solution to solve complex problems in
terms of economic, social, political, cultural, educational, defense and security dimensions. The actualization of Pancasila values
needs to be socialized, internalized and strengthened in its implementation, in the practice of national and state life by strengthening
the character of the nation's generation in participating in building public understanding of national awareness. The Indonesian state
needs a leader who can carry out his vision based on the values of Pancasila as a unifying tool for the nation. The values contained
in the Pancasila ideology can be used as the basis for Indonesian education leadership. The values contained in Pancasila, whether
God, Humanity, Unity, Consensus, and Justice, must be practiced and applied in the life of the nation, state and society in order to
achieve the goals of education in Indonesia. Pancasila-characterized leadership will be able to guide the community towards the
ideals of the state, and can be an intermediary in uniting the nation, and instilling the values of Pancasila in the Indonesian people.
KEYWORDS: Ideology, Educational, Leadership, Nation, Pancasila",,IJCSRR,['FKIP5'],International Journal of Current Science Research and Review,disk0_bak/00/05/23/72,6,pub,2581-8341,public,2023-08-15 02:14:27,8.0,846-852,4.0,published,,,,,,,
17,show,2023-03-09 06:39:22,48882,archive,https://ijcsrr.org/single-view/?id=4752&pid=4694,2023-03-09 06:39:22,"[{'placement': 1, 'eprintid': 48882, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188321', 'security': 'public', 'files': [{'fileid': 532154, 'datasetid': 'document', 'hash': 'dbd08bdfb9f1c058b3869df1c78cefaf', 'mime_type': 'application/pdf', 'filesize': 301233, 'objectid': 188321, 'uri': 'http://repository.lppm.unila.ac.id/id/file/532154', 'filename': 'Asti Retnosari - Jurnal.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-09 04:11:18'}], 'main': 'Asti Retnosari - Jurnal.pdf', 'docid': 188321, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",998,Implementation of Full Day School in Basic Schools in Forming Student's Character,TRUE,article,"[{'name': {'given': 'Riswanti', 'lineage': None, 'family': 'Riswanti Rini', 'honourific': None}}]",['L1'],2021-12-12 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48882,"The importance of implementing full day school in character building in elementary school students makes the writer
interested in making a literature review. Character education is important to be developed and internalized immediately, because it
has a noble enough purpose for the provision of students' lives so that they are always ready to respond to all the dynamics of life
with full responsibility. The research method used is literature study. The purpose of this literature review is to obtain a theoretical
basis that can support problem solving regarding the application of full day school in character building for elementary school
students. The results of this research shows that full day school gives positive impact for the children’s growth especially on
establishing the character values since the early stage started from the elementary school.",,IJCSRR,['FKIP5'],International Journal of Current Science Research and Review,disk0_bak/00/04/88/82,7,pub,2581-8341,public,2023-03-09 06:39:22,,1684-1692,4.0,published,,,,,,,
18,show,2021-11-09 01:16:16,35595,archive,https://ijcsrr.org/single-view/?id=3565&pid=3516,2021-11-09 01:16:16,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 414412, 'mime_type': 'application/pdf', 'hash': 'f0da99879fb3affdac972cd25aa0053b', 'objectid': 156485, 'filesize': 174127, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414412', 'filename': 'ARTIKEL Int Setyawati&Hariri 032021 Web-Based Management Information.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-08 15:58:02'}], 'main': 'ARTIKEL Int Setyawati&Hariri 032021 Web-Based Management Information.pdf', 'docid': 156485, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156485', 'eprintid': 35595, 'placement': 1}]",214,Web-Based Management Information System for Services Development: A Literature Review,TRUE,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Setyawati', 'lineage': None, 'given': 'Eny'}}, {'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",['L1'],2021-03-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35595,"The development of internet technology and applications provides a good condition for establishing the scientific
research management information system. Research on the influence of web-based management information systems for services development has been carried out in various organizations and in various countries. Web-based management information system is the right solution at this time. By using search and review methods, the review process began with a search engine, Google scholar and IEEE, to search for articles with keywords: “web-based management system information for services development”. The conclusion of this literature review is that there is a positive and significant influence of web-based management information systems for services development and future research will help to help organizations evaluate the quality of their web-based services, design improvements and ultimately embed their websites into future services. This study includes many cases and the research findings apply only to the web-based management information system for services development. Web-based management information systems can be used for various organizations and in various countries.",[{'url': 'https://ijcsrr.org/single-view/?id=3565&pid=3516'}],IJCSRR,['FKIP5'],International Journal of Current Science Research and Review,disk0/00/03/55/95,6,pub,2581-8341,public,2021-11-09 01:16:16,3.0,175-185,4.0,published,,https://doi.org/10.47191/ijcsrr/V4-i3-05,,,,,
19,show,2021-09-20 01:07:54,34000,archive,https://eprints.eudl.eu/id/eprint/2652/1/eai.16-10-2020.2305197.pdf,2021-09-20 01:07:54,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'cc7d43133298b15d55adeb4127862eef', 'datasetid': 'document', 'fileid': 401564, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401564', 'filename': '3. eai.16-10-2020.2305197.pdf', 'filesize': 243504, 'objectid': 154251, 'mtime': '2021-09-19 17:29:22', 'hash_type': 'MD5'}], 'main': '3. eai.16-10-2020.2305197.pdf', 'docid': 154251, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34000, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154251', 'pos': 1}]",968,The Effect of Academic Supervision in Improving Teacher Performance: A Literature Review,TRUE,article,"[{'name': {'honourific': None, 'family': 'Sovian Hakim', 'lineage': None, 'given': 'Sovian'}}, {'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Zulaikha Fitriyanti', 'lineage': None, 'honourific': None, 'given': 'Zulaikha'}}, {'name': {'lineage': None, 'family': 'Ryzal Perdana', 'honourific': None, 'given': 'RP'}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/34000,"Teachers play an important role in learning. As a professional teacher, supervision is needed to improve the implementation of the teaching process. The purpose of this literature review is to examine and Analyze the impact of academic supervision on improving teacher performance. The method in this study was carried out by reviewing related articles about academic supervision and teacher performance. The sample of this research is focused on the google schoolar search engine with academic coaching and teacher performance as the main research constraints and then identified. The results of the review articles, most of the role of academic supervision, are very influential in improving teacher performance even though there are still obstacles such as not yet participatory planning and implementation of academic supervision. Therefore, effective academic supervision requires the principal's willingness to plan, implement and evaluate participatory supervision.","[{'type': 'pub', 'url': 'https://eprints.eudl.eu/id/eprint/2652/1/eai.16-10-2020.2305197.pdf'}]",EAI,['FKIP5'],ICOPE 2020,disk0/00/03/40/00,6,pub,2593-7650,public,2021-09-20 01:07:54,,,,published,,,,,,,
20,show,2021-09-20 01:06:41,33974,archive,,2021-09-20 01:06:41,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Buku Pendidikan Inklusif.pdf', 'files': [{'hash': '09aed7007d9f8c143e2909a584733e20', 'mime_type': 'application/pdf', 'fileid': 401393, 'datasetid': 'document', 'mtime': '2021-09-19 13:49:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401393', 'filename': 'Buku Pendidikan Inklusif.pdf', 'filesize': 875912, 'objectid': 154222}], 'docid': 154222, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154222', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33974}]",968,Pendidikan Inklusif (Konsep dan Implementasi) Edisi 2,TRUE,book,"[{'name': {'given': 'Sowiyah', 'lineage': None, 'family': 'Sowiyah', 'honourific': None}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/33974,,[{'type': 'pub'}],Graha Ilmu,['FKIP5'],,disk0/00/03/39/74,7,pub,,public,2021-09-20 01:06:41,,,,published,,,,,,122.0,978-623-228-942-0
21,show,2021-09-20 01:07:57,34001,archive,https://eprints.eudl.eu/id/eprint/2636/1/eai.16-10-2020.2305220.pdf,2021-09-20 01:07:57,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '4. eai.16-10-2020.2305220.pdf', 'files': [{'mtime': '2021-09-19 17:35:28', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401570', 'filename': '4. eai.16-10-2020.2305220.pdf', 'filesize': 255378, 'objectid': 154252, 'mime_type': 'application/pdf', 'hash': '80c95264dbbcc8f7f1b5cb6c5016d886', 'fileid': 401570, 'datasetid': 'document'}], 'docid': 154252, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154252', 'eprintid': 34001, 'placement': 1}]",968,The Influence of Headmaster‘s L leadership of instruction Style and Educator’s Performance on Students’ Academic Achievements,TRUE,article,"[{'name': {'honourific': None, 'family': 'Sri Endang Supriyanti', 'lineage': None, 'given': 'Sri'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'lineage': None, 'family': 'Hasan', 'honourific': None, 'given': 'Hariri'}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/34001,"The effect of the headmaster’s l leadership of instruction and teachers’ performance in improving students’ academic achievements have become a hot issue that is widely discussed. Many pieces of research have been revealed that principal’s l leadership of instruction style and teacher’s performance has a strong effect on students’ academic achievements at school. This article clearly discusses various research results regarding the effect of l leadership of instruction and teachers’ performance on learners’ academic attainments. The articles used as documents in this study are articles from various countries by researchers around the world. Some conditions are enforced as guarantors for the credibility of articles, such as articles from reputable international journals and articles from quantitative research. This article is a literature review that aims to check out the influence of the headmaster’s l leadership of instruction and teachers’ performance on improving students’ educational achievements globally. Based on the results of the literature review, it was revealed that in 2003-2019, studies on empirical l leadership of instruction became rapidly implemented and developed in Asia, Africa, and Latin America. These studies show that teachers’ teaching performance and students’ academic achievements can","[{'url': 'https://eprints.eudl.eu/id/eprint/2636/1/eai.16-10-2020.2305220.pdf', 'type': 'pub'}]",EAI,['FKIP5'],ICOPE 2020,disk0/00/03/40/01,6,pub,2593-7650,public,2021-09-20 01:07:57,,,,published,,,,,,,
