,date,uri,abstract,subjects,date_type,ispublished,rev_number,status_changed,full_text_status,divisions,publisher,dir,documents,lastmod,official_url,userid,metadata_visibility,eprintid,id_number,eprint_status,datestamp,title,creators,type,refereed,number,pagerange,issn,publication,related_url,volume,place_of_pub,contact_email,keywords,referencetext,projects,contributors,funders
10,2022-08-03,http://repository.lppm.unila.ac.id/id/eprint/43847,"Judul Paper: The Evolution of Concrete (Part 3):  Submerged in Mud and Its Compressive Strength	
Prof Sri Tudjono  Prof Steffanus Adi K	Prof Suharno Rata-rata
	15	           17	             16	        16",['TA'],,unpub,7,2022-08-03 06:59:47,public,['FT2'],Universitas Lampung,disk0/00/04/38/47,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 477531, 'mime_type': 'application/pdf', 'hash': 'ce5ea081ac3dc0a3731b04988d04db4a', 'hash_type': 'MD5', 'mtime': '2022-08-03 03:41:41', 'filesize': 10868923, 'objectid': 165805, 'filename': 'Part 3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477531'}], 'main': 'Part 3.pdf', 'docid': 165805, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43847, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165805'}]",2022-08-03 06:59:47,,846,show,43847,,archive,2022-08-03 06:59:47,Penilaian para Reviewer: The Evolution of Concrete (Part 3):  Submerged in Mud and Its Compressive Strength,"[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'honourific': None, 'family': 'Chatarina', 'lineage': None}}]",other,,,,,,,,,,,,,,
11,2022-07-26,http://repository.lppm.unila.ac.id/id/eprint/43621,"Model Rheologi pada Desertasi hanya sesuai dengan perilaku spesimen, sedang model rheologi pada Karya Ilmiah No 3 sesuai dengan semua jenis dan peruntukan pada elemen struktur beton",['TA'],,unpub,7,2022-07-26 08:02:13,public,['FT2'],Universitas Lampung,disk0/00/04/36/21,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/165563', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 43621, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Penjelasan perbedaan paper Rheological Model of Concrete Shrinkage dengan Desertasi Dr.pdf', 'docid': 165563, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/475841', 'filename': 'Penjelasan perbedaan paper Rheological Model of Concrete Shrinkage dengan Desertasi Dr.pdf', 'objectid': 165563, 'filesize': 229090, 'mtime': '2022-07-26 06:14:20', 'hash_type': 'MD5', 'hash': '6ce6dfeecee146a43cb6acde90547644', 'mime_type': 'application/pdf', 'fileid': 475841, 'datasetid': 'document'}], 'format': 'text'}]",2022-07-26 08:02:13,,846,show,43621,,archive,2022-07-26 08:02:13,Perbedaan Karya Ilmiah no 3 (Rheological model of concrete shrinkage) dengan Desertasi,"[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'honourific': None, 'family': 'Chatarina', 'lineage': None}}]",other,,,,,,,,,,,,,,
12,2022-03-31,http://repository.lppm.unila.ac.id/id/eprint/50121,"Sampul Jurnal, Terindeks, Editorial board, Daftar Isi, dan Artikel Mechanical properties of plastic, steel, organic fibre concrete: A review",['TA'],,unpub,7,2023-04-11 00:49:46,public,['FT2'],IISTE,disk0_bak/00/05/01/21,"[{'eprintid': 50121, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189821', 'pos': 1, 'format': 'text', 'docid': 189821, 'main': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel Mechanical Properties of Plastic, Steel, Organic Fibre Concrete- A review.docx', 'files': [{'fileid': 542003, 'datasetid': 'document', 'hash': '9dc12cecf874c5d04a9f7c5faae42657', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'objectid': 189821, 'filesize': 9048454, 'filename': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel Mechanical Properties of Plastic, Steel, Organic Fibre Concrete- A review.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542003', 'hash_type': 'MD5', 'mtime': '2023-04-10 11:15:58'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}]",2023-04-11 00:49:46,https://www.iiste.org,846,show,50121,58926/60841,archive,2023-04-11 00:49:46,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A review","[{'id': 'chatarinaniken@yahoo.com', 'name': {'lineage': None, 'family': 'Chatarina', 'honourific': None, 'given': 'Niken'}}]",other,,,,,,[{'url': 'https://iiste.org/Journals/index.php/CER/article/view/58926/60841'}],,Bandar Lampung,,,,,,
13,2022-03-31,http://repository.lppm.unila.ac.id/id/eprint/50144,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel Perilaku Lentur Sambungan Model Takik pada Balok Aplikasi untuk Beton Pracetak",['TA'],,unpub,7,2023-04-11 00:50:40,public,['FT2'],Universitas Lampung,disk0_bak/00/05/01/44,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel Perilaku lentur sambungan model takik pada balok aplikasi untuk beton pracetak.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/542168', 'filename': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel Perilaku lentur sambungan model takik pada balok aplikasi untuk beton pracetak.pdf', 'filesize': 1496206, 'objectid': 189844, 'mtime': '2023-04-10 14:16:28', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '38f6982ff9e634e3c2f65c256ea4c64b', 'fileid': 542168, 'datasetid': 'document'}], 'docid': 189844, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189844', 'eprintid': 50144, 'placement': 1}]",2023-04-11 00:50:40,,846,show,50144,,archive,2023-04-11 00:50:40,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel Perilaku Lentur Sambungan Model Takik pada Balok Aplikasi untuk Beton Pracetak","[{'name': {'honourific': None, 'family': 'Chatarina', 'lineage': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
14,2022-03-31,http://repository.lppm.unila.ac.id/id/eprint/50138,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel The Evolution of Concrete (Part 2): Unprotected in humid tropical weather and it’s compression strength",['TA'],,unpub,7,2023-04-11 00:50:20,public,['FT2'],Universitas Lampung,disk0_bak/00/05/01/38,"[{'placement': 1, 'eprintid': 50138, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189839', 'pos': 1, 'security': 'public', 'main': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 2.pdf', 'docid': 189839, 'files': [{'mime_type': 'application/pdf', 'hash': 'dc007ea7ef57225e9b2cdd8a3b8bcd10', 'fileid': 542124, 'datasetid': 'document', 'mtime': '2023-04-10 13:09:46', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542124', 'filename': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 2.pdf', 'filesize': 2567328, 'objectid': 189839}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-11 00:50:20,,846,show,50138,,archive,2023-04-11 00:50:20,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel The Evolution of Concrete (Part 2): Unprotected in humid tropical weather and it’s compression strength","[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}}]",other,,,,,,,,,,,,,,
15,2022-03-31,http://repository.lppm.unila.ac.id/id/eprint/50136,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel The Evolution of Concrete (Part 3): Submerged in Mud and Its Compression Strength",['TA'],,unpub,7,2023-04-11 00:50:13,public,['FT2'],Universitas Lampung,disk0_bak/00/05/01/36,"[{'eprintid': 50136, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189837', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 542107, 'mime_type': 'application/pdf', 'hash': '5f8fa527a5ff4530211c067f0ee3e623', 'objectid': 189837, 'filesize': 2457410, 'uri': 'http://repository.lppm.unila.ac.id/id/file/542107', 'filename': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 3.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-10 12:58:07'}], 'main': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 3.pdf', 'docid': 189837, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-04-11 00:50:13,,846,show,50136,,archive,2023-04-11 00:50:13,"Sampul jurnal, informasi dewan redaksi/editor, daftar isi, dan artikel The Evolution of Concrete (Part 3): Submerged in Mud and Its Compression Strength","[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'honourific': None, 'lineage': None, 'family': 'Chatarina'}}]",other,,,,,,,,Bandar Lampung,,,,,,
16,2022-07-29,http://repository.lppm.unila.ac.id/id/eprint/43693,Similarity Index 13%,['TA'],,unpub,7,2022-07-29 03:14:23,public,['FT2'],Universitas Lampung,disk0/00/04/36/93,"[{'placement': 1, 'eprintid': 43693, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165625', 'pos': 1, 'security': 'public', 'main': 'Turnitin Mechanical Properties of Plastic, Steel, Organic Fibre Concrete_ A Review.pdf', 'docid': 165625, 'files': [{'hash': '61f450768d833e586fd7a745cb45a9e7', 'mime_type': 'application/pdf', 'fileid': 476347, 'datasetid': 'document', 'mtime': '2022-07-29 01:57:55', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476347', 'filename': 'Turnitin Mechanical Properties of Plastic, Steel, Organic Fibre Concrete_ A Review.pdf', 'objectid': 165625, 'filesize': 1820753}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-29 03:14:23,,846,show,43693,,archive,2022-07-29 03:14:23,"Turnitin Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review","[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}}]",other,,,,,,,,,,,,,,
17,2022-07-29,http://repository.lppm.unila.ac.id/id/eprint/43694,Similarity Index 10%,['TA'],,unpub,7,2022-07-29 03:14:25,public,['FT2'],Universitas Lampung,disk0/00/04/36/94,"[{'placement': 1, 'eprintid': 43694, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165626', 'security': 'public', 'main': 'Turnitin Takik PERILAKU LENTUR SAMBUNGAN MODEL TAKIK PADA BALOK APLIKASI UNTUK BETON PRACETAK.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-29 02:03:06', 'filesize': 3326176, 'objectid': 165626, 'uri': 'http://repository.lppm.unila.ac.id/id/file/476354', 'filename': 'Turnitin Takik PERILAKU LENTUR SAMBUNGAN MODEL TAKIK PADA BALOK APLIKASI UNTUK BETON PRACETAK.pdf', 'fileid': 476354, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '46e598da6cbd2293a9af2b0417b59db0'}], 'docid': 165626, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-07-29 03:14:25,,846,show,43694,,archive,2022-07-29 03:14:25,Turnitin PERILAKU LENTUR SAMBUNGAN MODEL TAKIK PADA BALOK APLIKASI UNTUK BETON PRACETAK,"[{'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
18,2022-07-29,http://repository.lppm.unila.ac.id/id/eprint/43690,Similarity Index 14%,['TA'],,unpub,7,2022-07-29 03:14:17,public,['FT2'],Universitas Lampung,disk0/00/04/36/90,"[{'eprintid': 43690, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165622', 'pos': 1, 'format': 'text', 'main': 'Turnitin 1 The Evolution of Concrete (Part 1)_ Submerged inWater and Its Compression Strength.pdf', 'files': [{'hash': 'c6c6e87031fbb38261c8e22d4eb446b7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 476326, 'mtime': '2022-07-29 01:44:29', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476326', 'filename': 'Turnitin 1 The Evolution of Concrete (Part 1)_ Submerged inWater and Its Compression Strength.pdf', 'filesize': 3586611, 'objectid': 165622}], 'docid': 165622, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-29 03:14:17,,846,show,43690,,archive,2022-07-29 03:14:17,Turnitin The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Chatarina', 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
19,2022-07-29,http://repository.lppm.unila.ac.id/id/eprint/43691,Similarity Index 12%,['TA'],,unpub,7,2022-07-29 03:14:19,public,['FT2'],Universitas Lampung,disk0/00/04/36/91,"[{'files': [{'mtime': '2022-07-29 01:49:46', 'hash_type': 'MD5', 'filename': 'Turnitin 2 The Evolution of Concrete (Part 2)_ Unprotected in Humid TropicalWeather and Its Compression Strength.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476333', 'objectid': 165623, 'filesize': 3430517, 'hash': 'a4e4b4bb718e95a3034d76f4cee4ad34', 'mime_type': 'application/pdf', 'fileid': 476333, 'datasetid': 'document'}], 'main': 'Turnitin 2 The Evolution of Concrete (Part 2)_ Unprotected in Humid TropicalWeather and Its Compression Strength.pdf', 'docid': 165623, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 43691, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165623', 'security': 'public'}]",2022-07-29 03:14:19,,846,show,43691,,archive,2022-07-29 03:14:19,Turnitin The Evolution of Concrete (Part 2): Unprotected in Humid TropicalWeather and Its Compression Strength,"[{'name': {'honourific': None, 'family': 'Chatarina', 'lineage': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
20,2022-07-29,http://repository.lppm.unila.ac.id/id/eprint/43692,Similarity Index 7%,['TA'],,unpub,7,2022-07-29 03:14:21,public,['FT2'],Universitas Lampung,disk0/00/04/36/92,"[{'placement': 1, 'eprintid': 43692, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165624', 'security': 'public', 'main': 'Turnitin 3 The Evolution of Concrete (Part 3)_ Submerged in Mud and Its Compression Strength.pdf', 'docid': 165624, 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-29 01:53:42', 'filesize': 3987269, 'objectid': 165624, 'uri': 'http://repository.lppm.unila.ac.id/id/file/476340', 'filename': 'Turnitin 3 The Evolution of Concrete (Part 3)_ Submerged in Mud and Its Compression Strength.pdf', 'fileid': 476340, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '64b621132e139a0ed401a5fba1e6c94f'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-07-29 03:14:21,,846,show,43692,,archive,2022-07-29 03:14:21,Turnitin The Evolution of Concrete (Part 3): Submerged in Mud and Its Compression Strength,"[{'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
21,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43189,"This paper discusses about the water-submerged concrete on the concrete basemen that has been in the
gorunding for about ten years. The purpose of this study was to determine the compressive strength and
microstructural changes in water submerged concrete. The research was carried out experimentally. It was a case
study at the State University Hospital, Lampung University, Indonesia. The compressive strength and
microstructure of the submerged concrete compared to the concrete in the protected condition. The sample for
the compression test was taken with a core drill 4 samples in each condition. The test data was processed by the
outlying method. The microstructure of the concrete was examined by scanning electron microscopy (SEM), and
energy-dispersive X-ray (EDX). The results showed that the compressive strength of submerged concrete was
similar to the compressive strength of protected concrete. The elements that dominate the submerged concrete
are Si and O, and in the protected concrete are Ca and O. The conclusion and novelty of this research are that
submerged concrete can evolve into ceramics with SiO2 as the main element and heterogeneous microstructure
with the same compressive strength as protected concrete. This can be used as a reference and applied to
concrete buildings that are in close contact with water such as dams, ponds, and other underwater structures.
This research contributes to the science of concrete and its use, especially for underwater structures.
Keywords: compressive strength, concrete, evolution, microstructure, submerged in water.",['TA'],published,pub,7,2022-07-11 08:24:51,public,['FT2'],IISTE,disk0/00/04/31/89,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165052', 'pos': 1, 'eprintid': 43189, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Part 1.pdf', 'files': [{'filename': 'Part 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/472237', 'objectid': 165052, 'filesize': 1984856, 'mtime': '2022-07-11 03:00:11', 'hash_type': 'MD5', 'hash': 'f969b38801ccf70a147fdc9bd60155c1', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 472237}], 'docid': 165052}]",2022-07-11 08:24:51,https://www.iiste.org,846,show,43189,10.7176/CER/14-4-01,archive,2022-07-11 08:24:51,"The Evolution of Concrete (Part 1): Submerged in Water and Its
Compression Strength","[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Chatarina', 'honourific': None, 'family': 'Niken', 'lineage': None}}]",article,TRUE,4.0,1-9,2225-0514,Civil and Environmental Research,[{'url': 'https://iiste.org/Journals/index.php/CER/article/view/58923/60838'}],14.0,,chatarinaniken@yahoo.com,"compressive strength, concrete, evolution, microstructure, submerged in water","ASTM E178-02 (2002), “Standard Practice for Dealing with Outlying Observation”, ASTM International, West Conshohocken, Pennsylvania: ASTM International.
AZO Materials (2011), “Engineering Ceramic Microstructures and Machining”.
Available from: https://www.azom.com/article.aspx?ArticleID=5697
Beyene, M., & Meininger, R. (2021), “A Case Study of Distress Mechanism(s) in a Concrete Structure
Foundation in the Saturated Zone and Above the Saturated Zone”, Journal of Microscopy. 284(1).
Bian, H., Jia, Y., Pontoroli, C., & Shao, J-F. (2017), “Numerical Modeling of the Elastoplastic Damage
Behavior of Dry and Saturated Concrete Targets Subjected to Rigid Projectile Penetration”, Numerical and
Analytical Methods in Geomechanics Journal, 42 (2), 312-338.
Candelaria, M.D.E., Kee, S.-H., & Lee, K.-S. (2022), “Prediction of Compressive Strength of Partially Saturated
Concrete Using Machine Learning Methods”, Materials Journal 15 (5), 1-25.
Chen, Q., Jiang, Z., Zhu, H., Ju, J.W., & Yan, Z. (2016), “Micromechanical Framework for Saturated Concrete
Repaired by the Electrochemical Deposition Method with Interfacial Transition Zone Effects”,
International Journal of Damage Mechanic, 26 (2), 210-228.
Fujiyama, C., Koda, Y., & Sento, N. (2019), “Degradation of Submerged/wet Concrete under Cyclic
Compression and Cyclic Shear”. MATEC Web of Conferences, 258, 05012, 1-7.
Ge, P., Huang, W., Zhang, H., Quan, W., & Guo, Y. (2021), “Study on Calculation Model for Compressive
Strength of Water Saturated Recycled Aggregate Concrete”, KSCE Journal of Civil Engineering, 26, 273-
285.
Gu, C., Xu, J.Y., & Meng, B.X. (2019), “Effect of Saturation on Mechanical Behavior of Cement Mortar Based
on 8-Type Tensile Test”, 3rd International Workshop on Renewable Energy and Development”, IOP
Conference Series: Earth and Environmental Sciences, 267, 022003, 1-7.
Hand, D., Wang, Z., Wang, Q., Wu, B., Yu, T., & Wang, D. (2019), “Analysis of the Kozeny-Carman Model
   
8
Civil and Environmental Research www.iiste.org ISSN 2224-5790 (Paper) ISSN 2225-0514 (Online)
Vol.14, No.4, 2022
Based on Pore Network” Journal of Geophysics and Engineering, 16 (6), 1191-1199.
Holzer, L., Gasser, P., & Muench, B. (2006), “Quantification of Capillary Pores and Hadley Grains in Cement Paste Using FIB-Nanotomography: Measuring, Monitoring and Modeling Concrete Properties”. 2nd
International Symposium on Advance in Concrete through Science and Engineering, 509-516.
Huang, X., Kong, X., Chen, Z., Fang, Q., & Peng, Y. (2020), “Equation of State for Saturated Concrete: A
Mesoscopic Study”, International Journal of Impact Engineering, 144. 103669
Huang, Y., Yuan, B., Xiao, L., & Liu, Y. (2018), “Studies on the Wet Expansion Deformation of Hydraulic
Concrete with Fly ash under Non-standard Temperatures”, Case Studies in Construction Materials Journal,
8, 392-400.
Kaji, T., & Fujiyama, C. (2014), “Mechanical Properties of Saturated Concrete Depending on the Strain Rate”,
Procedia Engineering Journal, 95, 442-453.
Lagerblad, B. (2001), “Leaching Performance of Concrete Based on Studies of Samples from Old Concrete
Construction”, Svensk Kärnbränslehantering AB Swedish Nuclear Fuel and Waste Management Stockholm
Sweden, Technical Report TR-01-27, 1-83.
Mohd, M., Zainon, O., Rasib, A. W., & Majid, Z. (2016), “The Study on the Durability of Submerged Structure
Displacement due to Concrete Failure”. The International Archives of the Photogrammetry, Remote Sensing
and Spatial Information Sciences, Volume XLII-4/W1, 345-350.
Morin, V., Cohen-Tenoudji, F., Feylessoufi, A., & Ricahard, P. (2002), “Evolution of the Capillary Network in a
Reactive Powder Concrete During Hydration Process”, Cement and Concrete Research Journal, 32, 1907-
1914.
Nasrun, M., & Sujianto, (2020), “Pembuatan dan Pengujian Sifat Fisis dan Mekanik Keramik Alumina sebagai
Komponen Mekanik”, Teknika: Jurnal Sains dan Teknologi, 16 (2), 249-254.
Shi, J., Zhao, Y., & Zeng, B. (2020), “Relationship between Pore Structure and Bending Strength of Concrete
under a High-low Temperature Cycle Based on Grey System Theory, The Journal of Grey System, 32(4),
7907 words.
Van Vlack, L.H. (1973), “Materials Science for Engineers”, Addison Wesley, 4, USA.
Weyer, R.E., Prowell, B.D., Sprinkel, M.M., & Vorster, M. (1993), “Concrete Bridge Protection, Repair, and
Rehabilitation Relative to Reinforcement Corrosion: A Methods Application”. Strategic Highway Research
Program, National Research Council, Washington, National Academy of Sciences, 1-263.
Wikipedia, Available from: https://www.builderspace.com/can-concrete-dry-underwater
Wyrzykowski, M., Gajewicz-Jaromin, A.M., Mc Donald, P.J., Dunstan, D.J., Scrivener, K.L., & Lura, P. (2019),
Water Redistribution-Microdiffusion in Cement Paste under Mechanical Loading Evidenced by H NMR, Journal of Physical Chemistry, 123 (26), 16153-16163.",,,
