,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,creators,type,title,refereed,date_type,subjects,abstract,corp_creators,volume,date,uri,related_url,publisher,divisions,publication,dir,full_text_status,issn,status_changed,rev_number,ispublished,event_location,event_dates,pres_type,event_type,event_title,contributors,id_number,isbn,book_title,place_of_pub,pages,patent_applicant,editors,series,thesis_name,thesis_type,department,institution
25,2019-04-09 06:57:33,archive,11101,show,236-244,659,3.0,http://jurnal.unpad.ac.id/sosiohumaniora/article/view/10484,2019-04-09 06:57:33,"[{'main': '10484-50693-1-PB.pdf', 'docid': 24096, 'files': [{'hash': '3a56978689ef2183eebff344cd59c72b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 101432, 'mtime': '2019-04-08 07:41:41', 'hash_type': 'MD5', 'filename': '10484-50693-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/101432', 'filesize': 391497, 'objectid': 24096}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 11101, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24096', 'security': 'public'}]","[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'family': 'Hutagalung', 'lineage': None, 'honourific': None, 'given': 'Simon'}}]",article,TATA KELOLA (GOVERNANCE) DALAM RANGKA AKSELERASI PENYELENGGARAAN PENDIDIKAN PADA DAERAH OTONOM BARU DI PROVINSI LAMPUNG,TRUE,published,['JS'],"Perkembangan daerah otonom baru membutuhkan daya dukung tata kelola yang kuat agar dapat berakselerasi dengan daerah lainnya dalam membangun pendidikan. Tata kelola yang sinergis menghasilkan pengelolaan pendidikan yang berkapasitas baik. Penelitian yang dilakukan bertujuan mengidentifikasi kondisi existing, factor yang mendorong kondisi pendidikan dan potensi kelembagaan dan hubungan antar lembaga yang dapat membangun suatu model. Penelitian kualitatif ini dalam pengumpulan data menggunakan observasi, wawancara dan focus group discussion. Analisis data dilakukan secara kualitatif dengan model interaktif. Penelitian ini menghasilkan beberapa kesimpulan, yaitu; (1). Kondisi existing sumber daya pendidikan masih menghadapi kuantitas sekolah yang belum memenuhi rasio nasional dan distribusi guru belum merata. Anggaran belum optimal dimiliki oleh Dinas Pendidikan, sehingga belum menghasilkan program yang dapat mengakselerasi pendidikan. (2). Faktor yang dominan mempengaruhi kondisi sumber daya pendidikan itu antara lain warisan kebijakan pendidikan yang tidak berhasil menciptakan pemerataan infrastruktur pendidikan serta kondisi daya dukung infrastruktur yang belum maksimal bagi terciptanya akselerasi pendidikan di wilayah tersebut. (3). Potensi kelembagaan dan hubungan antar lembaga terletak pada peran Dinas Pendidikan, Instansi pemerintah lainnya pada Kabupaten Pesisir Barat, pihak swasta/yayasan atau lembaga masyarakat serta instansi pendidikan yang ada di luar wilayah Pesisir Barat. Keseluruhan lembaga tersebut memiliki format keterlibatannya yang terjalin dalam suatu kerangka kerja yang diarahkan oleh Pemkab Pesisir Barat. Hubungan inilah yang membangun model tata kelola yang mengakselerasi penyelenggaraan pendidikan.",,20.0,2018-11-23 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11101,,Direktorat Sumber Daya Akademik dan Perpustakaan Universitas Padjadjaran,['FISIP2'],Sosiohumaniora - Jurnal Ilmu-ilmu Sosial dan Humaniora,disk0/00/01/11/01,public,ISSN 1411 - 0903 : eISSN: 2443-2660,2019-04-09 06:57:33,6,pub,,,,,,,,,,,,,,,,,,
26,2019-04-09 02:31:36,archive,11099,show,241-250,659,2.0,http://jurnal.kemendagri.go.id/index.php/jbp/article/view/446,2019-04-09 02:31:36,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24094', 'eprintid': 11099, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'document(24).pdf', 'files': [{'filename': 'document(24).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/101422', 'objectid': 24094, 'filesize': 516575, 'mtime': '2019-04-08 07:35:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '2086f259c3d83ef01917206c91f72a06', 'datasetid': 'document', 'fileid': 101422}], 'docid': 24094}]","[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Hutagalung', 'lineage': None, 'given': 'Simon'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'family': 'Hermawan', 'lineage': None, 'honourific': None, 'given': 'Dedy'}}]",article,"Evaluation of Local Government Innovation Program
in Lampung Province",TRUE,published,['JS'],"The problem of public services capacity,  such as budget,  infrastructure,  and social capital in regions, is a threat  to  the  social conditions of the  community  if  serious  efforts  are  not  anticipated  by  the  local  
government. Therefore, it needs an alternative model as an option to address the problem of capacity. This 
study seeks to illustrate the efforts of new autonomous local governments in building public service capacity 
in new autonomous regions to identify the dynamics of sustainable public service capacity building in new 
autonomous regions and to design a model of the sustainable public service capacity building to strengthen 
the autonomous region. This model tries to achieve an intergenerational aspect of development. The research 
method used in this study is a qualitative approach that combines secondary data and primary data. Data 
were collected from three local governments with best practices in public service capacity management. The 
data were analyzed using an interactive model. The research showed that when the program capacity is well 
designed, it will produce good program sustainability capabilities as well, otherwise if the program capacity 
faces  many  obstacles  and  it  will  produce  poor  sustainability  capabilities.  The  strengthening  of  innovative programs in the public service sector needs to adopt the role model of public sector innovation initiative. The model emphasizes the importance of identifying the role of innovation that is designed in a program to the 
real problems faced so that later public confidence about the urgency of innovation can be achieved.",,10.0,2018-11-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11099,,Kementerian Dalam Negeri,['FISIP2'],Jurnal Bina Praja 10 (2) (2018): 241-250,disk0/00/01/10/99,public,e-ISSN: 2503-3360,2019-04-09 02:31:36,6,pub,,,,,,,,,,,,,,,,,,
27,2018-11-14 02:51:41,archive,9828,show,,659,,,2018-11-14 02:51:41,"[{'eprintid': 9828, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22843', 'format': 'text', 'main': 'sertifikat inovasi pemda.pdf', 'files': [{'filesize': 770501, 'objectid': 22843, 'uri': 'http://repository.lppm.unila.ac.id/id/file/92754', 'filename': 'sertifikat inovasi pemda.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-13 03:50:55', 'datasetid': 'document', 'fileid': 92754, 'hash': '4a5ab2e30d6d088510e625d8ac124d4a', 'mime_type': 'application/pdf'}], 'docid': 22843, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'given': 'Simon', 'honourific': None, 'lineage': None, 'family': 'Hutagalung'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'family': 'Hermawan', 'lineage': None, 'given': 'Dedy'}}]",other,Hak Cipta Buku Berjudul Membangun Inovasi Pemerintah Daerah,,published,['JS'],,,,2018-07-26 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9828,,Dirjen Kekayaan Intelektual Kemenkumham,['FISIP2'],,disk0/00/00/98/28,public,,2018-11-14 02:51:41,7,pub,,,,,,,,,,Indonesia,,,,,,,,
28,2019-11-04 07:37:28,archive,14915,show,241-250,659,2.0,http://jurnal.kemendagri.go.id/index.php/jbp/article/view/446,2019-11-04 07:37:28,"[{'format': 'text', 'docid': 28033, 'main': 'Jurnal_Bina_Praja_2018.pdf', 'files': [{'datasetid': 'document', 'fileid': 128667, 'hash': 'b0a101b59d8486c67485e5109bce22b5', 'mime_type': 'application/pdf', 'filesize': 4980372, 'objectid': 28033, 'filename': 'Jurnal_Bina_Praja_2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/128667', 'hash_type': 'MD5', 'mtime': '2019-11-01 05:32:07'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 14915, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28033'}]","[{'name': {'honourific': None, 'lineage': None, 'family': 'Hutagalung', 'given': 'Simon'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'family': 'Hermawan', 'lineage': None, 'given': 'Dedy'}}]",article,"Hasil Cek Similarity Artikel ""Evaluation of Local Government Innovation Program in Lampung Province""",TRUE,published,['JS'],"The problem of public services capacity, such as budget, infrastructure, and social capital in regions, is a threat to the social conditions of the community if serious efforts are not anticipated by the local government. Therefore, it needs an alternative model as an option to address the problem of capacity. This study seeks to illustrate the efforts of new autonomous local governments in building public service capacity in new autonomous regions to identify the dynamics of sustainable public service capacity building in new autonomous regions and to design a model of the sustainable public service capacity building to strengthen the autonomous region. This model tries to achieve an intergenerational aspect of development. The research method used in this study is a qualitative approach that combines secondary data and primary data. Data were collected from three local governments with best practices in public service capacity management. The data were analyzed using an interactive model. The research showed that when the program capacity is well designed, it will produce good program sustainability capabilities as well, otherwise if the program capacity faces many obstacles and it will produce poor sustainability capabilities. The strengthening of innovative programs in the public service sector needs to adopt the role model of public sector innovation initiative. The model emphasizes the importance of identifying the role of innovation that is designed in a program to the real problems faced so that later public confidence about the urgency of innovation can be achieved.",,10.0,2018-11-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14915,,Badan Penelitian dan Pengembangan Kementerian Dalam Negeri Jakarta,['FISIP2'],Jurnal Bina Praja,disk0/00/01/49/15,public,2085-4323,2019-11-04 07:37:28,6,pub,,,,,,,,,,,,,,,,,,
29,2019-05-14 08:29:44,archive,12469,show,,659,,,2019-05-14 08:29:44,"[{'placement': 1, 'eprintid': 12469, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25446', 'security': 'public', 'main': 'poster riset inovasi.pdf', 'files': [{'objectid': 25446, 'filesize': 770743, 'filename': 'poster riset inovasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/110818', 'hash_type': 'MD5', 'mtime': '2019-05-10 04:00:25', 'datasetid': 'document', 'fileid': 110818, 'mime_type': 'application/pdf', 'hash': '05967bd0862f696b6b861de8cc519816'}], 'docid': 25446, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","[{'name': {'honourific': None, 'family': 'Hutagalung', 'lineage': None, 'given': 'Simon'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}, {'name': {'family': 'Hermawan', 'lineage': None, 'honourific': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",conference_item,"MODEL PEMBANGUNAN KAPASITAS PELAYANAN PUBLIK
BERKELANJUTAN (Studi terhadap program inovasi pelayanan publik
pada pemerintah daerah di Provinsi Lampung)",TRUE,published,['JS'],"Studi ini berusaha untuk menggambarkan upaya pemerintah daerah membangun kapasitas layanan publik di daerah melalui program inovasi daerah dan merancang model pembangunan kapasitas layanan publik yang berkelanjutan. Penelitian dilakukan dengan pendekatan kualitatif yang menggabungkan data sekunder dan data primer. Analisis data dilakukan menggunakan model interaktif. Hasil riset diketahui bahwa penguatan program-program inovatif di sektor
pelayanan publik perlu mengadopsi model peran inisiatif inovasi sektor publik. Model tersebut menekankan pentingnya identifikasi peran inovasi yang dirancang dalam suatu program terhadap masalah-masalah nyata yang dihadapi, sehingga nantinya akan tercapai kepercayaan publik tentang urgensi inovasi.",,,2018-11-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/12469,,,['FISIP2'],,disk0/00/01/24/69,public,,2019-05-14 08:29:44,7,pub,Bandar Lampung,13 November,poster,conference,Seminar Nasional Hasil Penelitian 2018,,,,,,,,,,,,,
30,2018-11-09 03:25:45,archive,9554,show,,659,,,2018-11-09 03:25:45,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22594', 'security': 'public', 'placement': 1, 'eprintid': 9554, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Membangun Inovasi Pemerintah Daerah_v.2.0_A5(1).pdf', 'docid': 22594, 'files': [{'mime_type': 'application/pdf', 'hash': '270498a0a9c1422362ca19090e5e4519', 'datasetid': 'document', 'fileid': 90939, 'mtime': '2018-11-06 07:01:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/90939', 'filename': 'Membangun Inovasi Pemerintah Daerah_v.2.0_A5(1).pdf', 'filesize': 1999865, 'objectid': 22594}], 'format': 'text'}]","[{'name': {'honourific': None, 'family': 'Hutagalung', 'lineage': None, 'given': 'Simon'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}, {'name': {'given': 'Dedy', 'honourific': None, 'family': 'Hermawan', 'lineage': None}, 'id': 'hermawan.dedy@yahoo.com'}]",book,Membangun Inovasi Pemerintah Daerah,TRUE,published,['JS'],"Kajian ini mendiskusikan tentang keterkaitan antara otonomi daerah, pembangunan berkelanjutan dan kapasitas pelayanan publik yang dibangun dalam konteks pemerintahan daerah otonom. Argumentasi pokok yang diulas dalam riset ini adalah pembangunan daerah secara berkelanjutan semestinya dapat memberikan perubahan terhadap kapasitas pelayanan publik yang lebih baik di daerah. Meskipun juga dimungkinkan terjadi sebaliknya. Telaahan yang hendak diungkapkan berusaha menggambarkan bahwa kondisi kapasitas pelayanan publik yang berkelanjutan menjadi prasyarat penyelenggaraan pembangunan pelayanan publik dalam rentang periode tertentu.",,,2018-06-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9554,,CV. Budi Utama,['FISIP2'],,disk0/00/00/95/54,public,,2018-11-09 03:25:45,7,pub,,,,,,,,9786024754686,,Yogyakarta,205.0,,,,,,,
31,2018-11-14 02:50:24,archive,9826,show,,659,,,2018-11-14 02:50:24,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22841', 'pos': 1, 'eprintid': 9826, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-13 03:38:16', 'filesize': 667924, 'objectid': 22841, 'uri': 'http://repository.lppm.unila.ac.id/id/file/92737', 'filename': 'Artikel Pengabdian Bambang Utoyo Polinela 2018 revisi.pdf', 'datasetid': 'document', 'fileid': 92737, 'hash': 'a6016fea1c96a7885d54ffc2b19af8a6', 'mime_type': 'application/pdf'}], 'main': 'Artikel Pengabdian Bambang Utoyo Polinela 2018 revisi.pdf', 'docid': 22841}]","[{'name': {'given': 'Simon', 'honourific': None, 'lineage': None, 'family': 'Hutagalung'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Utoyo', 'lineage': None, 'given': 'Bambang'}, 'id': None}, {'id': 'akhang_nana@gmail.com', 'name': {'given': 'Nana', 'honourific': None, 'family': 'Mulyana', 'lineage': None}}]",conference_item,"Penguatan Promosi Desa Melalui Pengembangan Kapasitas
Aparatur Dalam Pengelolaan Sistem Informasi Manajemen Desa di
Kecamatan Buay Bahuga Kabupaten Way Kanan",TRUE,published,['JS'],"Penerapan e-government dimulai dari bentuk layanan yang sederhana yaitu penyediaan informasi dan data-data berbasis komputer tentang pelaksanaan dan penyelenggaraan pemerintahan dan pembangunan sebagai bentuk wujud keterbukaan dalam pelaksanaan pelayanan publik. Strategi tersebut didukung dengan kebijakan yang ada yaitu UU Nomor 6 Tentang Desa yang didalamnya juga memuat tentang Website Desa. Pasal 86 UU Desa menyebutkan Sistem informasi desa mengandung data desa, data pembangunan desa, kawasan desa dan informasi lain yang berkaitan dengan pembangunan desa. Permasalahan yang teridentifikasi khususnya pada wilayah Kecamatan Buay Bahuga adalah masih rendahnya kapasitas aparatur pemerintah desa dalam mengelola dan memanfaatkan Sistem Informasi Manajemen Desa (Website Desa). Kelompok sasaran dalam pengabdian ini yaitu aparatur desa Sekecamatan Buway Bahuga, Kabupaten Way Kanan yang meliputi Kepala Desa, Sekretaris Desa. Kegiatan ini dilaksanakan melalui pelatihan dalam pengelolaan Website Desa untuk pemerintah desa dengan materi yang mencakup aspek-aspek konseptual dan teknis dari Website Desa, sehingga diharapkan para aparatur desa yang ikut serta dalam kegiatan tersebut dapat memiliki kapasitas yang lebih baik.",,,2018-10-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9826,,,['FISIP2'],,disk0/00/00/98/26,public,,2018-11-14 02:50:24,7,inpress,"Hotel Bukit Randu, Bandar Lampung",11 Oktober 2018,paper,conference,Seminar Nasional Penerapan Iptek Polinela 2018,,,,,,,,,,,,,
32,2018-04-26 04:01:15,archive,6421,show,5460,659,2.0,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/24/19,2018-04-26 04:01:15,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'document(2).pdf', 'files': [{'filename': 'document(2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59539', 'filesize': 357191, 'objectid': 19355, 'mtime': '2018-01-31 03:49:32', 'hash_type': 'MD5', 'hash': 'ae11d365323841d15347e26605f0781d', 'mime_type': 'application/pdf', 'fileid': 59539, 'datasetid': 'document'}], 'docid': 19355, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19355', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6421}]","[{'name': {'given': 'Simon Sumanjoyo', 'family': 'Hutagalung', 'lineage': None, 'honourific': None}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}, {'id': 'akhang_nana@gmail.com', 'name': {'given': 'Nana', 'lineage': None, 'family': 'Mulyana', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Hermawan', 'lineage': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",article,PENINGKATAN KUALITAS PELAYANAN PUBLIK BAGI LAYANAN ADMINISTRASI PEMERINTAHAN DESA KECAMATAN JATI AGUNG KABUPATEN LAMPUNG SELATAN,TRUE,published,['JS'],"Kegiatan ini berhubungan dengan transfer pengetahuan, khususnya yang berkaitan dengan aktivitas pokok pemerintahan desa maka kegiatan ini dilaksanakan dengan metode tutorial, yang dalam hal ini dilakukan dengan cara mempraktekkan secara langsung terhadap poin-poin utama dari substansi materi. Selain itu juga melalui diskusi/ tanya jawab, digunakan secara bersamaan dengan aktivitas tutorial sehingga aparatur desa dapat secara langsung mendapat pemahaman yang memadai saat mengalami kendala. Berdasarkan analisis terhadap kegiatan yang dilakukan, maka dapat diperoleh kesimpulan telah dipahaminya: (1) Konsep manajemen layanan administrasi desa yang sesuai juga dengan dalam Undang-Undang Nomor 6 Tahun 2014 tentang Desa oleh para Sekretaris Desa di Kecamatan Jati Agung, Kabupaten Lampung Selatan, (2) Proses dan mekanisme pengelolaan Manajemen Layanan Administrasi Desa yang terkandung di dalam dalam Undang-Undang Nomor 6 Tahun 2014 tentang Desa oleh para Sekretaris Desa di Kecamatan Jati Agung, Kabupaten Lampung Selatan, (3) Peran aktif aparatur desa dalam pengelolaan Manajemen Layanan Administrasi Desa dalam Undang-Undang Nomor 6 Tahun 2014 tentang Desa oleh para Sekretaris Desa di Kecamatan Jati Agung, Kabupaten Lampung Selatan. Berdasarkan hal tersebut maka dapat disimpulkan jika telah tercapai peningkatan pengetahuan dan pemahaman para Sekretaris Desa dalam hal layanan administrasi desa yang berdasarkan kepada muatan Undang Undang Nomor 6 Tahun 2014 Tentang Desa.",,1.0,2018-01-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6421,,Lembaga Penelitian dan Pengabdian Kepada Masyarakat,['FISIP2'],SAKAI SAMBAYAN,disk0/00/00/64/21,public,e-ISSN 2550-1089,2018-04-26 04:01:15,6,pub,,,,,,,,,,,,,,,,,,
33,2021-05-27 04:44:38,archive,30952,show,,508,,,2021-05-27 04:44:38,"[{'format': 'text', 'docid': 139779, 'main': 'HAKI Kebijakan Penatakelolaan Pariwisata-compressed.pdf', 'files': [{'fileid': 367217, 'datasetid': 'document', 'hash': 'a65ce1f9c8d81798a59da7be8120f43c', 'mime_type': 'application/pdf', 'filesize': 253111, 'objectid': 139779, 'uri': 'http://repository.lppm.unila.ac.id/id/file/367217', 'filename': 'HAKI Kebijakan Penatakelolaan Pariwisata-compressed.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-27 02:40:33'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 30952, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139779'}]","[{'name': {'given': 'dian', 'honourific': None, 'family': 'Kagungan', 'lineage': None}, 'id': 'dian.kagungan@fisip.unila.ac.id'}]",patent,KEBIJAKAN PENATAKELOLAAN PARIWISATA DI DAERAH OTONOM BARU,,published,['H1'],,['Universitas Lampung'],,2018-12-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30952,,,['FISIP2'],,disk0/00/03/09/52,public,,2021-05-27 04:44:38,7,pub,,,,,,,126918,,,,,LEMBAGA PENELITIAN DAN PENGABDIAN UNIVERSITAS LAMPUNG,,,,,,
34,2020-12-01 08:34:50,archive,25102,show,73-85,508,,"http://repository.lppm.unila.ac.id/id/eprint/9152 """,2020-12-01 08:34:50,"[{'docid': 38887, 'main': 'IICIS by dian.pdf', 'files': [{'datasetid': 'document', 'fileid': 227200, 'mime_type': 'application/pdf', 'hash': 'abe2db171c366b4d7ac5173201a3a0a4', 'hash_type': 'MD5', 'mtime': '2020-11-12 15:17:45', 'objectid': 38887, 'filesize': 328712, 'filename': 'IICIS by dian.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227200'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 25102, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38887', 'security': 'public'}]","[{'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'given': 'dian', 'family': 'Kagungan', 'lineage': None, 'honourific': None}}, {'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan', 'family': 'Fitri Meutia', 'lineage': None, 'honourific': None}}]",conference_item,"E-TOURISM GOVERNANCE POLICY FOR COSTAL VILLAGE IN PESAWARAN REGENCY
By 
DIAN KAGUNGAN
Lampung University, Bandar Lampung, Lampung, Indonesia
dian.kagungan@fisip.unila.ac.id

INTAN FITRI MEUTIA
Lampung University, Bandar Lampung, Lampung, Indonesia
intan.fitri@fisip.unila.ac.id",TRUE,published,['H1'],"The development of tourism in form of digitalization if it is developed effectively will provide benefits especially for local communities. The form of e-tourism management and development in Pesawaran Regency is carried out by cooperation between related institutions which in this case is the Department of Tourism and Culture with the Tourism Awareness Group (Pokdarwis) with IT (Information Technology) system support as an informal institution formed by members of the community and financed independently of the community (especially those who have concern in developing tourism in its area), Tourism awareness group has a very important role in tourism development in Pesawaran. Muljadi, 2012 (82-86). The problem of this research is the management of e-tourism of coastal villages of TelukPandan sub-district, Pesawaran Regency has not fully involving local people, the problem of tourism in Lampung Province is still running independently, not yet the formation of zones to be used as tourism object and management system through digitalization of coastal village tourism TelukPandanPesawaran Regency must finalize the study pattern of coastal area arrangement which is expected to serve as the center of economic growth towards ecocity, known as Integrated Coastal Zone Management.
The method used in this research is descriptive qualitative, data is picked through FGD and field visit to key informant relevant. The location of this research is in Pesawaran Regency of Lampung Province. The conclusions obtained from the results of this study are: 1) Increasing of infrastructure and supporting IT system the tourism becomes the attention of the Government of Pesawaran Regency. One of them is the formulation of regulation for tourism area, such as zoning of tourism area, tourism service, and standard of land use of tourism, many business actors have not understood the regulation of tourism management, for example beach lily which is used by private and reclamation activity which can disturb marine ecosystem. Development of tourist destinations cannot be done by the Government of Pesawaran, but must involve the stakeholders and not excluded the role of the community. Nevertheless, there are still obstacles encountered such as the development of access through private land. 2) The Pesawaran regency administration plans to manage the coastal tourist areas and work on the tourism potential of the coastal villages of TelukPandan sub-district through the Tourism and Creative Economy Department, Pesawaran Regency in integrated and integrated coastal zone management. 3) The management of coastal village e-tourism of TelukPandan sub-district should engage local people ability in IT system through strengthening the role of tourism conscious groups formed independently of community initiatives, with the hope that the management will provide economic benefits to the surrounding community and increase the Regional Income (PendapatanAsli Daerah - PAD) of Pesawaran Regency.
Suggestions/recommendations that are important in relation to the results of this year's research are:The Government of Pesawaran Regency should immediately allocate the budget for the completion of the preparation of Tourism Development Guideline of Pesawaran Regency (Master Plan of Regional Tourism Development / Ripda). The Regional Tourism Development Master Plan (RencanaIndukPengembanganPariwisata Daerah - Ripda) is a planning document in the development / development of tourism in Pesawaran District that should be announced through social media online.The Regional Tourism Development Master Plan (Ripda) of Pesawaran Regency contains the concept of development plan of tourism industry tourism, marketing and human resources of tourism institution of Peswaran Regency for the next 15 years. The purpose of the Ripda of Pesawaran Regency is to make e-tourism development of Pesawaran Regency able to be directional, comprehensive and conservation of nature environment. 
Key words: e-tourism, policy, governance, costal village, Pesawaran, Lampung Province.",['Universitas Lampung'],,2018-09-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25102,,,['FISIP2'],,disk0/00/02/51/02,public,,2020-12-01 08:34:50,9,pub,bandar lampung,9 September 2018,paper,conference,iicis,,,,,,,,,,,,,
