,title,creators,type,lastmod,metadata_visibility,rev_number,status_changed,publication,dir,divisions,uri,volume,subjects,date_type,refereed,documents,official_url,number,userid,pagerange,eprint_status,id_number,eprintid,datestamp,ispublished,full_text_status,issn,publisher,related_url,date,corp_creators,abstract,succeeds,contributors,event_title,event_type,event_location,event_dates,pres_type,isbn,place_of_pub,pages,book_title,series,patent_applicant
125,Manajemen Pembangunan (suatu kajian manajemen pembangunan bidang kepariwisataan),"[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Kagungan', 'given': 'dian'}}]",patent,2022-06-20 01:20:09,show,7,2022-06-20 01:20:09,,disk0/00/04/25/82,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/42582,,['H1'],published,,"[{'format': 'text', 'main': 'Sertifkat haki buku manaj pembangunan.pdf', 'docid': 164295, 'files': [{'hash': 'd69a377a2a4bf1eb22ef8bfabad58537', 'mime_type': 'application/pdf', 'fileid': 467486, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467486', 'filename': 'Sertifkat haki buku manaj pembangunan.pdf', 'filesize': 6602090, 'objectid': 164295, 'mtime': '2022-06-17 05:20:10', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 42582, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164295'}]",,,508,,archive,347565,42582,2022-06-20 01:20:09,pub,public,,,,2022-05-01 00:00:00.000000000,['Lembaga Penelitian dan Pengabdian Masyarakat Unila'],"Buku ajar manajemen pembangunan disusun dalam rangka pengayaan materi matakuliah Manajemen Pembangunan yang didukung data-data hasil riset yang tim penulis lakukan dalam skim penelitian terapan unggulan Perguruan Tinggi TA 2017 sampai dengan 2020. Khalayak sasaran dari buku ini adalah mahasiswa peserta matakuliah Manajemen Pembangunan dan khalayak yang concern dalam kebijakan manajemen pembangunan kepariwisataan khususnya. Buku ajar ini dipergunakan secara internal oleh mahasiswa jurusan administrasi negara Fisip Universitas Lampung, semata-mata untuk pengayaan khasanah pengetahuan mahasiswa, dengan demikian diharapkan prestasi akademis mahasiswa meningkat",,,,,,,,,,,,,EC 00202231967
126,"Can the Implementation of Conservation Village Increase the Environmental Support in Forest Management in Bukit Barisan Selatan National Park, Lampung, Indonesia?","[{'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'novita tresiana', 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'id': 'melya.riniarti@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Melya', 'lineage': None, 'given': 'Riniarti'}}]",article,2022-09-13 07:37:58,show,6,2022-09-13 07:37:58,International Journal of Sustainable Development and Planning,disk0/00/04/49/07,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/44907,17.0,['H1'],published,TRUE,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166828', 'pos': 1, 'eprintid': 44907, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 166828, 'main': 'Artikel_ Can the Implementation of Conservation Village Increase the Environmental Support in.pdf', 'files': [{'filesize': 1493693, 'objectid': 166828, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484560', 'filename': 'Artikel_ Can the Implementation of Conservation Village Increase the Environmental Support in.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-13 04:13:10', 'datasetid': 'document', 'fileid': 484560, 'mime_type': 'application/pdf', 'hash': 'd02c41da9e4b429ed9648ebd882cd962'}]}]",https://iieta.org/journals/ijsdp/paper/10.18280/ijsdp.170306,3.0,345,751-763,archive,,44907,2022-09-13 07:37:58,pub,public,1743-7601,International Information and Engineering Technology Association (IIETA),,2022-06-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","This study analyzes the success of implementing a conservation village in obtaining environmental support in forest management in the Bukit Barisan National Park. This research uses a qualitative case study method, reinforced by a desk review of relevant research literature. Interviews and focus group discussions were conducted to gain a deeper understanding of how successful policy implementation was Conservation Village in economic and conservation-based community empowerment in the TNBBS area. The success of policy implementation is reviewed by analysis of marketing policies and further analysis using a matrix of environmental reactions to policy implementation. The study results indicate that marketing policies in terms of policy acceptance and adoption have failed/successful and in terms of strategic readiness, successful with the establishment of a conservation task force tasked with managing and monitoring forest products and implementing this conservation village agreement. The community is an important part of the policy. The village government fully supports being the implementer of the policy. It is manifested in the form of providing access and facilities and for NGOs to provide full support through the provision of budgetary resources and facilitators for training and counseling related to building awareness to save forests.",,,,,,,,,,,,,
127,"Korespondensi artikel berjudul ""Can the Implementation of Conservation Village Increase the Environmental Support in 
Forest Management in Bukit Barisan Selatan National Park, Lampung, Indonesia?""","[{'name': {'given': 'noverman', 'honourific': None, 'family': 'noverman duadji', 'lineage': None}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'given': 'novita', 'lineage': None, 'family': 'novita tresiana', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Melya', 'lineage': None, 'given': 'Riniarti'}, 'id': 'melya.riniarti@fp.unila.ac.id'}]",other,2022-09-13 07:37:50,show,7,2022-09-13 07:37:50,,disk0/00/04/49/10,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/44910,,['H1'],published,,"[{'eprintid': 44910, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166831', 'format': 'text', 'files': [{'objectid': 166831, 'filesize': 2749645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484584', 'filename': 'KORESPONDENSI Noverman _Can the Implementation of Conservation Village Increase the Environmental Support in Forest Management.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-13 04:30:35', 'datasetid': 'document', 'fileid': 484584, 'mime_type': 'application/pdf', 'hash': 'e67ba88984740ee15000a3bc16adb9c3'}], 'main': 'KORESPONDENSI Noverman _Can the Implementation of Conservation Village Increase the Environmental Support in Forest Management.pdf', 'docid': 166831, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",https://iieta.org/journals/ijsdp/paper/10.18280/ijsdp.170306,,345,,archive,2080-1971,44910,2022-09-13 07:37:50,pub,public,,International Information and Engineering Technology Association (IIETA),,2022-06-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","This study analyzes the success of implementing a conservation village in obtaining 
environmental support in forest management in the Bukit Barisan National Park. This research 
uses a qualitative case study method, reinforced by a desk review of relevant research 
literature. Interviews and focus group discussions were conducted to gain a deeper 
understanding of how successful policy implementation was Conservation Village in 
economic and conservation-based community empowerment in the TNBBS area. The success 
of policy implementation is reviewed by analysis of marketing policies and further analysis 
using a matrix of environmental reactions to policy implementation. The study results indicate 
that marketing policies in terms of policy acceptance and adoption have failed/successful and 
in terms of strategic readiness, successful with the establishment of a conservation task force 
tasked with managing and monitoring forest products and implementing this conservation 
village agreement. The community is an important part of the policy. The village government 
fully supports being the implementer of the policy. It is manifested in the form of providing 
access and facilities and for NGOs to provide full support through the provision of budgetary 
resources and facilitators for training and counseling related to building awareness to save 
forests.",,,,,,,,,United Kongdom,,,,
128,"Similarity Indeks Artikel berjudul""Can the Implementation of Conservation Village Increase the Environmental Support in 
Forest Management in Bukit Barisan Selatan National Park, Lampung, Indonesia?""","[{'name': {'given': 'noverman', 'honourific': None, 'lineage': None, 'family': 'noverman duadji'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'given': 'novita', 'lineage': None, 'family': 'novita tresiana', 'honourific': None}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Melya', 'lineage': None, 'given': 'Riniarti'}, 'id': 'melya.riniarti@fp.unila.ac.id'}]",other,2022-09-13 07:37:48,show,7,2022-09-13 07:37:48,,disk0/00/04/49/09,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/44909,,['H1'],published,,"[{'format': 'text', 'main': 'Similaity_Can the Implementation of Conservation Village Increase the Environmental Support in Forest Management in Bukit Barisan Selatan.pdf', 'files': [{'filename': 'Similaity_Can the Implementation of Conservation Village Increase the Environmental Support in Forest Management in Bukit Barisan Selatan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484570', 'objectid': 166830, 'filesize': 5063311, 'mtime': '2022-09-13 04:25:00', 'hash_type': 'MD5', 'hash': 'fd5f0d2f4927dcbb07f1d7620ff08690', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 484570}], 'docid': 166830, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 44909, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166830'}]",https://iieta.org/journals/ijsdp/paper/10.18280/ijsdp.170306,,345,,archive,1743-7601,44909,2022-09-13 07:37:48,pub,public,,International Information and Engineering Technology Association (IIETA),,2022-06-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","This study analyzes the success of implementing a conservation village in obtaining 
environmental support in forest management in the Bukit Barisan National Park. This research 
uses a qualitative case study method, reinforced by a desk review of relevant research 
literature. Interviews and focus group discussions were conducted to gain a deeper 
understanding of how successful policy implementation was Conservation Village in 
economic and conservation-based community empowerment in the TNBBS area. The success 
of policy implementation is reviewed by analysis of marketing policies and further analysis 
using a matrix of environmental reactions to policy implementation. The study results indicate 
that marketing policies in terms of policy acceptance and adoption have failed/successful and 
in terms of strategic readiness, successful with the establishment of a conservation task force 
tasked with managing and monitoring forest products and implementing this conservation 
village agreement. The community is an important part of the policy. The village government 
fully supports being the implementer of the policy. It is manifested in the form of providing 
access and facilities and for NGOs to provide full support through the provision of budgetary 
resources and facilitators for training and counseling related to building awareness to save 
forests",,,,,,,,,United Kongdom,,,,
129,Policy Implementation Model In The Development Of 12-Year Basic Education In Priority Areas In Indonesia,"[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}}, {'name': {'honourific': None, 'family': 'novita tresiana', 'lineage': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'id': 'pairulsyah.1963@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Pairulsyah', 'given': 'Pairulsyah'}}, {'id': 'suwarno.1965@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Suwarno', 'lineage': None, 'given': 'Suwarno'}}]",article,2022-12-26 02:11:47,show,6,2022-12-26 02:11:47,International Journal of Progressive Sciences and Technologies (IJPSAT),disk0_bak/00/04/74/57,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/47457,35.0,['H1'],published,TRUE,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'JI_Baru Terbit_Policy Implementation Model In The Development Of 12-Year.pdf', 'files': [{'fileid': 520471, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '27fca961d5c9cbb8ab9f75de8db158a9', 'filesize': 275686, 'objectid': 186512, 'uri': 'http://repository.lppm.unila.ac.id/id/file/520471', 'filename': 'JI_Baru Terbit_Policy Implementation Model In The Development Of 12-Year.pdf', 'hash_type': 'MD5', 'mtime': '2022-12-25 17:34:00'}], 'docid': 186512, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186512', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47457}]",https://ijpsat.org/index.php/ijpsat/article/view/4764,2.0,345,218-227,archive,,47457,2022-12-26 02:11:47,pub,public,2509-0119,IJSAT,[{'url': 'https://ijpsat.org/index.php/ijpsat/article/view/4764/2942'}],2022-11-02 00:00:00.000000000,"['Unila', 'Unila', 'Unila']","Abstract – Efforts to increase education development are an important strategy, especially in priority areas with a low education index. The choice of implementation model is directed at the results of an analysis of improvement, expansion, deepening, and adjustment of the quality of educational activities. This study aims to (1) analyze the strategy for the development of the 12-year compulsory education implementation model, and (2) the trend of the 12-year compulsory education implementation development model used in priority areas. The method used is a survey method using SWOT (Strengths Weaknesses-Opportunities-Treath) analysis and top down implementation analysis. Pesisir Barat Regency, Lampung Province, is a priority area chosen with the consideration that the education index is the lowest in Lampung Province. The results of the study show that (1) the strategies used to analyze educational development in Pesisir Barat district include: Strengths-Opportunities/SO; Strengths-Treath/ST; Weaknesses-Opportunities/WO, and WeaknessesTreath/WT and (2) the development model leads to a top down model in the form of: a) the availability of Learning Package A, Learning Package B and Learning Package C programs; b) allocation of funds to carry out teacher competence strengthening training and training in cooperation with LPMP/Higher Education; d) development of school facilities and infrastructure. An implementation model based on analysis and a top down approach is the choice for the successful development of 12 year education in priority areas. Keywords – Policy Implementation, SWOT Analysis, Top Down Implementation Model",,,,,,,,,,,,,
130,Policy Implementation Model in the Development of 12-Year Basic Education in Priority Areas in Indonesia,"[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'noverman', 'family': 'noverman duadji', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'novita tresiana', 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'id': 'pairulsyah.1963@fisip.unila.ac.id', 'name': {'given': 'Pairulsyah', 'honourific': None, 'lineage': None, 'family': 'Pairulsyah'}}, {'name': {'honourific': None, 'family': 'Suwarno', 'lineage': None, 'given': 'Suwarno'}, 'id': 'suwarno.1965@fisip.unila.ac.id'}]",article,2023-01-02 03:23:50,show,7,2023-01-02 03:23:50,International Journal of Progressive Sciences and Technologies,disk0_bak/00/04/75/45,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/47545,35.0,['H1'],published,TRUE,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186610', 'eprintid': 47545, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'filename': 'Article Policy Implementation Model.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521196', 'filesize': 275686, 'objectid': 186610, 'mtime': '2023-01-01 04:32:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '27fca961d5c9cbb8ab9f75de8db158a9', 'datasetid': 'document', 'fileid': 521196}], 'main': 'Article Policy Implementation Model.pdf', 'docid': 186610}]",https://ijpsat.org/index.php/ijpsat/article/view/4764,2.0,544,218-227,archive,,47545,2023-01-02 03:23:50,pub,public,2509-0119.,Scholar AL,,1970-01-01 00:00:00.000002022,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","Efforts to increase education development are an important strategy, especially in priority areas with a low education index.
The choice of implementation model is directed at the results of an analysis of improvement, expansion, deepening, and adjustment of
the quality of educational activities. This study aims to (1) analyze the strategy for the development of the 12-year compulsory education
implementation model, and (2) the trend of the 12-year compulsory education implementation development model used in priority
areas. The method used is a survey method using SWOT (Strengths Weaknesses-Opportunities-Treath) analysis and top down
implementation analysis. Pesisir Barat Regency, Lampung Province, is a priority area chosen with the consideration that the education
index is the lowest in Lampung Province. The results of the study show that (1) the strategies used to analyze educational development
in Pesisir Barat district include: Strengths-Opportunities/SO; Strengths-Treath/ST; Weaknesses-Opportunities/WO, and Weaknesses-
Treath/WT and (2) the development model leads to a top down model in the form of: a) the availability of Learning Package A,
Learning Package B and Learning Package C programs; b) allocation of funds to carry out teacher competence strengthening training
and training in cooperation with LPMP/Higher Education; d) development of school facilities and infrastructure. An implementation
model based on analysis and a top down approach is the choice for the successful development of 12 year education in priority areas.",,,,,,,,,,,,,
131,Policy Implementation Model in the Development of 12-Year Basic Education in Priority Areas in Indonesia,"[{'name': {'given': 'noverman', 'honourific': None, 'family': 'noverman duadji', 'lineage': None}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'id': 'pairulsyah.1963@fisip.unila.ac.id', 'name': {'given': 'Pairulsyah', 'honourific': None, 'family': 'Pairulsyah', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suwarno', 'given': 'Suwarno'}, 'id': 'suwarno.1965@fisip.unila.ac.id'}]",other,2023-01-02 03:23:52,show,7,2023-01-02 03:23:52,,disk0_bak/00/04/75/46,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/47546,,['H1'],,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186611', 'pos': 1, 'eprintid': 47546, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mtime': '2023-01-01 04:39:28', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521204', 'filename': 'Turnitin_Policy Implementation Model_Assos Prof Dr. Noverman Duadji_Universitas Lampung.pdf.pdf', 'filesize': 281119, 'objectid': 186611, 'hash': '1bced4dec80ebe3c29f665c3c065fce0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 521204}], 'main': 'Turnitin_Policy Implementation Model_Assos Prof Dr. Noverman Duadji_Universitas Lampung.pdf.pdf', 'docid': 186611}]",https://ijpsat.org/index.php/ijpsat/article/view/4764,,544,,archive,2080-1971,47546,2023-01-02 03:23:52,pub,public,,Scholar AL,,1970-01-01 00:00:00.000002022,['Universitas Lampung'],Turnitin sebesar 8%,,,,,,,,,Maroco,,,,
132,Gender Equality dalam Jabatan Publik di Kabupaten Mesuji,"[{'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",article,2022-05-09 01:28:12,show,6,2022-05-09 01:28:12,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",disk0/00/04/15/11,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41511,4.0,['H1'],published,TRUE,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Novita T.pdf', 'files': [{'fileid': 459619, 'datasetid': 'document', 'hash': '88ace9b792ef827ef2a9dda528476add', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-05-01 12:45:23', 'filesize': 447459, 'objectid': 163158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459619', 'filename': 'Novita T.pdf'}], 'docid': 163158, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163158', 'eprintid': 41511, 'placement': 1}]",https://administrativa.fisip.unila.ac.id/index.php/1/article/view/116,1.0,544,73-80,archive,,41511,2022-05-09 01:28:12,pub,public,2714-7673,Jurusan Administrasi Negara,,2022-04-01 00:00:00.000000000,['Universitas Lampung'],"Gender equality in public position in Mesuji district government can be said to be 
good. However, the gender equality index in Mesuji Regency is still relatively low 
compared to several regions in Indonesia. The purpose of this study is that to 
determine whether gender equality in public position in Mesuji Regency has been 
realized. The method used was a descriptive method with a qualitative approach. 
Furthermore, data collection in this study was conducted by interview, 
observation and documentation. The results of this study show that gender 
equality in public position in the Mesuji Regency Government has not been 
realized properly. Moreover, based on the policy implementation model by 
Edward III, the implementation of gender mainstreaming in Mesuji Regency has 
not well realized. There are still matters which haven't been conducted 
optimally. Thus, the government needs to improve communication and other 
matters which support the success of gender mainstreaming.",,,,,,,,,,,,,
133,Hasil Penilaian sejawat/ Peer Review Peer Review HKI Buku Pedoman Merancang Pekon Ramah Anak,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'novita tresiana', 'lineage': None, 'given': 'novita'}}]",other,2022-05-25 06:08:36,show,7,2022-05-25 06:08:36,,disk0/00/04/18/32,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41832,,['H1'],,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Peer Review HKI Buku Pedoman Merancang Pekon Ramah Anak_Dr Novita.pdf', 'files': [{'mtime': '2022-05-25 06:00:07', 'hash_type': 'MD5', 'filename': 'Peer Review HKI Buku Pedoman Merancang Pekon Ramah Anak_Dr Novita.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461936', 'objectid': 163499, 'filesize': 2338311, 'mime_type': 'application/pdf', 'hash': '3674f8b143db82a692c568d83d3c81e9', 'datasetid': 'document', 'fileid': 461936}], 'docid': 163499, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163499', 'eprintid': 41832, 'placement': 1}]",,,544,,archive,,41832,2022-05-25 06:08:36,pub,public,,Kementrian Hukum&HAM RI_Dirjen KI,,2022-05-01 00:00:00.000000000,['Universitas Lampung'],"Peer review  rekan sejawat eksternal berjumlah 2 orang 
Peer review rekan sejawat internasl berjumlah 1 orang
Hasil memenuhi unsur HKI Buku",,,,,,,,,,,,,
134,Hasil Penilaian sejawat/Peer Review Jurnal Internasional_SUSTAINABLE TOURISM WHY DO GOVERNMENT NEED COLLABORATIVE GOVERNANCE,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}}]",other,2022-05-27 03:22:32,show,7,2022-05-27 03:22:32,,disk0/00/04/18/44,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41844,,['H1'],,,"[{'main': 'Peer Review Jurnal Internasional_SUSTAINABLE TOURISM WHY DO GOVERNMENT NEED COLLABORATIVE GOVERNANCE_Dr Novita.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/462038', 'filename': 'Peer Review Jurnal Internasional_SUSTAINABLE TOURISM WHY DO GOVERNMENT NEED COLLABORATIVE GOVERNANCE_Dr Novita.pdf', 'objectid': 163512, 'filesize': 2578099, 'mtime': '2022-05-25 07:10:03', 'hash_type': 'MD5', 'hash': 'afc34386ecca1ed6fb966f99e067fa35', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 462038}], 'docid': 163512, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 41844, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163512', 'security': 'public'}]",,,544,,archive,,41844,2022-05-27 03:22:32,pub,public,,Russian Journal of Agricultural and Socio-Economic Sciences,,2022-05-01 00:00:00.000000000,['Universitas Lampung'],"Penilaian sejawat/peer review  dilakukan oleh 2 reviewer eskternal dan 1 reviewer internal
Hasil review: memenuhi unsur jurnal internasional",,,,,,,,,,,,,
135,Hasil penialaian sejawat/peer Review Prosiding Internasional (Terindeks Scopus)_Environment and polemic of cantrang ban in Lampung bay The importance of stakeholder mapping,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'given': 'novita', 'family': 'novita tresiana', 'lineage': None, 'honourific': None}}]",other,2022-05-27 03:22:55,show,7,2022-05-27 03:22:55,,disk0/00/04/18/53,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41853,,['H1'],,,"[{'eprintid': 41853, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163523', 'pos': 1, 'format': 'text', 'main': 'Peer Review Prosiding Internasional (Terindeks Scopus)_Environment and polemic of cantrang ban in Lampung bay The importance of stakeholder mapping_Dr Novita.pdf', 'docid': 163523, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/462104', 'filename': 'Peer Review Prosiding Internasional (Terindeks Scopus)_Environment and polemic of cantrang ban in Lampung bay The importance of stakeholder mapping_Dr Novita.pdf', 'objectid': 163523, 'filesize': 2999787, 'mtime': '2022-05-25 07:38:47', 'hash_type': 'MD5', 'hash': '1a490fa889c70087f2e001308fabff6a', 'mime_type': 'application/pdf', 'fileid': 462104, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,,544,,archive,,41853,2022-05-27 03:22:55,pub,public,,IOP Conference Series,,2022-05-01 00:00:00.000000000,['Universitas Lampung'],"Penilaian sejawat/peer review  dilakukan oleh 2 reviewer eskternal dan 1 reviewer internal
Hasil review: memenuhi unsur prosiding internasional terindeks (Scimago dan scopus)",,,,,,,,,,,,,
136,Hasil penilaian rekan sejawat/Peer Review Jurnal Int Bereputasi THE PRACTICE OF CHILD MARRIAGE A PROFILE AND POLICY ADVOCACY FOR INDONESIAN GOVERNMENT,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'novita tresiana', 'given': 'novita'}}]",other,2022-05-27 03:22:29,show,7,2022-05-27 03:22:29,,disk0/00/04/18/42,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41842,,['H1'],,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163510', 'pos': 1, 'eprintid': 41842, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Peer Review Jurnal Int Bereputasi THE PRACTICE OF CHILD MARRIAGE A PROFILE AND POLICY ADVOCACY FOR INDONESIAN GOVERNMENT_Dr Novita.pdf', 'files': [{'datasetid': 'document', 'fileid': 462019, 'hash': '645984e0c811d585d8bac463f89fea20', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-05-25 07:03:15', 'filesize': 3315989, 'objectid': 163510, 'filename': 'Peer Review Jurnal Int Bereputasi THE PRACTICE OF CHILD MARRIAGE A PROFILE AND POLICY ADVOCACY FOR INDONESIAN GOVERNMENT_Dr Novita.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/462019'}], 'docid': 163510}]",,,544,,archive,,41842,2022-05-27 03:22:29,pub,public,,"Faculty of Geography and Regional Studies, University of Warsaw,",,2022-05-01 00:00:00.000000000,['Universitas Lampung'],"Penilaian sejawat/peer review  dilakukan oleh 2 reviewer eskternal dan 1 reviewer internal
Hasil review: memenuhi unsur jurnal internasional bereputasi",,,,,,,,,,,,,
137,Hasil penilaian sehawat/peer review HKI Buku Kebijakan Publik,"[{'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",other,2022-05-27 03:22:18,show,8,2022-05-27 03:22:18,,disk0/00/04/18/36,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41836,,['H1'],,,"[{'placement': 1, 'eprintid': 41836, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163503', 'pos': 1, 'security': 'public', 'docid': 163503, 'main': 'Peer Review HKI Kebijakan Publik_Dr Novita.pdf', 'files': [{'mtime': '2022-05-25 06:10:46', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461977', 'filename': 'Peer Review HKI Kebijakan Publik_Dr Novita.pdf', 'filesize': 2030171, 'objectid': 163503, 'hash': 'efda20a45ce6724bff3715d62fe67ddd', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 461977}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,544,,archive,,41836,2022-05-27 03:22:18,pub,public,,Kementrian Hukum&HAM RI_Dirjen KI,,2022-05-01 00:00:00.000000000,['Universitas Lampung'],"Peer review  rekan sejawat eksternal berjumlah 2 orang 
Peer review rekan sejawat internasl berjumlah 1 orang
Hasil memenuhi unsur HKI Buku",,,,,,,,,,,,,
