,date,uri,volume,abstract,subjects,date_type,rev_number,ispublished,status_changed,issn,full_text_status,publication,publisher,dir,divisions,related_url,documents,lastmod,official_url,number,userid,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,creators,type,pagerange,id_number,corp_creators,keywords,place_of_pub,book_title,pages,isbn,monograph_type
10,2023-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51779,1.0,"Pemberlakuan Peraturan Mahkamah Agung Nomor 1 Tahun
2020 tentang Pedoman Pelaksanaan Tugas Selama Masa
Pencegahan Penyebaran Corona Virus Disease 2019 (COVID-19) di
Lingkungan Mahkamah Agung dan Badan Peradilan yang Berada di
Bawahnya dilaksanakan Secara Elektronik menjadikan proses
berperkara di pengadilan dapat dilakukan secara online. Penulisan
ini membahas bagaimana efektivitas pelaksanaan persidangan
online (teleconference) dalam perkara pidana korupsi. Penulis
menggunakan pendekatan metode penulisan yuridis normatif.
Analisis data dilakukan dengan analisis kualitatif. Pengumpulan data
dilakukan dengan teknik studi pustaka dan studi lapangan. Hasil
penulisan ini menunjukan bahwa problema persidangan korupsi
berbasis online di masa pandemi Covid-19 antara lain terletak di
peraturan perundangan-undangan serta sarana dan fasilitas.
Problema terkait perundang- undangan terkait beberapa pasal di
dalam Perma yang bertentangan dengan KUHAP. Selain itu
problema terkait sarana dan fasilitas yang acapkali terjadi ialah
pengumpulan para pihak yang hendak beracara dan jaringan
internet yang sering kali tidak stabil.",['K1'],published,8,pub,2023-05-19 01:28:40,,public,,Pusaka Media,disk0_bak/00/05/17/79,['FH3'],,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '18276 (1).pdf', 'docid': 250358, 'files': [{'filename': '18276 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613471', 'objectid': 250358, 'filesize': 1807593, 'mtime': '2023-05-17 14:47:35', 'hash_type': 'MD5', 'hash': '5409e1554cf7eea65ab1816f2d918f46', 'mime_type': 'application/pdf', 'fileid': 613471, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250358', 'security': 'public', 'placement': 1, 'eprintid': 51779}, {'format': 'text', 'main': '18276 (2).pdf', 'docid': 250459, 'files': [{'datasetid': 'document', 'fileid': 613655, 'hash': 'c6766085b1f67e13304c174b92ced0c5', 'mime_type': 'application/pdf', 'filesize': 1807593, 'objectid': 250459, 'filename': '18276 (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613655', 'hash_type': 'MD5', 'mtime': '2023-05-18 07:38:56'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 51779, 'placement': 7, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/250459', 'pos': 7}]",2023-05-19 01:28:40,,,2268,show,archive,51779,2023-05-19 01:28:40,TRUE,"PROBLEMA PERSIDANGAN KORUPSI
BERBASIS ONLINE PADA MASA DARURAT
NEGARA","[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Emilia susanti', 'honourific': None, 'given': 'susanti'}}, {'id': 'dona.raisa@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Dona', 'honourific': None, 'given': 'Raisa Monica'}}]",book_section,281-293,,"['Unila', 'Unila']",,,DINAMIKA REFORMASI HUKUM DI INDONESIA,404.0,ISBN: 978-623-418-135-7,
11,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/51639,,,['K1'],,8,unpub,2023-05-15 06:48:03,,public,,LPPM Universitas Lampung,disk0_bak/00/05/16/39,['FH3'],,"[{'eprintid': 51639, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249585', 'format': 'text', 'main': '20580.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'eba4dc4803f93868523ca93b2c2b15dc', 'datasetid': 'document', 'fileid': 611694, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611694', 'filename': '20580.pdf', 'objectid': 249585, 'filesize': 625885, 'mtime': '2023-05-15 04:29:51', 'hash_type': 'MD5'}], 'docid': 249585, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2023-05-15 06:48:03,,,903,show,archive,51639,2023-05-15 06:48:03,,Perlindungan Hukum Kepada Pengantar Makanan Online Terhadap Kejahatan Orderan Fiktif Yang Dilakukan Pengguna Aplikasi Pengantar Makanan,"[{'name': {'given': 'Muhamad', 'honourific': None, 'family': 'Farid', 'lineage': None}, 'id': None}, {'name': {'given': 'firganefi', 'honourific': None, 'family': 'firganefi', 'lineage': None}, 'id': 'firganefi.unila@gmail.com'}, {'id': None, 'name': {'given': 'Budi Rizky', 'family': 'Husin', 'lineage': None, 'honourific': None}}]",monograph,,,,,,,,,documentation
12,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/51640,,,['K1'],submitted,8,unpub,2023-05-15 06:48:05,,public,,LPPM Universitas Lampung,disk0_bak/00/05/16/40,['FH3'],,"[{'placement': 1, 'eprintid': 51640, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249590', 'pos': 1, 'security': 'public', 'docid': 249590, 'main': '20581.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/611707', 'filename': '20581.pdf', 'objectid': 249590, 'filesize': 897187, 'mtime': '2023-05-15 04:34:24', 'hash_type': 'MD5', 'hash': 'f725beb683444bdb16df75c64ca76efd', 'mime_type': 'application/pdf', 'fileid': 611707, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2023-05-15 06:48:05,,,903,show,archive,51640,2023-05-15 06:48:05,,Konstruksi Perlindungan Terpadu Berbasis Masyarakat Dalam Upaya Optimasi Perlindungan Perempuan Korban KDRT,"[{'name': {'lineage': None, 'family': 'Jatmiko', 'honourific': None, 'given': 'Gunawan'}, 'id': None}, {'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'family': 'Emilia susanti', 'lineage': None, 'honourific': None, 'given': 'susanti'}}, {'id': 'firganefi.unila@gmail.com', 'name': {'given': 'firganefi', 'lineage': None, 'family': 'firganefi', 'honourific': None}}]",monograph,,,,,,,,,documentation
13,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/51339,3.0,"This study is to examine the purpose of this study explaining Company Merger as a form of
company development in the face of economic globalization. The development of companies in the era of
economic globalization has become something that should be done in order to maximize the prosperity of
company stakeholders and face changes in the business world in each country. Various strategies can be
carried out in order to develop the company. One of the strategies to develop a business that is currently
developing is through a merger, both in the form of mergers. The problem that will be discussed in this
study is How to Merge Companies as a Form of Company Development in the Face of Economic
Globalization. The research method used is a normative research method with a statute approach
approach and analyzed using content analysis",['K1'],published,7,pub,2023-05-10 03:36:32,2319-7579,public,IJCRSSSL,"International Journal of Current Researches in Sciences, Social Sciences and Languages",disk0_bak/00/05/13/39,['FH3'],,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'IJCRSSSLV3I10002.pdf', 'docid': 248058, 'files': [{'hash': 'b723512abe8850f3afed19c20d4ba394', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 608216, 'mtime': '2023-05-10 01:52:02', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/608216', 'filename': 'IJCRSSSLV3I10002.pdf', 'objectid': 248058, 'filesize': 418136}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/248058', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51339}]",2023-05-10 03:36:32,https://www.ijcrsssl.com/volume-03-issue-01,1.0,635,show,archive,51339,2023-05-10 03:36:32,TRUE,"Company Merger as a Form of Corporate
Development in the Face of Economic
Globalization","[{'name': {'given': 'kingkin', 'family': 'Kingkin wahyuningdiah', 'lineage': None, 'honourific': None}}, {'name': {'family': 'sunaryo', 'lineage': None, 'honourific': None, 'given': 'S.H., M.H'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'YENNIE', 'given': 'AGUSTIN MR'}}, {'name': {'given': 'Kasmawati', 'lineage': None, 'family': 'Kasmawati', 'honourific': None}}]",article,10-17,,['Fakultas Hukum'],"Mergers 1 , Economic Globalization 2 , Enterprise Development 3",,,,,
14,2023-01-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50440,3.0,"This study is to examine the purpose of this study explaining Company Merger as a form of
company development in the face of economic globalization. The development of companies in the era of
economic globalization has become something that should be done in order to maximize the prosperity of
company stakeholders and face changes in the business world in each country. Various strategies can be
carried out in order to develop the company. One of the strategies to develop a business that is currently
developing is through a merger, both in the form of mergers. The problem that will be discussed in this
study is How to Merge Companies as a Form of Company Development in the Face of Economic
Globalization. The research method used is a normative research method with a statute approach
approach and analyzed using content analysis.",['K1'],published,6,submitted,2023-04-13 03:40:16,2319-7579,public,"Volume: 03 | Issue: 01 | 2023 | Open Access | Impact Factor: 5.735 International Journal of Current Researches in Sciences, Social Sciences and Languages",IJCRSSSL,disk0_bak/00/05/04/40,['FH3'],,"[{'eprintid': 50440, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190146', 'format': 'text', 'docid': 190146, 'main': 'Company Merger as a Form of Corporate Development in the Face of Economic Globalization.pdf', 'files': [{'hash': '9e1d17fc84d97d5a00d7bf271f7eae21', 'mime_type': 'application/pdf', 'fileid': 544336, 'datasetid': 'document', 'filename': 'Company Merger as a Form of Corporate Development in the Face of Economic Globalization.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544336', 'filesize': 4182005, 'objectid': 190146, 'mtime': '2023-04-13 02:19:46', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-13 03:40:16,https://www.ijcrsssl.com/papers/v3/i3/IJCRSSSLV3I10002.pdf,1.0,1007,show,archive,50440,2023-04-13 03:40:16,TRUE,Company Merger as a Form of Corporate Development in the Face of Economic Globalization,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Kingkin wahyuningdiah', 'given': 'kingkin'}}, {'name': {'given': 'S.H., M.H', 'honourific': None, 'lineage': None, 'family': 'sunaryo'}}, {'name': {'lineage': None, 'family': 'YENNIE', 'honourific': None, 'given': 'AGUSTIN MR'}}, {'name': {'given': 'Kasmawati', 'honourific': None, 'lineage': None, 'family': 'Kasmawati'}}]",article,10-17,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,
15,2023-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51173,,,['K1'],published,7,pub,2023-05-08 02:07:13,,public,,RAJAWALI PERS,disk0_bak/00/05/11/73,['FH3'],,"[{'main': 'Buku Hukum Pidana Indonesia_Maya Shafira_compressed.pdf', 'docid': 190894, 'files': [{'datasetid': 'document', 'fileid': 549955, 'hash': '192a17247557d4c385dbe30e06db58c4', 'mime_type': 'application/pdf', 'objectid': 190894, 'filesize': 1226255, 'filename': 'Buku Hukum Pidana Indonesia_Maya Shafira_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549955', 'hash_type': 'MD5', 'mtime': '2023-05-07 15:35:05'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 51173, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190894', 'pos': 1, 'security': 'public'}]",2023-05-08 02:07:13,,,318,show,archive,51173,2023-05-08 02:07:13,TRUE,PEMIKIRAN KONTEMPORER PEMBAHARUAN HUKUM PIDANA INDONESIA,"[{'name': {'family': 'Maya Shafira', 'lineage': None, 'honourific': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",book_section,,,,,,PEMIKIRAN KONTEMPORER PEMBAHARUAN HUKUM PIDANA INDONESIA,,9786233728614,
16,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/51928,,"Restorative justice merupakan suatu alternatif upaya penegakan hukum pidana 
atau penyelesaian perkara pidana yang dimana pada umumnya tindak pidana 
diselesaikan melalui jalur pemidanaan di persidangan, namun ini diselesaikan 
melalui dialog antara pelaku, korban, keluarga kedua belah pihak, dan pihak lain 
yang tekait untuk bersama-sama mencari suatu solusi yang adil dengan 
menekankan pemulihan kembali kepada keadaan semula dan bukan pembalasan. 
Kegiatan ini bertujuan untuk meningkatkan kesadaran dan pengetahuan Aparatur 
Pemerintah dan Masyarakat Pekon Payung mengenai keadilan restoratif dalam 
penyelesaian perkara pidana dan untuk mengetahui terkait faktor penghambat dan 
upaya mengatasi hambatan dalam penyelesaian perkara pidana melalui restorative
justice. Adapun target khusus dalam penelitan ini yaitu untuk mewujudkan 
Aparatur Pemerintah dan Masyarakat Pekon Payung yang menyelesaikan perkara 
pidana melalui restorative justice dengan maksimal dengan memberikan mediasi 
antara pelaku, korban, dan masyarakat untuk mencapai kesepakatan bersama 
dalam pemulihan hak pelaku, korban, dan masyarakat, sehingga tercapai suatu 
keadilan yang merata dan sesuai yang dikehendaki oleh para pihak. Metode yang 
dipakai dalam pencapaian tujuan tersebut yakni penyampaian materi melalui 
penyuluhan, diskusi terarah dan tanya jawab. Kegiatan ini berlokasi di Pekon 
Payun Kecamatan Kota Agung Barat Kabupaten Tanggamus. Mengingat 
kurangnya pengetahuan Aparatur Pemerintah dan Masyarakat Pekon Payung 
mengenai keadilan restoratif, maka hasil yang diharapkan setelah pelaksanaan 
kegiatan ini yaitu Aparatur Pemerintah dan Masyarakat Pekon Payung yang
mampu menyelesaikan perkara pidana melalui restorative justice dengan 
maksimal.
Kata kunci: Pekon Payung, Pidana, Restorative Justice",['K1'],submitted,8,submitted,2023-05-22 01:06:46,,public,,FH UNILA,disk0_bak/00/05/19/28,['FH3'],,"[{'placement': 1, 'eprintid': 51928, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251179', 'pos': 1, 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '0fc4f1bbc560bddd521c407ccab35e54', 'fileid': 615259, 'datasetid': 'document', 'filename': 'MAYA_SHAFIRA_LAPORAN_AKHIR_PENGABDIAN_MANDIRI[1].pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/615259', 'objectid': 251179, 'filesize': 6805620, 'mtime': '2023-05-21 08:39:03', 'hash_type': 'MD5'}], 'main': 'MAYA_SHAFIRA_LAPORAN_AKHIR_PENGABDIAN_MANDIRI[1].pdf', 'docid': 251179, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-05-22 01:06:46,,,318,show,archive,51928,2023-05-22 01:06:46,,"PENEGAKAN HUKUM MELALUI RESTORATIVE JUSTICE KEPADA 
APARATUR PEMERINTAH DAN MASYARAKAT PEKON PAYUNG
KECAMATAN KOTA AGUNG BARAT KABUPATEN TANGGAMUS","[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'family': 'Maya Shafira', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Deni Achmad', 'lineage': None, 'given': 'Deni Achmad'}, 'id': 'deni.achmad@fh.unila.ac.id'}, {'id': 'dewiseptiana80@yahoo.co.id', 'name': {'given': 'Dewi Septiana', 'lineage': None, 'family': 'Dewi Septiana', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sri Riski', 'given': 'qqgadis@gmail.com'}, 'id': 'qqgadis@gmail.com'}, {'id': 'aisyahhkm@gmail.com', 'name': {'given': 'Aisyah', 'family': 'Aisyah Muda Cemerlang', 'lineage': None, 'honourific': None}}]",other,,,,,,,,,
17,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/51914,3.0,"Abstract: Restorative justice is an alternative to enforcing criminal law or settling criminal 
cases where generally crimes are resolved through criminal prosecution in court, but this is 
resolved through dialogue between perpetrators, victims, the families of both parties, and other 
parties who are related to work together. seeking a just solution by emphasizing restoration to 
the original state and not retaliation. This activity aims to increase awareness and knowledge of 
Government Apparatuses and the Pekon Payung Community regarding restorative justice in 
the settlement of criminal cases and to find out the inhibiting factors and efforts to overcome 
obstacles in resolving criminal cases through restorative justice. The specific target in this 
research is to realize Pekon Payung Government Apparatuses and Communities who can 
maximally resolve criminal cases through restorative justice by providing mediation between 
perpetrators, victims, and the community to reach a mutual agreement in restoring the rights of 
perpetrators, victims, and the community, so that this is achieved. justice that is equitable and 
according to the wishes of the parties. The method used in achieving these goals is the delivery 
of material through counseling, directed discussions and question and answer. This activity is 
located in Pekon Payun, Kota Agung Barat District, Tanggamus Regency. Given the lack of 
knowledge of Pekon Payung Government Apparatuses and Communities regarding restorative 
justice, the expected results after the implementation of this activity are Government 
Apparatuses and Pekon Payung Communities who are able to resolve criminal cases through 
restorative justice with the maximum.
Keywords: Pekon Payung, Criminal, Restorative Justice",['K1'],published,7,pub,2023-05-21 03:45:39,2808-0904,public,Nemui Nyimah: Jurnal Pengabdian kepada Masyarakat,FT Universitas Lampung,disk0_bak/00/05/19/14,['FH3'],[{'url': 'https://doi.org/10.23960/nm.v3i1.58'}],"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251105', 'security': 'public', 'placement': 1, 'eprintid': 51914, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'JURNAL PKM NYIMAH.pdf', 'docid': 251105, 'files': [{'hash_type': 'MD5', 'mtime': '2023-05-21 01:22:07', 'objectid': 251105, 'filesize': 256203, 'uri': 'http://repository.lppm.unila.ac.id/id/file/615060', 'filename': 'JURNAL PKM NYIMAH.pdf', 'datasetid': 'document', 'fileid': 615060, 'mime_type': 'application/pdf', 'hash': '5bfbdc62b3370e1590d34d16ee0d6eb4'}], 'format': 'text'}]",2023-05-21 03:45:39,http://nemuinyimah.eng.unila.ac.id/index.php/nemuinyimah/article/view/58,1.0,318,show,archive,51914,2023-05-21 03:45:39,TRUE,Urgensi Penerapan Restorative Justice Dalam Tindak Pidana Ringan Pada Aparatur Pemerintah Dan Masyarakat Pekon Payung Kecamatan Kota Agung Barat Kabupaten Tanggamus,"[{'name': {'lineage': None, 'family': 'Maya Shafira', 'honourific': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'deni.achmad@fh.unila.ac.id', 'name': {'given': 'Deni Achmad', 'honourific': None, 'lineage': None, 'family': 'Deni Achmad'}}, {'name': {'given': 'Dewi Septiana', 'family': 'Dewi Septiana', 'lineage': None, 'honourific': None}, 'id': 'dewiseptiana80@yahoo.co.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sri Riski', 'given': 'qqgadis@gmail.com'}, 'id': 'qqgadis@gmail.com'}, {'id': 'aisyahhkm@gmail.com', 'name': {'lineage': None, 'family': 'Aisyah Muda Cemerlang', 'honourific': None, 'given': 'Aisyah'}}]",article,,,,,,,,,
18,2023-04-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51170,11.0,"This article aims to provide comparison viewed from the economic and 
law enforcement aspect prior to and following the establishment of 
Special Fisheries Courts. This study combines two methods of 
research, namely research on normative laws and supported by an 
empirical study of the law using various sources of data. Data 
collection was was conducted by document search and in-depth 
interviews The findings of this research indicate that Special Fisheries 
Courts play a rather significant role in the economic improvement of 
the fisheries sector. However, viewed from the aspect of law 
enforcement, there has been an increase in crime in the fisheries sector 
after the establishment of Special Fisheries Courts. Based on the 
findings and discussion it is concluded that Special Fisheries Courts are 
yet to be effective in prosecuting criminal acts in the fisheries sector. 
The limitations and contribution of this research forward to proposes 
several strategies namely the establishment of Special Fisheries Courts 
in all areas prone to illegal fishing, extending the jurisdiction of ad hoc 
judges, and appointing ad hoc judges at the appeals and cassation level.

Key words:-
Fishery Court, Indonesia, Effectiveness, 
Illegal Fishin",['K1'],published,7,pub,2023-05-08 02:06:59,2320-5407,public,International Journal of Advanced Research (IJAR),IJAR,disk0_bak/00/05/11/70,['FH3'],[{'url': 'http://dx.doi.org/10.21474/IJAR01/16634'}],"[{'format': 'text', 'main': 'IJAR-42586-RES-LPPM.pdf', 'docid': 190891, 'files': [{'fileid': 549935, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a7913036f310dbdf27e50f372167d886', 'hash_type': 'MD5', 'mtime': '2023-05-07 13:39:07', 'filesize': 606774, 'objectid': 190891, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549935', 'filename': 'IJAR-42586-RES-LPPM.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51170, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190891'}]",2023-05-08 02:06:59,,4.0,318,show,archive,51170,2023-05-08 02:06:59,TRUE,ASSESSING THE EFFECTIVENESS OF FISHERIES COURTS IN INDONESIA,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'lineage': None, 'family': 'Maya Shafira', 'honourific': None}}, {'name': {'given': 'Muhammad Akib', 'honourific': None, 'family': 'Muhammad Akib', 'lineage': None}, 'id': 'muhammad.akib@fh.unila.ac.id'}, {'name': {'given': 'Rifai', 'lineage': None, 'family': 'Eddy Rifai', 'honourific': None}, 'id': 'eddyrifai63@gmail.com'}]",article,,,,,,,,,
19,2023-01-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/49587,2.0,"Persecution  is  one  of  the violent  crimes committed against the human body in various forms of action, resulting in injury or pain to a person's body and even death. The act of mistreatment committed by a  person,  whether  intentionally  or  unintentionally, must  be  ascertained  in  advance  to  determine  the snares  of  sanctions  that  will  be  punished  for  that person. In the Criminal Code, Article 345 provides a qualification     formulation     that     the     group     of persecution  is  severe.  The  inhibiting  factors  for  the role  of  investigators  in  criminal acts  of  persecution that  result  in  death  are  community  factors  because people should understand that community life requires the  existence  of  law,  not  only  as  a  parameter  for justice,  order,  peace  and  order,  but  also  to  ensure legal certainty. The active role of the community will greatly   support   the   success   of   the   investigation process because the more active the support from the community, the more optimal law enforcement will be. Law     enforcement officers are     expected     in implementing law enforcement to prioritize preventive efforts, to disseminate information about the dangers of  violent  crimes,  persecution  or  other  criminal  acts that    often    occur    among    teenagers.    Judges    in examining,  adjudicating  and  passing  decisions  on criminal  cases  of  abuse  committed  by  teenagers  or children  together,  must  really  have  an  argument  on the best legal considerations",['K1'],,6,pub,2023-04-04 00:55:49,2810-0581,public,ULIL ALBAB : Jurnal Ilmiah Multidisplin,UIN Sunan Kalijaga,disk0_bak/00/04/95/87,['FH3'],,"[{'placement': 1, 'eprintid': 49587, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189221', 'security': 'public', 'docid': 189221, 'main': 'jurnal ulil albab 2023.pdf', 'files': [{'mtime': '2023-04-03 13:23:20', 'hash_type': 'MD5', 'filename': 'jurnal ulil albab 2023.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537732', 'objectid': 189221, 'filesize': 177680, 'mime_type': 'application/pdf', 'hash': '811f1884605c455798ae73f8e19c9f55', 'datasetid': 'document', 'fileid': 537732}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-04-04 00:55:49,https://journal-nusantara.com/index.php/JIM/article/view/1256/1069,2.0,37,show,archive,49587,2023-04-04 00:55:49,TRUE,Pertanggungjawaban Pidana Pelaku TindakPidana Penganiayaan yang Mengakibatkan Kematian,"[{'id': 'muhammadraflenchyo2gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Raflenchyo', 'given': 'Muhammad'}}, {'id': 'eddyrifai63@gmail.com', 'name': {'honourific': None, 'family': 'Rifai', 'lineage': None, 'given': 'Eddy'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Raisa Monica', 'given': 'Dona'}, 'id': 'draisa.monica@gmail.com'}]",article,433-441,,,,,,,,
20,1970-01-01 00:00:00.000002023,http://repository.lppm.unila.ac.id/id/eprint/49526,,Berikut ini merupakan Hasil Similarity Bawaslu Shifting Towards Quasi-Judicial Body: Institutional Design Failure?,['K1'],,7,pub,2023-04-03 00:55:51,,public,,BiLD Law Journal,disk0_bak/00/04/95/26,['FH3'],,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Hasil Similarity_Bawaslu Shifting Towards Quasi-Judicial Body Institutional Design Failure.pdf', 'docid': 189160, 'files': [{'mime_type': 'application/pdf', 'hash': '98555ba7ce2633d3280e2f2acb2cfde6', 'fileid': 537232, 'datasetid': 'document', 'filename': 'Hasil Similarity_Bawaslu Shifting Towards Quasi-Judicial Body Institutional Design Failure.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537232', 'objectid': 189160, 'filesize': 299118, 'mtime': '2023-04-01 07:23:40', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189160', 'pos': 1, 'eprintid': 49526, 'placement': 1}]",2023-04-03 00:55:51,,,347,show,archive,49526,2023-04-03 00:55:51,,Hasil Similarity_Bawaslu Shifting Towards Quasi-Judicial Body: Institutional Design Failure?,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'lineage': None, 'family': 'Rudy'}}, {'name': {'family': 'Chaidir', 'lineage': None, 'honourific': None, 'given': 'Ali'}, 'id': 'chaidirali678@gmail.com'}, {'name': {'given': 'Rika S', 'family': 'rika septiana', 'lineage': None, 'honourific': None}, 'id': 'rikaseptianawork@gmail.com'}, {'name': {'given': 'Yuniarsih', 'honourific': None, 'lineage': None, 'family': 'Yeti'}, 'id': 'yetiyuniarsih24@gmail.com'}]",other,,,,,,,,,
