,full_text_status,status_changed,rev_number,ispublished,divisions,publisher,dir,uri,date,date_type,subjects,book_title,place_of_pub,isbn,creators,type,title,refereed,userid,lastmod,pages,documents,datestamp,editors,eprint_status,eprintid,metadata_visibility,abstract,volume,publication,issn,number,corp_creators,projects,pagerange,official_url,related_url,monograph_type,contributors,contact_email,keywords,referencetext,note,department,institution,series,event_dates,pres_type,event_location,event_title,event_type,funders,id_number
10,public,2023-05-21 03:43:28,7,pub,['FH3'],Indepth Publishing,disk0_bak/00/05/18/78,http://repository.lppm.unila.ac.id/id/eprint/51878,2015-02-01 00:00:00.000000000,published,['K1'],,,,"[{'name': {'given': 'Eka Putri', 'family': 'Marlia', 'lineage': None, 'honourific': None}}]",monograph,Green Tax Sebagai Instrumen Ekonomi Lingkungan Hidup Menuju Pembangunan Berkelanjutan Yang Berwawasan Lingkungan,,212,2023-05-21 03:43:28,,"[{'eprintid': 51878, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250902', 'format': 'text', 'docid': 250902, 'main': 'Monograf Lingkungan_compressed.pdf', 'files': [{'datasetid': 'document', 'fileid': 614628, 'mime_type': 'application/pdf', 'hash': 'a78dd531d97dd0b592aa7bf6b84eb8a0', 'filesize': 2111616, 'objectid': 250902, 'uri': 'http://repository.lppm.unila.ac.id/id/file/614628', 'filename': 'Monograf Lingkungan_compressed.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-19 11:55:50'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-05-21 03:43:28,,archive,51878,show,,,,,,,,,,,other,,,,,,,,,,,,,,,
11,public,2023-05-19 07:38:55,7,unpub,['FH3'],LPPM Unila,disk0_bak/00/05/18/54,http://repository.lppm.unila.ac.id/id/eprint/51854,2015-11-01 00:00:00.000000000,completed,['K1'],,,,"[{'name': {'given': 'Eka Putri', 'honourific': None, 'family': 'Marlia', 'lineage': None}}]",other,Perlindungan Atas Hak Masyarakat Terhadap Kekuasaan Negara Dalam Mengenakan Pajak,,212,2023-05-19 07:38:55,,"[{'main': '18269.pdf', 'files': [{'datasetid': 'document', 'fileid': 614345, 'mime_type': 'application/pdf', 'hash': '772f61f753f597d6e527922e29252642', 'filesize': 1423735, 'objectid': 250786, 'filename': '18269.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614345', 'hash_type': 'MD5', 'mtime': '2023-05-19 06:15:43'}], 'docid': 250786, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 51854, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250786', 'pos': 1, 'security': 'public'}]",2023-05-19 07:38:55,,archive,51854,show,"Batasan bagi kekuasaan negara dalam mengenakan pajak (limitation of taxation power) sebenarnya telah cukup jelas dinyatakan dalam konsitusi, yakni Pasal 23A Amandemen Ketiga UUD 1945, yang mengharuskan bahwa pajak harus dipungut dengan undang-undang. Apa yang harus diatur di dalam undang-undang pajak adalah mengenai subjek dan Wajib Pajak, objek pajak, dasar pengenaan dan tarif pajak, serta tatacara pemungutan pajak. Akan tetapi, ternyata keempat komponen utama pajak tersebut oleh undang-undang ternyata didelegasikan lagi ke dalam bentuk-bentuk peraturan di bawahnya yang berada dalam kekuasaan pemerintah, sehingga
memunculkan diskresi dari pemerintah sebagai otoritas pajak untuk membuat dan menentukan keempat komponen pajak di atas. Padahal pajak itu haruslah berdasarkan kehendak rakyat yang direpresentasikan oleh wakilnya di DPR/DPRD. Kondisi ini,
dihadapkan dengan besarnya kekuasaan pemerintah dalam mengenakan pajak kepada masyarakat, dapat melampaui hak-hak Wajib Pajak yang harus dilindungi berdasarkan prinsip-prinsip pemungutan pajak.
Berdasarkan penelitian yang dilakukan menggunakan metode penelitian hukum normatif (dogmatic research) dan dengan pendekatan masalah menggunakan pendekatan peraturan perundang-undangan (ststue approach), pendekatan analitis
(analytical approach), dan pendekatan konseptual (conceptual approach) serta sociolegal diketahui bahwa perlindungan atas hak masyarakat terhadap kekuasaan negara dalam mengenakan pajak dapat dilakukan melalui pembatasan kekuasaan negara
dengan memaksimalkan fungsi DPR/DPRD dan DPD dalam perancangan undangundang maupun pajak daerah, sehingga keempat komponen pajak tidak lagi dapat didelegasikan secara luas dan tak terbatas kepada pemerintah.",,,,,,,,,,,,,,,,,,,,,,,,,
12,public,2018-10-26 10:09:03,6,pub,['FH3'],"South East Asian Journal of Contemporary Business, Economics and Law",disk0/00/00/87/68,http://repository.lppm.unila.ac.id/id/eprint/8768,2015-08-01 00:00:00.000000000,published,['K1'],,,,"[{'id': 'maroniunila@gmail.com', 'name': {'lineage': None, 'family': 'Maroni', 'honourific': None, 'given': 'Maroni'}}]",article,CONSTRUCTION OF THE BUREAUCRATIC CRIMINAL JUSTICE BASED ON THE PUBLIC SERVICE,FALSE,807,2018-10-26 10:09:03,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21850', 'security': 'public', 'placement': 1, 'eprintid': 8768, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'KLIBEL7_Law-24.pdf', 'docid': 21850, 'files': [{'mime_type': 'application/pdf', 'hash': '7ba228daf801cc3a02ec254f19d53c2b', 'datasetid': 'document', 'fileid': 85383, 'filename': 'KLIBEL7_Law-24.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85383', 'objectid': 21850, 'filesize': 543717, 'mtime': '2018-08-29 09:58:45', 'hash_type': 'MD5'}], 'format': 'text'}]",2018-10-26 10:09:03,,archive,8768,show,"The role of bureaucratic criminal trial is very important for the attainment of substantial justice, because at this stage the presence of proof against the defendant's fault. Law enforcement officers based on the Indonesia criminal justice system acts represent the interests of Justice seeker of legal examination of criminal cases. There are rejection from the justice seeker againts the existence of judicial bureaucracy due to: (a) the completion of the drawn-out litigation; (b) the Justice Ministry closed; (c) a number of court rulings that did not pro to the small people. The problem in this paper is how is the ideal construction of judicial bureaucracy based on public services in order to realize substantial justice. The Research methods with the constructivism paradigm using a socio-legal research approach. Construction of ideal trial-based public service bureaucracy in the form of: (a) the trial shall use the information technology system; (b) any decision of the judge must to immediately accessible to the public; (c) the implementation of different judges opinion (dissenting opinion); (d) the obligation of any examination of cases by the independent institutions; (e) the authority of the Chairman of the District Court (KPN) to combine a number of things over the same defendants; (f) the existence of a single judge appoints KPN authority; (g) Implementation of the legal institution Settlement the matter out of Court (afdoening buiten process); (h) implement mechanisms for negotiations over the charge (plea bargain); (i) liability of legal aid to all criminal cases; (j) the protection of witnesses in the criminal trial case",7,"SEAJBEL – South East Asia Journal of Contemporary Business, Economics and Law, Vol. 7, Issue 4 (August 2015)",2289-1560,4,,,33-44,http://seajbel.com/previous-issues/august-2015/seajbel-vol-7-august-2015-issue-4-law/,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],maroniunila@gmail.com,,,,,,,,,,,,,
13,public,2018-10-26 10:16:05,9,unpub,['FH3'],Aura Publishing,disk0/00/00/87/51,http://repository.lppm.unila.ac.id/id/eprint/8751,2015-11-01 00:00:00.000000000,published,['K1'],Hukum Pidana,Bandar Lampung,978-602-0878-40-7,"[{'name': {'given': 'Maroni', 'honourific': None, 'lineage': None, 'family': 'Maroni'}, 'id': 'maroniunila@gmail.com'}]",book_section,PENGANTAR HUKUM PIDANA ADMINISTRASI,FALSE,807,2018-10-26 10:16:05,,"[{'placement': 1, 'eprintid': 8751, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21836', 'security': 'public', 'main': 'buku pidana administrasi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'ea97eb16cefaeb59f9d76841f3231e59', 'fileid': 85289, 'datasetid': 'document', 'mtime': '2018-08-28 06:40:46', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85289', 'filename': 'buku pidana administrasi.pdf', 'objectid': 21836, 'filesize': 9353527}], 'docid': 21836, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2018-10-26 10:16:05,"[{'name': {'given': 'Prof. Dr', 'family': 'Sunarto', 'lineage': None, 'honourific': None}}]",archive,8751,show,"Indonesia sebagai negara hukum dan menganut paham konstitusionalisme membutuhkan adanya berbagai pembatasan kewenangan negara dan jaminan serta komitmen negara untuk memenuhi hak-hak warga negara, secara tertulis. Di sinilah peraturan perundang-undangan menjalankan fungsi utamanya, yakni sebagai instrumen sekaligus kerangka arah pembangunan nasional. Pengertian Peraturan Perundang-undangan adalah setiap keputusan tertulis yang dikeluarkan oleh pejabat atau lingkungan jabatan berwenang yang berisi aturan tingkah laku yang mengikat secara umum (abstrak umum). Sedangkan fungsinya dibedakan dalam dua kelompok utama yaitu fungsi internal dan fungsi eksternal. Fungsi internal adalah fungsi peraturan perundang-undangan sebagai sub-sistem hukum perundang-undangan terhadap sistem kaidah hukum pada umumnya, yang meliputi fungsi penciptaan hukum, fungsi pembaharuan hukum, fungsi integrasi pluralisme sistem hukum dan fungsi kepastian hukum.",,,,,['CV Anugrah Utama Raharja'],,1-158,http://www.aura-publishing.com,,,,,"Hukum Pidana, Administrasi",,,,,,,,,,,,
14,public,2016-10-28 07:00:58,8,pub,['FH3'],Kepaniteraan dan Sekretariat Jenderal Mahkamah Konstitusi Republik Indonesia,disk0/00/00/09/74,http://repository.lppm.unila.ac.id/id/eprint/974,1970-01-01 00:00:00.000002015,published,"['J1', 'K1']",,,,"[{'name': {'family': 'Ridlwan', 'lineage': None, 'honourific': None, 'given': 'Zulkarnain'}, 'id': 'zulkarnainridlwan@gmail.com'}]",article,Cita Demokrasi Indonesia dalam Politik Hukum Pengawasan Dewan Perwakilan Rakyat terhadap Pemerintah (Indonesian Democratic Ideals in the Legal Politics Supervision of the House of Representatives of the Government),TRUE,235,2016-10-28 07:00:58,,"[{'eprintid': 974, 'placement': 1, 'security': 'public', 'formatdesc': 'Indonesian Democratic Ideals in the Legal Politics Supervision of the House of Representatives of the Government', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/866', 'format': 'text', 'main': 12, 'docid': 866, 'files': [{'hash_type': 'MD5', 'mtime': '2016-10-28 01:44:54', 'objectid': 866, 'filesize': 18862, 'uri': 'http://repository.lppm.unila.ac.id/id/file/6225', 'filename': 12, 'fileid': 6225, 'datasetid': 'document', 'hash': 'a50c26858784fc1e43963ef08533b494', 'mime_type': 'text/html'}], 'content': 'published', 'mime_type': 'text/html', 'language': 'en', 'rev_number': 3}]",2016-10-28 07:00:58,,archive,974,show,"Constitutional discourse can not be separated from the discussion on democracy building. The existence of the House of Representatives in Indonesia with its oversight function of government is one manifestation of democracy. With a historical approach juridical writings results of this study concluded that the statute law of political representative institutions is likely to continue to strengthen parliamentary oversight of government functions by providing additional instruments that can be used by the legislature as an institution and the individual members of the House to conduct oversight. The legal political tendencies are in accordance with the ideals of democracy in Indonesia who wanted representation of the people in the context of the embodiment of the people’s sovereignty in a representative body, but does not eliminate the critical power of the people to the ruler.
Keywords: Oversight Function, Board of Representative, Indonesia’s Democracy.",12,Jurnal Konstitusi,1829-7706,2,,,196-421,http://ejournal.mahkamahkonstitusi.go.id/index.php/jk/issue/viewIssue/8/12,"[{'url': 'http://ejournal.mahkamahkonstitusi.go.id/index.php/jk/index', 'type': 'pub'}]",,,jurnal@mahkamahkonstitusi.go.id,"Fungsi Pengawasan, Dewan Perwakilan, Demokrasi Indonesia",http://ejournal.mahkamahkonstitusi.go.id/index.php/jk/issue/viewIssue/8/12,http://ejournal.mahkamahkonstitusi.go.id/index.php/jk/issue/viewIssue/8/12,,,,,,,,,,
15,public,2020-01-14 01:25:40,7,pub,['FH3'],Indepth Publishing,disk0/00/01/73/50,http://repository.lppm.unila.ac.id/id/eprint/17350,2015-02-01 00:00:00.000000000,published,['K1'],,"Jl. Ahmad Yani, Gg. Pioneer No.1, Bandar Lampung.",,"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",monograph,Dari Putusan Hijau Mahkamah Konstitusi Ke Green (Refleksi Dinamika Putusan MK dan Penguatan Perlindungan Konstitusional dalam UUD 1945),,347,2020-01-14 01:25:40,73.0,"[{'files': [{'mime_type': 'application/pdf', 'hash': 'a81cadca5978f3e7392347713e7d7ccb', 'fileid': 146832, 'datasetid': 'document', 'mtime': '2019-12-18 10:04:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146832', 'filename': 'Dari putusan Hijau Mahkamah Konstitusi Ke Green (Refleksi Dinamika Putusan MK dan penguatan Perlindungan Konstitusional dalan UUD 1945)(1).pdf', 'objectid': 30461, 'filesize': 11961965}], 'main': 'Dari putusan Hijau Mahkamah Konstitusi Ke Green (Refleksi Dinamika Putusan MK dan penguatan Perlindungan Konstitusional dalan UUD 1945)(1).pdf', 'docid': 30461, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17350, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30461', 'pos': 1, 'security': 'public'}]",2020-01-14 01:25:40,,archive,17350,show,"Tahun 2015 diawali dengan siklus tahunan puncak musim hujan. Di Indonesia, Musim hujan bukan hanya merupakan berkah dari alam, namun juga memberikan potensi bencana. Di seluruh Daerah di Indonesia, laporan banjir sudah merupakan suatu hal yabg biasa, terutama di kota-kota besar. Bencana banjir bukanlah satu-satunya bencana yang terjadi saat ini. Pemanasan global, longsor, polusi, dan lain sebagainya sudah menjadi bagian dari kehidupan kita, sebagai akibat dari kerusakan lingkungan.",,,,,,,,,,working_paper,,,,,,Fakultas Hukum,Universitas Lampung,,,,,,,,
16,public,2020-01-14 01:25:34,7,pub,['FH3'],Indepth Publishing,disk0/00/01/71/39,http://repository.lppm.unila.ac.id/id/eprint/17139,2015-02-01 00:00:00.000000000,,['K1'],,"Jl. Ahmad Yani, Gg. Pioneer No. 1, Bandar Lampung",,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'lineage': None, 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",monograph,Dari Putusan Hijau ahkamah Konstitusi ke green ( Reflaksi Dinamika Putusan MK dan Penguatan Perlindungan Konstitusional dalam UUD 1945 ),,347,2020-01-14 01:25:34,224.0,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30231', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17139, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'dinamika hukum lingkungan(1).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-23 03:23:19', 'objectid': 30231, 'filesize': 4456330, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145432', 'filename': 'dinamika hukum lingkungan(1).pdf', 'fileid': 145432, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd4c93ff3da67d573d8c8314934adea29'}], 'docid': 30231, 'format': 'text'}]",2020-01-14 01:25:34,,archive,17139,show,"Tahun 2015 diawali dengan siklus tahunan puncak musim hujan. Di Indonesia, musim hujan bukan hanya merupakan berkah dari alam, namun juga memberikan potensi bencana. Diseluruh daerah di Indonesia, laporan banjir sudah merupakan suatu hal yang biasa, terutama dikota-kota besar. Bencana yang terjadi saat ini. Pemanasan global, longsor, polusi, dan lain sebagainyya sudah menjadi bagian dari kehidupan kita. Sebagai akibat dari kerusakan lingkungan.",,,,,,,,,,discussion_paper,,,,,,Bagian HTN unila,Fakultas Hukum Universitas Lampung,,,,,,,,
17,public,2020-01-14 01:25:50,7,pub,['FH3'],Sai Wawai Publishing,disk0/00/01/73/51,http://repository.lppm.unila.ac.id/id/eprint/17351,2015-10-01 00:00:00.000000000,published,['K1'],,"metro, lampung",,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}}]",monograph,Normativisme Versus Kenyataan Hukum Dalam Buku Gotong Royong Melawan Politik Uang,,347,2020-01-14 01:25:50,94.0,"[{'eprintid': 17351, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30462', 'format': 'text', 'main': 'normativisme versus Kenyataan Hukum Dalam Buku Gotong Royong Melawan Politik Uang(1).pdf', 'docid': 30462, 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-18 10:25:46', 'objectid': 30462, 'filesize': 5656291, 'filename': 'normativisme versus Kenyataan Hukum Dalam Buku Gotong Royong Melawan Politik Uang(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146836', 'datasetid': 'document', 'fileid': 146836, 'mime_type': 'application/pdf', 'hash': '1da9d889b4bf530224ac357e94f67d58'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-01-14 01:25:50,,archive,17351,show,"Demokrasi sejatinya adalah pemerintahan oleh rakyat yang bertujuan untuk memuliakan rakyat itu sendiri. Konsep ini kemudian diabadikan dalam jargon-jargon konstitusionalisme, seperti salus publica suprema lex dan kata-kata lain yang jauh berjalan dari asalnya romawi dan yunani. di Indonesia sendiri, demokrasi ala barat bisa dibilang masih belia, baru berumur 17 tahun sejak dilahirkan pada tahun 1998.",,,,,,,,,,working_paper,,,,,,Fakultas Hukum,Universitas Lampung,,,,,,,,
18,public,2020-01-14 01:26:14,9,pub,['FH3'],sai wawai Publishing,disk0/00/01/71/36,http://repository.lppm.unila.ac.id/id/eprint/17136,2015-10-01 00:00:00.000000000,published,['K1'],,metro,,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",monograph,Normativisme versus kenyataan hukum,,347,2020-01-14 01:26:14,94.0,"[{'placement': 1, 'eprintid': 17136, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30229', 'pos': 1, 'security': 'public', 'files': [{'filesize': 4287815, 'objectid': 30229, 'filename': 'Gotong royong melawan politik uang.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145414', 'hash_type': 'MD5', 'mtime': '2019-11-23 02:36:20', 'datasetid': 'document', 'fileid': 145414, 'mime_type': 'application/pdf', 'hash': '1ed9756bcd44522b9bec6ea6c7e167c4'}], 'main': 'Gotong royong melawan politik uang.pdf', 'docid': 30229, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-01-14 01:26:14,,archive,17136,show,"Di Indonesia sendiri, demokrasi ala barat bisa dibilang masih belia, baru berumur 17 Tahun sejak dilahirkan pada tahun 1998. lahirnya demokrasi tersebut ditandai dengan gerakan demokrasi dan konstitusionalisme yang masif di Indonesia. gelombang demokratisasi ini kemudian telah mengubah wajah ketatanegaraan Indonesia, disukai/tidak. pada titik tersebut pula, priode konsolidasi demokrasi dimulai dan masih terjadi",,,,,,,,,,discussion_paper,,,,,,Bagian HTN unila,Fakultas Hukum Universitas Lampung,,,,,,,,
19,public,2020-01-14 01:22:37,6,pub,['FH3'],Asli Conference 2015,disk0/00/01/73/52,http://repository.lppm.unila.ac.id/id/eprint/17352,1970-01-01 00:00:00.000002015,published,['K1'],,,,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}}]",article,"Pathways to Customary Rights Recognition in Indonesia past, Present and Future Challenges",TRUE,347,2020-01-14 01:22:37,,"[{'placement': 1, 'eprintid': 17352, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30463', 'pos': 1, 'security': 'public', 'main': 'pathways to customary Rights Recognition in Indonesia Past, Present and Future Challenges(1).pdf', 'files': [{'mtime': '2019-12-18 10:43:57', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146845', 'filename': 'pathways to customary Rights Recognition in Indonesia Past, Present and Future Challenges(1).pdf', 'objectid': 30463, 'filesize': 9059357, 'hash': 'c57c9d217765e8f4aa280844961c3e5e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 146845}], 'docid': 30463, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-01-14 01:22:37,,archive,17352,show,"Pathways to Customary Rights Recognition in Indonesia past, Present and Future Challenges",,"Pathways to Customary Rights Recognition in Indonesia past, Present and Future Challenges",,,,,,,,,,,,,,,,,,,,,,,
20,public,2017-06-02 08:22:06,15,pub,['FH3'],"Justice Publisher, Badan Penerbitan Fakultas Hukum Universitas Lampung",disk0/00/00/25/56,http://repository.lppm.unila.ac.id/id/eprint/2556,1970-01-01 00:00:00.000002015,published,['K1'],,Lampung,9786021071380,"[{'name': {'honourific': None, 'family': 'Sujadmiko', 'lineage': None, 'given': 'Bayu'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}]",book,Copyright Infringement: DRM Technologies and the Internet (International Frameworks and Business Practices Part I),TRUE,276,2017-06-02 08:22:06,248.0,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'ca4ebc9b69304c41283e587da74eb7bc', 'fileid': 17693, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/17693', 'filename': 'hukum-laut-nasional-internasional.pdf', 'objectid': 2445, 'filesize': 7822146, 'mtime': '2017-05-31 07:58:55', 'hash_type': 'MD5'}], 'main': 'hukum-laut-nasional-internasional.pdf', 'docid': 2445, 'content': 'submitted', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 2556, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/2445', 'pos': 1}]",2017-06-02 08:22:06,,archive,2556,show,,,Perkembangan Hukum Nasional dan Internasional,,,,,,,,,"[{'name': {'given': 'Desy', 'family': 'Churul Aini', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'desychurulaini@yahoo.com'}, {'name': {'given': 'Siti', 'lineage': None, 'family': 'Azizah', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/ACT', 'id': None}, {'id': None, 'type': None, 'name': {'family': 'Rehulina', 'lineage': None, 'honourific': None, 'given': 'Rehulina'}}, {'type': None, 'name': {'honourific': None, 'family': 'Syofyan', 'lineage': None, 'given': 'Ahmad'}, 'id': None}, {'name': {'given': 'Naek', 'family': 'Siregar', 'lineage': None, 'honourific': None}, 'type': None, 'id': None}, {'type': None, 'name': {'given': 'Abdul Muthalib', 'honourific': None, 'family': 'Tahar', 'lineage': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Krulinasari', 'given': 'Widya'}, 'type': None}, {'id': None, 'type': None, 'name': {'honourific': None, 'family': 'Aida', 'lineage': None, 'given': 'Melly'}}]",bayu.sujadmiko@fh.unila.ac.id,,,,,,Perkembangan Hukum Nasional dan Internasional,,,,,,,
21,public,2017-06-02 12:13:20,7,pub,['FH3'],David Publishing,disk0/00/00/28/09,http://repository.lppm.unila.ac.id/id/eprint/2809,2015-01-01 00:00:00.000000000,published,['K1'],,,,"[{'name': {'given': 'Bayu', 'honourific': None, 'lineage': None, 'family': 'Sujadmiko'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",article,"BALINESE VS LAMPUNGNESE: MEASURING ADR
APPLICABILITY TO RESOLVE ETHNIC CONFLICT IN
INDONESIA",TRUE,276,2017-06-02 12:13:20,,"[{'format': 'text', 'files': [{'filesize': 67401, 'objectid': 2664, 'uri': 'http://repository.lppm.unila.ac.id/id/file/19225', 'filename': 'Balinese v Lampungnese.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-01 08:22:59', 'fileid': 19225, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b37c01310bc5e98c27132c762cde2b9e'}], 'main': 'Balinese v Lampungnese.pdf', 'docid': 2664, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 3, 'eprintid': 2809, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2664'}]",2017-06-02 12:13:20,,archive,2809,show,"Ethnic conflict between the villagers of Balinuraga (Balinese tribe)
and the villagers of Agom and Negeri Pandaan (Lampungnese tribe)
happened from October 27-29, 2012 in South Lampung, Indonesia. This
horizontal conflict did not only create a massive material destruction, but
also resulted in villagers’ evacuation, injury, and death. 1,108 villagers
were evacuated and 247 of them were children. Fourteen villagers were
reported killed and nine injured. The conflict was triggered from traffic
accident of two girls from Lampungnese, who was helped by villagers of
Balinuraga. However, as a result of provocation among the Lampungnese
after the accident, it eventually became a serious sexual harassment issue
that led to civil war. The resolution of its primordial conflict has basically
been done through mediation between two provoked ethnicities. Restorative
justice in Indonesia, in its development, has now become the social change
opinion doctrine. It means that the punishment currently implemented in the
criminal justice system has not been able to achieve the goals, for both the
offender and the community at large. Therefore, there is an urgency for a
theoretical thought with other procedural law adopted in this model, called
Alternative Dispute Resolution (ADR) as a solution concept, which is faster
and simpler without having to hurt the values of justice. Conflict through
democracy has been the conceptual basis of ADR. It contains ideas that
include establishing joint participation among the offender, victim and
community groups in solving a crime that is deemed fairly to all parties
(win-win solution), therefore it is considered to be applicable for
indigenous conflict resolution. ADR has principally become an effective
effort done by Civilian Police in Indonesia as a solution for community
justice. In general, there are four important points of mediation, which are:
(1) citizen contract, (2) cultural area, (3) citizen empowerment and (4)
community policing.",12,US China Law Review,1930-2061,1,,,91-103,,,,,bayu.sujadmiko@fh.unila.ac.id,,,,,,,,,,,,,
