,uri,date,volume,abstract,subjects,date_type,ispublished,rev_number,status_changed,issn,full_text_status,publisher,publication,divisions,dir,related_url,documents,lastmod,official_url,number,userid,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,type,creators,event_dates,pres_type,event_location,event_title,event_type,keywords,corp_creators,contact_email,funders,projects,contributors,referencetext,pages,id_number,patent_applicant,succeeds,book_title,isbn,place_of_pub,series,institution,monograph_type,department
19,http://repository.lppm.unila.ac.id/id/eprint/51982,2020-11-06 00:00:00.000000000,,Karya Tulis (Artikel) Jalan Sunyi Sang Guru- Prof. Hi. Abdulkadir Muhammad Sang Guru Tersantun Yang Saya Kenal Goresan Terakhir Di Ujung Pena Buat “Sang Datuk Dari Sekayu”,['K1'],published,pub,7,2023-05-24 08:30:39,,public,Kementerian Hukum dan HAM,,['FH3'],disk0_bak/00/05/19/82,,"[{'eprintid': 51982, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/251460', 'pos': 1, 'format': 'text', 'files': [{'objectid': 251460, 'filesize': 506605, 'uri': 'http://repository.lppm.unila.ac.id/id/file/615882', 'filename': 'up load jalan sunyi.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-24 07:06:13', 'datasetid': 'document', 'fileid': 615882, 'mime_type': 'application/pdf', 'hash': '1a9d04b7e48aa2bd9d8693c5e55cf2f1'}], 'main': 'up load jalan sunyi.pdf', 'docid': 251460, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-05-24 08:30:39,,,1057,,show,archive,51982,2023-05-24 08:30:39,,Surat Pencatatan Ciptaan EC00202046848,other,"[{'id': 'iwiranata@yahoo.com', 'name': {'given': 'gede', 'family': 'I Gede AB Wiranata', 'lineage': None, 'honourific': None}}]",,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
20,http://repository.lppm.unila.ac.id/id/eprint/25616,2020-11-11 00:00:00.000000000,11.0,"Penyelundupan benih lobster merupakan salah satu tindak pidana yang sedang marak terjadi di wilayah perairan Provinsi Lampung, hal ini diketahui berdasarkan data pada Ditreskrimsus Polda Lampung yang menunjukkan bahwa terhitung sejak Tahun 2017 hingga Tahun 2019 jumlah tindak pidana tersebut cenderung meningkat.Penelitian ini akan memfokuskan pada permasalahan tentang terjadinya tindak pidana penyelundupan benih lobster di Provinsi Lampung, upaya penanggulangan tindak pidana penyelundupan benih lobster di Provinsi Lampung, hambatan dalam penanggulangan tindak pidana penyelundupan benih lobster di Provinsi Lampung, dan kerangka internasional dalam pencegahan penyelundupan benih lobster. Metode yang digunakan dalam penelitian ini adalah penelitian hukum normatif-empiris. Hasil penelitian menunjukkan bahwa tindak pidana penyelundupan benih lobster di Provinsi Lampung terjadi karena tingginya kebutuhan lobster dari berbagai negara sedangkan di perairan Lampung memiliki potensi lobster yang cukup memadai, rendahnya kesadaran masyarakat atas dampak lingkungan, pemberian sanksi pidana kepada pelaku belum memberikan edukasi, serta pengawasan di wilayah perbatasan perairan tidak dilakukan secara optimal. Adapun upaya penanggulangan yang dilakukan adalah dengan tindakan preventif dan tindakan represif. Sedangkan yang menjadi faktor penghambat paling dominan dalam tindakan preventif adalah faktor masyarakat dan faktor kebudayaan, selanjutnya dalam tindakan represif adalah faktor perundang-undangan yang mewajibkan adanya koordinasi proses penyidikan antara penyidik kepolisian dengan PPNS dan faktor penegak hukum yakni tidak semua penyidik berpendidikan sarjana hukum serta menumpuknya beban kerja. Kerangka internasional pencegahan penyelundupan benih lobster bersumber dari ketentuan yang termuat dalam UNCLOS 1982, RMFO, CCRF, IPOA, serta RPOA.",['K1'],published,pub,8,2020-11-16 15:06:11,2548 - 6977,public,Jurusan Ilmu Administrasi Negara Unila,Administratio: Jurnal Ilmiah Administrasi Publik dan Pembangunan,['FH3'],disk0/00/02/56/16,[{'url': 'https://doi.org/10.23960/administratio.v11i2.178'}],"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'document.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '75b09af80f42f1b9d52569c85f2c06ba', 'fileid': 230782, 'datasetid': 'document', 'mtime': '2020-11-16 13:59:06', 'hash_type': 'MD5', 'filename': 'document.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/230782', 'filesize': 699761, 'objectid': 39420}], 'docid': 39420, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39420', 'security': 'public', 'placement': 1, 'eprintid': 25616}]",2020-11-16 15:06:11,http://jurnaladministratio.fisip.unila.ac.id/index.php/administratio,2.0,276,103-114,show,archive,25616,2020-11-16 15:06:11,TRUE,Kebijakan Penanggulangan Tindak Pidana Penyelundupan Benih Lobster di Provinsi Lampung,article,"[{'name': {'honourific': None, 'family': 'Jesika', 'lineage': None, 'given': 'Arnelis'}, 'id': None}, {'name': {'honourific': None, 'family': 'Sujadmiko', 'lineage': None, 'given': 'Bayu'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Desia Rakhma', 'family': 'Banjarani', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Ardy', 'family': 'Herliansyah', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,,,,https://doi.org/10.23960/administratio.v11i2.178,,,,,,,,,
21,http://repository.lppm.unila.ac.id/id/eprint/25473,2020-11-11 00:00:00.000000000,,"With the outbreak of the Coronavirus Disease-19 (Covid-19), all countries are taking all forms of action to prevent the spread, prohibiting exports, and imports. Indonesia has also taken a step and experienced the impact of this export and import ban. in this case is food Commodities; Indonesiarequires exporting countries to obtain an Import Approval Letter (SPI) by including the country of origin of the exporter, as stated in the Ministry of Trade Regulation Number 117 of 2015 concerning Provisions for Sugar Imports and Regulation of the Ministry of Trade Number 29 of 2019 concerning Export Provisions and Import of Animal and Animal Products. The World Trade Organization (WTO), as an international organization in charge of world trade, has regulated the export and import prohibition in Article XI Annex IA WTO Agreement (General Agreement on Tariffs and Trade (GATT)) concerning Restrictions on Quantitative Trade. Then how are the arrangements regarding the quantitative trade restrictions allowed by the WTO? Can the existence of the Covid-19 pandemic be a factualbasis for countries to ban exports and imports? This paper will discuss the interpretation of Article XI GATT, how it will be implemented in WTO cases, then compared whether the requirements listed in the two regulations of the Ministry of Trade above are consistent with the normative interpretation in Article XI GATT.",['K1'],,pub,6,2020-11-16 15:06:39,,none,,,['FH3'],disk0/00/02/54/73,,,2020-11-16 15:06:39,,,126,,show,archive,25473,2020-11-16 15:06:39,TRUE,QUANTITATIVE TRADE BARRIER REGULATION UNDER GATT/WTO AND ITS IMPLEMENTATION TOWARD INDONESIA’S POLICY ON FOOD AND ANIMAL COMMODITY DURING COVID-19,conference_item,"[{'id': 'kris.kesuma@gmail.com', 'name': {'family': 'Krisnady', 'lineage': None, 'honourific': None, 'given': 'Kesumadiksa'}}, {'id': 'desy.churulainiac.i@fh.unila.ac.id', 'name': {'family': 'Churul Ani', 'lineage': None, 'honourific': None, 'given': 'Desy'}}, {'id': 'rehulina.1980@fh.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'rehulina', 'given': 'rehulina'}}]",11 November 2020,paper,Zoom,"2nd International Conference on Trade, Business, Human Right and Globalization (ICHB-HRsG) on Virtual",conference,,,,,,,,,,,,,,,,,,
22,http://repository.lppm.unila.ac.id/id/eprint/25511,1970-01-01 00:00:00.000002020,14.0,"The absence of a clear normative interpretation related to witnesses who are also criminal perpetrators in the Indonesian court has controversy on the theoretical level. In practice, practitioners adopt a concept known in other countries. However, in adopting ideas from other countries, practitioners are often trapped in practitioners’ paradigms. They are translating the perpetrators’ witnesses such as crown witnesses, justice collaborators (JC), and whistleblowers (wb,) are not the concepts comprehensively. In the end, the witness being denied the rights of the perpetrators, namely right non-self-incrimination.
The paper offers a concept for finding solutions in the use of witnesses who are also as criminal perpetrators in epistemological basis. These considerations are used to provide a coherent way based on the principle to justify the use of witness evidence from the criminal perpetrators. The purpose is to accord with the principle of due process of law, not to clash the principle of non- self-incrimination in proving the search of real truth",['K1'],published,pub,7,2020-11-16 15:01:58,1978-5186,public,Fakultas Hukum Universitas Lampung,Fiat Justicia Jurnal Ilmu Hukum Fakultas Hukum Universitas Lampung,['FH3'],disk0/00/02/55/11,"[{'url': 'https://jurnal.fh.unila.ac.id/index.php/fiat/article/view/1988', 'type': 'author'}]","[{'placement': 1, 'eprintid': 25511, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39308', 'pos': 1, 'security': 'public', 'main': '1988-6380-1-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 230123, 'hash': '12685f84ebcb5797416d1889c1c8fe24', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-16 07:27:00', 'filesize': 720743, 'objectid': 39308, 'uri': 'http://repository.lppm.unila.ac.id/id/file/230123', 'filename': '1988-6380-1-PB.pdf'}], 'docid': 39308, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-16 15:01:58,https://jurnal.fh.unila.ac.id/index.php/fiat/article/view/1988,4.0,1026,,show,archive,25511,2020-11-16 15:01:58,TRUE,The Right Non-Self-Incrimination and Epistemology of Criminal Witnesses,article,"[{'name': {'given': 'Zahri', 'lineage': None, 'family': 'Kurniawan', 'honourific': None}}, {'name': {'given': 'ilham', 'lineage': None, 'family': 'Wahyudi', 'honourific': None}}, {'name': {'given': 'HS', 'honourific': None, 'family': 'Tisnanta', 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,,,,
23,http://repository.lppm.unila.ac.id/id/eprint/25279,2020-11-01 00:00:00.000000000,,"This research was conducted to determine the legal perspective on tax evasion on the sale of imported goods through personal shopper service that occurs a lot, which causes tax leakage, and to find solutions to minimize it on behalf of public revenue. 
The approach used in this research is the approach of laws and regulations and policies that apply in the field of taxation, especially income tax, value added tax, import duties and excise as primary legal materials. 
The results show that tax evasion on the sale of imported goods through personal shopper service is a disgraceful and unethical act, and results in detrimental to the State and society, and can be said to be a form of smuggling, because it is a form of fraud which conducted by taxpayers who try to manipulate transactions with the intention of reducing income. Efforts to minimize it, are to push tax payer to register them in order to obtain an Tax Payer Number (NPWP), to eliminate legal loopholes that can be used to evade taxes, tighten supervision of imported goods, and provide awards for entrusted service business actors who have complied with and fulfilled their tax obligations. 
Keywords: Tax Evasion, Imported Goods, Personal Shopper",['K1'],,inpress,7,2020-11-16 01:53:08,,public,,,['FH3'],disk0/00/02/52/79,,"[{'format': 'text', 'main': 'Ulicoss 2020_Marlia dkk FH Unila.pdf', 'docid': 39057, 'files': [{'datasetid': 'document', 'fileid': 228365, 'mime_type': 'application/pdf', 'hash': '68644186b0f780beb7a329a3ee8678af', 'filesize': 588156, 'objectid': 39057, 'filename': 'Ulicoss 2020_Marlia dkk FH Unila.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/228365', 'hash_type': 'MD5', 'mtime': '2020-11-15 02:08:58'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 25279, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39057'}]",2020-11-16 01:53:08,,,212,,show,archive,25279,2020-11-16 01:53:08,FALSE,LEGAL PERSPECTIVE OF TAX EVASION ON THE SALE OF IMPORTED GOODS THROUGH PERSONAL SHOPPER SERVICE AND THE EFFORTS TO MINIMIZE IT ON BEHALF OF PUBLIC REVENUE,conference_item,"[{'name': {'given': 'Eka Putri', 'honourific': None, 'family': 'Marlia', 'lineage': None}}, {'name': {'given': 'Deviani', 'honourific': None, 'family': 'Eka', 'lineage': None}}, {'name': {'given': 'Yuniati', 'family': 'Ati', 'lineage': None, 'honourific': None}}]",,paper,Swiss Bell Hotel Bandar Lampung,INTERNATIONAL CONFERENCE ON SOCIAL SCIENCES (ULICoSS),conference,,,,,,,,,,,,,,,,,,
24,http://repository.lppm.unila.ac.id/id/eprint/51875,2020-09-01 00:00:00.000000000,,"Penelitian ini membahas tentang pengelakan pajak yang dilakukan oleh pelaku usaha yang melakukan penjualan barang impor melalui jasa titip beli melalui perspektif hukum, serta upaya apa saja yang dapat meminimalisirnya, sehingga terwujud kepatuhan dan kesadaran hukum wajib pajak akan pentingnya menjalankan kewajiban perpajakannya, yang pada akhirnya akan bermuara pada peningkatan penerimaan Negara dari sektor pajak.",['K1'],,unpub,7,2023-05-21 03:43:16,,public,LPPM Unila,,['FH3'],disk0_bak/00/05/18/75,,"[{'format': 'text', 'main': '14774 (1).pdf', 'files': [{'hash': 'c59aa53603c914ba09004f572698a1f4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 614592, 'mtime': '2023-05-19 11:11:40', 'hash_type': 'MD5', 'filename': '14774 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614592', 'objectid': 250884, 'filesize': 633554}], 'docid': 250884, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 51875, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250884'}]",2023-05-21 03:43:16,,,212,,show,archive,51875,2023-05-21 03:43:16,,Perspektif Hukum Pengelakan Pajak Atas Penjualan Barang Impor Melalui Jasa Titip Beli Dan Upaya Meminimalkannya Untuk Meningkatkan Penerimaan Negara,other,"[{'name': {'given': 'Eka Putri', 'honourific': None, 'family': 'Marlia', 'lineage': None}}, {'name': {'given': 'Deviani', 'honourific': None, 'family': 'Eka', 'lineage': None}}, {'name': {'given': 'Yuniati', 'lineage': None, 'family': 'Ati', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,,,,
25,http://repository.lppm.unila.ac.id/id/eprint/35429,2020-12-01 00:00:00.000000000,50.0,"The extent of the working area of the Regional District Court is equal to the provincial
administration area consisting of Regency/city, while its position is in the provincial
capital.  This condition raises the legal gap in the eradication of corruption crimes,
because on the one hand so the extent of the working area of the Court of Tipikor,
causing many things corruption to be held, on the side will also require a large cost
and a lot of judges ' power, and ideally will take a long time in the process of
examination of a case. The study used qualitative research methods with normative
and sociological juridical approaches.

Keywords: reconstruction, corruption, national development.",['K1'],published,pub,6,2021-11-08 01:36:45,1259687,public,FH UI,Jurnal Hukum & Pembangunan,['FH3'],disk0/00/03/54/29,,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 413101, 'mime_type': 'application/pdf', 'hash': '01b8e0a8d1879d4f11f697e5e11517b2', 'filesize': 261802, 'objectid': 156286, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413101', 'filename': '2864-6837-3-PB (1).pdf', 'hash_type': 'MD5', 'mtime': '2021-11-07 12:07:29'}], 'main': '2864-6837-3-PB (1).pdf', 'docid': 156286, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 35429, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156286', 'pos': 1}]",2021-11-08 01:36:45,http://jhp.ui.ac.id/,4.0,114,939-955,show,archive,35429,2021-11-08 01:36:45,TRUE,"REKONSTRUKSI SISTEM PERADILAN PIDANA KORUPSI DALAM
RANGKA MENUNJANG PEMBANGUNAN NASIONAL (Studi di Pengadilan Tindak Pidana Korupsi pada Pengadilan Negeri Kelas IA Tanjung Karang)",article,"[{'name': {'honourific': None, 'family': 'Maroni', 'lineage': None, 'given': 'M'}, 'id': 'maroniunila@gmail.com'}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Rini Fathonah', 'honourific': None, 'given': 'RF'}}, {'name': {'honourific': None, 'family': 'Nenny Dwi Ariani', 'lineage': None, 'given': 'NDA'}, 'id': 'nennydwiariani@gmail.com'}, {'id': 'mashurilanwar97@gmail.com', 'name': {'family': 'Mashuril Anwar', 'lineage': None, 'honourific': None, 'given': 'MA'}}]",,,,,,,,,,,,,,,,,,,,,,,
26,http://repository.lppm.unila.ac.id/id/eprint/30681,2020-11-01 00:00:00.000000000,5.0,"In general, the students at SMAIT Daarul Ilmi do not understand about the prevention of
gadget abuse and child protection properly. They also have never received legal counseling
regarding gadget abuse and child protection. Thus, it is necessary to provide good knowledge and understanding through socialization and focus group discussions (FGD) to overcome partner problems related to the prevention of gadget abuse and child protection
among students of SMAIT Daarul Ilmi, Bukit Kemiling Permai, Bandar Lampung City. This
program includes providing knowledge and understanding, prevention of gadget abuse, and
child protection. Then proceed with discussion and question and answer, and test the
participants’ understanding by giving a pre-test and post-test. The results of the program
show that this socialization and focus group discussion (FGD) activity is important to
increase public knowledge, understanding and legal awareness regarding the prevention of
gadget abuse and child protection. This program contributes to preventing the adverse
effects of technological change.",['K1'],published,pub,8,2021-05-25 01:36:13,p-ISSN: 2721-138X e-ISSN: 2548-7159,public,LPPM Universitas Merdeka Malang,ABDIMAS: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang,['FH3'],disk0/00/03/06/81,,"[{'eprintid': 30681, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138302', 'format': 'text', 'docid': 138302, 'main': '3405-16467-1-PB.pdf', 'files': [{'mtime': '2021-05-24 17:58:15', 'hash_type': 'MD5', 'filename': '3405-16467-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/363822', 'objectid': 138302, 'filesize': 404724, 'mime_type': 'application/pdf', 'hash': 'cb42e152fadcd1a4d5b427078efbee33', 'datasetid': 'document', 'fileid': 363822}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-05-25 01:36:13,http://jurnal.unmer.ac.id/index.php/jpkm/search/advancedResults,3.0,114,257-265,show,archive,30681,2021-05-25 01:36:13,TRUE,"Pencegahan Penyalahgunaan Gadget dan Perlindungan
Anak pada Siswa SMAIT Daarul’ Ilmi Bandar Lampung",article,"[{'id': 'maroniunila@gmail.com', 'name': {'lineage': None, 'family': 'Maroni', 'honourific': None, 'given': 'Maroni'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Erna Dewi', 'given': 'Erna'}, 'id': 'erna.dewi@fh.unila.ac.id'}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'given': 'RF', 'honourific': None, 'family': 'Rini Fathonah', 'lineage': None}}, {'id': None, 'name': {'given': 'DW', 'honourific': None, 'family': 'Damanhuri Warganegara', 'lineage': None}}, {'id': None, 'name': {'given': 'NDA', 'honourific': None, 'family': 'nenny dwi ariani', 'lineage': None}}, {'name': {'family': 'Mashuril Anwar', 'lineage': None, 'honourific': None, 'given': 'Mashuril Anwar'}, 'id': 'mashurilanwar97@gmail.com'}]",,,,,,,,,,,,,,,,,,,,,,,
27,http://repository.lppm.unila.ac.id/id/eprint/20957,2020-04-01 00:00:00.000000000,,"Kegiatan Pengabdian Kepada Masyarakat ini bertujuan untuk meningkatkan kesadaran hukum masyarakat dalam perlindungan hak menyusui guna menyukseskan program ASI eksklusif di Kabupaten Pringsewu. Adapun target khusus kegiatan ini yaitu mendorong masyarakat agar ikut membantu menggalakkan pemenuhan hak menyusui sebagaimana telah diatur dalam berbagai peraturan perundang-undangan. Metode yang digunakan dalam kegiatan ini yaitu melalui ceramah dan diskusi. Adapun sasaran khalayak kegiatan ini yaitu tenaga kesehatan, dan para kader ibu menyusui. Hasil dari kegiatan pengabdian ini menunjukan bahwa kesadaran hukum masyarakat terhadap hak menyusui guna menyukseskan program ASI esklusif telah meningkat hingga 80%. Hal ini ditunjukkan dengan beberapa indikator diantaranya: Peningkatan pengetahun  terkait dasar hukum perlindungan hak menyusui ASI esklusif, konsep ASI esklusif, produk hukum daerah yang telah ada dalam upaya perlindungan hak pemberian ASI esklusif, serta kepedulian dalam ikut berkontribusi memikirkan upaya yang pemerintah dapat lakukan dalam rangka menyukseskan pemberian ASI esklusif agar lebih baik.

Kata kunci: ASI Eksklusif; Menyusui; Penyuluhan Hukum .",['K1'],published,pub,4,2020-05-29 04:06:05,,public,,,['FH3'],disk0/00/02/09/57,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'files': [{'filesize': 3179359, 'objectid': 34324, 'uri': 'http://repository.lppm.unila.ac.id/id/file/195693', 'filename': 'Prosiding Pengabdian Final.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-29 02:11:14', 'datasetid': 'document', 'fileid': 195693, 'hash': '8f6851d8a462b6d57057e64f4eb86477', 'mime_type': 'application/pdf'}], 'main': 'Prosiding Pengabdian Final.pdf', 'docid': 34324, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34324', 'security': 'public', 'placement': 1, 'eprintid': 20957}]",2020-05-29 04:06:05,,,1229,106-112,show,archive,20957,2020-05-29 04:06:05,TRUE,Penyuluhan Perlindungan Hukum Atas Hak Menyusui Guna Menyukseskan Program Asi Eksklusif Di Kabupaten Pringsewu,conference_item,"[{'id': None, 'name': {'given': 'Riananda', 'honourific': None, 'family': 'Martha', 'lineage': None}}, {'name': {'given': 'Evendia', 'honourific': None, 'family': 'Malicia', 'lineage': None}, 'id': None}, {'name': {'given': 'Yulia', 'honourific': None, 'family': 'Yulia Neta', 'lineage': None}, 'id': 'yulia.neta@fh.unila.ac.id'}]",14 November 2019,paper,Hotel Emersia Bandar Lampung,Seminar Hasil Pengabdian Kepada Masyarakat DIPA BLU Universitas Lampung Tahun 2019,conference,,,,['LPPM Unila'],,,,,,,20951.0,,,,,,,
28,http://repository.lppm.unila.ac.id/id/eprint/25530,2020-03-01 00:00:00.000000000,5.0,"In general, the people of North Raman District do not yet know and understand correctly about
tackling trafficking. The people of North Raman Subdistrict have never received legal counsel
regarding the crime of trafficking. Therefore, it is necessary to provide good knowledge and
understanding through socialization and focus group discussions (FGD) to overcome the
problems of partners related to the handling of trafficking in people in the North Raman
Regency, East Lampung Regency. Efforts made in this activity are by providing knowledge and
understanding of the law about tackling trafficking in people in the District of North Raman,
East Lampung Regency. Then proceed with discussion and question and answer, and test the
understanding of participants by giving a pre test and post test. The results of the activities
show that the socialization activities and focus group discussions (FGD) are important to be
carried out in order to increase knowledge, understanding and awareness of the legal community
regarding tackling trafficking.",['K1'],published,pub,6,2020-11-16 15:03:38,p-ISSN: 2721-138X e-ISSN: 2548-7159,public,LPPM Universitas Merdeka Malang,ABDIMAS: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang,['FH3'],disk0/00/02/55/30,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39329', 'pos': 1, 'eprintid': 25530, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '3367-13404-1-PB.pdf', 'files': [{'filename': '3367-13404-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/230259', 'filesize': 950058, 'objectid': 39329, 'mtime': '2020-11-16 08:24:17', 'hash_type': 'MD5', 'hash': 'cbf235038a1fc67e1b442ace2e027355', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 230259}], 'docid': 39329}]",2020-11-16 15:03:38,http://jurnal.unmer.ac.id/index.php/jpkm/search/advancedResults,1.0,114,53-59,show,archive,25530,2020-11-16 15:03:38,TRUE,"Sosialisasi dan FGD Penanggulangan Perdagangan Orang
pada Masyarakat Raman Utara Kabupaten Lampung Timur",article,"[{'id': 'mashurilanwar97@gmail.com', 'name': {'given': 'MA', 'lineage': None, 'family': 'Mashuril Anwar', 'honourific': None}}, {'id': 'maroniunila@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Maroni', 'given': 'Maroni'}}, {'id': 'erna.dewi@fh.unila.ac.id', 'name': {'given': 'Erna', 'honourific': None, 'family': 'Erna Dewi', 'lineage': None}}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Rini Fathonah', 'lineage': None, 'given': 'RF'}}]",,,,,,,,,,,,,,,,,,,,,,,
29,http://repository.lppm.unila.ac.id/id/eprint/25411,2020-04-01 00:00:00.000000000,6.0,"Keterlibatan masyarakat dalam pengelolaan wilayah pesisir merupakan suatu keniscayaan
untuk mewujudkan pengelolaan wilayah pesisir yang berkelanjutan dan
menyejahterakan. Konsekuensinya, keserasian antar kebijakan pengelolaan wilayah
pesisir terkait keterlibatan masyarakat menjadi penting, guna mewujudkan kepastian
hukum bagi masyarakat untuk berperan aktif dalam pengelolaan wilayah pesisir.
Oleh karena itu, artikel ini akan menganalisis keserasian antara kebijakan pengelolaan
wilayah pesisir Lampung dengan peraturan perundang-undangan yang lebih tinggi
maupun yang setara, khususnya ketentuan mengenai pelibatan masyarakat dalam
pengelolaan wilayah pesisir. Kajian ini berkesimpulan bahwa kebijakan pemerintah
Provinsi Lampung terkait keterlibatan masyarakat dalam pengelolaan wilayah pesisir
masih disharmoni dengan peraturan perundang-undangan yang lebih tinggi maupun
yang setara. Disharmoni ini menimbulkan ketidakpastian hukum, kesenjangan dalam
peruntukan dan pemanfaatan sumber daya pesisir, dan keterbatasan akses masyarakat
untuk berpartisipasi dalam pengelolaan wilayah Pesisir Lampung. Sehingga
kebijakan pengelolaan wilayah pesisir Provinsi Lampung perlu direvisi melalui harmonisasi
secara vertikal maupun horizontal, guna mewujudkan pengelolaan wilayah
pesisir berbasis masyarakat.
Kata kunci: Lampung, Harmonisasi Kebijakan, Pengelolaan Pesisir",['K1'],published,pub,6,2020-11-16 02:55:51,2655-9099,public,ICEL - Indonesian Center for Environmental Law,Jurnal Hukum Lingkungan Indonesia,['FH3'],disk0/00/02/54/11,,"[{'placement': 1, 'eprintid': 25411, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39199', 'pos': 1, 'security': 'public', 'docid': 39199, 'main': '156-799-1-PB.pdf', 'files': [{'fileid': 229447, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '83bfc214779617d011eaa9e188e737f9', 'filesize': 254147, 'objectid': 39199, 'uri': 'http://repository.lppm.unila.ac.id/id/file/229447', 'filename': '156-799-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-16 02:40:02'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-11-16 02:55:51,https://jhli.icel.or.id/index.php/jhli/article/view/156/114,2.0,318,266-287,show,archive,25411,2020-11-16 02:55:51,TRUE,"Harmonisasi Kebijakan Pengelolaan Lingkungan Pesisir
Lampung dalam Rezim Pengelolaan Berbasis Masyarakat",article,"[{'id': 'mashurilanwar97@gmail.com', 'name': {'given': 'MA', 'family': 'Mashuril Anwar', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Maya Shafira', 'given': 'MS'}, 'id': 'mayashafira2@gmail.com'}]",,,,,,,,,,,,,,,,,,,,,,,
