,type,creators,title,refereed,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,dir,publisher,publication,divisions,full_text_status,issn,status_changed,rev_number,keywords,ispublished,date_type,subjects,abstract,volume,corp_creators,date,uri,department,institution,monograph_type,place_of_pub,pages,id_number,pres_type,event_dates,event_location,event_type,event_title,isbn,editors,funders,projects,related_url,contributors,contact_email,book_title,referencetext,succeeds,series
61,book_section,"[{'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}]",KEPASTIAN HUKUM ITSBAT NIKAH TERHADAP PERKAWINAN MENURUT KOMPILASI HUKUM ISLAM,TRUE,2019-11-14 10:50:17,archive,16205,show,302-324,786,,,2019-11-14 10:50:17,"[{'format': 'text', 'docid': 29308, 'main': 'Tribute For Prof Kadir - Dr. Nunung Rodliyah, M.A..docx', 'files': [{'hash': '660a2c0fa292af4ed09d8194ba5479f2', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 138629, 'mtime': '2019-11-13 02:25:25', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/138629', 'filename': 'Tribute For Prof Kadir - Dr. Nunung Rodliyah, M.A..docx', 'objectid': 29308, 'filesize': 57264}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'eprintid': 16205, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29308'}]",disk0/00/01/62/05,PKKP-HAM FH,,['FH3'],public,,2019-11-14 10:50:17,7,"Kepastian Hukum, Itsbat, Perkawinan, KHI",pub,published,['K1'],"Itsbat nikah sebenarnya sudah menjadi istilah dalam Bahasa Indonesia dengan sedikit revisi yaitu dengan sebutan Itsbat nikah. Menurut Kamus Besar Bahasa Indonesia, Itsbat nikah adalah penetapan tentang kebenaran (keabsahan) nikah. Itsbat nikah adalah pengesahan atas perkawinan yang telah dilangsungkan menurut syariat agama Islam, akan tetapi tidak dicatat oleh KUA atau PPN yang berwenang (Keputusan Ketua Mahkamah Agung RI Nomor KMA/032/SK/2006 tentang Pedoman Pelaksanaan Tugas dan Administrasi Pengadilan).
Aturan Pengesahan nikah/Itsbat nikah, dibuat atas dasar adanya sebuah peristiwa perkawinan yang dilangsungkan berdasarkan aturan yang ditentukan oleh Agama akan tetapi tidak memenuhi persyaratan yang di atur oleh Negara yaitu tidak dicatat oleh PPN yang berwenang. Isu hukum yang dikaji dalam penulisan ini memuat bagaimana kepastian hukum Itsbat nikah berdasarkan Kompilasi Hukum Islam, yang kemudian memaparkan terkait akibat-akibat hukumnya.
Jenis penelitian yang digunakan dalam penelitian ini adalah normatif, yakni penelitian hukum yang mengkaji hukum tertulis Itsbat Nikah dari berbagai aspek, yaitu aspek teori, sejarah, filosofi, perbandingan, struktur dan komposisi, lingkup dan materi hukum yang berlaku.
Hasil temuan dalam penulisan ini menjabarkan sebab, serta syarat dan prosedur Itsbat Nikah yang kemudian mengacu pada kepastian hukum kedudukan anak, harta perkawinan, dan perkawinan poligami. Berdasarkan pembahasan tersebut, memberikan konklusi bahwa Itsbat Nikah bermanfaat mewujudkan kepastian hukum dalam ikatan hubungan perkawinan berdasarkan hukum Islam.",1.0,,2019-02-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16205,,,,Bandar Lampung,302.0,,,,,,,978-623-211-024-3,"[{'name': {'family': 'Tisnanta', 'lineage': None, 'honourific': None, 'given': 'HS'}}]",,,,,,Jalan Sunyi Sang Guru,,,
62,article,"[{'name': {'given': 'Nunung', 'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None}}, {'name': {'given': 'Nargis', 'lineage': None, 'family': 'Nilla', 'honourific': None}}]","KEDUDUKAN FATWA TERHADAP DASAR HUKUM 
PENYELESAIAN SENGKETA EKONOMI SYARIAH 
MELALUI BASYARNAS",TRUE,2021-05-30 15:24:20,archive,31283,show,1-16,786,10.0,https://e-journal.metrouniv.ac.id/index.php/nizham/article/view/1516/1248,2021-05-30 15:24:20,"[{'placement': 1, 'eprintid': 31283, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141380', 'security': 'public', 'files': [{'fileid': 370778, 'datasetid': 'document', 'hash': '680fc04f801f7fd7dbcbcf014ea6ba4f', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-29 06:20:01', 'objectid': 141380, 'filesize': 369093, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370778', 'filename': 'KEDUDUKAN FATWA TERHADAP DASAR HUKUM PENYELESAIAN SENGKETA EKONOMI SYARIAH MELALUI BASYARNAS.pdf'}], 'main': 'KEDUDUKAN FATWA TERHADAP DASAR HUKUM PENYELESAIAN SENGKETA EKONOMI SYARIAH MELALUI BASYARNAS.pdf', 'docid': 141380, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",disk0/00/03/12/83,Post-graduate programe IAIN METRO,"JURNAL STUDI KEISLAMAN ""NIZHAM""",['FH3'],public,23391235,2021-05-30 15:24:20,6,"Basyarnas, Fatwa, Dispute Resolution",pub,published,['K1'],"The role of fatwa in supporting the implementation and implementation of sharia law in 
Indonesia is very diverse, for example in the implementation of contract agreements. Ideal 
contract in the contract of national sharia In l
anguage,  the  word ""contract"" comes from 
the Arabic language al
-
qAqd which is used in many meanings, all of which return to the 
meaning  of  the  bond  or  merging  two  things.  This  definition  includes  all  types  of 
commitments,  both  from  two  or  more  parties,  such
as  buying  and  selling  contract,  rent 
and  marriage  contract  and  others.  The  problems  discussed  in  this  paper  are  the  Legal 
Basis of the Strength of Binding Fatwa in Regulating the Settlement of Sharia Economic 
Disputes  in  Indonesia  through  Basyarnas.The  re
sults  discussed  regarding  Fatwa  are 
solutions  that  provide  religious  answers  to  the  problems  that  arise  which  are  always 
developing   and   so   complex,   besides   discussing   the   mechanism   of   proceedings   in 
Basyarnas.Conclusion  of  this  writing,  Fatwa  is  increasing
ly  developing  as  the  times 
develop and its role in supporting the construction of the legal basis must be strengthened 
or at least be a special consideration for judges to resolve disputes on a concrete basis and 
can be accepted logically by litigants.",7.0,['Fakultas hukum universitas lampung'],2019-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31283,,,,,,,,,,,,,,,,,,,,,,
63,article,"[{'name': {'given': 'Nunung', 'honourific': None, 'lineage': None, 'family': 'Nunung Rodliyah'}}, {'name': {'lineage': None, 'family': 'Nilla', 'honourific': None, 'given': 'Nargis'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rabbiyatussha', 'given': 'Farani'}}]",AKIBAT HUKUM GADAI SYARIAH DALAM SISTEM EKONOMI ISLAM (Studi Pada Pegadaian Syariah Cabang Radin Intan),TRUE,2019-05-21 02:59:43,archive,13029,show,480-490,786,1.0,http://jurnal.fh.unila.ac.id/index.php/plj/article/view/1428,2019-05-21 02:59:43,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': '1428-4699-2-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 114762, 'mime_type': 'application/pdf', 'hash': '2f7e115bc252aeb181552baacfef3757', 'hash_type': 'MD5', 'mtime': '2019-05-17 04:48:06', 'objectid': 26033, 'filesize': 223018, 'filename': '1428-4699-2-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/114762'}], 'docid': 26033, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26033', 'pos': 1, 'eprintid': 13029, 'placement': 1}]",disk0/00/01/30/29,fakultas hukum,Pactum Law Journal,['FH3'],public,2615-7837,2019-05-21 02:59:43,6,"Gadai Syariah, Pegadaian Syariah, Akibat Hukum",pub,published,['K1'],"Gadai syariah (Rahn) adalah menahan salah satu harta milik nasabah (Rahin) sebagai barang jaminan (marhun) atas pinjaman (Marhun bih) yang diterimanya. Marhun memiliki nilai ekonomis, sehingga pihak yang menahan (Murtahin) memperoleh jaminan untuk mengambil kembali seluruh atau sebagian piutangnya. Transaksi yang dilakukan oleh kedua belah pihak akan menimbulkan suatu peristiwa hukum dan hubungan hukum antara kedua belah pihak serta akibat hukum yang bertimbal balik. Penelitian ini adalah penelitian hukum normatif dengan tipe penelitian deskriptif. Pendekatan masalah yang digunakan adalah data sekunder yang terdiri dari bahan hukum  primer,  sekunder, dan  tersier.  Pengumpulan data dilakukan dengan studi pustaka, studi dokumen, dan wawancara terhadap informan pengguna jasa gadai syariah. Pengelolahan data dilakukan dengan cara pemeriksaan dan pengaturan data yang selanjutnya dianalisis. Hasil penelitian ini menunjukan gadai syariah di Indonesia diatur dalam beberapa regulasi yaitu Peraturan Pemerintah Nomor 51 Tahun 2011 Tentang Perubahan Bentuk Badan Hukum Perusahaan Umum (PERUM) Pegadaian Menjadi Perusahaan Perseroan (PERSERO), Peraturan Otoritas Jasa Keuangan Nomor 31/POJK.05/2016 Tentang Usaha Pergadaian, dan Fatwa Dewan Syari’ah Nasional Nomor 25/DSN-MUI/III/2002 Tentang Rahn. Akibat hukum transaksi gadai syariah meliputi hak dan kewajiban, rahin yang berhak mendapatkan piutangnya dan berkewajiban menyerahkan barangnya, serta murtahin yang berhak mendapatkan biaya ujrah dan berkewajiban memberikan uang pinjaman kepada rahin.",2.0,['Universitas Lampung'],2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13029,,,,,,,,,,,,,,,,,,,,,,
64,conference_item,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'given': 'Ria Wierma', 'honourific': None, 'family': 'Putri', 'lineage': None}}]","The Face of Geographical Indication Regimes in Indonesia: 
Lesson from Lampung Province",FALSE,2019-11-15 02:39:47,archive,16490,show,,282,,,2019-11-15 02:39:47,,disk0/00/01/64/90,,,['FH3'],none,,2019-11-15 02:39:47,6,,submitted,submitted,['K1'],"The geographical indication (GIs) was promoted as a tool to reach the niche market (internationally) for the distinctive geographical linked product in Indonesia. But before the GIs acclaimed successfulness in regional and international markets moreover in free trade era, it should be well prepared, managed and strengthen at local and national levels. As GIs include in the strategic goals of ASEAN Intellectual Property Rights Action Plans 2016-2025, it was followed by the promulgation of the new law of geographical indication and the decision that “2018 as the geographical indication year” in Indonesia. As of January 2019, Indonesia has 66-Registered GIs took third place in ASEAN. There are some success stories such as Bajawa Coffee, Kintamani Coffee, and Gayo Coffee. However, within more than a decade since 2007 to 2019, the GIs echoing is still sounded weakly and stagnant in some areas including Lampung Province. 
Lampung has two registered GIs which are Lampung Robusta Coffee (2013) and Lampung Black Paper (2015) even though the products are famous, but that popularity is not linked-to and elevated-by the GIs certificate. While, as promised, the GIs certificate will give law protection and boost the economic value benefit directly to the original community farmers. Therefore, they registered their products, although it is costly. However, the gap between the aim and the fact create the factual situation now that GIs certificate may deliver legal protection but may not increase the economic value since it was registered in Lampung. It is ironic because of Lampung is the biggest exporter of Robusta coffee and black pepper in Indonesia.
This research tries to find the cause of the uncertainty of the GIs successful practice in Lampung Province. Using literature data, in-depth interviews with stakeholders, and field observation in Jakarta, Bandar Lampung, and West Lampung District. The research found that the GIs certification seemingly treated as finished after registered, the unwell organize coordination between stakeholders,  the concept of GIs is not well understood, the inconsistency of GIs Association management and no future planning of registered GIs.

Keywords: geographical indication, distinctive geographical based product, international and regional market, legal protection, economic value, Lampung practices",,,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16490,,,,,,,paper,15-23 August 2019,Mandarin Orchard Hotel Venue,workshop,ASEAN LAW ACADEMY CHANGEMAKER PROGRAMME/EDUCATOR PROGRAMME,,,['Centre of International Law of National University of Singapore'],,,,ria.wierma@fh.unila.ac.id,,,,
65,monograph,"[{'name': {'given': 'Ria Wierma', 'family': 'Putri', 'lineage': None, 'honourific': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]","Perubahan Batas Wilayah Laut Indonesia-Malaysia Pasca
Putusan Makamah Internasional atas Sengketa Sipadan dan
Ligitan serta Pengaruhnya terhadap Status Blok Ambalat
Ditinjau dari UNCLOS 1982",,2023-05-17 07:24:38,archive,51762,show,,282,,,2023-05-17 07:24:38,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'docid': 250250, 'main': 'Kebijakan Negara dalam Bidang Kelautan .pdf', 'files': [{'datasetid': 'document', 'fileid': 613234, 'mime_type': 'application/pdf', 'hash': 'df0d8257d92ec43cdd8bb039a7d4167a', 'objectid': 250250, 'filesize': 5033580, 'uri': 'http://repository.lppm.unila.ac.id/id/file/613234', 'filename': 'Kebijakan Negara dalam Bidang Kelautan .pdf', 'hash_type': 'MD5', 'mtime': '2023-05-17 06:32:44'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250250', 'security': 'public', 'placement': 1, 'eprintid': 51762}]",disk0_bak/00/05/17/62,CV. Anugerah Utama Raharja,,['FH3'],public,,2023-05-17 07:24:38,5,,pub,published,['K1'],"Sengketa Pulau Sipadan dan Ligitan sudah dimulai pada tahun 1969,tanggal 31 Mei 1997 pemerintah Indonesia dan Malaysia mengadakan kesepakatan untuk menyelesaikan sengketa kepemilikan atas Pulau Sipadan dan Ligitan melalui jalur hukum. Jalur hukum yang disepakati antara kedua belah pihak adalah melalui Mahkamah Internasional (International Court of Juctice). Tahun 2002 Mahkamah Internasional
menetapkan putusan akhirnya yang menetapkan Malaysia sebagai pemilik sah pulau Sipadan dan Ligatan. Kemenangan Malaysia atas sengketa Pulau Sipadan dan Ligitan tidak langsung mengakhiri sengketa batas laut antara Indonesia dengan Malaysia. Pada awal 2005 terjadi kembali sengketa Ambalat. Malaysia mengklaim Ambalat sebagai miliknya berdasarkan peta 1979 yang dibuat sepihak oleh Malaysia dan
juga berdasarkan rezim landas kontinen berdasarkan UNCLOS 1982, hal ini merupakan buntut dari putusan Mahkamah Internasional atas status Pulau Sipadan dan Ligitan. Setelah dianalisis secara kualitatif yaitu menggunakan data yang relevan dengan permasalahan maka permasalahan tersebut dijawab berdasarkan ketentuan dalam UNCLOS 1982, putusan Mahkamah Internasional atas sengketa Sipadan dan Ligitan dan didukung oleh beberapa produk peraturan perundang-undangan nasional antara lain UU No.4 Prp. Tahun 1960, UU No .6 Tahun 1996, PP No. 37 Tahun 2008 . Setelah dianalisa maka sampai pada kesimpulan akhir Pulau Sipadan dan Ligitan tidak akan mengubah status blok Ambalat serta peraian disekitarnya karena dalam putusan Mahkamah Internasional atas Pulau Sipadan dan Pulau Ligitan tanggal 17 Desember 2002, hanya merupakan putusan terhadap kedaulatan dari
pulau Sipadan dan Ligitan dan juga dinyatakan bahwa masalah
delimitasi (garis batas) landas kontinen adalah harus dipandang dengan sudut yang berbeda, yaitu dengan Konvensi Hukum Laut 1982.",,,2019-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51762,Bagian Hukum Internasional,Universitas Lampung,discussion_paper,Bandar Lampung,461.0,978-623-211-018-2,,,,,,,,,,,,,,,16185.0,
66,book_section,"[{'name': {'family': 'Putri', 'lineage': None, 'honourific': None, 'given': 'Ria Wierma'}, 'id': 'ria.wierma@fh.unila.ac.id'}, {'name': {'given': 'Thio Haikal', 'family': 'Anugerah', 'lineage': None, 'honourific': None}, 'id': None}]",PERAN INDONESIA SEBAGAI ANGGOTA NON PERMANENT UN SECURITY COUNCIL DI WILAYAH KONFLIK,FALSE,2023-05-17 07:24:42,archive,51763,show,163-175,282,,,2023-05-17 07:24:42,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'text', 'files': [{'hash': '2f4061b4f4a813753b02d1109516ef75', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 613239, 'mtime': '2023-05-17 06:35:37', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613239', 'filename': 'DK PBB.pdf', 'filesize': 6668717, 'objectid': 250251}], 'main': 'DK PBB.pdf', 'docid': 250251, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250251', 'eprintid': 51763, 'placement': 1}]",disk0_bak/00/05/17/63,Indonesian International Law Lecturers Association (ISILL),,['FH3'],public,,2023-05-17 07:24:42,5,,pub,published,['K1'],"Dewan Keamanan sebagai organ PBB yang bertugas untuk menjaga “perdamaian dan keamanan dunia”. Dewan Keamanan diharapkan mampu mengatasi konflik dan menjaga perdamaian dunia. Banyaknya wilayah yang terlibat dalam konflik bersenjata yang mengakibatkan penderitaan masyarakat sipil, pelanggaran HAM, dan tidak berfungsinya kelembagaan negara. Pada kondisi konflik bersenjata pencapaian SDGs menjadi tujuan yang sulit untuk dicapai. Namun relasi antara akar penyebab konflik yaitu tidak terpenuhinya indikator-indikator yang diuraikan SDGs dan terciptanya perdamaian sangat berkaitan.  Sedangkan perdamaian dan keamanan diperlukan untuk dapat mencapai indikator SDGs. Indonesia mengajukan SDGs sebagai salah satu agenda prioritas selama menjadi anggota dewan keamanan DK PBB periode 2019-2020. Tulisan ini merupakan penelitian literature atau kepustakaan untuk mengkaji bagaimana Indonesia sebagai anggota tidak tetap Dewan Keamanan PBB mendorong pencapaian SDGs. Ruang lingkup  sesuai agenda prioritas yang diajukan pemerintah Indonesia pada proses pemilihan anggota non permanen DK PBB. Penelitian memperlihatkan bahwa Peran dan Fungsi DK PBB berkaitan dengan SDGs 16 yang bertujuan untuk mempromosikan perdamaian, keadilan dan penguatan instititusi untuk memberikan peluang tercapainya indikator SDGs yang lain di wilayah konflik. Sedangkan indikator SDGs dalam lingkup prioritas yang diajukan Indonesia sebagai anggota tidak tetap Dewan Keamanan meliputi SDGs 5 dan 16.
Keywords; Dewan Keamanan, anggota tidak tetap, SDGs",,,2019-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51763,,,,Jakarta,236.0,,,,,,,978-623-90694-1-4,,,,,,,Keanggotaan Tidak Tetap DK PBB 2019-2020: Catatan Awal Untuk Indonesia,,15655.0,ISILL BOOK SERIES
67,conference_item,"[{'name': {'given': 'Ria Wierma', 'honourific': None, 'family': 'Putri', 'lineage': None}, 'id': 'ria.wierma@fh.unila.ac.id'}, {'id': 'maiya_87@yahoo.co.id', 'name': {'given': 'yunita maya', 'honourific': None, 'family': 'Putri', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Rehulina', 'honourific': None, 'given': 'Rehulina'}, 'id': 'rehulina.1980@fh.unila.ac.id'}]",RECOGNIZING THE PROTECTION OF COMMUNAL INTELLECTUAL PROPERTY,FALSE,2019-11-15 02:41:13,archive,16457,show,100-100,282,,,2019-11-15 02:41:13,,disk0/00/01/64/57,,,['FH3'],none,,2019-11-15 02:41:13,7,,submitted,submitted,['K1'],"The protection of communal intellectual property rights is extremely important in Indonesia. Since communal intellectual property rights are not based on a ""first-come-first-served” basis, where the first registrants or innovators are first to obtain the intellectual property. However, this method is problematic for traditional based intellectual properties because it is not always known as to when or who first invented a concept. The recent development of intellectual property rights for traditional creation owned by communal does not require proof as of the latest innovation, yet recognize tradition, knowledge, and culture, both written and unwritten. Besides, communal property rights also concede joint ownership for intellectual property owned by communities or groups. Communal Intellectual Property consists of:
a.	Traditional Knowledge (TK)
b.	Traditional Cultural Expressions (TCE)
c.	Potential Geographical Indications (GI)
d.	Genetic Resources (GR).
Keywords: intellectual property rights, communal, traditional",,,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16457,,,,,,,other,5-6 Agustus 2019,"Faculty of Law, University of Lampung",conference,The 2nd International Conference on Fundamental Rights,,,,,,,,,,,
68,book_section,"[{'id': 'rohaini.arifien81@gmail.com', 'name': {'lineage': None, 'family': 'ROHAINI', 'honourific': None, 'given': 'ROHAINI'}}]",Pendaftaran merek kolektif untuk usaha mikro kecil dan menengah (studi di sentra keripik kota bandar lampung),TRUE,2019-11-14 10:39:08,archive,16217,show,346-363,147,,,2019-11-14 10:39:08,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Jalan sunyi sang guru rohaini.pdf', 'docid': 29318, 'files': [{'filename': 'Jalan sunyi sang guru rohaini.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/138708', 'filesize': 3593448, 'objectid': 29318, 'mtime': '2019-11-13 03:11:08', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '37528f9f5751ecaef8762ff7017bd43f', 'fileid': 138708, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29318', 'security': 'public', 'placement': 1, 'eprintid': 16217}]",disk0/00/01/62/17,PKKP-HAM FH UNILA,,['FH3'],public,,2019-11-14 10:39:08,7,Hak kekayaan intelektual,pub,published,['K1'],"Hak kekayaan itelektual atau dikenal dengan HKI merupakan terjemahan dari intelektual property right. HKI merupakan hak eksklusif(wewenang/kekuasaan) untuk berbuat sesuatu atas kekayaan intelektual tersebut, yang di atur oleh norma-norma atau hukum-hukum yang berlaku. Maksudnya, hak tersebut bersifat khsusus dan hanya dimiliki oelh orang yang terkait langsung dengan kekayaan inteltual yang dihasilkan.",1.0,['PKKP-HAM FH UNILA'],2019-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16217,,,,Bandar Lampung,346.0,,,,,,,978-623-211-024-3,"[{'name': {'given': 'HS', 'honourific': None, 'lineage': None, 'family': 'Tisnanta'}}]",,,,,,Jalan Sunyi Sang Guru,,,
69,conference_item,"[{'name': {'lineage': None, 'family': 'Rehulina', 'honourific': None, 'given': 'Rehulina'}, 'id': 'rehulina.1980@fh.unila.ac.id'}, {'name': {'given': 'Yusuf', 'family': 'Parulian', 'lineage': None, 'honourific': None}, 'id': 'lian.deutschland@gmail.com'}, {'name': {'given': 'Miranda', 'honourific': None, 'lineage': None, 'family': 'Fristiana Sharen'}, 'id': 'harenmiranda@gmail.com'}]",CORPORATION RESPONSIBILITY THROUGH ITS SUPPLY CHAINS AS AN OBLIGATION TO RESPECT HUMAN RIGHTS,TRUE,2019-11-15 02:39:26,archive,16496,show,1-10,126,,,2019-11-15 02:39:26,,disk0/00/01/64/96,,,['FH3'],none,,2019-11-15 02:39:26,6,,submitted,submitted,['K1'],"United Nations protect, respect and remedy on business and human rights stated that it is obligatory for a holding company to ensure human rights to be applied all through their final supplier, in other words a holding company will violated human (labor) rights if it does not applied the minimum labor treatment by the Human rights convention and ILO convention or ILO recommendation that linked to minimum labor treatment. At 2018, in Indonesia there has happened a termination of contract between UNIQLO Co. Ltd (Japan Clothing Company) and PT. Jaba Garmindo (Clothes making company in Indonesia) the reason behind it is unknown. It stated that PT. Gaba did not pay its employer because they have terminated their contract with UNIQLO Co. Ltd. Because of the reason that has been stated the writer would know how far is holing company obligations to their supply chain, as an example can UNIQLO Co. Ltd be liable for the lack of the fulfillment of labor rights of the PT. Jaba Garmindo or they does not have any obligatory at all according national and international law.",,,2019-08-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16496,,,,,,,paper,5-6 Agustus 2019,Fakultas Hukum Unila,conference,2nd International Conference on Fundamental Right,,,,,,,,,,,
70,article,"[{'name': {'given': 'Kurniawati', 'honourific': None, 'lineage': None, 'family': 'Ria'}}, {'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}, {'name': {'given': 'Oktaviana', 'honourific': None, 'family': 'Selvia', 'lineage': None}}]",TINJAUAN HUKUM ISLAM TERHADAP PEMBATALAN TANAH WAKAF PADA PUTUSAN NOMOR1562/PDT.G/2013/PA.JU,TRUE,2019-11-04 07:54:05,archive,15071,show,794-809,786,3.0,https://jurnal.fh.unila.ac.id/index.php/plj/article/view/1691/1431,2019-11-04 07:54:05,"[{'format': 'text', 'files': [{'mtime': '2019-11-03 07:33:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/129798', 'filename': '1691-5406-1-SM.pdf', 'filesize': 351418, 'objectid': 28211, 'hash': '545fffb89ded6a8d3981c7eb9fa7ea6f', 'mime_type': 'application/pdf', 'fileid': 129798, 'datasetid': 'document'}], 'main': '1691-5406-1-SM.pdf', 'docid': 28211, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 15071, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28211'}]",disk0/00/01/50/71,fakultas hukum,Pactum Law Journal,['FH3'],public,2615-7837,2019-11-04 07:54:05,6,"Pembatalan, Pertimbangan, Tanah, Wakaf",pub,published,['K1'],"Praktik   wakaf   yang   terjadi   dalam   berbagai   kasus   harta   benda   wakaf   tidak terpelihara. Salah satu kasus pembatalan akta wakaf yang dikategorikan melawan hukum karena tidak sesuai peraturan perundang-undangan  yang berlaku. Adapun masalah  dalam  penulisan  ini,bagaimana  alasan-alasan  pembatalan  akta  ikrar wakaf dalam peraturan Hukum Islam dan Undang-UndangNomor41 Tahun 2004 tentang Wakaf(UU Wakaf), bagaimana pertimbangan hakim dalam memutuskan perkara  pembatalan  tanah  wakaf  dalam  Putusan  Nomor1562/Pdt.G/2013/PA.JU dan akibat hukum yang timbul dari pembatalan tanah wakaf.Penelitian ini adalah penelitianhukum  normatif  dengan  tipe deskriptif, menggunakan pendekatan hukum  normatifdengandata  sekunder  yang  terdiri  dari  bahan  hukum  primer, sekunder dan tersier. Pengumpulan data dilakukan dengan studi pustaka dan studi dokumen.  Pengolahan  data  dilakukan  dengan pemeriksaan  data  dan  pengaturan data   yang   selanjutnya   dianalisis.Hasil penelitian   ini   adalah   alasan-alasan pembatalan akta ikrar wakaf dalam peraturan Hukum Islam dan UUWakaf adalah Surat  Ikrar  Wakaf  dan  Surat  Pengesahan  Nazhir NomorW5/430/26tidak  sesuaidengan  UUWakaf  dan  Kompilasi  Hukum  Islam(KHI).  Pertimbangan  Hakim dalam   Putusan   Nomor1562/Pdt.G/2013/PA.JU   adalah   tidak   memenuhi   UUWakaf dan Peraturan Pemerintah Nomor42 Tahun 2006 tentang Pelaksanaan UUWakaf,  karena  Tergugat  bukan  pemilik  sah dari  tanah  tersebut. Akibat  hukum yang timbul adalah Akta Ikrar Wakaf dianggap tidak pernah ada.",2.0,['Fakultas Hukum Perdata'],2019-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15071,,,,,,,,,,,,,,,,,,,,,,
