,date,abstract,ispublished,full_text_status,issn,publisher,documents,official_url,number,userid,pagerange,eprintid,eprint_status,datestamp,event_location,event_dates,refereed,pres_type,uri,volume,event_title,subjects,date_type,rev_number,status_changed,event_type,divisions,publication,dir,lastmod,metadata_visibility,title,type,creators,succeeds,corp_creators,contributors,id_number,place_of_pub,related_url
10,1970-01-01 00:00:00.000002019,,pub,public,,IOP Science: Journal of Physics: Conference Series,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 256571, 'hash': 'fd1ecb9a85ed4a5b34a7b2ffa977eba5', 'mime_type': 'application/pdf', 'filesize': 1689035, 'objectid': 43012, 'filename': 'The_effectiveness_of_multiple_representation_based.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256571', 'hash_type': 'MD5', 'mtime': '2021-04-06 06:25:37'}], 'main': 'The_effectiveness_of_multiple_representation_based.pdf', 'docid': 43012, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43012', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28917}]",,,1028,,28917,archive,2021-04-06 07:10:51,,,,,http://repository.lppm.unila.ac.id/id/eprint/28917,,,"['L1', 'LB2300']",published,8,2021-04-06 07:10:51,,['FKIP4'],,disk0/00/02/89/17,2021-04-06 07:10:51,show,The effectiveness of multiple representation-based student worksheet of inheritance properties topic to improve students’ critical thinking skill.,other,"[{'name': {'lineage': None, 'family': 'Hidayati', 'honourific': None, 'given': 'D.F.'}, 'id': 'dwifebrihidayati@gmail.com'}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sunyono', 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']","[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",doi:10.1088/1742-6596/1321/3/032063,,
11,1970-01-01 00:00:00.000002019,"This research aims to describe the effectiveness of multiple representation based student worksheets in improving students' critical thinking skills. The research method used is a quasi-experiment by using pretest-posttest design. This research was conducted in one of the Lampung provincial junior high schools. The sample in this study amounted to 58 students consisting of two experimental classes obtained by using a purposive sampling technique. The data was gained by using questionnaire and test, and it analyzed by using paired sample t-test to investigate the effectiveness of the learning method in both groups of samples. The proposed methods show that there were differences of pretest and posttest score between the first and second experiment class as well as the size effect. Furthermore, students also give good responses to the learning process by using students’ worksheet based on multiple representations. For all test cases, the experimental results imply that Multiple Representation based Student Worksheet is one of the effective ways of improving students' critical thinking skills in the inheritance properties topic. This is evidenced by an average increase in all significant critical thinking indicators, especially indicators that advance clarification in the high category.",pub,public,17426588,IOP Publishing,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 30409, 'main': 'Hidayati_2019_Conference_Scopus.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146464', 'filename': 'Hidayati_2019_Conference_Scopus.pdf', 'objectid': 30409, 'filesize': 1726695, 'mtime': '2019-12-12 10:32:41', 'hash_type': 'MD5', 'hash': '1e1be63d4334e697f9840df31ffb702c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 146464}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30409', 'security': 'public', 'placement': 1, 'eprintid': 17300}, {'eprintid': 17300, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30410', 'format': 'text', 'main': 'Hidayati_2019_Conference_Scopus.pdf', 'files': [{'hash': '1e1be63d4334e697f9840df31ffb702c', 'mime_type': 'application/pdf', 'fileid': 146466, 'datasetid': 'document', 'mtime': '2019-12-12 10:35:50', 'hash_type': 'MD5', 'filename': 'Hidayati_2019_Conference_Scopus.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146466', 'filesize': 1726695, 'objectid': 30410}], 'docid': 30410, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",https://iopscience.iop.org/issue/1742-6596/1321/3,3.0,1028,32063,17300,archive,2020-02-17 03:40:52,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/17300,1321,,['LB1603'],published,7,2020-02-17 03:40:52,,['FKIP4'],Journal of Physics: Conference Series,disk0/00/01/73/00,2020-02-17 03:40:52,show,The effectiveness of multiple representation-based student worksheet of inheritance properties topic to improve students’ critical thinking skill,article,"[{'id': None, 'name': {'given': 'Dwi Febri', 'honourific': None, 'lineage': None, 'family': 'Hidayati'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Abdurrahman', 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'lineage': None, 'family': 'Sunyono'}}]",,,,10.1088/1742-6596/1321/3/032063,,
12,2019-04-01 00:00:00.000000000,"Self-regulated learning (SRL) is indispensable for students to help transform mental skills into academic skills and strategies. Students who study with SRL can more easily build on successful academic achievement. This study aims to determine the effectiveness of the application of higher-order thinking skills (HOTS) assessment instruments in growing SRL of students Junior High School, especially on the basic competence of the human circulatory system. The design of the study was quasi-experimental. Research subjects include two groups students of grade eight at Junior High School in Bandar Lampung at Lampung Province, Indonesia with random sampling technique. The subjects of the study were experimental class 1 and experiment class 2. The research data was collected using an SRL scale instrument. Data analysis technique through statistical test parametric independent sample t-test. The result of data analysis shows the application of HOTS assessment instrument to effectively grow SRL of students Junior High School especially on the basic competence of human circulation system.",pub,public,2146-7374,tojned,"[{'placement': 1, 'eprintid': 11832, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24823', 'pos': 1, 'security': 'public', 'main': '20.  v09i02-03.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/106461', 'filename': '20.  v09i02-03.pdf', 'filesize': 1102884, 'objectid': 24823, 'mtime': '2019-05-07 01:13:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'efa494df3b16d81bfd1c9113df050cc8', 'fileid': 106461, 'datasetid': 'document'}], 'docid': 24823, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",https://www.tojned.net/journals/tojned/articles/v09i02/v09i02-03.pdf,2.0,435,3-23,11832,archive,2019-05-08 07:28:02,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/11832,9,,['LB'],published,6,2019-05-08 07:28:02,,['FKIP4'],The Online Journal of New Horizons in Education,disk0/00/01/18/32,2019-05-08 07:28:02,show,EFFECTIVENESS OF ASSESSMENT INSTRUMENTS HIGHER ORDER THINKING SKILLS TO GROW SELF REGULATED LEARNING STUDENTS JUNIOR HIGH SCHOOL,article,"[{'name': {'given': 'Khoiriah', 'honourific': None, 'family': 'Khoiriah', 'lineage': None}, 'id': 'khoiriahspd74@gmail.com'}, {'name': {'lineage': None, 'family': 'Jalmo', 'honourific': None, 'given': 'tri'}, 'id': 'tri.jalmo@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",,,,,,
13,2019-04-01 00:00:00.000000000,"Self-regulated learning (SRL) is indispensable for students to help transform mental skills into academic skills and strategies. Students who study with SRL can more easily build on successful academic achievement. This study aims to determine the effectiveness of the application of higher-order thinking skills (HOTS) assessment instruments in growing SRL of students Junior High School, especially on the basic competence of the human circulatory system. The design of the study was quasi-experimental. Research subjects include two groups students of grade eight at Junior High School in Bandar Lampung at Lampung Province, Indonesia with random sampling technique. The subjects of the study were experimental class 1 and experiment class 2. The research data was collected using an SRL scale instrument. Data analysis technique through statistical test parametric independent sample t-test. The result of data analysis shows the application of HOTS assessment instrument to effectively grow SRL of students Junior High School especially on the basic competence of human circulation system.",pub,public,2146-7374,tojned,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'tojned-volume09-i02- EFFECTIVENESS OF ASSESSMENT INSTRUMENTS.pdf', 'docid': 30153, 'files': [{'mtime': '2019-11-18 11:19:01', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144809', 'filename': 'tojned-volume09-i02- EFFECTIVENESS OF ASSESSMENT INSTRUMENTS.pdf', 'objectid': 30153, 'filesize': 2661316, 'hash': 'a3f63657745a6792671a0c336d5ec831', 'mime_type': 'application/pdf', 'fileid': 144809, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30153', 'pos': 1, 'eprintid': 17060, 'placement': 1}]",,2.0,435,,17060,archive,2019-11-19 05:16:23,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/17060,9,,['H1'],published,6,2019-11-19 05:16:23,,['FKIP4'],The Online Journal of New Horizons in Education,disk0/00/01/70/60,2019-11-19 05:16:23,show,Effectiveness of Assessment Instruments Higher Order Thinking Skills to Grow Self-Regulated Learning Students Junior High School,article,"[{'id': 'khoiriahspd74@gmail.com', 'name': {'lineage': None, 'family': 'Khoiriah', 'honourific': None, 'given': 'Khoiriah'}}, {'name': {'given': 'tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}, 'id': 'tri.jalmo@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",,,,,,
14,1970-01-01 00:00:00.000002019,"This study aims to know the effectiveness of STEM integrated handouts to improve students creative thinking skills in biotechnology material. The design used was nonequivalent pre-post control group design. This research was implemented in grade IX of SMPN 25 Bandar Lampung, Indonesia. The subject were 70 students divided into experiment class (N=35) and control class (N=35) with purposive sampling technique. The data collection was done by pretest and posttest for students creative thinking skills and students responses to the STEM integrated handouts. Based on the result, it were obtained that an average N-gain of experiment class was 0,64 greater than average N-gain of control class was 0,40. Both of class in medium category. Average N-gain of fluency was 0,50 and originality was 0,66 with medium category, then average N-gain of flexibility was 0,74 and elaboration was 0,79 with high category. The student responses showed almost all of the students agreed to the implementation of STEM integrated handouts improved interesting and motivating in biotechnology material.",pub,public,2655-870X (online),,"[{'format': 'text', 'main': '5045-14097-1-PB Dinamika - The Effectiveness of STEM Integrated Handouts.pdf', 'files': [{'hash': '5f059231ac2de3b02485fda9dd0f061d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 144786, 'filename': '5045-14097-1-PB Dinamika - The Effectiveness of STEM Integrated Handouts.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144786', 'filesize': 525981, 'objectid': 30148, 'mtime': '2019-11-18 11:12:06', 'hash_type': 'MD5'}], 'docid': 30148, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 17057, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30148', 'pos': 1}]",,2.0,435,,17057,archive,2019-11-19 05:15:54,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/17057,11,,['H1'],published,6,2019-11-19 05:15:54,,['FKIP4'],DINAMIKA Jurnal Ilmiah Pendidikan Dasar,disk0/00/01/70/57,2019-11-19 05:15:54,show,The Effectiveness of STEM Integrated Handouts to Improve Students Creative Thinking Skills in Biotechnology Material,article,"[{'name': {'honourific': None, 'family': 'Mentari', 'lineage': None, 'given': 'Welly'}, 'id': 'wellymentari@gmail.com'}, {'id': 'tri.jalmo@fkip.unila.ac.id', 'name': {'given': 'tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}}]",,,,,,
15,2019-06-01 00:00:00.000000000,"(ADI) learning model on students' critical thinking abilities and to determine the differences in critical thinking skills between female and male students in the class using the learning model Argument-Driven Inquiry (ADI). The subjects of this study were students of class VIII.1 and VIII.5 JHS 13 Bandarlampung, consisting of 30 students of class VIII.1 and 30 students of class VIII.5. The sample was taken using a purposive technique by looking at the class with the same number of female and male students. The research design used was quasiexperimental design with Pretest-posttest Control Group Design and data collection techniques of critical thinking skills using pretest-posttest, which refers to the five criteria of critical thinking according to Ennis. The results showed that (1) there is an effect of applying the Argument-Driven Inquiry learning model on female students' critical thinking skills as indicated by the sig value. equal to 0,0001 (2) there is an effect of the application of the Argument-Driven Inquiry learning model on male students' critical thinking This sudy aims to determine the effect of the application of the Argument-Driven Inquiry skills as indicated by the sig value. for 0,000 (3) there is no difference in critical thinking skills between female and male students using the ADI model indicated by the sig value and amounting to 0.725. That is, the application of the Argument-Driven Inquiry model affects the critical thinking skills of both female and male students, but there is no difference in critical thinking skills between female and male students. This means, the implementation of Argument-Driven Inquiry model effective on students’ critical thinking skill, but there is no difference in critical thinking skills between female and male students.",pub,public,2527-7596,"IAIN Syekh Nurjati Cirebon, Indonesia","[{'eprintid': 13817, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26842', 'format': 'text', 'docid': 26842, 'main': '4145-11422-1-PB (Laya2_Sinta3).pdf', 'files': [{'hash': '9c8d8f3d9780a29b90535a72c82fe6a2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 120511, 'mtime': '2019-08-13 03:54:10', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120511', 'filename': '4145-11422-1-PB (Laya2_Sinta3).pdf', 'filesize': 254796, 'objectid': 26842}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",http://www.syekhnurjati.ac.id/jurnal/index.php/sceducatia/article/view/4145,1.0,986,36-50,13817,archive,2019-08-19 03:09:04,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/13817,Vol 8,,['L1'],published,6,2019-08-19 03:09:04,,['FKIP4'],Scientiae Educatia: Jurnal Pendidikan Sains,disk0/00/01/38/17,2019-08-19 03:09:04,show,The Effect of Applying Argument Driven Inquiry Models to the Critical Thinking Skills of Students Based on Gender Differences,article,"[{'name': {'given': 'Laya', 'honourific': None, 'family': 'Nazila', 'lineage': None}, 'id': 'laya.nazila@yahoo.co.id'}, {'name': {'given': 'UR', 'honourific': None, 'lineage': None, 'family': 'Undang Rosidin'}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'kh', 'honourific': None, 'family': 'kartini herlina', 'lineage': None}, 'id': None}, {'id': 'nenihasnunidah@gmail.com', 'name': {'given': 'Neni', 'lineage': None, 'family': 'Hasnunidah', 'honourific': None}}]",,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AQT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AFT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUI'}]",,,
16,1970-01-01 00:00:00.000002019,"This study developed a knowledge assessment instrument of three tier diagnostic tests based on higher order thinking skills (HOTS) which aims to diagnose students' understanding in higher-order thinking and reduce misconceptions. The research method uses ADDIE (Analysis-Design-Develop-Implement-Evaluate) and the subject is class VII junior high school students with 2017 odd semester curriculum materials. This study used HOTS-based knowledge assessment instruments of three tier diagnostic tests of 20 items. The results of the instrument expert validation test based on aspects of content, construct, and language assessment have an average score of 90, 88, and 89 with a proper assessment. The data were analyzed using rasch model and the item reliability index was 0.89, the reliability index of the respondents was 0.91, and Cronbach's alpha value was 0.93, which meant the reliability of the questions obtained was good. The results of the students 'answer patterns are six criteria: understanding concepts, misconceptions (+), misconceptions (-), misconceptions, guessing / lack of confidence / luck, and not understanding the concepts used to diagnose learners' understanding in measuring high-level thinking skills ( HOTS) which is integrated with the dimensions of factual, conceptual and procedural knowledge. Misconceptions that occur in students have three criteria, namely misconception (+), misconception (-), and misconception, and the most experienced by students is a misconception (-) in the C4 cognitive level which is integrated with the conceptual knowledge dimension on the substance characteristic material . This misconception (-) can be reduced through the correct concept with the right reasons.",pub,public,ISSN:2655-870X,Universitas Muhammadiyah Purwokerto,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 30408, 'main': 'Develpping and Validating_Novitasari 2019.pdf', 'files': [{'fileid': 146458, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '1b6e0f73a0a12440377b329b8f1cb829', 'objectid': 30408, 'filesize': 626743, 'filename': 'Develpping and Validating_Novitasari 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146458', 'hash_type': 'MD5', 'mtime': '2019-12-12 10:04:47'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30408', 'security': 'public', 'placement': 1, 'eprintid': 17299}]",http://jurnalnasional.ump.ac.id/index.php/Dinamika/issue/view/405,2.0,1028,86-93,17299,archive,2020-02-17 03:40:55,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/17299,11,,['LB1603'],published,6,2020-02-17 03:40:55,,['FKIP4'],DINAMIKA. Jurnal Ilmiah Pendidikan Dasar,disk0/00/01/72/99,2020-02-17 03:40:55,show,Developing and Validating of The Three Tier Diagnostic Test Based  'Higher Order Thinking Skills' Instrument,article,"[{'id': 'niwayannovitasari04@gmail.com', 'name': {'family': 'Novita Sari', 'lineage': None, 'honourific': None, 'given': 'Ni Wayan'}}, {'name': {'family': 'Sunyono', 'lineage': None, 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'given': 'Abdurrahman', 'honourific': None, 'lineage': None, 'family': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",,,,https://doi.org/10.30595/Dinamika/v11i2.5053,,
17,2019-11-11 00:00:00.000000000,,pub,public,,FKIP Universitas Lampung,"[{'main': 'The_Effect_of_Multiple_Representation_Based_Scaffo.pdf', 'docid': 43001, 'files': [{'hash': 'efbc74cf0d830b169dab9e879eb73b38', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 256492, 'mtime': '2021-04-06 05:15:23', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256492', 'filename': 'The_Effect_of_Multiple_Representation_Based_Scaffo.pdf', 'objectid': 43001, 'filesize': 3178120}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 28907, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43001', 'security': 'public'}]",http://jurnal.fkip.unila.ac.id/index.php/jpp,,1028,,28907,archive,2021-04-06 06:36:56,,,,,http://repository.lppm.unila.ac.id/id/eprint/28907,,,"['L1', 'LB']",published,8,2021-04-06 06:36:56,,['FKIP4'],,disk0/00/02/89/07,2021-04-06 06:36:56,show,The Effect of Multiple Representation-Based Scaffolding Strategy in Improving Chemical Literacy.,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sunyono', 'lineage': None, 'given': 'Sunyono'}}, {'id': 'ameristin@gmail.com', 'name': {'honourific': None, 'family': 'Meristin', 'lineage': None, 'given': 'Annisa'}}]",,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia']","[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",[e-ISSN: 2550-1313; p-ISSN: 2087-9849],Bandar Lampung,
18,2019-08-27 00:00:00.000000000,"The purpose of this study is to analyze and explain Perception of Teachers and Students by Using Interactive Multimedia to Improve Science Literacy and Self Efficacy. The research method was descriptive method.The population in this study were ten junior high school teachers and seventy five junior high school students from five different schools. The data collection used questionnaires and data analysis techniques using percentages. The results showed that the teachers perception of learning using interactive multimedia in the aspect of implementation was low category, because teachers still use books and students worksheet. Teachers perceptions of scientific literacy aspects are low, but teachers have tried to apply them in learning. Furthermore, teachers perceptions of students self efficacy in category “medium”. Students' perceptions for aspects of learning using Multimedia interactive (MMI) and scientific literacy were still low, but on aspect of students self efficacy in the “high” category. Then, the percentage of students requirements of using MMI in learning in “high” category. It can be concluded that using MMI to improve students sains literacy and students self efficacy.",pub,public,,,"[{'eprintid': 23498, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37118', 'format': 'text', 'files': [{'mtime': '2020-08-03 05:54:16', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214826', 'filename': '5b.Prosiding_2019_1.pdf', 'objectid': 37118, 'filesize': 577385, 'mime_type': 'application/pdf', 'hash': '6a761877fe93f0d4047268ce0ea66f26', 'datasetid': 'document', 'fileid': 214826}], 'main': '5b.Prosiding_2019_1.pdf', 'docid': 37118, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://digital.library.ump.ac.id/301/,,1028,95-100,23498,archive,2020-08-04 01:54:06,Purwokerto,25 April 2019,TRUE,paper,http://repository.lppm.unila.ac.id/id/eprint/23498,,1st International Seminar STEMEIF,"['LB', 'LB1603']",,8,2020-08-04 01:54:06,conference,['FKIP4'],,disk0/00/02/34/98,2020-08-04 01:54:06,show,"Perception of Teachers and Students by Using Interactive
Multimedia to Improve Science Literacy and Self-Efficacy",conference_item,"[{'name': {'family': 'Wibowo', 'lineage': None, 'honourific': None, 'given': 'Tri Hastuti'}, 'id': None}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}}, {'id': 'ratubetta.rudibyani@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Rudibyani', 'honourific': None, 'given': 'Ratu Betta'}}]",,,,,,[{'url': 'http://digital.library.ump.ac.id/301/'}]
19,1970-01-01 00:00:00.000002019,,pub,public,2320–1959,,"[{'eprintid': 33630, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153777', 'format': 'text', 'docid': 153777, 'main': 'Development of The Hypothetic Model of Library Management As A Center For Learning Sources At The State Senior High School of Bandar Lampung.pdf', 'files': [{'fileid': 398561, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'f1abba76f6e8b681edfef6dc19aa50a9', 'objectid': 153777, 'filesize': 169075, 'filename': 'Development of The Hypothetic Model of Library Management As A Center For Learning Sources At The State Senior High School of Bandar Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/398561', 'hash_type': 'MD5', 'mtime': '2021-08-25 03:20:33'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,6.0,7,26-31,33630,archive,2021-08-25 03:50:24,,,TRUE,,http://repository.lppm.unila.ac.id/id/eprint/33630,9,,['AC'],published,6,2021-08-25 03:50:24,,['FKIP4'],IOSR Journal of Research & Method in Education (IOSR-JRME),disk0/00/03/36/30,2021-08-25 03:50:24,show,Development of The Hypothetic Model of Library Management As A Center For Learning Sources At The State Senior High School of Bandar Lampung,article,"[{'id': None, 'name': {'given': 'yohanes', 'family': 'yohanes edi purwanto', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Riswandi', 'honourific': None, 'family': 'Riswandi', 'lineage': None}, 'id': None}]",,,,,,
