,event_type,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,event_title,date_type,date,uri,abstract,refereed,event_dates,title,pres_type,creators,type,event_location,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,official_url,userid,pagerange,number,contributors,publisher,publication,related_url,issn,volume,id_number,corp_creators,contact_email,referencetext,keywords,funders
10,conference,['FKIP22'],disk0/00/03/11/89,pub,7,2021-05-29 00:35:22,public,['L1'],"International Conference on Progressive Education, ICOPE 2020 dengan tema ""Exploring the New Era of Education”",published,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/31189,"The purpose of this research is to analyze the Flipped classroom learning
strategy when combined with gamification as a learning solution during the COVID-19
pandemic and to provide recommendations for teachers, learning designers, and
practitioners regarding the implementation of the two learning strategies. This study uses
a qualitative content analysis method. Based on the results of the analysis, giving gamification elements into learning has the potential to increase the quality of mathematics learning. Several research results state that the use of the Flipped classroom strategy and
the use of gamification have a positive impact on learning so that it can be a suggestion for learning during the COVID 19 pandemic, especially in mathematics learning",TRUE,16-17 October 2020,"The Learning Strategy of The Flipped Classroom With
Gamification As An Alternative Learning Solution 
During The Covid-19 Pandemic",paper,"[{'id': 'b.dwilestari@yahoo.com', 'name': {'given': 'Bella Dwi', 'honourific': None, 'lineage': None, 'family': 'Lestari'}}, {'id': 'hastuti_noer@yahoo.com', 'name': {'given': 'Sri Hastuti', 'honourific': None, 'family': 'Noer', 'lineage': None}}]",conference_item,University of Lampung,show,archive,31189,2021-05-29 00:35:22,"[{'main': 'eai.16-10-2020.2305193.pdf', 'files': [{'objectid': 140939, 'filesize': 179203, 'filename': 'eai.16-10-2020.2305193.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/369781', 'hash_type': 'MD5', 'mtime': '2021-05-28 12:48:32', 'fileid': 369781, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '69e9c3ae34248cbd5ed3cead546bc0f9'}], 'docid': 140939, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 31189, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140939', 'security': 'public'}]",2021-05-29 00:35:22,https://eudl.eu/proceedings/ICOPE/2020,548,,,,,,,,,,,,,,
11,,['FKIP22'],disk0/00/02/15/30,pub,8,2020-06-02 14:12:14,public,['L1'],,published,2020-06-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21530,"This research aimed to find out the influence of think pair share (TPS) model toward student’s mathematical communication skill. The population of this research was all students of grade 7th Junior High School state of Natar in academic year 2018/2019. Through purposive random sampling technique, students of class of VII-E and VII-F were chosen as the research sample. This research used the pretest-posttest control group design. The research data in the form of mathematical communication skill scores were obtained by the essay test on the presentation data chapter. Based on the hypotheses result of",TRUE,,PENGARUH MODEL PEMBELAJARAN THINK PAIR SHARE TERHADAP KEMAMPUAN KOMUNIKASI MATEMATIS SISWA,,"[{'id': None, 'name': {'given': 'Ika', 'family': 'Marantika', 'lineage': None, 'honourific': None}}, {'id': 'nurhanurawati94@gmail.com', 'name': {'lineage': None, 'family': 'Nurhanurawati', 'honourific': None, 'given': 'Nurhanurawati'}}, {'id': 'mcoesamin@gmail.com', 'name': {'given': 'M', 'lineage': None, 'family': 'Coesamin', 'honourific': None}}]",article,,show,archive,21530,2020-06-02 14:12:14,"[{'files': [{'filesize': 344843, 'objectid': 34927, 'filename': 'Ika,M=Nurhanurawati-Coesamin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199683', 'hash_type': 'MD5', 'mtime': '2020-06-02 13:49:04', 'datasetid': 'document', 'fileid': 199683, 'hash': 'a6e369c2c30f731904d3327f07aaddbd', 'mime_type': 'application/pdf'}], 'main': 'Ika,M=Nurhanurawati-Coesamin.pdf', 'docid': 34927, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 21530, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34927', 'pos': 1, 'security': 'public'}]",2020-06-02 14:12:14,http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20509,789,12-21,1.0,,FKIP Universitas Lampung,Jurnal Pendidikan Matematika Unila,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20509'}],2715-856X,8.0,,,,,,
12,,['FKIP22'],disk0/00/03/05/69,pub,10,2021-05-24 04:41:50,public,"['L1', 'LB1603']",,published,2020-12-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30569,"The purpose of the development of this mathematics module is to produce products in the form of mathematical modules based on Search, Solve, Create, and Share (SSCS) material that is valid and practical. The type of research that is used is research and development (R&D). The model that is used is the R&D model developed by Sugiyono who has been modified. The stages which are used in this development research only stage 1 through 7. The instruments which are used were expert validation questionnaire and questionnaire response of students. Based on the results of expert validation obtained the results of the validation of material expert 78,84% (decent categories), linguists expert 85% (category of very feasible) and design expert 83,6% (a very feasible category), so that the overall percentage of the validator obtained a total percentage of 82,48% (very feasible category). The results of the small group trial were obtained from the response of students of the mathematics module was 84% (a very practical category). Based on the results, it can be concluded that the SSCS-based mathematics module material for students’ questions in SMA Negeri 1 Metro is very feasible and very practical to be used as a source of learning mathematics, especially circle material.",TRUE,,"MODUL PERSAMAAN LINGKARAN BERBASIS SEARCH, SOLVE, CREATE AND SHARE (SSCS)",,"[{'id': None, 'name': {'given': 'Evi Candra', 'honourific': None, 'lineage': None, 'family': 'Monica'}}, {'id': 'nurain.suryadinata@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Suryadinata', 'lineage': None, 'given': 'Nurain'}}, {'name': {'given': 'Nurul', 'honourific': None, 'lineage': None, 'family': 'Farida'}, 'id': 'nurulfaridamath@gmail.com'}]",article,,show,archive,30569,2021-05-24 04:41:50,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137608', 'eprintid': 30569, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'filename': '5 Evi UM Metro 261-272.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/362370', 'objectid': 137608, 'filesize': 379187, 'mtime': '2021-05-24 03:48:50', 'hash_type': 'MD5', 'hash': '65a06b883a386fb178afddd21cf29940', 'mime_type': 'application/pdf', 'fileid': 362370, 'datasetid': 'document'}], 'main': '5 Evi UM Metro 261-272.pdf', 'docid': 137608}, {'language': 'en', 'rev_number': 3, 'mime_type': 'application/xml', 'content': 'published', 'docid': 137609, 'main': 0, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/362373', 'filename': 0, 'objectid': 137609, 'filesize': 22858, 'mtime': '2021-05-24 03:49:08', 'hash_type': 'MD5', 'hash': '550310b74ec6759777164a5a7790f89c', 'mime_type': 'application/xml', 'fileid': 362373, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/137609', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 30569}]",2021-05-24 04:41:50,http://jurnal.fkip.unila.ac.id/index.php/MTK/index,2754,261-272,4.0,,Fakultas Keguruan dan Ilmu Pendidikan Unila,Jurnal Pendidikan Matematika Universitas Lampung,,2338 - 1183,8.0,http://dx.doi.org/10.23960/mtk/v8i2.pp261-272,,,,,
13,conference,['FKIP22'],disk0/00/02/55/45,submitted,8,2020-11-16 15:07:31,public,['Q1'],SEMINAR NASIONAL METODE KUANTITATIF (SNMK) 2020,submitted,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25545,"Peramalan merupakan dugaan terhadap permintaan yang akan datang berdasarkan pada beberapa variabel peramal, sering berdasarkan data deret waktu historis. Kebutuhan manusia akan teknologi khususnya dalam informasi dan telekomunikasi semakin tinggi, salah satunya internet. Jumlah pengguna internet semakin meningkat. Maka dari itu peramalan jumlah pengguna indihome diperlukan untuk meningkatkan kualitas layanan. Metode peramalan yang digunakan yaitu Autoregressive Integrated Moving Average (ARIMA). Variabel yang digunakan yaitu data jumlah pelanggan pelanggan. Peramalan ini disimulasikan menggunakan perangkat lunak Minitab. Dari hasil peramalan ini data pelanggan 4 bulan yang akan datang terus meningkat.


Kata kunci : peramalan, ARIMA, pelanggan",FALSE,,PERAMALAN PENGGUNA INDIHOME MENGGUNAKAN METODE AUTOREGRESSIVE INTEGRATED MOVING AVERAGE (ARIMA),paper,"[{'name': {'family': 'Nadhira', 'lineage': None, 'honourific': None, 'given': 'Dewiantari'}, 'id': '1nadhiradewiantari@gmail.com'}, {'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}, 'id': 'nusyirwan.1966@fmipa.unila.ac.id'}]",conference_item,,show,archive,25545,2020-11-16 15:07:31,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'nadhira.pdf', 'files': [{'objectid': 39341, 'filesize': 8812, 'filename': 'nadhira.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/230329', 'hash_type': 'MD5', 'mtime': '2020-11-16 09:05:18', 'fileid': 230329, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '6c1412855bc0961fb67a0d46f974bb30'}], 'docid': 39341, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39341', 'security': 'public', 'placement': 1, 'eprintid': 25545}]",2020-11-16 15:07:31,,433,,,,,,,,,,,,,,
14,,['FKIP22'],disk0/00/02/57/93,pub,6,2020-11-17 06:37:49,public,['L1'],,published,2020-08-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25793,"Abstract: Mathematical Literacy Abilities: Study on Elementary and Junior High School
Students in Lampung Tengah Regency in Term of Gender. Objectives: This study aimed to
describe the mathematical literacy abilities of elementary and junior high school students in Lampung
Tengah Regency in term of gender. Methods: The population of this quantitative research is all of
elementary school students in grade VI and junior high school students in grade IX in Lampung
Tengah regency in academic year 2019/2020. The samples were 431 elementary students and 614
junior high school students selected using cluster random sampling. Data were collected using a
mathematical literacy test and analyzed descriptively and using the Mann Whitney test. Findings:
Research’s result shows that i) both in elementary and junior high schools, female students have
higher mathematical literacy abilities than male students; and ii) the mean scores of students’
mathematical literacy both male and female less than 35. Conclusion: Both male and female students’
mathematical literacy in elementary and junior high school of Lampung Tengah regency is still in the
low category.",TRUE,,Mathematical Literacy Abilities: Study on Elementary and Junior High School Students in Lampung Tengah Regency in Term of Gender,,"[{'id': 'kadaritna@yahoo.co.id', 'name': {'given': 'NK', 'lineage': None, 'family': 'Nina Kadaritna', 'honourific': None}}, {'name': {'given': 'UR', 'honourific': None, 'family': 'Undang Rosidin', 'lineage': None}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'Widyastuti', 'honourific': None, 'family': 'Widyastuti', 'lineage': None}, 'id': 'widyaa58@gmail.com'}]",article,,show,archive,25793,2020-11-17 06:37:49,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39581', 'eprintid': 25793, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '20680-49654-2-PB (4).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-17 06:30:17', 'filesize': 1482718, 'objectid': 39581, 'uri': 'http://repository.lppm.unila.ac.id/id/file/232069', 'filename': '20680-49654-2-PB (4).pdf', 'datasetid': 'document', 'fileid': 232069, 'mime_type': 'application/pdf', 'hash': '1f3c4c0c79135ea2daddb140524b20e7'}], 'docid': 39581}]",2020-11-17 06:37:49,http://jurnal.fkip.unila.ac.id/index.php/jpp/index,1140,162-172,2.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Universitas Lampung,Jurnal Pendidikan Progresif,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/20680/pdf'}],2087-9849,10.0,10.23960/jpp.v10.i2.202002,,,,,
15,conference,['FKIP22'],disk0/00/02/50/46,pub,7,2020-11-12 07:19:00,public,['LB1603'],THE 3rd INTERNATIONAL SEMINAR ON INNOVATION IN MATHEMATICS AND MATHEMATICS EDUCATION (ISIMMED) 2019,published,2020-07-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25046,"This study aims to determine the students' mathematical communication skills in the system of two-variable linear equations material. The subjects in this study were 8th grade students who were selected by purposive sampling technique. The method used in this research is descriptive. The data obtained from the students' mathematical communication skills test consisting of 2 essay items including 3 indicators of mathematical communication skills, namely, drawing (expressing ideas into the form of images, graphs or diagrams),written text (providing the mathematical explanations in the correct language), and mathematical expression (making mathematical expressions). The test was given to 30
students of 8th grade at SMP Muhammadiyah 3 Bandar Lampung. The data were analyzed quantitatively and qualitatively to get a comprehensive picture related to the students' mathematical communication skills. The results showed that the percentage of the achievement in each indicator of students was classified as low. This can be seen from the percentage of the achievement of the students' mathematical communication indicators interpreted as follows, namely 1) drawing at 22%, 2) written text at 55%, and 3) mathematical expression at 12%.",TRUE,3 - 4 Oktober 2019,The analysis of mathematical communication skills in junior high school students,paper,"[{'name': {'given': 'S W', 'family': 'Ningtias', 'lineage': None, 'honourific': None}, 'id': 'sintawidya.ningtias7@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'family': 'Sutiarso', 'honourific': None}}, {'id': 'mcaswita@gmail.com', 'name': {'family': 'Caswita', 'lineage': None, 'honourific': None, 'given': 'Caswita'}}]",conference_item,Universitas Negeri Yogyakarta,show,archive,25046,2020-11-12 07:19:00,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '2020_Scopus_Anggota2_org.pdf', 'docid': 38823, 'files': [{'hash': '46574fe98200b0ebd3923b07729179ec', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 226790, 'mtime': '2020-11-12 06:39:40', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226790', 'filename': '2020_Scopus_Anggota2_org.pdf', 'filesize': 1420966, 'objectid': 38823}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38823', 'security': 'public', 'placement': 1, 'eprintid': 25046}]",2020-11-12 07:19:00,https://iopscience.iop.org/article/10.1088/1742-6596/1581/1/012057/meta,864,1-6,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Ningtias', 'given': 'S W'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'sintawidya.ningtias7@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'sugeng', 'honourific': None, 'family': 'sutiarso', 'lineage': None}, 'type': None}, {'id': 'mcaswita@gmail.com', 'type': None, 'name': {'lineage': None, 'family': 'caswita', 'honourific': None, 'given': 'caswita'}}]",,,"[{'type': 'org', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1581/1/012057/meta'}]",,,,,,,,
16,,['FKIP22'],disk0/00/02/62/92,pub,6,2020-11-19 11:35:46,public,['LB2300'],,published,2020-07-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26292,"Abstract. The learning process with scientific learning focuses on students' abilities in
observing, questioning, associating, experimenting, and communicating. This current study
aimed to determine the effectiveness of scientific learning in terms of Problem Based Learning
(PBL) and Guided Inquiry Learning (GIL) in improving students' reflective thinking skills and
self-efficacy. This research was an experimental study with the subject population of all eighthgrade students of junior high school in Bandar Lampung. The samples of the study were
students from two selected schools representing high-rank schools and middle-rank schools.
The sample was chosen by purposive random sampling technique. The research design is a
pretest-posttest control group design. The data were obtained through mathematical reflective
thinking skills test and self-efficacy scale. The data were analyzed quantitatively and
qualitatively to obtain a comprehensive description of the impact of learning on improve in
both skills. The results showed that (1) student’s mathematical reflective thinking skills in PBL
and student’s mathematical reflective thinking skills in GIL were higher than student's
mathematical reflective thinking skills in conventional learning, (2) student’s self-efficacy in
PBL and student’s self-efficacy in GIL were not different from student's self-efficacy in
conventional learning. Therefore, it can be concluded that scientific learning effective to
improve students' mathematical reflective thinking skills but it has not meaningful
contributions to improving students’ self-efficacy.",TRUE,,Improving students’ reflective thinking skills and self-efficacy through scientific learning,,"[{'name': {'given': 'Sri Hastuti', 'honourific': None, 'family': 'Noer', 'lineage': None}, 'id': 'hastuti_noer@yahoo.com'}, {'name': {'honourific': None, 'family': 'Gunowibowo', 'lineage': None, 'given': 'Pentatito'}, 'id': 'pentatito.gunowibowo@fkip.unila.ac.id'}, {'id': 'mellatriana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Triana', 'given': 'Mella'}}]",article,,show,archive,26292,2020-11-19 11:35:46,"[{'eprintid': 26292, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40179', 'format': 'text', 'main': 'Noer_2020_J._Phys.__Conf._Ser._1581_012036.pdf', 'docid': 40179, 'files': [{'datasetid': 'document', 'fileid': 236707, 'mime_type': 'application/pdf', 'hash': '772f0243baf5c1e3a056b2eb18b71099', 'hash_type': 'MD5', 'mtime': '2020-11-19 10:59:42', 'objectid': 40179, 'filesize': 977989, 'filename': 'Noer_2020_J._Phys.__Conf._Ser._1581_012036.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/236707'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-11-19 11:35:46,,548,,,,,Journal of Physics: Conference Series,,,,,,,,,
17,,['FKIP22'],disk0/00/03/13/07,pub,6,2021-05-30 15:26:12,public,['L1'],,published,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/31307,"Penelitian  eksperimen  semu  ini  bertujuan  untuk  menguji  efektivitas  metode  pembelajaran PQ4R (Preview, Question, Read, Reflect, Recite, Review) ditinjau dari kemampuan berpikir reflek-tif  dan self-concept siswa.  Populasi penelitian  adalah seluruh  siswa kelas  VIII  SMP Negeri  12 Bandar Lampung tahun pelajaran 2019/2020 yang terdistribusi dalam sembilan kelas. Dari sem-bilan kelas tersebut dipilih satu kelas sebagai kelas eksperimen dan satu kelas sebagai kelas kon-trol. Desain penelitian yang digunakan adalahpretest-posttest control group design. Pengum-pulan data dilakukan menggunakan tes kemampuan berpikir reflektif matematis dan angket self-concept siswa. Data hasil tes dan angket dianalisis secara deskriptif dan inferensial. Hasil penelitian  menunjukkan  bahwa  persentase  siswa  pada  kelas PQ4R dengan  kemampuan berpikir reflektif matematis dan self-concept terkategori baik lebih dari 60% dari jumlah siswa, namun  peningkatan  kemampuan  berpikir  reflektif  matematis  dan self-concept siswa  yang mengikuti pembelajaran PQ4R tidak lebih tinggi daripada peningkatan siswa yang mengikuti pembelajaran  konvensional.  Dengan  demikian,  dapat  disimpulkan  bahwa  metode  pembe-lajaran PQ4R tidak efektif ditinjau dari kemampuan berpikir reflektif matematis dan self-concept siswa",TRUE,,Efektivitas metode pembelajaran PQ4R ditinjau dari kemampuan berpikir reflektif matematis dan self-concept siswa,,"[{'id': 'permataintan100@yahoo.com', 'name': {'given': 'Intan', 'honourific': None, 'lineage': None, 'family': 'Permatasari'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Noer', 'given': 'Sri Hastuti'}, 'id': 'hastuti_noer@yahoo.com'}, {'id': 'pentatito.gunowibowo@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Gunowibowo', 'lineage': None, 'given': 'Pentatito'}}]",article,,show,archive,31307,2021-05-30 15:26:12,"[{'eprintid': 31307, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/141461', 'pos': 1, 'format': 'text', 'docid': 141461, 'main': 'document.pdf', 'files': [{'mtime': '2021-05-29 13:27:07', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/370959', 'filename': 'document.pdf', 'filesize': 562655, 'objectid': 141461, 'hash': '3cb251c6f3ef72e90a9ac89a62fb4bbc', 'mime_type': 'application/pdf', 'fileid': 370959, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-05-30 15:26:12,https://journal.uny.ac.id/index.php/pythagoras/article/view/33830/pdf,548,61-72,1.0,,,PYTHAGORAS: Jurnal Pendidikan Matematika,,,15.0,,,,,,
18,,['FKIP22'],disk0/00/03/18/42,pub,8,2021-06-03 06:39:47,public,['L1'],,published,2020-11-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31842,"This study aims to develop a Creative Problem Solving model in the form of model books and learning tools to
develop students' reflective thinking skills. The research used is a type of research development or R&D
(research and development). However, research is limited to the expert test stage, so this development stage
starts from preliminary studies, preparation of learning development, expert validation. The subjects of this
study were 2 teachers and 2 lecturers. This Research Instrument is a validation sheet for experts and
practitioners. The results of this study are (1) creative problem solving (CPS) model design, (2) learning devices
in the form of syllabus, Learning Implementation Plan (RPP) and Student Worksheet (LKPD) with the topic of
SPLTV operation class X SMA Negeri 15 Bandar Lampung odd semester. Validation results include: model
development design assessment score of 92.5% by model experts and 95% for material experts; Syllabus scores
of 98% for material experts 1 and 94% for material experts 2; RPP score of 97% for material experts 1 and 95%
for material experts 2; LKPD scores of 91.67% for material experts 1 and 94.44% for material experts 2; Media
score is 95% for media experts and 94% for material experts. The results of the validation of the experts showed
that the development of the Creative Problem Solving model and learning tools was feasible to use and
implemented after meeting valid and practical criteria. This can be seen from the results of the validator's
assessment score which has valid criteria and very practical categories. Based on the assessment of experts, then
theoretically the product development of Creative Problem Solving Model (CPS) can be used to improve the
reflective thinking of students.",FALSE,,"PENGEMBANGAN MODEL CREATIVE PROBLEM SOLVING (CPS)
UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR REFLEKTIF
SISWA",,"[{'id': None, 'name': {'family': 'Sari', 'lineage': None, 'honourific': None, 'given': 'Ayu Devita'}}, {'id': 'hastuti_noer@yahoo.com', 'name': {'given': 'Sri Hastuti', 'honourific': None, 'lineage': None, 'family': 'Noer'}}, {'name': {'given': 'Asmiati', 'lineage': None, 'family': 'Asmiati', 'honourific': None}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}]",article,,show,archive,31842,2021-06-03 06:39:47,"[{'format': 'text', 'main': '318-Ayu D.pdf', 'docid': 144205, 'files': [{'fileid': 377018, 'datasetid': 'document', 'hash': 'e44300d41dab8fa248b36c8106e37881', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-03 05:20:32', 'objectid': 144205, 'filesize': 356140, 'filename': '318-Ayu D.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/377018'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 31842, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/144205', 'pos': 1}]",2021-06-03 06:39:47,https://doi.org/10.31004/cendekia.v4i2,548,1115-1128,2.0,,Departement of Mathematics Education Faculty of Education University of Pahlawan Tuanku Tambusai,Jurnal Cendekia: Jurnal Pendidikan Matematika,,E-ISSN : 2579-9258  P-ISSN : 2614-3038,4.0,,"['Program Pasca Sarjana Pendidikan Matematika, Universitas Lampung', 'Program Pasca Sarjana Pendidikan Matematika, Universitas Lampung', 'Program Pasca Sarjana Matematika, Universitas Lampung']",,,,
19,,['FKIP22'],disk0/00/02/20/42,pub,6,2020-06-08 01:24:07,public,['L1'],,published,2020-03-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22042,"This study aims to analyze the students' critical thinking skills in triangular and quadrilateral material. This research is a descriptive study with a qualitative approach with the sample research involved 104 students, grade VII students of state junior high school 30 Bandar Lampung. The data collection technique used is a written test consisting of two essay questions. The results of this study indicate that indicators of critical mathematical thinking skills, students' critical thinking skills of mathematics, especially in the analysis, evaluation, and indicators of mathematical inference of students in SMP Negeri 30 Bandar Lampung are still relatively low. 

Keyword: mathematical critical thinking skills",TRUE,,The Analysis of Mathematical Critical Thinking Skills of Students in Junior High School,,"[{'name': {'lineage': None, 'family': 'Sari', 'honourific': None, 'given': 'Desi Ratna'}, 'id': 'drsdesyratna@gmail.com'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Caswita', 'given': 'Caswita'}}]",article,,show,archive,22042,2020-06-08 01:24:07,"[{'format': 'text', 'main': 'Proceeding2019_Desi Ratna Sari.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '7fcfe7bf3d0515e42b36db2779c3e641', 'datasetid': 'document', 'fileid': 203232, 'mtime': '2020-06-06 09:46:57', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203232', 'filename': 'Proceeding2019_Desi Ratna Sari.pdf', 'filesize': 402106, 'objectid': 35445}], 'docid': 35445, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 22042, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35445'}]",2020-06-08 01:24:07,https://www.atlantis-press.com/proceedings/icope-19/125937585,55,123-126,,,Atlantis Press,"Advances in Social Science, Education and Humanities Research (ASSEHR)",,2352-5398,422.0,,,,,,
