,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,refereed,title,creators,type,subjects,uri,divisions,publication,dir,rev_number,ispublished,status_changed,full_text_status,date_type,abstract,publisher,corp_creators,note,referencetext,contact_email,number,official_url,id_number,pagerange,volume,issn,isbn,place_of_pub,editors,pages,related_url,contributors,event_location,pres_type,event_dates,event_title,event_type,book_title
10,show,archive,20494,2020-05-26 01:56:22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33843', 'pos': 1, 'eprintid': 20494, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 192498, 'mime_type': 'application/pdf', 'hash': '543de89461e553fd0b33572c31d1e9ed', 'hash_type': 'MD5', 'mtime': '2020-05-26 01:33:58', 'filesize': 166797, 'objectid': 33843, 'filename': 'article Does Governemnt intervention.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/192498'}], 'main': 'article Does Governemnt intervention.pdf', 'docid': 33843}]",2020-05-26 01:56:22,810,TRUE,"DOES GOVERNEMNT INTERVENTION MATTERS
ON ECONOMIC GROWTH ( CASE STUDY ASEAN COUNTRIES)","[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'lineage': None, 'family': 'Marselina', 'honourific': None}}]",article,"['HB', 'HC']",http://repository.lppm.unila.ac.id/id/eprint/20494,['FEB5'],International Journal of Advanced Science and Technology,disk0/00/02/04/94,8,pub,2020-05-26 01:56:22,public,published,"Subsidies  and  Governance  are  a  form  of government  intervention  that  is  thought  to  influence economic growth. This research was conducted in 11 ASEAN countries during the 2008-2015 period. By using data that has been published by the World Bank, the data is processed using the panel data method.The  results  of  the  study  indicate  that  subsidy  policies  do  not  significantly  affect  economic growth,   on   the   contrary   the   implementation   of   good   governance   represented   by   government effectivity,  rule  of  law,  quality  of  rule  and  control  of  corruption  variables  significantly  influence economic growth in ASEAN. Subsidies that are not well targeted and transferred to the unproductive sector  will  suppress  economic  growth  and  must  be  avoided.  Several  countries  in  ASEAN,  such  as Singapore, Cambodia and Malaysia have removed this policy. It is recommended that more generous subsidies be given to make them more targeted",,['reniza'],,,,2.0,http://sersc.org/journals/index.php/IJAST/article/view/3472/2409,,2028-2032,Vol 29,ISSN: 2005-4238 IJAS,,,,,[{'url': 'http://sersc.org/journals/index.php/IJAST/article/view/3472/2409'}],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,
11,show,archive,26346,2020-11-19 17:51:45,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/40251', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 26346, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'main': 'JURNAL Yoke Muelgini-Daimah Khoirunnisa.pdf', 'docid': 40251, 'files': [{'objectid': 40251, 'filesize': 569684, 'filename': 'JURNAL Yoke Muelgini-Daimah Khoirunnisa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/237389', 'hash_type': 'MD5', 'mtime': '2020-11-19 17:07:55', 'fileid': 237389, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2ae3a677ffcc148073b0e1106ead21c8'}], 'format': 'text'}]",2020-11-19 17:51:45,690,TRUE,ANALISIS NERACA TRANSAKSI BERJALAN DI INDONESIA: PENDEKATAN MUNDELL-FLEMING,"[{'name': {'family': 'Muelgini', 'lineage': None, 'honourific': None, 'given': 'Yoke'}, 'id': 'yokemuelgini@gmail.com'}, {'name': {'family': 'awaludin', 'lineage': None, 'honourific': None, 'given': 'imam'}, 'id': 'imamawaluddin@feb.ac.id'}, {'id': 'daimahkhoirunnisa1031@gmail.com', 'name': {'given': 'Daimah', 'honourific': None, 'family': 'Khoirunnisa', 'lineage': None}}]",article,['HB'],http://repository.lppm.unila.ac.id/id/eprint/26346,['FEB5'],ANALISIS NERACA TRANSAKSI BERJALAN DI INDONESIA: PENDEKATAN MUNDELL-FLEMING,disk0/00/02/63/46,8,unpub,2020-11-19 17:51:45,public,,"Penelitian ini bertujuan untuk mengetahui faktor-faktor yang mempengaruhi neraca transaksi berjalan di Indonesia dalam jangka pendek menggunakan pendekatan Mundell-Fleming dengan melihat pengaruh kebijakan moneter dan fiskal melalui interaksi pasar barang (IS) dan pasar uang (LM) dalam perekonomian terbuka periode 2006Q1-2019Q4. Jenis penelitian ini adalah penelitian kuantitatif deskriptif menggunakan data sekunder. Variabel yang digunakan dalam penelitian ini adalah variabel BI rate (pasar uang/LM), variabel pajak, investasi asing langsung, pengeluaran pemerintah dan nilai tukar (pasar barang/IS). Hasil penelitian ini menunjukkan bahwa berdasarkan uji VECM jangka pendek dan impulse respon fuction untuk 10 periode, BI rate memiliki respon yang negatif terhadap neraca transaksi berjalan, pajak, investasi asing langsung dan nilai tukar memiliki respon yang positif sedangkan pengeluaran pemerintah memiliki respon yang negatif terhadap neraca transaksi berjalan di Indonesia. Berdasarkan uji variance decomposition untuk 10 periode, BI rate memberikan kontribusi terbesar yaitu 7,10% terhadap neraca transaksi berjalan di Indonesia sehingga mengindikasikan bahwa dalam perekonomian terbuka kecil dan kurs mengambang, kebijakan moneter lebih efektif dibandingkan kebijakan fiskal dalam memperbaiki neraca transaksi berjalan Indonesia.",,,,,,,,,,,,,,,,,,,,,,,
12,show,archive,46880,2022-11-28 02:10:58,"[{'placement': 1, 'eprintid': 46880, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185818', 'security': 'public', 'formatdesc': 'Bukti Korespondensi', 'main': 'BUKTI KORESPONDENSI NAIROBI UNILA 25 November 2022.pdf', 'files': [{'objectid': 185818, 'filesize': 14194339, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515823', 'filename': 'BUKTI KORESPONDENSI NAIROBI UNILA 25 November 2022.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-25 12:17:54', 'fileid': 515823, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '607311e918e8833db7a5694f6d1284a1'}], 'docid': 185818, 'format': 'other', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other'}]",2022-11-28 02:10:58,931,,"Bukti Korespondensi | Dynamic Modeling Data Export Oil and Gas and Non-Oil and Gas by ARMA(2,1)-GARCH(1,1) Model: Study of Indonesian’s Export over the Years 2008-2019","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'given': 'Nairobi', 'honourific': None, 'lineage': None, 'family': 'Nairobi'}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/46880,['FEB5'],,disk0/00/04/68/80,8,pub,2022-11-28 02:10:58,public,,,International Journal of Energy Economics and Policy,,,,,,,,,,,,,,,,,,,,,,
13,show,archive,43027,2022-07-06 08:24:56,"[{'formatdesc': 'Similarity Report', 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164881', 'eprintid': 43027, 'placement': 1, 'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'other', 'main': 'Similarity Index Daya Saing dan Foreign Direct Investment.pdf', 'files': [{'mtime': '2022-07-06 08:17:40', 'hash_type': 'MD5', 'filename': 'Similarity Index Daya Saing dan Foreign Direct Investment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470938', 'filesize': 427895, 'objectid': 164881, 'hash': '9dd40a032cf7790f5e4082ee0aeb47a5', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 470938}], 'docid': 164881}]",2022-07-06 08:24:56,931,,Daya Saing dan Foreign Direct Investment,"[{'id': 'nairobi@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nairobi', 'given': 'Nairobi'}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43027,['FEB5'],,disk0/00/04/30/27,8,pub,2022-07-06 08:24:56,public,,,Jurnal Ekonomi Pembangunan,,,,,,,,,,,,,,,,,,,,,,
14,show,archive,43069,2022-07-07 02:43:48,"[{'docid': 164924, 'main': 'Daya Saing dan Foreign Direct Investment.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-07 01:47:13', 'filesize': 401580, 'objectid': 164924, 'uri': 'http://repository.lppm.unila.ac.id/id/file/471252', 'filename': 'Daya Saing dan Foreign Direct Investment.pdf', 'datasetid': 'document', 'fileid': 471252, 'mime_type': 'application/pdf', 'hash': 'cfffe08c02bd50ee222558d7ab2e5ad2'}], 'format': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'published', 'placement': 1, 'eprintid': 43069, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164924', 'pos': 1, 'security': 'public', 'formatdesc': 'Jurnal'}]",2022-07-07 02:43:48,931,TRUE,Daya Saing dan Foreign Direct Investment,"[{'name': {'lineage': None, 'family': 'Nairobi', 'honourific': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/43069,['FEB5'],Jurnal Ekonomi Pembangunan,disk0/00/04/30/69,7,pub,2022-07-07 02:43:48,public,,,,,,,,,,,,,2302-9595,,,,,,,,,,,,
15,show,archive,43030,2022-07-06 09:13:53,"[{'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'docid': 164884, 'main': ""Similarity The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4 (1).pdf"", 'files': [{'filename': ""Similarity The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4 (1).pdf"", 'uri': 'http://repository.lppm.unila.ac.id/id/file/470964', 'filesize': 2482412, 'objectid': 164884, 'mtime': '2022-07-06 09:05:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a6c43298c69a76b4c836569e1e52be15', 'fileid': 470964, 'datasetid': 'document'}], 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164884', 'pos': 1, 'security': 'public', 'formatdesc': 'Similarity Report', 'placement': 1, 'eprintid': 43030}]",2022-07-06 09:13:53,931,,"The Effect of Foreign Debt,
Labor Force, and Net Exports
on Indonesia's Economic
Growth in Period of 1986 Q1 -
2020 Q4","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'given': 'Nairobi', 'family': 'Nairobi', 'lineage': None, 'honourific': None}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43030,['FEB5'],,disk0/00/04/30/30,8,pub,2022-07-06 09:13:53,public,,,Jurnal Ekonomi dan Bisnis Jagaditha,,,,,,,,,,,,,,,,,,,,,,
16,show,archive,43071,2022-07-07 02:43:52,"[{'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'other', 'files': [{'filename': ""The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4 (1).pdf"", 'uri': 'http://repository.lppm.unila.ac.id/id/file/471266', 'filesize': 869350, 'objectid': 164926, 'mtime': '2022-07-07 01:55:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '10b45994b013fe138eb987e71affb6f9', 'datasetid': 'document', 'fileid': 471266}], 'main': ""The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4 (1).pdf"", 'docid': 164926, 'formatdesc': 'Jurnal', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164926', 'pos': 1, 'eprintid': 43071, 'placement': 1}]",2022-07-07 02:43:52,931,TRUE,"The Effect of Foreign Debt, Labor Force, and Net Exports on
Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4","[{'name': {'honourific': None, 'family': 'Nairobi', 'lineage': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/43071,['FEB5'],Jurnal Ekonomi dan Bisnis Jagaditha,disk0/00/04/30/71,8,pub,2022-07-07 02:43:52,public,,,,,,,,,,,,,,,,,,,,,,,,,
17,show,archive,43314,2022-07-14 09:07:47,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 165180, 'main': 'Ownership rights and ASEAN-5 economic (2).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'f462d17d1afa59ac46a30cdaa53eb9ba', 'datasetid': 'document', 'fileid': 473216, 'mtime': '2022-07-14 07:40:01', 'hash_type': 'MD5', 'filename': 'Ownership rights and ASEAN-5 economic (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/473216', 'objectid': 165180, 'filesize': 650363}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165180', 'security': 'public', 'placement': 1, 'eprintid': 43314}]",2022-07-14 09:07:47,931,TRUE,"Ownership rights and ASEAN-5 economic 
growth","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Nairobi', 'lineage': None, 'given': 'Nairobi'}}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/43314,['FEB5'],Studies in Economy and Public Policy,disk0/00/04/33/14,6,pub,2022-07-14 09:07:47,public,,,,,,,,,,,,,,,,,,,,,,,,,
18,show,archive,43029,2022-07-06 09:13:51,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164883', 'security': 'public', 'formatdesc': 'Similarity Report', 'placement': 1, 'eprintid': 43029, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'content': 'other', 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-06 08:55:49', 'filesize': 2482412, 'objectid': 164883, 'uri': 'http://repository.lppm.unila.ac.id/id/file/470956', 'filename': ""Similarity The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4.pdf"", 'fileid': 470956, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a6c43298c69a76b4c836569e1e52be15'}], 'main': ""Similarity The Effect of Foreign Debt, Labor Force, and Net Exports on Indonesia's Economic Growth in Period of 1986 Q1 - 2020 Q4.pdf"", 'docid': 164883, 'format': 'other'}]",2022-07-06 09:13:51,931,,Ownership rights and ASEAN-5 economic growth,"[{'id': 'nairobi@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Nairobi', 'honourific': None, 'given': 'Nairobi'}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43029,['FEB5'],,disk0/00/04/30/29,8,pub,2022-07-06 09:13:51,public,,,Studies in Economy and Public Policy,,,,,,,,,,,,,,,,,,,,,,
19,show,archive,43312,2022-07-14 09:07:44,"[{'eprintid': 43312, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165179', 'pos': 1, 'format': 'text', 'docid': 165179, 'main': 'Ownership rights and ASEAN-5 economic (2).pdf', 'files': [{'datasetid': 'document', 'fileid': 473209, 'mime_type': 'application/pdf', 'hash': 'f462d17d1afa59ac46a30cdaa53eb9ba', 'filesize': 650363, 'objectid': 165179, 'uri': 'http://repository.lppm.unila.ac.id/id/file/473209', 'filename': 'Ownership rights and ASEAN-5 economic (2).pdf', 'hash_type': 'MD5', 'mtime': '2022-07-14 07:35:15'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-14 09:07:44,931,TRUE,Ownership rights and ASEAN-5 economic growth,"[{'name': {'given': 'Nairobi', 'family': 'Nairobi', 'lineage': None, 'honourific': None}, 'id': 'nairobi@feb.unila.ac.id'}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/43312,['FEB5'],Studies in Economy and Public Policy,disk0/00/04/33/12,6,pub,2022-07-14 09:07:44,public,,,,,,,,,,,,,,,,,,,,,,,,,
20,show,archive,43315,2022-07-14 09:07:49,"[{'eprintid': 43315, 'placement': 1, 'security': 'public', 'formatdesc': 'Peer Review', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165181', 'format': 'other', 'main': 'reviewr new.pdf', 'docid': 165181, 'files': [{'hash': '0f75ac07dc7bd55e5762ef58ed991d75', 'mime_type': 'application/pdf', 'fileid': 473223, 'datasetid': 'document', 'filename': 'reviewr new.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/473223', 'objectid': 165181, 'filesize': 295793, 'mtime': '2022-07-14 07:43:15', 'hash_type': 'MD5'}], 'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2022-07-14 09:07:49,931,,Ownership rights and ASEAN-5 economic growth,"[{'name': {'given': 'Nairobi', 'honourific': None, 'family': 'Nairobi', 'lineage': None}, 'id': 'nairobi@feb.unila.ac.id'}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43315,['FEB5'],,disk0/00/04/33/15,8,pub,2022-07-14 09:07:49,public,,,Goodwood Publishing,,,,,,,,,,,,,,,,,,,,,,
21,show,archive,43028,2022-07-06 08:24:58,"[{'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'other', 'main': 'similarity index POLITICAL STABILITY, INDEX PERCEPTION OF CORRUPTION AND DIRECT FOREIGN INVESTMENT IN SOUTHEAST ASIA.pdf', 'files': [{'filesize': 266171, 'objectid': 164882, 'uri': 'http://repository.lppm.unila.ac.id/id/file/470946', 'filename': 'similarity index POLITICAL STABILITY, INDEX PERCEPTION OF CORRUPTION AND DIRECT FOREIGN INVESTMENT IN SOUTHEAST ASIA.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-06 08:22:39', 'fileid': 470946, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a5257510e2ad3f030babefbf4e4f0ada'}], 'docid': 164882, 'security': 'public', 'formatdesc': 'Similarity Report', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164882', 'eprintid': 43028, 'placement': 1}]",2022-07-06 08:24:58,931,,"POLITICAL STABILITY, INDEX PERCEPTION OF CORRUPTION AND DIRECT 
FOREIGN INVESTMENT IN SOUTHEAST ASIA","[{'name': {'given': 'Nairobi', 'honourific': None, 'lineage': None, 'family': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43028,['FEB5'],,disk0/00/04/30/28,8,pub,2022-07-06 08:24:58,public,,,E-JURNAL EKONOMI DAN BISNIS UNIVERSITAS UDAYANA,,,,,,,,,,,,,,,,,,,,,,
22,show,archive,43341,2022-07-18 04:20:36,"[{'formatdesc': 'Peer Review', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165205', 'pos': 1, 'eprintid': 43341, 'placement': 1, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'other', 'files': [{'filesize': 1330409, 'objectid': 165205, 'uri': 'http://repository.lppm.unila.ac.id/id/file/473465', 'filename': 'peer review political stability (1).pdf', 'hash_type': 'MD5', 'mtime': '2022-07-18 02:46:13', 'fileid': 473465, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'dacfc561af49437004fb3049ab690a45'}], 'main': 'peer review political stability (1).pdf', 'docid': 165205}]",2022-07-18 04:20:36,931,,"POLITICAL STABILITY, INDEX PERCEPTION OF CORRUPTION AND DIRECT FOREIGN INVESTMENT IN SOUTHEAST ASIA. E-JURNAL EKONOMI DAN BISNIS UNIVERSITAS UDAYANA","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nairobi', 'given': 'Nairobi'}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/43341,['FEB5'],,disk0/00/04/33/41,8,pub,2022-07-18 04:20:36,public,,,E-JURNAL EKONOMI DAN BISNIS UNIVERSITAS UDAYANA,,,,,,,,,,,,,,,,,,,,,,
23,show,archive,46881,2022-11-28 02:13:00,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/185819', 'pos': 1, 'security': 'public', 'formatdesc': 'Primary Source Similarity', 'placement': 1, 'eprintid': 46881, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Primary Source Similarity.pdf', 'docid': 185819, 'files': [{'fileid': 515831, 'datasetid': 'document', 'hash': '1789003f8c2993d40192f05d901840b9', 'mime_type': 'application/pdf', 'objectid': 185819, 'filesize': 1901180, 'filename': 'Primary Source Similarity.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/515831', 'hash_type': 'MD5', 'mtime': '2022-11-25 12:28:20'}], 'format': 'other'}]",2022-11-28 02:13:00,931,,"Similarity | Dynamic Modeling Data Export Oil and Gas and Non-Oil and Gas by ARMA(2,1)-GARCH(1,1) Model: Study of Indonesian’s Export over the Years 2008-2019","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'given': 'Nairobi', 'lineage': None, 'family': 'Nairobi', 'honourific': None}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/46881,['FEB5'],,disk0/00/04/68/81,8,pub,2022-11-28 02:13:00,public,,,International Journal of Energy Economics and Policy,,,,,,,,,,,,,,,,,,,,,,
24,show,archive,43070,2022-07-07 02:43:50,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'published', 'docid': 164925, 'main': 'Ownership rights and ASEAN-5 economic (1).pdf', 'files': [{'datasetid': 'document', 'fileid': 471259, 'hash': 'b4653319cb88ae2c3a7b5266ffa4e44a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-07 01:53:34', 'objectid': 164925, 'filesize': 394168, 'uri': 'http://repository.lppm.unila.ac.id/id/file/471259', 'filename': 'Ownership rights and ASEAN-5 economic (1).pdf'}], 'format': 'other', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164925', 'security': 'public', 'formatdesc': 'Jurnal', 'placement': 1, 'eprintid': 43070}]",2022-07-07 02:43:50,931,TRUE,"Ownership rights and ASEAN-5 economic
growth","[{'id': 'nairobi@feb.unila.ac.id', 'name': {'family': 'Nairobi', 'lineage': None, 'honourific': None, 'given': 'Nairobi'}}, {'name': {'honourific': None, 'family': 'ambya', 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/43070,['FEB5'],Studies in Economy and Public Policy,disk0/00/04/30/70,7,pub,2022-07-07 02:43:50,public,,,,,,,,,,,,,,,,,,,,,,,,,
25,show,archive,41182,2022-04-11 01:03:50,"[{'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'text', 'docid': 162651, 'main': 'Lembar Pengesahan Analysis of Data Inflation Energy and Gasoline Price by Vector.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-04-08 07:57:16', 'objectid': 162651, 'filesize': 1567512, 'uri': 'http://repository.lppm.unila.ac.id/id/file/457024', 'filename': 'Lembar Pengesahan Analysis of Data Inflation Energy and Gasoline Price by Vector.pdf', 'datasetid': 'document', 'fileid': 457024, 'mime_type': 'application/pdf', 'hash': '2190923b6f4f52db584c3ef5d047eec8'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162651', 'pos': 1, 'eprintid': 41182, 'placement': 1}]",2022-04-11 01:03:50,931,TRUE,"Analysis of Data Inflation Energy and Gasoline Price by Vector
Autoregressive Model","[{'name': {'honourific': None, 'family': 'Nairobi', 'lineage': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'name': {'given': 'ambya', 'honourific': None, 'lineage': None, 'family': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Russel', 'given': 'Edwin'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'paujiah', 'given': 'sipa'}}]",article,['H1'],http://repository.lppm.unila.ac.id/id/eprint/41182,['FEB5'],International Journal of Energy Economics and Policy,disk0/00/04/11/82,7,pub,2022-04-11 01:03:50,public,,,,,,,,,,,,,21464553,,,,,,,,,,,,
26,show,archive,5084,2017-11-16 03:42:19,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18010', 'eprintid': 5084, 'placement': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'format': 'text', 'docid': 18010, 'main': 'Jurnal SSBRN.docx', 'files': [{'fileid': 48643, 'datasetid': 'document', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '615e2355f2855549d3c9ea79ddd20d24', 'hash_type': 'MD5', 'mtime': '2017-11-10 06:03:39', 'objectid': 18010, 'filesize': 54300, 'filename': 'Jurnal SSBRN.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/48643'}]}]",2017-11-16 03:42:19,178,TRUE,"INDONESIAN BANKING EFFICIENCY TO FACE
ASEAN BANKING INTEGRATION FRAMEWORK","[{'name': {'family': 'Nurbetty', 'lineage': None, 'honourific': None, 'given': 'Herlina Sitorus'}, 'id': 'nurbetty.herlina@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Emi', 'lineage': None, 'given': 'Maimunah'}, 'id': 'emi_syam@yahoo.com'}, {'id': 'dianfajarini25@gmail.com', 'name': {'given': 'Fajarini', 'honourific': None, 'family': 'Dian', 'lineage': None}}]",article,['HB'],http://repository.lppm.unila.ac.id/id/eprint/5084,['FEB5'],International Journal of Complexity in Leadership and Management (IJCLM) - INDERSCIENCE,disk0/00/00/50/84,7,submitted,2017-11-16 03:42:19,public,,"The purpose of this research is to analyze Indonesian Banking Technical Efficiency to face ASEAN Banking Integration Framework. The research period was from Q12011 until Q42015 that employed 15 Banks with the biggest asset in ASEAN 5 countries.  This research had three steps that was first, technical efficiency of ASEAN 5 country which was measured by Data Envelopment Analysis. Second, the efficiency score of Indonesian banking which was compared to other ASEAN 5 countries and the third, financial ratio of Indonesian banking such as CAR, BOPO, LDR, NPL, and NIM which was compared to other ASEAN 5 country using Independent Sample t-test.
The result of CRTS and VRTS method by DEA showed that banking efficiency in ASEAN 5 countries had a perfect technical efficiency score in some periods. Independent Sample t-test measurement showed that there is a significance difference between Indonesian and ASEAN 5 banks. Indonesian Bank Technical Efficiency was greater than Filipina but lower comparing to Singapore, Malaysia, and Thailand. Moreover Independent Sample t-test measurement showed that there is a significance difference on some financial ratios. Indonesia was greater than Philippine while lower comparing to Singapore, Malaysia, and Thailand. This research concluded that Indonesia is ready to face ABIF. 


Keyword: ABIF, Banking Technical Efficiency, Data Envelopment Analysis, Banking Financial Ratios.",,['Universitas Lampung'],,,,,,,,,,,,,,,,,,,,,
