,date_type,subjects,abstract,volume,date,uri,related_url,publisher,dir,publication,divisions,full_text_status,issn,status_changed,rev_number,ispublished,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,contributors,userid,number,official_url,lastmod,documents,type,creators,title,refereed,id_number,corp_creators,event_type,event_title,event_location,event_dates,pres_type,isbn,place_of_pub,book_title,contact_email,succeeds
10,published,['HQ'],"Pengabdian ini  bertujuan meningkatkan dan  mengembangkan pendapatan perempuan perkumpulan pemilik ternak sapi  potong melalui kerajinan  sulam usus yang  dilakukan saat luang  di  sela-sela kegiatan memelihara ternak.  Demikian  juga,   kegiatan  ini  akan   berefek langsung terhadap usaha sanggar kerajinan sulam usus karena akan  mendapatkan mitra baru dalam berproduksi.  Metode  yang   dilakukan dalam pengabdian  ini  meliputi  sosialisasi dan pelatihan pembuatan kerajinan tangan sulam usus. Dalam  sosialisasi akan  dijelaskan secara singkat tentang  cara  dan   tahapan  pembuatan  berbagai kerajinan  sulam  usus.  Pelatihan diberikan  kepada  para    perempuan  perkumpulan  pemilik ternak  sapi   potong  khususnya pembuatan tas dan  dompet sulam usus. Kegiatan akan  dilakukan di Dusun Sumber Sari  Desa Hajimena Lampung Selatan,  dengan  sasaran  khususnya  adalah  perempuan  perkumpulan pemilik ternak  sapi  potong dan  masyarakat umumnya. Hasil  akhir yang  diharapkan adalah melalui kerajinan sulam usus tersebut  dapat menjadi salah satu pendapatan tambahan atau bahkan menjadi pendapatan utama bagi  perempuan khususnya di  desa tersebut. Tentu saja kegiatan ini merupakan salah satu program pemerintah dalam meningkatkan pendapatan dan kesejahteraan masyarakat.",,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20373,,,disk0/00/02/03/73,,['FEB5'],public,,2020-05-24 08:12:13,9,pub,2020-05-24 08:12:13,20373,archive,show,97-101,,57,,http://feb.unila.ac.id/id/semnasfeb/,2020-05-24 08:12:13,"[{'main': '16.-Irma-Febriana-Peningkatan-Pendapatan-Perempuan-Perkumpulan-Pemilik-Ternak-Sapi-Potong-Dusun-Sumber-Sari-Desa-Hajimena-Lampung-Selatan-Melalui-Kerajinan-Sulam-Usus.pdf', 'files': [{'mtime': '2020-05-22 12:58:57', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/191706', 'filename': '16.-Irma-Febriana-Peningkatan-Pendapatan-Perempuan-Perkumpulan-Pemilik-Ternak-Sapi-Potong-Dusun-Sumber-Sari-Desa-Hajimena-Lampung-Selatan-Melalui-Kerajinan-Sulam-Usus.pdf', 'objectid': 33715, 'filesize': 472046, 'hash': '1506f33a533405addeff1f162a7f7805', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 191706}], 'docid': 33715, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 3, 'content': 'published', 'placement': 1, 'eprintid': 20373, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33715', 'security': 'public'}]",conference_item,"[{'name': {'given': 'Febriana', 'honourific': None, 'family': 'Irma', 'lineage': None}, 'id': 'irmaf_mk@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Nurbetty', 'honourific': None, 'given': 'Herlina Sitorus'}, 'id': 'nurbetty.herlina@yahoo.co.id'}, {'id': 'emi_syam@yahoo.com', 'name': {'family': 'Emi', 'lineage': None, 'honourific': None, 'given': 'Maimunah'}}, {'id': 'liesmh55@gmail.com', 'name': {'honourific': None, 'family': 'Lies Maria Hamzah', 'lineage': None, 'given': 'Hamzah LM'}}]","Peningkatan Pendapatan Perempuan Perkumpulan Pemilik
Ternak  Sapi Potong Dusun Sumber Sari Desa 
Hajimena Lampung  Selatan Melalui Kerajinan  Sulam  Usus",TRUE,,"['UNILA', 'UNILA', 'UNILA', 'UNILA']",conference,Seminar Nasional FEB Unila 2019,Indonesia,24 Oktober 2019,paper,,,,,
11,published,['HB'],Peer Review,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18616,,International Journal of GEOMATEL,disk0/00/01/86/16,,['FEB5'],public,,2020-03-15 23:22:03,10,pub,2020-03-15 23:22:03,18616,archive,show,,,810,,,2020-03-15 23:22:03,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31881', 'eprintid': 18616, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'peer review willingness to pay.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'a8b0a1786044c9f9e30b512e8b665345', 'datasetid': 'document', 'fileid': 157068, 'filename': 'peer review willingness to pay.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/157068', 'filesize': 592758, 'objectid': 31881, 'mtime': '2020-03-15 22:11:46', 'hash_type': 'MD5'}], 'docid': 31881}]",other,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'MARSELINA', 'family': 'Marselina', 'lineage': None, 'honourific': None}}]",WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION METHOD (CASE STUDY: WASTE MANAGEMENT SERVICES),,,,,,,,,,,,,
12,published,['HB'],Similarity,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18617,,"International journal of innovation, creativityand change",disk0/00/01/86/17,,['FEB5'],public,,2020-03-15 23:22:23,9,pub,2020-03-15 23:22:23,18617,archive,show,,,810,,,2020-03-15 23:22:23,"[{'placement': 1, 'eprintid': 18617, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31883', 'pos': 1, 'security': 'public', 'main': 'Similarity The Effect of Government.pdf', 'files': [{'mtime': '2020-03-15 22:23:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/157080', 'filename': 'Similarity The Effect of Government.pdf', 'objectid': 31883, 'filesize': 2106078, 'hash': 'bd8d4a1e91f363a7aa2a70970f60b3fb', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 157080}], 'docid': 31883, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",other,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'honourific': None, 'lineage': None, 'family': 'Marselina'}}]","The Effect of Government Effectiveness, Rule of Law and
Control of Corruption on Tax
Obedience",,,,,,,,,,,,,
13,published,['HB'],Peer Review,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18706,,"International journal of innovation, creativity and change",disk0/00/01/87/06,,['FEB5'],public,,2020-03-15 23:22:34,7,pub,2020-03-15 23:22:34,18706,archive,show,,,810,,,2020-03-15 23:22:34,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Peer review The Effect of Government.pdf', 'docid': 31884, 'files': [{'hash': 'fc7f5ce2a0207c870fb9457085f22f63', 'mime_type': 'application/pdf', 'fileid': 157086, 'datasetid': 'document', 'filename': 'Peer review The Effect of Government.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/157086', 'objectid': 31884, 'filesize': 574193, 'mtime': '2020-03-15 22:26:52', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31884', 'eprintid': 18706, 'placement': 1}]",other,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'family': 'Marselina', 'lineage': None, 'honourific': None}}]","The Effect of Government Effectiveness, Rule of Law and
Control of Corruption on Tax Obedience",,,,,,,,,,,,,
14,published,"['HB', 'HJ']","This  study  examined  the  effect  of  government  procedure,  rule  of  law  and  control  of  corruption  on  tax  obedience.  Tax  obedience  will  increase  when  society    trusts  in  government    The  trust  in  good governance affects  variable  on  tax  revenue.  In  recent  years,  quality governance  has  been the  main  reason  and  measurement  for  society  to  pay  tax.  The  purpose  of  this  paper  is  to  investigate  the  relationship  between   government   effectiveness,   rule   of   law   and   control   of   corruption as a set of good governance and tax obedience procedures.  The  study  uses  data  from  30  countries  between  the  years  2002-2014. The  empirical  analysis  applies  panel  data  methodology  to  investigate the  relationship.  Using  fixed  effect  model,  evidence  was  found  that rule of law and control of corruption significantly affect tax obedience. However,  government  effectiveness  does  not  significantly  effect  tax obedience",6,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/16369,,,disk0/00/01/63/69,"International Journal of Innovation, Creativity and Change.",['FEB5'],public,,2019-11-14 10:34:25,8,pub,2019-11-14 10:34:25,16369,archive,show,173-183,,810,1.0,https://www.ijicc.net/images/Vol6Iss1/6111_Marselina_2019_TD_R.pdf,2019-11-14 10:34:25,"[{'placement': 1, 'eprintid': 16369, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29471', 'pos': 1, 'formatdesc': 'The Effect of Government Effectiveness, Rule of Law and Control of Corruption on Tax Obedience', 'security': 'public', 'files': [{'mtime': '2019-11-14 03:20:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139682', 'filename': '6111_Marselina_2019_TD_R.pdf', 'filesize': 365828, 'objectid': 29471, 'mime_type': 'application/pdf', 'hash': 'eb2287d1828e6bbbfa7a5abf807878fd', 'fileid': 139682, 'datasetid': 'document'}], 'main': '6111_Marselina_2019_TD_R.pdf', 'docid': 29471, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'content': 'published'}]",article,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'family': 'Marselina', 'lineage': None, 'honourific': None}}]","The Effect of Government Effectiveness, Rule of Law and Control of Corruption on Tax Obedience",TRUE,,,,,,,,,,,,
15,published,['HB'],Similarity,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18705,,International Journal of GEOMATEL,disk0/00/01/87/05,,['FEB5'],public,,2020-03-15 23:22:15,8,pub,2020-03-15 23:22:15,18705,archive,show,,,810,,,2020-03-15 23:25:41,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/31893', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 18705, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'similarity willingness to pay.pdf', 'files': [{'fileid': 157168, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '62419415e028687c1ece6bc81465ef69', 'filesize': 2333685, 'objectid': 31893, 'uri': 'http://repository.lppm.unila.ac.id/id/file/157168', 'filename': 'similarity willingness to pay.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-15 23:25:41'}], 'docid': 31893, 'format': 'text'}]",other,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'family': 'Marselina', 'lineage': None, 'honourific': None}}]",WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION METHOD (CASE STUDY: WASTE MANAGEMENT SERVICES),,,,,,,,,,,,,
16,published,['HB'],Similarity,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18618,,OPCION,disk0/00/01/86/18,,['FEB5'],public,,2020-03-15 23:22:43,9,pub,2020-03-15 23:22:43,18618,archive,show,,,810,,,2020-03-15 23:22:43,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31885', 'eprintid': 18618, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Similarity The effect of tax ratio and good.pdf', 'files': [{'objectid': 31885, 'filesize': 2231791, 'uri': 'http://repository.lppm.unila.ac.id/id/file/157091', 'filename': 'Similarity The effect of tax ratio and good.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-15 22:30:40', 'datasetid': 'document', 'fileid': 157091, 'mime_type': 'application/pdf', 'hash': '2c95651d74aac964896cbf4267cf4cb2'}], 'docid': 31885}]",other,"[{'name': {'lineage': None, 'family': 'Marselina', 'honourific': None, 'given': 'Marselina'}, 'id': 'ikbal_tawakal@yahoo.com'}]",The effect of tax ratio and good government governance on economic growth,,,,,,,,,,,,,
17,published,['HB'],Peer Review,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/18707,,OPCION,disk0/00/01/87/07,,['FEB5'],public,,2020-03-15 23:22:51,7,pub,2020-03-15 23:22:51,18707,archive,show,,,810,,,2020-03-15 23:22:51,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31886', 'pos': 1, 'eprintid': 18707, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Peer review The effect of tax ratio and good.pdf', 'docid': 31886, 'files': [{'hash_type': 'MD5', 'mtime': '2020-03-15 22:32:46', 'objectid': 31886, 'filesize': 576378, 'uri': 'http://repository.lppm.unila.ac.id/id/file/157097', 'filename': 'Peer review The effect of tax ratio and good.pdf', 'datasetid': 'document', 'fileid': 157097, 'hash': 'beb3448ff57fdd1432de1f6419387305', 'mime_type': 'application/pdf'}]}]",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Marselina', 'given': 'Marselina'}, 'id': 'ikbal_tawakal@yahoo.com'}]",The effect of tax ratio and good government governance on economic growth,,,,,,,,,,,,,
18,published,"['HB', 'HJ']","The purpose of this study is to investigate the effect of tax ratio 
and good government governance on economic growth via
comparative quantitative research methods. As a result, all elements of
government such as government effectiveness, regulatory quality, rule
of law, control of corruption and taxes ratio effect on economic
growth. In conclusion, to promote economic growth, in addition to
reforming the taxation sector, the government must implement good
government governance by providing the best service to the
community, eradicating corruption, enforcing rules and regulations,
creating rules and legislation of good quality, fair and consistently run.",35,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/16370,,Universidad del Zulfa,disk0/00/01/63/70,Opcion Ano,['FEB5'],public,1012-1587,2019-11-14 10:34:26,9,pub,2019-11-14 10:34:26,16370,archive,show,129-144,,810,21.0,http://produccioncientificaluz.org/index.php/opcion/article/view/24689/25198,2019-11-14 10:34:26,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29475', 'security': 'public', 'formatdesc': 'The effect of tax ratio and good government governance on economic growth', 'placement': 1, 'eprintid': 16370, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'published', 'main': '24689-39240-1-SM(1).pdf', 'files': [{'fileid': 139725, 'datasetid': 'document', 'hash': 'ed55544c079d82642bd0310838bb164e', 'mime_type': 'application/pdf', 'filesize': 612270, 'objectid': 29475, 'filename': '24689-39240-1-SM(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139725', 'hash_type': 'MD5', 'mtime': '2019-11-14 03:50:00'}], 'docid': 29475, 'format': 'text'}]",article,"[{'name': {'honourific': None, 'family': 'Marselina', 'lineage': None, 'given': 'Marselina'}, 'id': 'ikbal_tawakal@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Faurani Santi', 'lineage': None, 'given': 'Singagerda'}}]","The effect of tax ratio and good government
governance on economic growth",TRUE,,,,,,,,,,,,
19,published,['H1'],"Pertambahan penduduk yang cepat terutamadi wilayah perkotaan telah menyebabkan bertumpuknya sampah terutama  sampah    yang  dihasilkan  oleh  rumah  tangga  (  RT).  Belum  adanya  kesadaran  masyarakat  terutama untuk memilih,  memilah, dan mengolah (3M) sampah RT nya, sampah-sampah  basah dibiarkan bercampur dengan sampah-sampah kerimg seperti kaleng, botol, plastic, dozz bekas susu dll. Kondisi  ini  menyebabkan sampah  menggunung dan   mengeluarkan   bau  yang tidak sedap, karena  bercampurnya  sampah. . Tumpukan campuran  berbagai  jenis  sampah  RT  itu  menjadi  incaran  tikus-tikus  got.  Sehingga  tak  jarang,  saat  ini    kita melihat perkembangnbiakan dan pertumbuhan tikus-tikus got sangat cepat dan  subur.Karena   belum   ada   upaya   para   Ibu   RT   di   komplek   Griya   Sejahtera   untuk   memilah,   memilih   dan memanfaatkan   sampah-sampahbasahnya,   maka   pelatihan   pembuatan   Kompos   TAKAKURA   kali   ini dilakukan    dengan  tujuan    untuk  mengurangi  dan  sekaligus  memanfaatkan  sampah-sampah  basah  dari buangan rumah tangga  ini  untuk dijadikan kompos yang dapat dipergunakan sebagai pupuk  bagi tumbuhanyang ada di sekitar rumahnya.Pelatihan ini dilakukan untuk memberikan solusi atas persoalan sampah selama ini terutama memanfaatkan sampah-sampah basah RT yang jika didiamkan dan bercampur akan cepat busuk dan mengeluarkan bau tidak sedap..Pelatihan dilakukan selama 1 hari di komplek Griya Sejahtera , Kecamatan  Langkapura. Pada  hari MInggu, tanggal      2018.    Komplek  Griya  Sejahtera  mempunyai  sekitar  120  KK  yang  terdiri  dari  2  RT.    Pelatihan diberikan dengan menggunakan media langsung, sehongga Ibu-ibu dapat langsung mempraktekannya, Semua bahan  sudah  disiapakn  melalui  dana    peserta  pelatihan,  kami  bantu  menyiapakannya.  Dengan  metode  ini diharapkan,  hasil  pelatihan  dapat  langsung  dipraktekkan  Ibu-ibu  di  rumahnya   masing-masing  dengan membawa alat dan bahanyang sudah ready digunakan.",,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/16379,,FEB Unila,disk0/00/01/63/79,Prosiding Pengabdian Kepada Masyarakat Pengabdian Kepada MAsyarakat melalui diseminasi hasil penelitian terapan.,['FEB5'],public,978-602-53436-0-5,2019-11-14 10:34:34,7,pub,2019-11-14 10:34:34,16379,archive,show,70-75,,810,,http://feb.unila.ac.id/wp-content/uploads/2018/12/13.Pelatihan-Pembuatan-TAKAKURA-Dari-Limbah-Sampah-Basah-Dalam-Rangka-Mengurangi-Volume-Sampah-Rumah-TanggaMarselina.pdf,2019-11-14 10:34:34,"[{'eprintid': 16379, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29485', 'format': 'text', 'docid': 29485, 'main': '13.Pelatihan-Pembuatan-TAKAKURA-Dari-Limbah-Sampah-Basah-Dalam-Rangka-Mengurangi-Volume-Sampah-Rumah-TanggaMarselina(1).pdf', 'files': [{'objectid': 29485, 'filesize': 495898, 'filename': '13.Pelatihan-Pembuatan-TAKAKURA-Dari-Limbah-Sampah-Basah-Dalam-Rangka-Mengurangi-Volume-Sampah-Rumah-TanggaMarselina(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139769', 'hash_type': 'MD5', 'mtime': '2019-11-14 04:21:15', 'datasetid': 'document', 'fileid': 139769, 'hash': '32c32fe090f127e3a7743e3373b909d8', 'mime_type': 'application/pdf'}], 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",article,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'lineage': None, 'family': 'Marselina', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Prasetyo', 'lineage': None, 'given': 'Tri Joko'}, 'id': 'trijokpras@yahoo.com'}]",70Pelatihan Pembuatan TAKAKURA Dari Limbah Sampah Basah Dalam Rangka Mengurangi Volume Sampah Rumah Tangga,TRUE,,,,,,,,,,,,
20,published,['H1'],"There are difficulties to get the optimal price of public goods. This study aims to estimate an
optimal price of waste management service by using the household’s WTP with the Contingent Valuation
Method and to investigate the relationship between the characteristic of respondents with their WTP. Using a
purposive random sampling technique, 200 households in Bandar Lampung City are selected. Questioners
are designed with 8 options of waste management services with some more reasonable tariff.  In principle,
households as beneficiaries will pay what they bid so they must bid less than their true WTP if they want to
obtain surplus from the transaction. The result indicates that household's  WTP for waste management
services is 200% higher than before if services are upgraded such waste is picked up every day in the
morning. Other results indicate that the level of education, number of family, job, income, knowledge, and
satisfaction of respondents to waste management services are positively correlated with their WTP. The
government should review the tariff policy of waste management service to obtain an optimal price.

Keywords: Willingness to pay, Waste management services, Tariff, the Contingent valuation method",17,2019-03-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/12703,,The Geomate International Society,disk0/00/01/27/03,International Journal of GEOMATE,['FEB5'],public,2186-2982,2019-05-14 08:16:12,7,pub,2019-05-14 08:16:12,12703,archive,show,59-64,,810,62.0,,2020-03-15 23:27:20,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/25685', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 12703, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '59-64-4780 Marselina-Oct-2019-62  (1).pdf', 'docid': 25685, 'files': [{'fileid': 112365, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '25df658ad67354f83b92d7a87e3fa26b', 'hash_type': 'MD5', 'mtime': '2019-05-10 15:17:01', 'objectid': 25685, 'filesize': 111864, 'uri': 'http://repository.lppm.unila.ac.id/id/file/112365', 'filename': '59-64-4780 Marselina-Oct-2019-62  (1).pdf'}], 'format': 'text'}]",article,"[{'id': 'ikbal_tawakal@yahoo.com', 'name': {'lineage': None, 'family': 'Marselina', 'honourific': None, 'given': 'Marselina'}}, {'name': {'lineage': None, 'family': 'Virsa', 'honourific': None, 'given': 'Ria'}, 'id': None}]","WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION
METHOD (CASE STUDY: WASTE MANAGEMENT SERVICES)",TRUE,,,,,,,,,,,,
21,published,['H1'],"There are difficulties to get the optimal price of public goods. This study aims to estimate an
optimal price of waste management service by using the household’s WTP with the Contingent Valuation
Method and to investigate the relationship between the characteristic of respondents with their WTP. Using a
purposive random sampling technique, 200 households in Bandar Lampung City are selected. Questioners
are designed with 8 options of waste management services with some more reasonable tariff.  In principle,
households as beneficiaries will pay what they bid so they must bid less than their true WTP if they want to
obtain surplus from the transaction. The result indicates that household's  WTP for waste management
services is 200% higher than before if services are upgraded such waste is picked up every day in the
morning. Other results indicate that the level of education, number of family, job, income, knowledge, and
satisfaction of respondents to waste management services are posit ively correlated with their WTP. The
government should review the tariff policy of waste management service to obtain an optimal price.

Keywords:
Willingness to pay, Waste management services, Tariff, the Contingent valuation method",17,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16365,,The Geomate International Society,disk0/00/01/63/65,International Journal of GEOMATE,['FEB5'],public,2186-2982,2019-11-14 10:34:22,6,pub,2019-11-14 10:34:22,16365,archive,show,59-64,,810,62.0,https://www.geomatejournal.com/sites/default/files/articles/59-64-4780%20Marselina-Oct-2019-62.pdf,2019-11-14 10:34:22,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29466', 'security': 'public', 'placement': 1, 'eprintid': 16365, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 139650, 'mime_type': 'application/pdf', 'hash': '25df658ad67354f83b92d7a87e3fa26b', 'filesize': 111864, 'objectid': 29466, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139650', 'filename': 'WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-14 02:54:16'}], 'main': 'WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION.pdf', 'docid': 29466, 'format': 'text'}]",article,"[{'name': {'lineage': None, 'family': 'Marselina', 'honourific': None, 'given': 'Marselina'}, 'id': 'ikbal_tawakal@yahoo.com'}, {'name': {'lineage': None, 'family': 'Virsa', 'honourific': None, 'given': 'Ria'}, 'id': None}]","WILLINGNESS TO PAY (WTP) BY CONTINGENT VALUATION
METHOD (CASE STUDY: WASTE MANAGEMENT SERVICES)",TRUE,https://doi.org/10.21660/2019.62,,,,,,,,,,,
22,,['H1'],"Budidaya sapi perah merupakan salah usaha produktif dibidang peternakan yang memiliki potensi besar untuk dikembangkan. Berbagai kendala yang dihadapi peternak sapi perah antara lain minimnya teknik budidaya dan strategi pemasaran susu. Ketidakmampuan memasarkan langsung susu ke konsumen mengakibatkan rendahnya daya saing produk ditingkat peternak. Upaya yang dapat dilakukan untuk menanggulangi hal tersebut yaitu dengan melakukan pembinaan tentang manajemen budidaya pemeliharaan dan penerapan inovasi teknologi pengolahan susu, untuk mendapat meningkatkan lama simpan dan nilai jual produk yang lebih tinggi. Sasaran kegiatan adalah peternak sapi perah di Desa Kedaung, Kecamatan Kemiling, Bandarlampung. Target kegiatan yakni untuk meningkatkan pengetahuan peternak tentang teknik budidaya dan pengolahan susu menjadi produk olahan yang mempunyai daya simpan yang lebih lama agar mampu memasarkan langsung ke konsumen; meningkatkan pendapatan peternak; dan dapat dijadikan program berkelanjutan dengan melibatkan mahasiswa. Metode pengabdian meliputi: survei untuk mengidentifikasi tempat dan keadaan calon mitra, untuk mendapatkan data informasi serta kendala yang dihadapi oleh calon mitra sampai perumusan masalah yang ingin diselesaikan melalui kegiatan diseminasi hasil riset kepada masyarakat. Tahap berikutnya yaitu penyuluhan dengan metode pelatihan, demonstrasi, dan paket teknologi berupa alat pengolahan susu. Selanjutnya evaluasi untuk menilai keberhasilan kegiatan yang dilaksanakan, akan dilakukan evaluasi secara berkala (bulanan) terhadap kinerjadan keberhasilan program yang diterapkan.",,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15493,,,disk0/00/01/54/93,,['FEB5'],public,,2019-11-14 10:53:02,7,inpress,2019-11-14 10:53:02,15493,archive,show,,,444,,,2019-11-14 10:53:02,"[{'format': 'text', 'docid': 28614, 'main': 'Prosiding Pengabdian.docx', 'files': [{'mtime': '2019-11-04 15:39:49', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/133424', 'filename': 'Prosiding Pengabdian.docx', 'filesize': 49709, 'objectid': 28614, 'hash': '3311a06fe0d0978b1dc0682778a253cf', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 133424}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 15493, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28614'}]",conference_item,"[{'id': None, 'name': {'honourific': None, 'family': 'Nirmala', 'lineage': None, 'given': 'Tiara'}}, {'id': '.', 'name': {'honourific': None, 'lineage': None, 'family': 'Adhianto', 'given': 'Kusuma'}}, {'id': 'novita.herdiana@fp.unila.ac.id', 'name': {'given': 'Novita', 'family': 'Herdiana', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Wanniatie', 'given': 'Veronica'}, 'id': None}]",Penerapan Inovasi Teknologi Pengolahan Susu Dalam Upaya Meningkatkan Kualitas Produk dan Pendapatan Peternak Sapi Perah di Bandar Lampung,TRUE,,,conference,"Seminar Nasional ""Pembangunan Ekonomi Industri Berkelanjutan dalam era Revolusi 4.0""",Bandarlampung,24 Oktober 2019,paper,,,,,
