,date_type,subjects,event_title,uri,date,abstract,corp_creators,event_type,divisions,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,lastmod,documents,userid,title,event_dates,refereed,creators,pres_type,type,event_location,editors,pages,isbn,contact_email,place_of_pub,publisher,official_url,number,volume,publication,related_url,issn,contributors,id_number,series,department,institution,monograph_type
10,published,['HG'],Thirteenth AGBA World Congress,http://repository.lppm.unila.ac.id/id/eprint/436,2016-11-28 00:00:00.000000000,"The paper examine implications of excess cash holdings on firm value based on agency theory. For this purpose, this research use a sample of Indonesian non financial public firms for the period 2000-2011 whose cash holdings exceed normal cash holdings. This paper use panel regression techniques to estimate cash holdings. Refer to that estimation, from total 1828 observations, 672 of them set cash holdings exceed cash holdings normal. First, this research find that excess cash holdings has a negative effect on firm value. Second, the negative effects of excess cash holdings on firm value is stronger for financially unconstrained firms classified by multiple criterions (paying dividends, high cash flow, low MTB and low debt). Third to fifth, the negative effects of excess cash holdings on firm value is stronger for more concentrated ownership, for more dispersed ownership and for more financial distress. Overall, these empirical findings show that excess cash holdings can be a significant indicator of agency problem. 
Key words: excess cash holdings, agency problem, agency theory.",,conference,['FEB6'],disk0/00/00/04/36,7,pub,public,2017-06-02 20:51:49,show,1704-1716,2017-06-02 20:51:49,archive,436,2017-06-02 20:51:49,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/2752', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 436, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 2752, 'main': 'proceedings 17 Feb AGBA.pdf', 'files': [{'fileid': 19813, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2550d7bf3f718a08bed23cd0e4fa3fc0', 'filesize': 68159991, 'objectid': 2752, 'uri': 'http://repository.lppm.unila.ac.id/id/file/19813', 'filename': 'proceedings 17 Feb AGBA.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-01 17:20:12'}], 'format': 'text'}]",667,EXCESS CASH HOLDINGS AS AN INDICATOR OF AGENCY PROBLEMS,"November 26-28, 2016",TRUE,"[{'name': {'given': 'Ernie', 'lineage': None, 'family': 'Hendrawaty', 'honourific': None}, 'id': 'ehendrawaty@gmail.com'}]",paper,conference_item,"Solo, INDONESIA",,,,,,,,,,,,,,,,,,
11,published,['AC'],,http://repository.lppm.unila.ac.id/id/eprint/1608,2016-05-01 00:00:00.000000000,"Sumber daya manusia memegang peranan penting dalam sebuah organisasi. Namun
demikian bukanlah hal yang mudah untuk mengarahkan sumber daya manusia untuk
mencapai tujuan organisasi serta menghindari perilaku egois para anggotanya yang
seringkali menjadi faktor penghambat tercapainya tujuan organisasi. Masalah yang
timbul yaitu bagaimana membuat anggota organisasi untuk setia, membantu orang lain,
dan patuh pada organisasi serta bersedia untuk mengontribusikan upaya dan
kemampuan mereka untuk organisasi.
Tujuan penelitian ini adalah untuk mengetahui faktor-faktor yang mempengaruhi
perilaku anggota organisasi khususnya di Fakultas Ekonomi dan Bisnis Universitas
Lampung, dalam hal ini faktor-faktor yang akan diteliti adalah faktor keadilan
prosedural dan kepemimpinan transformasional. Analisis data dilakukan dengan
menggunakan analisis regresi berganda.
Hasil penelitian menunjukkan bahwa keadilan prosedural, kepemimpinan
transformasional, serta budaya organisasi merupakan faktor-faktor yang membentuk
perilaku anggota organisasi. Pada penelitian ini faktor terbesar yang membentuk
perilaku anggota organisasi adalah budaya organisasi. Budaya organisasi yang berisi
nilai-nilai luhur serta kebiasaan yang baik akan membentuk karakter tenaga pendidik
sehingga mereka memiliki perilaku yang baik pula dalam organisasi tersebut.
Kata Kunci: organizational citizenship behavior, keadilan prosedural, kepemimpinan
Transformasional, budaya organisasi.",,,['FEB6'],disk0/00/00/16/08,6,pub,public,2017-05-05 03:25:56,show,130-143,2017-05-05 03:25:56,archive,1608,2017-05-05 03:25:56,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1471', 'pos': 1, 'eprintid': 1608, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'jurnal habib.pdf', 'files': [{'hash': '1c78e929abf4bded2c826ae75db705ff', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 11094, 'mtime': '2017-05-05 03:18:08', 'hash_type': 'MD5', 'filename': 'jurnal habib.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/11094', 'filesize': 113838, 'objectid': 1471}], 'docid': 1471}]",588,"FAKTOR-FAKTOR YANG MEMPENGARUHI PERILAKU ANGGOTA
ORGANISASI (ORGANIZATIONAL CITIZENSHIP BEHAVIOR)",,TRUE,"[{'name': {'honourific': None, 'family': 'Jimad', 'lineage': None, 'given': 'Habibullah'}}]",,article,,,,,,,Jurusan Manajemen Fakultas Ekonomi dan Bisnis Universitas Lampung,,2.0,12,Jurnal Bisnis dan Manajemen,,1411-9366,,,,,,
12,published,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/26822,2016-11-01 00:00:00.000000000,"Leaders played an important role in determined the survival and development of a university. 
Leaders can defined policies to be taken and decisions that determined the success of a 
university. Therefore, research on the model of leadership, especially transformational 
leadership is very important to be conducted by the University of Lampung. The purpose of 
this study was to test the effect of transformational leadership on performance, test the effect 
of transformational leadership on organizational support, as well as test the mediation support 
for innovation in organizations on performance. The research was conducted by survey 
method. The research samples were 300 person, taken using nonprobability sampling 
techniques with convenience sampling analysis done using Structural Equation Model. 
Validity test results indicated that there are two items which invalid on variable support for 
the organization, as well as one item statement on performance variables. The test results by 
using SEM analysis is known that transformational leadership does not directly influence the 
performance of lecturer and staff, but indirectly affect by mediated with the support for 
innovation in organization variable. Transformational leadership effect on support for 
innovation in organization, as well as support for innovation in organization variable fully 
mediated the effect of transformational leadership on the performance of lecturer and staff at 
the University of Lampung",,,['FEB6'],disk0/00/02/68/22,6,pub,public,2020-11-27 06:59:12,show,,2020-11-27 06:59:12,archive,26822,2020-11-27 06:59:12,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40821', 'pos': 1, 'eprintid': 26822, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 240932, 'mime_type': 'application/pdf', 'hash': 'e89541701996575d54aba2926abf99b7', 'hash_type': 'MD5', 'mtime': '2020-11-27 06:50:26', 'objectid': 40821, 'filesize': 442731, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240932', 'filename': 'Peer Review 4. Transformasional leadership Model....pdf'}], 'main': 'Peer Review 4. Transformasional leadership Model....pdf', 'docid': 40821}]",588,"Hasil Review Peer Group. Transformational Leadership Model in Improving University Performance
(Study in University of Lampung)",,TRUE,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'lineage': None, 'family': 'Jimad', 'honourific': None, 'given': 'Habibullah'}}, {'id': 'ocha.lina77@gmail.com', 'name': {'given': 'Roslina', 'honourific': None, 'family': 'Roslina', 'lineage': None}}]",,article,,,,,,,,,1.0,13,Advances in Global Business research,,1549-9332,,,,,,
13,published,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/26829,2016-11-01 00:00:00.000000000,"Leaders played an important role in determined the survival and development of a university. 
Leaders can defined policies to be taken and decisions that determined the success of a 
university. Therefore, research on the model of leadership, especially transformational 
leadership is very important to be conducted by the University of Lampung. The purpose of 
this study was to test the effect of transformational leadership on performance, test the effect 
of transformational leadership on organizational support, as well as test the mediation support 
for innovation in organizations on performance. The research was conducted by survey 
method. The research samples were 300 person, taken using nonprobability sampling 
techniques with convenience sampling analysis done using Structural Equation Model. 
Validity test results indicated that there are two items which invalid on variable support for 
the organization, as well as one item statement on performance variables. The test results by 
using SEM analysis is known that transformational leadership does not directly influence the 
performance of lecturer and staff, but indirectly affect by mediated with the support for 
innovation in organization variable. Transformational leadership effect on support for 
innovation in organization, as well as support for innovation in organization variable fully 
mediated the effect of transformational leadership on the performance of lecturer and staff at 
the University of Lampung.",,,['FEB6'],disk0/00/02/68/29,6,pub,public,2020-11-27 07:51:16,show,,2020-11-27 07:51:16,archive,26829,2020-11-27 07:51:16,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 40829, 'main': 'TRANSFORMATIONAL LEADERSHIP MODEL IN IMPROVING UNIVERSITY PERFORMANCE.pdf', 'files': [{'hash': '366b9c07138e1b8ec127bfaf382c71aa', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 240985, 'mtime': '2020-11-27 07:34:47', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240985', 'filename': 'TRANSFORMATIONAL LEADERSHIP MODEL IN IMPROVING UNIVERSITY PERFORMANCE.pdf', 'filesize': 1849510, 'objectid': 40829}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40829', 'security': 'public', 'placement': 1, 'eprintid': 26829}]",588,"Hasil Uji Similarity. Transformational Leadership Model in Improving University Performance (Study in University of   
Lampung)",,TRUE,"[{'name': {'honourific': None, 'family': 'Jimad', 'lineage': None, 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'id': 'ocha.lina77@gmail.com', 'name': {'honourific': None, 'family': 'Roslina', 'lineage': None, 'given': 'Roslina'}}]",,article,,,,,,,,,1.0,13,Advances in Global Business research,,1549-9332,,,,,,
14,published,['AC'],The 13th Annual World Congress of The Academy for Global Business Advancement (AGBA),http://repository.lppm.unila.ac.id/id/eprint/2104,2016-11-26 00:00:00.000000000,"Leaders played an important role in determined the survival and development of a university. Leaders can defined policies to be taken and decisions that determined the success of a university. Therefore, research on the model of leadership, especially transformational leadership is very important to be conducted by the University of Lampung. The purpose of this study was to test the effect of transformational leadership on performance, test the effect of transformational leadership on organizational support, as well as test the mediation support for innovation in organizations on performance. The research was conducted by survey method. The research samples were 280 person, taken using nonprobability sampling techniques with convenience sampling analysis done using Structural Equation Model. Validity test results indicated that there are two items which invalid on variable support for the organization, as well as one item statement on performance variables. The test results by using SEM analysis is known that transformational leadership does not directly influence the performance of lecturer and staff, but indirectly affect by mediated with the support for innovation in organization variable. Transformtional leadership effect on support for innovation in organization, as well as support for innovation in organization variable fully mediated the effect of transformational leadership on the performance of lecturer and staff at the University of Lampung.
Keyword: transformational leadership, support for innovation in organization, performance",,conference,['FEB6'],disk0/00/00/21/04,8,pub,public,2017-05-31 02:10:45,show,263-270,2017-05-31 02:10:45,archive,2104,2017-05-31 02:10:45,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 14630, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '517328970e42285359223ae1cfd280fe', 'filesize': 1504568, 'objectid': 1992, 'filename': 'proceeding agba upload.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/14630', 'hash_type': 'MD5', 'mtime': '2017-05-30 07:10:00'}], 'main': 'proceeding agba upload.pdf', 'docid': 1992, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1992', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 2104}]",447,"Transformational Leadership Model in Improving University Performance
(Study In University of Lampung)",26-28 November 2016,TRUE,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Jimad', 'given': 'Habibullah'}, 'id': None}, {'id': 'ocha.lina77@gmail.com', 'name': {'given': 'Roslina', 'lineage': None, 'family': 'Roslina', 'honourific': None}}]",paper,conference_item,"Universitas Sebelas Maret, Indonesia",,,,,,,,,,,,,,,,,,
15,published,"['H1', 'HB', 'HC', 'HJ']",,http://repository.lppm.unila.ac.id/id/eprint/4739,2016-11-01 00:00:00.000000000,Ilmu keuangan keperilakuan (behavior finance) merupakan cabang ilmu keuangan yang mempelajari perilaku investor tidak rasional di bursa saham. Salah satu bahasan dalam behavior finance adalah perilaku overconfident. Perilaku overconfident mencerminkan perilaku penipuan diri (self deception) karena investor overconfident biasanya memberi penilaian yang berlebih pada ketepatan pengetahuan dan  informasi yang dimiliki dan mengabaikan informasi lain yang tersedia sehingga 	menimbulkan persepsi bahwa investor memiliki kemampuan diatas rata-rata. Fakta menunjukkan bahwa perilaku overconfident menghasilkan keputusan yang bias dan tidak akurat. Keputusan yang tidak akurat menyebabkan kerugian karena saham dibeli lebih tinggi atau  saham dijual lebih rendah dari harga fundamentalnya.,['expert'],,"['FEB3', 'FEB6']",disk0/00/00/47/39,16,pub,public,2017-11-07 08:06:44,show,,2017-11-07 08:06:44,archive,4739,2017-11-07 08:06:44,"[{'format': 'text', 'docid': 17656, 'main': 'PERILAKU PENIPUAN DIRI DI BURSA SAHAM.docx', 'files': [{'mtime': '2017-11-06 08:19:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/46289', 'filename': 'PERILAKU PENIPUAN DIRI DI BURSA SAHAM.docx', 'filesize': 14724, 'objectid': 17656, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '0085a7726fd437513e40520b6529534c', 'datasetid': 'document', 'fileid': 46289}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 4739, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17656'}, {'mime_type': 'image/jpeg', 'language': 'en', 'rev_number': 1, 'docid': 17657, 'main': 'cover.jpg', 'files': [{'filesize': 4092906, 'objectid': 17657, 'filename': 'cover.jpg', 'uri': 'http://repository.lppm.unila.ac.id/id/file/46292', 'hash_type': 'MD5', 'mtime': '2017-11-06 08:19:31', 'fileid': 46292, 'datasetid': 'document', 'mime_type': 'image/jpeg', 'hash': '33b022fe78b6d861c0eb26a4399d9ec6'}], 'format': 'image', 'uri': 'http://repository.lppm.unila.ac.id/id/document/17657', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 4739}]",1084,PERILAKU PENIPUAN DIRI DI BURSA SAHAM,,TRUE,"[{'id': 'mahapaksi@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Kufepaksi', 'given': 'Mahatma'}}]",,book,,,0.0,978-602-18166-1-5,mahapaksi@yahoo.com,Bandar Lampung,expert,http://www.mediaakademi.com,1.0,25 cm,,"[{'url': 'http://www.mediaakademi.com', 'type': 'pub'}]",,,,Edisi Pertama,,,
16,published,['AC'],Refereed Proceedings of the 13th Annual World Congress of the Academy for Global Business Advancement (AGBA),http://repository.lppm.unila.ac.id/id/eprint/1795,2016-11-26 00:00:00.000000000,"Narcissism is one of personality traits. Narcissist is likely to involved in aggressive behavior and
other deviants when ego is threatened. Ego threat will lead to counterproductive work behavior
that harm organization. Counterproductive work behavior is often linked to organizational
justice, because someone will involved in counterproductive work behavior when perceived
injustice in workplace. Perceived injustice will strengthen the influence of narcissism on
counterproductive work behavior.
This study is aimed to examine the influence of narcissism on counterproductive work behavior
and to analyze the role of organizational justice (distributive justice, procedural justice, and
interactional justice) as moderator.The results indicates that narcissism did not influence
counterproductive work behavior, in addition, distributive justice and procedural justice did not
moderate the positive influence of narcissism on counterproductive work behavior. However,
interactional justice moderated the positive influence of narcissism on counterproductive work
behavior.
Keywords: counterproductive work behavior, justice, moderated and narcissism.",,conference,['FEB6'],disk0/00/00/17/95,9,pub,public,2017-05-29 05:53:57,show,2702-2712,2017-05-29 05:53:57,archive,1795,2017-05-29 05:53:57,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1664', 'eprintid': 1795, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/12505', 'filename': 'artikel prosiding AGBA ZAINNUR M RUSDI.pdf', 'filesize': 1081920, 'objectid': 1664, 'mtime': '2017-05-29 04:42:18', 'hash_type': 'MD5', 'hash': '86d305613095444b2c782d801c0153c2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 12505}], 'main': 'artikel prosiding AGBA ZAINNUR M RUSDI.pdf', 'docid': 1664}]",530,"THE INFLUENCE OF NARCISSISM ON COUNTERPRODUCTIVE WORK
BEHAVIOR: THE ROLE OF ORGANIZATIONAL JUSTICE AS MODERATOR",,TRUE,"[{'name': {'given': 'Zainnur', 'honourific': None, 'family': 'M Rusdi', 'lineage': None}, 'id': 'zainnur@gmail.com'}, {'name': {'family': 'Handoko', 'lineage': None, 'honourific': None, 'given': 'T Hani'}, 'id': None}]",paper,conference_item,"Solo, Indonesia",,,,,,,,,,,,,,,,,,
17,published,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/17979,2016-11-01 00:00:00.000000000,"Pelanggan usaha koperasi dalam era persaingan bebas sangat menginginkan terjadinya pertukaran ekonomi antara penjual dan pembeli atau antara produsen dan konsumen secara efektif, efisien, dan ekonomis. Oleh karena itu, tugas pokok koperasi khususnya dalam pelayanan waserba harus memberikan pelayanan secara terintegrasi dalam pengadaan sarana produksi (saprotan) dan pemasaran hasil produksi usahatani akan lebih mampu bersaing dan lebih memberikan manfaat bagi anggotanya terutama dalam upaya memotivasi peningkatan produksi dan pendapatan.  Artinya, sebagai suatu lembaga ekonomi yang berorientasi pada pemberian palayanan kepada unit usaha anggotanya, maka perusahaan koperasi perlu merencanakan dan melaksanakan strategi pemasaran usaha koperasi yang paling tepat untuk mampu bersaing dan menguntungkan bagi usaha anggota, yakni tersedianya saprotan yang memadai dengan harga yang layak dan stabil serta ketersediaan koperasi untuk membeli hasil usaha tani dengan fasilitas pemasaran, harga dan sistem pembayaran yang dapat diterima oleh anggota. Petani jagung sebgai anggota koperasi untuk melakukan transaksi pemasaran atau penjualan hasil produksinya melalui KUD atau pesaing dipengaruhi oleh perbedaan harga penjualan, kualitas pelayanan dan keterikatannya pada pesaing. Agar KUD dapat memiliki efisiensi usaha dan efisiensi pelayanan yang lebih baik dari pesaing dan dapat memberikan kepuasan, baik pelanggannya, sehingga menjadi langganan yang setia (customer/patronage), maka perlu dikembangkan strategi pemasaran yang jitu dalam manajemen koperasi",,,['FEB6'],disk0/00/01/79/79,7,inpress,public,2020-02-14 06:58:53,show,,2020-02-14 06:58:53,archive,17979,2020-02-14 06:58:53,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 31123, 'main': 'Man.%20PEm.%20usaha%20koperasi.pdf', 'files': [{'mtime': '2020-02-12 09:26:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/151428', 'filename': 'Man.%20PEm.%20usaha%20koperasi.pdf', 'filesize': 14397994, 'objectid': 31123, 'mime_type': 'application/pdf', 'hash': '24132e9e4ac3d6d776f0779f2a43aeb1', 'fileid': 151428, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31123', 'security': 'public', 'placement': 1, 'eprintid': 17979}]",993,Manajemen Pemasaran Usaha Koperasi,,,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'family': 'MS', 'lineage': None, 'honourific': None, 'given': 'NAHRINASARI'}}]",,monograph,,,237.0,,,Bandarlampung,"Aura, CV Anugrah Utama Raharja, Anggota IKAPI No. 003/LPU/2013",,,,,,,"[{'id': 'pr1nch1t4@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/EDT', 'name': {'given': 'MAHRINASARI', 'honourific': None, 'family': 'MS', 'lineage': None}}]",ISBN: 978-602-6238-93-1,,Jurusan Manajemen,"Fakultas Ekonomi dan Bisnis, Universitas Lampung",working_paper
18,published,['AC'],The AGBA 13TH Annual World Congress,http://repository.lppm.unila.ac.id/id/eprint/2379,2016-11-26 00:00:00.000000000,"Suspension is a temporary suspended of shares trading in the Securities Exchange‭. ‬The termination can be caused due to the request of the Issuer itself or the stock decision in order to provide protection to investors or it may be due to the imposition of sanctions by the Stock Exchange to an Issuer. Information about the suspension is the category of Bad News, in general, will lead to the decline in return stock to the companies that affected by the suspension. 
This research is an event study that refers to an occurrence which allegedly that will affect the decision making of investors to buy the shares. The results of the study showed information the suspension of the company cause fluctuations in the return stock suspension and inflicted the negative abnormal return",,conference,['FEB6'],disk0/00/00/23/79,8,unpub,public,2017-06-02 06:54:56,show,,2017-06-02 06:54:56,archive,2379,2017-06-02 06:54:56,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/2263', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 2379, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'JURNAL PENELITIAN SOLO PANJI .pdf', 'docid': 2263, 'files': [{'datasetid': 'document', 'fileid': 16502, 'hash': '0f7eff2126fbe42b1d37a022fa50748c', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-05-31 04:11:17', 'filesize': 913307, 'objectid': 2263, 'filename': 'JURNAL PENELITIAN SOLO PANJI .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/16502'}], 'format': 'text'}, {'placement': 2, 'eprintid': 2379, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2264', 'security': 'public', 'main': 'sertifikat seminar internasional agba.jpeg', 'files': [{'hash': 'e8a3cd1b9b9bd4c5e9157762323ba7fc', 'mime_type': 'image/jpeg', 'datasetid': 'document', 'fileid': 16505, 'filename': 'sertifikat seminar internasional agba.jpeg', 'uri': 'http://repository.lppm.unila.ac.id/id/file/16505', 'objectid': 2264, 'filesize': 493623, 'mtime': '2017-05-31 04:11:59', 'hash_type': 'MD5'}], 'docid': 2264, 'format': 'image', 'rev_number': 1, 'language': 'en', 'mime_type': 'image/jpeg'}]",19,ANALYSIS OF RETURN STOCKS AFFECTED BY STOCK TRADING SUSPENSION IN INDONESIA STOCK EXCHANGE,"NOVEMBER, 26-27, 2016",FALSE,"[{'id': 'prakarsapanjinegara@gmail.com', 'name': {'family': 'PANJINEGARA', 'lineage': None, 'honourific': None, 'given': 'PRAKARSA'}}]",paper,conference_item,SOLO - INDONESIA,,,,,,,,,,,,,,,,,,
19,published,['AC'],,http://repository.lppm.unila.ac.id/id/eprint/2423,2016-11-16 00:00:00.000000000,,,,['FEB6'],disk0/00/00/24/23,7,pub,public,2017-06-02 07:34:17,show,,2017-06-02 07:34:17,archive,2423,2017-06-02 07:34:17,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'a6b5fcf1c28d4c81350900aebb53e58a', 'datasetid': 'document', 'fileid': 16774, 'mtime': '2017-05-31 04:58:38', 'hash_type': 'MD5', 'filename': 'BUKU AJAR MANAJEMEN KEUANGAN INTERNASIONAL.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/16774', 'filesize': 1230186, 'objectid': 2303}], 'main': 'BUKU AJAR MANAJEMEN KEUANGAN INTERNASIONAL.pdf', 'docid': 2303, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2303', 'eprintid': 2423, 'placement': 1}]",19,BUKU AJAR MANAJEMEN KEUANGAN INTERNASIONAL,,TRUE,"[{'id': 'prakarsapanjinegara@gmail.com', 'name': {'family': 'PANJINEGARA', 'lineage': None, 'honourific': None, 'given': 'PRAKARSA'}}]",,book,,,96.0,978-602-1612-03-3,,"UNIVERSITAS LAMPUNG - LAMPUNG, INDONESIA",AURA (CV. ANUGRAH UTAMA RAHARJA,,,,,,,,,1,,,
20,published,['AC'],SHIELD CONFERENCE 2016,http://repository.lppm.unila.ac.id/id/eprint/1609,2016-11-02 00:00:00.000000000,"Dorothy Rouly Haratua Pandjaitan, “Children Respone to CoBranded Products (Survey on Bandar Lampung McDonald`s Happy Meal Buyer)”
Purpose – The purpose of this study is to represent the empirical studies of  co-branding strategy whose target is children. Another purpose of this studies is to analyze the potential of cobranded strategy and the implication on both brand owner. 
Methodology – The method that used to gather the information for this research is loyalty-based survey on the parent of children that buying Mc Donald`s Happy Meal and will be used to represent children`s behavior towards product quality, consumer satisfactory, and loyalty on McDonald and Disney co branded products. 
Findings – The findings confirmed that, the Co-Branding strategy of McDonald and Disney have a positive and significance influence on both brand, either from consumer satisfactory point of view or from consumer loyalty point of view. Based on theoretical view, children can evaluate two different brand simultaneously even when they using product of only one brand only.
Limitation – The main limitation of this study is the sample were taken from just one region only and only tested without considering other variable beside product quality, consumer satisfaction and cosumer loyalty. Advanced study is required for further comprehend of childred based marketing concept.  
Practical Implication – From this study can be concluded that, a product marketing strategy with children as the target can be widely expanded if the brand owner willing to cooperate with another brand owner in CoBranding strategy.
In this study there is finding that parents ought to have concerned in choicing co-branded product that will not cause harm to the children`s health, because basicly all children enjoying fastfood product only based on the taste and the souvenir they got form the package. Based on that matters the fastfood should have evaluate their strategy that they use and the product they sell so the parents can still feel safe when their children consuming fastfood product.

Keyword: Co-Branding, Product Quality, Consumer Satisfaction, Consumer Loyalty",,conference,['FEB6'],disk0/00/00/16/09,8,pub,public,2017-05-05 03:39:26,show,,2017-05-05 03:39:26,archive,1609,2017-05-05 03:39:26,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1473', 'pos': 1, 'eprintid': 1609, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Journal SHIELD-DOROTHY PANDJAITAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2017-05-05 03:27:20', 'objectid': 1473, 'filesize': 174484, 'uri': 'http://repository.lppm.unila.ac.id/id/file/11116', 'filename': 'Journal SHIELD-DOROTHY PANDJAITAN.pdf', 'fileid': 11116, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '73490b2344f5302114a124a78a842285'}], 'docid': 1473}]",253,"Children Response to Co Branded Products 
(Survey on Bandar Lampung McDonald`s Happy Meal Buyer)",2 NOVEMBER 2016,TRUE,"[{'name': {'family': 'Pandjaitan', 'lineage': None, 'honourific': None, 'given': 'Dorothy Rouly H.'}, 'id': 'dorothy_rouly@yahoo.com'}]",paper,conference_item,BANDAR LAMPUNG,,,,,,,,,,,,,,,,,,
