,creators,type,refereed,title,eprintid,eprint_status,datestamp,pagerange,metadata_visibility,userid,documents,lastmod,official_url,divisions,publication,dir,status_changed,full_text_status,issn,ispublished,rev_number,subjects,date_type,volume,abstract,uri,date,contributors,number,corp_creators,publisher,related_url,contact_email,book_title,place_of_pub,isbn,pages,editors,id_number,referencetext,pres_type,event_location,event_title,event_type,funders,succeeds,event_dates,projects
46,"[{'name': {'given': 'Mutmainah', 'honourific': None, 'family': 'Mutmainah', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Jimad', 'lineage': None, 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'name': {'given': 'Keumala', 'honourific': None, 'family': 'Hayati', 'lineage': None}, 'id': 'umi_asra@yahoo.co.id'}]",article,TRUE,"Uji Similarity: The Effect of Islamic Attributes On The
Organization To Affective Commitments With Job
Satisfaction Dimediation By The Employees of
Syariah Hotel In Lampung Province",33422,archive,2021-08-12 06:14:13,62-65,show,588,"[{'format': 'text', 'main': 'Uji Similarity_The_Effect_of_Islamic_Attributes_On_The__Organizat.pdf', 'files': [{'hash': 'fe1b3dec75badd7661e4df2e2dbc688f', 'mime_type': 'application/pdf', 'fileid': 396371, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/396371', 'filename': 'Uji Similarity_The_Effect_of_Islamic_Attributes_On_The__Organizat.pdf', 'objectid': 153050, 'filesize': 1377766, 'mtime': '2021-08-12 06:03:16', 'hash_type': 'MD5'}], 'docid': 153050, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33422, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/153050', 'pos': 1}]",2021-08-12 06:14:13,http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=798,['FEB6'],SSRG International Journal of Economics and Management Studies (SSRG-IJEMS),disk0/00/03/34/22,2021-08-12 06:14:13,public,ISSN: 2393 – 9125,pub,6,['H1'],published,8,"Business development with a background of
syariah is growing and mushrooming along with the
growing Muslim population. Apart from banking,
education, insurance, and others, the concept of Syariah
was also born in the world of hospitality. The presence of
halal tourism in Syariah hotels must show its distinctive
(unique) character, which distinguishes it from
conventional hotels. This uniqueness by itself can be
observed by how the management system and its various
attractions illustrate the nuances of religiosity so that
employees with high spirituality will show higher job
satisfaction and performance. This study aims to
determine (1) the effect of Islamic attributes on affective
commitment, (2) the effect of Islamic attributes on job
satisfaction, (3) the effect of job satisfaction on affective
commitment, and (4) the effect of Islamic attributes on
employee affective commitment mediated by job
satisfaction. This research was conducted on all
employees of Syariah Hotels in Lampung Province. The
sampling technique used was stratified random sampling
with a sample of 122 employees. The analytical tool used
is path Analysis with SPSS version 25.0 program. The
results showed that (1) Islamic attributes has a positive
and significant effect on affective commitment, (2) Islamic
attributes has a positive and significant effect on job
satisfaction, (3) job satisfaction has a positif and
significant effect on affective commitment, and (4) job
satisfaction has no significant effect in mediating Islamic
attributes on employee affective commitment.",http://repository.lppm.unila.ac.id/id/eprint/33422,2021-02-01 00:00:00.000000000,,2.0,,SSRG-IJEMS,,,,,,,,,,,,,,,,,
47,"[{'name': {'honourific': None, 'family': 'Nurbaiti', 'lineage': None, 'given': 'Nurbaiti'}}, {'name': {'honourific': None, 'family': 'Dharmmesta', 'lineage': None, 'given': 'Basu Swastha'}}, {'name': {'given': 'Ayi', 'honourific': None, 'family': 'Ahadiat', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ribhan', 'given': 'Ribhan'}}]",article,TRUE,The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia,40605,archive,2022-03-30 09:31:54,585-592,show,404,"[{'format': 'text', 'docid': 161969, 'main': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'files': [{'filesize': 298171, 'objectid': 161969, 'filename': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452279', 'hash_type': 'MD5', 'mtime': '2022-03-28 06:36:50', 'fileid': 452279, 'datasetid': 'document', 'hash': '1c23fcfdce5442afe0afb76faccdfe60', 'mime_type': 'application/pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 40605, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161969'}]",2022-03-30 09:31:54,https://turcomat.org/index.php/turkbilmat/issue/view/39,['FEB6'],Turkish Journal of Computer and Mathematics Education,disk0/00/04/06/05,2022-03-30 09:31:54,public,DOI: https://doi.org/10.17762/turcomat.v12i4.540,pub,8,['H1'],published,12,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",http://repository.lppm.unila.ac.id/id/eprint/40605,2021-04-05 00:00:00.000000000,,5.0,,Turkish Journal of Computer and Mathematics Education,[{'url': 'https://turcomat.org/index.php/turkbilmat/issue/view/39'}],,,,,,,,,,,,,,,,
48,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Nurbaiti', 'given': 'Nurbaiti'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Dharmmesta', 'given': 'Basu Swastha'}}, {'name': {'family': 'Ahadiyat', 'lineage': None, 'honourific': None, 'given': 'Ayi'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ribhan', 'given': 'Ribhan'}}]",article,TRUE,The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia,40583,archive,2022-03-28 06:57:14,585-592,show,404,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'files': [{'fileid': 452023, 'datasetid': 'document', 'hash': '1c23fcfdce5442afe0afb76faccdfe60', 'mime_type': 'application/pdf', 'objectid': 161902, 'filesize': 298171, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452023', 'filename': 'The Model Of Capability Toward The Intention To Use Internet Banking In Indonesia.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-28 02:03:30'}], 'docid': 161902, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161902', 'security': 'public', 'placement': 1, 'eprintid': 40583}]",2022-03-29 08:28:45,https://turcomat.org/index.php/turkbilmat/article/view/540,['FEB6'],Turkish Journal of Computer and Mathematics Education,disk0/00/04/05/83,2022-03-29 08:28:45,public,DOI: https://doi.org/10.17762/turcomat.v12i4.540,pub,8,['H1'],published,12,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",http://repository.lppm.unila.ac.id/id/eprint/40583,2021-04-05 00:00:00.000000000,,4.0,['University of Lampung'],Turkish Journal of Computer and Mathematics Education,,,,,,,,,,,,,,,,,
49,"[{'name': {'family': 'Nurbaiti,', 'lineage': None, 'honourific': None, 'given': 'Nurbaiti'}}, {'name': {'given': 'Basu Swastha', 'lineage': None, 'family': 'Dharmmesta', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Ahadiyat', 'honourific': None, 'given': 'Ayi'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ribhan', 'given': 'Ribhan'}}]",other,,similarity_The Model of Capability,40576,archive,2022-03-30 09:31:45,,show,404,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 161898, 'main': 'Similarity_The Model of Capability.pdf', 'files': [{'mtime': '2022-03-28 01:34:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451990', 'filename': 'Similarity_The Model of Capability.pdf', 'filesize': 1854377, 'objectid': 161898, 'hash': 'e298d1ae1b7dbb6942a0ce4371ffde70', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 451990}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161898', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40576}]",2022-03-30 09:31:45,https://turcomat.org/index.php/turkbilmat/issue/view/39,['FEB6'],,disk0/00/04/05/76,2022-03-30 09:31:45,public,,pub,8,['H1'],published,,"The rapid advancement of information technology encourages business needs to use technology to serve
consumers. Electronic transaction in the form of internet banking is a new way of transfer that changes the form of
services from human technology to information technology. This study aims to examine the capability model of the
intention to use internet banking in Indonesia. This study is quantitative in the form of a survey study. The sample in
this study were non-user customers and prospective internet banking users in both private and state-owned banks. The
data were analyzed using the partial least square (PLS). This study contributes to the development of internet banking
marketing to improve features, security and service quality. The results show that all hypotheses indicate a positive
and significant effect.
Keywords : Capability, Perceived Ease of Use, TAM, and Internet Banking",http://repository.lppm.unila.ac.id/id/eprint/40576,2021-04-05 00:00:00.000000000,,,['University of Lampung'],Turkish Journal of Computer and Mathematics Education,,,,,,,,,,,,,,,,,
50,"[{'name': {'honourific': None, 'family': 'Pandjaitan', 'lineage': None, 'given': 'Dorothy Rouly H.'}, 'id': 'dorothy_rouly@yahoo.com'}]",article,TRUE,"The Allegation of Working From Home in Influencing Consumer 
Purchasing Decisions Through E-Commerce",31216,archive,2021-05-29 00:36:32,,show,253,"[{'files': [{'mtime': '2021-05-28 15:25:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/370016', 'filename': 'eai.1-10-2020.2304907.pdf', 'objectid': 141039, 'filesize': 148901, 'hash': '970d8a263c52c3d9b1f6b79c334b1ec1', 'mime_type': 'application/pdf', 'fileid': 370016, 'datasetid': 'document'}], 'main': 'eai.1-10-2020.2304907.pdf', 'docid': 141039, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 31216, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141039', 'security': 'public'}]",2021-05-29 00:36:32,https://eudl.eu/proceedings/ICEBE/2020?articles_page=7,['FEB6'],"Proceedings of the First International Conference of Economics, Business & Entrepreneurship",disk0/00/03/12/16,2021-05-29 00:36:32,public,2593-7650,pub,6,['AC'],published,,"Abstract. The purpose of this research was conducted to determine the effect of Work From Home on 
purchasing decisions via e-commerce during lockdown to reduce the chain of the corona virus. The number 
of positive patients infected with the Corona Virus in Indonesia, amounting to 1,790 people as of April 1st
, 
2020, underlies several freight forwarding companies to take anticipatory steps to minimize the spread of the 
virus while continuing to carry out operational activities. Although online trading activities are considered to 
be the best solution that can be done to reduce consumer concerns and also prevent the risk of human-to�human transmission, of course there are special regulations and preventive measures imposed by freight 
companies in pandemic conditions like this.
Keywords: Purchasing Decision, Corona Virus, E-Commerce, Work From Home.",http://repository.lppm.unila.ac.id/id/eprint/31216,2021-04-19 00:00:00.000000000,,,,EAI,,,,,,,,,,,,,,,,,
51,"[{'name': {'given': 'Dorothy Rouly H.', 'honourific': None, 'family': 'Pandjaitan', 'lineage': None}, 'id': 'dorothy_rouly@yahoo.com'}]",article,TRUE,The Allegation of Working From Home in Influencing Consumer Purchasing Decisions Through E-Commerce,42624,archive,2022-06-20 01:21:45,,show,253,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '87a8b6b1cde8b31a284a6ff72bf3bf84', 'fileid': 467733, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467733', 'filename': 'turnitin THE ALLEGATION OF WORKING FROM HOME IN INFLUENCING CONSUMER PURCHASING DECISIONS THROUGH E-COMMERCE.pdf', 'filesize': 1090879, 'objectid': 164334, 'mtime': '2022-06-19 10:51:06', 'hash_type': 'MD5'}], 'main': 'turnitin THE ALLEGATION OF WORKING FROM HOME IN INFLUENCING CONSUMER PURCHASING DECISIONS THROUGH E-COMMERCE.pdf', 'docid': 164334, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164334', 'eprintid': 42624, 'placement': 1}]",2022-06-20 01:21:45,https://eudl.eu/pdf/10.4108/eai.1-10-2020.2304907,['FEB6'],The Allegation of Working From Home in Influencing Consumer Purchasing Decisions Through E-Commerce,disk0/00/04/26/24,2022-06-20 01:21:45,public,,pub,6,['AC'],published,,"The purpose of this research was conducted to determine the effect of Work From Home on purchasing decisions via e-commerce during lockdown to reduce the chain of the corona virus. The number of positive patients infected with the Corona Virus in Indonesia, amounting to 1,790 people as of April 1st, 2020, underlies several freight forwarding companies to take anticipatory steps to minimize the spread of the virus while continuing to carry out operational activities. Although online trading activities are considered to be the best solution that can be done to reduce consumer concerns and also prevent the risk of human-to- human transmission, of course there are special regulations and preventive measures imposed by freight companies in pandemic conditions like this.",http://repository.lppm.unila.ac.id/id/eprint/42624,1970-01-01 00:00:00.000002021,,,,EAI,,,,,,,,,,,,,,,,,
52,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'lineage': None, 'family': 'Pandjaitan', 'honourific': None}}, {'name': {'family': 'MS', 'lineage': None, 'honourific': None, 'given': 'MAHRINASARI'}, 'id': 'pr1nch1t4@yahoo.com'}]",article,TRUE,"Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel",34788,archive,2021-11-02 01:22:37,113-121,show,253,"[{'eprintid': 34788, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155462', 'format': 'text', 'files': [{'filesize': 466108, 'objectid': 155462, 'filename': 'Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/408092', 'hash_type': 'MD5', 'mtime': '2021-11-01 15:02:12', 'datasetid': 'document', 'fileid': 408092, 'hash': 'd8f56da31e676a9ab1dcd21872dfee4a', 'mime_type': 'application/pdf'}], 'main': 'Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel (1).pdf', 'docid': 155462, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-11-02 01:22:37,http://koreascience.or.kr/article/JAKO202119453006143.page,['FEB6'],Journal of Distribution Science 19-7 (2021) 113-121,disk0/00/03/47/88,2021-11-02 01:22:37,public,Print ISSN: 1738-3110 / Online ISSN 2093-7717,pub,7,['AC'],published,7,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.
Keywords: E-loyalty, E-satisfaction, Virtual Distribution Channel, Website Superiority",http://repository.lppm.unila.ac.id/id/eprint/34788,1970-01-01 00:00:00.000002021,,19.0,,"Korea Institute of Science and Technology Information, 245, Daehak-ro, Yuseong-gu, Daejeon TEL 042)869-1004 Copyright (C) KISTI. All Rights Reserved.",,,,,,,,http://dx.doi.org/10.15722/ jds.19.7.202107.113,,,,,,,,,
53,"[{'name': {'lineage': None, 'family': 'Pandjaitan', 'honourific': None, 'given': 'Dorothy Rouly H.'}, 'id': 'dorothy_rouly@yahoo.com'}, {'name': {'given': 'Mahrinasari', 'family': 'Mahrinasari', 'lineage': None, 'honourific': None}, 'id': 'mahrinasari@feb.unila.ac.id'}]",article,TRUE,"Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel*(KORESPONDENSI)",46464,archive,2022-11-11 01:01:46,113-121,show,253,"[{'files': [{'objectid': 185337, 'filesize': 512201, 'filename': 'Hasil review JDS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/512615', 'hash_type': 'MD5', 'mtime': '2022-11-10 05:54:28', 'fileid': 512615, 'datasetid': 'document', 'hash': '010f725b707e0f53d87b6f446cc76874', 'mime_type': 'application/pdf'}], 'main': 'Hasil review JDS.pdf', 'docid': 185337, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 46464, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185337', 'pos': 1, 'security': 'public'}]",2022-11-11 01:01:46,,['FEB6'],Journal of Distribution Science,disk0/00/04/64/64,2022-11-11 01:01:46,public,ISSN 2093-7717,pub,6,['AC'],published,,"Abstract
Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.
Keywords: E-loyalty, E-satisfaction, Virtual Distribution Channel, Website Superiority",http://repository.lppm.unila.ac.id/id/eprint/46464,1970-01-01 00:00:00.000002021,,,,Journal of Distribution Science,,,,,,,,,,,,,,,,,
54,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Pandjaitan', 'given': 'Dorothy Rouly H.'}, 'id': 'dorothy_rouly@yahoo.com'}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'family': 'Mahrinasari', 'lineage': None, 'honourific': None, 'given': 'Mahrinasari'}}, {'id': 'm.bramsah@gmail.com', 'name': {'lineage': None, 'family': 'Bramsah', 'honourific': None, 'given': 'M'}}]",article,TRUE,"Reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on
The Virtual Distribution Channel",42586,archive,2022-06-20 01:20:15,113-121,show,253,"[{'format': 'text', 'main': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'files': [{'fileid': 467513, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '6f97894bdfed58553c71bd8d968e6b7d', 'hash_type': 'MD5', 'mtime': '2022-06-17 07:25:10', 'objectid': 164301, 'filesize': 644574, 'filename': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467513'}], 'docid': 164301, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 42586, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164301'}]",2022-06-20 01:20:15,https://www.koreascience.or.kr/article/JAKO202119453006143.view?orgId=kodisa,['FEB6'],Journal of Distribution Science,disk0/00/04/25/86,2022-06-20 01:20:15,public,1738-3110,pub,6,['AC'],published,19,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.",http://repository.lppm.unila.ac.id/id/eprint/42586,1970-01-01 00:00:00.000002021,,7.0,,Korean Distribution Science Association,,,,,,,,,,,,,,,,,
55,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'honourific': None, 'family': 'Pandjaitan', 'lineage': None, 'given': 'Dorothy Rouly H.'}}, {'name': {'given': 'Mahrinasari', 'lineage': None, 'family': 'Mahrinasari', 'honourific': None}, 'id': 'mahrinasari@feb.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Bramsah', 'given': 'M'}, 'id': 'm.bramsah@gmail.com'}]",article,TRUE,"Website Quality, E-satisfaction, and E-loyalty of Users Based on
The Virtual Distribution Channel",42583,archive,2022-06-20 01:20:12,113-121,show,253,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '5.Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'docid': 164296, 'files': [{'hash_type': 'MD5', 'mtime': '2022-06-17 06:52:26', 'filesize': 639745, 'objectid': 164296, 'filename': '5.Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467492', 'fileid': 467492, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '6d503ecef1bf3e158371b168eaf0de71'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164296', 'security': 'public', 'placement': 1, 'eprintid': 42583}, {'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 164298, 'main': 'turnitin Website Quality, E-satisfaction, and E-loyalty of Users Based on  The Virtual Distribution Channel  .pdf', 'files': [{'objectid': 164298, 'filesize': 2472569, 'filename': 'turnitin Website Quality, E-satisfaction, and E-loyalty of Users Based on  The Virtual Distribution Channel  .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467497', 'hash_type': 'MD5', 'mtime': '2022-06-17 06:58:14', 'datasetid': 'document', 'fileid': 467497, 'mime_type': 'application/pdf', 'hash': '2de2ecb055cfa77cb76d732e9cdb3b8a'}], 'format': 'text', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164298', 'security': 'public', 'placement': 3, 'eprintid': 42583}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/164299', 'pos': 4, 'security': 'public', 'placement': 4, 'eprintid': 42583, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 164299, 'main': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/467500', 'filename': 'reviwer Website Quality, E-satisfaction, and E-loyalty of Users Based on The Virtual Distribution Channel.pdf', 'filesize': 644574, 'objectid': 164299, 'mtime': '2022-06-17 07:00:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6f97894bdfed58553c71bd8d968e6b7d', 'fileid': 467500, 'datasetid': 'document'}], 'format': 'text'}]",2022-06-20 01:20:12,https://www.koreascience.or.kr/article/JAKO202119453006143.view?orgId=kodisa,['FEB6'],Journal of Distribution Science,disk0/00/04/25/83,2022-06-20 01:20:12,public,1738-3110,pub,10,['AC'],published,19,"Purpose: Technology induces the virtual distribution channel to exist, especially for booking a room online. This situation, indeed, provides an alternative for the customers to book based on their budget through digital platforms. One platform offering competitive prices is virtual hotel operators, such as Airbnb, OYO, RedDoorz, and Airy Rooms. Preferably, after using their platform, the user should be satisfied and loyal. Hence, this investigation aims to prove some associations. The first is between e-satisfaction and e-loyalty. The second is between website quality and e-satisfaction. The final is between website quality and e-loyalty. Research design, data, and methodology: This study is quantitatively designed with the sample of 350 users of the virtual hotel operator applications in Bandar Lampung: Airbnb, OYO, RedDoorz, and Airy, as the samples. Therefore, by denoting this sample size, the structural equation model based on covariance is utilized to examine the three hypotheses proposed. Also, to get the responses, this study uses a survey through a questionnaire. Result: This investigation demonstrates the positive relationship between e-satisfaction and e-loyalty. Additionally, website quality positively associates with e-satisfaction and e-loyalty. Conclusion: The virtual hotel operators must have the superiority on their website-based application to update the information based on the room availability and price, ensure online transaction safety, and facilitate its utilization to maintain long-term satisfaction and loyalty virtually.",http://repository.lppm.unila.ac.id/id/eprint/42583,1970-01-01 00:00:00.000002021,,7.0,,Journal of Distribution Science,,,,,,,,,,,,,,,,,
