,metadata_visibility,datestamp,eprintid,id_number,eprint_status,official_url,lastmod,documents,contributors,userid,title,type,creators,place_of_pub,date_type,subjects,uri,date,abstract,corp_creators,related_url,publisher,divisions,dir,ispublished,rev_number,full_text_status,status_changed,volume,isbn,refereed,pages,editors,number,pagerange,issn,publication,event_location,event_dates,pres_type,event_type,event_title,funders,institution,monograph_type,projects,department,contact_email,patent_applicant,succeeds,book_title
10,show,2020-02-17 03:45:36,12165,,archive,,2020-02-17 03:45:36,"[{'content': 'submitted', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 2, 'format': 'text', 'files': [{'filename': 'SEMINAR NASIONAL FMI KE 10 Sri Hasna.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/108846', 'filesize': 420146, 'objectid': 25146, 'mtime': '2019-05-09 03:42:30', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '4333c034a34f3f1906fbdf63d34c70f5', 'fileid': 108846, 'datasetid': 'document'}], 'main': 'SEMINAR NASIONAL FMI KE 10 Sri Hasna.docx', 'docid': 25146, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25146', 'eprintid': 12165, 'placement': 1}]",,1031,HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI,conference_item,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hasnawati', 'lineage': None}, 'id': 'sri.hasnawati.feb.unila.ac.id'}]",,submitted,['HG'],http://repository.lppm.unila.ac.id/id/eprint/12165,2018-11-01 00:00:00.000000000,"This study aims to see the relation between the number of board directors and the financial performance of small companies that have small capital values on the Indonesia Stock Exchange. The observation was carried out in the year of 2012 to 2014. The research population was all public companies in Indonesia. The samples were sorted out from the highest to the lowest capital values by using the 2015 data. A number of 50 shares that have the lowest capital value were used as samples. As many as 27 companies had fulfilled the selection requirements and became the research samples. The result of the study shows that the company's financial performance in generating profits is quite high (25%). With an average number of three board directors, the small capital firms are able to contribute positively to the company's financial performance.",['FEB UNIVERSITY OF LAMPUNG'],,,['FEB6'],disk0/00/01/21/65,submitted,12,public,2020-02-17 03:45:36,,,TRUE,,,,1-9,,,Palembang,7-8 November 2018,speech,conference,FMI 10,,,,,,,,,
11,show,2020-07-21 02:16:07,23259,,archive,http://repository.lppm.unila.ac.id/id/eprint/12165,2020-07-21 02:16:07,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36821', 'security': 'public', 'placement': 1, 'eprintid': 23259, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 36821, 'main': 'Similiarity Check HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '8071c7d687445ccce8c60bcc3a5e0aed', 'fileid': 212913, 'datasetid': 'document', 'filename': 'Similiarity Check HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/212913', 'objectid': 36821, 'filesize': 3263629, 'mtime': '2020-07-20 14:34:46', 'hash_type': 'MD5'}], 'format': 'text'}]",,1031,HUBUNGAN DEWAN DIREKSI DAN KINERJA KEUANGAN PERUSAHAAN KAPITALISASI KECIL DI BEI.,other,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'family': 'Hasnawati', 'lineage': None, 'honourific': None}}]",Palembang,published,['HG'],http://repository.lppm.unila.ac.id/id/eprint/23259,2018-11-01 00:00:00.000000000,"SIMILARITY CHECK:

This study aims to see the relation between the number of board directors and the financial performance of small companies that have small capital values on the Indonesia Stock Exchange. The observation was carried out in the year of 2012 to 2014. The research population was all public companies in Indonesia. The samples were sorted out from the highest to the lowest capital values by using the 2015 data. A number of 50 shares that have the lowest capital value were used as samples. As many as 27 companies had fulfilled the selection requirements and became the research samples. The result of the study shows that the company's financial performance in generating profits is quite high (25%). With an average number of three board directors, the small capital firms are able to contribute positively to the company's financial performance.",['Universitas lampung'],[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/12165'}],FMI- FEB Universitas Mulawarman,['FEB6'],disk0/00/02/32/59,pub,7,public,2020-07-21 02:16:07,,,,,,,,,,,,,,,,,,,,,,,
12,show,2023-03-27 04:18:23,49286,,archive,http://ijebe.com/journal/index.php/ijebe/issue/view/2,2023-03-27 04:18:23,"[{'format': 'text', 'files': [{'mtime': '2023-03-27 03:53:52', 'hash_type': 'MD5', 'filename': '2018_ijebe korespondensi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535289', 'objectid': 188834, 'filesize': 387068, 'mime_type': 'application/pdf', 'hash': '859015a61ee9189d4d6745024b3aaffe', 'fileid': 535289, 'datasetid': 'document'}], 'main': '2018_ijebe korespondensi.pdf', 'docid': 188834, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 49286, 'placement': 1, 'security': 'validuser', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188834', 'pos': 1}]",,108,HISTORY OF PUBLICATION MANUSCRIPT CAN ISLAMIC WORK ETHICS AND ETHICAL CLIMATE REDUCE COUNTERPRODUCTIVE WORK BEHAVIOR?,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}}]",,,['HD28'],http://repository.lppm.unila.ac.id/id/eprint/49286,1970-01-01 00:00:00.000002018,"This study examines the effect of Islamic Work Ethic (IWE) and Ethical Climate (EC) on Counterproductive Work Behavior (CWB). The sample was 115 employees of Islamic financial institutions in Lampung, Indonesia. The analysis shows that IWE has a negative effect on CWB, EC also has a negative effect on CWB. This finding shows that CWB can be reduced by IWE and EC. EC influence is slightly higher than IWE shows that although IWE plays a good role in reducing CWB, the role of the ethical climate in the organization has slightly greater in reducing CWB",,,IJEBE,['FEB6'],disk0_bak/00/04/92/86,pub,8,restricted,2023-03-27 04:18:23,,,,,,,,,,,,,,,,,,,,,,,
13,show,2019-05-14 08:14:22,12694,,archive,,2019-05-14 08:14:22,"[{'format': 'text', 'main': '27.Pelatihan-Pemanfaatan-Limbah-Tali-Strapping-Menjadi-Produk-Kreatif-Dan-Inovatif-Dan-Pelatihan-E-Commerce-Di-Desa-Hanura-KecTeluk-PandanErnie-Hendrawaty.pdf', 'docid': 25673, 'files': [{'mtime': '2019-05-10 14:30:13', 'hash_type': 'MD5', 'filename': '27.Pelatihan-Pemanfaatan-Limbah-Tali-Strapping-Menjadi-Produk-Kreatif-Dan-Inovatif-Dan-Pelatihan-E-Commerce-Di-Desa-Hanura-KecTeluk-PandanErnie-Hendrawaty.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/112300', 'objectid': 25673, 'filesize': 420799, 'hash': '3b53d3579dab83520264ba747a8ebc82', 'mime_type': 'application/pdf', 'fileid': 112300, 'datasetid': 'document'}], 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 4, 'eprintid': 12694, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25673'}]",,667,Pelatihan Pemanfaatan Limbah Tali Strapping Menjadi Produk Kreatif Dan Inovatif Dan Pelatihan E-Commerce Di Desa Hanura Kecamatan Teluk Pandan Kabupaten Pesawaran,article,"[{'name': {'given': 'Ernie', 'lineage': None, 'family': 'Hendrawaty', 'honourific': None}, 'id': 'ehendrawaty@gmail.com'}, {'id': 'pr1ncht14@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'MS', 'given': 'Mahrinasari'}}, {'id': None, 'name': {'given': 'Lis', 'honourific': None, 'family': 'Andriani', 'lineage': None}}, {'id': 'driyawiryawan@gmail.com', 'name': {'given': 'driya', 'lineage': None, 'family': 'wiryawan', 'honourific': None}}]",,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/12694,1970-01-01 00:00:00.000002018,"Kelompok usaha mikro yang ada di Lampung cukup beragam, seperti UKM Tapis, UKM Sulam, UKM Batik
Lampung, UKM Tenun Lampung, UKM Rotan, UKM Ban Bekas dan masih banyak lagi. Atas dasar itulah
Tim pengusul memiliki gagasan untuk mengajak salah satu UKM yang masih belum dikenal seperti UKM
Anyaman Limbah Tali Strapping yang ada di daerah Jagabaya Bandar Lampung untuk dapat bekerjasama
dalam pemanfaatan limbah tali strapping menjadi produk anyaman yang berdaya jual seperti tas belanja,
tikar, keranjang pakaian, keranjang makanan, tempat tissue, dan lain-lain. Tujuan pelaksanaaan pengabdian
bagi masyarakat ini adalah meningkatkan pengetahuan dan pemahaman tentang penentuan harga pokok dan
pemasaran produk dan meningkatkan pengetahuan, pemahaman tentang memanfaatkan limbah tali strapping,
pemasaran dengan menggunakan teknologi informasi, dan membantu perekonomian keluarga di kedua
wilayah. Perbandingan hasil pre-test dan post-test pelatihan, peserta menunjukkan peningkatan 50 %
pengetahuan dan pemahaman tentang manajemen keuangan yang meliputi pemahaman pengelolaan keuangan
dan penyusunan proposal kredit, serta mengetahui teknik pengemasan produk dan promosi penjualan dengan
model e-business. Output pelatihan ini adalah masyarakat memiliki pengetahuan menentukan Harga produk,
memiliki ketrampilan membuat produk kerajinan tangan serta memasarkan produk melalui pemasaran konvensional maupun menggunakan e-commerce seperti melalui toko on line mauun melalui media. Pada masa yang akan datang perlu kegiatan pelatihan lanjutan untuk meningkatkan motivasi serta kesadaran pelaku usaha akan pentingnya mengelola usaha secara profesional.
Kata kunci: : Harga pokok produksi, e-commerce , limbah tali strapping.",,[{'url': 'http://feb.unila.ac.id/id/semnasfeb/'}],,['FEB6'],disk0/00/01/26/94,pub,14,public,2019-05-14 08:14:22,,,TRUE,,,,,9786025343612,Seminar Nasional dan Call for Paper Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,
14,show,2019-05-14 08:13:58,12689,,archive,,2019-05-14 08:13:58,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25671', 'pos': 1, 'eprintid': 12689, 'placement': 1, 'content': 'presentation', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'format': 'text', 'main': '15.Studi-Eksperimen-Perilaku-Efek-Disposisi-Pada-InvestorErnie-Hendrawaty-Prakarsa-Panjinegara.pdf', 'docid': 25671, 'files': [{'fileid': 112288, 'datasetid': 'document', 'hash': 'a52779707227dba9f8191d6e652d0ef5', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-10 14:11:25', 'objectid': 25671, 'filesize': 568825, 'filename': '15.Studi-Eksperimen-Perilaku-Efek-Disposisi-Pada-InvestorErnie-Hendrawaty-Prakarsa-Panjinegara.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/112288'}]}]",,667,Studi Eksperimen Perilaku Efek Disposisi Pada Investor,article,"[{'name': {'given': 'Ernie', 'honourific': None, 'family': 'Hendrawaty', 'lineage': None}, 'id': 'ehendrawaty@gmail.com'}, {'id': 'prakarsapanjinegara@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'PANJINEGARA', 'given': 'PRAKARSA'}}]",,published,['HG'],http://repository.lppm.unila.ac.id/id/eprint/12689,1970-01-01 00:00:00.000002018,"Efek disposisi pada investor cenderung dilakukan pada investasi saham dimana perilaku investor cenderung
mencari gain (keuntungan) daripada merealisasikan loss (kerugian). Alasan investor untuk melakukan efek
disposisi adalah ketakutan atau kekhawatiran tentang kerugian yang akan dihadapi dalam waktu dekat.
Penelitian ini bertujuan untuk melihat ada atau tidaknya perilaku efek disposisi yang diindikasikan dengan
reaksi investor yang menjual saham ketika saham dalam keadaan untung dan menahan ketika dalam keadaan
rugi. Hasil penelitian menunjukkan terdapat efek disposisi pada investor, dan perilaku gender (wanita) lebih
mendominasi dalam melakukan efek disposisi dibandingkan pria",,,"Fakultas Ekonomi dan Bisnis, Universitas Lampung",['FEB6'],disk0/00/01/26/89,pub,7,public,2019-05-14 08:13:58,,,FALSE,,,,,9786025343612,Prosiding Seminar Nasional dan Call For Paper 2018 Fakultas Ekonomi dan Bisnis Universitas Lampung Tema: “Pengabdian Pada Masyarakat Melalui Desiminasi Hasil - Hasil Penelitian Terapan”,,,,,,,,,,,,,,
15,show,2020-02-11 09:07:56,17630,,archive,,2020-02-11 09:07:56,"[{'format': 'text', 'docid': 30768, 'main': 'Proposal Pengabdian Hidayat DIPA FEB 2018.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148949', 'filename': 'Proposal Pengabdian Hidayat DIPA FEB 2018.docx', 'filesize': 172169, 'objectid': 30768, 'mtime': '2020-01-20 02:58:01', 'hash_type': 'MD5', 'hash': 'b3ecbe07f9e276e068de34a199a9e6c8', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 148949}], 'rev_number': 2, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 17630, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30768'}]",,388,"PELATIHAN PERENCANAAN KEUANGAN KELUARGA PETANI DAN UMKM DENGAN MENGGUNAKAN APLIKASI FINANCIAL BERBASIS TEKNOLOGI INFORMASI DI DESA LUMBIREJO
KECAMATAN GEDONG TATAAN, KABUPATEN PESAWARAN",article,"[{'name': {'given': 'Hidayah', 'honourific': None, 'lineage': None, 'family': 'Hidayah Wiweko, S.E., M.Si.'}, 'id': 'hidayatwiweko@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Dr. Irham Lihan, S.E., M.Si', 'honourific': None, 'given': 'Irham'}}, {'name': {'family': 'Igo Febrianto, S.E., M.Sc.', 'lineage': None, 'honourific': None, 'given': 'Igo'}, 'id': 'igofebrianto@gmail.com'}, {'id': None, 'name': {'given': 'Dina', 'honourific': None, 'lineage': None, 'family': 'Dina Safitri, S.E.,M.Inter,Bus.'}}]",,published,['AC'],http://repository.lppm.unila.ac.id/id/eprint/17630,2018-03-20 00:00:00.000000000,"Aspek perencanaan keuangan adalah salah satu aspek penting dalam pengelolaan sebuah usaha, termasuk dalam pertanian dan usaha mikro, kecil dan menengah (UMKM). Tanpa perencanaan keuangan yang baik maka pemilik usaha tidak dapat menilai kinerja keuangan usahanya dan tidak dapat membuat perencanaan pengembangan usahanya di masa yang akan datang.
Setiap usaha tentu memiliki siklus keuangan yang berbeda-beda. Pola pendapatan dan pengeluaran keuangan petani, dan UMKM tentu berbeda dengan usaha yang lain. Oleh karena itu perlu proses pengelolaan keuangannya juga harus berbeda agar mendapatkan hasil yang optimal. Perencanaan keuangan adalah langkah awal dalam pengelolaan keuangan. Tanpa perencanaan yang baik, maka akan sulit untuk mendapatkan tujuan keuangan usaha.
Sebagian masyarakat Desa Lumbirejo, Kecamatan Gedong Tataan, Kabupaten Pesawaran berasal dari pertanian dan UMKM. Salah satu permasalahan pengelolaan keuangan di masyarakat petani dan UMKM adalah tidak adanya perencanaan sebagai pedoman, padahal tanpa pedoman maka pengelolaan keuangan menjadi tidak efisien. Pada era digital informasi saat ini, pelaku usaha dapat memanfaatkan teknologi informasi dalam perencanaan usaha, termasuk perencanaan keuangannya untuk mendapatkan hasil pengelolaan usaha yang lebih optimal. Namun masih banyak pelaku usaha yang belum memanfaatkan teknologi informasi tersebut dalam pengelolaan keuangan usahanya.
Tujuan kegiatan pengabdian ini adalah untuk meningkatkan wawasan dan kemampuan masyarakat Desa Lumbirejo, Kecamatan Gedong Tataan, Pesawaran dalam merencanakan keuangan usahanya dengan memanfaatkan teknologi informasi.","['Universitas Lampung', 'Universitas lampung', 'Universitas Lampung', 'Universitas Lampung']",,,['FEB6'],disk0/00/01/76/30,pub,11,public,2020-02-11 09:07:56,,,TRUE,,,,,,"PELATIHAN PERENCANAAN KEUANGAN KELUARGA PETANI DAN UMKM DENGAN MENGGUNAKAN APLIKASI FINANCIAL BERBASIS TEKNOLOGI INFORMASI DI DESA LUMBIREJO KECAMATAN GEDONG TATAAN, KABUPATEN PESAWARAN",,,,,,['DIPA BLU FEB UNILA'],,,,,,,,
16,show,2020-11-27 06:47:00,26815,,archive,,2020-11-27 06:47:00,"[{'placement': 1, 'eprintid': 26815, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40812', 'pos': 1, 'security': 'public', 'main': 'Peer Review 1. Analysis of  Situasional Organization...pdf', 'files': [{'hash': 'cdb20c9c653f7d3131598d1689b85a95', 'mime_type': 'application/pdf', 'fileid': 240876, 'datasetid': 'document', 'mtime': '2020-11-27 05:31:52', 'hash_type': 'MD5', 'filename': 'Peer Review 1. Analysis of  Situasional Organization...pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240876', 'objectid': 40812, 'filesize': 487519}], 'docid': 40812, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,588,"Hasil Review Peer Group. ""Analysis of Situational Organization and Leadership in the Improvement of Institutional Performance of State Universities with Public Service in Indonesia""",article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'family': 'Jimad', 'lineage': None, 'honourific': None, 'given': 'Habibullah'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Maarif', 'given': 'M Syamsul'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Affandi', 'given': 'M Joko'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sukmawati', 'given': 'Anggraini'}, 'id': None}]",,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/26815,2018-12-01 00:00:00.000000000,"AThis research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work.",,,,['FEB6'],disk0/00/02/68/15,pub,9,public,2020-11-27 06:47:00,12.0,,TRUE,,,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
17,show,2020-07-17 02:17:13,23226,,archive,https://rjoas.com/issue-2018-12/,2020-07-17 02:17:13,"[{'files': [{'mime_type': 'application/pdf', 'hash': '04a6b2fd0bb640274804330955052209', 'fileid': 212667, 'datasetid': 'document', 'mtime': '2020-07-16 13:18:02', 'hash_type': 'MD5', 'filename': 'RJOAS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/212667', 'filesize': 190264, 'objectid': 36786}], 'main': 'RJOAS.pdf', 'docid': 36786, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 23226, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36786', 'security': 'public'}]",,588,"ANALYSIS OF SITUATIONAL ORGANIZATION AND LEADERSHIP 
IN THE IMPROVEMENT OF INSTITUTIONAL PERFORMANCE OF STATE UNIVERSITIES WITH PUBLIC SERVICE IN INDONESIA",article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'honourific': None, 'lineage': None, 'family': 'Jimad', 'given': 'Habibullah'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Maarif', 'given': 'M. Syamsul'}, 'id': None}, {'id': None, 'name': {'given': 'M. Joko', 'honourific': None, 'family': 'Affandi', 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Sukmawati', 'given': 'Anggraini'}}]",,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23226,2018-12-01 00:00:00.000000000,"This research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work.",,,,['FEB6'],disk0/00/02/32/26,pub,6,public,2020-07-17 02:17:13,12.0,,TRUE,,,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
18,show,2020-11-27 06:47:08,26817,,archive,,2020-11-27 06:47:08,"[{'docid': 40816, 'main': 'ANALYSIS SITUATIONAL ORGANIZATION_1.PDF', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/240893', 'filename': 'ANALYSIS SITUATIONAL ORGANIZATION_1.PDF', 'objectid': 40816, 'filesize': 2700801, 'mtime': '2020-11-27 06:23:28', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '82616f7d1da2f7a0d7442e84743a32d1', 'datasetid': 'document', 'fileid': 240893}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'placement': 1, 'eprintid': 26817, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40816', 'security': 'public'}]",,588,Uji Similarity Jurnal Internasional. Analysis of Situational Organization and Leadership in the Improvement of Institutional Performance of State Universities with Public Service in Indonesia,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'lineage': None, 'family': 'Jimad', 'honourific': None, 'given': 'Habibullah'}}, {'id': None, 'name': {'lineage': None, 'family': 'Maarif', 'honourific': None, 'given': 'M.Syamsul'}}, {'id': None, 'name': {'given': 'Affandi M', 'honourific': None, 'family': 'Joko', 'lineage': None}}, {'id': None, 'name': {'given': 'Anggraini', 'honourific': None, 'family': 'Sukmawati', 'lineage': None}}]",,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/26817,2018-12-01 00:00:00.000000000,"This research aims to analyze situational organization and leadership in the performance 
improvement of State University (PTN) with Public Service (BLU) in Indonesia. The analysis 
was done by using descriptive statistics at three educational institutions based on the area 
and the PTN ranking of The Research and Technology and Higher Education Ministry 
(Kemenristekdikti) version in 2015-2017, i.e. Lampung University, Sebelas Maret University, 
and Gorontalo State University. A sampling collection method used a nonprobability 
sampling with purposive sampling technique. The research result shows that the 
transformation of PTN BLU gets a support and gives a positive impact on organizational 
improvement. However, the transformation has done still limits to the flexibility in financial 
management. Government and independence are still intervened by the government. 
Leaders’ behavior expected by their follower is an optimist transformational leader behavior 
about organizational future and believes that the organization’s goal can be achieved. Such a 
leadership expected by PTN BLU is a leader who is able to express an idea clearly and 
openly to other people to ease a goal achievement. A PTN BLU leader also has to have 
good academic competence, reflected from the ability to produce quality academic work",,,,['FEB6'],disk0/00/02/68/17,pub,7,public,2020-11-27 06:47:08,12.0,,TRUE,,,84.0,143-152,2226-1184,Russian Journal of Agricultural and Socio-Economic Sciences,,,,,,,,,,,,,,
19,show,2020-11-27 07:28:49,26826,,archive,,2020-11-27 07:28:49,"[{'format': 'text', 'main': 'Pemberdayaan Perempuan Dalam Rang Meningkatkan Ekonomi Keluarga Pengenalan Usaha Rajutan Di Kelurahan Enggal, Kecamatan Enggal, Kota Bandar Lampung.pdf', 'docid': 40825, 'files': [{'datasetid': 'document', 'fileid': 240961, 'hash': 'ad51fcab8b7d7a1fe1975a8e916a2b70', 'mime_type': 'application/pdf', 'objectid': 40825, 'filesize': 1929032, 'filename': 'Pemberdayaan Perempuan Dalam Rang Meningkatkan Ekonomi Keluarga Pengenalan Usaha Rajutan Di Kelurahan Enggal, Kecamatan Enggal, Kota Bandar Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240961', 'hash_type': 'MD5', 'mtime': '2020-11-27 07:22:27'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 26826, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40825'}]",,588,"Hasil Uji Similarity. Pemberdayaan Perempuan  Dalam Rang Meningkatkan Ekonomi Keluarga: Pengenalan Usaha 
Rajutan Di Kelurahan Enggal, Kecamatan Enggal,  
Kota Bandar Lampung",article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'honourific': None, 'lineage': None, 'family': 'Jimad', 'given': 'Habibullah'}}, {'id': 'ocha.lina77@gmail.com', 'name': {'given': 'Roslina', 'honourific': None, 'family': 'Roslina', 'lineage': None}}, {'id': None, 'name': {'given': 'Rinaldi', 'family': 'Bursan', 'lineage': None, 'honourific': None}}, {'id': 'zainnur@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'M.Rusdi', 'given': 'Zainnur'}}]",,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/26826,2018-11-01 00:00:00.000000000,"Pemberdayaan perempuan dapat memperbaiki posisi tawar perempuan untuk meningkatkan kekuatan dan 
untuk merubah sendiri nasibnya. Masih banyaknya perempuan yang berprofesi sebagai ibu rumah tangga 
membuat sebagian perempuan yang ada di Kelurahan Enggal, Kecamatan Enggal, Bandar Lampung kurang 
mampu memaksimalkan potensi dirinya. Kegiatan pengabdian ini bertujuan untuk menambah pengetahuan 
perempuan tentang pentingnya pemberdayaan perempuan dalam rangka meningkatkan kualitas dan 
memaksimalkan potensi perempuan melalui kegiatan rajutan yang dapat dikerjakan di waktu senggang. 
Diharapkan hasil yang diperoleh nantinya dapat dipasarkan dan menambah pemasukan bagi keluarga. 
Kegiatan dilakukan dengan format pelatihan dengan memberikan materi untuk menambah pengetahuan 
peserta pelatihan serta mengenalkan usaha rajutan melalui pelatihan merajut. Kegiatan pengabdian kepada 
masyarakat di Kelurahan Enggal, Kecamatan Enggal, Bandar Lampung telah mampu mencapai hasil yang 
diinginkan yaitu meningkatnya pengetahuan masyarakat tentang pentingnya menambah pendapatan keluarga 
melalui kegiatan pemberdayaan perempuan. Selain itu, kegiatan pengenalan usaha rajutan juga menunjukkan 
hasil yang mengembirakan, yaitu semakin banyaknya perempuan yang bias merajut dan adanya perubahan 
perilaku perempuan di Kelurahan Enggal untuk mengisi waktu luang dengan merajut, sehingga dihasilkan 
beberapa produk dari kegiatan pelatihan yang telah dilakukan. Peserta juga menginginkan adanya tindak 
lanjut dari kegiatan yang dilakukan, dengan menambah penget",,,Fakultas Ekonomi dan Bisnis,['FEB6'],disk0/00/02/68/26,pub,6,public,2020-11-27 07:28:49,,,TRUE,,,,121-128,9786025343605,Prosiding Pengabdian Kepada Masyarakat,,,,,,,,,,,,,,
