,event_type,divisions,dir,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,event_title,date,uri,abstract,title,refereed,event_dates,pres_type,type,creators,event_location,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,pagerange,number,publication,volume,related_url,official_url,contributors,publisher,issn,corp_creators,place_of_pub,id_number,contact_email,succeeds,referencetext,isbn,pages,book_title,editors,funders,keywords,projects
43,,['FEB6'],disk0/00/03/00/57,7,submitted,public,2021-05-07 03:45:39,submitted,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30057,"Form Penilaian Reviewer: 
This study aims to examine the anomaly size effect in Indonesian capital market. The study was conducted during the period 2010-2018 which had 2,605 observations data. The research model used OLS regression panel data to test the hypotheses. The results support the hypothesis that size, beta, and MTBA affect firm returns. In addition, it was found that small firms produced higher returns compared to big firms. However, the risk of small firms was lower than big firms. The low beta of a small firm shown that the effect of market fluctuations on the fluctuations of stock prices of small firms was low. In addition, it was found that the market to book value of small firms was lower than that of big firms. The low market to book value of small firms indicated that the market valued low small firms but still had a high profit opportunity.","Form Penilaian Reviewer: Size Anomaly, Beta, Return, Momentum in the Indonesia Stock Exchange",,,,other,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Hendrawaty', 'honourific': None, 'given': 'Ernie'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Kupefaksi', 'given': 'Mahatma'}}]",,show,2021-05-07 03:45:39,archive,30057,2021-05-07 03:45:39,"[{'format': 'text', 'main': '3. Reviewer Size Anomaly, Beta, Return.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/356331', 'filename': '3. Reviewer Size Anomaly, Beta, Return.pdf', 'filesize': 463710, 'objectid': 134936, 'mtime': '2021-05-07 03:05:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '04b82866ec8a7d8dad157d429e8729d5', 'datasetid': 'document', 'fileid': 356331}], 'docid': 134936, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 30057, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134936'}]",1031,,,,,[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/20582'}],http://www.iratde.com/index.php/jtde/article/view/591,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Hendrawaty', 'lineage': None, 'given': 'Ernie'}}, {'name': {'honourific': None, 'family': 'Kupefaksi', 'lineage': None, 'given': 'Mahatma'}}]",IRATDE,,['University Of Lampung'],,,,,,,,,,,,
44,,['FEB6'],disk0/00/02/32/75,7,pub,public,2020-07-21 07:41:38,published,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/23275,"SIMILARITY CHECK:

This study aims to examine the anomaly size effect in Indonesian capital market. The study was conducted during the period 2010-2018 which had 2,605 observations data. The research model used OLS regression panel data to test the hypotheses. The results support the hypothesis that size, beta, and MTBA affect firm returns. In addition, it was found that small firms produced higher returns compared to big firms. However, the risk of small firms was lower than big firms. The low beta of a small firm shown that the effect of market fluctuations on the fluctuations of stock prices of small firms was low. In addition, it was found that the market to book value of small firms was lower than that of big firms. The low market to book value of small firms indicated that the market valued low small firms but still had a high profit opportunity.
Keywords: Size Anomaly, beta, return, market efficient","Size Anomaly, Beta, Return, Momentum in the Indonesia Stock Exchange",,,,other,"[{'name': {'lineage': None, 'family': 'Hasnawati', 'honourific': None, 'given': 'Sri'}, 'id': 'sri.hasnawati@feb.unila.ac.id'}, {'name': {'given': 'Ernie', 'honourific': None, 'lineage': None, 'family': 'Hendrawaty'}, 'id': 'ernie.hendrawaty@feb.unila.ac.id'}, {'name': {'family': 'Kupefaksi', 'lineage': None, 'honourific': None, 'given': 'Mahatma'}, 'id': None}]",,show,2020-07-21 07:41:38,archive,23275,2020-07-21 07:41:38,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36837', 'eprintid': 23275, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Similarity Check Size Anomaly, Beta, Return, Momentum in the Indonesia Stock Exchange-2.pdf', 'docid': 36837, 'files': [{'mtime': '2020-07-21 06:50:23', 'hash_type': 'MD5', 'filename': 'Similarity Check Size Anomaly, Beta, Return, Momentum in the Indonesia Stock Exchange-2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/213034', 'filesize': 3526169, 'objectid': 36837, 'mime_type': 'application/pdf', 'hash': 'f18332954827f4ea02f0d4c380600325', 'datasetid': 'document', 'fileid': 213034}]}]",1031,,,,,[{'url': 'http://www.iratde.com/index.php/jtde/article/view/591'}],http://repository.lppm.unila.ac.id/id/eprint/20582,,IRATDE,,['Universitas Lapung'],,591-Article Text-1041-1-10-20200515 (1).pdf,,,,,,,,,,
45,,['FEB6'],disk0/00/02/05/82,7,pub,public,2020-05-27 01:42:06,published,['HG'],,2020-05-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20582,"This study aims to examine the anomaly size effect in Indonesian capital market. The study was conducted during  the  period  2010-2018  which  had  2,605  observations  data.  The  research  model  used  OLS  regression  panel data  to  test  the  hypotheses.  The  results  support  the  hypothesis  that  size,  beta,  and  MTBA  affect firmreturns.  In addition, it was found that small firmsproduced higher returns compared to big firms. However, the risk of small firmswas  lower  than big  firms. The  low  beta  of a  small firmshown  that  the  effect  of  market fluctuations on  the fluctuations of stock prices of small firmswas low. In addition, it was found that the market to book value of small firmswas  lower  than  that  of big  firms.  The  low  market  to  book  value  of  small firmsindicated  that  the  market valued low small firmsbut still had a high profit opportunity","Size Anomaly, Beta, Return, Momentumin the Indonesia Stock Exchange",TRUE,,,article,"[{'id': None, 'name': {'family': 'Hasnawati', 'lineage': None, 'honourific': None, 'given': 'Sri'}}, {'id': 'ehendrawaty@gmail.com', 'name': {'given': 'Ernie', 'lineage': None, 'family': 'Hendrawaty', 'honourific': None}}, {'id': 'mahapaksi@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Mahatma', 'given': 'Kufepaksi'}}]",,show,2020-05-27 01:42:06,archive,20582,2020-05-27 01:42:06,"[{'eprintid': 20582, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33929', 'pos': 1, 'format': 'text', 'main': '591-Article Text-1041-1-10-20200515 (1).pdf', 'docid': 33929, 'files': [{'filename': '591-Article Text-1041-1-10-20200515 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/193162', 'objectid': 33929, 'filesize': 277017, 'mtime': '2020-05-26 15:05:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fb61f3a17b946cdbfcee203dae827957', 'datasetid': 'document', 'fileid': 193162}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",667,125-139,1,Talent Development and Excellence,Vol.12,"[{'url': 'http://iratde.com/index.php/jtde/article/view/591/448', 'type': 'pub'}]",http://www.iratde.com/index.php/jtde,,International Research Associationfor Talent Development and Excellence http://www.iratde.com,ISSN1869-0459(print)/ISSN1869-2885(online),,,,,,,,,,,,,
46,,['FEB6'],disk0/00/03/00/17,9,pub,public,2021-05-06 06:47:20,published,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30017,"HASIL REVIEW ARTIKLE: 

Alternative funding from an external company is through an inclusion mechanism that is generally done by selling company shares to the public or often known by going public terms. If the Company already decided to take Go Public at the beginning, have to start their initial company share known as Initial Public Offering (IPO). The absence of an observable previous market price to be used as a bid determination makes the initial stock price determination at IPO very difficult. If the price of shares on the primary market (IPO) is lower than shares price on the secondary market on the first day, then there will be a phenomenon of low prices on the initial offering market, which is referred to as Underpricing. Several factors affect the Underpricing, which are Underwriter Reputation, The Age of Company, The Company Size, and Return on Asset.","Hasil Review Article  Analysis of Factors Which Affect Company
Shares Underpricing Level at Initial public
offering (IPO) on the Indonesia Stock
Exchange Period 2013-2018",,,,other,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hasnawati', 'given': 'Sri'}}, {'id': None, 'name': {'lineage': None, 'family': 'ariyanto', 'honourific': None, 'given': 'ariyanto'}}, {'name': {'given': 'Hendrawaty', 'honourific': None, 'family': 'Ernie', 'lineage': None}, 'id': None}]",,show,2021-05-06 06:47:20,archive,30017,2021-05-06 06:47:20,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/134737', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 30017, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 134737, 'main': '1. Analysis of factory which affect company shares underpericing level......pdf', 'files': [{'filesize': 1215785, 'objectid': 134737, 'filename': '1. Analysis of factory which affect company shares underpericing level......pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355833', 'hash_type': 'MD5', 'mtime': '2021-05-06 02:33:38', 'datasetid': 'document', 'fileid': 355833, 'mime_type': 'application/pdf', 'hash': '321d1d68d87467c6350b48e1791cf47b'}], 'format': 'text'}]",1031,,,,,[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/24462'}],http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=683,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}, {'name': {'given': 'Ariyanto', 'honourific': None, 'family': 'Ariyanto', 'lineage': None}}, {'name': {'given': 'Ernie', 'honourific': None, 'family': 'Hendrawaty', 'lineage': None}}]",IJEMS,,['University of Lampung'],,,,,,,,,,,,
47,conference,['FEB6'],disk0/00/02/62/86,14,inpress,public,2020-11-19 11:39:21,,"['BF', 'H1']","The 3rd International Conference of Economics, Business and Entrepreneurship (ICEBE3)",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/26286,"This set of tests sought to examine the influence of affectivity on OCB. The use of Affective
Event Theory could have deﬁnitively influenced the results of this study. There have been limited studies
on the impact of positive and negative affectivity on OCB simultaneously. Overall, the study of the effect
of negative affectivity on OCB is inconclusive. The novelty of this study is the finding of the effect of
negative affectivity on OCB. This study identifies the area of Sharia Banks as an area requiring further
investigation. The sample is 115 employees from four Sharia banks in Lampung. The findings show that
positive affectivity influence OCB positively. But also, negative affectivity influence OCB negatively.
This study suggests that employees who experience positive feelings will behave in sportsmanship,
altruism, politeness, awareness, and civic virtue. In contrast, employees with negative feelings tend to
impact behavior negatively.",Antecedent of Organizational Citizenship Behavior:  Positive and Negative Affectivity,TRUE,,paper,conference_item,"[{'name': {'given': 'Keumala', 'family': 'Hayati', 'lineage': None, 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}]",,show,2020-11-19 11:39:21,archive,26286,2020-11-19 11:39:21,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40167', 'security': 'public', 'placement': 1, 'eprintid': 26286, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-19 10:18:49', 'objectid': 40167, 'filesize': 1241493, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236635', 'filename': 'ISBN Abstract Book_ICEBE 2020.pdf', 'fileid': 236635, 'datasetid': 'document', 'hash': '82e771d4216feebe06ac38b5a9c1ff1c', 'mime_type': 'application/pdf'}], 'main': 'ISBN Abstract Book_ICEBE 2020.pdf', 'docid': 40167, 'format': 'text'}]",108,,,,,,,,,,,,,,,,,,,,,,
48,,['FEB6'],disk0_bak/00/04/92/66,9,pub,restricted,2023-03-27 00:55:34,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49266,"Abstract-Purpose – The purpose of this study was to determine the relationship between career development
practices (career planning dimensions, and mentoring), competence, self-efficacy, and family support toward
lecturer performance to a professors at the 3 (three) Universities established in the city of Bandar Lampung,
Lampung Province, Indonesia.
Design/methodology/approach – The research method uses a quantitative descriptive method with multiple linear
regression analysis using the help of IBM SPSS Version 22. This research was carried out for 3 months by giving
questionnaires by simple random sampling to respondents Doctorate qualified Lecturers, and career paths of
Lecturers (“Lektor”), and Head Lecturer (“Lektor Kepala”) at the 3 (three) Universities established in the city of
Bandar Lampung, Lampung Province, Indonesia.
Findings – The results of the study concluded that 1) there was no influence between Career Planning on the
Performance of Lecturers to a Professors; 2) there is no influence between Mentoring on the Performance of
Lecturers to a Professors; 3) there is no influence between Competence on Lecturer Performance towards
aProfessors; 4) there is a significant positive effect between Self-efficacy on the Performance of Lecturers to a
Professors; 5) there is no influence between Family Support on the Performance of Lecturers to a Professors; 6)
there is a significant positive effect between Career Planning; Mentoring, Competence, Self-efficacy, and Family
Support together or simultaneously on the Performance of Lecturers to a Professorship.
Research limitations/implications – This research focuses on the variables of Career Development Practices
(limited only to the dimensions of Career Planning, and Mentoring); Individual Internal Factors (limited to only
Competency and Self-efficacy variables); External Factors (limited only Family Support variables), and Lecturer
Performance (limited to the performance towards the Professor), although there may be other variables that
influence. This research is the performance of Lecturers to a Professors in the Indonesian context, may be different
from the performance of Lecturers to a Professors in other countries internationally. The findings have implications
both theoretically and practically. This finding has implications both theoretically and practically. Theoretically,the
construct of self-efficacy influences the performance of lecturers toward a professors. While career planning,
mentoring, competence, and family support are ""latent energy"" that is ready to ""explode"" by triggers other constructs
such as motivation or proactive behavior towards the performance of lecturers toward the a Professors.Practically,
this finding has implications for individuals, and practitioners of human resource management, and university
leaders in developing the career success of their lecturers towards a Professors. Practical interventions are suggested
to help individuals, and organizations to achieve the career success of the Lecturer towards a Professors.
Practical implications – This finding has implications for individuals, and practitioners of human resource
management, and university leaders in developing the career success of their lecturers towards a Professors.
Practical interventions are suggested to help individuals, and organizations to achieve the career success of the
Lecturer towards a Professors.
Originality/value – This finding contributes to the literature by showing how the relationship between career
development practices (dimensions of career planning, and mentoring), competence, self-efficacy, and family
support for the performance of Lecturers to a Professors.","The Effect Of Career Development Practices, Competence,Self-Efficacy And Family Supporttoward Lecturer Performance To A Professors",,,,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'family': 'Hayati', 'lineage': None, 'honourific': None, 'given': 'Keumala'}}]",,show,2023-03-27 00:55:34,archive,49266,2023-03-27 00:55:34,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'docid': 188816, 'main': '2020_Jardcs Heru Korespondensi.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-27 00:42:12', 'filesize': 330721, 'objectid': 188816, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535104', 'filename': '2020_Jardcs Heru Korespondensi.pdf', 'datasetid': 'document', 'fileid': 535104, 'mime_type': 'application/pdf', 'hash': '4b289cffeb905bc90c865a51586001a5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188816', 'security': 'validuser', 'placement': 1, 'eprintid': 49266}]",108,,,,,,https://www.jardcs.org/abstract.php?id=6022,,JARDCS,,,,,,,,,,,,,,
49,,['FEB6'],disk0_bak/00/04/92/92,8,pub,restricted,2023-03-27 05:01:51,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49292,,HISTORI PUBLIKASI MANUSKRIP PENGARUH AMBIGUITAS PERAN DAN KONFLIK PERAN TERHADAP KREATIVITAS KARYAWAN,,,,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'family': 'Hayati', 'lineage': None, 'honourific': None}}]",,show,2023-03-27 05:01:51,archive,49292,2023-03-27 05:01:51,"[{'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 188840, 'main': '2020_jbm Tamba korespondensi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535350', 'filename': '2020_jbm Tamba korespondensi.pdf', 'objectid': 188840, 'filesize': 301090, 'mtime': '2023-03-27 04:43:02', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '707a4abef3011c271cb6bce72bbf489d', 'fileid': 535350, 'datasetid': 'document'}], 'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188840', 'eprintid': 49292, 'placement': 1}]",108,,,,,,,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,
50,,['FEB6'],disk0_bak/00/04/92/87,8,pub,restricted,2023-03-27 04:18:26,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49287,"Penelitian ini bertujuan untuk mengetahui pengaruh kepribadian, kecerdasan emosional dan kecerdasan spiritual terhadap kinerja karyawan. Sampel penelitian adalah 208 karyawan yang bekerja pada perusahaan retail di Lampung. Pengumpulan data dilakukan dengan menggunakan kuesioner, sedangkan alat analisis data menggunakan SPSS. Hasil penelitian menunjukkan bahwa kepribadian, kecerdasan emosional dan kecerdasan spiritual berpengaruh positif terhadap kinerja karyawan.Kecerdasan spiritual memiliki pengaruh paling besar dibandingkan kepribadian dan kecerdasan emosional. Saran penelitian ini adalah untuk meningkatkan kepercayaan dirikaryawan, senantiasaberfikir dengan baik untuk merespons setiap situasi, memiliki tenggang rasaagardapat memahamiemosi teman kerja dengan lebih baik, serta memperhatikan kemampuan karyawan mengatur rencana kerjasendiri untuk memaksimalkan pekerjaan serta selesai tepat waktu","HISTORI PUBLIKASI MANUSKRIP PENGARUH KEPRIBADIAN, KECERDASAN EMOSIONAL DAN KECERDASAN SPIRITUAL TERHADAP KINERJA KARYAWAN",,,,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'family': 'Hayati', 'lineage': None, 'honourific': None, 'given': 'Keumala'}}]",,show,2023-03-27 04:18:26,archive,49287,2023-03-27 04:18:26,"[{'main': '2020_jbm Octavia korespondensi.pdf', 'docid': 188835, 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-27 04:02:52', 'objectid': 188835, 'filesize': 306311, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535304', 'filename': '2020_jbm Octavia korespondensi.pdf', 'fileid': 535304, 'datasetid': 'document', 'hash': '8c4627a69d10bc7150de5e62c3be890b', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 49287, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188835', 'security': 'validuser'}]",108,,,,,,,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,
51,,['FEB6'],disk0_bak/00/04/92/88,8,pub,restricted,2023-03-27 04:18:29,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49288,,HISTORY OF MANUSCRIPT PUBLICATION Effect of Ethical Leadership on Performance: Validation of Task Performance Measurement in Banking Context,,,,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hayati', 'given': 'Keumala'}}]",,show,2023-03-27 04:18:29,archive,49288,2023-03-27 04:18:29,"[{'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188837', 'eprintid': 49288, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'text', 'docid': 188837, 'main': '2020_Artikel Kania Korespondensi.pdf', 'files': [{'datasetid': 'document', 'fileid': 535316, 'hash': '27f4f3cb86ec5938f8e94643afc9064c', 'mime_type': 'application/pdf', 'objectid': 188837, 'filesize': 330571, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535316', 'filename': '2020_Artikel Kania Korespondensi.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-27 04:10:16'}]}]",108,,,,,,,,Test Engineering,,,,,,,,,,,,,,
52,,['FEB6'],disk0_bak/00/04/92/90,8,pub,restricted,2023-03-27 04:18:34,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49290,,HISTORY OF MANUSCRIPT PUBLICATION THE EFFECT OF THE TRANSITION DIMENSIONS TOWARD RETIREMENT ON JOB SATISFACTION OF EMPLOYEE HEAVY EQUIPMENT FINANCING SERVICE COMPANY (LEASING) IN LAMPUNG,,,,other,"[{'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,show,2023-03-27 04:18:34,archive,49290,2023-03-27 04:18:34,"[{'placement': 1, 'eprintid': 49290, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188838', 'security': 'validuser', 'docid': 188838, 'main': '2020_Iqbal Korespondensi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535327', 'filename': '2020_Iqbal Korespondensi.pdf', 'objectid': 188838, 'filesize': 469306, 'mtime': '2023-03-27 04:14:15', 'hash_type': 'MD5', 'hash': 'c3d926fbaa2b728920bd9e83547115db', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 535327}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf'}]",108,,,,,,,,PALARCH,,,,,,,,,,,,,,
53,,['FEB6'],disk0_bak/00/04/92/67,8,pub,restricted,2023-03-27 02:02:28,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49267,"Suatu perusahaan akan maju dan mencapai suatu tahap keberhasilan jika mampu memiliki sumber daya manusia yang percaya dan merasa terikat dengan perusahaan tersebut. Dalam setiap perusahaan, karyawan memiliki hak dalam menerima apa yang menjadi kebutuhannya seperti kompensasi dan kepercayaan, dan ini harus diberikan oleh perusahaan mengingat karyawan akan bekerja dengan baik dan merasa terikat dengan perusahaan tempat mereka bekerja sehingga memberikan seluruh kemampuan yang mereka miliki. Permasalahan mengenai karyawan yang merasa terikat dengan perusahaan banyak dialami dalam suatu perusahaan, seperti perusahaan yang berkecimpung di dunia e-commerce atau jual beli online di Bandarlampung. Kurangnya keterikatan karyawan terhadap perusahaan membuat perusahaan atau organisasi kesulitan untuk bekerja dengan baik dan mempertahankan sumber daya manusia terbaik yang perusahaan miliki.
Penelitian ini bertujuan untuk mengetahui pengaruh Kompensasi dan Kepercayaan terhadap Keterikatan Karyawan pada Perusahaan e-commerce di Bandarlampung. Metode yang digunakan untuk mengumpulkan data pada penelitian ini menggunakan kuesioner. Sampel yang digunakan dalam penelitian ini berjumlah 100 responden. Metode pengambilan sampel dalam penelitian ini ialah non probability sampling dengan teknik purposive sampling. Alat analisis dalam penelitian ini adalah analisis regresi linier berganda dan uji t. Hasil dari penelitian menunjukkan bahwa kompensasi (X1) dan kepercayaan berpengaruh positif dan signifikan terhadap keterikatan karyawan (Y). Pengaruh kepercayaan terhadap keterikatan karyawan lebih besar daripada pengaruh kompensasi terhadap keterikatan karyawan. Manajer perusahaan e-commerce di kota Bandarlampung dapat memberikan kompensasi dan kepercayaan yang baik dan tepat kepada para karyawan serta karyawan harus terus meningkatkan keberanian untuk bertindak, berkreasi, mengidentifikasi dan memanfaatkan peluang, serta memiliki inovasi-inovasi demi kemajuan perusahaan.",PENGARUH KOMPENSASI DAN KEPERCAYAAN TERHADAP KETERIKATAN KARYAWAN PADA PERUSAHAAN E-COMMERCE DI BANDARLAMPUNG,,,,other,"[{'name': {'given': 'Keumala', 'lineage': None, 'family': 'Hayati', 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}]",,show,2023-03-27 02:02:28,archive,49267,2023-03-27 02:02:28,"[{'docid': 188817, 'main': '2020_jbm Limpad korespondensi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'd945622494634c37b239398c645ee294', 'datasetid': 'document', 'fileid': 535113, 'mtime': '2023-03-27 00:53:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535113', 'filename': '2020_jbm Limpad korespondensi.pdf', 'objectid': 188817, 'filesize': 339918}], 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 49267, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188817', 'pos': 1, 'security': 'validuser'}]",108,,,,,,http://jurnal.feb.unila.ac.id/index.php/jbm,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,
54,,['FEB6'],disk0_bak/00/04/90/58,8,unpub,restricted,2023-03-21 01:51:02,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49058,,2020_Prosiding_Internasional ICEBE_EAI,,,,other,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'family': 'Hayati', 'lineage': None, 'honourific': None, 'given': 'Keumala'}}, {'name': {'family': 'Caniago', 'lineage': None, 'honourific': None, 'given': 'Indra'}, 'id': 'igoc4n@gmail.com'}]",,show,2023-03-21 01:51:02,archive,49058,2023-03-21 01:51:02,"[{'placement': 1, 'eprintid': 49058, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188506', 'formatdesc': '2020_Prosiding_Internasional_IAI', 'security': 'validuser', 'main': '2020_Prosiding_Internasional_IAI Turnitin.pdf', 'files': [{'hash': '93a0f6fdb331474ed3391cfb8cf790f6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 533431, 'filename': '2020_Prosiding_Internasional_IAI Turnitin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/533431', 'objectid': 188506, 'filesize': 1115092, 'mtime': '2023-03-21 01:16:41', 'hash_type': 'MD5'}], 'docid': 188506, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",108,,,,,,,,ICEBE - EAI,,,,,,,,,,,,,,
