,volume,corp_creators,abstract,date,uri,subjects,date_type,status_changed,issn,full_text_status,rev_number,ispublished,publication,publisher,dir,divisions,number,userid,contributors,documents,lastmod,eprintid,eprint_status,datestamp,pagerange,metadata_visibility,type,creators,refereed,title,official_url,related_url,contact_email,event_location,event_dates,pres_type,event_type,event_title,id_number,pages,referencetext,monograph_type,succeeds,isbn,place_of_pub,department,institution,series,book_title
79,,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/32359,['HJ'],published,2021-06-08 16:21:52,,public,7,pub,,,disk0/00/03/23/59,['FEB4'],,571,,"[{'placement': 1, 'eprintid': 32359, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146778', 'pos': 1, 'security': 'public', 'main': 'Faila Suffah ICEBE.pdf', 'files': [{'filename': 'Faila Suffah ICEBE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/382897', 'filesize': 3234401, 'objectid': 146778, 'mtime': '2021-06-08 14:32:00', 'hash_type': 'MD5', 'hash': '2ffd51ec11a67d7700a7d21fe4093323', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 382897}], 'docid': 146778, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-06-08 16:21:52,32359,archive,2021-06-08 16:21:52,249-252,show,conference_item,"[{'name': {'family': 'Suffah', 'lineage': None, 'honourific': None, 'given': 'Faila'}, 'id': None}, {'id': 'rindu.gamayuni@yahoo.com', 'name': {'given': 'Rindu Rika', 'lineage': None, 'family': 'Gamayuni', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Gustiawaty Dewi', 'honourific': None, 'given': 'Fajar'}, 'id': 'fajargd@yahoo.com'}]",FALSE,A Study of village fund management to achieve good governance,,,,Bandar Lampung,1 November 2019,paper,conference,International Conference of Economics and Business and Entrepreneurship,,,,,,,,,,,
80,25,,"Profitability has information to determine the level of profit that the company recieves in a certain period of time and the productivity of the use of comapny’s funds, both loan capital and own capital, which can be used by investors and potential investors as a basis for making decision in investing.This studi aims to determine the extent to which the application of fintech affects the profitability, finding out to what extent third party funds affects the profitability, and to find out to what extent does operational efficiency affects profitability of Banking Companies listed in IDX in year 2014-2018. Samples in this research is chosen using purposive sampling method, and obtained 102 samples. The result shows that the application of financial technology, third party funds, and operational efficiency has a positive and significant effect on profitability.",2020-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31936,['AI'],,2021-06-04 01:34:44,1410-1831,public,8,pub,Jurnal Akuntansi dan Keuangan,Fakultas Ekonomi Universitas Lampung,disk0/00/03/19/36,['FEB4'],2,1129,,"[{'placement': 1, 'eprintid': 31936, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144671', 'pos': 1, 'security': 'public', 'docid': 144671, 'main': 'JAK-Juli-2020_compressed.pdf', 'files': [{'mtime': '2021-06-03 13:52:54', 'hash_type': 'MD5', 'filename': 'JAK-Juli-2020_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/377990', 'filesize': 1188857, 'objectid': 144671, 'hash': '5418f100fca8dcf06791fcccf1bd44aa', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 377990}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-06-04 01:34:44,31936,archive,2021-06-04 01:34:44,20-30,show,article,"[{'name': {'given': 'Ilham', 'lineage': None, 'family': 'Suwanderi', 'honourific': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Lindrianari', 'given': 'Lindrianasari'}}, {'id': 'niken.kusumawardani@feb.unila.ac.id', 'name': {'given': 'Niken', 'honourific': None, 'lineage': None, 'family': 'Kusumawardani'}}]",TRUE,"Pengaruh Penerapan Fintech, Dana Pihak Ketiga dan Efisiensi Operasional Terhadap Profitabilitas",,,,,,,,,,,,,,,,,,,
81,,,"This study aims to examine the effect of family ownership on company performance. The independent variable in this study is family ownership. The dependent variable in this study is company performance which is reflected by return on assets (ROA). This study uses control variables where the control variables are leverage and company size (size). The sample selected in this study amounted to 39 property, real estate, and building construction companies with the observation year 2011-2013, so the total sample observed was 117. The data were analyzed using Statistical Package for Social Science (SPSS) with linear regression analysis method multiple. Hypothesis testing results indicate that family ownership has a positive effect on company performance.",2020-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41269,"['H1', 'HC']",published,2022-04-12 03:49:50,,public,8,pub,,International Educative Research Foundation and Publisher (IERFP),disk0/00/04/12/69,['FEB4'],,291,"[{'name': {'given': 'Yudastio', 'honourific': None, 'family': 'Yuda', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}, {'id': None, 'name': {'given': 'Fajar', 'family': 'Gustiawaty Dewi', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/CTB'}, {'name': {'given': 'Usep', 'lineage': None, 'family': 'Syaippudin', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/CTB', 'id': 'usep.syaipudin@feb.unila.ac.id'}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/162799', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41269, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': 'c7ed8d8e848b5ae7682e9b0758478acf', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 457709, 'mtime': '2022-04-12 03:42:32', 'hash_type': 'MD5', 'filename': '11. Analysis of Influence of family ownership Towards_Usep S.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/457709', 'objectid': 162799, 'filesize': 266745}], 'main': '11. Analysis of Influence of family ownership Towards_Usep S.pdf', 'docid': 162799, 'format': 'text'}]",2022-04-12 03:49:50,41269,archive,2022-04-12 03:49:50,,show,other,"[{'name': {'given': 'Usep', 'family': 'Syaipudin', 'lineage': None, 'honourific': None}, 'id': 'usep.syaipudin@feb.unila.ac.id'}]",,Lembar Hasil Penilaian Sejawat Sebidang Karya Ilmiah - International Journal for Innovation Education and Research - Vol.8 No. 8 (2020) - Analysis Of Influence of Family Ownership Towards Performance of The Company,https://ijier.net/index.php/ijier/article/view/2537,,,,,,,,https://doi.org/10.31686/ijier.vol8.iss8.2537,,,,,,International Journal for Innovation Education and Research (IJIER),,,,
82,,,,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41256,"['HB', 'HC']",published,2022-04-12 03:49:01,,public,9,pub,,LPPM Unila,disk0/00/04/12/56,['FEB4'],,291,"[{'name': {'family': 'Syaipudin', 'lineage': None, 'honourific': None, 'given': 'Usep'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'usep.syaipudin@feb.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Tubarat', 'lineage': None, 'given': 'Chara  Pratami'}, 'type': 'http://www.loc.gov/loc.terms/relators/CTB', 'id': None}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/CTB', 'name': {'given': 'Agus Zahron', 'family': 'Idris', 'lineage': None, 'honourific': None}}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162771', 'eprintid': 41256, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '7. Pelatihan serta pendampingan penyusunan akt dasar_Usep S.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/457603', 'filename': '7. Pelatihan serta pendampingan penyusunan akt dasar_Usep S.pdf', 'filesize': 256416, 'objectid': 162771, 'mtime': '2022-04-12 01:56:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '438f81875ac1e21c576be3739b847ec4', 'fileid': 457603, 'datasetid': 'document'}], 'docid': 162771}]",2022-04-12 03:49:01,41256,archive,2022-04-12 03:49:01,,show,other,"[{'name': {'given': 'Usep', 'family': 'Syaipudin', 'lineage': None, 'honourific': None}, 'id': 'usep.syaipudin@feb.unila.ac.id'}]",,Lembar Hasil Penilaian Sejawat Sebidang Karya Ilmiah Karya Ilmiah - Jurnal Sumbangsih -Vol.1 (2020) - Pelatihan Serta Pendampingan Penyusunan Akuntansi dasar bagi Lembaga Mikro dan Usaha Kecil dan Menengah (UMKM) di Tiuh Gunung Katun Malay Tulang Bawang Barat,https://sumbangsih.lppm.unila.ac.id/index.php/jsh/index,,,,,,,,,,,,,,LPPM Unila,,,,
83,8,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","One of the obstacles to accelerating national development isthe existence of tax evasion activities or what is commonly 
referred to as tax avoidance. It is estimated that there are 110 trillion rupees each year, the figure for tax evasion. 
Most are business entities, around 80%, the rest are individual taxpayers. This study aims to examine the effect of 
diversification of activities and disclosure of derivative transactions on tax evasion activities. The research was 
conducted on manufacturing companies listed on the Indonesia Stock Exchange from 2014 to 2018, with a sample of 92 companies. The data analysis method for this study used multiple linear regression. The results prove that 
corporate diversification as measured by the hirschman-herfindhl index has no effect on tax avoidance activity. 
Meanwhile, the derivative transaction disclosure variable as measured by the disclosure score has an effect on tax 
avoidance activities.",2020-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31203,['HG'],published,2021-05-29 00:36:01,eISSN : 26563266 | pISSN : 2337408X,public,6,pub,JURNAL PENDIDIKAN AKUNTANSI DAN KEUANGAN,UPI,disk0/00/03/12/03,['FEB4'],2,901,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141000', 'eprintid': 31203, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 141000, 'main': '2020 Utama et al..pdf', 'files': [{'hash': 'fc8e76e6b9187b69b8a72f616a97d777', 'mime_type': 'application/pdf', 'fileid': 369920, 'datasetid': 'document', 'mtime': '2021-05-28 14:48:23', 'hash_type': 'MD5', 'filename': '2020 Utama et al..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/369920', 'filesize': 495349, 'objectid': 141000}]}]",2021-05-29 00:36:01,31203,archive,2021-05-29 00:36:01,223-231,show,article,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Utama', 'given': 'Denny'}}, {'name': {'given': 'Lindrianasari', 'honourific': None, 'lineage': None, 'family': 'Lindrianasari'}, 'id': 'lindrianasari@feb.unila.ac.id'}, {'name': {'given': 'Usep', 'honourific': None, 'family': 'Syaipudin', 'lineage': None}, 'id': 'usepsyaipudin@gmail.com'}]",TRUE,Analysis of the Effect of Business Diversification and Derivative Disclosures on Tax Avoidance in Manufacturing Companies Listed on IDX.,http://ejournal.upi.edu/index.php/JPAK,,,,,,,,,,,,,,,,,,
84,,,-,2020-02-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48244,['H1'],published,2023-02-01 01:44:20,,public,7,pub,,"The Mattingley Publishing Co., Inc",disk0_bak/00/04/82/44,['FEB4'],,257,,"[{'placement': 1, 'eprintid': 48244, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187511', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '65496e81306dbc2ba9c4294ebfe3939d', 'datasetid': 'document', 'fileid': 527139, 'mtime': '2023-01-31 14:33:25', 'hash_type': 'MD5', 'filename': 'peer review development AIS jurnal TEST.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/527139', 'filesize': 1095493, 'objectid': 187511}], 'main': 'peer review development AIS jurnal TEST.pdf', 'docid': 187511, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-02-01 01:44:20,48244,archive,2023-02-01 01:44:20,,show,other,"[{'id': 'ade.widiyanti@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Widiyanti', 'given': 'Ade'}}]",,Hasil review Development of the Accounting Information System as Teaching Content to Improve Information Technology Competency in Graduates,http://www.testmagzine.biz/index.php/testmagzine/article/view/2428/2136,,,,,,,,,,,,,,,,,,
85,,,-,2020-12-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48237,['H1'],published,2023-02-01 01:44:03,,public,7,pub,,Penerbit Goodwood,disk0_bak/00/04/82/37,['FEB4'],,257,,"[{'main': 'peer review peningkatan keterampilan Yumary.pdf', 'docid': 187504, 'files': [{'datasetid': 'document', 'fileid': 527090, 'mime_type': 'application/pdf', 'hash': 'd672eb21b7bf8ec60e4a65addcada501', 'filesize': 1035309, 'objectid': 187504, 'filename': 'peer review peningkatan keterampilan Yumary.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/527090', 'hash_type': 'MD5', 'mtime': '2023-01-31 12:49:03'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 48237, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187504', 'pos': 1, 'security': 'public'}]",2023-02-01 01:44:03,48237,archive,2023-02-01 01:44:03,,show,other,"[{'id': 'ade.widiyanti@feb.unila.ac.id', 'name': {'given': 'Ade', 'lineage': None, 'family': 'Widiyanti', 'honourific': None}}]",,Hasil review Peningkatan keterampilan dan pendapatan ibu-ibu dasawisma dan karang taruna melalui kerajinan pengolahan barang sisa,https://penerbitgoodwood.com/index.php/jpm/article/view/111,,,,,,,,,,,,,,,,,,
86,,,-,2020-02-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48274,['H1'],published,2023-02-03 02:40:55,,public,7,pub,,"The Mattingley Publishing Co., Inc",disk0_bak/00/04/82/74,['FEB4'],,257,,"[{'format': 'text', 'docid': 187540, 'main': 'peer review effect of investigative auditor TEST.pdf', 'files': [{'datasetid': 'document', 'fileid': 527360, 'hash': '2e615373c39ea1782f12edf09550f560', 'mime_type': 'application/pdf', 'filesize': 933242, 'objectid': 187540, 'filename': 'peer review effect of investigative auditor TEST.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/527360', 'hash_type': 'MD5', 'mtime': '2023-02-02 10:26:58'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 48274, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187540', 'pos': 1}]",2023-02-03 02:40:55,48274,archive,2023-02-03 02:40:55,,show,other,"[{'id': 'ade.widiyanti@feb.unila.ac.id', 'name': {'given': 'Ade', 'honourific': None, 'family': 'Widiyanti', 'lineage': None}}]",,Hasil review The Effect Of Investigative Auditor’s Quality On Audit Effectiveness In Proving Fraudulence In The Public Sector,http://www.testmagzine.biz/index.php/testmagzine/article/view/2446/2151,,,,,,,,,,,,,,,,,,
87,1,,"Abstract:
Purpose: Housewives and young people have the potential to support the household economy. Tanjung Raya is one of the families located in the sub-district of Peace in Bandar Lampung. Based on statistical data, the majority of jobs in this sub-district are laborers, of course, this is sad when the location is strategic for conducting business activities, but not many people have used it. The weakness experienced by these residents is the lack of skills so that to overcome this the PkM team took the initiative to carry out activities to increase the skills and income of participant, Tanjung Raya Village in the field of handicraft processing of used goods, especially used cooking oil. This activity is specifically aimed at improving the skills and knowledge of participants.

Method: This PkM activity collaborates with the Nabbay Hanggum community who act as a resource for this activity.

Results: The result of this activity is an increase in the skills of the participants so that it can be concluded that this activity has a positive impact.

Conclusion: This activity has a positive impact on increasing the skills and income of the participant group.

Keywords: Skills, Used oil, Income

Keywords:
1. Skills
2. Used oil
3. Income",2020-12-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/44933,['H1'],published,2022-09-14 03:40:13,2746-0576,public,6,pub,Yumary : Jurnal Pengebdian Kepada Masyarakat,Penerbit Goodwood,disk0/00/04/49/33,['FEB4'],2,257,,"[{'docid': 166853, 'main': 'jurnal yumarry yenni.pdf', 'files': [{'mtime': '2022-09-14 03:05:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484736', 'filename': 'jurnal yumarry yenni.pdf', 'objectid': 166853, 'filesize': 847085, 'mime_type': 'application/pdf', 'hash': 'dfa196ae4e0bd133ecae6964a1cf2cda', 'fileid': 484736, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 44933, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166853', 'pos': 1, 'security': 'public'}]",2022-09-14 03:40:13,44933,archive,2022-09-14 03:40:13,69-79,show,article,"[{'id': 'ade.widiyanti@feb.unila.ac.id', 'name': {'given': 'Ade', 'honourific': None, 'lineage': None, 'family': 'Widiyanti'}}]",TRUE,Peningkatan Keterampilan dan pendapatan ibu-ibu dasawisma dan karang taruna melalui kerajinan pengolahan barang sisa,https://penerbitgoodwood.com/index.php/jpm/article/view/111,,,,,,,,,,,,,,,,,,
88,8,['University of Lampung'],"This study aims to examine the effect of family ownership on company performance. The independent variable in this study is family ownership. The dependent variable in this study is company performance which is reflected by return on assets (ROA). This study uses control variables where the control variables are leverage and company size (size). The sample selected in this study amounted to 39 property, real estate, and building construction companies with the observation year 2011-2013, so the total sample observed was 117. The data were analyzed using Statistical Package for Social Science (SPSS) with linear regression analysis method multiple. Hypothesis testing results indicate that family ownership has a positive effect on company performance.",2020-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25901,['H1'],published,2020-11-18 01:30:00,2411-2933,none,7,pub,International Journal for Innovation Education and Research,International Educative Research Foundation and Publisher,disk0/00/02/59/01,['FEB4'],8,331,,,2020-11-18 01:30:00,25901,archive,2020-11-18 01:30:00,432-444,show,article,"[{'name': {'honourific': None, 'family': 'Yuda', 'lineage': None, 'given': 'Yudastio'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Dewi', 'given': 'Fajar Gustiawaty'}}, {'name': {'lineage': None, 'family': 'Syaipudin', 'honourific': None, 'given': 'Usep'}}]",TRUE,ANALYSIS OF INFLUENCE OF FAMILY OWNERSHIP TOWARDS PERFORMANCE OF THE COMPANY,https://doi.org/10.31686/ijier.vol8.issX.0,"[{'url': 'https://www.ijier.net/ijier/article/view/2537/1794', 'type': 'pub'}]",,,,,,,,,,,,,,,,,
89,1,"['Jurusan Akuntansi, Fakultas Ekonomi dan Bisnis, Universitas Lampung,BandarLampung', 'Jurusan Akuntansi, Fakultas Ekonomi dan Bisnis, Universitas Lampung,BandarLampung', 'Jurusan Akuntansi, Fakultas Ekonomi dan Bisnis, Universitas Lampung,BandarLampung']","Abstract
Kegiatan pengabdian ini bertujuan untuk membantu pesantren agar dapat lebih baik dalam menyusun laporan keuangannya agar akuntabilitas dan tanggung jawab dari laporan keuangan dapat dipertanggungjawabkan ke publik secara lebih baik pesantren untuk penyusunan laporan keuangan berdasarkan standar akuntansi pesantren. Lokasi mitra pengabdian berada di Way Ratai Kabupaten Pesawaran dan di Dusun Umbul Kates Tanjung Sari Natar, dimana terdapat pondok pesantren penghafal alquran dan Pondok Pesantren Al Hidayah.  Metode yang digunakan pelatihan, pendampingan dan pendampingan penerapan Teknologi dengan Luaran dari hasil pengabdian ini adalah meningkatnya pengetahuan dan keahlian staf keuangan mitra dalam penyusunan laporan keuangan berdasarkan standar yang sudah ditetapkan oleh organisasi profesi Ikatan Akuntan Publik dan dapat dipublikasikan pada jurnal atau prosiding pengabdian pada masyarakat serta diberitakan dalam media online.  Hasil pengabdian yang dilaksanakan secara keseluruhan, kenaikan pengetahuan dan pemahaman peserta pelatihan rata-rata 30  persen dari keseluruhan peserta. Sedangkan kenaikan sebesar 0 persen dialami oleh 5 peserta yang tetap belum memahami mengenai materi yang disampaikan dan merasa kurang cukup waktunya, membutuhkan penjelasan secara lebih intens. 100 persen peserta kegiatan rata-rata belum pernah mengikuti pelatihan sejenis, sehingga dibutuhkan pendampingan lebih lanjut.


Kata kunci: Pelatihan, Pedoman Akuntansi Pesantren",2020-09-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35966,['HF5601'],published,2021-11-11 04:55:57,2746-0576,restricted,7,pub,Yumary: Jurnal Pengabdian Kepada Masyaraka,Penerbit Goodwood,disk0/00/03/59/66,['FEB4'],1,608,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","[{'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'published', 'main': '57-Full Manuscript-183-5-10-20201014.pdf', 'docid': 156909, 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-11 04:09:55', 'objectid': 156909, 'filesize': 241440, 'uri': 'http://repository.lppm.unila.ac.id/id/file/417244', 'filename': '57-Full Manuscript-183-5-10-20201014.pdf', 'fileid': 417244, 'datasetid': 'document', 'hash': 'b3fcdcdfc7b2575f7644a950a1f47795', 'mime_type': 'application/pdf'}], 'format': 'text', 'date_embargo': '2021-11-25', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156909', 'pos': 1, 'security': 'validuser', 'formatdesc': 'Yumary: Jurnal Pengabdian Kepada Masyarakat', 'placement': 1, 'eprintid': 35966}]",2021-11-11 04:55:57,35966,archive,2021-11-11 04:55:57,19-24,show,article,"[{'name': {'given': 'Yuliansyah', 'lineage': None, 'family': 'Yuliansyah', 'honourific': None}}, {'name': {'given': 'Fajar Gustiawaty', 'family': 'Dewi', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Amelia', 'honourific': None, 'given': 'Yunia'}}]",TRUE,Pelatihan Standar Akuntansi Pesantren dalam penyusunan laporan keuanganbagi staf keuangan pondok pesantren,https://www.penerbitgoodwood.com/index.php/jpm,[{'url': 'https://doi.org/10.35912/jpm.v1i1.57'}],,,,,,,https://www.penerbitgoodwood.com/index.php/jpm/article/view/57,,,,,,,,,,
90,"Vol 1,",,"Abstrak:

Kegiatan pengabdian ini bertujuan untuk membantu pesantren agar dapat lebih baik dalam menyusun laporan keuangannya agar akuntabilitas dan tanggung jawab dari laporan keuangan dapat dipertanggungjawabkan ke publik secara lebih baik pesantren untuk penyusunan laporan keuangan berdasarkan standar akuntansi pesantren. Lokasi mitra pengabdian berada di Way Ratai Kabupaten Pesawaran dan di Dusun Umbul Kates Tanjung Sari Natar, dimana
terdapat pondok pesantren penghafal alquran dan Pondok Pesantren Al Hidayah.  Metode yang digunakan pelatihan, pendampingan dan pendampingan penerapan Teknologi dengan Luaran dari hasil pengabdian ini adalah meningkatnya pengetahuan dan keahlian staf keuangan mitra dalam penyusunan laporan keuangan berdasarkan standar yang sudah ditetapkan oleh organisasi profesi Ikatan Akuntan Publik dan dapat dipublikasikan pada jurnal atau Prosiding pengabdian pada masyarakat serta diberitakan dalam media online.Hasil pengabdian yang dilaksanakan secara keseluruhan,kenaikan pengetahuan dan pemahaman peserta pelatihan rata-rata 30  persen dari keseluruhan peserta. Sedangkan kenaikan sebesar 0 persen dialami oleh 5 peserta yang tetap belum memahami mengenai materi yang disampaikan dan merasa kurang cukup waktunya,membutuhkan penjelasan secara lebih intens. 100 persen peserta
kegiatan rata-rata belum pernah mengikuti pelatihan sejenis,sehingga dibutuhkan pendampingan lebih lanjut. 

Kata kunci: Pelatihan, Pedoman Akuntansi Pesantren",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/26050,"['H1', 'HF5601', 'HG']",published,2020-11-18 07:59:37,,public,8,pub,Yumary: Jurnal Pengabdian Kepada Masyarakat,,disk0/00/02/60/50,['FEB4'],27,733,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39878', 'pos': 1, 'eprintid': 26050, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '57-Article Text-183-1-10-20200910.pdf', 'files': [{'hash': 'fa9e3ff64b55b33f7789cbbb93087a60', 'mime_type': 'application/pdf', 'fileid': 235030, 'datasetid': 'document', 'filename': '57-Article Text-183-1-10-20200910.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235030', 'filesize': 230274, 'objectid': 39878, 'mtime': '2020-11-18 07:46:33', 'hash_type': 'MD5'}], 'docid': 39878}]",2020-11-18 07:59:37,26050,archive,2020-11-18 07:59:37,27-32,show,article,"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'given': 'Yuliansyah', 'honourific': None, 'lineage': None, 'family': 'Yuliansyah'}}, {'id': 'fajargd@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Gustiawaty Dewi', 'given': 'Fajar'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Amelia', 'given': 'Yunia'}, 'id': 'yuniaamelia@yahoo.com'}]",FALSE,PELATIHAN STANDAR AKUNTANSI PESANTREN DALAM PENYUSUNAN LAPORAN KEUANGAN BAGI STAF KEUANGAN PONDOK PESANTREN,,,,,,,,,,,,,,,,,,,
