,datestamp,eprintid,eprint_status,metadata_visibility,userid,number,official_url,lastmod,documents,type,creators,title,refereed,date_type,subjects,abstract,volume,date,uri,publication,publisher,divisions,dir,issn,full_text_status,status_changed,rev_number,ispublished,pagerange,corp_creators,related_url,id_number,contributors,succeeds
10,2020-06-17 08:35:38,22586,archive,show,624,,,2020-06-17 08:35:38,"[{'placement': 1, 'eprintid': 22586, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36045', 'pos': 1, 'security': 'public', 'main': '03 VISUALIZING THREE.pdf', 'files': [{'fileid': 207141, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '57b9358e4511b1d4df39a19334154e87', 'objectid': 36045, 'filesize': 756028, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207141', 'filename': '03 VISUALIZING THREE.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-17 07:56:26'}], 'docid': 36045, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",other,"[{'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'honourific': None, 'lineage': None, 'family': 'Diawati'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Kadaritna', 'given': 'Nina'}, 'id': 'kadaritna@yahoo.com'}]",Visualizing Three-Dimensional Hybrid Atomic Orbitals Using Winplot: An Application for Student Self Instruction,,,"['L1', 'LB1501', 'LC5201']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/22586,,FKIP Unila,['FKIP17'],disk0/00/02/25/86,,public,2020-06-17 08:35:38,9,unpub,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Pendidikan MIPA FKIP Unila']",,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",
11,2020-06-17 08:35:44,22587,archive,show,624,,,2020-06-17 08:35:44,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 36046, 'main': '04 THE DEVELOVMENT OF INTERACTIVE.pdf', 'files': [{'datasetid': 'document', 'fileid': 207152, 'mime_type': 'application/pdf', 'hash': 'a05079f38716904f00dfc8d064b0a2e6', 'hash_type': 'MD5', 'mtime': '2020-06-17 07:57:52', 'filesize': 769732, 'objectid': 36046, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207152', 'filename': '04 THE DEVELOVMENT OF INTERACTIVE.pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36046', 'pos': 1, 'eprintid': 22587, 'placement': 1}]",other,"[{'name': {'family': 'Diawati', 'lineage': None, 'honourific': None, 'given': 'Chansyanah'}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'name': {'given': 'Nina', 'family': 'Kadaritna', 'lineage': None, 'honourific': None}, 'id': 'kadaritna@yahoo.com'}]",The development of interactivee-book based chemistry representations referred to the curriculum of 2013,,,"['L1', 'LB1501', 'LC5201']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/22587,,FKIP Unila,['FKIP17'],disk0/00/02/25/87,,public,2020-06-17 08:35:44,9,unpub,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Pendidikan MIPA FKIP Unila']",,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",
12,2020-11-18 08:54:13,26064,archive,show,2757,,http://jurnal.radenfatah.ac.id/index.php/jifp/index,2020-11-18 08:54:13,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 1, 'docid': 39893, 'main': 'JIFP.docx', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': 'afcc4ac14982612c83168b76236ae843', 'datasetid': 'document', 'fileid': 235132, 'filename': 'JIFP.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235132', 'objectid': 39893, 'filesize': 93829, 'mtime': '2020-11-18 08:41:09', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39893', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 26064}]",article,"[{'id': 'dimas.permadi@fkip.unila.ac.id', 'name': {'family': 'Dimas Permadi', 'lineage': None, 'honourific': None, 'given': 'Dimas'}}, {'id': 'rereanggreini@gmail.com', 'name': {'lineage': None, 'family': 'Anggreini', 'honourific': None, 'given': 'Anggreini'}}, {'id': None, 'name': {'honourific': None, 'family': 'B. Anggit Wicaksono', 'lineage': None, 'given': 'Anggit'}}]",PENGEMBANGAN MODUL MULTIREPRESENTASI BERBASIS ANDROID UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS SISWA,FALSE,submitted,['L1'],"Setiap individu siswa memiliki kecerdasan masing-masing, tetapi bukan berarti mereka tidak dapat menerima pemahaman yang tidak sesuai dengan kecerdasannya. Penyampaian materi yang sesuai dengan kemampuan siswa akan memudahkan siswa untuk mempelajari materi tertentu. Penyampaian materi dengan berbagai simbol/gambaran (multirepresentasi) dapat menjadi salah satu alternatif mengatasi peredaan kecerdasan setiap siswa. Penggunaan teknologi dalam dunia pendidikan dirasa sangat penting untuk membantu siswa, bahkan dapat digunakan untuk menampilkan banyak reprsentasi. Berdasarkan hasil pengembangan diperoleh hasil validasi ahli materi dan desain dengan skor penilaian ideal 70 dan 73 dan teman sejawat 1 dan 2 masing-masing 66 dan 75, nilai cut off yang didapat adalah 70,5 sehingga modul yang dikembangkan dinyatakan layak digunakan secara konstruk. Peningkatan kemampuan berpikir kritis siswa setelah menggunakan modul multirepersentasi berbasis android memiliki kriteria sedang dengan gain sebesar 0,468 dan 77% siswa mencapai nilai Kriteria Ketuntasan Minimal (KKM)",,2020-11-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26064,Jurnal Ilmu Fisika dan Pembelajarannya (JIFP),UIN Raden Fatah Palembang,['FKIP17'],disk0/00/02/60/64,2549-6158,public,2020-11-18 08:54:13,6,submitted,,,,,,
13,2020-11-20 06:21:52,26457,archive,show,435,,https://link.springer.com/article/10.1007/s10772-020-09690-2,2020-11-20 06:21:52,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40348', 'eprintid': 26457, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '8. Pattern Recognition-kiitisak-abe.pdf', 'docid': 40348, 'files': [{'datasetid': 'document', 'fileid': 238131, 'hash': '8d6238f258a573de33c88f713b2046c5', 'mime_type': 'application/pdf', 'filesize': 1600419, 'objectid': 40348, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238131', 'filename': '8. Pattern Recognition-kiitisak-abe.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-20 05:40:18'}]}]",article,"[{'id': 'kittisak.jermsittiparsert@tdtu.edu.vn', 'name': {'given': 'Kittisak', 'honourific': None, 'lineage': None, 'family': 'Jermsittiparsert'}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}}, {'name': {'given': 'Parinya', 'family': 'Siriattakul', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'family': 'Sundeeva', 'lineage': None, 'honourific': None, 'given': 'Ludmila A.'}, 'id': None}, {'id': None, 'name': {'given': 'Wahidah', 'family': 'Hashim', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Rahim', 'lineage': None, 'given': 'Robbi'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Maseleno', 'given': 'Andino'}}]","Pattern recognition and features selection for speech emotion
recognition model using deep learning",TRUE,published,['L1'],"Automatic speaker recognizing models consists of a foundation on building various models of speaker characterization, pattern analyzing and engineering. The effect of classification and feature selection methods for the speech emotion recognition is focused. The process of selecting the exact parameter in arrangement with the classifier is an important part of minimizing
the difficulty of system computing. This process becomes essential particularly for the models which undergo deployment in real time scenario. In this paper, a new deep learning speech based recognition model is presented for automatically recognizes the speech words. The superiority of an input source, i.e. speech sound in this state has straight impact on a classifier correctness attaining process. The Berlin database consist around 500 demonstrations to media persons that is both male and female. On the applied dataset, the presented model achieves a maximum accuracy of 94.21%, 83.54%, 83.65% and 78.13% under MFCC, prosodic, LSP and LPC features. The presented model offered better recognition performance over the other methods.",,2020-09-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26457,International Journal of Speech Technology,Springer,['FKIP17'],disk0/00/02/64/57,1572-8110,public,2020-11-20 06:21:52,7,pub,1-8,,,,,
14,2021-05-31 09:49:40,31489,archive,show,435,4.0,https://link.springer.com/article/10.1007/s10772-020-09690-2,2021-05-31 09:49:40,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142370', 'eprintid': 31489, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'abe 12 2020 OK.pdf', 'docid': 142370, 'files': [{'fileid': 373074, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5fe70921470a7a445db28335aafe6b33', 'objectid': 142370, 'filesize': 1607801, 'filename': 'abe 12 2020 OK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373074', 'hash_type': 'MD5', 'mtime': '2021-05-31 07:26:24'}]}]",article,"[{'id': 'kittisak.jermsittiparsert@tdtu.edu.vn', 'name': {'lineage': None, 'family': 'Jermsittiparsert', 'honourific': None, 'given': 'Kittisak'}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'lineage': None, 'family': 'Abdurrahman', 'honourific': None}}, {'name': {'given': 'Parinya', 'honourific': None, 'lineage': None, 'family': 'Siriattakul'}, 'id': None}, {'name': {'given': 'Ludmila A.', 'family': 'Sundeeva', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'given': 'Wahidah', 'honourific': None, 'family': 'Hashim', 'lineage': None}, 'id': None}, {'name': {'given': 'Robbi', 'honourific': None, 'lineage': None, 'family': 'Rahim'}, 'id': None}, {'name': {'given': 'Andino', 'honourific': None, 'family': 'Maseleno', 'lineage': None}, 'id': None}]",Pattern recognition and features selection for speech emotion recognition model using deep learning,TRUE,published,['L1'],"Automatic speaker recognizing models consists of a foundation on building various models of speaker characterization, pattern analyzing and engineering. The effect of classification and feature selection methods for the speech emotion recognition is focused. The process of selecting the exact parameter in arrangement with the classifier is an important part of minimizing the difficulty of system computing. This process becomes essential particularly for the models which undergo deployment in real time scenario. In this paper, a new deep learning speech based recognition model is presented for automatically recognizes the speech words. The superiority of an input source, i.e. speech sound in this state has straight impact on a classifier correctness attaining process. The Berlin database consist around 500 demonstrations to media persons that is both male and female. On the applied dataset, the presented model achieves a maximum accuracy of 94.21%, 83.54%, 83.65% and 78.13% under MFCC, prosodic, LSP and LPC features. The presented model offered better recognition performance over the other methods.",23.0,2020-09-08 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31489,International Journal of Speech Technology,,['FKIP17'],disk0/00/03/14/89,,public,2021-05-31 09:49:40,9,pub,,,,,,
15,2021-05-31 09:49:45,31492,archive,show,435,2.0,https://journal.uny.ac.id/index.php/jipi/article/view/22817,2021-05-31 09:49:45,"[{'format': 'text', 'main': 'abe 13 2020 OK.pdf', 'files': [{'datasetid': 'document', 'fileid': 373089, 'hash': '4ddc1885a69fc8b12635d1a53f719581', 'mime_type': 'application/pdf', 'filesize': 283610, 'objectid': 142371, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373089', 'filename': 'abe 13 2020 OK.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 07:33:39'}], 'docid': 142371, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 31492, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142371'}]",article,"[{'id': None, 'name': {'given': 'Khoiriah', 'lineage': None, 'family': 'Khoiriah', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Jalmo', 'lineage': None, 'given': 'Tri'}, 'id': 'tri.jalmo@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",Implementasi assessment for learning berbasis higher-order thinking skills untuk menumbuhkan minat baca,FALSE,published,['L1'],"Penelitian ini bertujuan menumbuhkan minat baca siswa melalui implementasi assessment for learning berbasis higher order thinking skills (HOTS) dalam pembelajaran ilmu pengetahuan alam (IPA). Desain penelitian menggunakan quasi experimental dengan sampel kelas VIIIC sebagai kelas eksperimen 1 dan kelas VIIID sebagai kelas eksperimen 2 di SMP Negeri 16 Bandar Lampung melalui teknik random sampling. Instrumen penelitian berupa instrumen asesmen HOTS hasil pengembangan dengan kelayakan terjamin validitas teoritis tim ahli dan validitas empiris yang melibatkan 174 siswa kelas IX SMP. Pengumpulan data penelitian memakai lembar angket instrumen skala self regulated learning (SRL) dengan fokus indikator pengukuran minat baca. Analisis data dilakukan secara deskriptif dengan pendekatan kualitatif. Hasil analisis data menunjukkan minat baca siswa tumbuh sebesar 51,23% pada kelas eksperimen 1 dengan kategori “tinggi” dan 54,56% kelas eksperimen 2 juga berkategori “tinggi”. Pertumbuhan minat baca tertinggi pada kedua kelas eksperimen terdapat pada indikator membaca kembali buku catatan ketika akan menghadapi ulangan sebesar 60,33%, mencari jawaban dengan membaca buku di perpustakaan untuk memecahkan permasalahan tugas/PR tergolong sulit sebesar 55,01%, akan menonton acara favorit di televisi apabila tugas/PR telah selesai dikerjakan sebesar 54,00% dan 52,34% membaca buku teks pelajaran yang dimiliki. Dengan demikian implementasi assessment for learning berbasis HOTS pada pembelajaran IPA mampu menumbuhkan minat baca siswa.",6.0,2020-12-08 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31492,Jurnal Inovasi Pendidikan IPA,,['FKIP17'],disk0/00/03/14/92,,public,2021-05-31 09:49:45,7,pub,,,,,,
16,2020-11-20 01:43:05,26390,archive,show,115,2.0,http://ojs.fkip.ummetro.ac.id/index.php/fisika/article/view/3031,2020-11-20 01:43:05,"[{'format': 'text', 'main': 'JPF metro Vol.8 N0.2 2020.pdf', 'files': [{'filesize': 896774, 'objectid': 40287, 'filename': 'JPF metro Vol.8 N0.2 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/237662', 'hash_type': 'MD5', 'mtime': '2020-11-20 01:18:22', 'fileid': 237662, 'datasetid': 'document', 'hash': 'c511721d673db32789431f87ae1ac04f', 'mime_type': 'application/pdf'}], 'docid': 40287, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 26390, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40287'}]",article,"[{'id': 'yoanakristiyani09@gmail.com', 'name': {'given': 'Yoana', 'honourific': None, 'family': 'Kristiani', 'lineage': None}}, {'id': 'feriansyah_sesunan@yahoo.co.id', 'name': {'given': 'Feriansyah', 'family': 'Sesunan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Ismu', 'family': 'Wahyudi', 'lineage': None, 'honourific': None}, 'id': 'ismu.wahyudi@fkip.unila.ac.id'}]","PENGARUH APLIKASI SENSOR SMARTPHONE PADA
PEMBELAJARAN SIMPLE HARMONIC MOTION BERBASIS
INKUIRI TERBIMBING TERHADAP PENINGKATAN
KEMAMPUAN BERPIKIR KRITIS SISWA",TRUE,published,['L1'],"Abstrak
Penelitian ini bertujuan untuk mengetahui pengaruh penggunaan aplikasi
phyphox pada materi getaran harmonis berbasis inkuiri terbimbing terhadap
peningkatan kemampuan berpikir kritis siswa. Populasi pada penelitian ini
seluruh siswa kelas X MIPA SMA N 1 Pringsewu. Sampel yang digunakan
pada penelitian kelas X MIPA 4, berjumlah 30 siswa. Desain pada penelitian
adalah One Group Pretest-Postest. Pembelajaran dilakukan dengan
praktikum menggunakan alat berbantuan phyphox berbasis inkuiri
terbimbing. Data kemampuan berpikir kritis diperoleh menggunakan tes
tertulis. Analisis data hasil belajar siswa menggunakan Paired Sample TTest. Berdasarkan hasil penelitian diperoleh skor rata-rata kemampuan
berpikir kritis siswa mengalami kenaikan sebesar 44% dengan rata-rata NGain sebesar 0,72 dalam kategori tinggi dan hasil uji paired simple T-test
diperoleh nilai sig kurang dari 0,05. Disimpulkan bahwa terdapat perbedaan
yang signifikan kemampuan berpikir kritis siswa sebelum dan sesudah
menggunakan aplikasi phyphox.
Kata Kunci: gerak harmonis sederhana, inkuiri terbimbing, kemampuan
berpikir kritis, phyphox.
Abstract
This study aims to determine the effect of the use of phyphox applications on
guided inquiry-based harmonic vibration material to improve ability
students' critical thinking. The population in this study were students of class
X MIPA SMA N 1 Pringsewu. The sample used in the study class X MIPA 4
with 30 students in total. The design of the study was One Group PretestPostest. Learning is done by practicum using a guided inquiry based
phyphox application. Data in ability critical thinking were obtained using
written tests. Data analysis of student learning outcomes using the Paired
Sample T-Test. Based on the results of the study obtained an average score
of ability students' critical thinking increased by 44% with an average NGain of 0.72 in the high category and the of paired simple T-test obtained a
sig value of less than 0.05. It can be concluded that there are significant
differences in ability students' critical thinking before and after using the
phyphox application.
Keywords: simple harmonic motion, guided inquiry, critical thinking ability,
phyphox.
Kristiyani., Sesunan., Wahyudi – Pengaruh Apli",8.0,2020-08-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26390,Jurnal Pendidikan Fisika,FKIP UM Metro,['FKIP17'],disk0/00/02/63/90,2337-5973,public,2020-11-20 01:43:05,9,pub,138-149,,,http://dx.doi.org/10.24127/jpf.v8i2.3031,,
17,2021-12-27 02:02:08,37436,archive,show,435,,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012023/meta,2021-12-27 02:02:08,,article,"[{'name': {'given': 'Novinta', 'family': 'Nurulsari', 'lineage': None, 'honourific': None}, 'id': 'novintanurulsari@fkip.unila.ac.id'}, {'name': {'given': 'Abdurrahman', 'lineage': None, 'family': 'Abdurrahman', 'honourific': None}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'name': {'given': 'Dina', 'honourific': None, 'lineage': None, 'family': 'Maulina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}, {'name': {'family': 'Sukamto', 'lineage': None, 'honourific': None, 'given': 'Ismu'}, 'id': 'ismusukamto.11@gmail.com'}, {'name': {'given': 'Rofiqul', 'family': 'Umam', 'lineage': None, 'honourific': None}, 'id': None}]",Exploring the Prospective of Pre-Service Physics Teacher’s Pedagogical Content Knowledge: A Case Study,TRUE,published,['L1'],"Indonesia global assessment in 2017 and preliminary survey results illustrated the achievements of teachers' cognitive abilities that were still low in terms of professional
knowledge and pedagogic. This study were aimed to describe the existing conditions of the pedagogical content knowledge of physics teachers at the undergraduate level and predict
future prospects about what pedagogical content knowledge the pre-service physics teacher (PPTs) will have by considering the futuristic aspects. This study used case study qualitative research within a group of 52 mostly passive pre-service physics teachers during the fourth
semester of their four-year graduate program. It focuses on the central issue of essential topics in school physics learning. The results of the document analysis indicated that they have not been able to design a learning scenario for each Physics essential material with reference to the
development of science and technology. Then, they have not showed a good subject matter mastery for each Physics topic. This paper ultimately also explore a hypothetical model of
learning strategies that has the potential to develop PPTs’ PCK through School Physics learning in college. This strategy is based on the future needs that must be mastered by students from an early age.",1467.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/37436,Journal of Physics: Conference Series,IOP Publishing,['FKIP17'],disk0/00/03/74/36,Print : 1742-6588 Online : 1742-6596,none,2021-12-27 02:02:08,7,pub,,,,,,
18,2021-12-27 02:02:10,37437,archive,show,435,,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012023/meta,2021-12-27 02:02:10,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Nurulsari_2020_J._Phys. _Conf._Ser._1467_012023.pdf', 'files': [{'hash': '0253b493f62d37b6c419bcc61fe807f5', 'mime_type': 'application/pdf', 'fileid': 427939, 'datasetid': 'document', 'filename': 'Nurulsari_2020_J._Phys. _Conf._Ser._1467_012023.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427939', 'filesize': 1290888, 'objectid': 158359, 'mtime': '2021-12-26 12:43:36', 'hash_type': 'MD5'}], 'docid': 158359, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158359', 'security': 'public', 'placement': 1, 'eprintid': 37437}]",article,"[{'id': 'novintanurulsari@fkip.unila.ac.id', 'name': {'given': 'Novinta', 'honourific': None, 'family': 'Nurulsari', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'id': 'hervin.maulina@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Maulina', 'given': 'Hervin'}}, {'id': 'ismusukamto.11@gmail.com', 'name': {'given': 'Ismu', 'honourific': None, 'family': 'Sukamto', 'lineage': None}}, {'id': None, 'name': {'given': 'Rofiqul', 'family': 'Umam', 'lineage': None, 'honourific': None}}]",Exploring the Prospective of Pre-Service Physics Teacher’s Pedagogical Content Knowledge: A Case Study,TRUE,,['L1'],"Indonesia global assessment in 2017 and preliminary survey results illustrated the achievements of teachers' cognitive abilities that were still low in terms of professional
knowledge and pedagogic. This study were aimed to describe the existing conditions of the pedagogical content knowledge of physics teachers at the undergraduate level and predict
future prospects about what pedagogical content knowledge the pre-service physics teacher (PPTs) will have by considering the futuristic aspects. This study used case-study qualitative research within a group of 52 mostly passive pre-service physics teachers during the fourth
semester of their four-year graduate program. It focuses on the central issue of essential topics in school physics learning. The results of the document analysis indicated that they have not been able to design a learning scenario for each Physics essential material with reference to the
development of science and technology. Then, they have not showed a good subject matter mastery for each Physics topic. This paper ultimately also explore a hypothetical model of
learning strategies that has the potential to develop PPTs’ PCK through School Physics learning in college. This strategy is based on the future needs that must be mastered by students from an early age.",1467.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/37437,Journal of Physics: Conference Series,IOP Publishing,['FKIP17'],disk0/00/03/74/37,Print : 1742-6588 Online : 1742-6596,public,2021-12-27 02:02:10,7,pub,,,,,,
19,2021-05-20 07:33:12,30250,archive,show,734,,,2021-05-20 07:33:12,"[{'main': 'Pengembangan Perangkat Flipped Classroom pada Mata Pelajaran Fisika SMA.pdf', 'files': [{'filesize': 837690, 'objectid': 135964, 'filename': 'Pengembangan Perangkat Flipped Classroom pada Mata Pelajaran Fisika SMA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358627', 'hash_type': 'MD5', 'mtime': '2021-05-20 02:40:00', 'datasetid': 'document', 'fileid': 358627, 'hash': 'e6f635992df2f5e26ed1445731fc3367', 'mime_type': 'application/pdf'}], 'docid': 135964, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 30250, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135964', 'security': 'public'}]",other,"[{'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Pengembangan Perangkat Flipped Classroom pada Mata Kuliah Pelajaran Fisika SMA,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30250,,FKIP UNILA,['FKIP17'],disk0/00/03/02/50,,public,2021-05-20 07:33:12,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
20,2021-05-20 07:33:56,30267,archive,show,734,,,2021-05-20 07:33:56,"[{'placement': 1, 'eprintid': 30267, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136043', 'security': 'public', 'main': 'Design and Implementation Of Scoology Based Blanded Learning Media For Basic I Course.pdf', 'files': [{'hash': '4160174170cd2dea100ad7ec28bafd53', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 358820, 'mtime': '2021-05-18 07:09:29', 'hash_type': 'MD5', 'filename': 'Design and Implementation Of Scoology Based Blanded Learning Media For Basic I Course.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358820', 'filesize': 794343, 'objectid': 136043}], 'docid': 136043, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Nyeneng', 'given': 'I Dewa Putu'}}]",Reviewer : Design and Implementation Of Scoology Based Blanded Learning Media For Basic I Course,,,"['LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30267,,FKIP UNILA,['FKIP17'],disk0/00/03/02/67,,public,2021-05-20 07:33:56,4,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],30196.0
21,2021-05-20 07:33:53,30266,archive,show,734,,,2021-05-20 07:33:53,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136034', 'pos': 1, 'eprintid': 30266, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '736e20948760539a323a03bf5720db15', 'fileid': 358808, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358808', 'filename': 'Development Of Assesments Assisted .... ... Outcomes In Newton Law Materials.pdf', 'filesize': 836738, 'objectid': 136034, 'mtime': '2021-05-18 07:15:02', 'hash_type': 'MD5'}], 'main': 'Development Of Assesments Assisted .... ... Outcomes In Newton Law Materials.pdf', 'docid': 136034}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'family': 'Nyeneng', 'lineage': None, 'honourific': None}}]",Reviewer : Development Of Assesments Assisted By Schoology To Student Learning Outcomes In Newton Law Materials,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30266,,FKIP UNILA,['FKIP17'],disk0/00/03/02/66,,public,2021-05-20 07:33:53,4,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],30197.0
