,divisions,publisher,dir,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,date,uri,abstract,corp_creators,title,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,contributors,userid,related_url,issn,refereed,pagerange,id_number,official_url,number,publication,volume,contact_email,succeeds,pres_type,event_type,event_title,event_location
10,['FP3'],Fakultas Perikanan dan Kelautan. Universitas Riau,disk0/00/03/32/29,6,pub,public,2021-07-14 03:49:45,published,['SH'],2021-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33229,"Abstract
Pangasianodon hypophthalmus is a type of freshwater fish that has potential and has economic value. Its production target which increases every year causes farmers to spawn with the help of hormonal stimulation. The aimed of this research was to test and find out the results of the use of three different hormones namely Ovaprim, Spawnprim, and HCG in P. hypopthalmus spawning. This research was conducted in January 2020 at the Trimurjo Fish Seed Center, Central Lampung. This research used a randomized complete design method with the 3 treatments, P1 (Ovaprim 0,5 ml / kg), P2 (Spawnprim 0,5 ml / kg), P3 (HCG 500 IU / kg) and 3 replications. The results of this research indicate a significant difference (p <0,05) in the relative fecundity parameters, fertilization rate, and hatching rate, but not significantly different in the parameters of latensi periode and diameter of eggs. In P1, Ovaprim hormone injections provide better reproductive performance compared to Spawnprim and HCG injections.

Keyword: Pangasianodon hypophthalmus, Ovaprim, Spawnprim, HCG",,"Comparative Test of Ovaprim, Spawnprim, and HCG
in the ProcessSpawning of Pangasianodon hypophthalmus",article,"[{'name': {'family': 'Leonita', 'lineage': None, 'honourific': None, 'given': 'Vinka'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Utomo', 'given': 'Deny Sapto Chondro'}, 'id': 'deny.utomo@fp.unila.ac.id'}, {'name': {'given': 'Hilma Putri', 'honourific': None, 'lineage': None, 'family': 'Fidyandini'}, 'id': 'hilma.putri@fp.unila.ac.id'}]",show,2021-07-14 03:49:45,archive,33229,2021-07-14 03:49:45,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-07-13 10:09:34', 'filesize': 363817, 'objectid': 151743, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393644', 'filename': 'Uji Komparatif .pdf', 'fileid': 393644, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'cceb86dfe759685d114a5659715375f3'}], 'main': 'Uji Komparatif .pdf', 'docid': 151743, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151743', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33229}]",,3281,,0853-7607,TRUE,17-25,10.31258/jpk.26.1.17-25,https://jpk.ejournal.unri.ac.id/index.php/JPK/article/view/6750,1.0,Jurnal Perikanan dan Kelautan,26.0,,,,,,
11,['FP3'],"Jurusan Akuakultur, Universitas Bangka Belitung",disk0/00/03/32/28,6,pub,public,2021-07-14 03:49:40,published,['SH'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/33228,"Thermophilic bacteria that produced amylase and protease have been isolated from Way Belerang hot spring, Kalianda, South Lampung. This research aims to screen and identify thermophilic bacteria that have the potential to produce thermostable amylase and protease enzymes.The research procedures included sampling, isolation of enzyme-producing thermophilic bacteria, a series of phenotypic and biochemical tests, and molecular identification by 16s rRNA. This study used 2 treatments, namely incubation temperature 37 and 50 ºC with 3 repetitions. The results showed that the optimum temperature for growth of thermophilic bacterial isolates and thermophilic bacterial isolates producing amylase enzymes was 50ºC. The bacteria isolate that had the best amylolytic enzyme activity was Isolate A.WB.50.1 with a diameter of the inhibitory zone was 15.44 mm. Isolate A.WB.50.1 has been identified by the species Pseudomonas stutzeri.
Keywords: Amylase, Thermophilic bacteria, Thermostable enzymes, Pseudomonas stutzeri",,SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN,article,"[{'id': None, 'name': {'given': 'Sefi Desfeni', 'honourific': None, 'lineage': None, 'family': 'Mawati'}}, {'id': 'edypeni@yahoo.com', 'name': {'given': 'Esti', 'honourific': None, 'lineage': None, 'family': 'Harpeni'}}, {'name': {'family': 'Fidyandini', 'lineage': None, 'honourific': None, 'given': 'Hilma Putri'}, 'id': 'hilma.putri@fp.unila.ac.id'}]",show,2021-07-14 03:49:40,archive,33228,2021-07-14 03:49:40,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151737', 'pos': 1, 'eprintid': 33228, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 151737, 'main': 'SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-07-13 09:57:24', 'objectid': 151737, 'filesize': 624770, 'uri': 'http://repository.lppm.unila.ac.id/id/file/393633', 'filename': 'SCREENING OF AMYLOLITIC POTENTIAL THERMOPHILIC BACTERIA FROM WAY BELERANG HOT SPRING KALIANDA LAMPUNG SELATAN.pdf', 'fileid': 393633, 'datasetid': 'document', 'hash': '09f399417a61467c94fc654ec38a7e9e', 'mime_type': 'application/pdf'}]}]",,3281,,2721-7574,TRUE,1-7,https://doi.org/10.33019/aquatropica.v6i1.2458,https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458,1.0,Journal of Aquatropica Asia,6.0,,,,,,
12,['FP3'],"Jurusan Akuakultur, Universitas Bangka Belitung",disk0/00/03/54/43,9,pub,public,2021-11-08 01:37:07,published,['SH'],2021-07-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35443,"Bakteri termofilik telah diisolasi dari sumber air panas Way Belerang, Kalianda, Lampung Selatan 
merupakan penghasil enzim amilase. Penelitian ini bertujuan untuk melakukan skrining bakteri termofilik 
yang berpotensi menghasilkan enzim amilase dan protease termostabil. Prosedur penelitian yang 
dilakukan meliputi, pengambilan sampel, isolasi bakteri termofilik, isolasi bakteri termofilik penghasil 
enzim, rangkaian uji morfologi dan biokimia, serta identifikasi secara molekuler. Penelitian ini dilakukan 
menggunakan 2 perlakuan yaitu suhu inkubasi 37 dan 50 ºC dengan 3 kali ulangan. Hasil yang diperoleh 
menunjukan bahwa suhu optimum pertumbuhan isolat bakteri termofilik dan isolat bakteri temofilik 
penghasil enzim amilase adalah 50ºC. Isolat bakteri yang menghasilkan enzim amilase terbesar adalah 
isolat dengan nama A.WB.50.1. dengan besar diameter zona hambat 15,44 mm. Isolat A.WB.50.1 telah 
diidentifikasi dengan nama spesies Pseudomonas stutzeri.  
Kata Kunci: Amilase, Bakteri termofilik, Enzim termostabil, Pseudomonas stutzeri",,SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN,article,"[{'name': {'given': 'Sefi Desfeni', 'honourific': None, 'lineage': None, 'family': 'Mawati'}, 'id': None}, {'name': {'given': 'Esti', 'lineage': None, 'family': 'Harpeni', 'honourific': None}, 'id': 'edypeni@yahoo.com'}, {'id': 'hilma.putri@fp.unila.ac.id', 'name': {'given': 'Hilma Putri', 'honourific': None, 'family': 'Fidyandini', 'lineage': None}}]",show,2021-11-08 01:37:07,archive,35443,2021-11-08 01:37:07,"[{'main': 2458, 'files': [{'datasetid': 'document', 'fileid': 413207, 'hash': 'b4bcb32b9378117f0ab7019759d0b623', 'mime_type': 'text/html', 'filesize': 30144, 'objectid': 156308, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413207', 'filename': 2458, 'hash_type': 'MD5', 'mtime': '2021-11-07 16:15:51'}], 'docid': 156308, 'format': 'text', 'language': 'id', 'mime_type': 'text/html', 'rev_number': 3, 'content': 'published', 'placement': 1, 'eprintid': 35443, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156308', 'pos': 1, 'security': 'public'}, {'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 156309, 'main': 'SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN (2).pdf', 'files': [{'mtime': '2021-11-07 16:17:02', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/413209', 'filename': 'SKRINING BAKTERI TERMOFILIK POTENSIAL AMILOLITIK DARI SUMBER AIR PANAS WAY BELERANG KALIANDA LAMPUNG SELATAN (2).pdf', 'filesize': 624770, 'objectid': 156309, 'mime_type': 'application/pdf', 'hash': '09f399417a61467c94fc654ec38a7e9e', 'fileid': 413209, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156309', 'pos': 2, 'eprintid': 35443, 'placement': 2}]","[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",3281,[{'url': 'https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458'}],2721-7574,TRUE,,https://doi.org/10.33019/aquatropica.v6i1,https://journal.ubb.ac.id/index.php/aquatropica/article/view/2458/1510,1.0,Journal of Aquatropica Asia,6.0,,,,,,
13,['FP3'],IOP Publishing,disk0/00/03/38/00,7,pub,public,2021-09-08 01:48:28,published,['SH'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/33800,Hasil Review Artikel,,Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,other,"[{'name': {'honourific': None, 'family': 'Monica', 'lineage': None, 'given': 'Thia'}, 'id': None}, {'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'honourific': None, 'lineage': None, 'family': 'Supono'}}, {'id': 'elwidi@yahoo.com', 'name': {'given': 'E.L.', 'family': 'Widiastuti', 'lineage': None, 'honourific': None}}]",show,2021-09-08 01:48:28,archive,33800,2021-09-08 01:48:28,"[{'main': 'Artemia enrichment with vit.pdf', 'files': [{'hash': '9435d10080467a887e3d5abe2ecea265', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 400083, 'mtime': '2021-09-07 11:58:57', 'hash_type': 'MD5', 'filename': 'Artemia enrichment with vit.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/400083', 'filesize': 629398, 'objectid': 154035}], 'docid': 154035, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 33800, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154035', 'security': 'public'}]",,333,,,,,,,,,,,,,,,
14,['FP3'],IOP Publishing,disk0/00/03/41/78,7,pub,public,2021-09-27 01:02:00,published,['SH'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/34178,Hasil review,,Review Artikel: Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,other,"[{'name': {'family': 'Monica', 'lineage': None, 'honourific': None, 'given': 'Thia'}, 'id': None}, {'name': {'family': 'Widiastuti', 'lineage': None, 'honourific': None, 'given': 'E.L.'}, 'id': 'elwidi@yahoo.com'}, {'name': {'given': 'Supono', 'honourific': None, 'family': 'Supono', 'lineage': None}, 'id': 'supono_unila@yahoo.com'}]",show,2021-09-27 01:02:00,archive,34178,2021-09-27 01:02:00,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '13. Artemis sp enrichment.pdf', 'docid': 154675, 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-26 06:28:42', 'objectid': 154675, 'filesize': 694416, 'filename': '13. Artemis sp enrichment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403129', 'fileid': 403129, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '7bd682008fd982430f91c962db368610'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154675', 'eprintid': 34178, 'placement': 1}]",,333,,,,,,,,,,,,,,,
15,['FP3'],IOP Publishing,disk0/00/03/41/80,7,pub,public,2021-09-27 01:02:05,published,['SH'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/34180,Sertifikat Presenter,,Serifikat presenter Seminar: Artemia sp. enrichment with vitamin C and taurine to support growth and  survival rate of vaname (Litopenaeus vannamei) larvae: early study,other,"[{'name': {'honourific': None, 'family': 'Monica', 'lineage': None, 'given': 'Thia'}, 'id': None}, {'id': 'elwidi@yahoo.com', 'name': {'given': 'E.L.', 'lineage': None, 'family': 'Widiastuti', 'honourific': None}}, {'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}, 'id': 'supono_unila@yahoo.com'}]",show,2021-09-27 01:02:05,archive,34180,2021-09-27 01:02:05,"[{'format': 'text', 'main': 'Sertifikat  presenter.pdf', 'files': [{'datasetid': 'document', 'fileid': 403144, 'mime_type': 'application/pdf', 'hash': '22d825b30546a48d22b1f003646cfd21', 'hash_type': 'MD5', 'mtime': '2021-09-26 13:33:00', 'objectid': 154677, 'filesize': 483102, 'filename': 'Sertifikat  presenter.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403144'}], 'docid': 154677, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 34180, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154677', 'pos': 1}]",,333,,,,,,,,,,,,,,,
16,['FP3'],Fakultas Perikanan dan Kelautan Universitas Riau,disk0/00/03/56/38,6,pub,public,2021-11-09 10:05:08,published,['SH'],2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35638,"Lele sangkuriang (Clarias gariepinus) yakni spesies budidaya yang digemari
masyarakat Indonesia dan memiliki potensi besar untuk dikembangkan. Namun
hambatan keberhasilan budidaya lele yakni penyakit. Salah satu alternatif untuk
mengatasi permasalahan tersebut dengan cara pemberian imunostimulan dari
bahan alami. Tujuan penelitian ini untuk menguji efektivitas pemberian pakan
yang ditambahkan tepung daun kelor terhadap imunitas non-spesifik dan performa
pertumbuhan lele sangkuriang. Penelitian menggunakan rancangan acak lengkap
(RAL) dengan 4 perlakuan (pakan komersil 100%), pakan komersil dengan
suplementasi daun kelor 1,5%, Pakan komersil dengan suplementasi daun kelor
3%, dan pakan komersil dengan suplementasi daun kelor 4,5% dengan 3 ulangan.
Hasil penelitian menunjukkan bahwa pakan komersil dengan suplementasi daun
kelor 4,5% memberikan hasil terbaik terhadap total eritrosit sebesar 5,97x104
sel/mm3
dan MCV (Mean Corpuscular Volume) sebesar 92,10 fl, serta
meningkatkan pertumbuhan berat mutlak sebesar 46,42 g. Namun, tidak
menunjukkan pengaruh nyata terhadap total eritrosit, hemoglobin, hematokrit,
MCHC, MCH, MCV, total leukosit, differensiasi leukosit, aktifitas fagositosis,
indeks fagositosis, pertumbuhan berat mutlak, tingkat kelangsungan hidup, dan
nilai feed convention ratio (FCR).

Kata kunci: Clarias gariepinus, suplementasi, hematologi, Moringa oleifera",['PS. Budidaya Perairan Unila'],"Respon Imun Non-Spesifik dan Performa Pertumbuhan Lele
Clarias gariepinus (Burchell, 1822) yang Diberi Pakan
dengan Suplementasi Tepung Daun Kelor
Moringa oleifera (Lamk, 1785)",article,"[{'id': 'naominggln@gmail.com', 'name': {'family': 'Nainggolan', 'lineage': None, 'honourific': None, 'given': 'Tio Naomi'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Harpeni', 'given': 'Esti'}}, {'id': 'limin.sentiko@gmail.com', 'name': {'given': 'Limin', 'family': 'Santoso', 'lineage': None, 'honourific': None}}]",show,2021-11-09 10:05:08,archive,35638,2021-11-09 10:05:08,"[{'eprintid': 35638, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156559', 'format': 'text', 'main': 'Jurnal Perikanan dan Kelautan Unri, Naomi Ninggolan dkk.pdf', 'files': [{'filename': 'Jurnal Perikanan dan Kelautan Unri, Naomi Ninggolan dkk.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/414840', 'filesize': 443633, 'objectid': 156559, 'mtime': '2021-11-09 04:53:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '1d0ee0402d37c3ab8e8c09378a43f39a', 'fileid': 414840, 'datasetid': 'document'}], 'docid': 156559, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,651,[{'url': 'https://jpk.ejournal.unri.ac.id/index.php/JPK/issue/view/709'}],2721 - 8902,TRUE,102-114,,https://jpk.ejournal.unri.ac.id/index.php/JPK/issue/archive,2.0,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Perikanan dan Kelautan</font></font>",26.0,,,,,,
17,['FP3'],Badan Penelitian dan Pengembangan Daerah Provinsi Lampung,disk0/00/02/98/73,7,pub,public,2021-05-03 01:22:50,published,['SH'],2021-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29873,"Pasaran Island is not only well-known as a major producer of anchovies in Lampung province, but also as a mariculture location of some fish and green mussel. The island which only covers  ​​12.5 hectares is located in urban areas, in Bandar Lampung City, the capital of Lampung province. Pasaran Island has the potential as a fishery production center and marine tourism (minawisata). The minawisata concept emphasizing the active role and rights of the local communities in the management of tourism in their area (community-based marine tourism). Several programs for the development of minawisata on Pasaran island have been successfully implemented, including: designing minawisata, enhancing sanitation, strengthening institutions, building facilities and infrastructure, developing fishery products, and strengthening promotions. Pasaran Island would therefore be a new marine-tourism icon that beneficial to Bandar Lampung City and directly boost the local community's welfare",,"PENGEMBANGAN POTENSI WISATA BAHARI BERBASIS MASYARAKAT DI PULAU PASARAN, BANDAR LAMPUNG",article,"[{'name': {'given': 'Nuning Mahmudah', 'honourific': None, 'lineage': None, 'family': 'Noor'}, 'id': None}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'given': 'Deny Sapto Chondro', 'lineage': None, 'family': 'Utomo', 'honourific': None}}, {'name': {'given': 'Andrya Yunila', 'honourific': None, 'lineage': None, 'family': 'Hastuti'}, 'id': None}, {'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Habibi', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Mahrus', 'lineage': None, 'family': 'Ali', 'honourific': None}}]",show,2021-05-03 01:22:50,archive,29873,2021-05-03 01:22:50,"[{'placement': 1, 'eprintid': 29873, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/44074', 'security': 'public', 'docid': 44074, 'main': '219-Article Text-838-1-10-20210426.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'd18c9ce8774ca7bee76fcc2cfe72b398', 'fileid': 264174, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/264174', 'filename': '219-Article Text-838-1-10-20210426.pdf', 'filesize': 368732, 'objectid': 44074, 'mtime': '2021-05-02 10:53:10', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,1193,,P-ISSN 2354-5704; E-ISSN 2622-190X,TRUE,103-114,10.35450/jip.v9i01.219,https://jurnal.balitbangda.lampungprov.go.id/index.php/jip/article/view/219,1.0,Inovasi Pembangunan - Jurnal Kelitbangan,9.0,,,,,,
18,['FP3'],Universitas Sriwijaya,disk0/00/03/50/45,7,pub,public,2021-11-05 08:08:38,published,['SH'],2021-06-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35045,"ABSTRACT
Gourami fish (Osphronemus goramy Lac.) is a freshwater fish commodity that has high
economic value because its very popular with all people. But the feed commonly used by
gourami fish cultivators is factory-made feed, which is a commercial feed that usually costs
quite a lot of money due to the material for making commercial feed, some of which still import
from abroad. Therefore it is necessary to find a solution to reduce the cost of cultivation
production by replacing commercial feed with homemade feed made from local raw materials.
The purpose of this study was to examine the use of local raw materials formulated to make feed
suitable for the growth of gourami fish (Osphronemus goramy Lac.) And to analyze the
production costs of goramy feed made from local raw materials. This study consisted of 4
treatments and 3 replications using the completely randomized design (CRD) method. The
treatments consisted of treatment A (30% protein), treatment B (33% protein), treatment C (36%
protein), and treatment D (commercial). The results of this study indicate that the treatment of
feed A, B, and C produced the same growth as commercial feed, and treatment of feed A resulted
in the lowest feed production costs compared to other treatments.
Key word: feed, growth, local raw materials, Oshphronemus goramy",,"KAJIAN PEMBERIAN PAKAN BERBAHAN BAKU LOKAL DENGAN
KANDUNGAN PROTEIN YANG BERBEDA TERHADAP PERTUMBUHAN IKAN
GURAME (Osphronemus goramy Lac.)",article,"[{'id': 'adityakusuma189@gmail.com', 'name': {'given': 'Aditya Kusuma', 'lineage': None, 'family': 'Nugroho', 'honourific': None}}, {'id': 'siti.hudaidah@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Hudaidah', 'honourific': None, 'given': 'Siti'}}, {'id': 'limin.sentiko@gmail.com', 'name': {'given': 'Limin', 'honourific': None, 'family': 'Santoso', 'lineage': None}}]",show,2021-11-05 08:08:38,archive,35045,2021-11-05 08:08:38,"[{'placement': 1, 'eprintid': 35045, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155781', 'pos': 1, 'security': 'public', 'docid': 155781, 'main': 'scholar_oi=bibs&cluster=13203160593820487805&btnI=1&hl=id', 'files': [{'fileid': 410052, 'datasetid': 'document', 'hash': '66d9d65c6465d17f0831b8ba5ec84728', 'mime_type': 'text/html', 'objectid': 155781, 'filesize': 319, 'filename': 'scholar_oi=bibs&cluster=13203160593820487805&btnI=1&hl=id', 'uri': 'http://repository.lppm.unila.ac.id/id/file/410052', 'hash_type': 'MD5', 'mtime': '2021-11-05 05:13:47'}], 'format': 'text', 'language': 'id', 'rev_number': 3, 'mime_type': 'text/html', 'content': 'published'}]",,614,,2303-2960,TRUE,49-59,,https://ejournal.unsri.ac.id/index.php/jari/article/view/14257,1.0,Jurnal Akuakultur Rawa Indonesia,9.0,,,,,,
19,['FP3'],"Jurusan Akuakultur, Universitas Bangka Belitung",disk0/00/03/47/80,7,pub,public,2021-11-02 01:22:26,,['SH'],2021-07-07 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/34780,"Betta fish in one spawning period produce a higher ratio of female fish, while male betta fish will produce a higher amount of profit in cultivation. So it is necessary to increase the production of male betta fish with sex reversal. This study aims to evaluate the effect of java long pepper (Piper retrovactrum Vahl) extract and determine the right time in the masculinization process of betta fish. The research design used was a randomized block design (RBD) with 4 doses of java long pepper extract and 3 age groups. The dosage levels used for treatment were P1 (without additional dose/control), P2 (0,5 mg/L), P3 (1 mg/L), and P4 (2 mg/L) with larvae age groups of 3, 5, and 7 days after hatching. Soaking was carried out for 5 hours in each age group of larvae. The results showed that the use of java long pepper extract was able to direct the percentage of males (p<0,05) with the highest value of 43,67±9,92%. The dose of ajava long ppper extract of 2 mg/L (P4) is considered the best dose in producing the percentage of male betta fish. Meanwhile, different age groups had the same effect on the percentage of male betta fish (p>0,05).

Kata Kunci: Ekstrak cabe jawa, Ikan cupang, Maskulinisasi, Perendaman larva, Tingkat kelangsungan hidup",,EFEKTIFITAS EKSTRAK CABE JAWA (Piper retrofactrum Vahl) UNTUK MASKULINISASI IKAN CUPANG (Betta splendens),article,"[{'name': {'honourific': None, 'family': 'Rahmasari', 'lineage': None, 'given': 'Firsta'}, 'id': None}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Utomo', 'honourific': None, 'given': 'Deny Sapto Chondro'}}, {'id': 'siti.hudaidah@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hudaidah', 'given': 'Siti'}}]",show,2021-11-02 01:22:26,archive,34780,2021-11-02 01:22:26,"[{'placement': 1, 'eprintid': 34780, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155453', 'pos': 1, 'security': 'public', 'main': 2460, 'docid': 155453, 'files': [{'mime_type': 'text/html', 'hash': '2e3b6a0fc127d3980432dd06ae6e291c', 'fileid': 408036, 'datasetid': 'document', 'filename': 2460, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408036', 'filesize': 32158, 'objectid': 155453, 'mtime': '2021-11-01 06:09:17', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 3, 'language': 'id', 'mime_type': 'text/html', 'content': 'accepted'}]",,614,[{'url': 'https://www.journal.ubb.ac.id/index.php/aquatropica/article/view/2460/1512'}],2721-7574,TRUE,26-33,,https://www.journal.ubb.ac.id/index.php/aquatropica/index,1.0,Journal of Aquatropica Asia,6.0,,,,,,
