,dir,publisher,publication,divisions,full_text_status,issn,status_changed,rev_number,ispublished,date_type,subjects,abstract,corp_creators,volume,uri,date,type,creators,title,refereed,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,id_number,patent_applicant,pres_type,event_dates,event_location,contact_email,event_title,projects,event_type,funders,related_url,pages,place_of_pub,institution,monograph_type,department
10,disk0/00/01/75/47,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2020-02-17 03:46:42,6,pub,published,['SH'],"Oodev hormone application has been applied to stimulate gonadal maturity so that fish fry could be available outside the spawning season. This research aimed to study the effect of Oodev hormone on the gonadal maturity of asian redtail catfish Hemibagrus nemurus (Valenciennes, 1840). This research method used a completely randomized design (CRD) with 4 doses treatments, i.e 0, 0,25, 0,50, 1,00 ml/kg. A total of 8 fish were used as replications for each treatment. The parameters measured were the gonado somatic index (GSI) and egg diameter. The results showed that the effect of Oodev hormone on GSI and egg diameter was significantly different (P<0.05). A higher Oodev hormone dose caused an increase of GSI and egg diameter size. The recommended Oodev dose for application is 1 ml/kg.",,8,http://repository.lppm.unila.ac.id/id/eprint/17547,2019-10-24 00:00:00.000000000,article,"[{'id': None, 'name': {'lineage': None, 'family': 'Putri', 'honourific': None, 'given': 'Devika Kharisma'}}, {'name': {'given': 'Tarsim', 'honourific': None, 'family': 'Tarsim', 'lineage': None}, 'id': None}, {'name': {'given': 'Deny Sapto Chondro', 'honourific': None, 'lineage': None, 'family': 'Utomo'}, 'id': 'deny.utomo@fp.unila.ac.id'}, {'id': 'indra.yudha@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Yudha', 'honourific': None, 'given': 'Indra Gumay'}}]","THE STIMULATION OF GONAD MATURITY OF ASIAN REDTAIL CATFISH Hemibagrus nemurus (Valenciennes, 1840) THROUGH INDUCTION OF OOCYTE DEVELOPER (Oodev) HORMONE",TRUE,2020-02-17 03:46:42,archive,17547,show,965-974,1193,1.0,http://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3630,2020-02-17 03:46:42,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': '07bbb2d2aa14d14b486d69215f119d31', 'mime_type': 'application/pdf', 'fileid': 148296, 'datasetid': 'document', 'mtime': '2020-01-11 12:25:13', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148296', 'filename': '7. DEVIKA.pdf', 'filesize': 362337, 'objectid': 30675}], 'main': '7. DEVIKA.pdf', 'docid': 30675, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30675', 'eprintid': 17547, 'placement': 1}]",http://dx.doi.org/10.23960/jrtbp.v8i1.p965-974,,,,,,,,,,,,,,,
11,disk0/00/01/75/54,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2020-02-17 03:50:27,6,pub,published,['SH'],"Oodev hormone application has been applied to stimulate gonadal maturity so that fish fry could be available outside the spawning season. This research aimed to study the effect of Oodev hormone on the gonadal maturity of asian redtail catfish Hemibagrus nemurus (Valenciennes, 1840). This research method used a completely randomized design (CRD) with 4 doses treatments, i.e 0, 0,25, 0,50, 1,00 ml/kg. A total of 8 fish were used as replications for each treatment. The parameters measured were the gonadal somatic index (GSI) and egg diameter. The results showed that the effect of the Oodev hormone on GSI and egg diameter was significantly different (P<0.05). A higher Oodev hormone dose caused an increase of GSI and egg diameter size. The recommended Oodev dose for application is 1 ml/kg.",,8,http://repository.lppm.unila.ac.id/id/eprint/17554,2019-10-01 00:00:00.000000000,article,"[{'name': {'given': 'Devika Kharisma', 'honourific': None, 'lineage': None, 'family': 'Putri'}, 'id': 'ail:devikakharisma@gmail.com'}, {'name': {'given': 'Tarsim', 'honourific': None, 'lineage': None, 'family': 'Tarsim'}, 'id': 'tarsimlampung@gmail.com'}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Utomo', 'given': 'Deny Sapto Chondro'}}, {'name': {'family': 'Yudha', 'lineage': None, 'honourific': None, 'given': 'Indra Gumay'}, 'id': 'indra.yudha@fp.unila.ac.id'}]","The stimulation of gonad maturity of asian redtail catfish Hemibagrus nemurus (Valenciennes, 1840) through induction of oocyte developer (Oodev) hormone",TRUE,2020-02-17 03:50:27,archive,17554,show,965-974,509,1.0,https://jurnal.fp.unila.ac.id/index.php/bdpi,2020-02-17 03:50:27,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 30683, 'main': 'Devika Kharisma Putri (Vol 8 no 1 Okt 2019).pdf', 'files': [{'hash': '07bbb2d2aa14d14b486d69215f119d31', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 148342, 'mtime': '2020-01-13 04:28:59', 'hash_type': 'MD5', 'filename': 'Devika Kharisma Putri (Vol 8 no 1 Okt 2019).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148342', 'objectid': 30683, 'filesize': 362337}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30683', 'eprintid': 17554, 'placement': 1}]",,,,,,,,,,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3630/2708'}],,,,,
12,disk0/00/01/75/53,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2020-02-17 03:50:25,6,pub,published,['SH'],"Plankton as a natural feed is thought to be a factor that affects the growth of hoven’s carp fry. Plankton abundance can be increased by the addition of organic fertilizers containing nutrients (nitrate and phosphate). Nutrients abundance can be increased by addition of fermented banana hump’s This research aimed to determine the use of fermented banana’s hump to increase the availability of natural feed nursery and the growth of hoven’s carp fry. The method of this research used a completely randomized design with four treatments and three replications, i.e: P1 (control), P2 (5,0 ppm), P3 (7,5 ppm), and P4 (10,0 ppm)addition of fermented banana’s hump. The measured parameters were nitrate, phosphate, plankton abundance, growth and water quality. The results showed the dose of the addition of banana weed fertilizer had an effect (P< 0.05) on the abundance of natural feed and the growth of hoven’s carp fry. Results of water quality measurement showed the parameters of temperature ranged from 25 to 27 °C, pH ranged from 6,23 to 7,53, DO range from 3,40 to 11,36 and ammonia from 0 to 0,001 mg/l. The recommended dosage of fermented banana’s hump was 10 ppm for 1 l of water media.",,8,http://repository.lppm.unila.ac.id/id/eprint/17553,2019-10-01 00:00:00.000000000,article,"[{'name': {'given': 'Wahid Abdul', 'honourific': None, 'lineage': None, 'family': 'Rosyid'}, 'id': 'wahidabdulrosyid@gmail.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Yudha', 'given': 'Indra Gumay'}, 'id': 'indra.yudha@fp.unila.ac.id'}, {'id': 'hnurman@gmail.com', 'name': {'given': 'Herman', 'honourific': None, 'lineage': None, 'family': 'Yulianto'}}]","Study of use fermented banana Musa paradisiaca (Linnaeus, 1761) humps as organic fertilizer to improve natural feed availability in the nursery of hoven’s carp Leptobarbus hoevenii (Bleeker, 1851) fry",TRUE,2020-02-17 03:50:25,archive,17553,show,939-949,509,1.0,https://jurnal.fp.unila.ac.id/index.php/bdpi,2020-02-17 03:50:25,"[{'format': 'text', 'docid': 30682, 'main': 'Wahid Abdul Rosyid (Vol 8 no 1 Okt 2019).pdf', 'files': [{'objectid': 30682, 'filesize': 350156, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148336', 'filename': 'Wahid Abdul Rosyid (Vol 8 no 1 Okt 2019).pdf', 'hash_type': 'MD5', 'mtime': '2020-01-13 04:18:03', 'datasetid': 'document', 'fileid': 148336, 'hash': 'c60954b577478448e48c6496b9d33e95', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 17553, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30682', 'pos': 1}]",,,,,,,,,,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3618/2698'}],,,,,
13,disk0/00/01/15/81,Karger,Sexual Development,['FP3'],public,1661-5425,2019-11-04 02:03:59,9,pub,published,"['SF', 'SH']","Abstract
Sex determination in pejerrey is genetically-prescribed by the Y chromosome-linked anti-Müllerian hormone amhy but also strongly influenced by water temperature during the critical period of sex determination. Its gonadal differentiation is characterized by a cephalocaudal and left-to-right histological gradient in both sexes that presumably helps prevent discrepant, intersex development in different regions of the gonads in response to ambiguous thermal and genetic stimuli, but the relation of this gradient to molecular processes of sex differentiation is unknown. In this study we investigated the spatiotemporal expression patterns of amh, gonadal aromatase (cyp19a1a), and apoptosis in relation to the histological gradient in ovaries and testes at an intermediate, sexually-neutral temperature. The location and timing of expression of amh, cyp19a1a, and apoptosis seemed to be highly coordinated with the time of gonadal sex differentiation and the histological gradient of gonadal sex differentiation. Apoptosis occurred predominantly in the anterior region of the right gonads and is surmised to be a process to delay differentiation in this area compared to the left gonad, possibly as a means to ensure uniform development in both gonads. Aromatase expression early during development was noted even in putative XY males, supporting the　notion of primacy of female development in pejerrey gonads. Thus, apoptosis may be particularly important to prevent discrepant gonadal differentiation in XY individuals where genetic pro-male (amhy) and pro-female (cyp19a1a) and thermal stimuli may antagonize.",,13,http://repository.lppm.unila.ac.id/id/eprint/11581,2019-03-27 00:00:00.000000000,article,"[{'name': {'given': 'Munti', 'lineage': None, 'family': 'Sarida', 'honourific': None}, 'id': 'munti.sarida@fp.unila.ac.id'}, {'name': {'given': 'Ricardo Shohei', 'honourific': None, 'family': 'Hattori', 'lineage': None}, 'id': 'hattori.fish@gmail.com'}, {'id': 'carryLOVES_CHINA2008@hotmail.com', 'name': {'family': 'Zhang', 'lineage': None, 'honourific': None, 'given': 'Yan'}}, {'id': 'yoji@m.kaiyodai.ac.jp', 'name': {'honourific': None, 'lineage': None, 'family': 'Yamamoto', 'given': 'Yoji'}}, {'id': 'carlos@kaiyodai.ac.jp', 'name': {'given': 'Carlos Augusto', 'lineage': None, 'family': 'Strussmann', 'honourific': None}}]",Spatiotemporal correlations between amh and cyp19a1a transcript expression and apoptosis during gonadal sex differentiation of pejerrey Odontesthes bonariensis,TRUE,2019-11-04 02:03:59,archive,11581,show,99-108,234,2.0,https://www.karger.com/Journal/Home/231547,2019-11-04 02:03:59,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '498997-sarida et al., 2019.pdf', 'docid': 28090, 'files': [{'datasetid': 'document', 'fileid': 129034, 'mime_type': 'application/pdf', 'hash': 'c0ee64001ad892ac4cc555dd117a9103', 'hash_type': 'MD5', 'mtime': '2019-11-01 23:12:54', 'filesize': 1266974, 'objectid': 28090, 'uri': 'http://repository.lppm.unila.ac.id/id/file/129034', 'filename': '498997-sarida et al., 2019.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28090', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 11581}]",DOI: 10.1159/000498997,,,,,munti.sarida@fp.unila.ac.id,,['Sex differentiation in Pejerrey'],,"['Ministry of Education, Culture, Sports, Science and Technology of Japan', 'Sao Paulo Research Foundation']","[{'url': 'https://doi.org/10.1159/000498997', 'type': 'pub'}]",,,,,
14,disk0/00/01/75/48,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2020-02-17 03:46:45,6,pub,published,['SH'],"Hoven’s carp is one of the potential fish in Indonesia to be developed. But due to its slow growth, making people not cultivating it. This research aimed to study the effect of using rGH and determine the best dosage on growth of hoven’s carp. Hoven’s carp used were 70 - 90 mm in size and 5 - 6 g in weight 4 months old. Hoven’s carp used are 10 fish in each pond This study used a completely randomized design with 4 treatments and 3 replications. The treatment was A (without administration of rGH), B (administration of rGH 1 mg/kg of feed), C(administration of rGH 2 mg/kg of feed), and D (administration of rGH 3 mg/kg of feed). Parameters observed consisted of growth absolute length, the growth of absolute weight, SR, FCR, and protein retention. The results showed that the effect on hoven’s carp growth of rGH and best dose in this study is in treatment B (administration of rGH 2 mg/kg of feed).",,7,http://repository.lppm.unila.ac.id/id/eprint/17548,2019-02-01 00:00:00.000000000,article,"[{'id': 'nurselawati1010@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Selawati', 'given': 'Nur'}}, {'id': 'indra.yudha@fp.unila.ac.id', 'name': {'given': 'Indra Gumay', 'family': 'Yudha', 'lineage': None, 'honourific': None}}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'given': 'Deny Sapto Chondro', 'lineage': None, 'family': 'Utomo', 'honourific': None}}]","THE EFFECT OF rGH ADDITION ON ARTIFICIAL FEED ON HOVEN’S 
CARP GROWTH, Leptobarbus hoevenii (Bleker, 1851)",TRUE,2020-02-17 03:46:45,archive,17548,show,823-833,509,2.0,https://jurnal.fp.unila.ac.id/index.php/bdpi,2020-02-17 03:46:45,"[{'main': 'Nur Selawati.pdf', 'docid': 30676, 'files': [{'mime_type': 'application/pdf', 'hash': '77dc1e68291bf795fc2a9774f9d2b89d', 'fileid': 148302, 'datasetid': 'document', 'filename': 'Nur Selawati.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148302', 'objectid': 30676, 'filesize': 419566, 'mtime': '2020-01-13 03:22:15', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17548, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30676', 'pos': 1, 'security': 'public'}]",,,,,,,,,,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3570/2658'}],,,,,
15,disk0/00/01/73/10,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2020-02-11 09:02:21,6,pub,published,['SH'],"Hoven’s carp is one of the potential fish in Indonesia to be developed. But due to its slow growth, making people not cultivating it. This research aimed to study the effect of using rGH and determine the best dosage on growth of hoven’s carp. Hoven’s carp used were 70 - 90 mm in size and 5 - 6 g in weight 4 months old. Hoven’s carp used are 10 fish in each pond This study used a completely randomized design with 4 treatments and 3 replications. The treatment was A (without administration of rGH), B (administration of rGH 1 mg/kg of feed), C (administration of rGH 2 mg/kg of feed), and D (administration of rGH 3 mg/kg of feed). Parameters observed consisted of growth absolute length, the growth of absolute weight, SR, FCR, and protein retention. The results showed that the effect on hoven’s carp growth of rGH and best dose in this study is in treatment B (administration of rGH 2 mg/kg of feed).",,7,http://repository.lppm.unila.ac.id/id/eprint/17310,2019-02-15 00:00:00.000000000,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Selawati', 'lineage': None, 'given': 'Nur'}}, {'id': 'indra.yudha@fp.unila.ac.id', 'name': {'given': 'Indra Gumay', 'honourific': None, 'lineage': None, 'family': 'Yudha'}}, {'id': 'deny.utomo@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Utomo', 'lineage': None, 'given': 'Deny Sapto Chondro'}}]","THE EFFECT OF rGH ADDITION ON ARTIFICIAL FEED ON HOVEN’S CARP GROWTH, Leptobarbus hoevenii (Bleker, 1851)",TRUE,2020-02-11 09:02:21,archive,17310,show,823-834,1193,2.0,http://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3570,2020-02-11 09:02:21,"[{'placement': 1, 'eprintid': 17310, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30419', 'pos': 1, 'security': 'public', 'main': '1. Nur Selawati.pdf', 'files': [{'hash': '77dc1e68291bf795fc2a9774f9d2b89d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 146528, 'mtime': '2019-12-13 04:33:39', 'hash_type': 'MD5', 'filename': '1. Nur Selawati.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146528', 'objectid': 30419, 'filesize': 419566}], 'docid': 30419, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",10.23960/jrtbp.v7i2.p823-834,,,,,,,,,,,,,,,
16,disk0/00/02/10/01,Universitas Gadjah Mada,Jurnal Pengabdian dan Pengembangan,['FP3'],public,2620-9594,2020-05-29 06:55:08,9,pub,published,['H1'],"ABSTRAK Desa Kediri memiliki potensi sumber daya yang besar berupa lahan pekarangan yang luas, Kelompok Wanita Tani (KWT), Karang Taruna serta tersedianya pupuk bioslurry yang merupakan limbah dari biogas kotoran sapi. Namun demikian rendahnya taraf pengetahuan warga menyebabkan potensi sumber daya yang besar tersebut menjadi kurang berdaya. Oleh karena itu tim program pengembangan desa mitra (PPDM) 2018 melakukan pendampingan yang bertujuan untuk memanfaatkan potensi yang ada, salah satunya untuk pembuatan Kawasan Rumah Pangan Lestari (KRPL), kebun kolektif, dan kolam lele kolektif guna memenuhi kebutuhan sayur dan lauk harian untuk rumah tangga dalam rangka mewujudkandesamandiri pangan. Upaya yangdilakukanuntukmencapai tujuanini adalah memberikan pengetahuan tentang Teknik budidaya tanaman organik, pembuatan pupuk organik, teknik budidaya ikan lele organik, dan pembuatan pakan lele organik. Hasilnya telah terbangun 20 unit KRPL, 3 unit kebun kolektif dengan total luasan 1/8 ha yang ditanami berbagai jenis tanaman menggunakan pupuk bioslurry, sehingga dapat memenuhi kebutuhan sayur harian. Selain itu, telah terinstal juga 2 unit kolam lele berkapasitas5m3.
Kata Kunci: Budidaya Tanaman Organik, Kawasan Rumah Pangan Lestari, Kelompok WanitaTani.",,2,http://repository.lppm.unila.ac.id/id/eprint/21001,1970-01-01 00:00:00.000002019,article,"[{'id': 'simparmin@gmail.com', 'name': {'given': 'Br Ginting', 'honourific': None, 'family': 'Simparmin', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nawansih', 'given': 'Otik'}, 'id': 'otiknawansih@yahoo.com'}, {'id': 'siti.hudaidah@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hudaidah', 'given': 'Siti'}}, {'name': {'given': 'Sri', 'honourific': None, 'lineage': None, 'family': 'Ismiyati'}, 'id': 'mya_wid@yahoo.com'}]","PemberdayaanKelompokWanitaTanidenganPemanfaatanSumber DayaPedesaanuntukMewujudkanDesaMandiriPangan diDesaKediri KecamatanGadingrejo,KabupatenPringsewu,Lampung",FALSE,2020-05-29 06:55:08,archive,21001,show,326-332,614,2.0,https://jurnal.ugm.ac.id/jp2m/article/view/38931,2020-05-29 06:55:08,"[{'format': 'text', 'main': 38931, 'docid': 34382, 'files': [{'filesize': 26010, 'objectid': 34382, 'uri': 'http://repository.lppm.unila.ac.id/id/file/196030', 'filename': 38931, 'hash_type': 'MD5', 'mtime': '2020-05-29 05:56:29', 'datasetid': 'document', 'fileid': 196030, 'hash': '0f5122c590fd04cc23dfdf1057e338c6', 'mime_type': 'application/xml'}], 'content': 'submitted', 'rev_number': 3, 'language': 'id', 'mime_type': 'application/xml', 'eprintid': 21001, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34382'}, {'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34385', 'eprintid': 21001, 'placement': 2, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '712d936afd292bcf24b46d0c19295289', 'fileid': 196044, 'datasetid': 'document', 'mtime': '2020-05-29 06:00:03', 'hash_type': 'MD5', 'filename': '38931-165640-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/196044', 'filesize': 845697, 'objectid': 34385}], 'main': '38931-165640-1-PB.pdf', 'docid': 34385}]",,,,,,,,,,,,,,,,
17,disk0/00/01/73/18,Graha Ilmu,,['FP3'],public,,2020-02-17 03:45:24,7,pub,published,['SH'],"Salah satu faktor penentu keberhasilan budidaya udang adalah manajemen kualitas air.  Daerah yang mengalami  keterbatasan lahan karena degradasi kualitas air mengalami kesulitan dalam mengembangkan budidaya udang.  Budidaya udang vaname menjadi salah satu solusi untuk mengatasi permasalahan tersebut.  Budidaya udang vaname dengan menggunakan air bersalinitas rendah (inland shrimp culture) sangat memungkinkan karena spesies ini termasuk eurihalin, yaitu toleran terhadap rentang salinitas yang luas. Sistem ini lebih ramah lingkungan karena dilakukan jauh dari pesisir laut sehingga tidak merusak ekosistem pesisir terutama hutan bakau. 
Buku Budidaya Udang  Vaname Salintas Rendah, Solusi untuk Budidaya di Lahan Kritis ini  berisi tentang prinsip budidaya udang, daya dukung lingkungan, biologi vaname, keunggulan udang vaname, budidaya udang vaname salinitas baik skala lab lapang maupun tambak komersial, standard operating procedure (SOP), penyakit udang, penanganan penyakit dengan herbal, serta budidaya udang vaname skala rumah tangga. Buku ini juga dilengkapi dengan analisis ekonomi budidaya udang vaname  dengan salinitas rendah skala semi intensif.     Buku ini dapat dijadikan rujukan  bagi akademisi, mahasiswa,  dan  praktisi budidaya  udang  yang ingin mendalami  tentang budidaya udang vaname terutama budidaya dengan menggunakan salinitas rendah.",,,http://repository.lppm.unila.ac.id/id/eprint/17318,2019-12-01 00:00:00.000000000,monograph,"[{'id': 'supono_unila@yahoo.com', 'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}}]","Budidaya Udang  Vaname Salintas Rendah, Solusi untuk Budidaya di Lahan Kritis",,2020-02-17 03:45:24,archive,17318,show,,333,,,2020-02-17 03:45:24,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30428', 'security': 'public', 'placement': 1, 'eprintid': 17318, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 30428, 'main': 'Budidaya Udang.pdf', 'files': [{'datasetid': 'document', 'fileid': 146601, 'mime_type': 'application/pdf', 'hash': 'dca41c2b884b91378b2f9e4fd13ea9a9', 'hash_type': 'MD5', 'mtime': '2019-12-16 04:43:30', 'objectid': 30428, 'filesize': 5487274, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146601', 'filename': 'Budidaya Udang.pdf'}], 'format': 'text'}]",,,,,,,,,,,,131.0,Bandar Lampung,University of Lampung,other,Aquaculture
18,disk0/00/01/73/17,Graha Ilmu,,['FP3'],public,,2020-02-17 03:45:22,11,pub,published,['SH'],"Salah satu faktor penentu keberhasilan budidaya udang adalah manajemen kualitas air.  Daerah yang mengalami  keterbatasan lahan karena degradasi kualitas air mengalami kesulitan dalam mengembangkan budidaya udang.  Budidaya udang vaname menjadi salah satu solusi untuk mengatasi permasalahan tersebut.  Budidaya udang vaname dengan menggunakan air bersalinitas rendah (inland shrimp culture) sangat memungkinkan karena spesies ini termasuk eurihalin, yaitu toleran terhadap rentang salinitas yang luas. Sistem ini lebih ramah lingkungan karena dilakukan jauh dari pesisir laut sehingga tidak merusak ekosistem pesisir terutama hutan bakau. 
Buku Budidaya Udang  Vaname Salintas Rendah, Solusi untuk Budidaya di Lahan Kritis ini  berisi tentang prinsip budidaya udang, daya dukung lingkungan, biologi vaname, keunggulan udang vaname, budidaya udang vaname salinitas baik skala lab lapang maupun tambak komersial, standard operating procedure (SOP), penyakit udang, penanganan penyakit dengan herbal, serta budidaya udang vaname skala rumah tangga. Buku ini juga dilengkapi dengan analisis ekonomi budidaya udang vaname  dengan salinitas rendah skala semi intensif.     Buku ini dapat dijadikan rujukan  bagi akademisi, mahasiswa,  dan  praktisi budidaya  udang  yang ingin mendalami  tentang budidaya udang vaname terutama budidaya dengan menggunakan salinitas rendah.",,,http://repository.lppm.unila.ac.id/id/eprint/17317,2019-12-01 00:00:00.000000000,monograph,"[{'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}, 'id': 'supono_unila@yahoo.com'}]","Budidaya Udang Vaname Salinitas Rendah, Solusi untuk Budidaya di Lahan Kritis",,2020-02-17 03:45:22,archive,17317,show,,333,,,2020-02-17 03:45:22,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 30786, 'main': 'Budidaya Udang Vaname Salinitas Rendah Solusi Budidaya di Lahan kritis.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '1ab2f336a8001965c04ad838ee24ae9e', 'fileid': 149086, 'datasetid': 'document', 'mtime': '2020-01-21 14:30:11', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149086', 'filename': 'Budidaya Udang Vaname Salinitas Rendah Solusi Budidaya di Lahan kritis.pdf', 'objectid': 30786, 'filesize': 15470654}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30786', 'pos': 2, 'eprintid': 17317, 'placement': 2}]",,,,,,,,,,,,131.0,Yogyakarta,Universitas Lampung,other,Budidaya Perairan
19,disk0/00/01/89/82,Graha Ilmu,,['FP3'],public,,2020-04-06 07:41:16,9,pub,published,['SH'],hasil review,,,http://repository.lppm.unila.ac.id/id/eprint/18982,1970-01-01 00:00:00.000002019,other,"[{'id': 'supono_unila@yahoo.com', 'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}}]","Budidaya Udang Vaname Salinitas Rendah, Solusi untuk Budidaya di Lahan Kritis",,2020-04-06 07:41:16,archive,18982,show,,333,,,2020-04-06 07:41:16,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32221', 'eprintid': 18982, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Budidaya udang Vaname Salinitas Rendah.pdf', 'files': [{'mtime': '2020-04-06 03:53:37', 'hash_type': 'MD5', 'filename': 'Budidaya udang Vaname Salinitas Rendah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159271', 'filesize': 351689, 'objectid': 32221, 'hash': 'f32c734d57eb0a0f72cf37b0d9bb2d0d', 'mime_type': 'application/pdf', 'fileid': 159271, 'datasetid': 'document'}], 'docid': 32221}]",,,,,,,,,,,,,,,,
20,disk0/00/01/90/27,Bioflux Publishing House,,['FP3'],public,,2020-04-13 02:13:36,7,pub,,['SH'],Cek Similarity,,,http://repository.lppm.unila.ac.id/id/eprint/19027,1970-01-01 00:00:00.000002019,other,"[{'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}]","Identification of Vibrio sp.  as a cause of white feces diseases in white shrimp Penaeus vannamei and handling with herbal ingredients in East Lampung Regency, Indonesia",,2020-04-13 02:13:36,archive,19027,show,,333,,,2020-04-13 02:13:36,"[{'placement': 1, 'eprintid': 19027, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32266', 'security': 'public', 'files': [{'hash': 'cc1e5784cb2006ba6e87c164cdd948a3', 'mime_type': 'application/pdf', 'fileid': 159622, 'datasetid': 'document', 'mtime': '2020-04-09 04:40:58', 'hash_type': 'MD5', 'filename': 'Identification_of_Vibrio_sp__as_cause_of_white_fec.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159622', 'filesize': 2769704, 'objectid': 32266}], 'main': 'Identification_of_Vibrio_sp__as_cause_of_white_fec.pdf', 'docid': 32266, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,,,,,,,,,,,
