,rev_number,ispublished,status_changed,full_text_status,issn,publisher,divisions,publication,dir,uri,date,volume,abstract,subjects,date_type,refereed,title,creators,type,documents,official_url,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,id_number,eprintid,datestamp,corp_creators,place_of_pub,referencetext,contributors,related_url,patent_applicant,contact_email,pages,department,institution,monograph_type,succeeds,event_location,pres_type,event_dates,event_title,event_type,keywords
21,8,unpub,2021-04-28 01:04:55,public,,INSIGHT - Indonesian Society for Knowledge and Human Development,['FMIPA3'],,disk0/00/02/96/54,http://repository.lppm.unila.ac.id/id/eprint/29654,2021-04-19 00:00:00.000000000,,"Abstract— Carassius auratus (goldfish) is a freshwater ornamental fish that is widely kept in both ponds and swimming pools. This fish has various types, colors, and shapes. Several species have similar anatomy so that it is challenging to distinguish manually, including the type of Fantail, Ranchu, Oranda. This study aims to create a system that can identify these species. The identification process uses a feature extraction method, namely the Gabor Filter. Gabor filter consists of several steps including parameter initialization, Gabor kernels, Gabor convolution, feature point. The parameters used were frequency, orientation, and kernel’s size. Gabor kernel was formed based on initialized parameters. The addition of pixels for the goldfish image and Gabor's kernel produces a convolution process. The results of the convolution process were normalized to produce a feature vector matrix. The goldfish image classification uses the Probabilitas Neural Network method. The dataset in this research used 216 images of goldfish consisting of the Fantail, Oranda, and Manchu species. The combination of values of each parameter can affect the level of accuracy. Optimal parameters are obtained at kernel size (5.5), frequency (3), orientation (5), and downsample (16.16). The higher the parameter value, the more variation of the feature vector is obtained. The more variations of the feature vector, the higher the data redundancy so that the classification process becomes inefficient. The average accuracy of using a Gabor filter for image identification of goldfish reaches 80.86%",['QA76'],,,Peer Review : Implementation of Gabor Filter for Carassius Auratus’s Identification,"[{'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Heningtyas', 'given': 'Yunda'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'Admi', 'family': 'Syarif', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Pratidina', 'given': 'A.A. Gieniung'}, 'id': None}]",other,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43855', 'security': 'public', 'placement': 1, 'eprintid': 29654, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Peer Review Paper IJASEIT Q2.pdf', 'files': [{'datasetid': 'document', 'fileid': 262493, 'hash': 'ff9a90508aa595fc31f8f05efbd287f8', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-27 04:54:35', 'objectid': 43855, 'filesize': 721112, 'uri': 'http://repository.lppm.unila.ac.id/id/file/262493', 'filename': 'Peer Review Paper IJASEIT Q2.pdf'}], 'docid': 43855, 'format': 'text'}]",http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=7&Itemid=1&issue_id=70,2021-04-28 01:04:55,,215,,show,archive,DOI:10.18517/ijaseit.11.2.8128,29654,2021-04-28 01:04:55,,Indonesia,,,,,,,,,,,,,,,,
22,8,pub,2021-04-20 08:35:02,public,,INSIGHT - Indonesian Society for Knowledge and Human Development,['FMIPA3'],,disk0/00/02/95/27,http://repository.lppm.unila.ac.id/id/eprint/29527,2021-04-19 00:00:00.000000000,,"Abstract— Carassius auratus (goldfish) is a freshwater ornamental fish that is widely kept in both ponds and swimming pools. This fish has various types, colors, and shapes. Several species have similar anatomy so that it is challenging to distinguish manually, including the type of Fantail, Ranchu, Oranda. This study aims to create a system that can identify these species. The identification process uses a feature extraction method, namely the Gabor Filter. Gabor filter consists of several steps including parameter initialization, Gabor kernels, Gabor convolution, feature point. The parameters used were frequency, orientation, and kernel’s size. Gabor kernel was formed based on initialized parameters. The addition of pixels for the goldfish image and Gabor's kernel produces a convolution process.  The results of the convolution process were normalized to produce a feature vector matrix. The goldfish image classification uses the Probabilitas Neural Network method. The dataset in this research used 216 images of goldfish consisting of the Fantail, Oranda, and Manchu species. The combination of values of each parameter can affect the level of accuracy. Optimal parameters are obtained at kernel size (5.5), frequency (3), orientation (5), and downsample (16.16). The higher the parameter value, the more variation of the feature vector is obtained. The more variations of the feature vector, the higher the data redundancy so that the classification process becomes inefficient. The average accuracy of using a Gabor filter for image identification of goldfish reaches 80.86%.",['QA75'],published,,Similarity Check Result Implementation of Gabor Filter for Carassius Auratus’s Identification,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Aristoteles', 'given': 'Aristoteles'}}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'given': 'Yunda', 'family': 'Heningtyas', 'lineage': None, 'honourific': None}}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'Admi', 'family': 'Syarif', 'lineage': None, 'honourific': None}}, {'name': {'given': 'A.A. Gieniung', 'lineage': None, 'family': 'Pratidina', 'honourific': None}, 'id': None}]",other,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43674', 'pos': 1, 'eprintid': 29527, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': 'b6bf16c0d89ed6f94a4319a3c2713610', 'mime_type': 'application/pdf', 'fileid': 261487, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261487', 'filename': 'Implementation_of_Gabor_Filter_for_Carassius_Aurat.pdf', 'filesize': 2373073, 'objectid': 43674, 'mtime': '2021-04-20 04:57:49', 'hash_type': 'MD5'}], 'main': 'Implementation_of_Gabor_Filter_for_Carassius_Aurat.pdf', 'docid': 43674}]",http://ijaseit.insightsociety.org/,2021-04-20 08:35:02,,215,,show,archive,,29527,2021-04-20 08:35:02,,,,,"[{'url': 'http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=8128', 'type': 'author'}]",,,,,,,,,,,,,
23,6,pub,2021-11-02 01:22:39,public,2406-7857,Prodi Ilmu Komputer Universitas Lambung Mangkurat,['FMIPA3'],Kumpulan Jurnal Ilmu Komputer (KLIK),disk0/00/03/47/89,http://repository.lppm.unila.ac.id/id/eprint/34789,2021-06-01 00:00:00.000000000,8.0,"Mental disorders (mental disorders) are a disease that requires long-term care in the process of rehabilitation. In 2013, there were at least 14 million Indonesians who had a
mental illness. Someone who is affected by a mental disorder is called a survivor. In the process of rehabilitation, survivors will be treated in a mental hospital for further treatment.
If conditions improve, survivors will be sent home. However, there are many survivors after treatment relapse due to lack of supervision of the state of survivors. This paper discusses how health workers monitor the condition of survivors using an integrated information system with a mobile app. In its development, the method used is prototyping. The system needs are obtained through media discussions and interviews with Ikatan Perawat Kesehatan Jiwa Indonesia (IPKJI) Lampung. The system was also tested using the black box testing method. As a result, the features needed to solve the problem are running as they
should",['T1'],submitted,TRUE,ARSITEKTUR SISTEM INFORMASI BERBASIS WEB MONITORING PROSES RECOVERY SURVIVOR GANGGUAN JIWA PASCA PERAWATAN,"[{'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Astria', 'honourific': None, 'given': 'Hijriani'}}, {'id': 'yohana.utami@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Yohana Tri Utami', 'given': 'YTU'}}]",article,"[{'format': 'text', 'main': '391-907-1-PB.pdf', 'docid': 155460, 'files': [{'mtime': '2021-11-01 14:34:39', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/408081', 'filename': '391-907-1-PB.pdf', 'objectid': 155460, 'filesize': 661018, 'hash': 'b8c32f9ed06b3ba6cd495c254c02fb87', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 408081}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34789, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155460'}]",http://klik.ulm.ac.id/index.php/klik/article/view/391,2021-11-02 01:22:39,2.0,2424,93-105,show,archive,,34789,2021-11-02 01:22:39,['University Of Lampung'],,"[1]. Torous, J., Wisniewski, H., Bird, B., Carpenter, E., David, G., Elejalde, E., … Keshavan, M. (2019). Creating a Digital Health Smartphone App and Digital Phenotyping Platform for Mental Health and Diverse Healthcare Needs: an Interdisciplinary and Collaborative Approach. Journal of
Technology in Behavioral Science, 4(2), 73–85.
[2]. Hollis, C., Falconer, C. J., Martin, J. L., Whittington, C., Stockton, S., Glazebrook,
C., & Davies, E. B. (2017). Annual Research Review: Digital health interventions for children and young people with mental health problems – a systematic and meta-review. Journal of Child Psychology and Psychiatry and Allied Disciplines, 58(4), 474–503.
[3]. Subu, M. A., Waluyo, I., N, A. E., Priscilla, V., & Aprina, T. (2018). Stigma, Stigmatisasi, Perilaku Kekerasan dan Ketakutan diantara Orang dengan Gangguan Jiwa (ODGJ) di Indonesia. Kedokteran Brawijaya, 30(1), 53–60.
[4]. Utami, T. W., Astuti, Y. S., & PH, L. (2017). Hubungan kecemasan dengan depresi pada anak sekolah dasar. Keperawatan, 9(1), 1–5.
[5]. Agustina, N. W., & Handyani, S. (2016). Peningkatan Kemampuan Keluarga Merawat Pasien Skizofrenia Dengan Gejala Halusinasi Melalui Terapi Suportif Ekspresif. Motorik, 11(23).
[6]. Fitriani, A., & Handayani, A. (2018). Hubungan Antara Beban Subjektif Dengan Kualitas Hidup Pendamping (Caregiver). Proyeksi, 13(1), 13–24.
[7]. Almosni, B., & Tal, I. (2013). Mental, Health Digital Behavior. Patent Application Publication, 1(19).
[8]. Hutahaean, J. (2015). Konsep Dasar Sistem Informasi. Yogyakarta: Deepublish.
[9]. Hollis, C., Morriss, R., Martin, J., Amani, S., Cotton, R., Denis, M., & Lewis, S.
(2015). Technological innovations in mental healthcare: Harnessing the digital revolution. British Journal of Psychiatry, 206(4), 263–265.
[10]. Ralston, A. L., Andrews, A. R., & Hope, D. A. (2019). Fulfilling the promise of mental health technology to reduce public health disparities: Review and research agenda. Clinical Psychology: Science and Practice, 26(1), 1–14.
[11]. Pincus, H. A., Spaeth-Rublee, B., Sara, G., Goldner, E. M., Prince, P. N., Ramanuj, P., Patton, L. (2016). A review of mental health recovery programs in selected industrialized countries. International Journal of Mental Health Systems, 10(1), 1–9.
[12]. Colder Carras, M., Kalbarczyk, A., Wells, K., Banks, J., Kowert, R., Gillespie, C., & Latkin, C. (2018). Connection, meaning, and distraction: A qualitative study of video game play and mental health recovery in veterans treated for mental and/or behavioral health problems. Social Science and Medicine, 216(August), 124–132.
[13]. Moroney, L. (2017). Firebase Cloud Messaging. In The Definitive Guide to Firebase (1st ed. ed, pp. 163–188).
[14]. Pezoa, F., Reutter, J. L., Suarez, F., Ugarte, M., & Vrgoč, D. (2016). Foundations of JSON schema. 25th International World Wide Web Conference, 263–273.
[15]. Sheehan, R., & Hassiotis, A. (2017). Digital mental health and intellectual disabilities: State of the evidence and future directions. Evidence-Based Mental Health, 20(4), 107–111.","[{'id': 'yohana.triutami@gmail.com', 'name': {'honourific': None, 'family': 'Tri Utami', 'lineage': None, 'given': 'Yohana'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Astria', 'lineage': None, 'given': 'Hijriani'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,,,,,,
24,9,pub,2021-11-02 01:21:43,public,,,['FMIPA3'],,disk0/00/03/47/64,http://repository.lppm.unila.ac.id/id/eprint/34764,2021-05-07 00:00:00.000000000,,,"['QA75', 'QA76']",submitted,,"Sistem Pakar Diagnosis Penyakit Pada Tanaman Tembakau
Menggunakan Metode Case Based Reasoning","[{'name': {'given': 'Bambang', 'honourific': None, 'lineage': None, 'family': 'Bambang Hermanto, S.Kom., M.Cs'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'name': {'family': 'Ir. Albertus Sudirman, M.P.', 'lineage': None, 'honourific': None, 'given': 'AS'}, 'id': 'albertus@polinela.ac.id'}, {'id': 'Bagassatria9828@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Bagas Satria Dwi Cahya', 'given': 'Bagas'}}]",patent,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'docid': 155437, 'main': 'sertifikat_EC00202123254.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/407922', 'filename': 'sertifikat_EC00202123254.pdf', 'filesize': 2188236, 'objectid': 155437, 'mtime': '2021-11-01 03:12:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a0b5a238f2fc2f52871755bd6d956791', 'fileid': 407922, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155437', 'security': 'public', 'placement': 1, 'eprintid': 34764}]",,2021-11-02 01:21:43,,2400,,show,archive,EC00202123254,34764,2021-11-02 01:21:43,,,,,,"Bambang Hermanto, S.Kom., M.Cs, Universitas Lampung",,1.0,,,,,,,,,,
25,7,pub,2021-10-27 01:22:21,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/03/46/48,http://repository.lppm.unila.ac.id/id/eprint/34648,2021-04-01 00:00:00.000000000,2.0,"Balai Pengkajian Teknologi Pertanian Lampung (eng. Institute for Agricultural Technology Assessment) also known as BPTP Lampung is one of the government agencies that need information systems in the management, selection, storage,  and information  dissemination.  The  application  of  information  systems  raises  several  risks  that  can  disrupt activities  and  disadvantage  in  material/time  for  BPTP  Lampung.  The  purpose  of  this  research  is  to  analyze  the  risk management information system of BPTPLampung and find out the factors that affect risk occur by using NIST SP 800-30 method. The risk management information system of BPTP Lampung is implemented to anticipate the threat of risk with  several  stages  are  risk  assessment,  risk  mitigation,  and  risk  evaluation.  There  are  10  (ten)  associated  risks  from research results, namely less communicative language, no backup of research data, no update data, multiple tasks and obligations, human error, internet access, error system, fires, natural disasters (thunderstorms, floods, earthquakes, etc.) and blackout. At a high level of risk is a less communicative language from research results by the researcher of BPTP Lampung and multiple tasks and obligations from the management of information system BPTP Lampung. The final result from the risk management of information system BPTP Lampung is a recommendation given to reduce the impact of risks that occur

Keywords : BPTP Lampung;Information System;NIST SP 800-30 method;Risk Management.",['QA76'],published,TRUE,ANALISIS MANAJEMEN RISIKO SISTEM INFORMASI BALAI PENGKAJIAN TEKNOLOGI PERTANIAN LAMPUNG MENGGUNAKAN METODE NIST SP 800-30,"[{'name': {'given': 'Vynda Levy', 'honourific': None, 'lineage': None, 'family': 'Cahyani'}, 'id': None}, {'name': {'given': 'Aristoteles', 'honourific': None, 'family': 'Aristoteles', 'lineage': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Yani', 'lineage': None, 'given': 'Alvi'}}, {'name': {'given': 'Tristiyanto', 'honourific': None, 'lineage': None, 'family': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}]",article,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/407011', 'filename': '21-Article Text-144-1-10-20211022.pdf', 'objectid': 155223, 'filesize': 298231, 'mtime': '2021-10-26 03:58:35', 'hash_type': 'MD5', 'hash': '8c4f185cc8cb59dc7162ce05b7e6482e', 'mime_type': 'application/pdf', 'fileid': 407011, 'datasetid': 'document'}], 'main': '21-Article Text-144-1-10-20211022.pdf', 'docid': 155223, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155223', 'pos': 1, 'eprintid': 34648, 'placement': 1}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal,2021-10-27 01:22:21,1.0,215,13-20,show,archive,https://doi.org/10.23960/pepadun.v2i1.21,34648,2021-10-27 01:22:21,,,,,,,,,,,,,,,,,,
26,6,pub,2021-11-10 01:42:35,public,1314-4081,BULGARIAN ACADEMY OF SCIENCES,['FMIPA3'],CYBERNETICS AND INFORMATION TECHNOLOGIES,disk0/00/03/56/75,http://repository.lppm.unila.ac.id/id/eprint/35675,1970-01-01 00:00:00.000002021,21.0,"In this study we propose a new approach to tackle the cropping problem in
steganography which is called Center Embedded Pixel Positioning (CEPP) which is
based on Least Significant Bit (LSB) Matching by setting the secret image in the
center of the cover image. The evaluation of the experiment indicated that the secret
image can be retrieved by a maximum of total 40% sequential cropping on the left,
right, up, and bottom of the cover image. The secret image also can be retrieved if
the total asymmetric cropping area is 25% that covered two sides (either left-right,
left-up or right-up). In addition, the secret image can also be retrieved if the total
asymmetric cropping area is 70% if the bottom part is included. If asymmetric
cropping area included three sides, then the algorithm fails to retrieve the secret
image. For cropping in the botom the secret image can be extracted up to 70%.",['QA'],published,TRUE,"A New Digital Image Steganography Based on Center Embedded
Pixel Positioning","[{'id': 'darwisdedi@teknokrat.ac.id', 'name': {'given': 'Dedi', 'family': 'Darwis', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Akmal'}, 'id': '.'}, {'id': 'dewi.asiah@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Shofiana', 'lineage': None, 'given': 'Dewi Asiah'}}, {'name': {'given': 'Wamiliana', 'honourific': None, 'lineage': None, 'family': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}]",article,"[{'eprintid': 35675, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156603', 'pos': 1, 'format': 'text', 'docid': 156603, 'main': 'paper Dedi Cybernethics_10341-Volume21_Issue_2-07.pdf', 'files': [{'datasetid': 'document', 'fileid': 415121, 'mime_type': 'application/pdf', 'hash': 'f204d857a64fb3b633df7d4ff44a89e4', 'objectid': 156603, 'filesize': 971875, 'uri': 'http://repository.lppm.unila.ac.id/id/file/415121', 'filename': 'paper Dedi Cybernethics_10341-Volume21_Issue_2-07.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-09 11:38:35'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,2021-11-10 01:42:35,2.0,791,89-104,show,archive,10.2478/cait-2021-0021,35675,2021-11-10 01:42:35,,,,,,,,,,,,,,,,,,
27,7,pub,2021-10-27 01:22:28,public,P-ISSN : 2776-3749 E-ISSN : 2808-1412,Badan Pengelola KKN UNila,['FMIPA3'],Jurnal Buguh,disk0/00/03/46/51,http://repository.lppm.unila.ac.id/id/eprint/34651,2021-03-31 00:00:00.000000000,1.0,"Kemampuan dan keterampilan guru baik menggunakan maupun mengadakan media pembelajaran dalam proses belajar mengajar di dalam kelas bukan lagi merupakan suatu halyang dapat diabaikan, akan tetapi ini merupakan suatu keharusan, mengingat dalam era pembangunan pendidikan di masa sekarang dan mendatang bertitik tolak pada kualitas keluarannya. Tujuan  dalam  pelatihan  ini  untuk  meningkatkan  pengetahuan,  kemampuan dalammembuat  dan  kemampuan  dalam menggunakan  media  pembelajaran.  Metode  yang  digunakan  dalam  pelatihan  ada  2,  yaitu:  ceramah  (40%)  dan  praktik (60%) dengan jumlah peserta sebanyak 65 orang guru. Hasil pengabdian menunjukkan bahwa tingkat pemahaman berupasikap, penguasaan, dan pembuatan media pembelajaran oleh peserta dilakukan dengan semangat yang ditunjukkan dari hasil post test yang memperoleh nilai yang baik para pesertasebanyak 65orang atau 76,47%.

Kata kunci:penyusunan, pembuatan, penggunaan, media pembelajaran",['L1'],published,TRUE,"PELATIHAN PENYUSUNAN, PEMBUATAN, DANPENGGUNAAN MEDIA PEMBELAJARAN BAGI GURUDI KECAMATAN LEMONG","[{'name': {'given': 'Miswar', 'lineage': None, 'family': 'Dedy', 'honourific': None}, 'id': 'de_miswar@yahoo.com'}, {'id': 'muhammad.basri@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Muhammad Basri', 'given': 'Muhammad Basri'}}, {'id': 'yarmaidi@gmail.com', 'name': {'given': 'Yarmaidi', 'family': 'Yarmaidi', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}}]",article,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'text', 'main': 'jb11-01 (2).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'adb92c9e97702b2f00d43fa8a72ea3af', 'datasetid': 'document', 'fileid': 407031, 'mtime': '2021-10-26 04:24:01', 'hash_type': 'MD5', 'filename': 'jb11-01 (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407031', 'objectid': 155226, 'filesize': 295221}], 'docid': 155226, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155226', 'pos': 1, 'eprintid': 34651, 'placement': 1}]",https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/104/3,2021-10-27 01:22:28,1.0,215,1-9,show,archive,https://doi.org/10.23960/buguh.v1n1.104,34651,2021-10-27 01:22:28,,,,,,,,,,,,,,,,,,
28,9,pub,2021-11-02 01:21:52,public,,,['FMIPA3'],,disk0/00/03/47/67,http://repository.lppm.unila.ac.id/id/eprint/34767,2021-05-07 00:00:00.000000000,,,"['QA75', 'QA76']",submitted,,Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android,"[{'id': 'Irwan.adipribadi@fmipa.unila.ac.id', 'name': {'given': 'Irwan', 'family': 'Drs. Rd. Irwan Adipribadi, M.Kom.', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Deri', 'family': 'Deri Heriyanto Oktriansyah', 'lineage': None, 'honourific': None}, 'id': 'Deryheriyant021@gmail.com'}, {'id': 'Rizky.prabowo@fimipa.unila.ac.id', 'name': {'given': 'Rizki', 'lineage': None, 'family': 'Rizky Prabowo, S.Kom., M.Kom', 'honourific': None}}, {'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto, S.Kom., M.Cs', 'lineage': None, 'given': 'Bambang'}}]",patent,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155440', 'security': 'public', 'placement': 1, 'eprintid': 34767, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'main': 'sertifikat_EC00202123258.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-01 03:50:54', 'filesize': 2184102, 'objectid': 155440, 'filename': 'sertifikat_EC00202123258.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407947', 'fileid': 407947, 'datasetid': 'document', 'hash': '023e60dca8041f9939c825fd4d37453f', 'mime_type': 'application/pdf'}], 'docid': 155440, 'format': 'text'}]",,2021-11-02 01:21:52,,2400,,show,archive,"EC00202123258,",34767,2021-11-02 01:21:52,,,,,,"Drs. Rd. Irwan Adipribadi, M.Kom, Universitas Lampung",,1.0,,,,,,,,,,
29,9,pub,2021-11-02 01:21:48,public,,,['FMIPA3'],,disk0/00/03/47/66,http://repository.lppm.unila.ac.id/id/eprint/34766,2021-05-07 00:00:00.000000000,,,"['QA75', 'QA76']",submitted,,Utility Pendeteksi Kesalahan Penulisan Kata Pada Dokumen Bertipe.Doc,"[{'name': {'given': 'DS', 'lineage': None, 'family': 'Dwi Sakethi S.Si., M.Kom.', 'honourific': None}, 'id': 'dwijim@fmipa.unila.ac.id'}, {'name': {'given': 'irwan', 'family': 'Drs. Rd. Irwan Adi Pribadi, M.Kom', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto, S.Kom., M.Cs', 'lineage': None, 'given': 'Bambang'}}, {'name': {'given': 'RS', 'lineage': None, 'family': 'Rahmad Saleh', 'honourific': None}, 'id': None}]",patent,"[{'main': 'sertifikat_EC00202123255.pdf', 'files': [{'hash': 'e02d4d596686214a536e9074ab9a3c53', 'mime_type': 'application/pdf', 'fileid': 407938, 'datasetid': 'document', 'filename': 'sertifikat_EC00202123255.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407938', 'objectid': 155439, 'filesize': 2183434, 'mtime': '2021-11-01 03:34:52', 'hash_type': 'MD5'}], 'docid': 155439, 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 34766, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155439', 'security': 'public'}]",,2021-11-02 01:21:48,,2400,,show,archive,EC00202123255,34766,2021-11-02 01:21:48,,,,,,"Dwi Sakethi S.Si., M.Kom.",,1.0,,,,,,,,,,
30,6,pub,2021-07-22 05:15:04,public,1309-4653,Science Research Society,['FMIPA3'],Turkish Journal of Computer and Mathematics Education,disk0/00/03/32/43,http://repository.lppm.unila.ac.id/id/eprint/33243,2021-05-05 00:00:00.000000000,6.0,"Thedevelopment ofInformation and Communication Technology is currently influencing graduates'competencies in every Indonesia University. Some of the phenomena obtained in the field both technically and non-technical include:There are still few and tend to have no information from the campus related to the competence of lecturers and students in the field of informatics. Minimal information on the collaboration  between the campus world and industrial fields published inthemedia. Cooperation between campus  with professional associations and industry associations in implementing the link and match, especially in  curriculum development, fee large enough in following the certification test professionals in informatics, yet seen  a system that acts as an aggregator, a system that bridges between industry and the field of campus. The  characteristics model developed in this research broadly combines  three models of interrelated  system  development  between the Borg and Gall model as the backbone, Hanafin, and Pack as the learning interaction  process,and the waterfall model as the making of the mentoring application system. The final result of the  research is the establishment of conceptual model design in a digital learning system from a certification program based  on the Industrial Professional and Association fields.",['QA76'],published,TRUE,"Conceptual Model Design of Assistances System Development 
for Informatics Proficiency TestBased on Ubiquitous Learning","[{'name': {'given': 'Rangga', 'lineage': None, 'family': 'Firdaus', 'honourific': None}, 'id': 'rangga.firdaus@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Basuki', 'lineage': None, 'family': 'wibawa', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Khaerudin', 'honourific': None, 'given': 'Khaerudin'}, 'id': None}]",article,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '8668-Article Text-15536-1-10-20210610(1).pdf', 'files': [{'hash': 'c768cafb640d31b834a089981c684a2c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 393845, 'filename': '8668-Article Text-15536-1-10-20210610(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/393845', 'filesize': 692986, 'objectid': 151849, 'mtime': '2021-07-21 11:01:48', 'hash_type': 'MD5'}], 'docid': 151849, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151849', 'security': 'public', 'placement': 1, 'eprintid': 33243}]",https://turcomat.org/index.php/turkbilmat/article/view/8668,2021-07-22 05:15:04,12.0,2425,4891-4898,show,archive,,33243,2021-07-22 05:15:04,,,,,,,,,,,,,,,,,,
