,eprint_status,eprintid,datestamp,pagerange,metadata_visibility,userid,documents,official_url,lastmod,pres_type,type,creators,refereed,title,subjects,event_title,date_type,abstract,uri,date,dir,divisions,event_type,status_changed,full_text_status,rev_number,ispublished,id_number,publisher,number,issn,publication,volume,corp_creators,related_url,patent_applicant,contact_email,keywords,referencetext,event_location,event_dates
10,archive,23903,2020-09-07 07:58:51,451-456,show,725,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/147969', 'pos': 1, 'eprintid': 23903, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 147969, 'main': '0. JI_Terindeks_6_IJACSA 2018 - Lengkap.pdf', 'files': [{'mtime': '2021-06-15 07:09:14', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385556', 'filename': '0. JI_Terindeks_6_IJACSA 2018 - Lengkap.pdf', 'objectid': 147969, 'filesize': 3781239, 'hash': '778e3eda9b61dbe5eecdc146322b9956', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 385556}]}]",https://thesai.org/Publications/ViewIssue?volume=11&issue=8&code=IJACSA,2021-06-15 07:09:14,,article,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'family': 'Muludi', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Radix', 'lineage': None, 'family': 'Suharjo', 'honourific': None}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'AS', 'honourific': None, 'family': 'Admi Syarif', 'lineage': None}}, {'name': {'family': 'Ramadhani', 'lineage': None, 'honourific': None, 'given': 'Fitria'}, 'id': None}]",TRUE,Implementation of Forward Chaining and Certainty Factor Method on Android-Based Expert System of Tomato Diseases Identification,['T1'],,published,"Plant disease is one of the reasons that cause the destruction of plant. It affects plant productivity and quality. Most of the farmers made mistake in cope with this problem because of the lack of knowledge. Expert system is a solution that has been widely used for identifying disease. This paper presents an Android-based expert system to help identifying tomato diseases. Data used in this expert system consist of 16 data of tomato diseases, 53 data of symptoms, and 20 variety of rules. This paper implements forward chaining and certainty factor method. Forward chaining is used as a reasoning method to get the result of disease identification. Certainty factor is used as a calculation method to obtain accuracy degree of identification results. Testing has been done through two stages, internal and external. The result from internal testing shows that tomato expert system works properly and fit perfectly in various android devices. External testing is done by giving questionnaire to 44 respondents. The result of questionnaires shows that tomato expert system is categorized as “good” by them.",http://repository.lppm.unila.ac.id/id/eprint/23903,1970-01-01 00:00:00.000002018,disk0/00/02/39/03,['FMIPA3'],,2020-09-07 07:58:51,public,9,pub,10.14569/IJACSA.2018.090957,Science and Information Organization,9.0,"2156-5570 (pISSN), 2158-107X (eISSN)",International Journal of Advanced Computer Science and Applications (IJACSA),9.0,,,,,,,,
11,archive,28343,2021-04-01 01:46:49,,show,725,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42882', 'security': 'public', 'placement': 1, 'eprintid': 28343, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/255522', 'filename': '9. ijacsa16_nilai.pdf', 'filesize': 2519782, 'objectid': 42882, 'mtime': '2021-03-31 19:46:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '044909ba06db9a58027a6b896eb979fb', 'fileid': 255522, 'datasetid': 'document'}], 'main': '9. ijacsa16_nilai.pdf', 'docid': 42882, 'format': 'text'}]",http://doi.org/10.14569/IJACSA.2018.090957,2021-04-01 01:46:49,,other,"[{'name': {'given': 'Kurnia', 'family': 'Muludi', 'lineage': None, 'honourific': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suharjo', 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'AS', 'family': 'Admi Syarif', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Fitria', 'family': 'Ramadhani', 'lineage': None, 'honourific': None}, 'id': None}]",,Peer Review: Implementation of forward chaining and certainty factor method on Android-based expert system of tomato diseases identification,['TA'],,,"Hypertension is still the number one killer disease in Indonesia, and hypertension sufferers have increased by 8.3% per year from 2013-2018. In 2018 the prevalence of hypertension in Indonesia reached 34.1% and affected about 20% of the world's population. Handling of hypertension sufferers can be done in two ways, namely modifying lifestyle and using drugs. Antihypertensive drugs that are given pay attention to age, history of the disease, smoking habits, obesity, and consider diseases such as diabetes, kidney, heart failure, and ischemic heart. Improper use of antihypertensive drugs often causes fever, diarrhea, diabetes, kidney failure, stress, breathing through the mouth, neurological disorders, radiation to the neck and head area, and localized disorders of the salivary glands. Doctors or medical personnel in providing antihypertensive drugs require good pharmacological knowledge. In general, not all hospitals have someone who is an expert in pharmacology. Therefore this study aims to develop a model based on Fuzzy Tsukamoto and Profile Matching for a recommendation of drug combinations, the suitability of dosage, and frequency in hypertensive patients. The results of the model evaluation show an accuracy of 97.5%",http://repository.lppm.unila.ac.id/id/eprint/28343,2018-09-01 00:00:00.000000000,disk0/00/02/83/43,['FMIPA3'],,2021-04-01 01:46:49,public,8,pub,DOI: 10.14569/IJACSA.2018.090957,Science and Information Organization,,,,,,,,,,,,
12,archive,14439,2019-10-15 02:03:05,,show,883,"[{'files': [{'hash': 'ac8c581b45b4da42f46fe583947514b6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 125182, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125182', 'filename': 'Implementation_of_Two_Factor_Authentication__2FA_.pdf', 'objectid': 27516, 'filesize': 4407847, 'mtime': '2019-10-02 04:03:40', 'hash_type': 'MD5'}], 'main': 'Implementation_of_Two_Factor_Authentication__2FA_.pdf', 'docid': 27516, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 14439, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27516', 'pos': 1, 'security': 'public'}]",,2019-10-15 02:03:05,,article,"[{'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'honourific': None, 'family': 'Nama', 'lineage': None}}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'lineage': None, 'family': 'Muludi'}}]",TRUE,"Similarity check of paper : Implementation of Two-Factor
Authentication (2FA) to Enhance the Security of Academic Information System",['QA76'],,published,,http://repository.lppm.unila.ac.id/id/eprint/14439,1970-01-01 00:00:00.000002018,disk0/00/01/44/39,['FMIPA3'],,2019-10-15 02:03:05,public,7,pub,,,8.0,,journal of engineering and applied science,13.0,,,,,,,,
13,archive,37342,2021-12-16 10:16:35,33-42,show,670,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/158246', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 37342, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 158246, 'main': 'pranata2018-PAP_rest_API_klinik_penges.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/427219', 'filename': 'pranata2018-PAP_rest_API_klinik_penges.pdf', 'filesize': 1943684, 'objectid': 158246, 'mtime': '2021-12-16 08:44:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '772c36f79cd774b00ec198450652ef3d', 'datasetid': 'document', 'fileid': 427219}], 'format': 'text'}]",,2021-12-16 10:16:35,,article,"[{'id': None, 'name': {'given': 'Beni Adi', 'honourific': None, 'family': 'Pranata', 'lineage': None}}, {'name': {'given': 'Astria', 'lineage': None, 'family': 'Hijriani', 'honourific': None}, 'id': 'astria.hijriani@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Junaidi', 'lineage': None, 'given': 'Akmal'}, 'id': 'akmal.junaidi@fmipa.unila.ac.id'}]",TRUE,Perancangan Application Programming Interface (API) Berbasis Web Menggunakan Gaya Arsitektur Representational State Transfer (REST) Untuk Pengembangan Sistem Informasi Administrasi Pasien Klinik Perawatan Kulit,['QA75'],,,,http://repository.lppm.unila.ac.id/id/eprint/37342,1970-01-01 00:00:00.000002018,disk0/00/03/73/42,['FMIPA3'],,2021-12-16 10:16:35,public,6,pub,,,1.0,,Jurnal Komputasi,6.0,,,,,,,,
14,archive,19843,2020-05-18 02:22:47,54-63,show,139,"[{'mime_type': 'text/html', 'language': 'id', 'rev_number': 3, 'main': 1688, 'files': [{'fileid': 187884, 'datasetid': 'document', 'hash': '0a2627512618ca603153d81008aadfaa', 'mime_type': 'text/html', 'filesize': 27497, 'objectid': 33146, 'uri': 'http://repository.lppm.unila.ac.id/id/file/187884', 'filename': 1688, 'hash_type': 'MD5', 'mtime': '2020-05-17 04:38:05'}], 'docid': 33146, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33146', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19843}]",https://jurnal.fmipa.unila.ac.id/komputasi/article/view/1688,2020-05-18 02:22:47,,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Rahmanda', 'lineage': None, 'given': 'Rafi Amalia'}}, {'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'family': 'Tristiyanto', 'lineage': None, 'honourific': None}}]",TRUE,ACCOUNTING INFORMATION SYSTEM ON MULTI COOPERATIVE USING LARAVEL FRAMEWORK,['QA75'],,published,"A numerous multiple transaction will create difficulties in managing and obtaining information for cooperative. Lack of resource and which is expensive make cooperative difficult to build by themself. Thats why many cooperatives do not use software in managing finances. Accounting information system using SaaS (Software as a Service) model can be a solution of the problem. with the SaaS model, users do not need to buy the app but by just subscribing with the application directly can use the application. This paper describe how to develop accouting information system. Accounting information system already has accounting features according the accounting rules so that it will be easier to use and  can fasilitate the cooperative in making financial statements.",http://repository.lppm.unila.ac.id/id/eprint/19843,2018-10-01 00:00:00.000000000,disk0/00/01/98/43,['FMIPA3'],,2020-05-18 02:22:47,public,12,pub,,Jurusan Ilmu Komputer Universitas Lampung,2.0,2541-0350,Jurnal Komputasi,6.0,,,,,,,,
15,archive,16293,2019-11-14 11:22:57,,show,262,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'sertifikat_EC00201939790-tokoh pahlawan.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-13 10:31:57', 'objectid': 29398, 'filesize': 770833, 'filename': 'sertifikat_EC00201939790-tokoh pahlawan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139211', 'fileid': 139211, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '27004dcb06f4c3fc7c95b4e4313ceae5'}], 'docid': 29398, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29398', 'pos': 1, 'eprintid': 16293, 'placement': 1}]",,2019-11-14 11:22:57,,patent,"[{'name': {'given': 'RA', 'lineage': None, 'family': 'Rico Andrian', 'honourific': None}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'id': 'irwan_adipribadi@yahoo.co.id', 'name': {'lineage': None, 'family': 'Irwan Adi Pribadi', 'honourific': None, 'given': 'irwan'}}, {'id': 'akmal.junaidi@fmipa@unila.ac.id', 'name': {'honourific': None, 'family': 'Akmal Junaidi', 'lineage': None, 'given': 'Akmal'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Abdurrahim Wahid Al-Afgani', 'given': 'abdurrahman'}}]",,Aplikasi Pengenalan Tokoh Pahlawan Nasional Indonesia Pada Uang Kertas Menggunakan Augmented Reality Berbasis Android,['QA75'],,published,,http://repository.lppm.unila.ac.id/id/eprint/16293,2018-10-13 00:00:00.000000000,disk0/00/01/62/93,['FMIPA3'],,2019-11-14 11:22:57,public,7,pub,141873,,,,,,,,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,,,,,
16,archive,15994,2019-11-08 10:21:04,,show,262,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 29086, 'main': 'sertifikat_EC00201941429-penyakit ular.pdf', 'files': [{'objectid': 29086, 'filesize': 770227, 'filename': 'sertifikat_EC00201941429-penyakit ular.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/137091', 'hash_type': 'MD5', 'mtime': '2019-11-08 08:34:34', 'fileid': 137091, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd26edffea1073811035d5e963b849b48'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29086', 'pos': 1, 'eprintid': 15994, 'placement': 1}]",,2019-11-08 10:21:04,,patent,"[{'id': 'rico.andrian@fmipa@unila.ac.id', 'name': {'lineage': None, 'family': 'Rico Andrian, S.Si.,M.Kom', 'honourific': None, 'given': 'Rico'}}, {'name': {'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None, 'given': 'Bambang'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Tegar Ageng Khresna Ferrial', 'honourific': None, 'given': 'tegar'}}]",,"Sistem Pakar Diagnosa Penyakit Pada Ular Dengan Metode
Forward Chaining",['QA75'],,published,,http://repository.lppm.unila.ac.id/id/eprint/15994,2018-11-13 00:00:00.000000000,disk0/00/01/59/94,['FMIPA3'],,2019-11-08 10:21:04,public,11,pub,143019,,,,,,,,"EC00201941429, 28 Mei 2019",,,,,
17,archive,30055,2021-05-07 03:45:35,13-25,show,3222,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'IJEM-V8-N6-2.pdf', 'docid': 134923, 'files': [{'fileid': 356303, 'datasetid': 'document', 'hash': '1162bbf508898a931dec3884cc5a0017', 'mime_type': 'application/pdf', 'filesize': 567283, 'objectid': 134923, 'uri': 'http://repository.lppm.unila.ac.id/id/file/356303', 'filename': 'IJEM-V8-N6-2.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-07 02:31:05'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134923', 'pos': 1, 'eprintid': 30055, 'placement': 1}]",http://www.mecs-press.net/ijem/v8n6.html,2021-05-07 03:45:35,,article,"[{'name': {'family': 'Sitanggang', 'lineage': None, 'honourific': None, 'given': 'Imas Sukaesih'}}, {'name': {'given': 'Dewi Asiah', 'family': 'Shofiana', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Sihombing', 'lineage': None, 'honourific': None, 'given': 'Boy Sandi Kristian'}}]",TRUE,Hotspot Sequence Patterns with an Improvement in Spatial Feature,"['QA75', 'SD']",,published,"Forest fires in Sumatra and Kalimantan resulted in degradation of peatlands significantly. The strong indicator
of forest and land fires including in peatland can be identified using hotspots which occurred consecutively in 2
to 5 days. The previous studies have been conducted in mining sequence patterns on hotspot datasets in
Sumatra and Kalimantan. However, those studies applied the sequential pattern algorithms on the datasets
containing temporal and rough spatial features. This study aims to generate sequence pattern of hotspot datasets
using the SPADE algorithm with the improvement of the spatial feature. The study results in 892 1-frequent
sequences and 28 2-frequent sequence patterns at the minimum support of 0.02%. A total of 484 hotspots were
found from the 28 2-frequents sequence patterns, most of which were occurred in September to November
2014 and 2015. Central Kalimantan, Riau, and South Sumatra are the area where hotspots mostly occurred in
2014 and 2015. The visualization module for hotspot sequences was successfully developed in two iterations
using the JavaScript.",http://repository.lppm.unila.ac.id/id/eprint/30055,2018-11-01 00:00:00.000000000,disk0/00/03/00/55,['FMIPA3'],,2021-05-07 03:45:35,public,9,pub,10.5815/ijem.2018.06.02,MECS Press,6.0,2306-5982,International Journal of Engineering and Manufacturing,8.0,,[{'url': 'http://www.mecs-press.net/ijem/v8n6.html'}],,dewi.asiah@fmipa.unila.ac.id,"Hotspot
peatland fire
sequential pattern mining
SPADE","[1] Abriantini G, Sitanggang IS, Trisminingsih R. Hotspot sequential pattern visualization in peatland of
Sumatera and Kalimantan using Shiny framework. IOP Conference Series: Earth and Environmental
Science 2017; 54:1-7.
[2] Agustina T, Sitanggang IS. Sequential patterns for hotspot occurences based weather data using Clospan
algorithm. International Conference on Adaptive and Intellegent Agroindustry (ICAIA) 2015; 3:301-305.
[3] Alnoukari M, Alzoabi Z, Hanna S. Applying adaptive software development (ASD) agile modelling on
predictive data mining applications: ASD-DM methodology. IEEE Proceedings of International
Symposium on Information Technology 2008; 1083-1087.
[4] Fournier-Viger P, Gomariz A, Gueniche T, Soltani A, Wu CW, Tseng VS. SPMF: A Java Open-Source
Pattern Mining Library 2014; available at http://www.jmlr.org/papers/
volume15/fournierviger14a/fournierviger14a.pdf
[5] Nurulhaq NZ, Sitanggang IS. Sequential pattern mining on hotspot data in Riau Province using the
PrefixSpan algorithm. International Conference on Adaptive and Intelligent Agro-industry (ICAIA)
2015;3:257-260.
[6] Pressman RS. Software engineering: A practitioner’s approach. 7th ed. New York: McGraw-Hill; 2010.
[7] Shi Y. A probability model for occurrences of large forest fires. I.J. Engineering and Manufacturing
2012; 2(1):1-7.
[8] Verma M, Mehta D. Sequential pattern mining: A comparison between GSP, SPADE, and PrefixSpan.
International Journal of Engineering Development and Research (IJEDR) 2014; 3016-3036.
[9] Zaki MJ. SPADE: An efficient algorithm for mining frequent sequences. Machine Learning 2001;
42:31-60.
[10] Zhao Q, Bhowmick SS. Sequential pattern mining: A survey. ITechnical Report CAIS Nayang
Technological University Singapore 2003; 1-26.",,
18,archive,16017,2019-11-08 10:27:40,64-73,show,215,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29116', 'security': 'public', 'placement': 1, 'eprintid': 16017, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'main': '1693-3876-1-PB.pdf', 'docid': 29116, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/137294', 'filename': '1693-3876-1-PB.pdf', 'objectid': 29116, 'filesize': 581507, 'mtime': '2019-11-08 09:43:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a507e43fe1c794b203343db7a12393e4', 'datasetid': 'document', 'fileid': 137294}], 'format': 'text'}]",http://jurnal.fmipa.unila.ac.id/komputasi/article/view/1693/1339,2019-11-08 10:27:40,,article,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'family': 'Tristiyanto', 'lineage': None, 'honourific': None, 'given': 'Tristiyanto'}}, {'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}, 'id': None}]",TRUE,ANALISIS MANAJEMEN RISIKO SISTEM INFORMASI KKN UNIVERSITAS LAMPUNG MENGGUNAKANMETODE NIST 800-30,['QA76'],,published,,http://repository.lppm.unila.ac.id/id/eprint/16017,2018-10-01 00:00:00.000000000,disk0/00/01/60/17,['FMIPA3'],,2019-11-08 10:27:40,public,7,pub,,Jurusan Ilmu Komputer Universitas Lampung,2.0,2541-0350,Jurnal Komputasi,6.0,,,,,,,,
19,archive,10328,2018-11-19 09:16:11,,show,139,"[{'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/96211', 'filename': '1570481912.doc', 'filesize': 281088, 'objectid': 23314, 'mtime': '2018-11-19 06:52:44', 'hash_type': 'MD5', 'mime_type': 'application/msword', 'hash': '4e7da5cc470bb93a510db134dcc6f1c2', 'datasetid': 'document', 'fileid': 96211}], 'main': '1570481912.doc', 'docid': 23314, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/msword', 'eprintid': 10328, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23314', 'pos': 1}]",,2018-11-19 09:16:11,paper,conference_item,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'family': 'Tristiyanto', 'lineage': None, 'honourific': None}}, {'id': 'yushar.fiska1156@students.unila.ac.id', 'name': {'given': 'Fiska', 'lineage': None, 'family': 'Yushar', 'honourific': None}}, {'id': 'ardiansyah@fmipa.unila.ac.id', 'name': {'family': 'Ardiansyah', 'lineage': None, 'honourific': None, 'given': 'Ardiansyah'}}]",FALSE,Perceptions of Online Taxi Utilization In Bandar Lampung Using UTAUT Model (Unified Theory Of Acceptance And Use Of Technology),['QA75'],The 2nd International Conference on Applied Sciences Mathematics and Informatics,published,"The presence of online transport applications that allow transportation services can be booked and paid online has been rife in Indonesia, especially major cities since 2015. One of the transportation that can be ordered online is a taxi. Two major operators are Go-Jek and Grab. This study aims to determine the factors that affect the acceptance and use of online taxi in Bandar Lampung based on UTAUT and UTAUT2 models. The object of this research is customer and driver from Go-Car and GrabCar. The result of the research indicates that at research on customers using UTAUT2, almost all variables affect the acceptance and use of an online taxi, except price value that does not affect the acceptance and use of online taxi Go-Car. Furthermore, the research of the driver using UTAUT, the variable of performance expectancy, effort expectancy, and social influence have a positive effect to acceptance and use of Go-Car online taxi application, while the facilitating condition variable has no effect. On the other side, only social influence variables that affect the use and acceptance of the GrabCar, while the other three variables have no effect. So in general, Although both companies are rival, they have their own customer segmentation.",http://repository.lppm.unila.ac.id/id/eprint/10328,2018-08-01 00:00:00.000000000,disk0/00/01/03/28,['FMIPA3'],conference,2018-11-19 09:16:11,public,7,inpress,,,,,,,,,,,,,"Hotel Horison, Bandar Lampung, Indonesia",9-11 Agustus 2018
20,archive,16632,2019-11-18 05:10:31,,show,2425,"[{'main': '1687-3874-1-PB.pdf', 'files': [{'filesize': 781950, 'objectid': 29707, 'uri': 'http://repository.lppm.unila.ac.id/id/file/141704', 'filename': '1687-3874-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-15 10:35:16', 'fileid': 141704, 'datasetid': 'document', 'hash': '89bd2861d03f18f86defff1e87da7166', 'mime_type': 'application/pdf'}], 'docid': 29707, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'content': 'published', 'placement': 1, 'eprintid': 16632, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29707', 'formatdesc': 'jurnal fadli', 'security': 'public'}]",http://jurnal.fmipa.unila.ac.id/komputasi/,2019-11-18 05:10:31,,article,"[{'id': 'fadhimi@gmail.com', 'name': {'given': 'fadli Munadi', 'family': 'iman', 'lineage': None, 'honourific': None}}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Rizky', 'family': 'Prabowo', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Tristiyanto', 'lineage': None, 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}]",TRUE,Sistem Informasi Multi Koperasi Menggunakan Framework Laravel,['QA76'],,published,"The number of cooperatives in Indonesia became the largest in the world. However, the cooperativeonly contributes 4% of the Gross Domestic Product. It means most of the cooperative is managedunprofessionally. Many of the cooperatives are closed by the government as there are no annualmembers meeting and transparency of cooperatives business process. This shows thatcommunication and data transparency in cooperatives is very important. But, the cooperatives aredifficult to show data transparancy and communicate with members because there is no media orsomething to support the communication for develop the cooperative.This research has succeeded in developing Multi Cooperative Information System using Laravelframework. Multi Cooperative Information System can store member data collection, financialtransactions, calculating profit sharing, and facilitate communication. This system build based onSoftware as a Service (SaaS) system so cooperative can subscribe with small amount of fee, ignoringthe development and maintaining the system. This system already pass the test by black box testingand expert judgement.",http://repository.lppm.unila.ac.id/id/eprint/16632,2018-10-01 00:00:00.000000000,disk0/00/01/66/32,['FMIPA3'],,2019-11-18 05:10:31,public,7,pub,http://dx.doi.org/10.23960/komputasi.v6i2.1687,Jurusan Ilmu Komputer Universitas Lampung,2.0,2541-0350,Jurnal Komputasi,6.0,,[{'url': 'http://jurnal.fmipa.unila.ac.id/komputasi/article/view/1687'}],,,,,,
21,archive,16633,2019-11-18 05:12:22,,show,2425,"[{'security': 'public', 'formatdesc': 'jurnal ravi', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29708', 'pos': 1, 'eprintid': 16633, 'placement': 1, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 3, 'format': 'text', 'docid': 29708, 'main': '1688-3875-1-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 141711, 'hash': '78463f3ac954185329401b3a95f6b3e2', 'mime_type': 'application/pdf', 'filesize': 839468, 'objectid': 29708, 'uri': 'http://repository.lppm.unila.ac.id/id/file/141711', 'filename': '1688-3875-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-15 10:44:00'}]}]",http://jurnal.fmipa.unila.ac.id/komputasi/,2019-11-18 05:12:22,,article,"[{'name': {'given': 'ravi amalia', 'honourific': None, 'family': 'rahmanda', 'lineage': None}, 'id': 'ravi.ar@gmail.com'}, {'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'honourific': None, 'family': 'Tristiyanto', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Prabowo', 'honourific': None, 'given': 'Rizky'}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}]",TRUE,"Sistem Informasi Akuntansi pada Multi Koperasi Menggunakan
Framework Laravel",['QA76'],,published,"A numerous multiple transaction will create difficulties in managing and obtaining information forcooperative. Lack of resource and which is expensive make cooperative difficult to build bythemself. Thats why many cooperatives do not use software in managing finances.Accounting information system using SaaS (Software as a Service) model can be a solution of theproblem. with the SaaS model, users do not need to buy the app but by just subscribing with theapplication directly can use the application. This paper describe how to develop accoutinginformation system. Accounting information system already has accounting features according theaccounting rules so that it will be easier to use and can fasilitate the cooperative in making financialstatements.",http://repository.lppm.unila.ac.id/id/eprint/16633,2018-10-01 00:00:00.000000000,disk0/00/01/66/33,['FMIPA3'],,2019-11-18 05:12:22,public,7,pub,http://dx.doi.org/10.23960/komputasi.v6i2.1688,Jurusan Ilmu Komputer Universitas Lampung,2.0,2541-0350,Jurnal Komputasi,6.0,,[{'url': 'http://jurnal.fmipa.unila.ac.id/komputasi/article/view/1688'}],,,,,,
