,official_url,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,title,refereed,type,creators,date,uri,abstract,volume,subjects,rev_number,ispublished,issn,full_text_status,status_changed,publication,publisher,divisions,dir,date_type,id_number,place_of_pub,patent_applicant,succeeds,event_location,event_dates,pres_type,event_type,event_title,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
29,,2021-05-31 09:48:44,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142051', 'eprintid': 31426, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': '7-Article Text-49-1-10-20201130.pdf', 'docid': 142051, 'files': [{'fileid': 372400, 'datasetid': 'document', 'hash': 'df443cb87b40677430014dcfe78a4eb0', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 03:03:18', 'objectid': 142051, 'filesize': 407535, 'filename': '7-Article Text-49-1-10-20201130.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372400'}]}]",2400,1.0,show,37-45,2021-05-31 09:48:44,archive,31426,"RANCANG BANGUN APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT
PADA TANAMAN KELAPA SAWIT MENGGUNAKAN METODE
FORWARD CHAINING BERBASIS WEB",TRUE,article,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None}}, {'id': 'albertus@polinela.ac.id', 'name': {'honourific': None, 'family': 'Albertus Sudirman', 'lineage': None, 'given': 'Albert'}}, {'id': 'tsamara.nabilla21@gmail.com', 'name': {'lineage': None, 'family': 'Nabilla Tsamara', 'honourific': None, 'given': 'Nabilla'}}]",2020-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31426,"This research aims to develop an expert system application that can facilitate users in diagnosing oil palm
plant diseases based on symptoms. The data used in this expert system consists of 7 diseases and 12 symptoms of oil palm
plants. Expert system that is built on web-based using a rule with the Forward Chaining method to identify diseases.
Testing has been done in two stages. They are internal testing and external testing. Internal testing consists of functional
testing and system expertise testing. Functional testing using the Black Box method with the Equivalence Patitioning (EP)
technique shows that the developed system functions as expected. Expertise testing is done by comparing the results of
the diagnosis by the system and the results of the diagnosis by experts to produce a diagnosis of system expertise as
expected. External testing is done by giving questionnaires to 23 respondents who were divided into 2 groups to get an
assessment of the system. The questionnaire results of the group I (Experts) obtained a satisfaction value of 81%, while
the group II (Students of the Department of Plantation Cultivation) obtained a satisfaction value of 75%.
Keywords: Forward Chaining, Palm Oil Diseases, Rule, Expert System",1.0,['QA76'],6,pub,2774-3403,public,2021-05-31 09:48:44,Pepadun,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],disk0/00/03/14/26,published,,,,,,,,,,bambang.hermanto@fmipa.unila.ac.id,,,,,,,,
30,,2021-05-31 09:48:42,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142047', 'security': 'public', 'placement': 1, 'eprintid': 31421, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '8-Article Text-48-2-10-20210527.pdf', 'files': [{'mtime': '2021-05-31 02:54:59', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372384', 'filename': '8-Article Text-48-2-10-20210527.pdf', 'objectid': 142047, 'filesize': 397507, 'mime_type': 'application/pdf', 'hash': 'c85b02565c673413a71d98eab2508c4d', 'datasetid': 'document', 'fileid': 372384}], 'docid': 142047, 'format': 'text'}]",2400,1.0,show,28-36,2021-05-31 09:48:42,archive,31421,"RANCANG BANGUN SISTEM INFORMASI ONE STOP WEDDING
SERVICE BERBASIS WEB",TRUE,article,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}}, {'id': 'gigihpriawan10@gmail.com', 'name': {'lineage': None, 'family': 'M. Gigih periawan', 'honourific': None, 'given': 'Gigih'}}]",2020-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31421,"Research on Web Design One Stop Wedding Service Information System research has been conducted with the
aim to design and create a web-based information system to help people get information about wedding receptions.
Creating an effective Wedding Organizer business process for clients, this information system will also help find out what
items are needed at the event that takes place according to client needs. This research was developed using the waterfall
method with the PHP and MySQL programming languages and testing using blackbox testing. The results of this study
can be accessed directly by clients and can be used according to their interests.
Keywords: Wedding Organizer, Waterfall, PHP, MySQL, Blackbox Testing.",1.0,['QA76'],8,pub,2774-3403,public,2021-05-31 09:48:42,Jurnal Pepadun,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],disk0/00/03/14/21,published,,,,,,,,,,bambang.hermanto@fmipa.unila.ac.id,,,,,,,,
31,,2020-05-18 02:37:15,"[{'main': 'sertifikat_EC00202006300.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-16 23:44:42', 'objectid': 33115, 'filesize': 772531, 'uri': 'http://repository.lppm.unila.ac.id/id/file/187686', 'filename': 'sertifikat_EC00202006300.pdf', 'datasetid': 'document', 'fileid': 187686, 'hash': '913e65df25a50b0a12adefdc696a0f9d', 'mime_type': 'application/pdf'}], 'docid': 33115, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 19822, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33115', 'security': 'public'}]",2400,,show,,2020-05-18 02:37:15,archive,19822,"Rancang Bangun Aplikasi Sistem Pakar Diagnosa Penyakit Pada
Tanaman Karet Menggunakan Metode Certainty Factor Berbasis
Web",,patent,"[{'id': 'bambang.hermanto@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Bambang Hermanto, S.Kom., M.Cs', 'given': 'BH'}}, {'name': {'given': 'AS', 'honourific': None, 'family': 'Ir. Albertus Sudirman, M.P.', 'lineage': None}, 'id': 'albertus@polinela.ac.id'}, {'id': 'resty.wilia@gmail.com', 'name': {'given': 'RWL', 'family': 'Resti Wilia Larasati', 'lineage': None, 'honourific': None}}]",2020-02-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19822,"Penelitian ini dilakukan untuk membangun suatu rancang bangun aplikasi sistem pakar yang dapat membantu mendiagnosa penyakit tanaman karet berdasarkan gejala yang ada. Data yang digunakan pada sistem pakar ini terdiri dari 7 penyakit tanaman karet dan 28 data gejala penyakit tanaman karet. Penelitian ini menggunakan metode Certainty Factor (CF) dalam menghitung tingkat kepakaran. Sistem pakar yang dibangun berbasiskan web.
Pengujian telah dilakukan dua tahap, yaitu pengujian internal dan pengujian eksternal. Pengujian internal terdiri dari pengujian fungsional dan pengujian kepakaran. Pengujian fungsional menggunakan metode Black Box dengan
Equivalence Partitioning (EP) menunjukkan bahwa sistem yang dibangun berfungsi seperti yang diharapkan. Pengujian kepakaran dilakukan dengan membandingkan hasil diagnosa oleh sistem dengan hasil diagnosa oleh pakar, menggunakan 7 kasus dan menghasilkan nilai rata-rata akurasi sebesar
71,67%. Pengujian eksternal dilakukan dengan memberikan kuisioner kepada 23 responden yang dibagi ke dalam dua kelompok untuk mendapat penilaian terhadap sistem. Hasil kuisioner mendapatkan nilai rata-rata sebesar 84% dari
kelompok responden I (pakar), dan 80% dari kelompok responden II (mahasiswa Jurusan Budidaya Perkebunan).

Kata Kunci : Sistem Pakar, Certainty Factor, Penyakit Tanaman Karet",,['QA76'],9,pub,,public,2020-05-18 02:37:15,,,['FMIPA3'],disk0/00/01/98/22,completed,EC00202006300,,Universitas Lampung,,,,,,,bambang.hermanto@fmipa.unila.ac.id,1.0,,,,,,,
32,,2020-05-18 02:37:24,"[{'docid': 33117, 'main': 'sertifikat_EC00202006275.pdf', 'files': [{'objectid': 33117, 'filesize': 772436, 'filename': 'sertifikat_EC00202006275.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/187707', 'hash_type': 'MD5', 'mtime': '2020-05-17 00:13:03', 'fileid': 187707, 'datasetid': 'document', 'hash': '654ee2f3d6ebabf5a6486ab9a00f174a', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 19824, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33117', 'pos': 1, 'security': 'public'}]",2400,,show,,2020-05-18 02:37:24,archive,19824,Sistem Pakar Diagnosa Penyakit Pada Tanaman Vanili Menggunakan Metode Dempster Shafer Berbasis Web,,patent,"[{'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto, S.Kom., M.Cs', 'lineage': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'id': 'albertus@polinela.ac.id', 'name': {'honourific': None, 'family': 'r. Albertus Sudirman, M.P.', 'lineage': None, 'given': 'Albert'}}]",2020-02-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19824,"Vanilla (Vanilla planifolia Andrews) is an industrial plant that has high economic value as a foreign exchange-producing export commodity that is still potential to be developed in Indonesia. Vanilla is widely used in Indonesia as an auxiliary material for the food industry and in fragrance medicine. However, the high demand for vanilla is not balanced with an adequate level of productivity due to several obstacles in the development of vanilla in Indonesia. The main cause of obstacles in vanilla cultivation in Indonesia is the lack of understanding of vanilla farmers regarding diseases that attack vanilla plants. Therefore in this study an expert system was built
that could diagnose vanilla plant diseases based on knowledge obtained from the experts directly. Expert system is built based on the web using the PHP programming language and Mysql database. The inference method used is
the Dempster-shafer method. In this study consisted of 5 diseases and 16 symptoms data. Test results show that: (1) Expertise testing by comparing the results of expert diagnoses and the system is appropriate and runs very
well with a total average accuracy of 99.50% (2) External testing using a questionnaire involving 20 respondents namely ""students of the Plantation Plant Cultivation"" show that the system built has an average total percentage
value of 82.5% with the category ""Very Good"".

Keywords: Expert System, Vanilla Plant Disease, Dempster-Shafer",,['QA76'],7,pub,,public,2020-05-18 02:37:24,,,['FMIPA3'],disk0/00/01/98/24,completed,EC00202006275,,Universitas Lampung,,,,,,,,1.0,,,,,,,
33,https://ejurnal.teknokrat.ac.id/index.php/teknoinfo/article/view/498/328,2020-06-09 05:51:15,"[{'placement': 1, 'eprintid': 22115, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35521', 'security': 'public', 'main': '498-1738-1-PB (1).pdf', 'docid': 35521, 'files': [{'mime_type': 'application/pdf', 'hash': '0746082f8685b577087acc2c158ab490', 'datasetid': 'document', 'fileid': 203739, 'mtime': '2020-06-03 16:55:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203739', 'filename': '498-1738-1-PB (1).pdf', 'filesize': 652504, 'objectid': 35521}], 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",139,1.0,show,41-47,2020-06-09 05:51:15,archive,22115,Aplikasi Web Scraping Deskripsi Produk,TRUE,article,"[{'id': 'dana.febrisetiawan1527@students.unila.ac.id', 'name': {'given': 'Setiawan', 'honourific': None, 'family': 'Dana Febri', 'lineage': None}}, {'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Tristiyanto', 'lineage': None, 'given': 'Tristiyanto'}}, {'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Hijriani', 'honourific': None, 'given': 'Astria'}}]",2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22115,"Situs-situs e-commerce dan e-marketplace di Indonesia menawarkan setiap produk dengan deskripsi dan harga yang berbeda-beda. Oleh karena itu pengisian deskripsi dengan jumlah kata yang sangat banyak dan beragam, maka dapat menghabiskan waktu yang sangat lama dalam mengelola produk. Keterbatasan dalam mengelola deskripsi produk secara detail ini dapat diatasi dengan proses pengambilan informasi dengan web scraping. Web scraping adalah proses pengambilan sebuah dokumen semi-terstruktur dari internet, umumnya berupa halaman-halaman web dalam bahasa markup seperti HTML atau XHTML, dan menganalisis dokumen tersebut untuk diambil data tertentu dari halaman tersebut untuk digunakan bagi kepentingan lain. Pembangunan website ini dilakukan dengan menggunakan framework Laravel dan dengan metode pengembangan sistem waterfall. Hasil implementasi dari sistem informasi web scraping ini adalah teknik web scraping dapat digunakan untuk mengambil konten deskripsi produk dengan cepat dan tepat di berbagai situs e-commerce dan e-marketplace seperti Tokopedia, Bukalapak, Lazada, Zalora, Blanja.com, Kriya.co.id, Zilingo, Amazon, dan Alibaba yang memuat deskripsi penjualanan produk. Penyimpanan deskripsi produk ke dalam database, mempermudah transformasi data ke bentuk lainnya.",14.0,"['QA75', 'QA76']",4,pub,2615-224X,public,2020-06-09 05:51:15,Jurnal TEKNOINFO,Universitas Teknokrat Indonesia,['FMIPA3'],disk0/00/02/21/15,published,DOI : 10.33365/jti.v14i1.498,,,21696.0,,,,,,,,,,,,,,
34,https://jurnal.fmipa.unila.ac.id/komputasi/article/view/2662/1878,2020-11-30 15:37:33,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40863', 'pos': 1, 'eprintid': 26855, 'placement': 1, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 40863, 'main': '2662-6369-1-PB.pdf', 'files': [{'fileid': 241203, 'datasetid': 'document', 'hash': '008b939faef7b8c361280c62a7f03ad7', 'mime_type': 'application/pdf', 'objectid': 40863, 'filesize': 1296213, 'filename': '2662-6369-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/241203', 'hash_type': 'MD5', 'mtime': '2020-11-30 02:03:52'}]}]",215,2.0,show,77-93,2020-11-30 15:36:50,archive,26855,Analisa Komputasi Paralel Mengurutan Data Dengan Metode Radix Dan Selection,TRUE,article,"[{'id': 'favorisen.lumbanraja@unila.ac.id', 'name': {'given': 'Rosi', 'honourific': None, 'lineage': None, 'family': 'Favorisen R. Lumbanraja'}}, {'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}, 'id': None}, {'id': None, 'name': {'given': 'Muttaqina', 'lineage': None, 'family': 'Nadila Rizqi', 'honourific': None}}]",2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26855,,8.0,['QA76'],9,pub,2541-0350,public,2020-11-30 15:37:33,Jurnal Komputasi,Jurusan Ilmu Komputer Universitas Lampung,['FMIPA3'],disk0/00/02/68/55,published,,,,,,,,,,,,,,,,,,
35,http://klik.ulm.ac.id/index.php/klik/article/view/350/pdf,2020-12-01 01:05:04,"[{'docid': 40862, 'main': '350-806-1-PB.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'c80cf07f4cdc64ba0b0cbf2a6c8c690e', 'datasetid': 'document', 'fileid': 241195, 'mtime': '2020-11-30 01:57:57', 'hash_type': 'MD5', 'filename': '350-806-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/241195', 'filesize': 363345, 'objectid': 40862}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'placement': 1, 'eprintid': 26854, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40862', 'security': 'public'}]",215,3.0,show,320-330,2020-11-30 15:36:22,archive,26854,PREDIKSI JUMLAH PENDERITA PENYAKIT TUBERKULOSIS DI KOTA BANDAR LAMPUNG MENGGUNAKAN METODE SVM (Support Vector Machine),TRUE,article,"[{'name': {'given': 'Rosi', 'lineage': None, 'family': 'Favorisen R. Lumbanraja', 'honourific': None}, 'id': 'favorisen.lumbanraja@unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Ira Hariati', 'lineage': None, 'given': 'Br Sitepu'}}, {'id': 'didikunila@gmail.com', 'name': {'given': 'Didik', 'honourific': None, 'lineage': None, 'family': 'Kurniawan'}}, {'name': {'given': 'Aristoteles', 'honourific': None, 'lineage': None, 'family': 'Aristoteles'}, 'id': None}]",2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26854,,7.0,['QA76'],12,pub,2406-7857,public,2020-12-01 01:05:04,Kumpulan Jurnal Ilmu Komputer (KLIK),Prodi Ilmu Komputer Universitas Lambung Mangkurat,['FMIPA3'],disk0/00/02/68/54,published,,,,,,,,,,,,,,,,,,
36,http://klik.ulm.ac.id/index.php/klik/index,2021-05-27 02:38:20,"[{'placement': 1, 'eprintid': 30892, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139424', 'pos': 1, 'security': 'public', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-26 23:37:37', 'objectid': 139424, 'filesize': 427104, 'filename': '352-807-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/366279', 'datasetid': 'document', 'fileid': 366279, 'mime_type': 'application/pdf', 'hash': 'b98f05fd9cea65e301f7c494d5bb2def'}], 'main': '352-807-1-PB.pdf', 'docid': 139424, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'published'}]",2504,3.0,show,331-340,2021-05-27 02:38:20,archive,30892,CAWA LAMPUNG: KAMUS BAHASA INDONESIA-LAMPUNG DIALEK A BERBASIS ANDROID,TRUE,article,"[{'id': 'febi.febriansyah@fmipa.unila.ac.id', 'name': {'given': 'Febi Eka', 'honourific': None, 'lineage': None, 'family': 'Febriansyah'}}, {'id': 'ardiansyah@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Ardiansyah', 'honourific': None, 'given': 'Ardiansyah'}}, {'id': None, 'name': {'lineage': None, 'family': 'Darmaji', 'honourific': None, 'given': 'Afan'}}]",2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30892,"Indonesia adalah negara yang kaya akan keragaman budaya, salah satunya adalah bahasa daerah. Dalam Undang-Undang Republik Indonesia Nomor 24 tahun 2009 pasal 1 ayat ke 6, yang dimaksud bahasa daerah adalah bahasa yang digunakan secara turun-temurun oleh warga negara Indonesia di daerah daerah di wilayah Negara Kesatuan Republik Indonesia. Ada banyak bahasa daerah di Indonesia, salah satunya adalah bahasa lampung.  namun berkurangnya penutur bahasa lampung dapat mengakibatkan bahasa daerah lampung akan hilang. Dengan bantuan teknologi terutama Android, dapat membantu meningkatkan lagi minat berbahasa lampung terutama pada remaja lampung. penelitian ini akan mengembangkan aplikasi translator bahasa Indonesia ke Bahasa Lampung dialek A pada Platform Android. Aplikasi diberi nama Cawa Lampung. proses terjemahan dilakukan oleh sistem dengan terjemahan kata perkata. Setiap kata dilakukan proses stemming dengan mengunakan metode stemming Nazief Adriani. Metode pengembangan sistem yang digunakan yaitu eXtreme Programming. Dari hasil pengujian fungsional semua fungsi berjalan dengan baik, dan dari hasil non fungsional memiliki nilai 85.57 % yang memiliki makna “sangat baik”.",7.0,['QA76'],7,pub,"2443-406X (eISSN), 2406-7857 (pISSN)",public,2021-05-27 02:38:20,Kumpulan Jurnal Ilmu Komputer (KLIK),Prodi Ilmu Komputer FMIPA Universitas Lambung Mangkurat,['FMIPA3'],disk0/00/03/08/92,published,http://dx.doi.org/10.20527/klik.v7i3.352,,,,,,,,,,,"['Jurusan Ilmu Komputer, FMIPA Universitas Lampung']",,,,,,
37,https://www.atlantis-press.com/proceedings/siconian-19/125939953,2020-11-19 17:51:12,"[{'placement': 1, 'eprintid': 26332, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40220', 'security': 'public', 'docid': 40220, 'main': '125939953.pdf', 'files': [{'datasetid': 'document', 'fileid': 237179, 'hash': 'f325218deb9b7ad87198133da77be24f', 'mime_type': 'application/pdf', 'objectid': 40220, 'filesize': 705094, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237179', 'filename': '125939953.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 15:04:14'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",698,,show,32-38,2020-11-19 17:51:12,archive,26332,A Procedural Model for the Design of Informatics Competency Proficiency Assistance Systems Based on Ubiquitous Learning,TRUE,article,"[{'id': 'rangga.firdaus@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Firdaus', 'honourific': None, 'given': 'Rangga'}}, {'id': None, 'name': {'family': 'Wibawa', 'lineage': None, 'honourific': None, 'given': 'Basuki'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Khaerudin', 'given': 'Khaerudin'}, 'id': None}]",2020-05-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26332,"Many concerns from the world of work that the competence of graduates, especially in the field of informatics, is inadequate and not crucial to the needs of the workforce, because the performance of the learning outcomes of the curriculum is not synchronous between the world of education and the world of business. Thus, needs bridges to meet the needs of the business world and education world through competency proficiency. The research aims are to generate a procedural model that show procedural steps that will guide when developing an assistance system for the competency proficiency test. We combine the model with blended/hybrid learning as learning alternative in the era of industrial revolution 4.0. The Research and Development approach and the characteristics of the model developed in this study broadly combine three interrelated system development models, namely the Borg and Gall model as the backbone, Hanafin and Pack as the process of learning interaction and the Waterfall model as the creation of a companion application system. We also pay attention to the relationship between the share of academic, professional associations and government regulation in the form of the National Framework Scheme Indonesia (SKKNI) to the application of the results of this research is a Companion Certificate Diploma (SPKI) can do together. A procedural model is a development method of a mentoring framework which bridges industry and campus-based Ubiquitous Learning.",,['QA75'],7,pub,1951-6851,public,2020-11-19 17:51:12,Proceedings of the Sriwijaya International Conference on Information Technology and Its Applications (SICONIAN 2019),Atlantis Press,['FMIPA3'],disk0/00/02/63/32,published,https://doi.org/10.2991/aisr.k.200424.005,,,,,,,,,,,,"[{'type': 'author', 'url': 'https://doi.org/10.2991/aisr.k.200424.005'}]",,,,,
38,,2020-11-19 11:33:58,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 40120, 'main': '16CTN-8751-AIMC.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-19 06:03:18', 'filesize': 472749, 'objectid': 40120, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236298', 'filename': '16CTN-8751-AIMC.pdf', 'datasetid': 'document', 'fileid': 236298, 'hash': '236f467815c55ef4c7819a038f419cf3', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40120', 'eprintid': 26232, 'placement': 1}]",698,,show,,2020-11-19 11:33:58,archive,26232,"Physical Model of Development of Assistance System
Proficiency Test for Ubiquitous Learning-Based
Information Competency Competencies",TRUE,article,"[{'id': 'rangga.firdaus@fmipa.unila.ac.id', 'name': {'given': 'Rangga', 'honourific': None, 'family': 'Firdaus', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'family': 'wibaba', 'honourific': None, 'given': 'Basuki'}}, {'id': None, 'name': {'given': 'Khaerudin', 'honourific': None, 'lineage': None, 'family': 'Khaerudin'}}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/26232,"Supporters compete for resources required for Technological changes, which usually a trade-off,
involving many stakeholders, who are aware of changes. Understanding how to connect assets for
learning is as important as the content because the knowledge of what is needed for tomorrow is
very important. Furthermore, the Mentoring System openly conducted for the proficiency tests, in
the field of informatics, which is an alternative in solving problems in the Industrial Revolution 4.0.
This article presents a study of open mentoring and also provides answers to how information and
communication technology facilitates the education process. The Research and Development characteristics of the model developed, broadly combines 3 interrelated system development prototypes,
which include the Borg and Gall as the backbone, Hannafin, and Peck as the interaction process,
and the waterfall model serves as the creator of the mentoring application system. However, it is
expected that the final results establish a digital learning platform, from national and international
standard certification programs, based on the Professions and Competencies, provided by industry
and associations. However, other consequences include, to bridge the gap between the industrial
world and university, as a physical standard, to obtain evidence from empirical data for Certification.
Furthermore, it is also relevant as a Test field of IT based Ubiquitous study, based on its impact, by
increasing the competence in the field of informatics, for students and lecturers in Higher Education,
department of Informatics and Computer Science Indonesia.",,['QA75'],6,pub,ISSN: 1546-1955 (Print)  ;  EISSN: 1546-1963 (Online),public,2020-11-19 11:33:58,Journal of Computational and Theoretical Nanoscience,American Scientific Publishers,['FMIPA3'],disk0/00/02/62/32,published,,,,,,,,,,,,,,,,,,
39,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/index,2021-05-27 02:40:34,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/139690', 'pos': 1, 'eprintid': 30945, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '13-Article Text-54-3-10-20210527.pdf', 'files': [{'hash': 'c65815d76f99a8adf7708f5e75066a1d', 'mime_type': 'application/pdf', 'fileid': 366843, 'datasetid': 'document', 'mtime': '2021-05-27 02:18:01', 'hash_type': 'MD5', 'filename': '13-Article Text-54-3-10-20210527.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/366843', 'filesize': 458951, 'objectid': 139690}], 'docid': 139690}]",2504,1.0,show,83-88,2021-05-27 02:40:34,archive,30945,KLASIFIKASI ABSTRAK JURNAL KOMPUTASI MENGGUNAKAN METODE TEXT MINING DAN ALGORITMA SUPPORT VECTOR MACHINE,TRUE,article,"[{'id': None, 'name': {'given': 'Eliza', 'lineage': None, 'family': 'Fitri', 'honourific': None}}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Lumbanraja', 'lineage': None, 'given': 'Favorisen R'}}, {'name': {'lineage': None, 'family': 'Ardiansyah', 'honourific': None, 'given': 'Ardiansyah'}, 'id': 'ardiansyah@fmipa.unila.ac.id'}]",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30945,"The University of Lampung especially Computer Science Departement has an online journal that publishes various scientific articles written by researchers both students and lecturers. This scientific article is called the online Computating Journal which is published once every 6 months. But, this online Computating Journal has not been structured and classified into the category of science that more specific. Therefore, in this research the abstract Computating Journal will be classified using text mining techniques to process the abstract become more structured and retrieve information in it. Then, the information in the abstract is extracted as a feature by the TFIDF weighting technique. The proposed classification model uses the support vector machine algorithm that has strong consistency. The model classification will be validated by applying the 10-Fold Cross Validation technique.",1.0,['QA76'],6,pub,2774-3403,public,2021-05-27 02:40:34,Jurnal Pepadun,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],disk0/00/03/09/45,published,,,,,,,,,,,,"['Jurusan Ilmu Komputer, FMIPA Universitas Lampung']",[{'url': 'https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/13'}],,,,,
