,uri,date,abstract,volume,date_type,subjects,ispublished,rev_number,issn,full_text_status,status_changed,publisher,divisions,publication,dir,lastmod,official_url,documents,userid,number,metadata_visibility,pagerange,datestamp,eprint_status,id_number,eprintid,title,refereed,type,creators,patent_applicant,contributors,event_title,event_type,pres_type,event_dates,event_location,referencetext
10,http://repository.lppm.unila.ac.id/id/eprint/46372,1970-01-01 00:00:00.000002022,"Abstract —Lampung University doing out routine activities every new academic year for students especially for new
students college who majoring in Civil Engineering, Faculty of Engineering, Introduction about Campus Life for New
Students (PKKMB), one of the main agendas of PKKMB is introducing about everyvbuildings and public facilities in
Civil Engineering also every building and the room in it. The current state of the COVID-19 pandemic make the University
of Lampung conduct learning activy by network (online). So, it's make every students activities not possible to perform
direct tracing. Serving method information follows technological developments, one of which is 3D visualization
techniques. With using the Multimedia Development Life Cycle (MDLC) system development method, 3D virtual map
applications can be developed that can display building layouts and facilities in 3D. This research is Alpha Testing and
Customer satisfaction. Alpha Testing provides test results The application can operate on versions in operation android
system 7.1 to 10. The application can operate on smartphone with screen specifications from 5.0 inch to 6.5 inches. The
application can operate on smartphones from minimum 3GB RAM to 8GB RAM. Customer Satisfaction Respondents
stated that the 3D Virtual Map Application of Building E Civil Engineering and Building F of the Hydraulics Laboratory
get good results with a percentage index between 87.5% to 95%. 
Keywords: 3D virtual map; Android; Faculty of Engineering; MDLC; Unity.",3.0,published,['Q1'],pub,7,2774-3403,public,2022-11-09 01:05:02,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/04/63/72,2022-11-09 01:05:02,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/95,"[{'eprintid': 46372, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185254', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 511971, 'mime_type': 'application/pdf', 'hash': 'b506b8acbc5f64c3709466922e76a42b', 'objectid': 185254, 'filesize': 1443668, 'filename': 'COVER PUBLIKASI Jurnal Pepadun vol 3(1) .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511971', 'hash_type': 'MD5', 'mtime': '2022-11-08 23:56:02'}], 'main': 'COVER PUBLIKASI Jurnal Pepadun vol 3(1) .pdf', 'docid': 185254, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2423,1.0,show,122-129,2022-11-09 01:05:02,archive,,46372,Implementasi Teknologi Peta Virtual 3D Gedung E Teknik Sipil dan Gedung F Laboratorium Hidrolika Fakutas Teknik Universitas Lampung,TRUE,article,"[{'name': {'given': 'Aristoteles', 'honourific': None, 'lineage': None, 'family': 'Aristoteles'}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Asteria', 'given': 'Maya'}, 'id': None}, {'name': {'honourific': None, 'family': 'Heningtyas', 'lineage': None, 'given': 'Yunda'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Syarif', 'lineage': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}]",,,,,,,,
11,http://repository.lppm.unila.ac.id/id/eprint/42521,2022-04-01 00:00:00.000000000,"Lampung  University  doing  out  routine  activities  every  new  academic  year  for  students  especially  for  new students college who majoring in Civil Engineering, Faculty of Engineering, Introduction about Campus Life for New Students  (PKKMB),  one  of  the  main  agendas  of  PKKMB  is  introducing  about  everyvbuildings  and  public  facilities  in Civil Engineering also every building and the room in it. The current state of the COVID-19 pandemic make the University of Lampung conduct learning activy by network (online). So,it's make every students activities not possible to perform direct  tracing.  Serving  method  information  follows  technological  developments,  one  of  which  is  3D  visualization techniques.  With  using  the  Multimedia  Development  Life  Cycle  (MDLC)  system  development  method, 3D virtualmap applications can be developed that can display building layouts and facilities in 3D. This research is Alpha Testing and Customer satisfaction. Alpha Testing provides test results The application can operate on versions in operation android system 7.1 to 10. The application can operate on smartphone with screen specifications from 5.0 inch to 6.5 inches. The application  can  operate  on  smartphones  from  minimum  3GB  RAM  to  8GB  RAM.  Customer  Satisfaction  Respondents stated that the 3DVirtualMap Application of Building E Civil Engineering and Building F of the Hydraulics Laboratory get good results with a percentage index between 87.5% to 95%",3.0,published,['Q1'],pub,10,2774-3403,public,2022-06-16 07:21:22,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Pepadun,disk0/00/04/25/21,2022-06-16 07:21:22,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/95,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164232', 'pos': 1, 'eprintid': 42521, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '95-Article Text-503-1-10-20220614 (1).pdf', 'files': [{'filesize': 311012, 'objectid': 164232, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467089', 'filename': '95-Article Text-503-1-10-20220614 (1).pdf', 'hash_type': 'MD5', 'mtime': '2022-06-16 03:47:25', 'fileid': 467089, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ebec48ac96afd46c7f83023cb2c1e9f7'}], 'docid': 164232}]",215,1.0,show,122-129,2022-06-16 07:21:22,archive,,42521,Implementasi Teknologi Peta Virtual3D Gedung E Teknik Sipil dan Gedung F Laboratorium Hidrolika Fakutas Teknik Universitas Lampung,TRUE,article,"[{'name': {'given': 'Aristoteles', 'honourific': None, 'family': 'Aristoteles', 'lineage': None}, 'id': None}, {'name': {'given': 'Maya', 'honourific': None, 'family': 'Asterita', 'lineage': None}, 'id': None}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'given': 'Yunda', 'honourific': None, 'family': 'Heningtyas', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Admi Syarif', 'lineage': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}]",,,,,,,,
12,http://repository.lppm.unila.ac.id/id/eprint/42885,2022-07-01 00:00:00.000000000,"offee beans are one of the raw materials as well as a result of planting by farmers which provides special benefits for the survival of the Indonesian people. Coffee is used as a refreshing drink ingredient and in today's life, coffee drinks have become a lifestyle for millennial people. The type of coffee that is widely cultivated is the robusta coffee bean type, because this robusta coffee is mostly produced in Indonesia, reaching 87.1% of the total coffee production in Indonesia. One of the largest producers of robusta coffee in Indonesia is the Dempo Pagar Alam Mountain Slope Coffee Plantation, South Sumatra. Therefore in this study using the type of robusta coffee beans which grade or quality will be determined according to the applied criteria. This study aims to determine the grade of robusta coffee beans in the Dempo Pagar Alam Mountain Slope Coffee Plantation in South Sumatra using the AHP (Analytical Hierarchy Process) method.

The stages in this research are the preparation of research data collection, namely primary and secondary which are stored in a text file (.txt) with tens of data and the second stage is determining criteria and alternatives, compiling a hierarchical structure, compiling a paired comparison matrix, looking for priority vector values and eigen vectors, alternative ranking results, and accuracy testing. The results of this study are expected to provide benefits to see the results of the robusta coffee bean grade ranking in the Slope Coffee Plantation of Mount Dempo Pagar Alam, South Sumatra by using the AHP method.",9.0,published,['QA76'],pub,7,p- 2406-7857 | e- 2443-406X,public,2022-07-04 02:06:04,Computer Science Study Program at the University of Lambung Mangkurat,['FMIPA3'],KLIK - KUMPULAN JURNAL ILMU KOMPUTER,disk0/00/04/28/85,2022-07-04 02:06:04,http://klik.ulm.ac.id/index.php/klik/article/view/470,"[{'eprintid': 42885, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164653', 'pos': 1, 'format': 'text', 'docid': 164653, 'main': '470-1094-1-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 469688, 'hash': '6d2d37707b49324bfe3a5dac77572e19', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-02 11:53:45', 'filesize': 603190, 'objectid': 164653, 'uri': 'http://repository.lppm.unila.ac.id/id/file/469688', 'filename': '470-1094-1-PB.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",215,2.0,show,307-328,2022-07-04 02:06:04,archive,http://dx.doi.org/10.20527/klik.v9i2.470,42885,PENENTUAN GRADE BIJI KOPI ROBUSTA MENGGUNAKAN ANALYTICAL HIERARCHY PROCESS,TRUE,article,"[{'id': None, 'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Favorisen R', 'family': 'Lumbanraja', 'lineage': None, 'honourific': None}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'name': {'given': 'Astria', 'family': 'Hijriani', 'lineage': None, 'honourific': None}, 'id': 'astria.hijriani@fmipa.unila.ac.id'}, {'id': None, 'name': {'family': 'Nensi', 'lineage': None, 'honourific': None, 'given': 'Meria'}}]",,,,,,,,
13,http://repository.lppm.unila.ac.id/id/eprint/49497,2022-09-20 00:00:00.000000000,"Adanya kelompok atau komunitas merupakan keuntungan bagi masyarakat yang dapat dapat mendukung kesejahteraan dan perkembagan keberlangusngan hutan rakyat. Hal tersebut dapat diperkuat lagi dan didukung dengan adanya pemanfatan dan implementasi dari adanya teknologi pada era digitalisasi ini. Namun masih terdapat kendala dalam pelaksanaannya, seperti masih rendahnya pengetahuan masyarakat, masih kurangnya arus untuk mendapatkan informasi, dan masih kurangnya peran eksternal dalam membangun kapasitas masyarakat. Sasaran mitra dalam kegiatan pengabdian ini yaitu Kelompok Wanita Tani Hutan (KWTH) Kartini Desa Kubu Batu, Kabupaten Pesawaran. Pengabdian ini bertujuan untuk meningkatkan pengetahuan, keterampilan, dan kemampuan mitra dalam proses implementasi tekonologi. Untuk mencapai hal tersebut maka rangkaian kegiatan pengabdian ini antara lain: tahap persiapan, meliputi: sosialisasi kegiatan pengabdian berisi program dan tujuan pengabdian serta manfaat dan sasaran. Untuk mengukur pengetahuan peserta dilakukan evaluasi pre-test dan post-test dengan cara pemberian kuesioner. Hasil menunjukkan bahwa adanya peningkatan pengetahuan peserta tentang materi memanfaatkan dan mengelola website. Rerata nilai pre-test dan post-test masing-masing sebesar 50,3%. dan 75,6%. Adanya kenaikan pengetahuan peserta dari hasil pre-test dan post-test adalah 25,3. Oleh karena itu, pemanfaatan dan pengelolaan website merupakan media yang tepat untuk mempromosikan produk yang ditawarkan oleh KWTH Kartini.",2.0,published,"['QA75', 'QA76']",pub,13,2808-1412,public,2023-04-03 00:53:59,Badan Pelaksana Kuliah Kerja Nyata Universitas,['FMIPA3'],BUGUH : Jurnal Pengabdian Kepada Masyarakat,disk0_bak/00/04/94/97,2023-04-03 00:53:59,https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/1173,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189128', 'eprintid': 49497, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'jb23-05.pdf', 'docid': 189128, 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-31 23:03:44', 'objectid': 189128, 'filesize': 399547, 'filename': 'jb23-05.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537019', 'fileid': 537019, 'datasetid': 'document', 'hash': '963319a0e8a2e2ea39df794563b4b8ff', 'mime_type': 'application/pdf'}]}]",215,3.0,show,32-38,2023-04-03 00:53:59,archive,https://doi.org/10.23960/buguh.v2n3.1173,49497,"PENDAMPINGAN PENGEMBANGAN E-COMMERCE DI KWTH KARTINI, DESA KUBU BATU, KABUPATEN PESAWARAN PADA ERA DIGITALISASI DALAM PENINGKATAN EKONOMI MASYARAKAT",TRUE,article,"[{'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'lineage': None, 'honourific': None}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Rahmat', 'honourific': None, 'lineage': None, 'family': ""Safe'i""}, 'id': 'rahmat.safei@fp.unila.ac.id'}, {'id': 'admi_syarif@yahoo.com', 'name': {'lineage': None, 'family': 'Syarif', 'honourific': None, 'given': 'Admi'}}, {'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'given': 'Favorisen R', 'honourific': None, 'lineage': None, 'family': 'Lumbanraja'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}]",,,,,,,,
14,http://repository.lppm.unila.ac.id/id/eprint/43738,2022-08-01 00:00:00.000000000,"Infertility is a crucial reproductive problem experienced by both men and women. Infertility is the inability to get pregnant within one year of sexual intercourse. This study focuses on infertility in men. Many causes that can cause infertility in men including sperm quality. Currently, identification of human sperm is still done manually by observing the sperm with the help of humans through a microscope, so it requires time and high costs. Therefore, high technology is needed to determine sperm quality in the form of deep learning technology based on video. Deep learning algorithms support this research in identifying human sperm cells. So deep learning can help detect sperm video automatically in the process of evaluating sperm cells to determine infertility. We use deep learning technology to identify sperm using the You Only Look Once version 4 (YOLOv4) algorithm. Purpose of this study was to analyze the level of accuracy of the YOLOv4 algorithm. The dataset used is sourced from a VISEM dataset of 85 videos. The results obtained are 90.31% AP (Average Precision) for sperm objects and 68.19% AP (Average Precision) for non-sperm objects, then for the results of the training obtained by the model 79.58% mAP (Mean Average Precision). Our research show result about identification of human sperm using YOLOv4. The results obtained by the YOLOv4 model can identify sperm and non-sperm objects. The output on the YOLOv4 model is able to identify objects in the test data in the form of video and image.",13.0,published,['QA76'],pub,8,"2156-5570 (online), 2158-107X(Print)",public,2022-08-01 06:45:09,The Science and Information (SAI) Organization,['FMIPA3'],International Journal of Advanced Computer Science and Applications,disk0/00/04/37/38,2022-08-01 06:45:09,https://thesai.org/Publications/ViewPaper?Volume=13&Issue=7&Code=IJACSA&SerialNo=52,"[{'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'docid': 165675, 'main': 'Paper_52-Identification_of_Human_Sperm_based_on_Morphology.pdf', 'files': [{'hash': '5629a9d85da844dba049edc973c3ff89', 'mime_type': 'application/pdf', 'fileid': 476704, 'datasetid': 'document', 'mtime': '2022-08-01 02:58:09', 'hash_type': 'MD5', 'filename': 'Paper_52-Identification_of_Human_Sperm_based_on_Morphology.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476704', 'objectid': 165675, 'filesize': 612617}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165675', 'security': 'public', 'placement': 1, 'eprintid': 43738}]",215,7.0,show,424-431,2022-08-01 06:45:09,archive,https://dx.doi.org/10.14569/IJACSA.2022.0130752,43738,Identification of Human Sperm based on Morphology Using the You Only Look Once Version 4 Algorithm,TRUE,article,"[{'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}, 'id': None}, {'name': {'given': 'Admi', 'family': 'Syarif', 'lineage': None, 'honourific': None}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sutyarso', 'given': 'Sutyarso'}, 'id': 'sutyarso@yahoo.co.id'}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}}]",,,,,,,,
15,http://repository.lppm.unila.ac.id/id/eprint/43848,2022-08-01 00:00:00.000000000,"Infertility is a crucial reproductive problem experienced by both men and women. Infertility is the inability to get pregnant within one year of sexual intercourse. This study focuses on infertility in men. Many causes that can cause infertility in men including sperm quality. Currently, identification of human sperm is still done manually by observing the sperm with the help of humans through a microscope, so it requires time and high costs. Therefore, high technology is needed to determine sperm quality in the form of deep learning technology based on video. Deep learning algorithms support this research in identifying human sperm cells. So deep learning can help detect sperm video automatically in the process of evaluating sperm cells to determine infertility. We use deep learning technology to identify sperm using the You Only Look Once version 4 (YOLOv4) algorithm. Purpose of this study was to analyze the level of accuracy of the YOLOv4 algorithm. The dataset used is sourced from a VISEM dataset of 85 videos. The results obtained are 90.31% AP (Average Precision) for sperm objects and 68.19% AP (Average Precision) for non-sperm objects, then for the results of the training obtained by the model 79.58% mAP (Mean Average Precision). Our research show result about identification of human sperm using YOLOv4. The results obtained by the YOLOv4 model can identify sperm and non-sperm objects. The output on the YOLOv4 model is able to identify objects in the test data in the form of video and image.",,published,['QA76'],pub,9,,public,2022-08-03 06:59:52,The Science and Information (SAI) Organization,['FMIPA3'],,disk0/00/04/38/48,2022-08-03 06:59:52,https://thesai.org/Publications/ViewPaper?Volume=13&Issue=7&Code=IJACSA&SerialNo=52,"[{'format': 'text', 'docid': 165806, 'main': 'Similarity.pdf', 'files': [{'filesize': 854611, 'objectid': 165806, 'filename': 'Similarity.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477539', 'hash_type': 'MD5', 'mtime': '2022-08-03 03:44:24', 'fileid': 477539, 'datasetid': 'document', 'hash': '7ee347025c5f355a1ccd065743ae44c9', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 43848, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165806', 'pos': 1}]",215,,show,,2022-08-03 06:59:52,archive,https://dx.doi.org/10.14569/IJACSA.2022.0130752,43848,Similarity Check Result : Identification of Human Sperm based on Morphology Using the You Only Look Once Version 4 Algorithm,,other,"[{'id': None, 'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}}, {'id': 'admi_syarif@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Syarif', 'given': 'Admi'}}, {'name': {'honourific': None, 'family': 'Sutyarso', 'lineage': None, 'given': 'Sutyarso'}, 'id': 'sutyarso@yahoo.co.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Hidayatullah', 'honourific': None, 'given': 'Arbi'}, 'id': None}]",,,,,,,,
16,http://repository.lppm.unila.ac.id/id/eprint/46137,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,7,,public,2022-11-01 00:59:12,Kemenkumham,['FMIPA3'],,disk0/00/04/61/37,2022-11-01 00:59:12,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184963', 'eprintid': 46137, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Hak Cipta ARitme (Augmented Reality For Indonesian Traditional Music Instrument).pdf', 'docid': 184963, 'files': [{'mtime': '2022-10-31 10:25:53', 'hash_type': 'MD5', 'filename': 'Hak Cipta ARitme (Augmented Reality For Indonesian Traditional Music Instrument).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510195', 'objectid': 184963, 'filesize': 859104, 'mime_type': 'application/pdf', 'hash': '64496b372e72305f84bd823cd83e9d43', 'fileid': 510195, 'datasetid': 'document'}]}]",2400,,show,,2022-11-01 00:59:12,archive,,46137,Peer Review ARitme (Augmented Reality For Indonesian Traditional Music Instrument),,other,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'lineage': None, 'honourific': None}}]",,,,,,,,
17,http://repository.lppm.unila.ac.id/id/eprint/46144,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,8,,public,2022-11-01 00:59:34,Jurnal Pepadun,['FMIPA3'],,disk0/00/04/61/44,2022-11-01 00:59:34,,"[{'docid': 184970, 'main': 'Jurnal Aplikasi Pencarian Letak Gudang Koperasi dengan Metode K-means Cluster Menggunakan Framework Laravel .pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0b12f6f51f3da0635bfba1bf95ac98fd', 'datasetid': 'document', 'fileid': 510244, 'filename': 'Jurnal Aplikasi Pencarian Letak Gudang Koperasi dengan Metode K-means Cluster Menggunakan Framework Laravel .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510244', 'filesize': 2214941, 'objectid': 184970, 'mtime': '2022-10-31 11:16:02', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 46144, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184970', 'security': 'public'}]",2400,,show,,2022-11-01 00:59:34,archive,,46144,"Peer Review Aplikasi Pencarian Letak Gudang Koperasi Dengan Metode K-Means Cluster Menggunakan Framework Laravel,",,other,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}}]",,,,,,,,
18,http://repository.lppm.unila.ac.id/id/eprint/46138,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,7,,public,2022-11-01 00:59:08,Kemenkumham,['FMIPA3'],,disk0/00/04/61/38,2022-11-01 00:59:08,,"[{'format': 'text', 'main': 'Hak Cipta Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Ototmatis Menggunakan VuMark Berbasis Android.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '89565282084b55a10ce3a2b227bc9a47', 'fileid': 510202, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510202', 'filename': 'Hak Cipta Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Ototmatis Menggunakan VuMark Berbasis Android.pdf', 'filesize': 864344, 'objectid': 184964, 'mtime': '2022-10-31 10:27:43', 'hash_type': 'MD5'}], 'docid': 184964, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 46138, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184964'}]",2400,,show,,2022-11-01 00:59:08,archive,,46138,Peer Review Augmented Reality Identifikasi Onderdil Sepeda Motor Bebek Kopling Otomatis Menggunakan VuMark Berbasis Android,,other,"[{'name': {'given': 'Bambang', 'honourific': None, 'lineage': None, 'family': 'Bambang Hermanto'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,,,,,
19,http://repository.lppm.unila.ac.id/id/eprint/46139,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,7,,public,2022-11-01 00:59:16,Kemenkumham,['FMIPA3'],,disk0/00/04/61/39,2022-11-01 00:59:16,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 184965, 'main': 'Hak Cipta Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android.pdf', 'files': [{'hash': 'a3b48eebd1ecb9df97e7a21e90188162', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 510209, 'filename': 'Hak Cipta Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510209', 'filesize': 1265929, 'objectid': 184965, 'mtime': '2022-10-31 10:29:17', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184965', 'pos': 1, 'eprintid': 46139, 'placement': 1}]",2400,,show,,2022-11-01 00:59:16,archive,,46139,Peer Review Augmented Reality Identifikasi Sparepart Sepeda Motor Automatik Menggunakan Katalog Berbasis Android,,other,"[{'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,,,,,
20,http://repository.lppm.unila.ac.id/id/eprint/46136,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,9,,public,2022-11-01 00:59:05,Kemenkumham,['FMIPA3'],,disk0/00/04/61/36,2022-11-01 00:59:05,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-10-31 10:21:21', 'filesize': 436414, 'objectid': 184962, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510186', 'filename': 'Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang.pdf', 'datasetid': 'document', 'fileid': 510186, 'hash': '3ec079fe1984afc19e4250dc9de24b1e', 'mime_type': 'application/pdf'}], 'main': 'Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang.pdf', 'docid': 184962, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184962', 'eprintid': 46136, 'placement': 1}]",2400,,show,,2022-11-01 00:59:05,archive,,46136,Peer Review Hak Cipta Analisis Perancangan UI Sistem Informasi Sirkulasi Barang Starlog Bank BRI Cabang Tanjung Karang,,other,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Bambang Hermanto', 'given': 'Bambang'}}]",,,,,,,,
21,http://repository.lppm.unila.ac.id/id/eprint/46145,1970-01-01 00:00:00.000002022,,,,['QA75'],unpub,7,,public,2022-11-01 00:59:39,Kumpulan jurnaL Ilmu Komputer (KLIK),['FMIPA3'],,disk0/00/04/61/45,2022-11-01 00:59:39,,"[{'files': [{'mime_type': 'application/pdf', 'hash': 'c8192f8480fd5bb73442e6ef75d25481', 'fileid': 510252, 'datasetid': 'document', 'filename': 'Jurnal Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil di Bandar Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510252', 'filesize': 2098793, 'objectid': 184971, 'mtime': '2022-10-31 11:19:22', 'hash_type': 'MD5'}], 'main': 'Jurnal Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil di Bandar Lampung.pdf', 'docid': 184971, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 46145, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184971', 'pos': 1, 'security': 'public'}]",2400,,show,,2022-11-01 00:59:39,archive,,46145,Peer Review Implementasi Metode Analytical Hierarchy Process (AHP) Pada Sistem Pendukung Keputusan Pembelian Mobil Di Bandar Lampung,,other,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'family': 'Bambang Hermanto', 'lineage': None, 'honourific': None, 'given': 'Bambang'}}]",,,,,,,,
