,ispublished,rev_number,status_changed,full_text_status,publisher,divisions,dir,uri,abstract,subjects,title,type,creators,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,refereed,official_url,publication,related_url,issn,date_type,event_title,event_type,event_location,pres_type,event_dates,corp_creators,number,volume,contact_email,pagerange,contributors,referencetext,isbn,pages,book_title,institution,monograph_type,department,output_media,projects,funders,place_of_pub,id_number
39,pub,20,2021-04-08 07:40:28,public,Jurusan Ilmu Komunikasi FISIP Universitas Lampung,['FISIP4'],disk0/00/02/90/51,http://repository.lppm.unila.ac.id/id/eprint/29051,,['H1'],Review : Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,other,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwanto', 'lineage': None, 'given': 'Putra'}}]","[{'eprintid': 29051, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43162', 'pos': 2, 'format': 'text', 'docid': 43162, 'main': 'Temu Kembali Informasi.pdf', 'files': [{'hash': '410e0987b4cba58fb4031e3cc344a883', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 257747, 'mtime': '2021-04-08 07:02:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257747', 'filename': 'Temu Kembali Informasi.pdf', 'objectid': 43162, 'filesize': 443895}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-08 07:40:28,2792,show,29051,archive,2021-04-08 07:40:28,,,Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,,2715-0089,published,,,,,,,1,3,,,,,,,,,,,,,,Universitas Lampung,
40,pub,7,2023-05-19 09:45:58,public,Kementerian Hukum dan Hak Asasi Manusia,['FISIP4'],disk0_bak/00/05/18/71,http://repository.lppm.unila.ac.id/id/eprint/51871,,['HM'],HKI- Buku - Manajemen Perpustakaan Desa,other,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'family': 'Purwanto', 'lineage': None, 'honourific': None, 'given': 'Putra'}}, {'id': 'siti.khoiriah@fh.unila.ac.id', 'name': {'family': 'Siti', 'lineage': None, 'honourific': None, 'given': 'Khoiriah'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'SITI KHOIRIAH_HKI_2022.pdf', 'files': [{'objectid': 250867, 'filesize': 2091353, 'filename': 'SITI KHOIRIAH_HKI_2022.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614542', 'hash_type': 'MD5', 'mtime': '2023-05-19 09:08:11', 'datasetid': 'document', 'fileid': 614542, 'hash': 'c0c1922f07b196f1bd3ccbdd337abd9c', 'mime_type': 'application/pdf'}], 'docid': 250867, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250867', 'security': 'public', 'placement': 1, 'eprintid': 51871}]",2023-05-19 09:45:58,1138,show,51871,archive,2023-05-19 09:45:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,inpress,9,2020-02-14 07:04:23,public,,['FISIP4'],disk0/00/01/71/65,http://repository.lppm.unila.ac.id/id/eprint/17165,"Penelitian ini bertujuan untuk mengungkapkan bagaimana perilaku komunikasi masyarakat atas ragam penyebaran informasi melalui sosial media tentang fonomena eksistensi program studi ilmu perpustakaan. Upaya untuk menjaga arah dan tujuan dari tulisan ini agar gema resonansinya cukup bergerma perspektif periodesasi pembabakan sejarah perkembangan pendidikan ilmu perpustakaan di Indonesia juga turut diketengahkan dalam penelitian ini.   Penelitian ini juga menggunakan pendekatan kualitatif dengan metode analisis wacana atau berbagai informasi yang tersaji pada berbagai media khususnya sosial media. Hasil penelitian ini mengungkapkan bahwa dengan adanya periodesasi sejarah prodi ilmu perpustakaan di Indonesia akan dapat menggambarkan bagaimana pemahaman masyarakat akan eksistensi program studi ini. Hal lainnya juga bahwa perkembangan sosial media khususnya posting Tirto.id dapat mengkaptur bagaimana pemahaman masyarakat dan sekaligus memotret harapan mereka dengan homogenitasnya program studi ilmu perpustakaan. Kesimpulan terhadap kajian ini bahwa jumlah peminat program studi ilmu perpustakaan kedepan akan semakin besar dengan pertimbangan utama pemilihan karena pasar kerjanya yang sedang berkembang luas. Secara eksistensi program studi ilmu perpustakaan semakin menjadi semakin penting seiring dengan perkembangan teknologi digital.
Kata kunci: Program studi, Ilmu perpustakaan, Prilaku komunikasi",['Z665'],PERILAKU KOMUNIKASI MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAAN: STUDI PEMAKNAAN TERHADAP POSTING INFOGRAFIS TIRTO.ID,article,"[{'name': {'given': 'Anton', 'honourific': None, 'family': 'Purwanto Putra', 'lineage': None}, 'id': 'purwanto.putra@fisip.unila.ac.id'}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30291', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17165, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Sefila_PERILAKU KOMUNIKASI DAN PEMAKNAAN MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAA.pdf', 'files': [{'mtime': '2019-11-28 01:13:54', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145757', 'filename': 'Sefila_PERILAKU KOMUNIKASI DAN PEMAKNAAN MASYARKAT TERHADAP PROGRAM STUDI ILMU PERPUSTAKAA.pdf', 'filesize': 709614, 'objectid': 30291, 'hash': '820496791c0bdf6893712294600ec66d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 145757}], 'docid': 30291, 'format': 'text'}]",2020-02-14 07:04:23,2792,show,17165,archive,2020-02-14 07:04:23,TRUE,,SEFILA 3,,,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,
42,submitted,6,2020-11-19 17:50:35,public,ISIPII (Ikatan Sarjana Ilmu Perpustakaan Dan Informasi Indonesia),['FISIP4'],disk0/00/02/63/25,http://repository.lppm.unila.ac.id/id/eprint/26325,"Persoalan yang umum ditemui lembaga kearsipan dengan arsip vital adalah ketidakoptimalan dan belum
mumpuninya lembaga kearsipan universitas dalam merumuskan program dan implementasi pengelolaan arsip
vital. Untuk memenuhi persyaratan standar sesuai peraturan perundang-undangan dan ISO program arsip
vital adalah prioritas juga untuk menyelesaikan persoalan tersebut. Selain dari sisi urgensi implementatif,
tujuan jangka panjang program arsip vital adalah berkaitan dengan peran arsip vital dalam mendukung fungsi
bisnis Unila. Arsip vital dapat berperan signifikan dan bertanggungjawab dalam pencapaian visi-misi dan
rangking universitas. Target khusus yang dapat dicapai penelitian ini adalah mapping manajemen arsip vital
Unila. UPT Kearsipan Unila sebagai lembaga yang bertanggungjawab dan memiliki kewenangan terhadap
penyelenggaraan arsip di lingkungan Unila. Pendekatan kualitatif dengan metode deskriptif akan digunakan
dalam penelitian ini. Secara operasional, strategi pengumpulan data dilakukan denga metode FGD (focus
group discussion) dengan arsiparis dan pimpinan unit kerja. Melalui cara ini dapat digali secara lebih
mendalam kondisi lapangan. Selanjutnya, juga menggunakan metode observasi, wawancara mendalam dan
analisis dokumen arsip-arsip koleksi UPT Kearsipan Unila. Penelitain ini diharapkan akan menghasilkan
dokumen mapping manajemen dan pengelolaan arsip vital di UPT Kearsipan Unila. Hasil lainnya artikel
yang dipresentasikan dalam seminar nasional dan jurnal nasional terakreditasi. Agar pengetahuan tentang
arsip vital semakin diketahui khalayak luas. Diharapkan pula hasilnya dapat digunakan sebagai landasan
melakukan kajian teoritis lebih lanjut dan operasional aplikatif UPT Kearsipan Unila. Dokumen mapping
juga berpeluang untuk didaftarkan sebagai HAKI (Hak Atas Kekayaan Intelektual).",['Z665'],EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA,article,"[{'name': {'lineage': None, 'family': 'Purwanto Putra', 'honourific': None, 'given': 'Purwanto'}, 'id': 'purwanto.putra@fisip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Arnila', 'lineage': None, 'given': 'Purnamayanti'}}, {'name': {'given': 'Maryani', 'lineage': None, 'family': 'Eri', 'honourific': None}, 'id': None}]","[{'format': 'text', 'main': 'EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA _Purwanto Putra_Artikel Jurnal JODIS.pdf', 'docid': 40213, 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-19 14:42:35', 'objectid': 40213, 'filesize': 366707, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237135', 'filename': 'EFISIENSI PENYIMPANAN DAN AKSESIBILITAS ARSIP VITAL DALAM PENYELENGGARAAN KEARSIPAN UNIVERSITAS DI UPT KEARSIPAN UNILA _Purwanto Putra_Artikel Jurnal JODIS.pdf', 'datasetid': 'document', 'fileid': 237135, 'hash': 'f5f319890aa725ade71b19254d008451', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 26325, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40213'}]",2020-11-19 17:50:35,2792,show,26325,archive,2020-11-19 17:50:35,TRUE,,Journal of Documentation and Information Science,[{'url': 'http://jodis.isipii.org/'}],,submitted,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,,,http://dx.doi.org/10.33505/jodis.v4i1
43,submitted,7,2019-11-14 10:55:14,public,,['FISIP4'],disk0/00/01/56/04,http://repository.lppm.unila.ac.id/id/eprint/15604,"Penelitian ini bertujuan mengetahui pola konsumsi berita di kota Bandarlampung sekaligus melihat jenis media massa dan jenis berita yang dipercaya dan paling banyak dikonsumsi oleh masyarakat. Penelitian ini adalah penelitian deskriptif dengan pendekatan kuantitatif pada 100 orang responden (18->65 tahun). Indikator penelitian berupa akses dan terpaan media serta motif keaktifan khalayak. Hasilnya, para  digital natives dan digital immigrants memiliki ketertarikan tinggi terhadap berita dan pola konsumsi berita juga sangat tinggi dikarenakan kemampuan mereka dalam menggunakan teknologi digital dan internet dalam konsumsi berita. Berbeda dengan digital settlers yang tingkat ketertarikan dan pola konsumsi beritanya rendah.",['HE'],POLA KONSUMSI BERITA DI KOTA BANDAR LAMPUNG,conference_item,"[{'id': 'wulansuciska@yahoo.co.id', 'name': {'given': 'Wulan', 'family': 'Suciska', 'lineage': None, 'honourific': None}}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-05 06:55:22', 'objectid': 28724, 'filesize': 72826, 'filename': 'artikel.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/134393', 'fileid': 134393, 'datasetid': 'document', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': 'a872d744c90d2a809ff08a1f6986a470'}], 'main': 'artikel.docx', 'docid': 28724, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28724', 'security': 'public', 'placement': 1, 'eprintid': 15604}]",2019-11-14 10:55:14,661,show,15604,archive,2019-11-14 10:55:14,TRUE,,,,,,Seminar Nasional FISIP Unila Ke-3: Agenda Baru Pembangunan Indonesia Berbasis Local Knowledge,conference,Hotel Bukit Randu,paper,8 Agustus 2019,['Eka Yudha Gunawibawa'],,,,,,,,,,,,,,,,,
44,pub,6,2022-03-08 07:21:00,public,,['FISIP4'],disk0/00/03/99/22,http://repository.lppm.unila.ac.id/id/eprint/39922,,['H1'],"The Communication Strategies Of The Pr Staff Of Bumn
Foundation In Socializing The Vaccination Center Program As
An Effort To Form The Image Of The Corporation",article,"[{'name': {'given': 'Rifqi', 'honourific': None, 'family': 'Syahlendra', 'lineage': None}}, {'name': {'given': 'Nanang', 'lineage': None, 'family': 'Trenggo', 'honourific': None}}, {'name': {'given': 'Nina Yudha', 'honourific': None, 'family': 'Aryanti', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Zainal', 'honourific': None, 'given': 'Anna Gustina'}}]","[{'eprintid': 39922, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161210', 'pos': 1, 'format': 'text', 'main': '2395.pdf', 'docid': 161210, 'files': [{'filename': '2395.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/446989', 'objectid': 161210, 'filesize': 1099976, 'mtime': '2022-03-08 03:09:47', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'b91f4abe9d76d75b174bec8f07a68d77', 'fileid': 446989, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-03-08 07:21:00,357,show,39922,archive,2022-03-08 07:21:00,TRUE,,International Journal of Progressive Sciences and Technologies (IJPSAT),,,,,,,,,,,,,,,,,,,,,,,,,,
45,inpress,7,2017-06-05 03:08:49,public,,['FISIP4'],disk0/00/00/31/18,http://repository.lppm.unila.ac.id/id/eprint/3118,"Jamu adalah minuman terbuat dari bahan-bahan dari tanaman seperti jahe, lengkuas, kunyit,
temu lawak, temu ireng, asam, sambiloto, brotowali dan lain-lain. Pembuatan jamu terbagi
menjadi dua yaitu secara manual dengan tangan manusia dan diolah dengan pabrik. Jamu
yang dibuat secara tradisional maupun diolah dengan pabrik dijual dengan cara digendong
disebut dengan jamu gendong, dijual berkeliling dengan sepeda atau dengan sepeda motor.
Penjualan jamu juga dengan menggunakan tempat/toko. Masyarakat Indonesia terbiasa
minum jamu mulai dari anak-anak hingga orang dewasa. Hal ini mereka teruskan dari
generasi ke generasi berikutnya. Tradisi minum jamu ini mereka yakini sebagai bahan obat
yang aman, murah, dan sebagai warisan leluhur bangsa yang perlu dilestarikan. Penyakit
yang dapat diobati dengan jamu antara lain batuk, piluk, pegal linu, sakit kepala, nyeri
tulang/persendian, masalah organ reproduksi alat kelamin dan lain-lain. Kebiasaan minum
jamu dapat dianalisa melalui pendekatan komunikasi kesehatan. Konsep komunikasi
kesehatan memandang tradisi minum jamu adalah pendekatan naturalistik, sistem
penyembuhan penyakit melalui tanaman herbal. Pembentukan pesan dari genersi ke generasi,
mengkontruk pemaknaan tersendiri bagi masyarakat Indonesia tentang minum jamu. Tidak
hanya masyarakat biasa yang terbiasa minum jamu, namun pemerintah Indonesia
memfasilitasi keyakinan masyarakat ini dengan mengeluarkan Peraturan Menteri Kesehatan
No. 03/MENKES/PER/2010 tentang Saintifikasi Jamu. Kemudian untuk melaksanakan
peraturan menteri kesehatn itu dibuat Keputusan Menteri Kesehatan No.1334 Tahun 2010
tentang Komisi Nasional Saintifikasi Jamu, yang salah satu tugasnya adalah menyusun
pedoman metodologi penelitian jamu.
Kata Kunci: Jamu, Masyarakat Indonesia, etnomedicin, Komunikasi Kesehatan",['H1'],"Tradisi Minum Jamu: Konsep Komunikasi Kesehatan Dari Generasi Ke Generasi
Study Masyarakat Di Indonesia",conference_item,"[{'name': {'lineage': None, 'family': 'Tina', 'honourific': None, 'given': 'Kartika'}}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/2997', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 3118, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 2997, 'main': 'BUKU A.pdf', 'files': [{'datasetid': 'document', 'fileid': 21607, 'mime_type': 'application/pdf', 'hash': 'd0fd6122ee761412ae6055b3c4e1165c', 'filesize': 3414902, 'objectid': 2997, 'filename': 'BUKU A.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/21607', 'hash_type': 'MD5', 'mtime': '2017-06-02 07:11:13'}], 'format': 'text'}]",2017-06-05 03:08:49,604,show,3118,archive,2017-06-05 03:08:49,TRUE,,,,,published,Seminar Nasional Magister Ilmu Komunikasi 2016,workshop,Bandar Lampung,speech,,,,,,56-63,,,,,,,,,,,,,
46,pub,7,2022-10-03 06:36:20,public,International Journal of Progresive Sciences and Technologies (IJPSAT),['FISIP4'],disk0/00/04/54/35,http://repository.lppm.unila.ac.id/id/eprint/45435,,['H1'],Brand Image of Papa Toms Cafe (Papa Toms Cafe's Phenomenological Study in Building Brand Image on Instagram),other,"[{'name': {'lineage': None, 'family': 'Wardhani', 'honourific': None, 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]","[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'ARTIKEL Brand Image of Papa Toms Café (ijpast).pdf.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '4b2d5d9399f2fc8d98c8c4fa8f3e987a', 'datasetid': 'document', 'fileid': 488029, 'mtime': '2022-10-03 02:45:25', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/488029', 'filename': 'ARTIKEL Brand Image of Papa Toms Café (ijpast).pdf.pdf', 'objectid': 167433, 'filesize': 331817}], 'docid': 167433, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/167433', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45435}]",2022-10-03 06:36:20,887,show,45435,archive,2022-10-03 06:36:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,pub,7,2022-07-04 02:05:24,public,,['FISIP4'],disk0/00/04/28/57,http://repository.lppm.unila.ac.id/id/eprint/42857,,['H1'],The Challenge of Media Business in Indonesia at the Era of Information,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Wardhani', 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]","[{'eprintid': 42857, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164602', 'pos': 1, 'format': 'text', 'main': 'THE CHALLENGE MEDIA (1).pdf', 'docid': 164602, 'files': [{'datasetid': 'document', 'fileid': 469492, 'hash': '86e10d0197c377774922fe598c973d27', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-01 02:27:27', 'filesize': 9976151, 'objectid': 164602, 'uri': 'http://repository.lppm.unila.ac.id/id/file/469492', 'filename': 'THE CHALLENGE MEDIA (1).pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-04 02:05:24,887,show,42857,archive,2022-07-04 02:05:24,TRUE,,The Challenge of Media Business in Indonesia at the Era of Information,,,,,,,,,,,,,,,,,,,,,,,,,,
48,pub,7,2022-10-03 06:38:32,public,Fakultas Ilmu Komunikasi Universitas Tarumanegara,['FISIP4'],disk0/00/04/54/44,http://repository.lppm.unila.ac.id/id/eprint/45444,,['H1'],The Challenge of Media Business in Indonesia at the Era of Information,other,"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Wardhani', 'given': 'Andy Corry'}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/167441', 'pos': 1, 'eprintid': 45444, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 167441, 'main': 'PROSIDING INTERNASIONAL UNTAR DI BALI MAKALAH.doc(1).pdf', 'files': [{'filesize': 484090, 'objectid': 167441, 'filename': 'PROSIDING INTERNASIONAL UNTAR DI BALI MAKALAH.doc(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/488079', 'hash_type': 'MD5', 'mtime': '2022-10-03 03:08:29', 'fileid': 488079, 'datasetid': 'document', 'hash': '0ba75a20849ac9f29d0dd88c3154c413', 'mime_type': 'application/pdf'}]}]",2022-10-03 06:38:32,887,show,45444,archive,2022-10-03 06:38:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,pub,8,2022-06-20 01:19:36,public,Richtmann,['FISIP4'],disk0/00/04/25/78,http://repository.lppm.unila.ac.id/id/eprint/42578,,['H1'],Communication Experience and Self-Concept of Metrosexual Men in Indonesia,article,"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'given': 'Andy Corry', 'family': 'Wardhani', 'lineage': None, 'honourific': None}}]","[{'files': [{'objectid': 164290, 'filesize': 37296, 'filename': 12898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467457', 'hash_type': 'MD5', 'mtime': '2022-06-17 03:39:43', 'fileid': 467457, 'datasetid': 'document', 'hash': '66067acab10fae13c50dbc688c4848c7', 'mime_type': 'text/html'}], 'main': 12898, 'docid': 164290, 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'text/html', 'placement': 1, 'eprintid': 42578, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164290', 'pos': 1, 'security': 'public'}, {'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164291', 'pos': 2, 'eprintid': 42578, 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'COMMUNICATION EXPERIENCE.pdf', 'files': [{'fileid': 467459, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '05cb4cae8c07b0ec4caabe5707b46bba', 'filesize': 198408, 'objectid': 164291, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467459', 'filename': 'COMMUNICATION EXPERIENCE.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-17 03:40:54'}], 'docid': 164291}]",2022-06-20 01:19:36,887,show,42578,archive,2022-06-20 01:19:36,TRUE,,Academic Journal of Interdisciplinary Studies,,2281-4612,,,,,,,,,,,,,,,,,,,,,,,,
50,pub,7,2022-10-12 01:28:27,public,Richtmann Publishing,['FISIP4'],disk0/00/04/56/45,http://repository.lppm.unila.ac.id/id/eprint/45645,,['H1'],Communication Experience and Self-Concept of Metrosexual Men in Indonesia,other,"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'given': 'Andy Corry', 'lineage': None, 'family': 'Wardhani', 'honourific': None}}]","[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '67afc65ed5ca57381fe28a9406bbe8bd', 'fileid': 506455, 'datasetid': 'document', 'mtime': '2022-10-12 01:17:50', 'hash_type': 'MD5', 'filename': 'Communication Experience and Self-Concept.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506455', 'filesize': 241656, 'objectid': 184455}], 'main': 'Communication Experience and Self-Concept.pdf', 'docid': 184455, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184455', 'eprintid': 45645, 'placement': 1}]",2022-10-12 01:28:27,887,show,45645,archive,2022-10-12 01:28:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,pub,6,2022-11-11 09:39:18,public,,['FISIP4'],disk0/00/04/65/11,http://repository.lppm.unila.ac.id/id/eprint/46511,,['H1'],Communication Experience and Self-Concept of Metrosexual Men in Indonesia,article,"[{'name': {'honourific': None, 'family': 'Wardhani', 'lineage': None, 'given': 'Andy Corry'}, 'id': 'andy.corry@fisip.unila.ac.id'}]","[{'main': '12898-Article Text-45663-1-10-20220505 (1).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '05cb4cae8c07b0ec4caabe5707b46bba', 'fileid': 512985, 'datasetid': 'document', 'filename': '12898-Article Text-45663-1-10-20220505 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/512985', 'filesize': 198408, 'objectid': 185385, 'mtime': '2022-11-11 03:56:15', 'hash_type': 'MD5'}], 'docid': 185385, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 46511, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185385', 'security': 'public'}]",2022-11-11 09:39:18,887,show,46511,archive,2022-11-11 09:39:18,TRUE,,Academic Journal of Interdisciplinary Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
52,pub,6,2022-06-20 01:19:33,public,,['FISIP4'],disk0/00/04/25/73,http://repository.lppm.unila.ac.id/id/eprint/42573,,['H1'],Communication Strategy of Relationship Chat Account Manager in Managing the Follower,article,"[{'id': 'andy.corry@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Wardhani', 'given': 'Andy Corry'}}]","[{'format': 'text', 'docid': 164287, 'main': 'COMMUNICATION STRATEGY.pdf', 'files': [{'datasetid': 'document', 'fileid': 467439, 'mime_type': 'application/pdf', 'hash': 'd0434d00f80a62272d9c08983675a40b', 'hash_type': 'MD5', 'mtime': '2022-06-17 03:20:59', 'objectid': 164287, 'filesize': 472789, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467439', 'filename': 'COMMUNICATION STRATEGY.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42573, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164287', 'pos': 1}]",2022-06-20 01:19:33,887,show,42573,archive,2022-06-20 01:19:33,TRUE,,Communication Journal,,,,,,,,,,,,,,,,,,,,,,,,,,
53,pub,7,2022-10-12 01:28:24,public,Universitas Lampung,['FISIP4'],disk0/00/04/56/44,http://repository.lppm.unila.ac.id/id/eprint/45644,,['H1'],EXPERIENCE OF COMMUNICATION AND SELF-CONCEPT IN  FOODSTAGRAMMER IN BANDAR LAMPUNG CITY  IN PHENOMENOLOGY PERSPECTIVE,other,"[{'name': {'given': 'Andy Corry', 'family': 'Wardhani', 'lineage': None, 'honourific': None}, 'id': 'andy.corry@fisip.unila.ac.id'}]","[{'eprintid': 45644, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184454', 'pos': 1, 'format': 'text', 'docid': 184454, 'main': 'FINAL TEXT STATE AND DIGITAL SOCIETY .pdf', 'files': [{'hash': 'dee3273924737f95374046958220e3c7', 'mime_type': 'application/pdf', 'fileid': 506448, 'datasetid': 'document', 'mtime': '2022-10-12 01:15:16', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506448', 'filename': 'FINAL TEXT STATE AND DIGITAL SOCIETY .pdf', 'objectid': 184454, 'filesize': 1277211}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-10-12 01:28:24,887,show,45644,archive,2022-10-12 01:28:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,pub,6,2022-06-20 01:19:38,public,JICC,['FISIP4'],disk0/00/04/25/79,http://repository.lppm.unila.ac.id/id/eprint/42579,,['H1'],A Farm Woman Empowerment Model and Strategy of Communication in an Agropolitan Area at Pesawaran in Indonesia,article,"[{'id': 'andy,corry@fisip.unila.ac.id', 'name': {'given': 'Andy Corry', 'family': 'Wardhani', 'lineage': None, 'honourific': None}}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164292', 'security': 'public', 'placement': 1, 'eprintid': 42579, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'JURNAL Internasional Innovation&creativity_2020 A FARM POWERMANT.pdf', 'files': [{'objectid': 164292, 'filesize': 293596, 'filename': 'JURNAL Internasional Innovation&creativity_2020 A FARM POWERMANT.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467465', 'hash_type': 'MD5', 'mtime': '2022-06-17 03:44:50', 'fileid': 467465, 'datasetid': 'document', 'hash': 'e9674d15f0b7aca0eb513cc8069f8c28', 'mime_type': 'application/pdf'}], 'docid': 164292, 'format': 'text'}]",2022-06-20 01:19:38,887,show,42579,archive,2022-06-20 01:19:38,TRUE,,"International Journal of Innovation, Creativity and Change.",,2201-1323,,,,,,,,,,,,,,,,,,,,,,,,
