,refereed,title,creators,type,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,documents,official_url,lastmod,number,userid,publisher,divisions,publication,dir,rev_number,ispublished,status_changed,issn,full_text_status,subjects,date_type,date,uri,volume,abstract,contact_email,related_url,corp_creators,place_of_pub,funders,id_number,contributors,referencetext,patent_applicant
10,TRUE,victim or actor : the typology of indonesian women journalist,"[{'name': {'given': 'Tina', 'honourific': None, 'lineage': None, 'family': 'Kartika'}}]",article,29-40,show,archive,14429,2019-10-01 02:26:38,"[{'files': [{'hash_type': 'MD5', 'mtime': '2019-10-01 02:23:47', 'objectid': 27494, 'filesize': 102676, 'filename': 'Peer Reviewer Victim or Actors  The Typologi Of Indonesian Woman Journalist.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/125073', 'fileid': 125073, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c8fd683972abf8b07b524a3087672ada'}], 'main': 'Peer Reviewer Victim or Actors  The Typologi Of Indonesian Woman Journalist.pdf', 'docid': 27494, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 14429, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27494', 'security': 'public'}]",,2019-10-01 02:26:38,,604,,['FISIP4'],komunikasi,disk0/00/01/44/29,6,pub,2019-10-01 02:26:38,2289-1528,public,['H1'],,2019,http://repository.lppm.unila.ac.id/id/eprint/14429,,hasil penilaian sejawat sebidang atau peer review,,,['Universitas Lampung'],,,,,,
11,TRUE,"An Investigation of Behavior and Public Opinion, Pros-Cons of Forest
Encroachment Sustainability Issues In BBSNP of Tanggamus District, Indonesia","[{'name': {'given': 'Tina', 'lineage': None, 'family': 'Kartika', 'honourific': None}}, {'name': {'given': 'Teguh Budi', 'family': 'Rahardjo', 'lineage': None, 'honourific': None}}, {'name': {'family': 'utaridah', 'lineage': None, 'honourific': None, 'given': 'nanda'}}, {'name': {'given': 'henni', 'honourific': None, 'family': 'kusumastuti', 'lineage': None}}]",article,,show,archive,13355,2019-08-01 07:26:06,"[{'eprintid': 13355, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26365', 'pos': 1, 'format': 'text', 'docid': 26365, 'main': 'Naskah publish jurnal internasional.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-05-29 03:46:21', 'objectid': 26365, 'filesize': 326681, 'uri': 'http://repository.lppm.unila.ac.id/id/file/117015', 'filename': 'Naskah publish jurnal internasional.pdf', 'fileid': 117015, 'datasetid': 'document', 'hash': 'c857ca70839a9b09868068c45a3f09b8', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,2019-08-01 07:26:06,,934,WSEAS,['FISIP4'],WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/01/33/55,7,pub,2019-08-01 07:26:06,2224-3496,public,['H1'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/13355,15,"The aims of this article are: 1) to analyze the behaviour of community in the environment of 
BBSNP, 2) to analyze the community opinion forming materials that create behaviours of the community.
There is still encroachment caused by the perception of local community, so it affects their behaviours to
keep encroaching. Bukit Barisan Selatan National Park (BBSNP) is spread in four districts, the biggest area 
5
is located in Pesisir Barat District (58.6%) of Lampung Province, in Kaur District (20.8%) of Bengkulu
Province, Lampung Barat/West Lampung (16.5%) of Lampung Province, and Tanggamus (4.1%) of
Lampung Province [1].  The study result shows the pros and cons opinion on occurring encroachment
activity. Pros opinion is obtained from forest encroachers, former encroachers, and parties who support the
encroachment.  The understanding of community also has influence on the belief they have.  The study result
can be used by local government in applying policies that they enforce. The encroachment activity can be
studied in multidisciplinary science and multi-method study.
 

Key-Words: Forest Encroachment, pros-cons, Tanggamus District, BBSNP",,,['Universitas Lampung'],,,,,,
12,TRUE,"The Tradition of Cassava Rice Eating: Communication Patterns of Sunda Wiwitan Indigenous Families in Cultural Heritage in Cireundeu Village Cimahi City, West Java","[{'name': {'given': 'Utaridah', 'honourific': None, 'lineage': None, 'family': 'Nanda'}, 'id': 'utaridahnanda@yahoo.co.id'}, {'id': 'venusantar@yahoo.com', 'name': {'given': 'Venus', 'honourific': None, 'lineage': None, 'family': 'Antar'}}, {'name': {'given': 'Bajari', 'honourific': None, 'family': 'Atwar', 'lineage': None}, 'id': 'atwarbajari@gmail.com'}, {'id': 'Dadangsuganda60@gmail.com', 'name': {'given': 'Suganda', 'honourific': None, 'lineage': None, 'family': 'Dadang'}}]",article,,show,archive,39717,2022-02-22 07:10:04,"[{'eprintid': 39717, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160993', 'pos': 1, 'format': 'text', 'main': 'NANDA UTARIDAH.pdf', 'files': [{'mtime': '2022-02-22 06:37:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/445519', 'filename': 'NANDA UTARIDAH.pdf', 'objectid': 160993, 'filesize': 317498, 'hash': 'bb2ce3c0fcc46a860c040322bb6636f5', 'mime_type': 'application/pdf', 'fileid': 445519, 'datasetid': 'document'}], 'docid': 160993, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",https://digitalcommons.unl.edu/do/search/?q=nanda%20AND%20utaridah&start=0&context=82587&sort=date_desc&facet=,2022-02-22 07:10:04,,156,Libraries at University of Nebraska-Lincoln,['FISIP4'],Library Philosophy and Practice (e-journal),disk0/00/03/97/17,7,pub,2022-02-22 07:10:04,1522-0222,public,['H1'],published,2019-12-20,http://repository.lppm.unila.ac.id/id/eprint/39717,pp. 1-,"The people of Cireundeu Village are known to hold firm Sundanese wiwitan customs and traditions of ancestral heritage that contain local wisdom. The tradition of eating cassava rice has been carried out by indigenous peoples for a hundred years since 1918 for generations. The process of introducing and applying the tradition of eating cassava rice was started by this traditional family in carrying out the inheritance of giving culture to the village of Cireundeu. 
	This research uses a qualitative method with a case study approach to three indigenous families in Cireundeu village who have different beliefs and birthplaces. As parents in the family communicate the tradition of eating cassava rice or shortened constellations to children or young people as recipients of cultural heritage. The purpose of this study was to find out 1) Why the tradition of eating constellations was maintained and passed on to children. 2) How is the pattern of communication of indigenous families in applying the tradition of eating constellations to their children  
	The results showed that 1) Children are the younger generation who are expected to be the successors to the tradition of eating racial food (cassava rice) because it bequeathed this tradition so that children have self-identity, self-confidence, and pride in having a local culture that is characteristic of food security in the village of Cireundeu. 2) Communication patterns of inheritance of the tradition of eating constellations in indigenous families are carried out with an interpersonal communication approach (openness, empathy, equality, positive attitude and support) to children. The communication process occurs because of tolerance. Tolerance creates cooperative behavior, wise behavior and adapted behavior among family members  

Keywords: food tradition, cassava rice, communication patterns, indigenous families",,,,,,,,,
13,TRUE,"TATA KELOLA WEBSITE DESA DAN KAPASITAS PENGELOLA
DALAM MEMPRODUKSI KONTEN  SEBAGAI MEDIA INFORMASI DAN PROMOSI POTENSI DESA
(Studi pada Pengelolaan dan Kompetensi Pengelola Website Desa
di Kecamatan Pringsewu, Kabupaten Pringsewu)","[{'name': {'honourific': None, 'family': 'Oktiani', 'lineage': None, 'given': 'Hestin'}, 'id': 'hestinoktiani@gmail.com'}, {'name': {'lineage': None, 'family': 'Gunawibawa', 'honourific': None, 'given': 'Eka Yuda'}, 'id': 'eka.yuda""fisip.unila.ac.id'}]",article,1-10,show,archive,16806,2019-11-18 08:19:46,"[{'docid': 30063, 'main': 'LAPORAN WEB DESA PRINGSEWU  FIX.pdf', 'files': [{'hash': 'c6e1957677e52881330af71443d48d95', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 144173, 'uri': 'http://repository.lppm.unila.ac.id/id/file/144173', 'filename': 'LAPORAN WEB DESA PRINGSEWU  FIX.pdf', 'filesize': 2048427, 'objectid': 30063, 'mtime': '2019-11-18 07:23:09', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 16806, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30063', 'pos': 1, 'security': 'public'}]",http:/e-jurnal.lppmunsera.org,2019-11-18 08:19:46,2,272,PS Ilmu Komunikasi FISIPKUM Univ. Serang Raya,['FISIP4'],LONTAR,disk0/00/01/68/06,13,submitted,2019-11-18 08:19:46,P-ISSN:2442-5109   E-ISSN: 2459-2104,public,"['H1', 'HE']",submitted,2019,http://repository.lppm.unila.ac.id/id/eprint/16806,7,"Pemanfaatan internet dalam pembangunan perdesaan bukan hanya berguna dalam konteks        e-government  untuk meningkatkan efisiensi dan pelayanan publik, tapi dapat pula dimanfaatkan sebagai sarana promosi dan publikasi berbagai potensi desa.  
Kecamatan Pringsewu, Kabupaten Pringsewu memiliki 15 desa, yang terdiri dari 5 kelurahan dan 10 pekon. Terdapat 2 pekon/desa yang sudah memiliki website dengan domain desa.id  yaitu Desa Waluyojati dan Pekon/Desa Sidoharjo yang pembuatannya dilakukan secara mandiri. Terdapat 5 kelurahan yang memiliki website namun menjadi subdomain dari website kabupaten pesawaran, sehingga memiliki alamat website deng ektensi pringsewukab.go.id.   Keberadaan 5 website milik kelurahan yang ada merupakan hasil fasilitasi yang dilakukan oleh pihak Dinas Kominfo Kabupaten Pringsewu. Sementara 7 pekon/desa yang lain belum memiliki website pendaftaran dan rencana pengelolaannya diserahkan sepenuhnya kepada pemerintah pekon. Pihak Dinas Kominfo dan pemerintah kecamatan hanya sebatas menghimbau. Pengelolaan website pekon di Kecamatan Pringsewu belum berjalan maksimal, faktor utamanya adalah keterbatasan sumberdaya manusia, baik dari sisi kuantitas maupun kualitas. Minimnya jumlah SDM yang memiliki keahlian dalam bidang teknik informasi dan produksi konten berupa artikel, foto, dan video, membuat tampilan, navigasi, tata letak dalam website belum maksimal.  Konten website juga kurang bervariasi baik dari segi isi maupun format. Hal ini disebabkan oleh kemampuan dalam pembuatan konten yang juga masih minim. Dengan demikian keberadaan website belum mampu menjadi sarana informasi dan promosi potensi desa secara optimal.",hestinoktiani@gmail.com,,,,,1764,,,
14,TRUE,"Pelatihan Digital Parenting melalui Pemanfaatan Aplikasi Parenting Tools sebagai Upaya Pencegahan Media Addiction (Kecanduan Media) 
pada Anak dan Remaja
(Pelatihan dan Penyuluhan pada Guru dan Orang Tua Murid di Kecamatan Rajabasa, Kota Bandar Lampung)","[{'id': 'hestin.oktiani@gmail.com', 'name': {'given': 'Hestin', 'family': 'Oktiani', 'lineage': None, 'honourific': None}}, {'id': 'eka.yuda""fisip.unila.ac.id', 'name': {'given': 'Eka Yuda', 'honourific': None, 'family': 'Gunawibawa', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Teguh Budi Raharjo', 'honourific': None, 'given': 'tbr'}, 'id': 'tghbrunila@gmail.com'}]",article,1-10,show,archive,16988,2019-11-18 08:34:44,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'DIGITAL_PARENTING_HESTIN_2019.pdf', 'docid': 30085, 'files': [{'mime_type': 'application/pdf', 'hash': '4f4ae42015428ada3f2ad3b8d0342723', 'datasetid': 'document', 'fileid': 144320, 'filename': 'DIGITAL_PARENTING_HESTIN_2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144320', 'objectid': 30085, 'filesize': 1612699, 'mtime': '2019-11-18 08:13:19', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30085', 'pos': 1, 'eprintid': 16988, 'placement': 1}]",http://snppm.ummetro.ac.id,2019-11-18 08:34:44,,272,UM Metro,['FISIP4'],e-prosiding snppm UM Metro 2019,disk0/00/01/69/88,10,submitted,2019-11-18 08:34:44,,public,['H1'],submitted,2019,http://repository.lppm.unila.ac.id/id/eprint/16988,,"Konsumsi media dengan jumlah yang cukup banyak, dengan frekuensi cukup sering dan durasi cukup lama dapat menyebabkan addiction (kecanduan) pada anak dan remaja. Media yang saat ini sangat popular di kalangan anak dan remaja adalah internet. Berbagai layanan tersedia di internet, hal ini membuat anak dan remaja dapat bertahan berlama-lama mengakses internet. Oleh karena itu para orang tua, , perlu diberikan pengetahuan dan keterampilan pola asuh digital. Selain itu, para guru juga perlu diberikan kemampuan media literacy terutama keterampilan menggunakan parenting tools sehingga dapat menularkan keterampilan ini kepada orang tua murid atau anggota masyarakat yang lain melalui kegiatan-kegiatan sejenis. Dengan hal ini diharapkan penggunaan digital parenting tools dapat tersosialisasi dengan baik di kalangan orang tua yang memiliki anak remaja. Pemanfaatan keterampilan ini oleh orang tua diharapkan dapat menghindarkan anak dan remaja dari adiksi media dan dampak negatif konsumsi internet lainnya, seperti pornografi, kekerasan, bullying, bahkan human trafficking yang sering kali berawal dari penggunaan media sosial yang tidak terpantau.. Hal ini dapat dilakukan dengan menerapkan digital parenting dengan memanfaatkan Aplikasi digital parenting tools. Namun perangkat ini masih minim diketahui dan dikuasai oleh para orang tua, sehingga kegiatan ini menjadi sangat penting dilakukan dalam rangka meningkatkan pengetahun dan memberikan keterampilan pada guru dan orang tua  untuk mengaplikasikan aplikasi tersebut. Kegiatan diikuti oleh 44 peserta aktif. Penyuluhan dan pelatihan yang dilakukan telah mampu meningkatkan pengetahuan dan keterampilan mereka dalam kisaran 30%-85% terutama pada aspek teknik aplikasi parenting tools.Para peserta tampak antusias mengikuti pelatihan. Adanya peningkatan pengetahuan dan keterampilan tersebut menunjukkan bahwa kegiatan ini telah berhasil mencapai tujuan yang ditetapkan.",hestinoktiani@gmail.com,[{'url': 'http://bit.ly/snpp2019'}],,,,,"[{'name': {'family': 'Effendy', 'lineage': None, 'honourific': None, 'given': 'M'}}]",,
15,,Review Jurnal : Strategi dan Bentuk-Bentuk Informasi Transmigrasi pada Masa Orde Baru dalam Rangka Mensukseskan Program Pembangunan Nasional,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Purwanto', 'given': 'Putra'}, 'id': 'purwanto.putra@fisip.unila.ac.id'}]",other,,show,archive,29050,2021-04-08 07:40:26,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43160', 'eprintid': 29050, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Strategi dan Bentuk-bentuk Informasi.pdf', 'files': [{'hash': '3d3f99508c18f24c5e8b83bdb93970fc', 'mime_type': 'application/pdf', 'fileid': 257730, 'datasetid': 'document', 'filename': 'Strategi dan Bentuk-bentuk Informasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257730', 'objectid': 43160, 'filesize': 404461, 'mtime': '2021-04-08 06:50:27', 'hash_type': 'MD5'}], 'docid': 43160}]",http://ejournal.unsri.ac.id/index.php/jkdmm/,2021-04-08 07:40:26,,2792,Central Library Sriwijaya University,['FISIP4'],,disk0/00/02/90/50,9,pub,2021-04-08 07:40:26,,public,"['HN', 'HT', 'HV']",published,2019-07,http://repository.lppm.unila.ac.id/id/eprint/29050,,,,"[{'type': 'pub', 'url': 'http://ejournal.unsri.ac.id/index.php/jkdmm/article/view/JKDMMV35N2%2C001-015'}]",,Universitas Sriwijaya,,,,,
16,,Strategi dan Bentuk-Bentuk Informasi Transmigrasi pada Masa Orde Baru dalam Rangka Mensukseskan Program Pembangunan Nasional,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwanto', 'lineage': None, 'given': 'Putra'}}]",other,,show,archive,29040,2021-04-08 07:40:23,"[{'eprintid': 29040, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43150', 'pos': 1, 'format': 'text', 'main': 'Strategi dan Bentuk-bentuk Informasi.pdf', 'docid': 43150, 'files': [{'mtime': '2021-04-08 06:15:51', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257634', 'filename': 'Strategi dan Bentuk-bentuk Informasi.pdf', 'objectid': 43150, 'filesize': 404461, 'hash': '3d3f99508c18f24c5e8b83bdb93970fc', 'mime_type': 'application/pdf', 'fileid': 257634, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,2021-04-08 07:40:23,,2792,Jurusan Ilmu Komunikasi FISIP Universitas Lampung,['FISIP4'],,disk0/00/02/90/40,8,pub,2021-04-08 07:40:23,,public,['H1'],,2019-07,http://repository.lppm.unila.ac.id/id/eprint/29040,,peer review (penilaian teman sejawat),,,,,,,,,
17,TRUE,"Strategi dan Bentuk-bentuk Informasi
Transmigrasi pada Masa Orde Baru dalam Rangka
Mensukseskan Program Pembangunan Nasional","[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'honourific': None, 'lineage': None, 'family': 'Purwanto'}}]",article,1-15,show,archive,20237,2020-05-22 01:50:53,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Strategi dan Bentuk-Bentuk Informasi Transmigrasi Pada Masa Orde Baru.pdf', 'docid': 33571, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/190716', 'filename': 'Strategi dan Bentuk-Bentuk Informasi Transmigrasi Pada Masa Orde Baru.pdf', 'filesize': 361828, 'objectid': 33571, 'mtime': '2020-05-20 08:17:59', 'hash_type': 'MD5', 'hash': 'bc0fcf9723539c2a9362ac0c1f050643', 'mime_type': 'application/pdf', 'fileid': 190716, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33571', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 20237}]",https://ejournal.unsri.ac.id/index.php/jkdmm,2020-05-22 01:50:53,No 2,2792,Central Library Sriwijaya University,['FISIP4'],Jurnal Kepustakawanan dan Masyarakat Membaca,disk0/00/02/02/37,7,pub,2020-05-22 01:50:53,0216-7808,public,['Z665'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/20237,Vol 35,"Ketika Orde Baru berkuasa, pemerintahan ini langsung dihadapkan pada tugas berat yaitu menghentikan proses kemerosotan ekonomi dan berupaya menciptakan stabilitas ekonomi dan politik. Setelah keadaan krisis teratasi dalam rangka untuk menciptakan masyarakat yang adil dan makmur, pemerintah mulai fokus untuk melaksanakan program
pembangunan nasional. Dalam rangka pembangunan nasional, GBHN menjadi pola umum pembangunan jangka panjang dan pola umum PELITA (Pembangunan Lima Tahun).  Agar pembangunan dapat berjalan optimal dan merata, maka alokasi dan penyebaran sumberdaya juga haruslah merata. Namun, ketika itu penduduk masih terkonsentrasi di Pulau Jawa. Dalam usaha pemecahan masalah tersebut, yang dilakukan adalah mengatur pertumbuhan dan penyebaran penduduk secara terprogram. Transmigrasi merupakan program nasional sebagai suatu usaha pemerataan distribusi penduduk di Indonesia dan pembangungan secara menyeluruh. Perlu berbagai strategi dan cara untuk menjalankan program transmigrasi. Kompleksitas persoalan informasi transmigrasi merupakan tantangan dan perlu merumuskan program dan strategi penyampaian kebijakan
informasi transmigrasi secara tepat. Penerangan yang tepat dan tidak berlebih-lebihan, informasi tentang hak dan kewajiban, masalah dan keadaan yang akan dijumpai, secara langsung maupun tidak langsung perlu disampaikan kepada penduduk calon transmigran. Agar calon transmigran termotivasi dan memiliki cukup waktu untuk mempersiapkan diri.",,"[{'type': 'author', 'url': 'https://ejournal.unsri.ac.id/index.php/jkdmm/search/authors/view?firstName=Purwanto&middleName=&lastName=Putra&affiliation=Universitas%20Lampung&country='}]",,,,,,,
18,FALSE,TEMU KEMBALI INFORMASI DI PERPUSTAKAAN: STUDI DARI PEMIKIRAN MICHAEL FOUCAULT,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'family': 'Purwanto', 'lineage': None, 'honourific': None}}]",article,75-93,show,archive,17270,2020-02-17 03:41:06,"[{'eprintid': 17270, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30373', 'format': 'text', 'files': [{'mtime': '2019-12-05 11:57:01', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146248', 'filename': 'Artikel Jurnal Metakom_Information Seeking.pdf', 'objectid': 30373, 'filesize': 1049059, 'hash': 'a10f5e2f31d6bba153264676b8bd82e0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 146248}], 'main': 'Artikel Jurnal Metakom_Information Seeking.pdf', 'docid': 30373, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}, {'format': 'text', 'main': 50, 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-05 12:00:05', 'objectid': 30374, 'filesize': 16797, 'filename': 50, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146251', 'fileid': 146251, 'datasetid': 'document', 'mime_type': 'text/html', 'hash': 'ea387d84f597f0bb7901c2c573ce4344'}], 'docid': 30374, 'language': 'en', 'mime_type': 'text/html', 'rev_number': 2, 'eprintid': 17270, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30374', 'pos': 2}]",,2020-02-17 03:41:06,1,2792,Jurusan Ilmu Komunikasi - FISIP Unila,['FISIP4'],MetaKom Online,disk0/00/01/72/70,12,pub,2020-02-17 03:41:06,2443-3691,public,"['Z004', 'Z665', 'Z719', 'ZA4050', 'ZA4450']",,2019-07-01,http://repository.lppm.unila.ac.id/id/eprint/17270,3,"Pemustaka sebenarnya mempunyai kuasanya sendiri terhadap informasi yang dikelola oleh perpustakaan, untuk memenuhi harapan akan kebenarannya sendiri menurut perspektif pemustaka itu sendiri. Perpustakaan secara serius dengan menggunakan berbagai teori, metode dan teknologi berusaha untuk memfasilitasi temu kembali. Konsep temu kembali ini menjadi sesuatu yang sangat penting, alasan logisnya adalah seperti apapun bagusnya nilai informasi yang dimiliki oleh perpustakaan menjadi tidak bermanfaat bagi pemustakanya apabila tidak bisa diakses atau tidak bisa ditemukan kembali. Namun satu hal yang perlu digaris bawahi dari segala inovasi yang dilakukan, umumnya masih terpusat pada sebatas teknologi dan teknisnya saja, terbatas hanya dari sudut pandang perpustakaan dan pustakawannya. 
Kata kunci: temu kembali, informasi, pemustaka, perpustakaan",,[{'url': 'http://komunikasi.fisip.unila.ac.id/jurnal/index.php/metakom/article/view/50'}],,,,,,,
19,,Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'family': 'Purwanto', 'lineage': None, 'honourific': None}}]",other,,show,archive,29358,2021-04-15 10:25:51,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43491', 'eprintid': 29358, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43491, 'main': 'Reviwer Temu Kembali Informasi Perpustakaan.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260140', 'filename': 'Reviwer Temu Kembali Informasi Perpustakaan.pdf', 'filesize': 1000981, 'objectid': 43491, 'mtime': '2021-04-15 06:17:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '003ca0d847315ace788188bf57633768', 'fileid': 260140, 'datasetid': 'document'}]}]",,2021-04-15 10:25:51,,2792,Jurusan Ilmu Komunikasi FISIP Universitas Lampung,['FISIP4'],,disk0/00/02/93/58,7,pub,2021-04-15 10:25:51,,public,['H1'],,2019-07,http://repository.lppm.unila.ac.id/id/eprint/29358,,penilaian teman sejawat (reviwer) jurnal yang berjudul :Temu Kembali Informasi di Perpustakaan : Studi Dari Pemikiran Michael Foucault,,,,,,,,,
