,date,uri,subjects,book_title,status_changed,full_text_status,ispublished,rev_number,publisher,divisions,dir,userid,documents,lastmod,eprintid,eprint_status,datestamp,metadata_visibility,creators,type,refereed,title,abstract,publication,event_title,event_type,pres_type,isbn,place_of_pub,pagerange,monograph_type,issn,id_number,official_url,related_url,funders,corp_creators,projects,date_type,institution,pedagogic_type,completion_time,skill_areas,learning_level,number,volume,task_purpose,copyright_holders,contributors,event_location,event_dates,pages,department,keywords
10,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/27223,['K1'],dalam Buku Kebijakan Negara dalam Bidang Kelautan & Perikanan di Era Otonomi Daerah,2021-01-04 02:19:02,public,pub,7,AURA CV. Anugrah Utama Raharja Anggota IKAPI,['FH2'],disk0/00/02/72/23,106,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 243845, 'mime_type': 'application/pdf', 'hash': '35e939cdf41abc5f3ce4b0a5b69d2e5a', 'objectid': 41234, 'filesize': 142684, 'filename': '2. Optimalisasi pengawasan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243845', 'hash_type': 'MD5', 'mtime': '2021-01-04 01:36:29'}], 'main': '2. Optimalisasi pengawasan.pdf', 'docid': 41234, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41234', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27223}]",2021-01-04 02:19:02,27223,archive,2021-01-04 02:19:02,show,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'given': 'susanti', 'honourific': None, 'family': 'Emilia susanti', 'lineage': None}}]",book_section,FALSE,Optimalisasi Pengawasan Berbasis Masyarakat Dalam Upaya Pencegahan dan Penanggulangan Ilegal Fishing di Wilayah Propinsi Lampung,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2019-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27222,['K1'],Dalam Buku Hak Konstitusional: Tebaran Pemikiran dan Gagasan,2021-01-04 02:18:54,public,pub,7,AURA CV. Anugrah Utama Raharja Anggota IKAPI,['FH2'],disk0/00/02/72/22,106,"[{'eprintid': 27222, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41233', 'pos': 1, 'format': 'text', 'main': '1. Pencabutan Hak POLITIK.pdf', 'docid': 41233, 'files': [{'mime_type': 'application/pdf', 'hash': '07b458e9bb9fe70feaf69c6f52602af9', 'fileid': 243838, 'datasetid': 'document', 'mtime': '2021-01-04 01:34:27', 'hash_type': 'MD5', 'filename': '1. Pencabutan Hak POLITIK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243838', 'objectid': 41233, 'filesize': 137785}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-01-04 02:18:54,27222,archive,2021-01-04 02:18:54,show,"[{'name': {'given': 'susanti', 'family': 'Emilia susanti', 'lineage': None, 'honourific': None}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",book_section,FALSE,Pencabutan Hak Politik Narapidana Korupsi dalam Perspektif Hukum Pidana,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/27311,['K1'],Hak Konstitusional: Tebaran Pemikiran dan Gagasan,2021-01-14 06:51:57,public,pub,7,AURA CV. Anugrah Utama Raharja Anggota IKAPAI,['FH2'],disk0/00/02/73/11,106,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41317', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27311, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Review Emil Deal.pdf', 'files': [{'fileid': 244429, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ea9ab0403de42cd75588e4d0e466459f', 'hash_type': 'MD5', 'mtime': '2021-01-14 04:09:24', 'objectid': 41317, 'filesize': 138227, 'filename': 'Review Emil Deal.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244429'}], 'docid': 41317, 'format': 'text'}]",2021-01-14 06:51:57,27311,archive,2021-01-14 06:51:57,show,"[{'name': {'given': 'susanti', 'lineage': None, 'family': 'Emilia susanti', 'honourific': None}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",book_section,FALSE,Pencabutan Hak Politik Narapidana Korupsi dalam Perspektif Hukum Pidana,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/27227,['K1'],,2021-01-04 02:18:40,public,pub,6,Bagian Hukum Pidana FH Unila,['FH2'],disk0/00/02/72/27,106,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/243870', 'filename': '6. Peran Lembaga Pengaduan.pdf', 'filesize': 151977, 'objectid': 41238, 'mtime': '2021-01-04 01:46:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '493c46206f4d5c27ca75ade61f06a1d9', 'datasetid': 'document', 'fileid': 243870}], 'main': '6. Peran Lembaga Pengaduan.pdf', 'docid': 41238, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41238', 'eprintid': 27227, 'placement': 1}]",2021-01-04 02:18:40,27227,archive,2021-01-04 02:18:40,show,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'given': 'susanti', 'honourific': None, 'family': 'Emilia susanti', 'lineage': None}}]",article,FALSE,Peran Lembaga Pengaduan Konsumen Nusantara Indonesia dalam Melindungi Konsumen dari Tindak Pidana Perampasan Kendaraan Oleh Debt Collector,Penilaian Sejawat Sebidang atau Peer Review,Jurnal Poenale,,,,,,,,2338 7386,,,,,,,,,,,,,,,,,,,,,,
14,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/27226,['K1'],,2021-01-04 02:18:34,public,pub,6,Bagian Hukum Pidana FH Unila,['FH2'],disk0/00/02/72/26,106,"[{'files': [{'fileid': 243864, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4959b302425acc842281dfef48ee33e2', 'objectid': 41237, 'filesize': 152507, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243864', 'filename': '5. Studi Komperatif.pdf', 'hash_type': 'MD5', 'mtime': '2021-01-04 01:44:13'}], 'main': '5. Studi Komperatif.pdf', 'docid': 41237, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 27226, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41237', 'security': 'public'}]",2021-01-04 02:18:34,27226,archive,2021-01-04 02:18:34,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Emilia susanti', 'given': 'susanti'}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",article,FALSE,Studi Komperatif Kebijakan Formulasi Sanksi Pidana Denda dalam KUHP dan RKUHP,Penilaian Sejawat Sebidang atau Peer Review,Jurnal Poenale,,,,,,,,2338 7386,,,,,,,,,,,,,,,,,,,,,,
15,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/27225,['K1'],,2021-01-04 02:18:26,public,pub,6,Bagian Hukum Pidana FH Unila,['FH2'],disk0/00/02/72/25,106,"[{'placement': 1, 'eprintid': 27225, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41236', 'security': 'public', 'files': [{'objectid': 41236, 'filesize': 150608, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243858', 'filename': '4. Upaya Satgas.pdf', 'hash_type': 'MD5', 'mtime': '2021-01-04 01:41:31', 'fileid': 243858, 'datasetid': 'document', 'hash': '261b234a5a5399b63987f4df8d1f4a38', 'mime_type': 'application/pdf'}], 'main': '4. Upaya Satgas.pdf', 'docid': 41236, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-01-04 02:18:26,27225,archive,2021-01-04 02:18:26,show,"[{'name': {'given': 'susanti', 'honourific': None, 'family': 'Emilia susanti', 'lineage': None}, 'id': 'emilia.susanti@fh.unila.ac.id'}]",article,FALSE,Upaya Satgas Saber Pungli dalam Penangulangan Tindak Pidana Pungutan Liar Pembuatan Sertifikat Tanah,Penilaian Sejawat Sebidang atau Peer Review,Jurnal Polenale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/41369,['K1'],Aspek Hukum Dalam Pengangkutan Barang dalam Buku Jalan Sunyi Sang Guru,2022-04-19 08:42:30,public,pub,7,PKKP-HAM FH Unila,['FH2'],disk0/00/04/13/69,61,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163003', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41369, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Reviewer Aspek.pdf', 'docid': 163003, 'files': [{'filesize': 475416, 'objectid': 163003, 'filename': 'Reviewer Aspek.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458581', 'hash_type': 'MD5', 'mtime': '2022-04-19 07:29:54', 'datasetid': 'document', 'fileid': 458581, 'hash': 'eeb059c5f80b891efa326554da36b3f0', 'mime_type': 'application/pdf'}], 'format': 'text'}]",2022-04-19 08:42:30,41369,archive,2022-04-19 08:42:30,show,"[{'name': {'given': 'Kasmawati', 'honourific': None, 'lineage': None, 'family': 'Kasmawati'}}]",book_section,FALSE,Aspek Hukum Dalam Pengangkutan Barang dalam Buku Jalan Sunyi Sang Guru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/41640,['K1'],,2022-05-13 07:07:49,public,pub,6,,['FH2'],disk0/00/04/16/40,318,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 460583, 'mime_type': 'application/pdf', 'hash': '2765f3afb02178073a5f004d2459958f', 'hash_type': 'MD5', 'mtime': '2022-05-13 04:11:08', 'objectid': 163292, 'filesize': 249010, 'filename': '630.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460583'}], 'main': '630.pdf', 'docid': 163292, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 41640, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163292'}]",2022-05-13 07:07:49,41640,archive,2022-05-13 07:07:49,show,"[{'name': {'honourific': None, 'family': 'Maya Shafira', 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",article,FALSE,"FGD DAN EDUKASI TENTANG UPAYA PENCEGAHAN
KEKERASAN SEKSUAL DALAM RUMAH TANGGA",,DINAMISIA - Jurnal Pengabdian Kepada Masyarakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/32015,['K1'],,2021-06-04 07:13:02,public,pub,6,Fakultas Hukum Unila,['FH2'],disk0/00/03/20/15,1233,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Review The Existance.pdf', 'docid': 145053, 'files': [{'datasetid': 'document', 'fileid': 378910, 'hash': 'f5b6b3be57e61e9573b37cb20f99d12a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-04 03:05:11', 'objectid': 145053, 'filesize': 393153, 'uri': 'http://repository.lppm.unila.ac.id/id/file/378910', 'filename': 'Review The Existance.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145053', 'security': 'public', 'placement': 1, 'eprintid': 32015}]",2021-06-04 07:13:02,32015,archive,2021-06-04 07:13:02,show,"[{'name': {'given': 'nennydwiariani@gmail.com', 'lineage': None, 'family': 'Nenny Dwi Ariani', 'honourific': None}}]",article,FALSE,The Existence of Regulatory Sandbox to Encourage the Growth of Financial Technology in Indonesia,Hasil Penilaian Sejawat Sebidang atau Peer Review,Juranl Fiat Justisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/32011,['K1'],,2021-06-04 07:12:53,public,pub,6,Allied Academies,['FH2'],disk0/00/03/20/11,1233,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 145042, 'main': 'Review Humanistic.pdf', 'files': [{'objectid': 145042, 'filesize': 399724, 'filename': 'Review Humanistic.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/378877', 'hash_type': 'MD5', 'mtime': '2021-06-04 02:58:53', 'datasetid': 'document', 'fileid': 378877, 'mime_type': 'application/pdf', 'hash': 'aebc311b0613b8298a4a026d8c0ceb1a'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/145042', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 32011}]",2021-06-04 07:12:53,32011,archive,2021-06-04 07:12:53,show,"[{'name': {'given': 'nennydwiariani@gmail.com', 'honourific': None, 'lineage': None, 'family': 'Nenny Dwi Ariani'}}]",article,FALSE,"Humanistic Law Enforcement As The Application Of The Value Of Justice, Expediency and Legal Certainty Based On Pancasila",Hasil Penilaian Sejawat Sebidang atau Peer Review,"Journal of Legal, Ethical and Regulatory Issues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2019-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18166,['K1'],Hak Konstitusional,2020-02-25 04:07:17,public,pub,7,Anugrah Utama Raharja (AURA),['FH2'],disk0/00/01/81/66,921,"[{'eprintid': 18166, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31306', 'format': 'text', 'docid': 31306, 'main': 'Nurmayani_compressed.pdf', 'files': [{'fileid': 153000, 'datasetid': 'document', 'hash': '550932abce4c136941ba468778e118dc', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-02-24 02:13:39', 'objectid': 31306, 'filesize': 514381, 'uri': 'http://repository.lppm.unila.ac.id/id/file/153000', 'filename': 'Nurmayani_compressed.pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-02-25 04:07:17,18166,archive,2020-02-25 04:07:17,show,"[{'name': {'given': 'Nurmayani', 'family': 'Nurmayani', 'lineage': None, 'honourific': None}}]",book_section,FALSE,Eksistensi PTUN untuk Melindungi Masyarakat / Badan Hukum akibat Dikelurkannya KTUN yang merugikan,,,,,,978-623-211-017-5,,174-182,,,,,,,,,,,,,,,,,,,,,,,,
21,2019-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18167,['K1'],Kebijakan Negara dalam Bidang Kelautan & Perikanan,2020-02-25 04:07:21,public,pub,7,Anugrah Utama Raharja (AURA),['FH2'],disk0/00/01/81/67,921,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 31307, 'main': 'Prosiding Laut Nurmayani_compressed.pdf', 'files': [{'filename': 'Prosiding Laut Nurmayani_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/153007', 'objectid': 31307, 'filesize': 578112, 'mtime': '2020-02-24 02:16:53', 'hash_type': 'MD5', 'hash': '8ff93a47834af01a2a60f0b7dedd4660', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 153007}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31307', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 18167}]",2020-02-25 04:07:21,18167,archive,2020-02-25 04:07:21,show,"[{'name': {'given': 'Nurmayani', 'family': 'Nurmayani', 'lineage': None, 'honourific': None}}]",book_section,FALSE,Optimal Ekonomi Kelautan untuk Kesejahteraan Masyarakat Pesisir dalam Kerangka Otonomi Daerah,,,,,,978-623-211-018-2,,277-285,,,,,,,,,,,,,,,,,,,,,,,,
22,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14740,['K1'],,2019-11-04 02:01:25,public,unpub,7,--,['FH2'],disk0/00/01/47/40,940,"[{'placement': 1, 'eprintid': 14740, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27852', 'security': 'public', 'docid': 27852, 'main': 'Makalah_restruturisasi_FX_sumarja.pdf', 'files': [{'filesize': 62797, 'objectid': 27852, 'uri': 'http://repository.lppm.unila.ac.id/id/file/127558', 'filename': 'Makalah_restruturisasi_FX_sumarja.pdf', 'hash_type': 'MD5', 'mtime': '2019-10-30 01:20:15', 'datasetid': 'document', 'fileid': 127558, 'mime_type': 'application/pdf', 'hash': '97e38293aa3ba5a4578989f70c6439a6'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2019-11-04 02:01:25,14740,archive,2019-11-04 02:01:25,show,"[{'name': {'family': 'Pradipta', 'lineage': None, 'honourific': None, 'given': 'Wijonugroho'}, 'id': None}, {'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}}]",other,,RESTRUKTURISASI ORGANISASI PERANGKAT DAERAH DI KABUPATEN SLEMAN YOGYAKARTA TERKAIT URUSAN TATA RUANG,Kajian ini ingin mengetahui urgensi restrukturisasi organisasi perangkat daerah terkiat urusan tata ruang dan kewenangan Dinas Pertanahan dan Tata Ruang Kabupaten Sleman Yogyakarta. Metode kajian menggunakan pendekatan doktrinal. Hasil kajian ditemukan bahwa urgensi restrukturisasi organisasi perangkat daerah di Kabupaten Sleman adalah untuk efektivitas pelaksanaan urusan tata ruang. Kewenangan Dinas Pertanahan dan Tata Ruang Kabupaten Sleman tidak terbatas pada urusan tata ruang Tanah Kasultanan dan Tanah Kabupaten.,,,,,,Proseding,,,,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Fakultas Hukum Unila'],"['Magister Ilmu Hukum', 'Fakultas Hukum Universitas Lampung']",['Internasional Conference'],,,,,,,,,,,,,,,,
23,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/41622,['K1'],,2022-05-13 07:07:25,public,pub,6,,['FH2'],disk0/00/04/16/22,114,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163277', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41622, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 163277, 'main': '737.pdf', 'files': [{'fileid': 460501, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2765f3afb02178073a5f004d2459958f', 'objectid': 163277, 'filesize': 249010, 'filename': '737.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460501', 'hash_type': 'MD5', 'mtime': '2022-05-13 02:37:34'}], 'format': 'text'}]",2022-05-13 07:07:25,41622,archive,2022-05-13 07:07:25,show,"[{'name': {'given': 'RF', 'honourific': None, 'family': 'Rini Fathonah', 'lineage': None}, 'id': 'rini.fathonah@fh.unila.ac.id'}]",article,FALSE,"FGD DAN EDUKASI TENTANG UPAYA PENCEGAHAN
KEKERASAN SEKSUAL DALAM RUMAH TANGGA",,DINAMISIA - Jurnal Pengabdian Kepada Masyarakat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/12983,"['K1', 'KZ']",,2019-05-16 07:53:14,public,pub,8,aura,['FH2'],disk0/00/01/29/83,52,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25961', 'eprintid': 12983, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Kebijakan Negara dalam Bidang Kelautan .pdf', 'docid': 25961, 'files': [{'hash': 'df0d8257d92ec43cdd8bb039a7d4167a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 114370, 'mtime': '2019-05-16 06:17:47', 'hash_type': 'MD5', 'filename': 'Kebijakan Negara dalam Bidang Kelautan .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/114370', 'filesize': 5033580, 'objectid': 25961}]}]",2019-05-16 07:53:14,12983,archive,2019-05-16 07:53:14,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Satriawan', 'given': 'M. Iwan'}}]",monograph,,dinamika pengaturan kawasan pesisir dan pulau-pulau kecil di kota bandar lampung,"pengaturan kawasan pesisir dan pulau-pulau kecil di indonesia mengalami dinamikanya tergantung pada politik hukum pemerintahan daerah yang dipraktikkan. Pada UU No.32 Tahun 2004, pengaturan kawasan pesisir dan pulau-pulau kecil sepenuhnya menjadi kewenangan pemerintah kabupaten, namun pasca diberlakukannya UU No.23 Tahun 2014 pengelolaan kawasan pesisir dan pulau-pulau kecil menjadi berubah, dimana menjadi kewenangan pemerintah provinsi dan pemerintah pusat.",,,,,,bandar lampung,,documentation,,,,,,['rustamaji'],,published,fakultas hukum unila,,,,,,,,,,,,,,
25,2019-10-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14738,['K1'],,2019-11-04 03:09:06,public,unpub,8,,['FH2'],disk0/00/01/47/38,940,"[{'format': 'text', 'main': 'Pembeli etikat baik.pdf', 'docid': 27849, 'files': [{'filesize': 102821, 'objectid': 27849, 'uri': 'http://repository.lppm.unila.ac.id/id/file/127542', 'filename': 'Pembeli etikat baik.pdf', 'hash_type': 'MD5', 'mtime': '2019-10-30 01:08:24', 'fileid': 127542, 'datasetid': 'document', 'hash': '5df4bfb90cc4436015534c318cc935b5', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 14738, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27849', 'pos': 1}]",2019-11-04 03:09:06,14738,archive,2019-11-04 03:09:06,show,"[{'name': {'given': 'FX', 'honourific': None, 'family': 'Sumarja', 'lineage': None}, 'id': 'fxsmj.unila@gmail.com'}]",teaching_resource,,BEBERAPA ASPEK HUKUM JUAL BELI TANAH BERITIKAD BAIK,"Secara teoretis, sengketa jual beli tanah antara pemilik asal melawan pembeli beritikad baik, dapat diasumsikan sebagai perselisihan antara dua doktrin. Yaitu: 1) Doktrin ‘nemo plus iuris transferre (ad alium) potest quam ipse habet’ (seseorang tak dapat mengalihkan sesuatu melebihi dari apa yang dimilikinya) yang membela gugatan pemilik asal, dan 2) Doktrin/asas ‘bona fides’ (itikad baik) yang melindungi pembeli beritikad baik. Posisi hukumnya memang dilematis, karena menempatkan dua belah pihak yang pada dasarnya tidak bersalah untuk saling berhadapan di pengadilan dan meminta untuk dimenangkan, akibat ulah pihak lain (penjual) yang mungkin beritikad buruk. Jika dalil pembeli dikabulkan, maka dia akan dianggap sebagai pemilik (baru), meskipun penjualan dilakukan oleh pihak yang (semestinya) tidak berwenang. Sementara jika dalil tersebut tidak dapat dibenarkan, maka peralihan hak akan dianggap tidak sah dan pemilik asal akan tetap menjadi pemilik sahnya.
Mahkamah Agung telah mencoba untuk menyatukan pandangan-pandangan tersebut, melalui kesepakatan Rapat Pleno Kamar Perdata yang tertuang dalam Surat Edaran Mahkamah Agung (SEMA) No. 7/2012. Di dalam butir ke-IX dirumuskan bahwa:
1.	Perlindungan harus diberikan kepada pembeli yang itikad baik sekalipun kemudian diketahui bahwa penjual adalah orang yang tidak berhak (obyek jual beli tanah).
2.	 Pemilik asal hanya dapat mengajukan gugatan ganti rugi kepada Penjual yang tidak berhak.
Sebuah penelitian dari putusan-putusan pengadilan terkait peralihan tanah, ditemukan 49 putusan yang memenangkan pembeli yang mendalilkan telah beritikad baik. Alasan yang paling banyak digunakan hakim adalah telah dilakukannya jual beli melalui notaris/PPAT atau melalui pelelangan umum. Sementara itu, terdapat 20 putusan lainnya, dalil tersebut ditolak. Alasannya, pembeli dianggap kurang cermat memeriksa status tanah obyek jual beli, atau tanah obyek jual beli masih dalam sengketa. 
Pembeli yang melakukan jual beli di hadapan PPAT atau melalui pelelangan umum, ternyata juga tidak selamanya dianggap sebagai pembeli beritikad baik. Hal ini terjadi, apabila terdapat pemalsuan data dalam pembelian, atau jika Badan Pertanahan Nasional (BPN) telah memperingatkan status tanah yang semestinya tak dapat diperjualbelikan. Kemudian sehubungan dengan tanah lelang, pembeli dianggap tidak beritikad baik, jika membeli sendiri tanah yang diagunkan kepadanya dengan nilai yang tidak wajar, atau jika hak atas tanah yang sebenarnya telah dihapuskan. 
Data tersebut menunjukkan bahwa pengadilan memberikan perlindungan yang relatif kuat kepada pembeli beritikad baik. Namun, pertimbangan yang diberikan sangat sumir. Ini menjadi masalah, karena tidak ada definisi dan kriteria pembeli beritikad baik di dalam peraturan perundang-undangan, sehingga penilaiannya ditentukan oleh pandangan hakim masing-masing.
 Bedasarkan penelusuran literatur, ditemukan bahwa pengertian ‘itikad baik’ dalam hal ini berarti ketidaktahuan pembeli atas cacat cela peralihan hak atas tanah yang diperolehnya dan ketidaktahuan ini bukan merupakan kesalahan atau ketidakcermatan pembeli itu.",,,,,,,,,,,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Kanwil BPN Prov Lampung'],['Fakultas Hukum Universitas Lampung'],['Penanganan Kasus Mafia Tanah'],,,problem,4,['Hukum Agraria'],8,,,,,,,,,,
