,metadata_visibility,eprintid,eprint_status,datestamp,documents,lastmod,userid,refereed,title,creators,type,subjects,date_type,uri,date,corp_creators,abstract,dir,publisher,publication,divisions,rev_number,ispublished,status_changed,full_text_status,volume,pres_type,pagerange,official_url,event_type,event_title,number,event_location,event_dates,related_url,projects,funders,issn,contributors,contact_email,id_number,pages,isbn,place_of_pub,book_title,series
10,show,32939,archive,2021-06-30 01:16:52,"[{'placement': 1, 'eprintid': 32939, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150168', 'security': 'public', 'docid': 150168, 'main': '2013_Prosiding_UPN_Interpretation Curie Depth PLG.pdf', 'files': [{'hash': '8c276a98c7470fde54cd041f5140d0c3', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 390086, 'mtime': '2021-06-29 10:35:44', 'hash_type': 'MD5', 'filename': '2013_Prosiding_UPN_Interpretation Curie Depth PLG.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/390086', 'filesize': 462370, 'objectid': 150168}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-06-30 01:16:52,886,,Lembar Plagiarism: INTERPRETATION OF CURIE POINT DEPTH AND THERMAL GRADIENT BASED ON MAGNETIC ANOMALY DATA AT SOUTHERN SUMATRA GEOTHERMAL AREA,"[{'name': {'given': 'Syamsurijal', 'lineage': None, 'family': 'Rasimeng', 'honourific': None}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}]",other,"['TA', 'TN']",,http://repository.lppm.unila.ac.id/id/eprint/32939,1970-01-01 00:00:00.000002013,['Teknik Geofisika FT UNILA'],"Curie point depth (CPD) is Curie temperature depth where magnetic mineral lost its magneticity.
Curie temperature generally higher on mafic frozen rock than on any other rock. because of its
higher titano-magnetic content. The magnetic field induction value depends on rock minerals, so it
can be used to determine the depth of the rock. Magnetic field anomaly are series of signals
magnitude as the respon of rock composing material under the surface. Power spectrum application
for that signals magnitude can be used to determine lower surface rock mass depth including CPD
and thermal gradient. Tectonic activity along Sumatra Fault System (SFS) allow the emergence of
CPD depth variation and thermal gradient. Southern Sumatera as part of this system become the
focus of this research, because it has geothermal potential indicated by numbers of fluid manifest
distribution on the surface. Result of thermal gradient analysis obtained from CPD variation
informed that value of thermal gradient was 40-750C/km on shallow CPD area (8-15 km). That area
divided Sumatera island and extended to North West – South East direction. Geologically, southern
Sumatera also part of magmatic arc area as the SFS product, so it is possibly become geothermal
prospect area.",disk0/00/03/29/39,Fakultas Teknologi Mineral UPN Yogyakarta,,['FT1'],8,pub,2021-06-30 01:16:52,public,,,,,,,,,,,,,,"[{'id': 'syamsurijal.rasimeng@eng.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'lineage': None, 'family': 'Rasimeng', 'given': 'Syamsurijal'}}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
11,show,33016,archive,2021-07-05 01:09:38,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/150603', 'pos': 1, 'eprintid': 33016, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '2013 UPN Interpretation Gab-X.pdf', 'docid': 150603, 'files': [{'mtime': '2021-07-01 23:31:40', 'hash_type': 'MD5', 'filename': '2013 UPN Interpretation Gab-X.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391046', 'filesize': 3715327, 'objectid': 150603, 'hash': '5709eba3656282ea06c4c48991517b9a', 'mime_type': 'application/pdf', 'fileid': 391046, 'datasetid': 'document'}]}]",2021-07-05 01:09:38,886,,Peer Reviewer: Interpretation of Curie Point Depth and Thermal Gradient Based on Magnetic Anomaly Data at Southern Sumatera Geothermal Area.,"[{'name': {'family': 'Rasimeng', 'lineage': None, 'honourific': None, 'given': 'Syamsurijal'}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}]",other,['TN'],,http://repository.lppm.unila.ac.id/id/eprint/33016,1970-01-01 00:00:00.000002013,['Teknik Geofisika FT UNILA'],,disk0/00/03/30/16,Fakultas Teknologi Mineral UPN Yogyakarta,,['FT1'],7,pub,2021-07-05 01:09:38,public,,,,,,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Rasimeng', 'lineage': None, 'honourific': None, 'given': 'Syamsurijal'}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
12,show,32444,archive,2021-06-09 14:35:46,"[{'docid': 147243, 'main': '2013_Prosiding_UPN_Interpretation Curie Depth.pdf', 'files': [{'hash': '042b1371ec8920d4e01470b9cb3fd080', 'mime_type': 'application/pdf', 'fileid': 383945, 'datasetid': 'document', 'mtime': '2021-06-09 12:57:13', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/383945', 'filename': '2013_Prosiding_UPN_Interpretation Curie Depth.pdf', 'filesize': 1545588, 'objectid': 147243}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 32444, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147243', 'security': 'public'}]",2021-06-09 14:35:46,886,TRUE,INTERPRETATION OF CURIE POINT DEPTH AND THERMAL GRADIENT BASED ON MAGNETIC ANOMALY DATA AT SOUTHERN SUMATRA GEOTHERMAL AREA,"[{'name': {'given': 'Syamsurijal', 'family': 'Rasimeng', 'lineage': None, 'honourific': None}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}, {'name': {'given': 'WGA Kadir', 'family': 'Wawan G.A. Kadir', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'Hendra', 'honourific': None, 'family': 'Grandis', 'lineage': None}}]",conference_item,"['TA', 'TN']",published,http://repository.lppm.unila.ac.id/id/eprint/32444,2013-09-05 00:00:00.000000000,['Teknik Geofisika FT UNILA'],"Curie point depth (CPD) is Curie temperature depth where magnetic mineral lost its magneticity. Curie temperature generally higher on mafic frozen rock than on any other rock. because of its higher titano-magnetic content. The magnetic field induction value depends on rock minerals, so it can be used to determine the depth of the rock. Magnetic field anomaly are series of signals magnitude as the responds of rock composing material under the surface. Power spectrum application for that signals magnitude can be used to determine lower surface rock mass depth including CPD and thermal gradient. Tectonic activity along Sumatra Fault System (SFS) allow the emergence of CPD depth variation and thermal gradient. Southern Sumatera as part of this system become the focus of this research, because it has geothermal potential indicated by numbers of fluid manifest distribution on the surface. Result of thermal gradient analysis obtained from CPD variation informed that value of thermal gradient was 40-750C/km on shallow CPD area (8-15 km). That area divided Sumatera island and extended to North West – South East direction. Geologically, southern Sumatera also part of magmatic arc area as the SFS product, so it is possibly become geothermal prospect area.",disk0/00/03/24/44,,,['FT1'],8,pub,2021-06-09 14:35:46,public,,paper,209-217,https://upnyk.ac.id/berita/seminar-nasional-kebumian-viii-2013,conference,Seminar Nasional Kebumian-VII UPN Yogyakarta,,Yogyakarta,5 September 2013,"[{'type': 'pub', 'url': 'https://upnyk.ac.id/berita/seminar-nasional-kebumian-viii-2013'}]",,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Rasimeng', 'lineage': None, 'given': 'Syamsurijal'}, 'id': 'syamsurijal.rasimeng@eng.unila.ac.id'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Wawan', 'honourific': None, 'family': 'WGA Kadir', 'lineage': None}, 'id': None}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Grandis', 'lineage': None, 'given': 'Hendra'}, 'id': None}]",syamsurijal.rasimeng@eng.unila.ac.id,,,,,,
13,show,50816,archive,2023-04-28 02:06:31,"[{'eprintid': 50816, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190526', 'pos': 1, 'format': 'text', 'files': [{'fileid': 547301, 'datasetid': 'document', 'hash': '9fe5ed4d08e0d9a6f83b4278845b8ffb', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-27 23:54:30', 'filesize': 1880187, 'objectid': 190526, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547301', 'filename': 'BookChapterF.pdf'}], 'main': 'BookChapterF.pdf', 'docid': 190526, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-28 02:06:31,816,TRUE,"Understanding the Time-Lapse Microgravity
Response due to Subsidence and Groundwater
Level Lowering","[{'id': None, 'name': {'given': 'Djoko', 'family': 'Santoso', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Kadir,', 'given': 'W.G.A'}}, {'name': {'given': 'Susanti', 'honourific': None, 'lineage': None, 'family': 'Alawiyah'}, 'id': None}, {'id': None, 'name': {'given': 'Setianingsih', 'honourific': None, 'lineage': None, 'family': 'Setianingsih'}}, {'name': {'given': 'Eko', 'honourific': None, 'family': 'Wahyudi', 'lineage': None}, 'id': None}, {'id': 'muhsarkowi@gmail.com', 'name': {'given': 'Muh', 'lineage': None, 'family': 'Sarkowi', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Suhayat Minardi', 'given': 'SM'}}]",book_section,['T1'],published,http://repository.lppm.unila.ac.id/id/eprint/50816,2013-06-01 00:00:00.000000000,,"Currently, Indonesia has several environmental and energy sustainability problems. Some 
environmental problems are in highly-populated cities that have a high potential for natural 
disasters and energy resources problem due to the geological condition of Indonesia as an 
active island arc. The increasing population and industry have greatly imparted the excessive 
extracting of groundwater and energy. These matters cause natural disasters, such as 
subsidence and groundwater level lowering. To handle these situations, it is important to 
improve and develop 4D geophysical methods used for solving environmental and energy 
problems. In this research, we have applied and developed the time-lapse (4D) microgravity 
method to identify and deeper the understanding of the subsidence and groundwater level 
lowering areas, especially in densely-populated residential areas.",disk0_bak/00/05/08/16,Logos Verlag,,['FT1'],8,pub,2023-04-28 02:06:31,public,1.0,,27-49,https://www.amazon.com/Contribution-Geosciences-Human-Security/dp/3832531130,,,1,,,,,,,,,978-602-262-308-3,260.0,978-602-262-308-3,Jepang,The Contribution of Geoscience to Human Security,978-602-262-308-3
14,show,22360,archive,2020-06-12 08:45:54,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Paper-Sarkowi-2013-ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU LAMPUN.pdf', 'docid': 35780, 'files': [{'mtime': '2020-06-12 06:48:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/205442', 'filename': 'Paper-Sarkowi-2013-ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU LAMPUN.pdf', 'filesize': 877512, 'objectid': 35780, 'hash': 'ceb8c3e989a6a6ace03cdec06f8aa5ee', 'mime_type': 'application/pdf', 'fileid': 205442, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35780', 'eprintid': 22360, 'placement': 1}]",2020-06-12 08:45:54,816,TRUE,"ANALISA ANOMALI 4D MICROGRAVITY DAERAH PANASBUMI ULUBELU
LAMPUNG PERIODE 2010 - 2013","[{'id': 'sarkov323@yahoo.com', 'name': {'honourific': None, 'family': 'Sarkowi', 'lineage': None, 'given': 'Muh'}}]",conference_item,['T1'],published,http://repository.lppm.unila.ac.id/id/eprint/22360,2013-11-01 00:00:00.000000000,,"Telah  dilakukan  pengukuran  gayaberat  mikro  secara  berulang  di  daerah  panas
bumi 
Ulubelu  sebanyak  tiga  kali  yaitu  Januari  2010,  Juli  2012  dan  September  2013  dengan 
tujuan untuk mengetahui dinamika fluida di bawah permukaan. Pengukuran gayab
erat 
mikro   digunakan   gravimeter   Scintrex   Autograv   CG
-
5   dengan   ketelitian   1   mGal. 
Anomali  4D  microgravity  merupakan  selisih  nilai  gayaberat  observasi  pengukuran 
periode  1  dengan  pe
riode  berikutnya.  Hasil  pengolahan  data  4D microgravity  periode Juli  2012 – Januari  2010 
mempunyai  nilai  dari - anomali  rendah  berada  di  bagian  Timur  daerah  penelitian,  sedangkan  anomali  tinggi berada di bagian Barat dan Selatan daerah penelitian. Kontur anomali mempunyai pola melebar yang menunjukkan bahwa perubahan dinamika fluida terjadi pada daerah yang dangkal  bukan  dari  bagian  dalam  (reservoir).  Hal  ini  karena  pada  periode  tersebut 
belum terjadi proses produksi steam dan brine dari sumur produksi panasbumi. Anomali  4D  microgravity  periode  September  2013 – Juli  2013 mempunyai  nilai  dari -
penelitian  sesuai  dengan  keberadaan  sumur  produksi  di  daerah  tersebut.  Anomali  ini kemungkinan  disebabkan  oleh  proses  produksi  steam  dan  brine  dari  sumur  produksi yang  ada  pada  daerah  tersebut,  hal  ini  karena  pada  periode  tersebut  proses  produksi steam  dan  brine  telah  dilakukan.  Proses  produksi  steam  dan  brine  menyebabkan terjadinya  pengurangan  fluida sehingga  menyebabkan  penurunan  nilai  gayaberat  di daerah tersebut. Sedangkan  anomali  tinggi  berada  di  bagian  Barat  dan  Timur  daerah penelitian serta pada dua buah cluster sumur injeksi yaitu : UBL 23, UBL 18 dan UBL 21 
– UBL17.  Anomali  positif  ini  kemungkinan  disebabkan  oleh  adanya  proses  injeksi brine di kedua sumur tersebut dan kemungkinan juga karena adanya proses recharge di 
daerah tersebut.",disk0/00/02/23/60,,,['FT1'],7,pub,2020-06-12 08:45:54,public,,paper,232-240,https://docplayer.info/29910812-Analisa-anomali-4d-microgravity-daerah-panasbumi-ulubelu-lampung-periode-muh-sarkowi.html,conference,Seminar Nasional Sains dan Teknologi V,,Bandar Lampung Indonesia,19 - 20 November 2013,[{'url': 'https://docplayer.info/29910812-Analisa-anomali-4d-microgravity-daerah-panasbumi-ulubelu-lampung-periode-muh-sarkowi.html'}],,,,,,,,,,,
15,show,50934,archive,2023-05-02 07:35:45,"[{'format': 'text', 'docid': 190648, 'main': 'PaperFullSantek4DUlubeluF2013.pdf', 'files': [{'mtime': '2023-05-02 04:23:23', 'hash_type': 'MD5', 'filename': 'PaperFullSantek4DUlubeluF2013.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/548192', 'filesize': 1486490, 'objectid': 190648, 'mime_type': 'application/pdf', 'hash': '431b30ec40f837b6f955bef7e004016a', 'fileid': 548192, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 50934, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190648', 'pos': 1}]",2023-05-02 07:35:45,816,,SImilirity Analisa Anomali 4D Microgravity Daerah Panasbumi Ulubelu Periode 2010 - 2013,"[{'name': {'given': 'Muh', 'family': 'Sarkowi', 'lineage': None, 'honourific': None}, 'id': 'muhsarkowi@gmail.com'}]",other,['AC'],completed,http://repository.lppm.unila.ac.id/id/eprint/50934,1970-01-01 00:00:00.000002013,,SImilirity Analisa Anomali 4D Microgravity Daerah Panasbumi Ulubelu Periode 2010 - 2013,disk0_bak/00/05/09/34,Sarkowi,,['FT1'],7,unpub,2023-05-02 07:35:45,public,,,,,,,,,,,,,,,,,,,,,
16,show,50953,archive,2023-05-02 09:02:49,"[{'main': '31-JurnalMipaIdentifikasiZonaPenguranganAIr.pdf', 'files': [{'datasetid': 'document', 'fileid': 548312, 'mime_type': 'application/pdf', 'hash': 'f19b79442af7aca903d2c1fa6b58cf1f', 'hash_type': 'MD5', 'mtime': '2023-05-02 07:51:30', 'filesize': 1325192, 'objectid': 190666, 'filename': '31-JurnalMipaIdentifikasiZonaPenguranganAIr.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/548312'}], 'docid': 190666, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 50953, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190666', 'security': 'public'}]",2023-05-02 09:02:49,816,,Similirity Identifikasi Zona Pengurangan Air Tanah Berdasarkan Model 3D Gayaberat Mikro Antar Waktu,"[{'name': {'lineage': None, 'family': 'Sarkowi', 'honourific': None, 'given': 'Muh'}, 'id': 'muhsarkowi@gmail.com'}]",other,['AC'],,http://repository.lppm.unila.ac.id/id/eprint/50953,1970-01-01 00:00:00.000002013,,Similirity Identifikasi Zona Pengurangan Air Tanah Berdasarkan Model 3D Gayaberat Mikro Antar Waktu,disk0_bak/00/05/09/53,sarkowi,,['FT1'],7,unpub,2023-05-02 09:02:49,public,,,,,,,,,,,,,,,,,,,,,
17,show,50922,archive,2023-05-02 07:35:08,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190636', 'security': 'public', 'placement': 1, 'eprintid': 50922, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 190636, 'main': '13-PaperIPA-LUCY.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '3b98ec790b59d4f7c41e6c0c5fc18330', 'datasetid': 'document', 'fileid': 548103, 'filename': '13-PaperIPA-LUCY.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/548103', 'objectid': 190636, 'filesize': 1271320, 'mtime': '2023-05-02 03:38:19', 'hash_type': 'MD5'}], 'format': 'text'}]",2023-05-02 07:35:08,816,,"Similirity Microseismic Data Analysis Using Matlab 2010 For The Determination Of Hydrocarbon Presence In The Field ""LLCY"" Ombilin Basin","[{'id': 'muhsarkowi@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Sarkowi', 'given': 'Muh'}}]",other,['AC'],completed,http://repository.lppm.unila.ac.id/id/eprint/50922,1970-01-01 00:00:00.000002013,,"Similirity Microseismic Data Analysis Using Matlab 2010 For The Determination Of Hydrocarbon Presence In The Field ""LLCY"" Ombilin Basin",disk0_bak/00/05/09/22,Sarkowi,,['FT1'],7,unpub,2023-05-02 07:35:08,public,,,,,,,,,,,,,,,,,,,,,
18,show,28156,archive,2021-03-03 02:05:36,,2021-03-03 02:05:36,1070,TRUE,EKSPLORASI GEOTHERMAL,"[{'name': {'lineage': None, 'family': 'Suharno', 'honourific': None, 'given': 'Suharno'}, 'id': 'suharno@eng.unila.ac.id'}]",book,['TN'],,http://repository.lppm.unila.ac.id/id/eprint/28156,2013-10-01 00:00:00.000000000,['Universitas Lampung'],,disk0/00/02/81/56,"LEMBAGA PENELITIAN UNIVERSITAS LAMPUNG, Bandar Lampung",,['FT1'],6,pub,2021-03-03 02:05:36,none,,,,,,,,,,,,,,,,,,9789798510649,,,
19,show,28128,archive,2021-03-04 03:23:35,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42181', 'eprintid': 28128, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/250311', 'filename': 'KeyNotePanasBumiUNP.pdf', 'filesize': 1203751, 'objectid': 42181, 'mtime': '2021-02-28 08:22:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'dfaab998302bcaa36285b774255c14b1', 'datasetid': 'document', 'fileid': 250311}], 'main': 'KeyNotePanasBumiUNP.pdf', 'docid': 42181}]",2021-03-04 03:23:35,1070,TRUE,PEMANFAATAN HASIL-HASIL RISET PANASBUMI UNTUK MEMPERKAYA MATERI PEMBELAJARAN FISIKA,"[{'name': {'given': 'Suharno', 'honourific': None, 'family': 'Suharno', 'lineage': None}, 'id': 'suharno@eng.unila.ac.id'}]",article,['QC'],published,http://repository.lppm.unila.ac.id/id/eprint/28128,2013-11-02 00:00:00.000000000,['Universitas Lampung'],"Indonesia memiliki cadangan energi panas bumi terbesar di dunia mencapai 40% dari seluruh
cadangan sumber energi panas bumi dunia. Indonesia merencanakan power plant dengan
tenaga panas bumi berkapasitas 9500 MWe pada tahun 2025 yang didukung oleh UU No 27
tahun 2003 tentang energi panas bumi. Sumber panasbumi berasal dari distribusi suhu dan
energi panas di bawah permukaan bumi. Energi panasbumi dapat diklasifikasikan berdasarkan
sumber panasnya menjadi lima bagian: (1) energi magma (magma energy), (2) energi panas
batuan kering (hot dry rock energy), (3) energi bumi (earth energy), (4) energi tekanan bumi
(geopresure energy), dan (5) energi hidrotermal (hydrothermal energy). Energi hidrotermal
adalah energi panas bumi, yang berupa energi panas yang tersimpan di dalam fluida dan
batuan di bawah permukaan bumi. Sumber panasbumi berasal dari distribusi suhu dan energi
panas di bawah permukaan bumi. Suhu di permukaan ditentukan oleh konduksi panas melalui
batuan padat dan konveksi di dalam sirkulasi fluida. Berdasarkan pada kelengkapan data hasil
penelitian, tingkat klasifikasi estimasi potensi dapat dikelompokkan sebagai berikut: (1) Klas
sumber daya spekulatif, (2) Klas sumber daya hipotesis, (3) Klas Cadangan terduga
(possible), (4) Klas Cadangan mungkin (probable), (5) Cadangan terbukti (proven). Contoh
riset panas bumi di wilayah Sumatera Barat antara laian: Prospek Paasbumi Gunung Talang dan Bukit Kili Sumatra Barat. Besarnya potensi energi listrik Prospek Panas Bumi Gunung Talang adalah sekitara 145 MWe sedangkan Prospek Panas Bumi Bukit Kili adalah sekitar 75 MWe, sehingga ke dua lapangan panas bumi tersebut dapat dimanfaatkan sebagai pembangkit tenaga listrik. Hal ini sangat baik untuk memperkaya materi pemebelajaran Fisika.
Kata kunci: panas bumi, klasifikasi sumberdaya & cadangan, Gunung Talang & Bukit Kili",disk0/00/02/81/28,"Key Note Paper , Seminar Nasional Pembelajaran Fisika UNP Padang, 2 November 2013","Key Note Paper , Seminar Nasional Pembelajaran Fisika UNP Padang, 2 November 2013",['FT1'],6,pub,2021-03-04 03:23:35,public,,,1-19,,,,,,,,,,,,,,,,,,
20,show,52034,archive,2023-05-29 01:32:50,"[{'placement': 8, 'eprintid': 52034, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251804', 'pos': 8, 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '9184f5dcd30d7f0fef71710adb739680', 'datasetid': 'document', 'fileid': 616621, 'uri': 'http://repository.lppm.unila.ac.id/id/file/616621', 'filename': 'BukuEsplorasiGeothermalSUHARNO.pdf', 'objectid': 251804, 'filesize': 5558825, 'mtime': '2023-05-28 09:50:24', 'hash_type': 'MD5'}], 'main': 'BukuEsplorasiGeothermalSUHARNO.pdf', 'docid': 251804, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-05-29 01:32:50,1070,TRUE,"Panas bumi merupakan sumber energi yang ramah lingkungan dan berpotensi 
besar untuk dikembangkan di Indonesia. Potensi panas bumi yang dimiliki 
Indonesia adalah sebesar 29 GWe atau setara dengan sekitar 12 miliar barel 
minyak bumi. Oleh karena itu perlu disusun buku ajar yang membahas materi 
perkuliahan tentang Panasbumi. Buku ajar ini diharapkan dapat diguanakan oleh 
mahasiswa yang mempelajari materi yang berkaitan dengan pertambangan, 
khususnya pertambangan energy panas bumi. Lebih dari itu buku ini dapat 
digunakan oleh kalangan profesi dan pengembang panas bumi.
Struktur buku ini meliputi: BAB I. Pendahuluan, BAB II. Sistem Panas Bumi, 
BAB III. Eksplorasi Prospek Panas Bumi, BAB IV. Estimasi Sumber Daya, 
Cadangan dan Potensi Energi Listrik Lapangan Panas Bumi, BAB V. Penentuan 
Daya Listrik.
Bab I membahas tentang cadangan energi panas bumi di Indonesi, masa depan 
energi panas bumi dan dasar hukum yang mendukung, pengembangn energi panas 
bumi. Bab II membahas tentang system panas bumi, bagaimana system panas 
bumi bisa terbentuk dan menghasilkan energi. Bab III membahas eksplorasi 
peospek panas bumi sampai siap untuk bisa diproduksi. Bab IV membahas cara 
menghitung besarnya sumber daya, cadangan dan potensi energi istrik pada 
lapangan panas bumi. Bab V membahas cara menentuan daya listrik dari energi 
panas bumi.","[{'id': 'suharno@eng.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suharno', 'given': 'Suharno'}}]",book,['TN'],,http://repository.lppm.unila.ac.id/id/eprint/52034,1970-01-01 00:00:00.000002013,,"Panas bumi merupakan sumber energi yang ramah lingkungan dan berpotensi besar untuk dikembangkan di Indonesia. Potensi panas bumi yang dimiliki Indonesia adalah sebesar 29 GWe atau setara dengan sekitar 12 miliar barel 
minyak bumi. Oleh karena itu perlu disusun buku ajar yang membahas materi perkuliahan tentang Panasbumi. Buku ajar ini diharapkan dapat diguanakan oleh mahasiswa yang mempelajari materi yang berkaitan dengan pertambangan, khususnya pertambangan energy panas bumi. Lebih dari itu buku ini dapat digunakan oleh kalangan profesi dan pengembang panas bumi.
Struktur buku ini meliputi: BAB I. Pendahuluan, BAB II. Sistem Panas Bumi, BAB III. Eksplorasi Prospek Panas Bumi, BAB IV. Estimasi Sumber Daya, Cadangan dan Potensi Energi Listrik Lapangan Panas Bumi, BAB V. Penentuan Daya Listrik.
Bab I membahas tentang cadangan energi panas bumi di Indonesi, masa depan energi panas bumi dan dasar hukum yang mendukung, pengembangn energi panas bumi. Bab II membahas tentang system panas bumi, bagaimana system panas bumi bisa terbentuk dan menghasilkan energi. Bab III membahas eksplorasi peospek panas bumi sampai siap untuk bisa diproduksi. Bab IV membahas cara menghitung besarnya sumber daya, cadangan dan potensi energi istrik pada lapangan panas bumi. Bab V membahas cara menentuan daya listrik dari energi 
panas bumi.",disk0_bak/00/05/20/34,PENERBIT LEMBAGA PENELITIAN UNIVERSITAS LAMPUNG,,['FT1'],15,pub,2023-05-29 01:32:50,public,1.0,,,,,,1,,,,,,,,,,87.0,978-979-8510-64-9,BANDAR LAMPUNG,,1
