,related_url,divisions,dir,event_type,full_text_status,status_changed,rev_number,ispublished,date_type,event_title,subjects,abstract,uri,creators,pres_type,type,title,event_dates,refereed,event_location,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,official_url,lastmod,documents,volume,publication,publisher,issn,number,id_number,isbn
22,[{'url': 'http://www.jppfkipunila.com'}],['FKIP11'],disk0/00/00/88/00,,public,2018-10-26 10:10:22,6,pub,completed,,['L1'],"The Indonesian goverment has issued the policy of inclusion education program in the light of implementing justice principle in education, providing children with easy access to education, and encouraging success in compulsary education. there are 17 elementary schools assumed to run the inclusion education program in 8 regencies/cities of Lampung Province. This research isto have a look at how the schools run the inclusion program. The research problem is formulated as the following. ""how do the school members perceive the inclusion education program run at the elementary school in Lampung Province?"". The research is intended to describe the perceptions of the school member towards the inclusion education program carried out by the elementary school of Lampung Province, comparising the teachers, curriculum, learning plan, facilities, financing, learning strategis, evaluation, learning achievement, and outcomes. The reserach was conducted at the 17 elementary schools throughout Lampung Province, using quantitative descriptive method. The research population was made up of the principals, school committes, teachers, ""normal"" student's parents, parents of students ""with spesial needs"", and ""normal"" students"". The sampling technique used in this research was random sampling, i.e 25% of the number of the population. In conclusion, the elementary schools assumed to run the inclusion education program were found to be just ""on the way to"" the inculsion education program, since all the subsystems for the program had not been sufficiently provided. This would continuously hold out if the authority did not prepare supporting factors, resulting unachieved program.",http://repository.lppm.unila.ac.id/id/eprint/8800,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'honourific': None, 'family': 'Herpratiwi', 'lineage': None}}]",,article,Program pendidikan inklusi di sekolah dasar provinsi lampung,,TRUE,,2018-10-26 10:10:22,8800,archive,show,225-236,863,http://www.jppfkipunila.com,2018-10-26 10:10:22,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'JPP 2008.pdf', 'docid': 21880, 'files': [{'hash_type': 'MD5', 'mtime': '2018-09-07 06:04:06', 'objectid': 21880, 'filesize': 5163483, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85595', 'filename': 'JPP 2008.pdf', 'datasetid': 'document', 'fileid': 85595, 'mime_type': 'application/pdf', 'hash': '198b91088a590ae272b7beee2cb6f9e3'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21880', 'security': 'public', 'placement': 1, 'eprintid': 8800}]",6.0,jumlah pendidikan dan pembelajaran,Fakultas keguruan dan ilmu pendidikan,1693-2463,2.0,,
23,,['FKIP11'],disk0/00/00/89/03,,public,2018-10-29 04:25:07,7,pub,,,['L1'],"Teori Belajar dan Pembelajaran merupakan suatu pemikiran ideal untuk menerapkan apa, bagaimana, dan mengapa belajar dan pembelajaran. Teori belajar dan pembelajaran dikembangkan dari kenyataan bahwa manusia secara alami memiliki kemampuan dan kemauan untuk belajar yang luar biasa. Manusia telah mengembangkan peradaban, ilmu pengetahuan dan teknologi sebagai wujud dan proses belajar.

Teori belajar berhubungan dengan psikologi terutama berhubungan dengan situasi belajar. Kontribusi dan implikasi teori belajar dan pembelajaran dalam teknologi pendidikan merupakan suatu usaha yang didasarkan atas pengembangan pendidikan yang bertitik tolak untuk perbaikan pendidikan. Teori belajar dan pembelajaran sangat besar perannya dalam peningkatan mutu pembelajaran.

Teori belajar dan pembelajaran diperlukan untuk berbagai keperluan, yaitu (1) untuk menyusun kegiatan pembelajaran, (2)mendiagnosa kesalahan pembelajaran, (3) mengevaluasi hasil pembelajaran, (4) sebagai kerangka pengkajian ilmiah, tentunya hal-hal yang berhubungan dengan pembelajaran.",http://repository.lppm.unila.ac.id/id/eprint/8903,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'family': 'Herpratiwi', 'lineage': None, 'honourific': None}}]",,book,Teori Belajar dan Pembelajaran,,TRUE,,2018-10-29 04:25:07,8903,archive,show,,863,,2018-10-29 04:25:07,"[{'main': 'Teori Belajar dan Pembelajaran.pdf', 'docid': 21983, 'files': [{'filename': 'Teori Belajar dan Pembelajaran.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/86259', 'filesize': 20577080, 'objectid': 21983, 'mtime': '2018-10-19 03:41:43', 'hash_type': 'MD5', 'hash': '0f05cf90307d7ceb9532f8eb73eef859', 'mime_type': 'application/pdf', 'fileid': 86259, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 8903, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21983', 'security': 'public'}]",,,Media Akademi,,,,
24,,['FKIP11'],disk0/00/03/82/84,,public,2022-01-24 09:06:53,6,pub,published,,['L1'],"In the education process, almost all skills, knowledge, habits, and attitudes are developed through the learning process. Achieving good learning outcomes involves several components, such as interests, talents, good psychological factors, abilities, motivation, attitudes, maturity, discipline, and others. This study aims to determine the influence of learning interest and discipline on learning motivation. The population was university students, and the sample of the study was all students who took the basic course of curriculum development in 2019-2020, totalling 38 students. Data analysis was performed to describe the condition of each research variable learning interest, discipline, and learning motivation. Data were then analyzed by ANOVA with SPSS Program Version 16. In this study, we found that interest in learning and discipline significantly
influenced learning motivation. This relation can be seen in the value of the ANOVA analysis was statistically significant (p < 0.05). Interest in learning influences learning motivation, and this also applies to disciplines that have a strong influence on student motivation. Thus, student learning motivation can be increased by high effort and attention in increasing and developing student interest and discipline. The interest in learning and discipline has a positive influence on learning motivation. Learning motivation is not only influenced by interest and discipline but in this study, it is only limited to interest and discipline, which affect students' learning motivation. Other researchers can do related research talents, good psychological factors, abilities, or attitudes.",http://repository.lppm.unila.ac.id/id/eprint/38284,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}}, {'id': 'ahmadtohir182@gmail.com', 'name': {'lineage': None, 'family': 'Ahmad', 'honourific': None, 'given': 'Tohir'}}]",,article,Learning Interest and Discipline on Learning Motivation,,TRUE,,2022-01-24 09:06:53,38284,archive,show,424-435,863,https://www.ijemst.net/index.php/ijemst/article/view/2290/297,2022-01-24 09:06:53,"[{'eprintid': 38284, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159346', 'pos': 1, 'format': 'text', 'main': '2290-4982-1-PB.pdf', 'files': [{'mtime': '2022-01-24 07:07:28', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/434325', 'filename': '2290-4982-1-PB.pdf', 'filesize': 429448, 'objectid': 159346, 'mime_type': 'application/pdf', 'hash': '388285f6b0d3f3373bc72e1b4429505f', 'fileid': 434325, 'datasetid': 'document'}], 'docid': 159346, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",10.0,"International Journal of Education in Mathematics, Science and Technology (IJEMST)",,2147-611X,2.0,https://doi.org/10.46328/ijemst.2290,
25,,['FKIP11'],disk0/00/03/85/27,,public,2022-01-27 11:51:21,7,unpub,,,['L1'],"In the education process, almost all skills, knowledge, habits, and attitudes are developed through the learning process. Achieving good learning outcomes involves several components, such as interests, talents, good psychological factors, abilities, motivation, attitudes, maturity, discipline, and others. This study aims to determine the influence of learning interest and discipline on learning motivation. The population was university students, and the sample of the study was all students who took the basic course of curriculum development in 2019-2020, totaling 38 students. Data analysis was performed to describe the condition of each research variable learning interest, discipline, and learning motivation. Data were then analyzed by ANOVA with SPSS Program Version 16. In this study, we found that interest in learning and discipline significantly influenced learning motivation. This relation can be seen in the value of the ANOVA analysis was statistically significant (p < 0.05). Interest in learning influences learning motivation, and this also applies to disciplines that have a strong influence on student motivation. Thus, student learning motivation can be increased by high effort and attention in increasing and developing student interest and discipline. The interest in learning and discipline has a positive influence on learning motivation. Learning motivation is not only influenced by interest and discipline but in this study, it is only limited to interest and discipline, which affect students' learning motivation. Other researchers can do related research talents, good psychological factors, abilities, or attitudes.",http://repository.lppm.unila.ac.id/id/eprint/38527,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Tohir', 'honourific': None, 'lineage': None, 'family': 'Ahmad'}, 'id': 'ahmadtohir182@gmail.com'}]",,other,learning interest,,,,2022-01-27 11:51:21,38527,archive,show,,863,,2022-01-27 11:51:21,"[{'placement': 1, 'eprintid': 38527, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159635', 'pos': 1, 'security': 'public', 'main': 'learning internet and.....pdf', 'docid': 159635, 'files': [{'objectid': 159635, 'filesize': 3369440, 'filename': 'learning internet and.....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436237', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:24:22', 'fileid': 436237, 'datasetid': 'document', 'hash': 'b422bc5839c0d4975299a61c329468da', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,PeerReview,,,,
26,,['FKIP11'],disk0/00/02/20/92,,public,2020-06-09 01:11:08,12,pub,,,['L1'],"ABSTRACT
The scientific method is a popular mechanism through which science teachers can impact students’ cognitive domains and academic nature. The purpose of this study is to analyze
the implementation of the scientific method of teaching social science subjects and educational character in the affective domain. To do so, we engaged in research using quasiexperimentalmethods.
A random sample of 40 students was chosen. Data were collected using a questionnaire on students’character consisting of three aspects: reasoning, feeling,and behavior. The data have a normal distribution with a significant value of 0.966 and are homogeneous with a significant value of 0.100 > 0.05. The data were analyzed using a paired sample T-test. The character value of social studies learners, after being taught using the scientific method, was higher than ever with a significance of 0.000 < 0.05. The character of students in the affective domain was influenced by the feelings aspect resulting from the scientific method. Thus, using the scientific method in educational interventions improved the character of fifth-grade elementary school students.
Keywords:  Affective domain, elementary school, character education, scientific method",http://repository.lppm.unila.ac.id/id/eprint/22092,"[{'name': {'family': 'Herpratiwi', 'lineage': None, 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'family': 'Bambang', 'lineage': None, 'honourific': None, 'given': 'Setiyadi'}, 'id': None}, {'id': None, 'name': {'family': 'Riswandi', 'lineage': None, 'honourific': None, 'given': 'Riswandi'}}, {'id': None, 'name': {'honourific': None, 'family': 'candra ertikanto', 'lineage': None, 'given': 'Ertikanto'}}, {'id': 'sugiyanto.1957@eng.unila.ac.id', 'name': {'given': 'Sugiyanto', 'lineage': None, 'family': 'Sugiyanto', 'honourific': None}}]",,other,"Building Students’ Character in Elementary School through
the Scientific Method: A Case Study of the Lampung Province",,,,2020-06-09 01:11:08,22092,archive,show,,863,,2020-06-09 01:11:08,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35488', 'security': 'public', 'placement': 1, 'eprintid': 22092, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '6. Building Students JSSH....,Her Cheker.pdf', 'docid': 35488, 'files': [{'mtime': '2020-06-08 07:26:22', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203540', 'filename': '6. Building Students JSSH....,Her Cheker.pdf', 'filesize': 362691, 'objectid': 35488, 'mime_type': 'application/pdf', 'hash': 'e5548bff7c195eebb2c58d77544f93fe', 'fileid': 203540, 'datasetid': 'document'}], 'format': 'text'}]",,,pertanika,,,,
27,"[{'url': 'http://www.ejer.com', 'type': 'pub'}]",['FKIP11'],disk0/00/00/87/77,,public,2018-10-26 10:09:07,11,pub,completed,,['LB1501'],"the research objective was to compare student's learning achievement for sociable learning motivation students in social science using cooperative learning. this research used a quasi experimental method with a pretest/posttest design involving 35 fifth-grade students. the learning process was conducted four times in one semester. the social science learning outcome was measurred using an essay test comprising eight items.the data concerning sociable learning motivation were obtained from a questionnaire comprising 29 items, with a=0.956.using a paired sample t test, the analysis showed that there was significant increase in student's motivation after implementing cooperative learning. the result also showed a positive correlation between student's curiosity and their perseverance in doing the task. the result of this research confirm that cooperative learning can significantly increase student's motivation. teachers should attempt to implement cooperative learning in their classes to ensure student's motivation to learn.",http://repository.lppm.unila.ac.id/id/eprint/8777,"[{'id': 'herpratiwi64@yahoo.com', 'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}}, {'name': {'given': 'Darsono', 'lineage': None, 'family': 'Darsono', 'honourific': None}, 'id': 'darsono.uns.solo@gmail.com'}, {'id': None, 'name': {'given': 'Enny', 'lineage': None, 'family': 'Saswiyanti', 'honourific': None}}, {'id': 'pujiatifkipunila@gmail.com', 'name': {'given': 'P', 'honourific': None, 'lineage': None, 'family': 'Pujiati'}}]",,article,Cooperative learning and learning achievement in social science subjects for sociable students,,TRUE,,2018-10-26 10:09:07,8777,archive,show,81-98,863,http://www.ejer.com/tr,2018-10-26 10:09:07,"[{'eprintid': 8777, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21855', 'format': 'text', 'files': [{'fileid': 85430, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ee5af5c4a7ae71698ecac123511d0378', 'hash_type': 'MD5', 'mtime': '2018-08-31 20:16:12', 'objectid': 21855, 'filesize': 7213741, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85430', 'filename': 'Eurasian Journal.pdf'}], 'main': 'Eurasian Journal.pdf', 'docid': 21855, 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",75.0,Eurasian Journal of education research,ANI Yayincilik,1302-597X,18.0,doi,
28,,['FKIP11'],disk0/00/01/55/75,,public,2019-11-14 11:23:05,7,inpress,,,['L1'],"Tujuan pendidikan dan pelatihan adalah meningkatkan: (1) pengetahuan guru terhadap model pendidikan karakter, dan (2) keterampilan guru mempergunakan model pembelajaran pendidikan karakter berbasis kearifan lokal.

Pelatihan menggunakan metode diskusi, pemberian tugas dan tanyajawab. Evaluasi dilakukan selama proses pelatihan dan di akhir pelatihan. Hasil evaluasi di kategorikan menjadi tiga yaitu tinggi, sedang dan rendah.

Kesimpulan dari kegiatan pelatihan ini adalah terdapat: (1) peningkatan pengetahuan terhadap model pendidikan karakter sebesar 67,56% dan (2) peningkatan keterampilan guru untuk mempergunakan model pembelajaran pendidikan karakter berbasis kearifan lokal sebesar 67,11%/

Kata Kunci: pendidikan dan pelatihan, pendidikan karakter, sekolah dasar",http://repository.lppm.unila.ac.id/id/eprint/15575,"[{'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Dwi', 'honourific': None, 'lineage': None, 'family': 'Dwi Yulianti'}, 'id': 'safira_shodiq@yahoo.com'}, {'id': 'riswandi.unila@gmail.com', 'name': {'given': 'riswandi', 'honourific': None, 'lineage': None, 'family': 'Riswandi'}}, {'id': None, 'name': {'given': 'sowiyah', 'honourific': None, 'lineage': None, 'family': 'sowiyah'}}]",,other,PENDIDIKAN DAN PELATIHAN PENDIDIKAN KARAKTER BERBASIS KEARIFAN LOKAL DI SEKOLAH DASAR PROVINSI  LAMPUNG,,,,2019-11-14 11:23:05,15575,archive,show,,863,,2019-11-14 11:23:05,"[{'files': [{'fileid': 134224, 'datasetid': 'document', 'mime_type': 'application/msword', 'hash': '9617ca64fa328782bde04ab6d1e77be2', 'objectid': 28700, 'filesize': 985600, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134224', 'filename': 'LAPORAN PENGABDIAN 19 Diseminasi.doc', 'hash_type': 'MD5', 'mtime': '2019-11-05 04:10:47'}], 'main': 'LAPORAN PENGABDIAN 19 Diseminasi.doc', 'docid': 28700, 'format': 'text', 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 15575, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28700', 'security': 'public'}]",,,Universitas Lampung,,,,
29,,['FKIP11'],disk0/00/01/50/06,,public,2019-11-04 01:59:01,7,submitted,,,['L1'],"Kegiatan bertujuan agar guru memperoleh peningkatan pengetahuan tentang media dan informasi  dalam pembelajaran serta mampu menggunakan media dan informasi sebagi sumber belajar. Metode yang akan digunakan adalah pelatihan dengan teknik diskusi, tanya jawab, simulasi, tugas kelompok dan pemberian tugas. Sasaran kegiatan  adalah guru SD di Kota Bandar Lampung  yang sudah tersertifikasi. Pelatihan dilakukan dengan tiga siklus. Pre tes dan post tes dilakukan dengan tes pengetahuan yang berjumlah 5 butir berbentuk uraian, dan tes keterampilan mengakses media serta informasi dari internet dengan soal analisis kasus berjumlah 3 butir.
Hasil pelatihan adalah pengetahuan guru SD hasil pretes 39.92% dan hasil pos tes 87.12%, terjadi peningkatan 47,18%. Dan keterampilan guru SD hasil pretes 25,43% dan hasil pos tes 62.50%, terjadi peningkatan 37,07%.


Kata kunci: literasi media, informasi, guru SD, tersertifikasi",http://repository.lppm.unila.ac.id/id/eprint/15006,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'id': None, 'name': {'given': 'Yulianti', 'honourific': None, 'lineage': None, 'family': 'Dwi Yulianti'}}, {'name': {'given': 'Riswandi', 'honourific': None, 'family': 'Riswandi', 'lineage': None}, 'id': None}]",,other,Pelatihan Literasi Media dan Informasi Bagi Guru SD Tersertifikasi Di Bandar Lampung,,,,2019-11-04 01:59:01,15006,archive,show,,863,,2019-11-04 01:59:01,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/msword', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-02 07:43:25', 'filesize': 835072, 'objectid': 28142, 'filename': 'Lap Pengabdian 19 Prodi.doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/129379', 'fileid': 129379, 'datasetid': 'document', 'hash': '42f3f5c1c82a632e41d90fe11afa00e8', 'mime_type': 'application/msword'}], 'main': 'Lap Pengabdian 19 Prodi.doc', 'docid': 28142, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28142', 'security': 'public', 'placement': 1, 'eprintid': 15006}]",,,Sakai Sambayan LPPM Universitas Lampung,,,,
30,,['FKIP11'],disk0/00/01/49/78,,public,2019-11-04 02:00:12,8,unpub,,,['L1'],"Tujuan pendidikan dan pelatihan adalah meningkatkan: (1) pengetahuan guru terhadap model pendidikan karakter, dan (2) keterampilan guru mempergunakan model pembelajaran pendidikan karakter berbasis kearifan lokal.Pelatihan menggunakan metode diskusi, pemberian tugas dan tanyajawab. Evaluasi dilakukan selama proses pelatihan dan di akhir pelatihan. Hasil evaluasi di kategorikan menjadi tiga yaitu tinggi, sedang dan rendah.

Kesimpulan dari kegiatan pelatihan ini adalah terdapat: (1) peningkatan pengetahuan terhadap model pendidikan karakter sebesar 67,56% dan (2) peningkatan keterampilan guru untuk mempergunakan model pembelajaran pendidikan karakter berbasis kearifan lokal sebesar 67,11%/

Kata Kunci: pendidikan dan pelatihan, pendidikan karakter, sekolah dasar",http://repository.lppm.unila.ac.id/id/eprint/14978,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'honourific': None, 'lineage': None, 'family': 'Herpratiwi'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Dwi Yulianti', 'given': 'Yulianti'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Riswandi', 'given': 'Riswandi'}, 'id': None}, {'id': None, 'name': {'given': 'sowiyah', 'honourific': None, 'lineage': None, 'family': 'sowiyah'}}]",,other,PENDIDIKAN DAN PELATIHAN PENDIDIKAN KARAKTER BERBASIS KEARIFAN LOKAL DI SEKOLAH DASAR PROVINSI LAMPUNG,,,,2019-11-04 02:00:12,14978,archive,show,,863,,2019-11-04 02:00:12,"[{'eprintid': 14978, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28109', 'format': 'text', 'files': [{'filesize': 991232, 'objectid': 28109, 'uri': 'http://repository.lppm.unila.ac.id/id/file/129159', 'filename': 'LAPORAN PENGABDIAN 19 Diseminasi.doc', 'hash_type': 'MD5', 'mtime': '2019-11-02 03:28:03', 'fileid': 129159, 'datasetid': 'document', 'mime_type': 'application/msword', 'hash': 'a48031a26cda92b2ca33735d40773929'}], 'main': 'LAPORAN PENGABDIAN 19 Diseminasi.doc', 'docid': 28109, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/msword'}]",,,universitas lampung,,,,
31,,['FKIP11'],disk0/00/01/88/09,,public,2020-03-30 01:08:34,7,pub,completed,,['L1'],"This study aimed to analyse the effect of cooperative learning through a thematic team-games tournament in elementary school in Lampung Province. This was a quasi-experimental one-group pretestposttest study. The study involved 22 students. The data wascollected from tests with five short-answer questions and 20 multiple-choice questions. The items measured were remembering, understanding, applying,and analysing. The reliability of the items fell into very high (0.92) and moderate to high (0.50 –0.87) categories of validity. The discrimination power of the test fell into the good category (0.41–0.70) with a moderate level of difficulty (0.31–0.70). The data wasanalysedwith a t-test. The learning outcomes of the fifth-grade students of elementary school were influenced by the cooperative learning in the teams-gamestournament with a significance level of 5%. The cooperative learning in a team-games tournament played an important role in increasing the fifth-grade students’ learning outcomes.",http://repository.lppm.unila.ac.id/id/eprint/18809,"[{'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Erni', 'given': 'erni'}, 'id': None}, {'name': {'honourific': None, 'family': 'Nelly', 'lineage': None, 'given': 'Astuti'}, 'id': None}, {'name': {'given': 'Qomario', 'honourific': None, 'family': 'Qomario', 'lineage': None}, 'id': None}]",,article,The  Implementation  of  a  Thematic Team Games Tournament –Cooperative   Learning in   the   Fifth Grade of    Elementary    School in Lampung Province,,TRUE,,2020-03-30 01:08:34,18809,archive,show,192-205,863,https://www.ijicc.net/images/vol9iss11/91103_Herpratiwi_2019_E_R1.pdf,2020-03-30 01:08:34,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32014', 'eprintid': 18809, 'placement': 1, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 32014, 'main': '91103_Herpratiwi_2019_E_R1.pdf', 'files': [{'mtime': '2020-03-19 02:55:15', 'hash_type': 'MD5', 'filename': '91103_Herpratiwi_2019_E_R1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/157912', 'objectid': 32014, 'filesize': 284764, 'hash': 'ba3351a32a2765f7993b2e9d95d7f2d5', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 157912}]}]",9.0,https://www.ijicc.net/images/vol9iss11/91103_Herpratiwi_2019_E_R1.pdf,"International Journal of Innovation, Creativity and Change",2201-1323,11.0,,
32,,['FKIP11'],disk0/00/02/20/88,,public,2020-06-09 01:09:29,7,pub,,,['L1'],"This study aimed to analyse the effect of cooperative learning through a thematic team-games tournament in elementary school in Lampung Province. This was a quasi-experimental one-group pretest posttest study. The study involved 22 students. The data was collected from
tests with five short-answer questions and 20 multiple-choice questions. The items measured were remembering, understanding,applying, and analyzing. The reliability of the items fell into very high (0.92) and moderate to high (0.50 – 0.87) categories of validity. The discrimination power of the test fell into the good category (0.41–0.70)
with a moderate level of difficulty (0.31–0.70). The data was analysed with a t-test. The learning outcomes of the fifth-grade students of elementary school were influenced by the cooperative learning in the teams-games tournament with a significance level of 5%. The cooperative learning in a team-games tournament played an important role in increasing the fifth-grade students’ learning outcomes.",http://repository.lppm.unila.ac.id/id/eprint/22088,"[{'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'id': None, 'name': {'lineage': None, 'family': 'Erni', 'honourific': None, 'given': 'erni'}}, {'name': {'given': 'Astuti', 'lineage': None, 'family': 'Nelly', 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Qomario', 'honourific': None, 'given': 'Qomario'}, 'id': None}]",,other,"The Implementation of a Thematic Team Games Tournament –
Cooperative Learning in the Fifth Grade of Elementary School in Lampung Province",,,,2020-06-09 01:09:29,22088,archive,show,,863,,2020-06-09 01:09:29,"[{'placement': 1, 'eprintid': 22088, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35484', 'security': 'public', 'docid': 35484, 'main': '10. The Implementation Q3..., Her Cheker.pdf', 'files': [{'fileid': 203519, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5f4a91067595cacab51d0a5fc2793272', 'hash_type': 'MD5', 'mtime': '2020-06-08 07:14:15', 'filesize': 347251, 'objectid': 35484, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203519', 'filename': '10. The Implementation Q3..., Her Cheker.pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",,,"International Journal of Innovation, Creativity and Change",,,,
33,,['FKIP11'],disk0/00/02/20/82,,public,2020-06-09 01:09:08,7,pub,,,['L1'],"Vocational education provides productive competence to students, but on the other hand students are not ready to face the world of work. The purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates.The study used a descriptive correlation method. A sample of 20 students was determined by random sampling technique.Data was collected by a closed questionnaire instrument with a Likert scale.The work readiness indicator includes four aspects, with the collaboration aspect value (0.82), being critical (0.78), accepting responsibility (0.81), ambition to progress (0.79) and adjusting (0.77 ) Data were analyzed by correlation.The work readiness of vocational education graduates is more
influenced by aspects of being critical and collaborating. Thus the aspect of being critical with 0.878 coefficients and collaborating 0.74, thus proven aspects that are able to form work readiness for vocational education graduates, not aspects of accepting responsibility, ambition to move forward and adjust. 
Key words: work readiness, graduates, vocational education",http://repository.lppm.unila.ac.id/id/eprint/22082,"[{'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Sugiyanto', 'lineage': None, 'given': 'Sugiyanto'}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'id': 'budiyanto@gmail.com', 'name': {'given': 'Budiyanto', 'honourific': None, 'family': 'Budiyanto', 'lineage': None}}, {'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Halim'}, 'id': 'ahalim58@yahoo.com'}]",,other,"Work Readiness For Vocational Education Graduation In
Lampung Province",,,,2020-06-09 01:09:08,22082,archive,show,,863,,2020-06-09 01:09:08,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '13. Work readness.., Her, Sugi Cheker.pdf', 'files': [{'hash': '6bea3e16a0a3528dcb8bcc7710b6ef8a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 203489, 'mtime': '2020-06-08 06:05:17', 'hash_type': 'MD5', 'filename': '13. Work readness.., Her, Sugi Cheker.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203489', 'filesize': 337701, 'objectid': 35478}], 'docid': 35478, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35478', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22082}]",,,http://www.iosrjournals.org,,,,
