,subjects,abstract,uri,publisher,divisions,dir,status_changed,full_text_status,rev_number,ispublished,eprintid,eprint_status,datestamp,metadata_visibility,userid,documents,lastmod,type,creators,title,refereed,pagerange,issn,publication,corp_creators,date_type,editors,book_title,number,official_url,volume,event_type,event_title,event_dates,pres_type,event_location,related_url,id_number,contact_email,funders,projects,pages,place_of_pub,isbn,series
10,"['S1', 'SB']","LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH INTERNASIONAL
Skrining dan Uji Antagonisme Jamur Trichoderma harzianum yang Mampu Bertahan di Filosfer Tanaman Jagung.",http://repository.lppm.unila.ac.id/id/eprint/13396,Universitas Lampung,['FP24'],disk0/00/01/33/96,2019-06-17 03:20:44,public,8,unpub,13396,archive,2019-06-17 03:20:44,show,579,"[{'eprintid': 13396, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26407', 'format': 'text', 'main': '4.pdf', 'docid': 26407, 'files': [{'hash_type': 'MD5', 'mtime': '2019-06-16 22:55:52', 'objectid': 26407, 'filesize': 4971745, 'filename': '4.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/117309', 'datasetid': 'document', 'fileid': 117309, 'mime_type': 'application/pdf', 'hash': '9ec90b89ab86b4a59bde5ba277dddd37'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2019-06-17 03:20:44,other,"[{'name': {'given': 'Efri', 'lineage': None, 'family': 'Efri', 'honourific': None}, 'id': 'efri.1960@fp.unila.ac.id'}, {'name': {'family': 'Prasetyo', 'lineage': None, 'honourific': None, 'given': 'Joko'}, 'id': 'joko.prasetyo@fp.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suharjo', 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}]",Lembar penilaian : Skrining dan Uji Antagonisme Jamur Trichoderma harzianum yang Mampu Bertahan di Filosfer Tanaman Jagung.,,,,,,,,,,,,,,,,,,,,,,,,,
11,['S1'],"The research was conducted to find Trichoderma harzianum that could survive on the corn phyllosphere which still have good antagonism capability. Five isolates T. harzianum were used in the research. Spore suspension of each isolate T. harzianum (108 spore/ ml) was sprayed to the 21 days after planting corn phyllosphere in the afternoon. Reisolation in order to obtain the isolates which were was conducted in 1 – 22 days after spraying. To the extend that 3 isolates (from T. sprayed before harzianum) that could survive on the corn filosfeer and have the best antagonism capability then collected. Antagonism test was carried out using dual culture method. Phytophthora capsici was used as the antagonism object. The result showed that T. harzianum could survive until 22 days after spraying (DAS) on the last leaves (isolate 1, 2,3 and 5). On the second leaves, T. harzianum could survive 17 DAS Isolate 4 and 5) , and 20 DAS (isolate 5) on the meristem leaves. Antagonism test showed isolate 1 from reisolated from the last leaves (ThRI1), isolate 4 reisolated from the second leaves (ThDI4) dan isolate 5 reisolated from meristem leaves (ThTI5) were 3 isolates that have the best antagonism capability.",http://repository.lppm.unila.ac.id/id/eprint/2836,"Jurusan Proteksi Tanaman, PEI Bandar Lampung, PFI Lampung",['FP24'],disk0/00/00/28/36,2017-06-02 12:18:59,public,8,pub,2836,archive,2017-06-02 12:18:59,show,579,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2695', 'security': 'public', 'placement': 1, 'eprintid': 2836, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'main': '229-340-1-PB.pdf', 'docid': 2695, 'files': [{'mime_type': 'application/pdf', 'hash': 'cd96e7f2921e6d609409cdde5012ca0b', 'fileid': 19432, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/19432', 'filename': '229-340-1-PB.pdf', 'objectid': 2695, 'filesize': 333486, 'mtime': '2017-06-01 09:39:08', 'hash_type': 'MD5'}], 'format': 'text'}]",2017-06-02 12:18:59,article,"[{'name': {'family': 'Efri', 'lineage': None, 'honourific': None, 'given': 'Efri'}}, {'name': {'honourific': None, 'family': 'Prasetyo', 'lineage': None, 'given': 'Joko'}}, {'name': {'given': 'Radix', 'honourific': None, 'lineage': None, 'family': 'Suharjo'}}]",Skrining dan uji antagonisme jamur Trichoderma harzianum yang mampu bertahan di filosfer tanaman jagung,TRUE,121-129,1411-7525,Jurnal Hama dan Penyakit Tumbuhan Tropika,"['Efri', 'Joko Prasetyo', 'Radix Suharjo']",published,,,2,http://jhpttropika.fp.unila.ac.id/index.php/jhpttropika/issue/view/24,9,,,,,,,,,,,,,,
12,['S1'],LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH NASIONAL Keanekaragaman Arthropoda Permukaan Tanah pada Pertanaman Ubikayu (Manihot utilissima Pohl.) setelah Perlakuan Olah Tanah dan Pengendalian Gulma,http://repository.lppm.unila.ac.id/id/eprint/23460,Universitas Lampung,['FP24'],disk0/00/02/34/60,2020-07-29 09:20:34,public,7,unpub,23460,archive,2020-07-29 09:20:34,show,158,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37080', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23460, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Keanekaragaman Arthopoda Permukaan Tanah (1).pdf', 'docid': 37080, 'files': [{'hash': '4cf5aa5d4a60d5a8f8a83920c2706547', 'mime_type': 'application/pdf', 'fileid': 214540, 'datasetid': 'document', 'mtime': '2020-07-29 03:29:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214540', 'filename': 'Keanekaragaman Arthopoda Permukaan Tanah (1).pdf', 'filesize': 1201577, 'objectid': 37080}], 'format': 'text'}]",2020-07-29 09:20:34,other,"[{'id': None, 'name': {'given': 'Nia', 'honourific': None, 'family': 'Elhayati', 'lineage': None}}, {'name': {'family': 'Hariri', 'lineage': None, 'honourific': None, 'given': 'Agus M.'}, 'id': 'agus.muhammad@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Wibowo', 'honourific': None, 'given': 'Lestari'}, 'id': 'lestari.wibowo@fp.unila.ac.id'}, {'name': {'given': 'Yuyun', 'honourific': None, 'family': 'Fitriana', 'lineage': None}, 'id': 'yuyun.fitriana@fp.unila.ac.id'}]",Keanekaragaman Arthropoda Permukaan Tanah pada Pertanaman Ubikayu (Manihot utilissima Pohl.) setelah Perlakuan Olah Tanah dan Pengendalian Gulma,,,,,,,,,,,,,,,,,,,,,,,,,
13,['S1'],"Kubis (Brassica oleracea) merupakan salah satu jenis tanaman sayuran penting yang mempunyai nilai gizi yang tinggi. Serangan organisme pengganggu tanaman (OPT) merupakan salah satu faktor pembatas hasil dan produksi sayuran kubis. Serangga Crocidolomia binotalis Zell. (Lepidoptera: Pyralidae) merupakan hama tanaman kubis karena dapat merusak sehingga menyebabkan gagal panen. Tujuan penelitian ini adalah untuk mengetahui pengaruh ekstrak daun mimba, daun mengkudu dan babadotan terhadap mortalitas larva C. binotalis. Penelitian ini disusun dalam Rancangan Acak Kelompok (RAK) dengan perlakuan kontrol (A1), mimba 2,5% (Mi1), mimba 5% (Mi2), mengkudu 2,5% (Me1), mengkudu 5% (Me2), babadotan 2,5%, (Ba1) dan babadotan 5% (Ba2). Hasil penelitian menunjukkan bahwa aplikasi insektisida botani (daun mimba, daun mengkudu
dan babadotan) mampu menyebabkan kematian larva C. binotalis pada semua perlakuan yang diuji. Lebih lanjut, semua perlakuan berpengaruh sangat nyata terhadap mortalitas larva C. binotalis. 
 
Kata kunci : kubis, Crocidolomia binotalis, daun mimba, daun mengkudu dan babadotan",http://repository.lppm.unila.ac.id/id/eprint/11474,Jurnal Agrotek Tropika,['FP24'],disk0/00/01/14/74,2019-05-02 04:11:30,none,5,pub,11474,archive,2019-05-02 04:11:30,show,907,,2019-05-02 04:11:30,article,"[{'id': 'wiwin_ervinatun@yahoo.com', 'name': {'given': 'Wiwin', 'family': 'Ervinatun', 'lineage': None, 'honourific': None}}, {'id': 'rosma.hasibuan@fp.unila.ac.id', 'name': {'given': 'Rosma', 'family': 'Hasibuan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Agus M.'}, 'id': 'agus.muhammad@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Wibowo', 'lineage': None, 'given': 'Lestari'}, 'id': 'lestari.wibowo@fp.unila.ac.id'}]","Uji Efikasi Ekstrak Daun Mimba, Daun Mengkudu dan  Babadotan terhadap Mortalitas Larva Crocidolomia  binotalis Zell. di Laboratorium",TRUE,161-167,2337-4993,Jurnal Agrotek Tropika,,,,,3,http://jurnal.fp.unila.ac.id/index.php/JA/article/view/2924,6,,,,,,,,,,,,,,
14,['S1'],Hasil similarity : Identification of an atypical Dickeya strains (= Erwinia chrysanthemi) isolated from carnation (Dianthus caryophlyllus),http://repository.lppm.unila.ac.id/id/eprint/13410,Universitas Lampung,['FP24'],disk0/00/01/34/10,2019-06-17 03:21:56,public,8,unpub,13410,archive,2019-06-17 03:21:56,show,579,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26421', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13410, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '9.Identification_of_an_atypical_Dickeya_strains____E.pdf', 'docid': 26421, 'files': [{'hash': '2280039007aa325c1e24a9f2a4086a37', 'mime_type': 'application/pdf', 'fileid': 117412, 'datasetid': 'document', 'filename': '9.Identification_of_an_atypical_Dickeya_strains____E.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/117412', 'filesize': 2759334, 'objectid': 26421, 'mtime': '2019-06-16 23:52:12', 'hash_type': 'MD5'}], 'format': 'text'}]",2019-06-17 03:21:56,other,"[{'id': None, 'name': {'given': 'N', 'lineage': None, 'family': 'Febryani', 'honourific': None}}, {'name': {'given': 'Radix', 'honourific': None, 'family': 'Suharjo', 'lineage': None}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'name': {'given': 'H', 'lineage': None, 'family': 'Shinohara', 'honourific': None}, 'id': None}, {'name': {'family': 'Sawada', 'lineage': None, 'honourific': None, 'given': 'Hiroyuki'}, 'id': None}, {'id': None, 'name': {'given': 'Yuichi', 'family': 'Takikawa', 'lineage': None, 'honourific': None}}]",Hasil similarity : Identification of an atypical Dickeya strains (= Erwinia chrysanthemi) isolated from carnation (Dianthus caryophlyllus),,,,,,,,,,,,,,,,,,,,,,,,,
15,['S1'],"LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH INTERNASIONAL
Identification of an atypical Dickeya strains (= Erwinia chrysanthemi) isolated from carnation (Dianthus caryophlyllus)",http://repository.lppm.unila.ac.id/id/eprint/13401,Universitas Lampung,['FP24'],disk0/00/01/34/01,2019-06-17 03:21:34,public,8,unpub,13401,archive,2019-06-17 03:21:34,show,579,"[{'placement': 1, 'eprintid': 13401, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26412', 'pos': 1, 'security': 'public', 'main': '9.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '12932ac568ee5f93954327cb1d23790b', 'fileid': 117346, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/117346', 'filename': '9.pdf', 'objectid': 26412, 'filesize': 4824707, 'mtime': '2019-06-16 23:09:48', 'hash_type': 'MD5'}], 'docid': 26412, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2019-06-17 03:21:34,other,"[{'id': None, 'name': {'family': 'Febryani', 'lineage': None, 'honourific': None, 'given': 'N'}}, {'name': {'given': 'Radix', 'honourific': None, 'family': 'Suharjo', 'lineage': None}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Shinohara', 'lineage': None, 'given': 'H'}, 'id': None}, {'id': None, 'name': {'given': 'Hiroyuki', 'honourific': None, 'lineage': None, 'family': 'Sawada'}}, {'id': None, 'name': {'honourific': None, 'family': 'Takikawa', 'lineage': None, 'given': 'Yuichi'}}]",Lembar penilaian : Identification of an atypical Dickeya strains (= Erwinia chrysanthemi) isolated from carnation (Dianthus caryophlyllus),,,,,,,,,,,,,,,,,,,,,,,,,
16,['S1'],"Serangga Helopeltis spp. (Hemiptera: Miridae) merupakan salah satu hama penting
tanaman kakao dengan kerugian yang ditimbulkan cukup besar. Saat ini, pengendalian
hayati menjadi salah satu alternatif yang sedang banyak diteliti dan dikembangkan untuk
mengurangi dampak negatif penggunaan insektisida sintetik. Salah satu agensia hayati
yang banyak dimanfaatkan sebagai bioinsektisida untuk pengendalian Helopeltis spp.
adalah jamur Beauveria bassiana. Beberapa laporan menyebutkan bahwa jenis isolat,
kerapatan sspora dan viabilitas spora yang dihasilkan mempengaruhi efektifitas jamur
entomopatogen, termasuk jamur B. bassiana, untuk mengendalikan hama sasaran.
Penelitian ini bertujuan untuk mengetahui kemampuan tumbuh, kerapatan dan viabilitas
spora 4 isolat jamur B. bassiana (isolat Lampung Selatan, Pesawaran, Tanggamus dan
Balittro) serta mengetahui kemampuannya untuk menyebabkan mortalitas hama
Helopeltis spp. di laboratorium. Penelitian ini dilakukan di Laboratorium Bioteknologi
Pertanian Fakultas Pertanian Universitas Lampung mulai bulan Februari sampai Juli
2016. Uji pertumbuhan B. bassiana secara in vitro disusun menggunakan Rancangan
Acak lengkap (RAL) dengan 4 perlakuan dan 5 ulangan. Perlakuan dalam tahapan ini
adalah 4 isolat jamur B. bassiana. Sedangkan uji patogenisitas jamur B. bassiana terhadap
Helopeltis spp. menggunakan Rancangan Acak Kelompok (RAK) dengan 5 perlakuan
dan 5 ulangan. Perlakuan dalam tahapan ini adalah 4 isolat jamur B. bassiana dan 1
perlakuan kontrol. Hasil penelitian menunjukkan bahwa keempat jamur B. bassiana
memiliki pertumbuhan koloni, kerapatan spora, viabilitas spora dan mortalitas yang
berbeda-beda. Jamur B. bassiana isolat Tanggamus mempunyai diameter koloni
pertumbuhan terbesar (5,52 cm), kerapatan spora dan viabilitas spora tertinggi (82,32 x
108 konidia/ml dan 89,33%) serta dapat menyebabkan mortalitas Helopeltis spp. tertinggi
yaitu sebesar 82%.",http://repository.lppm.unila.ac.id/id/eprint/4213,,['FP24'],disk0/00/00/42/13,2017-11-02 04:00:33,public,8,inpress,4213,archive,2017-11-02 04:00:33,show,158,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 42523, 'hash': 'bba1ffc16be5313384417328d491b318', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-10-31 07:15:52', 'filesize': 1604272, 'objectid': 17106, 'uri': 'http://repository.lppm.unila.ac.id/id/file/42523', 'filename': 'Seminar PEI 2017.pdf'}], 'main': 'Seminar PEI 2017.pdf', 'docid': 17106, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17106', 'security': 'public', 'placement': 1, 'eprintid': 4213}]",2017-11-02 04:00:33,conference_item,"[{'id': 'fitriana_yuyun@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriana', 'honourific': None, 'given': 'Yuyun'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Pratiwi', 'given': 'Dwi'}}, {'id': 'lestari.wibowo@fp.unila.ac.id', 'name': {'family': 'Wibowo', 'lineage': None, 'honourific': None, 'given': 'Lestari'}}, {'name': {'honourific': None, 'family': 'Purnomo', 'lineage': None, 'given': '.'}, 'id': 'purjomo@yahoo.com'}]",Patogenisitas Empat Isolat Jamur Beauveria bassiana terhadap Hama Helopeltis spp. (Hemiptera: Miridae) di Laboratorium,FALSE,,,,,published,,,,,,conference,"SEMINAR NASIONAL & WORKSHOP ""Tantangan dan Strategi Pengelolaan Serangga di Era Globalisasi"" Universitas Padjadjaran, 25 - 26 Oktober 2017",25-26 oktober 2017,speech,"Universitas Padjajaran, Bandung",,,,,,,,,
17,['S1'],"Aspergillus sp. merupakan salah satu jamur yang banyak dan mudah ditemukan di berbagai ekosistem. Sebagian isolat jamur Aspergillus sp. telah diketahui mempunyai peranan yang menguntungkan. Beberapa laporan menyebutkan bahwa jamur ini mampu berperan sebagai antagonis, entomopatogen dan pemacu pertumbuhan tanaman. Dalam usaha perbanyakannya, media memberikan pengaruh yang cukup penting terhadap performa jamur yang ditumbuhkan. Beberapa media yang dilaporkan banyak digunakan adalah Potato Dextrose Agar (PDA), Corn Meal Agar (CMA), dan Saboraud Dextrose Agar (SDA). Penelitian ini bertujuan untuk mengetahui pengaruh media terhadap sporulasi dan viabilitas spora jamur Aspergillus spp. Penelitian ini dilakukan menggunakan Rancangan Acak Lengkap (RAL) faktorial dengan 2 faktor dan 3 ulangan. Faktor pertama adalah tiga jenis media (PDA, SDA dan CMA) dan faktor kedua adalah 10 isolat jamur Aspergillus spp. (AS 1 – 10) koleksi Laboratorium Bioteknologi Pertanian, Fakultas Pertanian Unila. Hasil penelitian menunjukkan bahwa setiap isolat mempunyai kemampuan untuk memproduksi spora dan viabilitas yang berbeda-beda. Produksi spora berada pada kisaran 0,58 – 28,62 x 108 (PDA), 0,28 – 29,43 x 108 (SDA) dan 1,5 – 16,63 x 108 (CMA). Sedangkan, viabilitas spora yang dihasilkan berkisar antara 95,10 – 100% (PDA), 85,83 – 100% (SDA) dan 92,86 – 100% (CMA). Hasil analisis menunjukkan bahwa produksi spora tidak sepenuhnya dipengaruhi oleh media tumbuh namun lebih dipengaruhi oleh jenis isolat. Sedangkan viabilitas spora tidak dipengaruhi oleh jenis media dan jenis isolat. Dari 10 isolat yang digunakan, terdapat satu isolat (AS8) yang secara konsisten memiliki kemampuan memproduksi spora yang paling tinggi di setiap media tumbuh yang digunakan.",http://repository.lppm.unila.ac.id/id/eprint/4045,,['FP24'],disk0/00/00/40/45,2017-11-02 04:00:17,public,13,inpress,4045,archive,2017-11-02 04:00:17,show,158,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'BKS 2017.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/42508', 'filename': 'BKS 2017.pdf', 'filesize': 824656, 'objectid': 17102, 'mtime': '2017-10-31 06:46:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a5117d75e36ad77dac81f3e3ada2e8af', 'fileid': 42508, 'datasetid': 'document'}], 'docid': 17102, 'format': 'text', 'pos': 7, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17102', 'security': 'public', 'placement': 7, 'eprintid': 4045}]",2017-11-02 04:00:17,conference_item,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Fitriana', 'given': 'Yuyun'}}, {'name': {'given': 'Radix', 'honourific': None, 'family': 'Suharjo', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Merdiana', 'honourific': None, 'given': 'Eryka'}}, {'name': {'family': 'Warisman', 'lineage': None, 'honourific': None, 'given': '.'}}, {'name': {'family': 'Pengesti', 'lineage': None, 'honourific': None, 'given': 'Ika Rachma'}}]",Pengaruh Jenis Media terhadap Sporulasi dan Viabilitas Spora Jamur Aspergillus spp.,FALSE,,,,,,,,,,,conference,Seminar Nasional dan Rapat Tahunan Dekan Bidang Ilmu Pertanian BKS PTN Wilayah Barat di Pangkalpinang,20 Juli 2017,speech,Pangkalpinang,,,,,,,,,
18,['S1'],"LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: Prosiding Forum Ilmiah Internasional (Dipresentasikan secara Oral Dimuat dalam Prosiding), Low pH-tolerant mutant of Trichoderma spp. Induced by EMS, gamma rays and UV iradiation",http://repository.lppm.unila.ac.id/id/eprint/23432,Universitas Lampung,['FP24'],disk0/00/02/34/32,2020-07-29 09:19:54,public,7,unpub,23432,archive,2020-07-29 09:19:54,show,158,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'datasetid': 'document', 'fileid': 214329, 'hash': 'f65f67d80e02bc0824dddacdd5600c05', 'mime_type': 'application/pdf', 'filesize': 1514210, 'objectid': 37055, 'filename': 'Low pH-tolerant Mutant of Trichoderma spp..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214329', 'hash_type': 'MD5', 'mtime': '2020-07-27 04:53:44'}], 'main': 'Low pH-tolerant Mutant of Trichoderma spp..pdf', 'docid': 37055, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37055', 'security': 'public', 'placement': 1, 'eprintid': 23432}]",2020-07-29 09:19:54,other,"[{'id': 'yuyun.fitriana@fp.unila.ac.id', 'name': {'given': 'Yuyun', 'honourific': None, 'family': 'Fitriana', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Suharjo', 'honourific': None, 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'id': 'maria.vivarini@fp.unila.ac.id', 'name': {'given': 'Maria Viva', 'family': 'Rini', 'lineage': None, 'honourific': None}}, {'id': 'kfhidayat@gmail.com', 'name': {'lineage': None, 'family': 'Hidayat', 'honourific': None, 'given': 'Kuswanta Futas'}}]","Low pH-tolerant mutant of Trichoderma spp.Induced by EMS, gamma rays and UV iradiation",,,,,,,,,,,,,,,,,,,,,,,,,
19,['S1'],"LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: SERTIFIKAT PATEN SEDERHANA, Komposisi Biopestisida untuk Mengendalikan Hama dan Penyakit Tanaman",http://repository.lppm.unila.ac.id/id/eprint/23431,Universitas Lampung,['FP24'],disk0/00/02/34/31,2020-07-29 09:19:48,public,7,unpub,23431,archive,2020-07-29 09:19:48,show,158,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Komposisi Biopestisida .pdf', 'docid': 37054, 'files': [{'fileid': 214323, 'datasetid': 'document', 'hash': '9d506f1175d6f834ec049ac6e09ff34f', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-27 04:51:56', 'objectid': 37054, 'filesize': 971085, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214323', 'filename': 'Komposisi Biopestisida .pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37054', 'pos': 1, 'eprintid': 23431, 'placement': 1}]",2020-07-29 09:19:48,other,"[{'id': 'yuyun.fitriana@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Fitriana', 'honourific': None, 'given': 'Yuyun'}}, {'name': {'honourific': None, 'family': 'Suharjo', 'lineage': None, 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'id': 'igede.swibawa@fp.unila.ac.id', 'name': {'given': 'I Gede', 'lineage': None, 'family': 'Swibawa', 'honourific': None}}]",Komposisi Biopestisida untuk Mengendalikan Hama dan Penyakit Tanaman,,,,,,,,,,,,,,,,,,,,,,,,,
20,['S1'],LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH NASIONAL TERAKREDITASI DIKTI: Influence of Culture Medium on the Sporulation and Viability of Aspergillus spp. and Talaromyces spp. Entomopathogenic Fungi,http://repository.lppm.unila.ac.id/id/eprint/23430,Universitas Lampung,['FP24'],disk0/00/02/34/30,2020-07-29 09:19:39,public,8,unpub,23430,archive,2020-07-29 09:19:39,show,158,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 37053, 'main': 'Influence of Culture Medium.pdf', 'files': [{'hash': 'bdf634f18c2d729273a3d7ab34fd3134', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 214316, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214316', 'filename': 'Influence of Culture Medium.pdf', 'filesize': 1341500, 'objectid': 37053, 'mtime': '2020-07-27 04:47:46', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37053', 'eprintid': 23430, 'placement': 1}]",2020-07-29 09:19:39,other,"[{'id': 'yuyun.fitriana@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Fitriana', 'given': 'Yuyun'}}, {'id': 'radix.suharjo@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suharjo', 'given': 'Radix'}}, {'name': {'honourific': None, 'family': 'Swibawa', 'lineage': None, 'given': 'I Gede'}, 'id': 'igede.swibawa@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Purnomo', 'lineage': None, 'given': '.'}, 'id': 'purjomo@yahoo.com'}, {'name': {'lineage': None, 'family': 'Lestari', 'honourific': None, 'given': 'Puji'}, 'id': 'puji.lestari@fp.unila.ac.id'}, {'name': {'family': 'Merdiana', 'lineage': None, 'honourific': None, 'given': 'Eryka'}, 'id': None}]",Influence of Culture Medium on the Sporulation and Viability of Aspergillus spp.and Talaromyces spp. Entomopathogenic Fungi.,,,,,,,,,,,,,,,,,,,,,,,,,
