,uri,date,abstract,volume,date_type,subjects,rev_number,ispublished,full_text_status,issn,status_changed,publication,publisher,divisions,dir,official_url,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,title,refereed,type,creators,succeeds,contributors,related_url,event_title,event_type,event_location,event_dates,pres_type
10,http://repository.lppm.unila.ac.id/id/eprint/6834,2012-12-15 00:00:00.000000000,"Misalkan R ring komutatif dan R[x] ring polinomial. Suatu ring R dikatakan ring Armendariz jika diberikan sebarang dua polinomial f(x)=(j=0,m)∑(b_j)(x^j) ∈ R[x] diaman a_i,b_j ∈ R sedemikian sehingga jika f(x)g(x) = 0 maka (a_i)(b_j)=0 untuk setiap i dan j. Dalam makalah ini dikaji beberapa ring yang memenuhi sifat Armendariz. Jika R adalah daerah ideal utama yang komutatif dan A ideal di R maka R/A merupakan ring Armendariz. Selanjutnya, jika diketahui R daerah integral dengan A ideal di R dan ring faktor R/A merupakan Armendariz maka struktur ring R ⊕ R/A adalah Armendariz yang hasil operasi pergandaan didefinisikan dengan (a,bar(u)).(b,bar(v))=(ab,bar(av+ub)). Ring R ⊕ R/A juga merupakan Armendariz terkait sifat ring reduced yaitu ring yang tidak mempunyai elemen nilpoten tak nol.",1.0,published,['QA'],9,pub,public,2337-9057,2018-05-28 03:38:12,"Prosiding Seminar Hasil Penelitian Sains, Edukasi dan Teknologi Informasi",FMIPA Universitas Lampung,['FMIPA9'],disk0/00/00/68/34,http://www.unila.ac.id/~mipa/,2018-05-28 03:38:12,"[{'main': 'Prosiding Seminar Sain, Edukasi & TI 2012 Trihandono_A Faisol_Fitriani.pdf', 'files': [{'datasetid': 'document', 'fileid': 62898, 'hash': '91f090a461e776bda8f3e1ff220bc94f', 'mime_type': 'application/pdf', 'objectid': 19810, 'filesize': 341947, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62898', 'filename': 'Prosiding Seminar Sain, Edukasi & TI 2012 Trihandono_A Faisol_Fitriani.pdf', 'hash_type': 'MD5', 'mtime': '2018-04-27 04:05:03'}], 'docid': 19810, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 6834, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19810', 'security': 'public'}]",263,1.0,show,72-77,2018-05-28 03:38:12,archive,6834,Ring Armendariz,TRUE,article,"[{'id': 'rihanD25@yahoo.com', 'name': {'family': 'Handono', 'lineage': None, 'honourific': None, 'given': 'Tri'}}, {'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}, 'id': 'faisol_mathunila@yahoo.co.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}}]",,,,,,,,
11,http://repository.lppm.unila.ac.id/id/eprint/6715,2012-12-15 00:00:00.000000000,"Perbedaan dalam menentuan 1 Syawal sering kali menjadi perselisihan antar golongan atau organisasi dikalangan umat islam, dengan perbedaan pendapat tentang 1 Syawal menjadikan perbedaan pula terhadap Hari Raya Idul Fitri di setiap golongan atau organisasi itu. Dengan metode pengukuran MES ( Moon, Earth, Sunset ) dapat di ukur derajat bulan sabit terhadap bumi, sehingga dapat diketahui kapan 1 Syawal atau Hari Raya Idul Fitri. Dari metode ini dapat diketahui 1 Syawal
terhadap kalender Masehi.",,published,['QA'],7,pub,public,2337-9057,2018-04-25 08:08:43,METODE PENGUKURAN SUDUT MES SEBAGAI KEBIJAKAN PENENTUAN 1 SYAWAL,,['FMIPA9'],disk0/00/00/67/15,,2018-04-25 08:08:43,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 19684, 'main': 'Prosiding Seminar Sain, Edukasi & TI 2012  Mardiyah H_TIRYONO_DORRAH A.pdf', 'files': [{'fileid': 61742, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '74a0835b3dc5a99e4abb8a9f3ef3ef96', 'hash_type': 'MD5', 'mtime': '2018-04-16 07:20:06', 'objectid': 19684, 'filesize': 283785, 'filename': 'Prosiding Seminar Sain, Edukasi & TI 2012  Mardiyah H_TIRYONO_DORRAH A.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61742'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19684', 'pos': 1, 'eprintid': 6715, 'placement': 1}]",746,,show,42-44,2018-04-25 08:08:43,archive,6715,METODE PENGUKURAN SUDUT MES SEBAGAI KEBIJAKAN PENENTUAN 1 SYAWAL,TRUE,article,"[{'name': {'given': 'Mardiah', 'honourific': None, 'lineage': None, 'family': 'Hayati'}}, {'name': {'given': 'Tiryono', 'family': 'Ruby', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Dorrah', 'lineage': None, 'family': 'Aziz', 'honourific': None}}]",,,,,,,,
12,http://repository.lppm.unila.ac.id/id/eprint/6807,2012-12-15 00:00:00.000000000,"Perbedaan dalam menentuan 1 Syawal sering kali menjadi perselisihan antar golongan atau organisasi dikalangan umat islam, dengan perbedaan pendapat tentang 1 Syawal menjadikan perbedaan pula terhadap Hari Raya Idul Fitri di setiap golongan atau organisasi itu. Dengan metode pengukuran MES ( Moon, Earth, Sunset ) dapat di ukur derajat bulan sabit terhadap bumi, sehingga dapat diketahui kapan 1 Syawal atau Hari Raya Idul Fitri. Dari metode ini dapat diketahui 1 Syawal terhadap kalender Masehi.",1.0,published,['QA'],6,pub,public,2337-9057,2018-04-25 04:25:46,"Prosiding Seminar Hasil Penelitian Sains, Edukasi, dan Teknologi Informasi",FMIPA Universitas Lampung,['FMIPA9'],disk0/00/00/68/07,http://www.unila.ac.id/~mipa/,2018-04-25 04:25:46,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19779', 'pos': 1, 'eprintid': 6807, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Prosiding Seminar Sain, Edukasi & TI 2012  Mardiyah H_TIRYONO_DORRAH A.pdf', 'files': [{'datasetid': 'document', 'fileid': 62304, 'hash': '74a0835b3dc5a99e4abb8a9f3ef3ef96', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-24 06:50:44', 'objectid': 19779, 'filesize': 283785, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62304', 'filename': 'Prosiding Seminar Sain, Edukasi & TI 2012  Mardiyah H_TIRYONO_DORRAH A.pdf'}], 'docid': 19779}]",996,1.0,show,42-44,2018-04-25 04:25:46,archive,6807,METODE PENGUKURAN SUDUT MES SEBAGAI KEBIJAKAN PENENTUAN 1 SYAWAL,TRUE,article,"[{'id': 'Diyah_292yahoo.com', 'name': {'given': 'Mardiyah', 'family': 'Hayati', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Tiryono', 'given': 'Tiryono'}, 'id': None}, {'id': None, 'name': {'given': 'Dorrah', 'honourific': None, 'lineage': None, 'family': 'Aziz'}}]",,,,,,,,
13,http://repository.lppm.unila.ac.id/id/eprint/6706,2012-12-15 00:00:00.000000000,"Laju mortalita merupakan bagian dari yang mempengaruhi besarnya premi yang akan dibayarkan oleh nasabah kepada perusahaan asuransi jiwa. Oleh karena itu, perusahaan asuransi jiwa perlu memperkirakan laju mortalita nasabahnya serta jumlah premi yang akan diterima pada waktu tertentu untuk menjamin pembayaran santunan. Untuk memperkirakan dan menghitung laju mortalita yang terjadi
serta fungsi survival-nya, perusahaan asuransi jiwa dapat menggunakan pendekatan distribusi Gompertz.Sedangkan untuk mengukur kewajiban perusahaan asuransi atas polis yang dikelolanya tersebut, digunakan metode Zillmer dan Illinois. Pada penelitian ini digunakan Life Table for the Total Population United States, Tahun 1979-1981, dan diperoleh nilai koefisien Gompertz-nya, yaitu c = 1.059, dan B = 0.001. Hasil penelitian menunjukkan bahwa Cadangan Zillmer dan Illinois pada asuransi jiwa seumur
hidup, endowment murni dan dwiguna akan menghasilkan nilai cadangan yang sama besarnya apabila persentase biaya yang digunakan pada cadangan Zillmer untuk masing-masing asuransi jiwa tersebut bernilai 12.557 %, 3.86512 %, dan 3.5885 %. Metode Zillmer dapat diterapkan pada semua jenis asuransi jiwa, sedangkan metode Illinois hanya dapat digunakan pada asuransi jiwa seumur hidup dengan
pembayaran kurang dari 20 kali, endowment murni dan Dwiguna.",,published,['QA'],6,pub,public,2337-9057,2018-04-25 08:19:22,PENDEKATAN DISTRIBUSI GOMPERTZ PADA CADANGAN ASURANSI JIWA UNTUK METODE ZILLMER DAN ILLINOIS,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",['FMIPA9'],disk0/00/00/67/06,,2018-04-25 08:19:22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19674', 'pos': 1, 'eprintid': 6706, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 61688, 'datasetid': 'document', 'hash': '603c90ceeb5bd29cf6cebdc50fbced31', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-16 04:25:26', 'filesize': 320182, 'objectid': 19674, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61688', 'filename': 'Prosiding Seminar Sains, Edukasi & TI 2012Mahfuz_H_Rudi R_Widiarti.pdf'}], 'main': 'Prosiding Seminar Sains, Edukasi & TI 2012Mahfuz_H_Rudi R_Widiarti.pdf', 'docid': 19674}]",33,,show,122-126,2018-04-25 08:19:22,archive,6706,PENDEKATAN DISTRIBUSI GOMPERTZ PADA CADANGAN ASURANSI JIWA UNTUK METODE ZILLMER DAN ILLINOIS,TRUE,article,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Hudori', 'given': 'Mahfuz'}}, {'name': {'given': 'Rudi', 'honourific': None, 'lineage': None, 'family': 'Ruswandi'}, 'id': None}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'family': 'Widiarti', 'lineage': None, 'honourific': None}}]",,,,,,,,
14,http://repository.lppm.unila.ac.id/id/eprint/6719,2012-12-15 00:00:00.000000000,"Laju mortalita merupakan bagian dari yang mempengaruhi besarnya premi yang akan dibayarkan oleh nasabah kepada perusahaan asuransi jiwa. Oleh karena itu, perusahaan asuransi jiwa perlu memperkirakan laju mortalita nasabahnya serta jumlah premi yang akan diterima pada waktu tertentu
untuk menjamin pembayaran santunan. Untuk memperkirakan dan menghitung laju mortalita yang terjadi serta fungsi survival-nya, perusahaan asuransi jiwa dapat menggunakan pendekatan distribusi Gompertz. Sedangkan untuk mengukur kewajiban perusahaan asuransi atas polis yang dikelolanya tersebut, digunakan metode Zillmer dan Illinois. Pada penelitian ini digunakan Life Table for the Total Population
United States, Tahun 1979-1981, dan diperoleh nilai koefisien Gompertz-nya, yaitu c = 1.059, dan B = 0.001. Hasil penelitian menunjukkan bahwa Cadangan Zillmer dan Illinois pada asuransi jiwa seumur hidup, endowment murni dan dwiguna akan menghasilkan nilai cadangan yang sama besarnya apabila persentase biaya yang digunakan pada cadangan Zillmer untuk masing-masing asuransi jiwa tersebut
bernilai 12.557 %, 3.86512 %, dan 3.5885 %. Metode Zillmer dapat diterapkan pada semua jenis asuransi jiwa, sedangkan metode Illinois hanya dapat digunakan pada asuransi jiwa seumur hidup dengan pembayaran kurang dari 20 kali, endowment murni dan Dwiguna.",,published,['QA'],6,pub,public,2337-9057,2018-04-25 08:06:22,PENDEKATAN DISTRIBUSI GOMPERTZ PADA CADANGAN ASURANSI JIWA UNTUK METODE ZILLMER DAN ILLINOIS,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",['FMIPA9'],disk0/00/00/67/19,,2018-04-25 08:06:22,"[{'format': 'text', 'docid': 19688, 'main': 'Prosiding Seminar Sains, Edukasi & TI 2012Mahfuz_H_Rudi R_Widiarti.pdf', 'files': [{'mtime': '2018-04-16 07:45:50', 'hash_type': 'MD5', 'filename': 'Prosiding Seminar Sains, Edukasi & TI 2012Mahfuz_H_Rudi R_Widiarti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61767', 'filesize': 320182, 'objectid': 19688, 'hash': '603c90ceeb5bd29cf6cebdc50fbced31', 'mime_type': 'application/pdf', 'fileid': 61767, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 6719, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19688', 'pos': 1}]",779,,show,122-126,2018-04-25 08:06:22,archive,6719,PENDEKATAN DISTRIBUSI GOMPERTZ PADA CADANGAN ASURANSI JIWA UNTUK METODE ZILLMER DAN ILLINOIS,TRUE,article,"[{'id': None, 'name': {'given': 'Mahfuz', 'lineage': None, 'family': 'Hudori', 'honourific': None}}, {'name': {'given': 'Rudi', 'honourific': None, 'lineage': None, 'family': 'Ruswandi'}, 'id': None}, {'id': 'widiarti08@gmail.com', 'name': {'family': 'Widiarti', 'lineage': None, 'honourific': None, 'given': 'Widiarti'}}]",,,,,,,,
15,http://repository.lppm.unila.ac.id/id/eprint/30020,2012-07-01 00:00:00.000000000,"In the current work, some well known inference procedures including testing and estimation are adjusted to accommodate noisy data that lead to nonidentically distributed sample.  The main two cases addressed are the  Poisson  and  the  normal  distributions.  Both  one  and  two  sample  cases  are  addressed.    Other  cases including  the  exponential  and  the  Pareto  distributions  are  briefly  mentioned.    In  the  Poisson  case,  the situation when the sample size is random is mentioned",8.0,published,['QA'],6,pub,public,2220-5810,2021-05-06 06:47:29,Pakistan Journal of Statistics and Operation Research (PJSOR),University of the Punjab,['FMIPA9'],disk0/00/03/00/20,https://pjsor.com/pjsor/article/view/515/248,2021-05-06 06:47:29,"[{'eprintid': 30020, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134744', 'format': 'text', 'main': '515-Full Text Article-1585-1-10-20120717.pdf', 'docid': 134744, 'files': [{'objectid': 134744, 'filesize': 282644, 'uri': 'http://repository.lppm.unila.ac.id/id/file/355856', 'filename': '515-Full Text Article-1585-1-10-20120717.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-06 02:51:47', 'datasetid': 'document', 'fileid': 355856, 'mime_type': 'application/pdf', 'hash': '0c609849e5c221d849c8fd88ffe6e69c'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",959,3.0,show,,2021-05-06 06:47:29,archive,30020,Inference for Noisy Samples,TRUE,article,"[{'name': {'given': 'A. Ahmad', 'family': 'Ibrahim', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Netti', 'honourific': None, 'given': 'Herawati'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",,,,,,,,
16,http://repository.lppm.unila.ac.id/id/eprint/6750,2012-06-20 00:00:00.000000000,"Nowadays, the computer's technology is growing so fast and affects the human's life. With computer, people can do something easier, faster, more efficient, and so on. At SMAN Bandarlampung, the time schedule for teaching process is still done manually. One person is in charge of doing and making the time schedule so that all the lessons, time, classrooms, and days are supposed to be fixed and suitable for every teacher. However, this is not easy to be done, because there are some factors also thet must be considered, for example: teacher who also put in structural position such as headmaster or vice headmasters. Besides, Under Indonesian's regulations, the teacher whose certificate to educate must teach at least a certaiin hour per week. Therefore, in order to handle this condition, we design and develop a system so that the problem can be solved easily. We use the cincept of edge coloring to match the schedule. The set of classes and classroom, and the set of teachers' obligation (which include: the data of teachers and their subjects/lessons, and how many time/hours needed to teach for every teacher. The system developed is running well and we will be duscussed in the paper.",1.0,published,['QA'],6,pub,public,2301-6590,2018-04-25 07:59:51,The First International Conference in Engineering and Technology Development (ICETD 2012),Universitas Bandar Lampung,['FMIPA9'],disk0/00/00/67/50,,2018-04-25 07:59:51,"[{'eprintid': 6750, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19719', 'format': 'text', 'main': 'The Use of Ede Coloring Concept for Solving The Time Schedule.....pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'd82fda04015941bfb964463bb37aa38b', 'fileid': 61951, 'datasetid': 'document', 'mtime': '2018-04-19 05:38:26', 'hash_type': 'MD5', 'filename': 'The Use of Ede Coloring Concept for Solving The Time Schedule.....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61951', 'filesize': 893009, 'objectid': 19719}], 'docid': 19719, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",791,1.0,show,41-45,2018-04-25 07:59:51,archive,6750,The Use of Edge Coloring Concept for Solving The Time Schedule Problem at Senior High School (Case Study at SMAN 9 Bandarlampung),TRUE,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Kesuma', 'lineage': None, 'given': 'Rahman Indra'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'honourific': None, 'lineage': None, 'family': 'Wamiliana'}}, {'id': None, 'name': {'given': 'Machudor', 'family': 'Yusman', 'lineage': None, 'honourific': None}}]",,,,,,,,
17,http://repository.lppm.unila.ac.id/id/eprint/19197,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yangd di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:40:48,,"Prosiding Seminar Hasil Penelitian Bidang Sain, Edukasi dan Teknologi Informasi Tahun 2012",['FMIPA9'],disk0/00/01/91/97,,2020-04-15 04:40:48,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '26. Analisis Komponen Ragam Data Hilang pada Rancangan Cross-Over.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/160877', 'filename': '26. Analisis Komponen Ragam Data Hilang pada Rancangan Cross-Over.pdf', 'objectid': 32434, 'filesize': 597689, 'mtime': '2020-04-15 03:47:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '49b482806a4430fbcfba153c1dde128d', 'datasetid': 'document', 'fileid': 160877}], 'docid': 32434, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32434', 'security': 'public', 'placement': 1, 'eprintid': 19197}]",752,,show,,2020-04-15 04:40:48,archive,19197,Analisis Komponen Ragam Data Hilang pada Rancangan Cross-Over,,other,"[{'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}]",,,,,,,,
18,http://repository.lppm.unila.ac.id/id/eprint/19198,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:41:02,,"Prosiding Seminar Hasil Penelitian Bidang Sain, Edukasi dan Teknologi Informasi Tahun 2012",['FMIPA9'],disk0/00/01/91/98,,2020-04-15 04:41:02,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'filesize': 1061099, 'objectid': 32435, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160884', 'filename': '27. Kajian Relatif Bias Metode One-Stage dan Two-Stage Cluster Sampling.pdf', 'hash_type': 'MD5', 'mtime': '2020-04-15 03:49:51', 'datasetid': 'document', 'fileid': 160884, 'hash': 'a7a1ecea5997678042310d17cace561e', 'mime_type': 'application/pdf'}], 'main': '27. Kajian Relatif Bias Metode One-Stage dan Two-Stage Cluster Sampling.pdf', 'docid': 32435, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32435', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19198}]",752,,show,,2020-04-15 04:41:02,archive,19198,Kajian Relatif Bias Metode One-Stage dan Two-Stage Cluster Sampling,,other,"[{'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}}]",,,,,,,,
19,http://repository.lppm.unila.ac.id/id/eprint/19201,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:42:01,,Prosiding Seminar Nasional dalam rangka SEMIRATA BKS-PTN wilayah Barat Bidang MIPA Tahun 2012,['FMIPA9'],disk0/00/01/92/01,,2020-04-15 04:42:01,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32438', 'pos': 1, 'eprintid': 19201, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': 'a319b3aaa3043c1174663367516c7925', 'mime_type': 'application/pdf', 'fileid': 160911, 'datasetid': 'document', 'filename': '30. Model Berperingkat Tidak Penuh pada Data Spasial dengan Metode Dekomposisi Spektral.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160911', 'objectid': 32438, 'filesize': 609008, 'mtime': '2020-04-15 04:02:33', 'hash_type': 'MD5'}], 'main': '30. Model Berperingkat Tidak Penuh pada Data Spasial dengan Metode Dekomposisi Spektral.pdf', 'docid': 32438}]",752,,show,,2020-04-15 04:42:01,archive,19201,Model Berperingkat Tidak Penuh pada Data Spasial dengan Metode Dekomposisi Spektral,,other,"[{'id': 'dksari13@gmail.com', 'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}}]",,,,,,,,
20,http://repository.lppm.unila.ac.id/id/eprint/19199,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:41:17,,"Prosiding Seminar Hasil Penelitian Bidang Sain, Edukasi dan Teknologi Informasi Tahun 2012",['FMIPA9'],disk0/00/01/91/99,,2020-04-15 04:41:17,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/32436', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19199, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 32436, 'main': '28. Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'files': [{'mtime': '2020-04-15 03:57:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160891', 'filename': '28. Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'objectid': 32436, 'filesize': 621653, 'hash': '1aeff681c3f652b5b49d27e08fc721fa', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160891}], 'format': 'text'}]",752,,show,,2020-04-15 04:41:17,archive,19199,Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya,,other,"[{'name': {'given': 'Dian', 'family': 'Kurniasari', 'lineage': None, 'honourific': None}, 'id': 'dksari13@gmail.com'}]",,,,,,,,
21,http://repository.lppm.unila.ac.id/id/eprint/19196,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:08:27,,"Prosiding Seminar Hasil Penelitian Bidang Sain, Edukasi dan Teknologi Informasi Tahun 2012",['FMIPA9'],disk0/00/01/91/96,,2020-04-15 04:08:27,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32433', 'eprintid': 19196, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-04-15 03:43:46', 'objectid': 32433, 'filesize': 607015, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160870', 'filename': '25. Pendugaan Parameter Model Poisson Gamma Menggunakan Algoritma EM (Expectation Mazimization).pdf', 'fileid': 160870, 'datasetid': 'document', 'hash': 'a4adf40e26d6a516597e66c97e87b48f', 'mime_type': 'application/pdf'}], 'main': '25. Pendugaan Parameter Model Poisson Gamma Menggunakan Algoritma EM (Expectation Mazimization).pdf', 'docid': 32433}]",752,,show,,2020-04-15 04:08:27,archive,19196,Pendugaan Parameter Model Poisson Gamma Menggunakan Algoritma EM (Expectation Mazimization),,other,"[{'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}, 'id': 'dksari13@gmail.com'}]",,,,,,,,
22,http://repository.lppm.unila.ac.id/id/eprint/19200,1970-01-01 00:00:00.000002012,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang di Presentasikan,,published,['AC'],7,pub,public,,2020-04-15 04:41:29,,Prosiding Seminar Sains Matematika Informastikan dan Aplikasinya (III) SN-SMAIP III) 2012,['FMIPA9'],disk0/00/01/92/00,,2020-04-15 04:41:29,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': ""29. Sistem Transliterasi dan Transkripsi Arab-Latin Indonesia Berbasis Web.  (Stiudi Kasus Al-Qur'an Juz 30).pdf"", 'files': [{'mtime': '2020-04-15 03:59:21', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160898', 'filename': ""29. Sistem Transliterasi dan Transkripsi Arab-Latin Indonesia Berbasis Web.  (Stiudi Kasus Al-Qur'an Juz 30).pdf"", 'filesize': 602666, 'objectid': 32437, 'hash': '89c9ac69a57e18cb122618ce6e44340f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160898}], 'docid': 32437, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32437', 'security': 'public', 'placement': 1, 'eprintid': 19200}]",752,,show,,2020-04-15 04:41:29,archive,19200,Sistem Transliterasi dan Transkripsi Arab-Latin Indonesia Berbasis Web.  (Stiudi Kasus Al-Qur'an Juz 30),,other,"[{'id': 'dksari13@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Kurniasari', 'given': 'Dian'}}]",,,,,,,,
