,divisions,publication,dir,full_text_status,status_changed,rev_number,ispublished,date_type,abstract,volume,date,uri,type,creators,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,userid,number,lastmod,documents,issn,publisher,corp_creators,subjects,official_url,pagerange,event_dates,pres_type,event_location,event_title,event_type,funders,contributors
10,['FMIPA9'],,disk0/00/01/91/81,public,2020-04-15 04:01:28,7,pub,published,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Nasional,,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/19181,other,"[{'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}}]",Pendekatan Distribusi Log Normal Dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized,,2020-04-15 04:01:28,19181,archive,show,752,,2020-04-15 04:01:28,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 160768, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '1cd54caa4f696dfa140d7d8304d69920', 'filesize': 520351, 'objectid': 32418, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160768', 'filename': '11. Pendekatan Distribusi Log Normal Dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized Gamma (GG).pdf', 'hash_type': 'MD5', 'mtime': '2020-04-15 03:09:39'}], 'main': '11. Pendekatan Distribusi Log Normal Dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized Gamma (GG).pdf', 'docid': 32418, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32418', 'eprintid': 19181, 'placement': 1}]",,BIAStatistics,,['AC'],,,,,,,,,
11,['FMIPA9'],,disk0/00/01/91/88,public,2020-04-15 04:06:30,7,pub,published,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Nasional,,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/19188,other,"[{'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}, 'id': 'dksari13@gmail.com'}]",Pendugaan Galat Baku Nilai Tengah Menggunakan Metode Resampling Jacknife dan Bootstrap Nonparametric dengan Software R.2.15.0,,2020-04-15 04:06:30,19188,archive,show,752,,2020-04-15 04:06:30,"[{'eprintid': 19188, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32425', 'pos': 1, 'format': 'text', 'files': [{'hash': 'cbbcaa22397b91f4e8c3e5b60885f33a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160817, 'filename': '18. Pendugaan Galat Baku Nilai Tengah Menggunakan Metode Resampling Jacknife dan Bootstrap Nonparametric dengan Software R.2.15.0.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160817', 'objectid': 32425, 'filesize': 525164, 'mtime': '2020-04-15 03:23:42', 'hash_type': 'MD5'}], 'main': '18. Pendugaan Galat Baku Nilai Tengah Menggunakan Metode Resampling Jacknife dan Bootstrap Nonparametric dengan Software R.2.15.0.pdf', 'docid': 32425, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,Jurnal Gradien,,['AC'],,,,,,,,,
12,['FMIPA9'],BIAStatistics,disk0/00/03/80/59,public,2022-01-20 01:36:06,8,pub,published,"The aims of this study are to find variogram or semivariogram estimator for spatial
data, especially for nonstationery data, and to discuss the characteristics of estimator obtained by
Universal Kriging. In fact, this method uses the mean of sample data to form a trend or
nonstationary data. This study shows that the characteristics of the Universal Kriging estimator
are unbiased and variance minimum of estimator (BLUE). For computation purposes of the
aplication of the Universal Kriging algorithm graphs, this study developes R software language.

Keywords : Spatial Data, Variogram, Semivariogram, Kriging, BLUE (Best Linear Unbias 
Estimation)",8.0,2014-02-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/38059,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Lasmiasih', 'lineage': None, 'given': 'Katarina'}}, {'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'given': 'Dian', 'honourific': None, 'lineage': None, 'family': 'Kurniasari'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}]",KARAKTERISTIK PENDUGA VARIOGRAM UNTUK DATA NONSTASIONER,TRUE,2022-01-20 01:36:06,38059,archive,show,752,1.0,2022-01-20 01:36:06,"[{'placement': 1, 'eprintid': 38059, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159017', 'pos': 1, 'security': 'public', 'files': [{'datasetid': 'document', 'fileid': 432503, 'hash': '428d93cb139c99650984407b557b6625', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-19 18:22:40', 'objectid': 159017, 'filesize': 796434, 'filename': 'BIAStatistics Vol 8 No 1 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/432503'}], 'main': 'BIAStatistics Vol 8 No 1 (1).pdf', 'docid': 159017, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1907-6274,Jurusan Statistika FMIPA Universitas padjajaran,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",['QA'],http://biastatistics.statistics.unpad.ac.id/index.php/biastatistics/issue/archive,14-21,,,,,,,
13,['FMIPA9'],Jurnal GRADIEN,disk0/00/00/34/66,public,2017-06-12 02:06:16,6,pub,published,"Problem in analysis of regression research is the need of more than one independent variables in regression model. This condition often causes complication in estimating an important response, which results multiple linear regression that is not optimal.  In this condition, it is needed an optimalization that is essential in multiple linear regression. To be able to use independent variables optimally, response surface method is used. This method determines approaching function that is suitable in estimating the next dependent variable y. Optimal point of the result of the optimalization of multiple linear regression using three independent variables of the data of reaction rate for catalytic isomerization of n-pentane to isopentane is on saddle point. 
 
Keywords: multiple linear regression, response surface",10.0,2014-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/3466,article,"[{'name': {'given': 'Henoh Bayu', 'honourific': None, 'lineage': None, 'family': 'Murti'}, 'id': None}, {'id': 'dksari13@gmail.com', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'name': {'given': 'Widiarti', 'family': 'Widiarti', 'lineage': None, 'honourific': None}, 'id': None}]",Analisis Model Regresi Linear Berganda dengan Metode Response Surface,TRUE,2017-06-12 02:06:16,3466,archive,show,752,1.0,2017-06-12 02:06:16,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3338', 'eprintid': 3466, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'GRADIEN HENOH.pdf', 'files': [{'objectid': 3338, 'filesize': 4343474, 'uri': 'http://repository.lppm.unila.ac.id/id/file/24008', 'filename': 'GRADIEN HENOH.pdf', 'hash_type': 'MD5', 'mtime': '2017-06-06 07:43:53', 'datasetid': 'document', 'fileid': 24008, 'mime_type': 'application/pdf', 'hash': '41e45989f0d329662707b96c28194a36'}], 'docid': 3338}]",0216-2393,Fakultas MIPA Universitas Bengkulu,,['QA'],https://ejournal.unib.ac.id/index.php/gradien,957-962,,,,,,,
14,['FMIPA9'],,disk0/00/00/87/40,public,2018-10-29 04:15:45,7,pub,published,This Research is to study velocity profiles of analytical solution of unsteady fluid flow model in rectangular microchannel with slip boundary for the case of sinusoidal pressure gradient. We conclude that the profiles are similar for t*=0 and t*=1 but having opposite sign for t*=0.25 and t*=0.75,,2014-05-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8740,conference_item,"[{'name': {'family': 'Suharsono', 'lineage': None, 'honourific': None, 'given': 'Suharsono'}, 'id': 'suharsono.1962@fmipa.unila.ac.id'}]",INVESTASI NUMERIK PROFIL KECEPATAN ALIRAN FLUIDA PADA SALURAN MIKRO PERSEGI-PANJANG,TRUE,2018-10-29 04:15:45,8740,archive,show,845,,2018-10-29 04:15:45,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/21825', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 8740, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'INVESTIGASI NUMERIK.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-08-24 02:35:09', 'objectid': 21825, 'filesize': 2670176, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85224', 'filename': 'INVESTIGASI NUMERIK.pdf', 'datasetid': 'document', 'fileid': 85224, 'hash': '5abfc109c28f75e0e0df605376280306', 'mime_type': 'application/pdf'}], 'docid': 21825, 'format': 'text'}]",,,['Jurusan Matematika FMIPA Unila'],['QA'],,56-59,9-11 Mei 2014,paper,Bogor,Semirata 2014 BKS PTN Barat,conference,['Institut Pertanian Bogor'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]
15,['FMIPA9'],,disk0/00/01/92/44,public,2020-04-20 03:42:23,7,pub,published,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/19244,other,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}}]",Approximations of the Generalized Log-Logistic Distribution to the Chi-Square Distribution,,2020-04-20 03:42:23,19244,archive,show,516,,2020-04-20 03:42:23,"[{'eprintid': 19244, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32478', 'format': 'text', 'main': 'A07 - IS20% - Approximations_of_the_Generalized_Log_Logistic_Dis.pdf', 'docid': 32478, 'files': [{'hash': 'f8cf54b4b9c71f20121db9f857255535', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 161239, 'mtime': '2020-04-20 03:12:56', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161239', 'filename': 'A07 - IS20% - Approximations_of_the_Generalized_Log_Logistic_Dis.pdf', 'objectid': 32478, 'filesize': 1390737}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,IPTEK The Journal for Technology and Science,,['AC'],,,,,,,,,
16,['FMIPA9'],,disk0/00/01/92/43,public,2020-04-20 03:42:11,7,pub,published,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/19243,other,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]",Generalized Method of Moments' Characteristics and Its Application on Panel Data,,2020-04-20 03:42:11,19243,archive,show,516,,2020-04-20 03:42:11,"[{'format': 'text', 'main': 'A06 - IS24% - GENERALIZED_METHOD_OF_MOMENTS__CHARACTERISTICS_AND.pdf', 'docid': 32477, 'files': [{'mime_type': 'application/pdf', 'hash': '4f2412b560a508d6d90de69421ffc58c', 'datasetid': 'document', 'fileid': 161226, 'uri': 'http://repository.lppm.unila.ac.id/id/file/161226', 'filename': 'A06 - IS24% - GENERALIZED_METHOD_OF_MOMENTS__CHARACTERISTICS_AND.pdf', 'filesize': 1919075, 'objectid': 32477, 'mtime': '2020-04-20 03:10:38', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 19243, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32477', 'pos': 1}]",,Science International (Lahore),,['AC'],,,,,,,,,
17,['FMIPA9'],,disk0/00/01/92/45,public,2020-04-20 03:42:48,7,pub,published,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/19245,other,"[{'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]","On the Moments, Cumulants, and Characteristics Function of The Log-Logistic Distribution",,2020-04-20 03:42:48,19245,archive,show,516,,2020-04-20 03:42:48,"[{'placement': 1, 'eprintid': 19245, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32479', 'pos': 1, 'security': 'public', 'files': [{'objectid': 32479, 'filesize': 1590220, 'filename': 'A08 - IS24% - On_the_Moments__Cumulants__and_Characteristic_Func.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161246', 'hash_type': 'MD5', 'mtime': '2020-04-20 03:14:44', 'fileid': 161246, 'datasetid': 'document', 'hash': '25a7fd85ca5e145dd35af003f71a7b84', 'mime_type': 'application/pdf'}], 'main': 'A08 - IS24% - On_the_Moments__Cumulants__and_Characteristic_Func.pdf', 'docid': 32479, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,IPTEK The Journal for Technology and Science,,['AC'],,,,,,,,,
18,['FMIPA9'],"IPTEK, The Journal for Technology and Science",disk0/00/00/01/21,public,2016-07-12 02:04:28,9,pub,,"The main purpose of this article is to do approximations graphically and mathematically the four-parameter generalized log-logistic distribution, denoted by G4LL( ), to the one-parameter Chi-square distribution with υ degrees of freedom. In order to achieve this purpose, this article creates graphically the probability density functions of both distribution and derives mathematically the MGF of the both distributions. To prove the MGF of Chi-square as a special case of the MGF of G4LL distribution, we utilized an expansion of the MacLaurin series. The results show that graphically, the Chi-square distribution can be approximated by the generalized log-logistic distribution. Moreover, by letting ( ) and , the MGF of the G4LL distribution can be written in the form of the MGF of the Chi-square distribution. Thus, the Chi-square distribution is a limiting or special case distribution of the generalized log-logistic distribution.
Keywordschi-square distribution, generalized log-logistic distribution, moment generating function, MacLaurin series",25.0,2014-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/121,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'chacho81@yahoo.com'}, {'name': {'given': 'Kartika Candra', 'honourific': None, 'lineage': None, 'family': 'Buana'}, 'id': 'kartikacandrabuana@yahoo.com'}, {'name': {'family': 'Kurniasari', 'lineage': None, 'honourific': None, 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}]",Approximations of the Generalized Log-Logistic Distribution to the Chi-Square Distribution,TRUE,2016-07-12 02:04:28,121,archive,show,7,1.0,2016-07-12 03:52:08,"[{'format': 'text', 'main': '3 Approximations of the Generalized Log-Logistic Distribution to the Chi-Square Distribution.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '70b21000de5a423be42e68d41772f1bc', 'datasetid': 'document', 'fileid': 712, 'uri': 'http://repository.lppm.unila.ac.id/id/file/712', 'filename': '3 Approximations of the Generalized Log-Logistic Distribution to the Chi-Square Distribution.pdf', 'objectid': 135, 'filesize': 547432, 'mtime': '2016-07-12 01:59:23', 'hash_type': 'MD5'}], 'docid': 135, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 121, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/135', 'pos': 1}]",2088-2033,,,['AC'],,7-12,,,,,,,
19,['FMIPA9'],"IPTEK, The Journal for Technology and Science",disk0/00/00/01/20,public,2016-07-12 01:54:57,9,pub,,"This research examine about the moments, cumulants, and characteristic function of the log-logistic distribution. Therefore, the purposes of this article are (1) finding moments of the log-logistic distribution by using moment generating function and by definition of expected values of the log-logistic random variable and (2) finding the cumulants and characteristic function of the log-logistic distribution. Log-logistic distribution has two parameters: the shape parameter α and β as a parameter scale. Moments of the log-logistic distribution can be determined by using the moment generating function or the definition of expected value. Cumulants determined by the moments that have been found previously. Furthermore, skewness and kurtosis can be determined from the log-logistic distribution. While the characteristic function is the expected value of , which I as an imaginary number.

Keywords: Log-logistic Distribution, Moments, Cumulants, Characteristics Function.",25.0,2014-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/120,article,"[{'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}, 'id': 'chacho81@yahoo.com'}, {'name': {'given': 'Dian', 'family': 'Ekawati', 'lineage': None, 'honourific': None}, 'id': 'diianekaa@gmail.com'}, {'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}}]","On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution",TRUE,2016-07-12 01:54:57,120,archive,show,7,3.0,2016-07-12 03:55:18,"[{'placement': 1, 'eprintid': 120, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134', 'pos': 1, 'security': 'public', 'files': [{'hash': '9392f10c07cecee4c7c6e5de96c916af', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 705, 'mtime': '2016-07-12 01:45:46', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/705', 'filename': '23 On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution.pdf', 'filesize': 787288, 'objectid': 134}], 'main': '23 On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution.pdf', 'docid': 134, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2088-2033,,,['AC'],,78-82,,,,,,,
20,['FMIPA9'],Science International,disk0/00/00/01/22,public,2016-07-12 02:17:12,8,pub,,"Generalized Method of Moments (GMM) is an estimation procedure that allows
econometric models especially in panel data to be specified while avoiding often unwanted or
unnecessary assumptions, such as specifying a particular distribution for the errors. Panel data is
combination of time series and cross section data that contain observations on thousands of
individuals or families, each observed at several points in time. Furthermore, the Generalized Method
of Moments estimator is obtained by minimizing the criterion function by making sample moment
match the population moment.The point of this research is to analyze characteristics GMM estimator
on panel data fixed effect models especially unbiasedness, variance minimum, consistency, and
normal asymptotic distributed estimator properties. This paper also provide the application of GMM
estimation on the area of “Cost for United States Airlines on Six Firms from 1970-1984”.
Keywords: Panel Data; Generalized Method of Moments; Unbiasedness; Variance Minimum;
Consistency; Normal Asymptotic Distributed",26.0,1970-01-01 00:00:00.000002014,http://repository.lppm.unila.ac.id/id/eprint/122,article,"[{'id': 'chacho81@yahoo.com', 'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}}, {'name': {'lineage': None, 'family': 'Utami', 'honourific': None, 'given': 'Bernadhita H. S.'}, 'id': '.'}, {'name': {'family': 'Kurniasari', 'lineage': None, 'honourific': None, 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}, {'name': {'given': 'Mustofa', 'family': 'Usman', 'lineage': None, 'honourific': None}, 'id': '.'}]",GENERALIZED METHOD OF MOMENTS’ CHARACTERISTICS AND ITS APPLICATION ON PANELDATA,TRUE,2016-07-12 02:17:12,122,archive,show,7,3.0,2016-07-12 03:53:47,"[{'eprintid': 122, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136', 'pos': 1, 'format': 'text', 'main': '18 GENERALIZED METHOD OF MOMENTS’ CHARACTERISTICS AND ITS APPLICATION ON PANELDATA.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/720', 'filename': '18 GENERALIZED METHOD OF MOMENTS’ CHARACTERISTICS AND ITS APPLICATION ON PANELDATA.pdf', 'objectid': 136, 'filesize': 398702, 'mtime': '2016-07-12 02:08:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c0a0fa8f67c2108c884a37a3ef5e457c', 'fileid': 720, 'datasetid': 'document'}], 'docid': 136, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",1013-5316,,,['AC'],,985-990,,,,,,,
21,['FMIPA9'],Jurnal GRADIEN,disk0/00/00/34/68,public,2017-06-12 02:04:51,6,pub,published,"Metode Jackknife dan Bootstrap merupakan metode berbasis resampling. Kedua metode ini biasa digunakan untuk inferensia statistic, yaitu pada pendugaan parameter dengan sebaran awal yang tidak diketahui. Metode Jackknife dan Boostrap merupakan metode yang tidak didasarkan pada pemenuhan asumsi tertentu, sehingga metode ini dapat diterapkan pada seluruh data kuantitatif. Secara teori dapat dibuktikan bahwa metode Jackknife merupakan penduga yang baik untuk data asal. Namun berdasarkan kreteria Kuadrat Tengah Galat (KTG), metode Bootstrap lebih tepat digunakan karena menghasilkan nilai KTG yang lebih kecil dibanding metode jackknife. 
 
Kata Kunci: Jackknife, Bootstrap, Resampling",10.0,2014-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/3468,article,"[{'name': {'given': 'Septiana', 'lineage': None, 'family': 'Wulandari', 'honourific': None}, 'id': None}, {'id': 'dksari13@gmail.com', 'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}}, {'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': None}]",Pendugaan Galat Baku Nilai Tengah Menggunakan Metode Resampling Jackknife dan Bootstrap Nonparametric dengan Software R 2.15.0,TRUE,2017-06-12 02:04:51,3468,archive,show,752,1.0,2017-06-12 02:04:51,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3341', 'pos': 1, 'eprintid': 3468, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 24022, 'datasetid': 'document', 'hash': 'b76861d5d2346029196da8cef0a6d047', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-06 07:53:32', 'filesize': 3140478, 'objectid': 3341, 'filename': 'GRADIEN SEPTIANA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/24022'}], 'main': 'GRADIEN SEPTIANA.pdf', 'docid': 3341}]",0216-2393,Fakultas MIPA Universitas Bengkulu,,['QA'],https://ejournal.unib.ac.id/index.php/gradien,963-966,,,,,,,
