,title,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,publisher,dir,divisions,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,uri,abstract,publication,refereed,contact_email,pagerange,number,official_url,issn,volume,event_title,event_type,pres_type,event_dates,event_location,note,corp_creators,contributors,id_number,related_url
34,"Bukti Korespondensi Artikel ""Idempotent Matrix Over Skew Generalized Power Series Ring""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}}, {'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2022-11-18 01:11:29,archive,46700,2022-11-18 01:11:29,"[{'main': 'Bukti Koresponden - JFMA.pdf', 'docid': 185610, 'files': [{'mtime': '2022-11-17 12:08:00', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514467', 'filename': 'Bukti Koresponden - JFMA.pdf', 'filesize': 187549, 'objectid': 185610, 'mime_type': 'application/pdf', 'hash': 'fa21aa8b0791632be301a5ab60c7a686', 'fileid': 514467, 'datasetid': 'document'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 46700, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185610', 'pos': 1, 'security': 'public'}]",300,"Department of Mathematics, Faculty of Science and Mathematics, Diponegoro University",disk0/00/04/67/00,['FMIPA9'],7,unpub,public,2022-11-18 01:11:29,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/46700,,,,,,,,,,,,,,,,,,,
35,"Bukti Korespondensi Artikel ""The Ring Homomorphism of Matrix Rings over Skew Generalized Power Series Rings""",other,"[{'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2022-11-18 01:11:49,archive,46708,2022-11-18 01:11:50,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185620', 'security': 'public', 'placement': 1, 'eprintid': 46708, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 185620, 'main': 'Bukti Koresponden - Cauchy.pdf', 'files': [{'fileid': 514516, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd6ea976ffb0547dba2188a0d6ae765a2', 'objectid': 185620, 'filesize': 281179, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514516', 'filename': 'Bukti Koresponden - Cauchy.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-18 00:08:33'}], 'format': 'text'}]",300,Universitas Islam Negeri Maulana Malik Ibrahim Malang,disk0/00/04/67/08,['FMIPA9'],7,unpub,public,2022-11-18 01:11:49,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/46708,,,,,,,,,,,,,,,,,,,
36,"Bukti Korespondensi Artikel ""The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-Module""",other,"[{'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'lineage': None, 'honourific': None, 'given': 'Fitriani'}}]",show,2022-11-18 01:12:16,archive,46715,2022-11-18 01:12:16,"[{'format': 'text', 'main': 'unila.ac.id Mail - [ajpm] Submission Acknowledgement.pdf', 'docid': 185627, 'files': [{'hash': '73f4a88dcc86c8a0b40b5d01669fe94a', 'mime_type': 'application/pdf', 'fileid': 514565, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514565', 'filename': 'unila.ac.id Mail - [ajpm] Submission Acknowledgement.pdf', 'filesize': 69317, 'objectid': 185627, 'mtime': '2022-11-18 00:55:55', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 46715, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185627'}]",300,UIN Raden Intan Lampung,disk0/00/04/67/15,['FMIPA9'],7,unpub,public,2022-11-18 01:12:16,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/46715,,,,,,,,,,,,,,,,,,,
37,"Bukti Korespondensi Artikel ""Determining the Noetherian Property of Generalized Power Series Modules by Using X-Sub-Exact Sequence""",other,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}}, {'id': 'sifriyani@fmipa.unmul.ac.id', 'name': {'given': 'Sifriyani', 'honourific': None, 'family': 'Sifriyani', 'lineage': None}}]",show,2022-11-18 02:28:56,archive,46721,2022-11-18 02:28:56,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185635', 'eprintid': 46721, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Bukti Koresponden - ICASMI.pdf', 'docid': 185635, 'files': [{'fileid': 514633, 'datasetid': 'document', 'hash': 'cf6630deba7c0583c8df4fd2ce2bfb7e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-18 01:12:51', 'objectid': 185635, 'filesize': 150331, 'filename': 'Bukti Koresponden - ICASMI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514633'}]}]",300,IOP,disk0/00/04/67/21,['FMIPA9'],7,unpub,public,2022-11-18 02:28:56,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/46721,,,,,,,,,,,,,,,,,,,
38,"Hasil Peer Review KArya Ilmiah dengan judul ""MODUL BERSUPLEMEN UTAMA SEBAGAI GENERALISASI DARI MODUL BERSUPLEMEN""",other,"[{'name': {'family': 'Fitriani', 'lineage': None, 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-06-18 00:59:49,archive,22620,2020-06-18 00:59:49,"[{'main': '4. MODUL BERSUPLEMEN UTAMA SEBAGAI GENERALISASI DARI MODUL BERSUPLEMEN.pdf', 'docid': 36088, 'files': [{'datasetid': 'document', 'fileid': 207450, 'hash': '52f52c8630701961c439ba474d59a411', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-17 13:48:36', 'filesize': 866096, 'objectid': 36088, 'filename': '4. MODUL BERSUPLEMEN UTAMA SEBAGAI GENERALISASI DARI MODUL BERSUPLEMEN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207450'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 22620, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36088', 'security': 'public'}]",263,Jurusan Matematika UNDIP,disk0/00/02/26/20,['FMIPA9'],7,pub,public,2020-06-18 00:59:49,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22620,,,,,,,,,,,,,,,,,,,
39,"Hasil Peer Review Karya Ilmiah dengan judul ""A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules""",other,"[{'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-06-19 03:39:18,archive,22671,2020-06-19 03:39:18,"[{'main': '6. A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules.pdf', 'docid': 36143, 'files': [{'objectid': 36143, 'filesize': 891842, 'filename': '6. A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207909', 'hash_type': 'MD5', 'mtime': '2020-06-19 03:19:57', 'fileid': 207909, 'datasetid': 'document', 'hash': '9fbb61295b3c9f66675fdc461827ddaa', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 22671, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36143', 'security': 'public'}]",263,IOP Publishing,disk0/00/02/26/71,['FMIPA9'],7,pub,public,2020-06-19 03:39:18,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22671,,,,,,,,,,,,,,,,,,,
40,"Hasil Peer Review Karya Ilmiah dengan judul ""Generalization of U-Generator and M-Subgenerator Related to Category σ[M]""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}}]",show,2020-06-18 00:59:20,archive,22617,2020-06-18 00:59:20,"[{'format': 'text', 'docid': 36085, 'main': '1. Generalization of U-Generator and M-Subgenerator Related to Category σ[M].pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '3728e3032edcdf70920588f6a040ac82', 'datasetid': 'document', 'fileid': 207429, 'mtime': '2020-06-17 13:36:50', 'hash_type': 'MD5', 'filename': '1. Generalization of U-Generator and M-Subgenerator Related to Category σ[M].pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207429', 'objectid': 36085, 'filesize': 899129}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 22617, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36085', 'pos': 1}]",263,Canadian,disk0/00/02/26/17,['FMIPA9'],7,pub,public,2020-06-18 00:59:20,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22617,,,,,,,,,,,,,,,,,,,
41,"Hasil Peer Review Karya Ilmiah dengan judul ""ON SUB-EXACT SEQUENCES""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-06-18 00:59:30,archive,22618,2020-06-18 00:59:30,"[{'eprintid': 22618, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36086', 'pos': 1, 'format': 'text', 'files': [{'filesize': 914140, 'objectid': 36086, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207436', 'filename': '2. ON SUB-EXACT SEQUENCES.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-17 13:42:26', 'fileid': 207436, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '80cdaa7427030110810827ee727e24b6'}], 'main': '2. ON SUB-EXACT SEQUENCES.pdf', 'docid': 36086, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",263,Pushpa Publishing House,disk0/00/02/26/18,['FMIPA9'],7,pub,public,2020-06-18 00:59:30,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22618,,,,,,,,,,,,,,,,,,,
42,"Hasil Peer Review Karya Ilmiah dengan judul ""On X-sub-linearly independent modules""",other,"[{'name': {'given': 'Fitriani', 'family': 'Fitriani', 'lineage': None, 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-06-19 03:39:26,archive,22672,2020-06-19 03:39:26,"[{'main': '7. On X-sub-linearly independent modules.pdf', 'files': [{'hash': '90d4a5728f1d5c3ce8b4e24882f9b58a', 'mime_type': 'application/pdf', 'fileid': 207916, 'datasetid': 'document', 'mtime': '2020-06-19 03:22:26', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207916', 'filename': '7. On X-sub-linearly independent modules.pdf', 'filesize': 905842, 'objectid': 36144}], 'docid': 36144, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 22672, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36144', 'pos': 1, 'security': 'public'}]",263,IOP Publishing,disk0/00/02/26/72,['FMIPA9'],7,pub,public,2020-06-19 03:39:26,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22672,,,,,,,,,,,,,,,,,,,
43,"Hasil Peer Review Karya Ilmiah dengan judul ""PERBANDINGAN PROGRAM DINAMIS DAN ALGORITMA GREEDY DALAM MENYELESAIKAN MASALAH CHINESE POSTMAN PROBLEM""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-06-19 03:39:35,archive,22673,2020-06-19 03:39:35,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36145', 'security': 'public', 'placement': 1, 'eprintid': 22673, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'mime_type': 'application/pdf', 'hash': '1de85cebfc8719f3f8fe1580c9f3bab0', 'fileid': 207923, 'datasetid': 'document', 'filename': '8. PERBANDINGAN PROGRAM DINAMIS DAN ALGORITMA GREEDY DALAM MENYELESAIKAN MASALAH CHINESE POSTMAN PROBLEM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207923', 'objectid': 36145, 'filesize': 892914, 'mtime': '2020-06-19 03:25:22', 'hash_type': 'MD5'}], 'main': '8. PERBANDINGAN PROGRAM DINAMIS DAN ALGORITMA GREEDY DALAM MENYELESAIKAN MASALAH CHINESE POSTMAN PROBLEM.pdf', 'docid': 36145, 'format': 'text'}]",263,FMIPA Universitas Lampung,disk0/00/02/26/73,['FMIPA9'],7,pub,public,2020-06-19 03:39:35,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22673,,,,,,,,,,,,,,,,,,,
44,"Hasil Peer Review Karya Ilmiah dengan judul ""Persamaan Umum Jumlah Edge dan Titik pada Cycle Extension Cubic Graph""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-06-19 03:39:10,archive,22670,2020-06-19 03:39:10,"[{'placement': 1, 'eprintid': 22670, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36142', 'pos': 1, 'security': 'public', 'files': [{'mtime': '2020-06-19 03:13:53', 'hash_type': 'MD5', 'filename': '5. Persamaan Umum Jumlah Edge dan Titik pada Cycle Extension Cubic Graph.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207902', 'filesize': 859641, 'objectid': 36142, 'mime_type': 'application/pdf', 'hash': 'f3964bbd128df5c5a353b8dbbbf5506a', 'datasetid': 'document', 'fileid': 207902}], 'main': '5. Persamaan Umum Jumlah Edge dan Titik pada Cycle Extension Cubic Graph.pdf', 'docid': 36142, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",263,Jurusan Matematika UNDIP,disk0/00/02/26/70,['FMIPA9'],7,pub,public,2020-06-19 03:39:10,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22670,,,,,,,,,,,,,,,,,,,
45,"Hasil Peer Review Karya Ilmiah dengan judul ""Representasi Turnamen Round-Robin Dengan Menggunakan Graf Hamiltonian dan Matriks""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-06-19 03:40:02,archive,22676,2020-06-19 03:40:02,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36148', 'eprintid': 22676, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '11. Representasi Turnamen Round-Robin.pdf', 'docid': 36148, 'files': [{'mime_type': 'application/pdf', 'hash': '0eede8d0fd6114fdd61039de5ce2dd74', 'fileid': 207944, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207944', 'filename': '11. Representasi Turnamen Round-Robin.pdf', 'objectid': 36148, 'filesize': 885367, 'mtime': '2020-06-19 03:31:57', 'hash_type': 'MD5'}]}]",263,FMIPA Universitas Lampung,disk0/00/02/26/76,['FMIPA9'],7,pub,public,2020-06-19 03:40:02,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22676,,,,,,,,,,,,,,,,,,,
46,"Hasil Peer Review Karya Ilmiah dengan judul ""Syarat Perlu Suatu Modul Merupakan Modul Distributif Lemah dan Ring Endomorfisma dari Modul Distributif Lemah""",other,"[{'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-06-19 03:39:56,archive,22675,2020-06-19 03:39:56,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36147', 'pos': 1, 'eprintid': 22675, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '10. Syarat Perlu Suatu Modul Merupakan Modul Distributif Lemah dan Ring Endomorfisma dari Modul Distributif Lemah.pdf', 'files': [{'hash': 'c47449ef36395fbf99cf5286dbd4cf21', 'mime_type': 'application/pdf', 'fileid': 207937, 'datasetid': 'document', 'mtime': '2020-06-19 03:30:05', 'hash_type': 'MD5', 'filename': '10. Syarat Perlu Suatu Modul Merupakan Modul Distributif Lemah dan Ring Endomorfisma dari Modul Distributif Lemah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207937', 'filesize': 888489, 'objectid': 36147}], 'docid': 36147}]",263,FMIPA Universitas Lampung,disk0/00/02/26/75,['FMIPA9'],7,pub,public,2020-06-19 03:39:56,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22675,,,,,,,,,,,,,,,,,,,
47,"Hasil Peer Review Karya Ilmiah dengan judul ""Teorema Jacobson Density""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}}]",show,2020-06-19 03:39:49,archive,22674,2020-06-19 03:39:49,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36146', 'pos': 1, 'eprintid': 22674, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 207930, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'bf5982b40f54b92020cc8dbed0588321', 'filesize': 865108, 'objectid': 36146, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207930', 'filename': '9. Teorema Jacobson Density.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-19 03:27:07'}], 'main': '9. Teorema Jacobson Density.pdf', 'docid': 36146}]",263,FMIPA Universitas Lampung,disk0/00/02/26/74,['FMIPA9'],7,pub,public,2020-06-19 03:39:49,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22674,,,,,,,,,,,,,,,,,,,
48,"Hasil Peer Review Karya Ilmiah dengan judul ""The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-06-18 00:59:40,archive,22619,2020-06-18 00:59:40,"[{'placement': 1, 'eprintid': 22619, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36087', 'pos': 1, 'security': 'public', 'docid': 36087, 'main': '3. The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module.pdf', 'files': [{'filename': '3. The Sufficient Conditions for Skew Generalized Power Series Module M[[S,w]] to be T[[S,w]]-Noetherian R[[S,w]]-module.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/207443', 'filesize': 870453, 'objectid': 36087, 'mtime': '2020-06-17 13:45:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd4801277724445bea4cefb18f2dee319', 'fileid': 207443, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",263,PSPM UIN Raden Intan Lampung,disk0/00/02/26/19,['FMIPA9'],7,pub,public,2020-06-18 00:59:40,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22619,,,,,,,,,,,,,,,,,,,
49,"Hasil Peer Review Karya Ilmiah dengan juful ""ON SUB-EXACT SEQUENCES""",other,"[{'name': {'family': 'Fitriani', 'lineage': None, 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-06-23 08:44:26,archive,22719,2020-06-23 08:44:26,"[{'format': 'text', 'main': 'FJMS001.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-23 07:44:39', 'filesize': 96794, 'objectid': 36220, 'uri': 'http://repository.lppm.unila.ac.id/id/file/208486', 'filename': 'FJMS001.pdf', 'datasetid': 'document', 'fileid': 208486, 'mime_type': 'application/pdf', 'hash': 'de7febe3bc0bcb4de83314734c9291be'}], 'docid': 36220, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 22719, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36220'}, {'docid': 36221, 'main': '2. ON SUB-EXACT SEQUENCES.pdf', 'files': [{'objectid': 36221, 'filesize': 559086, 'uri': 'http://repository.lppm.unila.ac.id/id/file/208488', 'filename': '2. ON SUB-EXACT SEQUENCES.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-23 07:49:48', 'fileid': 208488, 'datasetid': 'document', 'hash': '9608d1b1e1d726a9a9e07f87c7b3f2ef', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'eprintid': 22719, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36221', 'security': 'public'}]",263,Pushpa Publishing House,disk0/00/02/27/19,['FMIPA9'],8,pub,public,2020-06-23 08:44:26,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22719,,,,,,,,,,,,,,,,,,,
50,"Hasil Silmilarity Karya Ilmiah berjudul ""On_X_sub_linearly_independent_modules""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",show,2020-07-06 04:01:57,archive,22994,2020-07-06 04:01:57,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'IS19% - On_X_sub_linearly_independent_modules.pdf', 'docid': 36555, 'files': [{'datasetid': 'document', 'fileid': 211014, 'mime_type': 'application/pdf', 'hash': '823d6f8ae03089f0aa5dfd44611cbff0', 'hash_type': 'MD5', 'mtime': '2020-07-06 03:43:37', 'filesize': 1364194, 'objectid': 36555, 'filename': 'IS19% - On_X_sub_linearly_independent_modules.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211014'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36555', 'pos': 1, 'eprintid': 22994, 'placement': 1}]",263,IOP Publishing,disk0/00/02/29/94,['FMIPA9'],7,pub,public,2020-07-06 04:01:57,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22994,,,,,,,,,,,,,,,,,,,
51,"Hasil Similarity Karya Ilmiah berjudul ""A_Generalization_of_Basis_and_Free_Modules_Relative""",other,"[{'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",show,2020-07-06 04:01:45,archive,22993,2020-07-06 04:01:45,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36554', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22993, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 211007, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '1c83e89f36e6e0025d7f9f7dcacf5328', 'filesize': 1998300, 'objectid': 36554, 'filename': 'IS17% - A_Generalization_of_Basis_and_Free_Modules_Relativ.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211007', 'hash_type': 'MD5', 'mtime': '2020-07-06 03:39:36'}], 'main': 'IS17% - A_Generalization_of_Basis_and_Free_Modules_Relativ.pdf', 'docid': 36554, 'format': 'text'}]",263,IOP Publishing,disk0/00/02/29/93,['FMIPA9'],7,pub,public,2020-07-06 04:01:45,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22993,,,,,,,,,,,,,,,,,,,
52,"Hasil Similarity Karya Ilmiah berjudul ""Generalization_of_U_Generator_and_M_Subgenerator_R""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}}]",show,2020-07-06 04:02:07,archive,22995,2020-07-06 04:02:07,"[{'format': 'text', 'main': 'IS22% - Generalization_of_U_Generator_and_M_Subgenerator_R.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-07-06 03:46:43', 'filesize': 1841368, 'objectid': 36556, 'filename': 'IS22% - Generalization_of_U_Generator_and_M_Subgenerator_R.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211021', 'datasetid': 'document', 'fileid': 211021, 'mime_type': 'application/pdf', 'hash': '6c4dce2b343a8982e2c7902fe0d53e02'}], 'docid': 36556, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 22995, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36556', 'pos': 1}]",263,Canadian,disk0/00/02/29/95,['FMIPA9'],7,pub,public,2020-07-06 04:02:07,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22995,,,,,,,,,,,,,,,,,,,
53,"Hasil Similarity Karya Ilmiah berjudul ""ON_SUB_EXACT_SEQUENCES""",other,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}]",show,2020-07-06 04:02:29,archive,22996,2020-07-06 04:02:29,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36557', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22996, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'IS22% - ON_SUB_EXACT_SEQUENCES.pdf', 'docid': 36557, 'files': [{'mtime': '2020-07-06 03:49:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211028', 'filename': 'IS22% - ON_SUB_EXACT_SEQUENCES.pdf', 'objectid': 36557, 'filesize': 1640973, 'mime_type': 'application/pdf', 'hash': '1d66855ba346ac5fbf873964f2012d22', 'fileid': 211028, 'datasetid': 'document'}], 'format': 'text'}]",263,Pushpa Publishing House,disk0/00/02/29/96,['FMIPA9'],7,pub,public,2020-07-06 04:02:29,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/22996,,,,,,,,,,,,,,,,,,,
