,date,uri,abstract,date_type,subjects,event_title,ispublished,rev_number,full_text_status,status_changed,event_type,divisions,dir,lastmod,official_url,documents,userid,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,event_location,title,event_dates,refereed,creators,pres_type,type,corp_creators,publisher,publication,issn,number,volume,related_url,id_number,place_of_pub,contact_email,succeeds,isbn,pages,series,contributors,note,funders,projects
39,2018-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8610,"Let $\mathcal{U}$ be a non-empty set of $R$-modules. $R$-module $N$ is generated by $\mathcal{U}$ if there is an epimorphism from $\oplus_{\Lambda}U_{\lambda}$ to $N$, where $U_{\lambda} \in \mathcal{U}$, for every $\lambda \in \Lambda$. $R$-module $M$ is a subgenerator for $N$ if $N$ is isomorphic to a submodule of an $M$-generated module. In this paper, we introduce a $\mathcal{U}_{V}$-generator, where $V$ be a submo\-dule of $\oplus_{\Lambda}U_{\lambda}$, as a generalization of $\mathcal{U}$-generator by using the concept of $V$-coexact sequence. We also provide a $\mathcal{U}_{V}$-subgenerator motivated by the concept of $M$-subgenerator. Furthermore, we give some properties of $\mathcal{U}_{V}$-generated and $\mathcal{U}_{V}$-subgenerated modules related to category $\sigma[M]$. We also investigate the existence of pullback and pushout of a pair of morphisms of $\mathcal{U}_{V}$-subgenerated modules. We prove that the collection of $\mathcal{U}_{V}$-subgenerated modules are closed under submodules and factor modules.",published,['QA'],,pub,10,public,2018-08-03 07:37:12,,['FMIPA9'],disk0/00/00/86/10,2018-08-03 07:37:12,http://www.ccsenet.org/journal/html/jmr/articles/74976.html,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/21667', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 8610, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Published Online-Fitriani-Journal of Mathematics Research.pdf', 'files': [{'mtime': '2018-07-12 03:22:21', 'hash_type': 'MD5', 'filename': 'Published Online-Fitriani-Journal of Mathematics Research.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84210', 'filesize': 63488, 'objectid': 21667, 'mime_type': 'application/pdf', 'hash': 'e5167fc201aa8dc800b75475bf926731', 'datasetid': 'document', 'fileid': 84210}], 'docid': 21667, 'format': 'text'}]",263,show,101-106,2018-08-03 07:37:12,"Adkins, W. A., & Weintraub S. H. (1992). Algebra ”An Approach via Module Theory”. New York: Springer-Verlag.
https://doi.org/10.1007/978-1-4612-0923-2

Anderson, F. W., & Fuller, K. R. (1992). Rings and categories of Modules. New York: Springer-Verlag.
https://doi.org/10.1007/978-1-4612-4418-9

Anvariyeh, S. M., & Davvaz, B. (2005). On Quasi-Exact Sequences. Bull. Korean Math. Soc., 42(1), 149-155.
https://doi.org/10.4134/BKMS.2005.42.1.149

Anvariyeh, S. M., & Davvaz, B. (2002). U-Split-Exact Sequences. Far East J. Math. Sci.(FJMS), 4(2), 209-219.

Clark, J., Lomp, C., Vanaja, N., & Wisbauer, R. (2006). Lifting Modules. Switzerland: Birkhauser Verlag.
https://doi.org/10.1007/3-7643-7573-6

Davvaz, B., & Parnian-Garamaleky, Y. A. (1999). A Note on Exact Sequences, Bull.Malays. Math. Sci. Soc. 22(1),
53-56.

Davvaz, B., & Shabani-Solt, H. A. (2002). Generalization of Homological Algebra. J. Korean Math. Soc. 39(6), 881-898.

Fitriani, Surodjo, B., & Wijayanti, I. E. (2016). On X-sub-exact Sequences. Far East J. Math. Sci. (FJMS) 100(7),
1055-1065. http://dx.doi.org/10.17654/MS100071055

Fitriani, Surodjo, B., & Wijayanti, I. E. (2017). On X-sub-linearly Independent Modules. J. Phys.: Conf. Ser. 893,
012008. https://doi.org/10.1088/1742-6596/893/1/012008

Ozcan, A. C¸ ., Harmanci, A., & Smith, P. F. (2006). Duo Modules. Glasgow Math. J., 48, 533-545.
https://doi.org/10.1017/S0017089506003260

Wisbauer, R. (1991). Foundation of Module and Ring Theory. Philadelphia: Gordon and Breach.",archive,8610,,"Generalization of U-Generator and M-Subgenerator Related to
Category σ[M]",,TRUE,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'lineage': None, 'honourific': None, 'given': 'Fitriani'}}, {'name': {'given': 'Indah', 'lineage': None, 'family': 'Emilia Wijayanti', 'honourific': None}, 'id': 'ind_wijayanti@ugm.ac.id'}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'family': 'Surodjo', 'lineage': None, 'honourific': None, 'given': 'Budi'}}]",,article,,Canadian Center of Science and Education,Journal of Mathematics Research,1916-9795,4.0,10.0,,,,fitriani_mathunila@yahoo.co.id,,,,,,,,
40,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/45510,,,['QA'],,pub,7,public,2022-10-05 04:06:51,,['FMIPA9'],disk0/00/04/55/10,2022-10-05 04:06:51,,"[{'docid': 184286, 'main': 'Sifat-Sifat Modul U-Bebas (1).pdf', 'files': [{'objectid': 184286, 'filesize': 263908, 'filename': 'Sifat-Sifat Modul U-Bebas (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505410', 'hash_type': 'MD5', 'mtime': '2022-10-05 03:50:31', 'fileid': 505410, 'datasetid': 'document', 'hash': '142ca1c5f010818e69905b946d633675', 'mime_type': 'application/pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 45510, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184286', 'security': 'public'}]",263,show,,2022-10-05 04:06:51,,archive,45510,,Hasil cek similaritas 'Sifat-Sifat Modul U-Bebas',,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'given': 'Indah Emilia', 'honourific': None, 'lineage': None, 'family': 'Wijayanti'}}, {'name': {'lineage': None, 'family': 'Surodjo', 'honourific': None, 'given': 'Budi'}, 'id': 'surodjo_b@ugm.ac.id'}]",,other,,Universitas Brawijaya,,,,,,,,,,,,,,,,
41,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/45518,,published,['QA'],,pub,7,public,2022-10-05 06:28:37,,['FMIPA9'],disk0/00/04/55/18,2022-10-05 06:28:37,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184294', 'pos': 1, 'eprintid': 45518, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules .pdf', 'docid': 184294, 'files': [{'datasetid': 'document', 'fileid': 505482, 'mime_type': 'application/pdf', 'hash': 'f69d904ac1cdc273419b6f03eb6bab74', 'objectid': 184294, 'filesize': 518947, 'filename': 'A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505482', 'hash_type': 'MD5', 'mtime': '2022-10-05 04:34:53'}]}]",263,show,,2022-10-05 06:28:37,,archive,45518,,Hasil cek similaritas artikel 'A Generalization of Basis and Free Modules Relatives to a Family U of R-Modules',,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}, {'name': {'family': 'Wijayanti', 'lineage': None, 'honourific': None, 'given': 'Indah Emilia'}, 'id': 'ind_wijayanti@ugm.ac.id'}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'family': 'Surodjo', 'lineage': None, 'honourific': None, 'given': 'Budi'}}]",,other,,IOP Publishing,,,,,,,,,,,,,,,,
42,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/45520,,,['QA'],,pub,7,public,2022-10-05 06:28:39,,['FMIPA9'],disk0/00/04/55/20,2022-10-05 06:28:39,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'fileid': 505493, 'datasetid': 'document', 'hash': '7d2f31c158e7f259529116cfa5204557', 'mime_type': 'application/pdf', 'filesize': 126084, 'objectid': 184296, 'filename': 'Generalization of U-Generator and M-Subgenerator Related to Categori sigma[M].pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505493', 'hash_type': 'MD5', 'mtime': '2022-10-05 04:37:45'}], 'main': 'Generalization of U-Generator and M-Subgenerator Related to Categori sigma[M].pdf', 'docid': 184296, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184296', 'security': 'public', 'placement': 1, 'eprintid': 45520}]",263,show,,2022-10-05 06:28:39,,archive,45520,,Hasil cek similaritas artikel 'Generalization of U-Generator and M-Subgenerator Related to Category sigma[M]',,,"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}, {'id': 'ind_wijayanti@ugm.ac.id', 'name': {'given': 'Indah Emilia', 'honourific': None, 'lineage': None, 'family': 'Wijayanti'}}, {'name': {'given': 'Budi', 'honourific': None, 'lineage': None, 'family': 'Surodjo'}, 'id': 'surodjo_b@ugm.ac.id'}]",,other,,Canadian Center of Science and Education,,,,,,,,,,,,,,,,
43,2018-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/10071,"Missingvalues in strip plot design causes unbalanced design. As a result, several problems occur
in analyzing the data. This paper present the estimation of two and three missing values from strip-plot
design with fixed model using Yates approach. However, the estimation toward the missing values in
strip-plot design causes bias on the treatment mean square which is shown by its expected value. In order
to omit the bias caused by the estimated values, a procedure of Satterthwaite-Cochran approximation is
applied. The procedure corrects the bias and give an adjusted analysis of variance for the hypothesis test.",completed,['HA'],"International Conference on Applied Sciences Mathematics and Informatics ( ICASMI) , 9 - 11 Agustus 2018",submitted,10,public,2018-11-16 17:32:24,conference,['FMIPA9'],disk0/00/01/00/71,2018-11-16 17:32:24,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23084', 'eprintid': 10071, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Analysing Data with Missing Value from Strip Plot Design.pdf', 'files': [{'hash': 'c37920bc56b122ab2d8e037cc43e6b18', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 94480, 'mtime': '2018-11-15 18:23:53', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/94480', 'filename': 'Analysing Data with Missing Value from Strip Plot Design.pdf', 'objectid': 23084, 'filesize': 819629}], 'docid': 23084}]",644,show,,2018-11-16 17:32:24,,archive,10071,"at Horison Hotel, Lampung, Indonesia","Analysing Data with Missing Values from Strip Plot
Design: an Estimation and Mean Squares Expectation",10 Agustus 2018,FALSE,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Hamsyiah', 'given': 'Nurmaita'}}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'usman_alfha@yahoo.com', 'name': {'family': 'Usman', 'lineage': None, 'honourific': None, 'given': 'Mustofa'}}, {'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",paper,conference_item,,,,,,,,,,,,,,,,,,
44,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/46228,,completed,['AC'],,pub,7,public,2022-11-03 09:57:09,,['FMIPA9'],disk0/00/04/62/28,2022-11-03 09:57:09,,"[{'placement': 1, 'eprintid': 46228, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185117', 'pos': 1, 'security': 'public', 'main': 'Corres[ponding authir ridge reg science lahor 2018.pdf', 'docid': 185117, 'files': [{'objectid': 185117, 'filesize': 182344, 'filename': 'Corres[ponding authir ridge reg science lahor 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510920', 'hash_type': 'MD5', 'mtime': '2022-11-03 08:48:41', 'datasetid': 'document', 'fileid': 510920, 'hash': '7ddc5b7e8f24ebf4ec755483e1027f85', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",959,show,,2022-11-03 09:57:09,,archive,46228,,Corresponding author ridge regression sci lahore 2018,,,"[{'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",,other,,Water Crises And Crop Production Gaps In Punjab,,,,,,,,,,,,,,,,
45,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/45939,,,['AC'],,pub,8,public,2022-10-25 02:44:00,,['FMIPA9'],disk0/00/04/59/39,2022-10-25 02:44:00,,"[{'placement': 1, 'eprintid': 45939, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184755', 'security': 'public', 'main': 'unila.ac.id Mail - Article dan bukti bayar Netti.pdf', 'files': [{'datasetid': 'document', 'fileid': 508689, 'hash': 'f5ef852ce38140f32e1d033bd84f7c18', 'mime_type': 'application/pdf', 'objectid': 184755, 'filesize': 157972, 'uri': 'http://repository.lppm.unila.ac.id/id/file/508689', 'filename': 'unila.ac.id Mail - Article dan bukti bayar Netti.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-24 22:01:15'}], 'docid': 184755, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",959,show,,2022-10-25 02:44:00,,archive,45939,,coressponding author ridge Sci Lahore,,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}}]",,other,,Science lahore,,,,,,,,,,,,,,,,
46,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/46225,,,['QA'],,pub,8,public,2022-11-03 09:57:07,,['FMIPA9'],disk0/00/04/62/25,2022-11-03 09:57:07,,"[{'eprintid': 46225, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185115', 'pos': 1, 'format': 'text', 'docid': 185115, 'main': 'Corresponding author Ridge science lahor.pdf', 'files': [{'hash': 'bd2d8e2139ba707cfa88d7e8cff577c7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 510904, 'mtime': '2022-11-03 08:35:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510904', 'filename': 'Corresponding author Ridge science lahor.pdf', 'objectid': 185115, 'filesize': 29685}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",959,show,,2022-11-03 09:57:07,,archive,46225,,Coresponding author ridge sci lahore,,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}}, {'name': {'given': 'Nisa', 'lineage': None, 'family': 'Khoirin', 'honourific': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'dorrah.azis@fmipa.unila.ac.id', 'name': {'given': 'Azis', 'lineage': None, 'family': 'Dorrah', 'honourific': None}}, {'id': None, 'name': {'family': 'Nabila', 'lineage': None, 'honourific': None, 'given': 'SU'}}]",,other,,Water Crises And Crop Production Gaps In Punjab,,,,,,,,,,,,,,,,
47,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/46222,,,['QA'],,pub,9,public,2022-11-03 09:57:00,,['FMIPA9'],disk0/00/04/62/22,2022-11-03 09:57:00,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 185111, 'main': 'corresponding author Reguralized.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '18ba592a70ca1cbb6142e3613194fea8', 'fileid': 510878, 'datasetid': 'document', 'filename': 'corresponding author Reguralized.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510878', 'filesize': 1871420, 'objectid': 185111, 'mtime': '2022-11-03 08:24:44', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185111', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46222}]",959,show,,2022-11-03 09:57:00,,archive,46222,,Corrensponding author regurelized article,,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}, {'name': {'given': 'Nisa', 'honourific': None, 'lineage': None, 'family': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'erstatis@gmail.com', 'name': {'lineage': None, 'family': 'Eri', 'honourific': None, 'given': 'Setiawan'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'lineage': None, 'family': 'Nusyirwan'}}, {'name': {'given': 'Tiryono', 'family': 'Tiryono', 'lineage': None, 'honourific': None}, 'id': None}]",,other,,Scientific & Academic Publishing,,,,,,,,,,,,,,,,
48,2018-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8706,,published,['HA'],,pub,7,public,2018-10-26 10:02:19,,['FMIPA9'],disk0/00/00/87/06,2018-10-26 10:02:19,http://www.sci-int.com/,"[{'format': 'text', 'docid': 21782, 'main': 'Sci. Int.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-08-08 01:59:16', 'objectid': 21782, 'filesize': 561963, 'filename': 'Sci. Int.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84968', 'fileid': 84968, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '235c095da3e744e2c82a548c712e7b80'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 8706, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21782', 'pos': 1}]",959,show,597-600,2018-10-26 10:02:19,,archive,8706,,RIDGE REGRESSION FOR HANDLING DIFFERENT LEVELS OF MULTICOLLINEARITY,,TRUE,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'family': 'Herawati', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'dorrah.aziz@fmipa.unila.ac.i', 'name': {'given': 'Dorrah', 'lineage': None, 'family': 'Azis', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nabila', 'given': 'SU'}, 'id': None}]",,article,,"Science International Lahore, Pakistan",Science International Lahore,1013-5316,4.0,30.0,"[{'type': 'pub', 'url': 'file:///C:/Users/User/AppData/Local/Packages/Microsoft.MicrosoftEdge_8wekyb3d8bbwe/TempState/Downloads/636692562509477523%20(2).pdf'}]",,,,,,,,,,,
49,2018-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8943,,published,['HA'],,pub,7,public,2018-10-26 10:12:33,,['FMIPA9'],disk0/00/00/89/43,2018-10-26 10:12:33,http://www.sci-int.com/,"[{'main': 'Search_catid=102', 'docid': 22023, 'files': [{'hash_type': 'MD5', 'mtime': '2018-10-23 04:22:12', 'objectid': 22023, 'filesize': 41784, 'uri': 'http://repository.lppm.unila.ac.id/id/file/86546', 'filename': 'Search_catid=102', 'fileid': 86546, 'datasetid': 'document', 'mime_type': 'text/html', 'hash': 'ce8e7c79133c03739b70c8fcec2e77a6'}], 'format': 'text', 'language': 'en', 'mime_type': 'text/html', 'rev_number': 2, 'placement': 1, 'eprintid': 8943, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22023', 'pos': 1, 'security': 'public'}]",959,show,597-600,2018-10-26 10:12:33,,archive,8943,,RIDGE REGRESSION FOR HANDLING DIFFERENT LEVELS OF MULTICOLLINEARITY,,TRUE,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'lineage': None, 'family': 'Herawati'}}, {'name': {'given': 'Khoirin', 'family': 'Nisa', 'lineage': None, 'honourific': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Dorrah', 'honourific': None, 'family': 'Azis', 'lineage': None}, 'id': 'dorrah.aziz@fmipa.unila.ac.i'}, {'id': None, 'name': {'given': 'Siti Ulfa', 'honourific': None, 'lineage': None, 'family': 'Nabila'}}]",,article,,"Lahore, Pakistan","Sci.Int.(Lahore),",ISSN 1013-5316,4.0,30.0,,,,,,,,,,,,
50,2018-07-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8636,"Abstract  This study aims to compare the performance of Ordinary Least Square (OLS),  Least Absolute Shrinkage and Selection Operator (LASSO), Ridge Regression (RR) and  Principal Component Regression (PCR)  methods in han-dling severe multicollinearity among explanatory variables in multiple regression analysis using data simulation. In order to select the best method, a Monte Carlo experiment was caried out, it was set that the simulated data contain severe multicollinearity among all explanatory variables (ρ = 0.99) with different sample sizes (n = 25,50,75,100,200) and different levels of explanatory variables (p = 4, 6,8,10,20).   The performances of the four methods are compared using Average Mean Square Errors (AMSE) and Akaike Information Criterion (AIC).  The result shows that PCR has the lowest AMSE among other methods.  It indicates that PCR is  the most accurate regression coefficients estimator in each sample size and various levels of explanatory variables studied.  PCR also performs as the best estimation model since it gives the lowest AIC values compare to OLS, RR, and LASSO.",published,['HA'],,pub,6,public,2018-08-03 07:38:28,,['FMIPA9'],disk0/00/00/86/36,2018-08-03 07:38:28,http://www.sapub.org/journal/aimsandscope.aspx?journalid=1114,"[{'placement': 2, 'eprintid': 8636, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21705', 'pos': 2, 'security': 'public', 'docid': 21705, 'main': '10.5923.j.statistics.20180804.02 (1).pdf', 'files': [{'filename': '10.5923.j.statistics.20180804.02 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84399', 'objectid': 21705, 'filesize': 305724, 'mtime': '2018-07-17 03:46:55', 'hash_type': 'MD5', 'hash': 'a48fd6de98bd1282deae6fa08cfa035e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 84399}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",959,show,167-172,2018-08-03 07:38:28,,archive,8636,,Regularized Multiple Regression Methods to Deal with Severe Multicollinearity,,FALSE,"[{'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'given': 'Khoirin', 'honourific': None, 'lineage': None, 'family': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'family': 'Setiawan', 'lineage': None, 'honourific': None, 'given': 'Eri'}, 'id': None}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nusyirwan', 'honourific': None, 'given': 'Nusyirwan'}}, {'id': None, 'name': {'given': 'Tiryono', 'lineage': None, 'family': 'Tiryono', 'honourific': None}}]",,article,,Scientific & Academic Publishing Co.,International Journal of Statistics and Applications,-ISSN: 2168-5193 e-ISSN: 2168-5215,4.0,8.0,"[{'url': 'http://article.sapub.org/10.5923.j.statistics.20180804.02.html', 'type': 'pub'}]",doi:10.5923/j.statistics.20180804.02,,,7020.0,,,,,,,
51,2018-07-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8637,"This study aims to compare the performance of Ordinary Least Square (OLS), Least Absolute Shrinkage and Selection Operator (LASSO), Ridge Regression (RR) and Principal Component Regression (PCR) methods in handling severe multicollinearity among explanatory variables in multiple regression analysis using data simulation. In order to select the best method, a Monte Carlo experiment was carried out, it was set that the simulated data contain severe multicollinearity among all explanatory variables (ρ = 0.99) with different sample sizes (n = 25, 50, 75, 100, 200) and different levels of explanatory variables (p = 4, 6, 8, 10, 20). The performances of the four methods are compared using Average Mean Square Errors (AMSE) and Akaike Information Criterion (AIC). The result shows that PCR has the lowest AMSE among other methods. It indicates that PCR is the most accurate regression coefficients estimator in each sample size and various levels of explanatory variables studied. PCR also performs as the best estimation model since it gives the lowest AIC values compare to OLS, RR, and LASSO.",published,['HA'],,pub,5,public,2018-08-03 07:38:30,,['FMIPA9'],disk0/00/00/86/37,2018-08-03 07:38:30,http://www.sapub.org/journal/aimsandscope.aspx?journalid=1114,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21706', 'security': 'public', 'placement': 1, 'eprintid': 8637, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 3, 'content': 'published', 'docid': 21706, 'main': 'Submited article ke jurnal interns.docx', 'files': [{'hash': '03f2897c300b10efdd7f29fa0f961799', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 84405, 'filename': 'Submited article ke jurnal interns.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84405', 'objectid': 21706, 'filesize': 19937, 'mtime': '2018-06-05 04:50:36', 'hash_type': 'MD5'}], 'format': 'text'}]",959,show,167-172,2018-08-03 07:38:30,,archive,8637,,Regularized Multiple Regression Methods to Deal with Severe Multicollinearity,,TRUE,"[{'name': {'lineage': None, 'family': 'Herawati', 'honourific': None, 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'family': 'Nisa', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'family': 'Setiawan', 'lineage': None, 'honourific': None, 'given': 'Eri'}}, {'name': {'family': 'Nusyirwan', 'lineage': None, 'honourific': None, 'given': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}, {'name': {'given': 'Tiryono', 'family': 'Tiryono', 'lineage': None, 'honourific': None}, 'id': None}]",,article,,Scientific & Academic Publishing Co.,International Journal of Statistics and Applications,-ISSN: 2168-5193 e-ISSN: 2168-5215,4.0,8.0,"[{'type': 'pub', 'url': 'http://article.sapub.org/10.5923.j.statistics.20180804.02.html'}]",doi:10.5923/j.statistics.20180804.02,,,7020.0,,,,,,,
