,date,uri,corp_creators,volume,abstract,subjects,date_type,ispublished,rev_number,status_changed,issn,full_text_status,divisions,publisher,publication,dir,documents,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,creators,type,id_number,official_url,event_title,event_type,event_dates,pres_type,event_location,contact_email,keywords,referencetext,related_url,succeeds,funders,note
10,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25661,,,"Metode Vector Autoregressive merupakan salah satu analisis yang digunakan pada data deret waktu yang stasioner dan tidak ada kointegrasi. Tujuan dari penelitian ini adalah menganalisis metode VAR untuk mengetahui hubungan antara nilai kurs mata uang (USD/IDR) dan harga saham PT Indofood Sukses Makmur Tbk. Hasil penelitian memperlihatkan bahwa data tersebut memiliki hubungan jangka pendek yang saling memengaruhi ditunjukkan pada model VAR(1).


Kata Kunci: Stasioner, Kointegrasi ,VAR",['QA'],submitted,submitted,7,2020-11-17 01:02:53,,public,['FMIPA9'],,,disk0/00/02/56/61,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39457', 'pos': 1, 'eprintid': 25661, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mtime': '2020-11-17 00:13:33', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/231148', 'filename': 'haykal.pdf', 'filesize': 6318, 'objectid': 39457, 'hash': '09e644c58fc0163940386fafc9f73a05', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 231148}], 'main': 'haykal.pdf', 'docid': 39457}]",2020-11-17 01:02:53,,433,,show,archive,25661,2020-11-17 01:02:53,FALSE,ANALISIS METODE VECTOR AUTOREGRESSIVE (VAR) TERHADAP DATA KURS MATA UANG DAN HARGA SAHAM,"[{'id': 'dhaykalp@gmail.com', 'name': {'given': 'Haykal', 'honourific': None, 'family': 'Dwi Purnomo', 'lineage': None}}, {'id': 'nusyirwan.1966@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}, {'name': {'lineage': None, 'family': 'Saidi', 'honourific': None, 'given': 'Subian'}, 'id': 'subian.saidi@gmail.com'}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Netti', 'lineage': None, 'given': 'Herawati'}}]",conference_item,,http://matematika.fmipa.unila.ac.id/?p=4898,Seminar Nasional Matematika Kuantitatif 3,conference,5 November 2020,paper,FMIPA UNILA,,,,,,,
11,2020-09-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30023,,9.0,"The Generalized Autoregressive Conditional Heteroskedasticity (GARCH) model has  beenwidely  used in  time  seriesforecastingespecially  with  asymmetric volatilitydata.     As     the     generalization     of     autoregressive     conditional heteroskedasticity model, GARCH is known to be more flexible to lag structures. Some enhancements of GARCH modelswere introduced in literatures, among them are   Exponential   GARCH   (EGARCH),   Threshold   GARCH   (TGARCH)   and Asymmetric Power GARCH (APGARCH) models. This paper aims to compare the performance  of  the  three  enhancements  of  the asymmetric  volatility  modelsby means  of  applying  the  three  models  to  estimate  real daily  stock  return  volatility data. The presence of leverage effects in empirical series is investigated. Based on the value of Akaike information and Schwarz criterions, the result showed that the best forecasting model for our daily stockreturn data is the APARCHmodel.Keywords:  Volatility, GARCH,TGARCH, EGARCH,  APARCH, AIC and SC",['QA'],published,pub,6,2021-05-06 06:47:37,2319-8753,public,['FMIPA9'],Ess & Ess Research Publications,Journal of Engineering and Scientific Research (JESR),disk0/00/03/00/23,"[{'eprintid': 30023, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134763', 'pos': 1, 'format': 'text', 'main': '8-Article Text-25-1-10-20201217.pdf', 'docid': 134763, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-06 03:13:12', 'objectid': 134763, 'filesize': 948415, 'filename': '8-Article Text-25-1-10-20201217.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355891', 'datasetid': 'document', 'fileid': 355891, 'hash': 'e67ed1dcaab82b5a48b9ae42ef199c7c', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-05-06 06:47:37,9.0,959,,show,archive,30023,2021-05-06 06:47:37,TRUE,Modeling Stock Return Data using AsymmetricVolatility Models: A Performance Comparison based on the Akaike Information Criterion andSchwarz Criterion,"[{'id': None, 'name': {'honourific': None, 'family': 'E', 'lineage': None, 'given': 'Setiawan'}}, {'name': {'given': 'Herawati', 'honourific': None, 'lineage': None, 'family': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'khoirun', 'given': 'Nisa'}, 'id': None}]",article,,http://www.ijirset.com/upload/2020/september/91_Nusyirwan_NC.PDF,,,,,,,,,,,,
12,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25739,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,"Pada tahun 1998, He mengusulkan sebuah metode analisis untuk menyelesaikan persamaan maupun sistem persamaan yang bernama homotopi perturbasi yang menghasilkan konvergensi deret solusi yang sangat cepat dalam hampir setiap kasus. Pada tahun 1999, He mengusulkan suatu metode lainnya bernama metode iterasi variasional yang memiliki proses efisien dalam menyelesaikan berbagai persamaan maupun sistem persamaan. Kemudian, muncul suatu metode bernama metode varisional homotopi perturbasi yang merupakan kombinasi dari kedua metode sebelumnya. Metode ini mengambil keunggulan dari kedua metode tersebut secara penuh. Dari sejumlah hasil penelitian yang telah dihasilkan, aplikasi metode ini dapat dikatakan efisien. Meskipun begitu, belum ada penelitian yang menerapkan metode ini untuk menyelesaikan sistem persamaan differensial parsial. Dengan menerapkan metode variasional homotopi perturbasi ke dalam sistem persamaan diferensial parsial linear homogen
 u_t- v_x+(u+v)=0, v_t-u_x+(u+v)=0 dengan syarat awal u(x,0)=sinh⁡x  dan  v(x,0)=cosh⁡x, didapatkan solusi yang konvergen ke solusi u(x,t)=sinh⁡(x-t) dan  v(x,t)=cosh⁡(x-t). Kemudian dengan menerapkan metode variasional homotopi perturbasi ke dalam sistem persamaan diferensial parsial nonlinear homogen u_t+u_x v_x+u_y v_y+u=0, v_t+v_x w_x-v_y w_y-v=0, w_t+w_x u_x+w_y u_y-w=0 dengan syarat awal u(x,0)=e^(x+y),v(x,0)=e^(x-y)  dan  w(x,0)=e^(-x+y), didapatkan solusi yang konvergen ke solusi u(x,t)=e^(x+y-t), v(x,t)=e^(x-y+t), dan w(x,t)=e^(-x+y+t).",['QA75'],submitted,submitted,7,2020-11-17 04:24:54,,public,['FMIPA9'],,,disk0/00/02/57/39,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 39528, 'main': 'Abstrak_ArtikelSNMK20.pdf', 'files': [{'filename': 'Abstrak_ArtikelSNMK20.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/231699', 'objectid': 39528, 'filesize': 326688, 'mtime': '2020-11-17 04:12:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '55519167e7b9279807d2c410b13b608c', 'datasetid': 'document', 'fileid': 231699}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39528', 'pos': 1, 'eprintid': 25739, 'placement': 1}]",2020-11-17 04:24:54,,163,,show,archive,25739,2020-11-17 04:24:54,FALSE,METODE VARIASIONAL HOMOTOPI PERTURBASI PADA SISTEM PERSAMAAN DIFERENSIAL PARSIAL LINEAR DAN NONLINEAR HOMOGEN,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Faradilla', 'given': 'Atika'}, 'id': 'atika.faradila@yahoo.com'}, {'name': {'family': 'Nuryaman', 'lineage': None, 'honourific': None, 'given': 'Aang'}, 'id': 'aangnuryaman@gmail.com'}, {'name': {'given': 'Asmiati', 'lineage': None, 'family': 'Asmiati', 'honourific': None}, 'id': 'asmiati308@yahoo.com'}]",conference_item,,,Seminar Nasional Metode Metode Kuantitatif,conference,5 November 2020,speech,FMIPA Universitas lampung,,,,,,,
13,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25127,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,"Perubahan   dan   peluang   bisnis   yang   baru   didorong   dengan   perkembangan penggunaan internet. Dimana peluang ini juga disadari oleh para pelaku bisnis untuk memanfaatkan  internet  dalam  proses  berbisnis.  Mulai  dari  pertukaran  informasi secara elektronik ke aplikasi, strategi bisnis, pemasaran, penjualan, hingga pelayanan pelanggan. Salah satu sarana komunikasi  yang digunakan oleh pelaku bisnis dalam melakukan  advertising    adalah  media  sosial  salah  satunya  yaitu  Twitter.  Pelaku bisnis dapat memanfaatkan followers akun Twitter mereka sebagai sarana melakukan advertising .    Dengan menggunakan  perintah retweet pada Twitter followers dapat menyebarkan  tweet yang dibuat oleh pelaku bisnis. Dalam penelitian ini, dilakukan penerapan  metode K-means  untuk  melakukan  sebuah proses  Text Mining  dengan metode clustering pada tweet Tokopedia  Indonesia untuk mengetahui jenis  konten yang banyak di respon positif oleh followers dan juga menentukan konten apa yang tepat dikeluarkan agar sesuai dengan keadaan konsumen.

Kata Kunci : K-means,  Clustering, Text Mining, Data Mining,  Twitter",['QA'],,unpub,10,2020-11-16 01:48:54,,public,['FMIPA9'],,,disk0/00/02/51/27,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'format': 'text', 'main': 'Abstrak.docx', 'docid': 38914, 'files': [{'mtime': '2020-11-13 04:08:53', 'hash_type': 'MD5', 'filename': 'Abstrak.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227417', 'filesize': 16180, 'objectid': 38914, 'hash': 'e52c96b5da4302f1ce0ea62bd09a6923', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'datasetid': 'document', 'fileid': 227417}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38914', 'eprintid': 25127, 'placement': 1}]",2020-11-16 01:48:54,,2742,,show,archive,25127,2020-11-16 01:48:54,TRUE,ANALISA TEXT MINING MENGGUNAKAN METODE CLUSTERING DATA TWEET TOKOPEDIA INDONESIA,"[{'name': {'family': 'Ferdias', 'lineage': None, 'honourific': None, 'given': 'Pandri'}, 'id': 'pandri.ferdias@fmipa.unila.ac.id'}, {'id': 'dina.eka@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nurvazly', 'lineage': None, 'given': 'Dina Eka'}}, {'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'given': 'Siti Laelatul', 'honourific': None, 'lineage': None, 'family': 'Chasanah'}}]",conference_item,,,Seminar Nasional Metode Metode Kuantitatif,conference,5 November 2020,paper,FMIPA Universitas lampung,pandri.ferdias@fmipa.unila.ac.id,,,,,,
14,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25600,,,"Setiap tahun pemerintah membuat rencana besaran dana alokasi khusus dari pendapatan APBN.  Namun dalam praktiknya rencana yang dibuat tidak selalu sesuai yang diharapkan, sehingga selalu timbul perbedaan antara rencana yang telah disusun dengan realisasinya. Sehingga penelitian ini bertujuan untuk meramalkan jumlah realisasi dana alokasi khusus menggunakan metode Single Moving Average dan Single Exponential Smoothing. Hasil peramalan menggunakan kedua metode ini dibandingkan berdasarkan nilai error peramalannya menggunakan Mean Absolute Precentage Error (MAPE). Berdasarkan penelitian yang dilakukan diperoleh kesimpulan bahwa metode terbaik adalah metode Single Moving Average length 7 karena nilai errornya (MAPE) terkecil yaitu sebesar 9,46952E+01 dan hasil peramalan realisasi dana alokasi khusus yang didapat adalah Rp12.320.800.000.000
	
Kata kunci: peramalan, moving average, exponential smoothing",['QA'],,submitted,7,2020-11-16 15:09:35,,public,['FMIPA9'],,,disk0/00/02/56/00,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-16 12:42:18', 'objectid': 39406, 'filesize': 7930, 'uri': 'http://repository.lppm.unila.ac.id/id/file/230702', 'filename': 'firman.pdf', 'fileid': 230702, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8160be7e39d240ce9551ad041f1a6b55'}], 'main': 'firman.pdf', 'docid': 39406, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39406', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 25600}]",2020-11-16 15:09:35,,433,,show,archive,25600,2020-11-16 15:09:35,FALSE,PERBANDINGAN SINGLE MOVING AVERAGE DENGAN SINGLE EXPONENTIAL SMOOTHING DALAM PERAMALAN JUMLAH REALISASI DANA ALOKASI KHUSUS,"[{'id': '1firmanrichard99@gmail.com', 'name': {'given': 'Richardo', 'lineage': None, 'family': 'Firman', 'honourific': None}}, {'id': 'nusyirwan.1966@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}}]",conference_item,,,Seminar Nasional Matematika Kuantitatif 3,conference,5 November 2020,speech,FMIPA UNILA,,,,,,,
15,2020-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/23483,,17.0,Let,['QA'],published,pub,6,2020-08-02 19:40:15,2579-8936,public,['FMIPA9'],Departemen Matematika FMKSD-ITS,Limits: Journal of Mathematics and Its Applications,disk0/00/02/34/83,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37108', 'eprintid': 23483, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 37108, 'main': 'Limits Jurnal Fitriani_Ahmad Faisol published.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '217cdd737ee59ca55e131d2eb2a858bb', 'datasetid': 'document', 'fileid': 214749, 'filename': 'Limits Jurnal Fitriani_Ahmad Faisol published.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214749', 'objectid': 37108, 'filesize': 190900, 'mtime': '2020-08-02 03:22:29', 'hash_type': 'MD5'}]}]",2020-08-02 19:40:15,1.0,263,1-8,show,archive,23483,2020-08-02 19:40:15,TRUE,Kategori Modul yang Dibangun oleh,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Ahmad', 'honourific': None, 'given': 'faisol'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",article,,http://iptek.its.ac.id/index.php/limits/index,,,,,,,,,,,,
16,2020-07-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27120,,,"Dalam penelitian ini diselidiki sifat-sifat modul U-bebas dengan memperhatikan sifat-sifat modul pada keluarga U. Andaikan M modul U-bebas. Berdasarkan hasil penelitian
diperoleh bahwa jika K modul V -injektif (V -proyektif), maka K modul M-injektif (M-proyektif). Selanjutnya, jika V modul semisederhana, maka M semisederhana dan jika V
modul Noether (Artin), maka M Noether (Artin). Selain itu, jika V modul duo, quasi-injektif
dan quasi-proyektif, maka M modul duo dan V-proyektif.",['QA'],published,pub,7,2020-12-18 01:31:00,,public,['FMIPA9'],,,disk0/00/02/71/20,"[{'format': 'text', 'docid': 41134, 'main': 'Proceeding_KNM_XIX Final-Fitriani.pdf', 'files': [{'mtime': '2020-12-17 14:16:52', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243137', 'filename': 'Proceeding_KNM_XIX Final-Fitriani.pdf', 'filesize': 235979, 'objectid': 41134, 'hash': '381df8f9050e2ac77bd32a49e8ad0bb4', 'mime_type': 'application/pdf', 'fileid': 243137, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 27120, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41134'}]",2020-12-18 01:31:00,,263,65-70,show,archive,27120,2020-12-18 01:31:00,TRUE,Sifat-Sifat Modul U-Bebas,"[{'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Indah', 'lineage': None, 'family': 'Emilia Wijayanti', 'honourific': None}, 'id': 'ind_wijayanti@ugm.ac.id'}, {'id': 'surodjo_b@ugm.ac.id', 'name': {'given': 'Budi', 'honourific': None, 'lineage': None, 'family': 'Surodjo'}}]",conference_item,,https://indoms.id/download/knm-xix-2018-new/,Konferensi Nasional Matematika 2018- Unibraw Malang,conference,24-26 Juli 2018,paper,Malang,,"pembangun, sub-bebas linear, U-basis, modul U-bebas","[1] W.A. Adkins, S. H. Weintraub, Algebra: An Approach via Module Theory. Springer-Verlag, 1992.

[2] D.S. Dummit, R.M. Foote, Abstract Algebra. John Wiley and Sons Inc., 2004.

[3] B. Davvaz, Y. A. Parnian-Garamaleky, A Note on Exact Sequences, Bull.Malays. Math. Sci. Soc., 22(2) No.1, 53–56, 1999.

[4] S. M. Anvariyeh, B. Davvaz, On Quasi-Exact Sequences, Bull. Korean Math. Soc, 42, No.1, 149–155, 2005.

[5] B. Davvaz, H. Shabani Solt, A Generalization of Homological Algebra, J. Korean Math.Soc., 39 No. 6, 881–898, 2002.

[6] S. M. Anvariyeh, B. Davvaz, U-Split-Exact Sequences, Far East J. Math. Sci (FJMS), 4 No. 2, 209–219, 2002.

[7] A. Madanshekaf, Quasi-Exact Sequence and Finitely Presented Modules, Iranian Journal of Mathematical Sciences and Informatics, 3 No. 2, 49–53, 2008.

[8] R. Aminizadeh, H. Rasouli, A. Tehranian, Quasi-exact Sequences of S-Acts, Bull.Malaysian Math. Soc, 1–11, 2018.

[9] Fitriani, B. Surodjo, I.E. Wijayanti, On X-Sub-Exact Sequences, Far East J. Math. Sci.,100, 1055–1065, 2016.

[10] Fitriani, B. Surodjo, I.E. Wijayanti, On X-Sub-Linearly Independet Modules, J. Phys.Conf. Ser., 893, 2017.

[11] Suprapto, Structure of Family of Linearly Independent Modules and Cohereditary Modules on a Category � [M], Disertasi, Universitas Gadjah Mada, 2015.

[12] Fitriani, I.E. Wijayanti, B. Surodjo, Generalization of U-Generator and M-Subgenerator Related to Category �[M] , Journal of Mathematics Research, 10, No. 4, 101–106, 2018.

[13] J. Clark, C. Lomp, N. Vanaja, R.Wisbauer, Lifting Modules: Supplements and Projectivity in Module Theory. Birkhauser Verlag, 2006.

[14] R. Wisbauer, Foundation of Module and Ring Theory. Gordon and Breach, Philadelphia, 1991.

[15] A. C¸ . O¨ zcan, A. Harmanci, P. F. Smith, Duo Modules, Glasgow Math. J., 48, 533–545, 2006.",,,,
17,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46683,,,,['QA'],published,pub,7,2022-11-16 09:17:41,,public,['FMIPA9'],Institut Teknologi Sepuluh November,,disk0/00/04/66/83,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 185592, 'main': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V.pdf', 'files': [{'hash': '4b1b2ec0f91c2c8d06f9b20e84861246', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 514316, 'filename': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514316', 'objectid': 185592, 'filesize': 160592, 'mtime': '2022-11-16 06:29:07', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185592', 'eprintid': 46683, 'placement': 1}]",2022-11-16 09:17:41,,263,,show,archive,46683,2022-11-16 09:17:41,,Bukti Korespondensi Artikel 'Kategori Modul yang Dibangun oleh U_V',"[{'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",other,,,,,,,,,,,,,,
18,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/48645,,,,['QA'],,unpub,7,2023-02-28 07:55:03,,public,['FMIPA9'],"Departemen Matematika, Institut Teknologi Sepuluh Nopember",,disk0_bak/00/04/86/45,"[{'format': 'text', 'main': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V new.pdf', 'docid': 187994, 'files': [{'mtime': '2023-02-28 03:47:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/530297', 'filename': 'Bukti Korespondensi_Kategori Modul yang Dibangun oleh U_V new.pdf', 'filesize': 3753340, 'objectid': 187994, 'mime_type': 'application/pdf', 'hash': 'aba0a46802ada8ec94344333a32e16d3', 'datasetid': 'document', 'fileid': 530297}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 48645, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187994'}]",2023-02-28 07:55:03,,263,,show,archive,48645,2023-02-28 07:55:03,,"Bukti Korespondensi artikel ""Kategori Modul yang Dibangun oleh Uv""","[{'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Faisol', 'given': 'Ahmad'}}]",other,,,,,,,,,,,,,,
19,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/45512,,,,['QA'],,pub,7,2022-10-05 04:06:53,,public,['FMIPA9'],Pusat Publikasi Ilmiah LPPM Institut Teknologi Sepuluh Nopember,,disk0/00/04/55/12,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 505426, 'mime_type': 'application/pdf', 'hash': 'a4f01c0a260f4374f9fd141acefd352e', 'hash_type': 'MD5', 'mtime': '2022-10-05 03:57:20', 'objectid': 184288, 'filesize': 229306, 'filename': 'Kategori Modul yang Dibangun oleh Uv .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505426'}], 'main': 'Kategori Modul yang Dibangun oleh Uv .pdf', 'docid': 184288, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 45512, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184288'}]",2022-10-05 04:06:53,,263,,show,archive,45512,2022-10-05 04:06:53,,Hasil cek similaritas artikel 'Kategori Modul yang Dibangun oleh Uv',"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Faisol', 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",other,,,,,,,,,,,,,,
20,2020-11-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26437,,,"Suatu Graf G disebut graf terhubung jika untuk setiap dua titik yang berbeda di G terdapat suatu path yang emnghuungkan dua titik tersebut, jika tidak, maka disebut graf tak terhubung. Garis paralel adala dua garis atau lebih yang memiliki dau titik ujung yang sama. Garis yang titik-titik ujungnya sama disebut loop. Jika diberi n titik dan m garis, maka banyak graf yang dapat dibentuk, baik graf terhubung atau tak terhubung. Pada penelitian ini diperoleh rumus untuk menghitung banyaknya graf tak terhubung berlabel titik tanpa loop berorde enam dengan maksimal enam belas garis paralel.",['QA'],,unpub,9,2020-11-20 04:38:32,,public,['FMIPA9'],,,disk0/00/02/64/37,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'ABSTRAK Hasana-Wamiliana-Fitriani-Asmiati SNMK III 5 November 2020.pdf', 'docid': 40330, 'files': [{'datasetid': 'document', 'fileid': 238010, 'hash': 'c03df6132ec89cc336210dd218db9d9e', 'mime_type': 'application/pdf', 'objectid': 40330, 'filesize': 2515374, 'filename': 'ABSTRAK Hasana-Wamiliana-Fitriani-Asmiati SNMK III 5 November 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238010', 'hash_type': 'MD5', 'mtime': '2020-11-20 04:21:09'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40330', 'pos': 1, 'eprintid': 26437, 'placement': 1}]",2020-11-20 04:38:32,,263,,show,archive,26437,2020-11-20 04:38:32,TRUE,Penentuan Banyaknya Graf Tak Terhubung Berlabel Titik tanpa Loop Berorde Enam dengan Maksimal Enam BElas Garis Paralel,"[{'name': {'given': 'Hanna', 'family': 'Hasana', 'lineage': None, 'honourific': None}, 'id': 'hannahasana56@gmail.com'}, {'name': {'lineage': None, 'family': 'Wamiliana', 'honourific': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'family': 'Asmiati', 'lineage': None, 'honourific': None}}]",conference_item,,,SNMK III 2020,conference,,paper,,,,,,,,
21,2020-09-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/23951,,14.0,,['HA'],published,pub,7,2020-09-10 01:13:08,19787227,public,['FMIPA9'],Mathematics Department University of Pattimura,Barekeng jurnal Ilmu Matematika dan Terapan,disk0/00/02/39/51,"[{'format': 'text', 'main': 2004, 'files': [{'mtime': '2020-09-09 02:43:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/218311', 'filename': 2004, 'objectid': 37635, 'filesize': 37595, 'mime_type': 'text/html', 'hash': '88a3860c93f4821e48af2cab0bab430a', 'fileid': 218311, 'datasetid': 'document'}], 'docid': 37635, 'content': 'published', 'language': 'en', 'mime_type': 'text/html', 'rev_number': 3, 'eprintid': 23951, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37635'}]",2020-09-10 01:13:08,2.0,959,305-312,show,archive,23951,2020-09-10 01:13:08,TRUE,The Effectiveness of Quantile Regression in Dealing with Potential Outliers,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}]",article,,https://ojs3.unpatti.ac.id/index.php/barekeng,,,,,,,,,[{'url': 'https://ojs3.unpatti.ac.id/index.php/barekeng/article/view/2004'}],,,
