,date,uri,abstract,volume,date_type,subjects,ispublished,rev_number,issn,full_text_status,status_changed,publication,dir,divisions,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,contact_email,title,refereed,creators,type,publisher,related_url,official_url,id_number,corp_creators,contributors,funders,projects,pages,isbn,place_of_pub,series,event_type,event_title,event_dates,pres_type,event_location,keywords,patent_applicant,editors
10,2017-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/3726,"The study aims to investigate
the effect of calcination temperatures on the phase formation and electrical properties of
aluminosilicate geopolymer prepared from rice husk silica and sodium aluminate. The samples were
calcined at temperature from 150 to 550oC, the development of structures was characterized using xray
difraction (XRD) and the electrical properties were measured by LCR meter. The result obtained
indicated the significant role of calcining temperature on phase transformation of boehmite and quartz
into aluminosilicate geopolymer, in which at calcining temperatures from 450 to 550oC, and the
samples were dominated by semicrystal to amorphous phase which indicated that the aluminosilicate
geoplymer has been formed. The presence of aluminosilicate geopolymer resulted in increased ionic electrical conductivity and dielectric loss factor as well as decrease dielectric constant. Ionic electrical conductivity of the calcined sample at 450oC is 4.49x10-5 S/cm at frequancy of 5x106 Hz, and XRD analysis demonstrated that the main structure is phase of semicrystal aluminosilicate geopolymer. Based on these character, the sample was considered is very suitable used to the fast ionic conductor
materials.",17.0,published,"['QC', 'QD']",pub,7,p-ISSN 0852 – 0798 e-ISSN 2407 – 5973,public,2017-07-31 07:37:02,Reaktor,disk0/00/00/37/26,['FMIPA1'],2017-07-31 07:37:02,"[{'main': 'REAKTOR.pdf', 'docid': 3589, 'files': [{'hash': '7c559ff28d5bb0b61ab9f820caef255e', 'mime_type': 'application/pdf', 'fileid': 26175, 'datasetid': 'document', 'mtime': '2017-07-25 22:41:54', 'hash_type': 'MD5', 'filename': 'REAKTOR.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/26175', 'objectid': 3589, 'filesize': 1194338}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 3726, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3589', 'pos': 1, 'security': 'public'}]",1168,2,show,96-103,2017-07-31 07:37:02,3726,archive,,"Karakteristik Fisis Aluminosilikat Geopolimer Berbasis Silika
Sekam Padi untuk Aplikasi Fast Ionic Conductor",TRUE,"[{'id': 'arfi2208@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Riyanto', 'given': 'Agus'}}, {'name': {'given': 'Simon', 'honourific': None, 'family': 'Sembiring', 'lineage': None}, 'id': 'simon.sembiring@fmipa.'}, {'name': {'given': 'Junaidi', 'honourific': None, 'family': 'Junaidi', 'lineage': None}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}]",article,Departemen teknik Kimia Undip,[{'url': 'http://ejournal.undip.ac.id/index.php/reaktor/article/view/14538'}],http://ejournal.undip.ac.id/index.php/reaktor/article/view/14538,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Agus', 'family': 'Riyanto', 'lineage': None, 'honourific': None}, 'id': 'arfi2208@gmail.com'}, {'name': {'given': 'Simon', 'lineage': None, 'family': 'Sembiring', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'simon.sembiring@fmipa.'}, {'id': 'junaidi.1982@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Junaidi', 'lineage': None, 'family': 'Junaidi', 'honourific': None}}]",['LPPM Universitas Lampung'],['Hibah BLU Fakultas MIPA'],,,,,,,,,,,,
11,2017-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/7487,"PHYSICAL C HARACTERISTIC OF ALUMI NOSICA TE GEOPOLYMER  BASED ON RICE HUSK  SILICA FO R FA ST I ONIC  C ONDUCTOR  A PPLICATIO N. The study aims to investigate the effect of calcination temperatures on the phase formation and electrical properties of aluminosilicate geopolymer prepared from rice husk silica and sodium aluminate. The samples were calcined at temperature from 150 to 550
C, the development of structures was characterized using xray difraction (XRD) and the electrical properties were measured by LCR meter. The result obtained indicated the significant role of calcining temperature on phase transformation of boehmite and quartz into aluminosilicate geopolymer, in which at calcining temperatures from 450 to 550 oC, and the samples were dominated by semicrystal to amorphous phase which indicated that the aluminosilicate geoplymer has been formed. The presence of aluminosilicate geopolymer resulted in increased ionic electrical conductivity and dielectric loss factor as well as decrease dielectric constant. Ionic electrical conductivity of the calcined sample at 450 oC is 4.49x10-5 S/cm at frequancy of 5x106 Hz, and XRD analysis demonstrated that the main structure is phase of semicrystal aluminosilicate geopolymer. Based on these character, the sample was considered is very suitable used to the fast ionic conductor materials.",17.0,published,['QC'],pub,6,0852-0798,public,2018-06-22 03:53:36,Jurnal Reaktor,disk0/00/00/74/87,['FMIPA1'],2018-06-22 03:53:36,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20525', 'pos': 1, 'eprintid': 7487, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 20525, 'main': 'Jurnal Reaktor.pdf', 'files': [{'filename': 'Jurnal Reaktor.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/67583', 'filesize': 404339, 'objectid': 20525, 'mtime': '2018-06-22 01:16:38', 'hash_type': 'MD5', 'hash': '57c823178753473a98109f6d1fb0e56d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 67583}]}]",181,2,show,96-103,2018-06-22 03:53:36,7487,archive,,Karakteristik Fisis Aluminosilikat Geopolimer Berbasis Silika Sekam Padi untuk Aplikasi Fast Ionic Conductor,TRUE,"[{'name': {'honourific': None, 'family': 'Riyanto', 'lineage': None, 'given': 'Agus'}, 'id': 'arfi2208@gmail.com'}, {'id': 'simon.sembiring@fmipa.', 'name': {'given': 'Simon', 'honourific': None, 'lineage': None, 'family': 'Sembiring'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Junaidi', 'given': 'Junaidi'}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}]",article,"Jurusan Teknik Kimia, Universitas Diponegoro",,https://ejournal.undip.ac.id/index.php/reaktor/article/view/14538,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,,
12,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/5841,"Theeffectofspeciﬁcsurfaceareatothespeciﬁccapacitanceofelectrodezeolitewithvariation
ofcalcintiontemperatures.Thisstudydescribesthepotentialofzeoliteasasupercapacitor
electrodewhichaimstodeterminetheeffectofsurfaceareaonthespeciﬁccapacitanceof
thezeolite.Zeoliteswassynthesizedfromamixtureofsilicabasedricehuskandalumina
usingsolgelmethodeandwascalcinedat150,250,350,450,550,and650◦C.TheXRDresult
showedalreadyformedaluminaandsilicaphasesforeachcalcinationstemperatureandthe
temperatureof350◦Chasformedgmelinitephasewhichmarkshavebeenformedzeolite.The
speciﬁccapacitanceincreaseinthespeciﬁcsurfaceareaat90.69-150.01m2/g,andoccurred
saturationofspeciﬁccapacitanceataspeciﬁcsurfaceareaof150.01m2/g.Thehighestofspeciﬁc
capacitanceisatspeciﬁcsurfaceareaof150.01m2/gisequalto8.13×10−3F/gobtainedfrom
zeoliteswithcalcinationtemperatureof650◦C.Basedonthisvalue,thezeolitecanbeusedasa",5.0,published,['QC'],pub,8,,restricted,2017-11-17 04:20:40,Jurnal Teori dan Aplikasi Fisika,disk0/00/00/58/41,['FMIPA1'],2017-11-17 04:20:40,"[{'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18767', 'eprintid': 5841, 'placement': 1, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 3, 'format': 'text', 'date_embargo': '2020-01-03', 'main': 'Jurnal Rosalina (1357-3108-1-PB).pdf', 'files': [{'filesize': 133666, 'objectid': 18767, 'uri': 'http://repository.lppm.unila.ac.id/id/file/54506', 'filename': 'Jurnal Rosalina (1357-3108-1-PB).pdf', 'hash_type': 'MD5', 'mtime': '2017-11-17 03:21:29', 'datasetid': 'document', 'fileid': 54506, 'hash': '03bd9b8fa6b1601d4b8718bc6a881225', 'mime_type': 'application/pdf'}], 'docid': 18767}]",490,1,show,37-42,2017-11-17 04:20:40,5841,archive,linarosa908@yahoo.co.id,Pengaruh Luas Permukaan Spesiﬁk terhadap Spesiﬁk Elektrode Zeolit Akibat Variasi Suhu Kalsinasi,TRUE,"[{'name': {'given': 'Rosalina', 'family': 'Rosalina', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Suprihatin', 'lineage': None, 'given': 'Suprihatin'}}, {'name': {'given': 'Pulung', 'honourific': None, 'lineage': None, 'family': 'Karo karo'}}]",article,,,,,,,,,,,,,,,,,,,,
13,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/4066,"This study acquires the potential of rice husk silica for production forsterite precursors using
sol-gel method. The samples preparation were conducted by mixing magnesium oxide sol fromMg(NO3)2.6.12HO with silica sol extracted from rice husk, with three different composition ratios ofMgO to SiO22 are 1:1, 2:3 and 3:2 by weight and sintered at 900 C. The samples were characterized using Fourier transform infrared (FTIR) spectroscopy, x-ray diffraction (XRD),differential thermal analysis (DTA), followed by scanning electron microscopy (SEM). The FTIR results showed the presence of Si-O-Si, Mg-O and Mg-O-Si functional groups, which were associated with forsterite, enstatite, cristobalite and periclase, according to the XRD analysis. The formation of forsterite (Mg2SiO4o) is composition-dependent as revealed the increase of forsterite intensity after sintered at 900 C in ratio 3:2. The surface morphology of non-sintered samples shows that particle and grain size were larger than particle and grain size of sintered samples. Also, SEM analysis of sintered samples clearly shows the presence of regular particle size with smaller grain size was found in ratioof MgO to SiO2 is 3:2. DTA analysis revealed that the formation of forsterite increased with increasingtemperature. In addition, the electrical resistivities of the samples were found in the range of 0.75 x 1013 -cm to 3.30 x 1013 -cm, demonstrating that the samples exhibit good potential as isolator.",33.0,published,['QC'],pub,11,0970-020 X,public,2017-11-02 02:09:03,ORIENTAL JOURNAL OF CHEMISTRY,disk0/00/00/40/66,['FMIPA1'],2017-11-02 02:09:03,"[{'format': 'text', 'main': 'oriental of chemistry journal 2017.pdf', 'files': [{'filesize': 990328, 'objectid': 16928, 'filename': 'oriental of chemistry journal 2017.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/41457', 'hash_type': 'MD5', 'mtime': '2017-10-18 06:21:44', 'fileid': 41457, 'datasetid': 'document', 'hash': '81fc319e8a08942c62daaa217467a9d5', 'mime_type': 'application/pdf'}], 'docid': 16928, 'content': 'published', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 4066, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16928'}, {'format': 'text', 'main': 'JASCER (12) 2017.pdf', 'docid': 16929, 'files': [{'mime_type': 'application/pdf', 'hash': '76d2b55f61a5ab50801e6e0aee09fed5', 'fileid': 41459, 'datasetid': 'document', 'mtime': '2017-10-18 06:22:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/41459', 'filename': 'JASCER (12) 2017.pdf', 'filesize': 1422666, 'objectid': 16929}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 4066, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16929'}, {'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'oriental of chemistry journal 2017.pdf', 'docid': 17098, 'files': [{'datasetid': 'document', 'fileid': 42464, 'hash': '81fc319e8a08942c62daaa217467a9d5', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-10-31 03:51:25', 'objectid': 17098, 'filesize': 990328, 'filename': 'oriental of chemistry journal 2017.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/42464'}], 'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17098', 'eprintid': 4066, 'placement': 3}]",1042,4,show,1828-1836,2017-11-02 02:09:03,4066,archive,,Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4)) Precursors Characteristics Derived from  Amorphous Rice Husk Silica,TRUE,"[{'name': {'given': 'SIMON', 'honourific': None, 'family': 'SEMBIRING', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Riyanto', 'honourific': None, 'given': 'Agus'}, 'id': 'arfi2208@gmail.com'}, {'name': {'given': 'Wasinton', 'honourific': None, 'lineage': None, 'family': 'Simanjuntak'}, 'id': 'wasinton.simanjuntak@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Situmeang', 'lineage': None, 'given': 'Rudy T.M'}, 'id': 'rudy.tahan@fmipa.unila.ac.id'}]",article,,,,,,,,,,,,,,,,,,,,
14,2017-01-03 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4207,"It has been realizeda instrument measuring of sugar content using sensor chip capasitors parallel
based on microcontroller ATMega8535. The research objective design and realize a detector
sugar in food product. The design of study was conducted by placing the sensor chip capasitors
parallel as input voltage, then the signal will be condition by the Wheatstone Bridge which
will be forwarded to the microcontrollel ATMega8535 and displayed on the LCD. The result of
measurements performed on the percentage of food product with sugar content of the ﬂour by
4,77%, tapioca starch 33,33%, ﬂour maizeaku 40,69%, tepung ketan putih 32,74%, tepung beras
putih 36,96%, sagu 49,46% and beras merah 20,32%. The data were analyzed and obtained the
standard deviation by the change of voltage.",5.0,published,['QC'],pub,5,2303-016X,none,2017-11-02 03:07:44,Jurnal Teori dan Aplikasi Fisika,disk0/00/00/42/07,['FMIPA1'],2017-11-02 03:07:44,,387,1,show,83-89,2017-11-02 03:07:44,4207,archive,,"Perancangan Alat Ukur Kadar Gula pada Produk Pangan
Menggunakan Sensor Kapasitor Keping Sejajar Berbasis
Mikrokontroler ATMega8535",TRUE,"[{'id': 'email: dany.sanjaya2@gmail.com', 'name': {'given': 'Hardanius', 'lineage': None, 'family': 'Sajnaya', 'honourific': None}}, {'name': {'given': 'Amir', 'family': 'Supriyanto', 'lineage': None, 'honourific': None}, 'id': 'amir.supriyanto@fmipa.unila.ac.id'}, {'id': 'gurum4in@yahoo.com', 'name': {'given': 'Gurum A.', 'honourific': None, 'lineage': None, 'family': 'Pauzi'}}]",article,Jurusan Fisika FMIPA Universitas Lampung,"[{'url': 'http://jurnal.fmipa.unila.ac.id/index.php/jtaf/article/view/1364/1194', 'type': 'author'}]",http://jurnal.fmipa.unila.ac.id/index.php/jtaf/article/view/1364/1194,E-ISSN 2549-1156.,,,,,,,,,,,,,,,,
15,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13591,similarity,,published,['QC'],pub,7,0970-020 X,public,2019-07-17 08:47:43,Oriental Journal of Chemistry,disk0/00/01/35/91,['FMIPA1'],2019-07-17 08:47:43,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Simon Sembiring - IS22% - Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from Amorphous Rice Husk Silica.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-07-17 08:33:25', 'objectid': 26605, 'filesize': 3883208, 'filename': 'Simon Sembiring - IS22% - Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from Amorphous Rice Husk Silica.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/118724', 'fileid': 118724, 'datasetid': 'document', 'hash': '7afad6d461f5ab6f378b84beb4e84292', 'mime_type': 'application/pdf'}], 'docid': 26605, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26605', 'security': 'public', 'placement': 1, 'eprintid': 13591}]",1042,,show,,2019-07-17 08:47:43,13591,archive,,Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from Amorphous Rice Husk Silica,TRUE,"[{'id': 'simon.sembiring@fmipa.', 'name': {'given': 'Simon', 'family': 'Sembiring', 'lineage': None, 'honourific': None}}]",article,Oriental Scientific Publishing Company,,,,,,,,,,,,,,,,,,,
16,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13525,Hasil penilaian sejawat sebidang atau per review karya ilmiah: jurnal ilmiah internasional,33.0,published,['QC'],pub,6,0970-020 X,public,2019-07-15 07:31:06,Oriental Journal of Chemistry,disk0/00/01/35/25,['FMIPA1'],2019-07-15 07:31:06,"[{'main': 'Effect of MgO-SiO Ratio on the Forsterite (Mg2SiO4) Precusors Characteristics Derived from Amorphous Rice Husk Silica.pdf', 'files': [{'objectid': 26534, 'filesize': 608304, 'uri': 'http://repository.lppm.unila.ac.id/id/file/118202', 'filename': 'Effect of MgO-SiO Ratio on the Forsterite (Mg2SiO4) Precusors Characteristics Derived from Amorphous Rice Husk Silica.pdf', 'hash_type': 'MD5', 'mtime': '2019-07-15 04:34:56', 'fileid': 118202, 'datasetid': 'document', 'hash': '5a8183c733e70e2d9378676eacc48f69', 'mime_type': 'application/pdf'}], 'docid': 26534, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 13525, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26534', 'security': 'public'}]",1042,4,show,1828-1836,2019-07-15 07:31:06,13525,archive,,Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4)) Precursors Characteristics Derived from Amorphous Rice Husk Silica,TRUE,"[{'id': 'simon.sembiring@fmipa.', 'name': {'honourific': None, 'lineage': None, 'family': 'Sembiring', 'given': 'Simon'}}]",article,Oriental Scientific Publishing Company,,,,,,,,,,,,,,,,,,,
17,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13524,Hasil penilaian sejawat sebidang atau per review karya ilmiah: jurnal ilmiah internasional,2.0,published,['QC'],pub,7,2187-0764,public,2019-07-15 07:30:59,Journal of Asian Ceramic Societies,disk0/00/01/35/24,['FMIPA1'],2019-07-15 07:30:59,"[{'placement': 1, 'eprintid': 13524, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26533', 'security': 'public', 'main': 'Effect of Alumina Addition on the Phase Transformation and Crystallisation Properties of Refractory Cordierite Prepared from Amorphous Rice Husk Silica.pdf', 'docid': 26533, 'files': [{'hash_type': 'MD5', 'mtime': '2019-07-15 04:31:45', 'objectid': 26533, 'filesize': 557082, 'uri': 'http://repository.lppm.unila.ac.id/id/file/118195', 'filename': 'Effect of Alumina Addition on the Phase Transformation and Crystallisation Properties of Refractory Cordierite Prepared from Amorphous Rice Husk Silica.pdf', 'datasetid': 'document', 'fileid': 118195, 'mime_type': 'application/pdf', 'hash': 'd1bfcd564e155e0ba95f78a8286da943'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1042,,show,186-192,2019-07-15 07:30:59,13524,archive,,Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica,TRUE,"[{'id': 'simon.sembiring@fmipa.', 'name': {'given': 'Simon', 'family': 'Sembiring', 'lineage': None, 'honourific': None}}]",article,Elsevier,,,,,,,,,,,,,,,,,,,
18,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13589,similarity,,published,['QC'],pub,7,2187-0764,public,2019-07-17 08:46:31,Journal of Asian Ceramic Societies,disk0/00/01/35/89,['FMIPA1'],2019-07-17 08:46:31,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26601', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13589, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Simon Sembiring - IS17% - Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica.pdf', 'files': [{'filesize': 4020743, 'objectid': 26601, 'uri': 'http://repository.lppm.unila.ac.id/id/file/118708', 'filename': 'Simon Sembiring - IS17% - Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica.pdf', 'hash_type': 'MD5', 'mtime': '2019-07-17 08:25:37', 'fileid': 118708, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a812dfd5d7e3b61f3b3aea57143715ac'}], 'docid': 26601, 'format': 'text'}]",1042,,show,,2019-07-17 08:46:31,13589,archive,,Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica,TRUE,"[{'name': {'family': 'Sembiring', 'lineage': None, 'honourific': None, 'given': 'Simon'}, 'id': 'simon.sembiring@fmipa.'}]",article,Elsevier,,,,,,,,,,,,,,,,,,,
19,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/10684,,,published,['QC'],pub,7,,public,2019-02-01 02:14:07,,disk0/00/01/06/84,['FMIPA1'],2019-02-01 02:14:07,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23690', 'pos': 1, 'eprintid': 10684, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Simon Sembiring-Buku2.pdf', 'docid': 23690, 'files': [{'filename': 'Simon Sembiring-Buku2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/98716', 'filesize': 909160, 'objectid': 23690, 'mtime': '2019-02-01 02:10:00', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'dc9aaf241d46d897de7cc45d792998bf', 'datasetid': 'document', 'fileid': 98716}]}]",1042,,show,,2019-02-01 02:14:07,10684,archive,,Potensi Silika Sekam  sebagai bahan keramik refraktori tahan pada suhu tinggi,TRUE,"[{'id': 'simon.sembiring@fmipa.', 'name': {'honourific': None, 'lineage': None, 'family': 'Sembiring', 'given': 'Simon'}}]",book,Teknosain,,,,['Universitas Lampung'],,,,159.0,978-602-6324-79-5,Bandar Lampung,1.0,,,,,,,,
20,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13526,Hasil Penilaian Sejawat Sebidang atau Per Review karya ilmiah: Buku Ilmiah,,published,['QC'],pub,7,,public,2019-07-15 07:31:18,,disk0/00/01/35/26,['FMIPA1'],2019-07-15 07:31:18,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 26535, 'main': 'SILIKA SEKAM PADI POTENDINYA SEBAGAI BAHAN KERAMIK INDUSTRI.pdf', 'files': [{'fileid': 118209, 'datasetid': 'document', 'hash': 'bad4a3ccd629bde5f694a71a18f4b93c', 'mime_type': 'application/pdf', 'filesize': 99035, 'objectid': 26535, 'uri': 'http://repository.lppm.unila.ac.id/id/file/118209', 'filename': 'SILIKA SEKAM PADI POTENDINYA SEBAGAI BAHAN KERAMIK INDUSTRI.pdf', 'hash_type': 'MD5', 'mtime': '2019-07-15 04:38:28'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26535', 'security': 'public', 'placement': 1, 'eprintid': 13526}]",1042,,show,,2019-07-15 07:31:18,13526,archive,,Silika sekam padi potensinya sebagai bahan baku keramik industri.,TRUE,"[{'name': {'family': 'Sembiring', 'lineage': None, 'honourific': None, 'given': 'Simon'}, 'id': 'simon.sembiring@fmipa.'}]",book,Plantaxia,,,,,,,,113.0,978-602-6912-00-8,,,,,,,,,,
21,2017-07-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4270,"This study acquires the potential of rice husk silica for production forsterite precursors using sol-gel method. The samples preparation were conducted by mixing magnesium oxide sol from Mg(NO3)2.6.12H2O with silica sol extracted from rice husk, with three different composition ratios of MgO to SiO2 are 1:1, 2:3 and 3:2 by weight and sintered at 900oC. The samples were characterized using Fourier transform infrared (FTIR) spectroscopy, x-ray diffraction (XRD),differential thermal analysis (DTA), followed by scanning electron microscopy (SEM). The FTIR results showed the presence of Si-O-Si, Mg-O and Mg-O-Si functional groups, which were associated with forsterite, enstatite, cristobalite and periclase, according to the XRD analysis. The formation of forsterite (Mg2SiO4) is composition-dependent as revealed the increase of forsterite intensity after sintered at 900oC in ratio 3:2. The surface morphology of non-sintered samples shows that particle and grain size were larger than particle and grain size of sintered samples. Also, SEM analysis of sintered samples clearly shows the presence of regular particle size with smaller grain size was found in ratio of MgO to SiO2 is 3:2. DTA analysis revealed that the formation of forsterite increased with increasing temperature. In addition, the electrical resistivities of the samples were found in the range of 0.75 x 1013 to 3.30 x 1013W-cm, demonstrating that the samples exhibit good potential as isolator.

KEYWORDS:
Forsterite; rice husk; sintering; structure; microstructure",33.0,published,"['QC', 'QD']",pub,8,0970-020 X,public,2017-11-10 15:29:22,ORIENTAL JOURNAL OF CHEMISTRY,disk0/00/00/42/70,"['FMIPA1', 'FMIPA4']",2017-11-10 15:29:22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/17164', 'pos': 1, 'eprintid': 4270, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'OJC 2017.pdf', 'docid': 17164, 'files': [{'hash': '45f34f839499fa86dfae802d7a52cca2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 42920, 'filename': 'OJC 2017.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/42920', 'objectid': 17164, 'filesize': 1318977, 'mtime': '2017-11-01 07:14:06', 'hash_type': 'MD5'}]}]",1168,4,show,1828-1836,2017-11-10 15:29:22,4270,archive,,Effect of MgO-SiO2Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from Amorphous Rice Husk Silica,TRUE,"[{'id': 'simon.sembiring@fmipa.', 'name': {'given': 'Simon', 'honourific': None, 'family': 'Sembiring', 'lineage': None}}, {'id': 'arfi2208@gmail.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Riyanto', 'honourific': None}}, {'name': {'family': 'Simanjuntak', 'lineage': None, 'honourific': None, 'given': 'Wasinton'}, 'id': 'wasinton.simanjuntak@fmipa.unila.ac.id'}, {'id': 'rudy.tahan@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Situmeang', 'honourific': None, 'given': 'Rudy T.M'}}]",article,ORIENTAL JOURNAL OF CHEMISTR,[{'url': 'http://www.orientjchem.org/vol33no4/effect-of-mgo-sio2-ratio-on-the-forsterite-mg2sio4-precursors-characteristics-derived-from-amorphous-rice-husk-silica/'}],http://www.orientjchem.org/vol33no4/effect-of-mgo-sio2-ratio-on-the-forsterite-mg2sio4-precursors-characteristics-derived-from-amorphous-rice-husk-silica/,http://dx.doi.org/10.13005/ojc/330427,['Universitas Lampung'],,"['The Directorate of Higher Education, The Ministry of Research, Technology, and Higher Education, Republic of Indonesia']","['Fundamental Research Grant Program, 2017, with contract: 610//UN26.21/KU/20017.']",,,,,,,,,,,,
