,rev_number,ispublished,status_changed,full_text_status,divisions,publisher,dir,uri,date,subjects,title,type,creators,documents,lastmod,userid,metadata_visibility,eprint_status,eprintid,datestamp,date_type,volume,publication,pagerange,contributors,number,official_url,refereed,abstract,corp_creators,related_url,issn,referencetext,id_number
10,7,pub,2022-06-12 11:45:18,public,['FMIPA1'],Universitas Lampung,disk0/00/04/23/41,http://repository.lppm.unila.ac.id/id/eprint/42341,2022-05-01 00:00:00.000000000,['QC'],"Soil Moisture Monitoring System Applied to the
Internet of Things (IoT) Based Automatic Watering 
Equipment in Papaya Fields",article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Lola Adetia', 'given': 'Lola Adetia'}, 'id': 'lolaadetia2@gmail.com'}, {'name': {'lineage': None, 'family': 'Sri Wahyu Suciyati', 'honourific': None, 'given': 'sw suciyati'}, 'id': 'sri.wahyu@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'AMIR SUPRIYANTO', 'lineage': None, 'given': 'AMIR SUPRIYANTO'}, 'id': None}, {'name': {'given': 'Gurum Ahmad', 'family': 'Gurum ahmad Pauzi,', 'lineage': None, 'honourific': None}, 'id': None}]","[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Jemit3-2-lola-wahyu.pdf', 'docid': 164054, 'files': [{'hash': '9093385c2e5294478df4f01cc946818c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 465791, 'filename': 'Jemit3-2-lola-wahyu.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465791', 'filesize': 1364873, 'objectid': 164054, 'mtime': '2022-06-11 12:17:31', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164054', 'pos': 1, 'eprintid': 42341, 'placement': 1}]",2022-06-12 11:45:18,672,show,archive,42341,2022-06-12 11:45:18,published,3.0,"Journal of Energy, Material, and Instrumentation Technology",63-73,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",2.0,http://jemit.fmipa.unila.ac.id/,TRUE,"In this research, the design of an automatic plant watering device and a real-time
soil moisture monitoring system was realized in an internet of things (IoT) based
papaya farm. The design of this automatic plant watering device aims to create
an automatic plant watering system using the FC-28 sensor and a monitoring
system using the Blynk application on papaya fields. In the system, the
microcontroller used is an Arduino UNO with outputs, namely a dc pump, 16X2
LCD, and Blynk application. Based on the android interface app, the Blynk app
can monitor the soil moisture value in real-time every 1 second. Data collection
was done by measuring the moisture value in 3 papaya farms with different crop
ages, and the tool will water when the soil moisture value read by the sensor is>
350 or <65%. Based on the study results, the device can run well, as shown by
the pump can water when the soil moisture value is> 350 or <65 %, and the pump
will stop when the soil moisture value is <350 or > 65%.","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","[{'type': 'pub', 'url': 'http://jemit.fmipa.unila.ac.id/'}]",2747-2043,,
11,9,pub,2022-05-25 03:34:03,public,['FMIPA1'],Universiti Sains Malaysia (USM Press),disk0/00/04/18/06,http://repository.lppm.unila.ac.id/id/eprint/41806,2022-04-01 00:00:00.000000000,['QC'],Synthesis and Characterisation of Nano-silica Based on Pumice Using NaOH,article,"[{'id': 'reip65@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Manurung', 'given': 'Posman'}}, {'id': None, 'name': {'given': 'Erika', 'honourific': None, 'family': 'Ginting', 'lineage': None}}, {'name': {'given': 'Ediman', 'family': 'Ginting Suka', 'lineage': None, 'honourific': None}, 'id': 'ediman.gintingsuka@fmipa.unila.ac.id'}, {'name': {'family': 'Suprihatin', 'lineage': None, 'honourific': None, 'given': 'Suprihatin'}, 'id': 'suprihatin.1973@fmipa.unila.ac.id'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163475', 'eprintid': 41806, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Journla of Physical Science 33(1) 17-28 2022 an Posman Manurung.pdf', 'docid': 163475, 'files': [{'datasetid': 'document', 'fileid': 461758, 'mime_type': 'application/pdf', 'hash': '0a451e03947d7fcb78fdeafe00490c1b', 'hash_type': 'MD5', 'mtime': '2022-05-25 02:36:25', 'filesize': 731597, 'objectid': 163475, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461758', 'filename': 'Journla of Physical Science 33(1) 17-28 2022 an Posman Manurung.pdf'}]}, {'eprintid': 41806, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163476', 'format': 'text', 'docid': 163476, 'main': 'JPS-331_Art-2-17-28.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0a451e03947d7fcb78fdeafe00490c1b', 'datasetid': 'document', 'fileid': 461761, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461761', 'filename': 'JPS-331_Art-2-17-28.pdf', 'objectid': 163476, 'filesize': 731597, 'mtime': '2022-05-25 02:36:56', 'hash_type': 'MD5'}], 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf'}, {'eprintid': 41806, 'placement': 3, 'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163477', 'format': 'text', 'main': 'Journla of Physical Science 33(1) 17-28 2022 an Posman Manurung.pdf', 'files': [{'datasetid': 'document', 'fileid': 461763, 'mime_type': 'application/pdf', 'hash': '0a451e03947d7fcb78fdeafe00490c1b', 'filesize': 731597, 'objectid': 163477, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461763', 'filename': 'Journla of Physical Science 33(1) 17-28 2022 an Posman Manurung.pdf', 'hash_type': 'MD5', 'mtime': '2022-05-25 02:37:20'}], 'docid': 163477, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-05-25 03:34:03,781,show,archive,41806,2022-05-25 03:34:03,published,33.0,"Journal of Physical Science,",17-28,,1.0,,TRUE,"Abstract: Nano-silica was synthesised from pumice by extraction method using
sodium hydroxide (NaOH), sulphuric acid (H2SO4) and hydrochloric acid (HCl).
The raw material of pumice was collected from local area, Tanggamus-Lampung
Indonesia. After grinding, the pumice powder was activated at 450°C for 2 h before
mixing with NaOH for extraction. After extraction, the powder was heated at 800°C
for 4 h, to maintain the silica is in amorphous phase. Physical characteristics were
analysed using transmission electron microscopy (TEM) for measuring particle size,
Brunauer-Emmett-Teller (BET) technique for surface area measurement, x-ray diffraction
(XRD) for structure and x-ray fluorescence (XRF) for determination of oxides. XRD
analysis proved that besides amorphous nano-silica, there are peaks of sodium sulfate
(Na2SO4) as representation of crystalline structure. The maximum silicon dioxide (SiO2)
content was found on 3.0 molar (M) NaOH. The highest surface area of 165 m2
/g was
obtained in sample of 3.5 M NaOH. The truly amorphous nano-silica content was found
in NaOH of 3.0 M. The formation temperature may occur between 1100°C–1200°C.
The particle size is in the range of 9 nm–17 nm.
Keywords: pumice, extraction, amorphous, particle size, formation temperature",,,2180-4230,,
12,6,pub,2022-11-14 03:26:25,public,['FMIPA1'],Jurusan Fisika FMIPA Universitas Lampung,disk0/00/04/65/50,http://repository.lppm.unila.ac.id/id/eprint/46550,2022-07-01 00:00:00.000000000,['QC'],"Pengaruh Waktu Penambahan Doping Fluor terhadap
Luas Permukaan dan Struktur Nanotitania dengan
Menggunakan Metode Sol-Gel",article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Manurung', 'given': 'Posman'}, 'id': 'reip65@yahoo.com'}, {'name': {'given': 'Puji', 'honourific': None, 'family': 'Lestari', 'lineage': None}, 'id': None}, {'name': {'family': 'Karo Karo', 'lineage': None, 'honourific': None, 'given': 'Pulung'}, 'id': None}]","[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 513272, 'hash': 'a98885c2c1fffca3985f0df24443e06d', 'mime_type': 'application/pdf', 'filesize': 460031, 'objectid': 185428, 'filename': 'Pengaruh Waktu Penambahan Doping Fluor terhadap Posman 2022.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/513272', 'hash_type': 'MD5', 'mtime': '2022-11-12 10:04:09'}], 'main': 'Pengaruh Waktu Penambahan Doping Fluor terhadap Posman 2022.pdf', 'docid': 185428, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 46550, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185428', 'pos': 1}]",2022-11-14 03:26:25,781,show,archive,46550,2022-11-14 03:26:25,,10.0,Jurnal Teori dan Aplikasi Fisika,137-144,,2.0,,TRUE,"Abstract. F-doped TiO2 has been synthesized using the sol-gel method using NH4F as a source of fluorine.
This study aims to determine the effect of adding variations in the rate of doping fluorine during 0, 30, 60, 90
and 120 minutes using an injection pump to the formation and change of crystal structure and specific
surface area of TiO2. Titanium isopropoxide (TTIP), tween-80, isopropyl alcohol and NH4F are used as the
main ingredients in the synthesis of nanotitania. The F-TiO2 powder was then calcined at 450 °C for 5 hours.
The powder was tested for characterization using x-ray diffraction (XRD) and surface area analyzer (SAA).
The XRD characterization results showed that all samples had purely anatase phases. XRD analysis on
sample F-01 with a drop rate of 0 minutes obtained the largest particle diameter of 14.21 nm. Whereas the
sample F-04 with a dropping rate of 90 minutes obtained the smallest particle diameter of 11.60 nm. The
results of the SAA characterization in sample F-01 with a drop rate of 0 minutes obtained the smallest
surface area of 68.845 m2
/g. Whereas in sample F-04 with a dropping rate of 90 minutes the largest surface
area was 103,585 m2
/g.
Keywords: fluor-doped, SAA, TiO2, XRD.",,,2303-016X,,
13,8,pub,2022-11-14 03:26:14,public,['FMIPA1'],Lampung University,disk0/00/04/65/47,http://repository.lppm.unila.ac.id/id/eprint/46547,2022-07-01 00:00:00.000000000,['QC'],"Pengaruh Isopropil Alkohol (IPA) pada Pembentukan
Nanotitania Menggunakan Metode Hidrotermal
pada Temperatur 250 oC",article,"[{'name': {'family': 'Manurung', 'lineage': None, 'honourific': None, 'given': 'Posman'}, 'id': 'reip65@yahoo.com'}, {'name': {'given': 'MAHARANI', 'family': 'MAHARANI', 'lineage': None, 'honourific': None}, 'id': None}]","[{'eprintid': 46547, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185424', 'format': 'text', 'main': 'Pengaruh Isopropil Alkohol (IPA) pada Pembentukan Posman 2022.pdf', 'files': [{'mtime': '2022-11-12 09:36:23', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/513251', 'filename': 'Pengaruh Isopropil Alkohol (IPA) pada Pembentukan Posman 2022.pdf', 'filesize': 335495, 'objectid': 185424, 'mime_type': 'application/pdf', 'hash': 'c8d21b3c1f85f33b445131a69a51dc20', 'fileid': 513251, 'datasetid': 'document'}], 'docid': 185424, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}, {'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185425', 'pos': 2, 'eprintid': 46547, 'placement': 2, 'content': 'published', 'rev_number': 3, 'language': 'en', 'mime_type': 'text/html', 'format': 'text', 'files': [{'hash': 'd192ede9f9d830387eff88379f2cf137', 'mime_type': 'text/html', 'fileid': 513254, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/513254', 'filename': 2750, 'filesize': 44506, 'objectid': 185425, 'mtime': '2022-11-12 09:36:35', 'hash_type': 'MD5'}], 'main': 2750, 'docid': 185425}]",2022-11-14 03:26:14,781,show,archive,46547,2022-11-14 03:26:14,,10.0,Jurnal Teori dan Aplikasi Fisika,179-186,,2.0,,TRUE,"Abstract. Research has been carried out on the effect of adding isopropyl alcohol (IPA) on the formation of
nano titania. This study aims to determine the effect of adding IPA on the phase formation and particle size
of TiO2. In this study, nano titania was synthesized by hydrothermal method at a temperature of 250oC with
a variety of different IPA additions, namely 0.2 ml, 0.4 ml, 0.6 ml, and 0.8 ml. Samples were characterized
using X-Ray Diffraction (XRD) and Scanning Electron Microscopy (SEM). The XRD characterization results
showed that the diffraction peaks were following the standard database and showed anatase, rutile, and
brookite phases. The particle size is calculated from the FWHM value using the Scherrer equation, which is
in the 10-13 nm range for the anatase phase and the rutile phase in the 18-20 nm range. The results of SEM
characterization in the 04IPA sample showed that the morphology was not perfectly round and the grain size
was not uniform.
Keywords: Nano titania, Isopropyl Alcohol (IPA), Hydrothermal",,,ISSN 2303-016X,,
14,6,pub,2022-11-14 03:26:23,public,['FMIPA1'],Lampung University,disk0/00/04/65/49,http://repository.lppm.unila.ac.id/id/eprint/46549,1970-01-01 00:00:00.000002022,['QC'],"Sintesis dan Karakterisasi Serat Nanotitania
dengan Metode Electrospinning",article,"[{'id': 'reip65@yahoo.com', 'name': {'lineage': None, 'family': 'Manurung', 'honourific': None, 'given': 'Posman'}}, {'name': {'given': 'Nurul', 'honourific': None, 'lineage': None, 'family': 'Octavia'}, 'id': None}, {'name': {'honourific': None, 'family': 'Junaidi', 'lineage': None, 'given': 'Junaidi'}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}, {'id': 'pulung.karokaro@gmail.com', 'name': {'family': 'Karo Karo', 'lineage': None, 'honourific': None, 'given': 'Pulung'}}]","[{'format': 'text', 'docid': 185427, 'main': 'Sintesis dan Karakterisasi Serat Nanotitania Posman 2022.pdf', 'files': [{'objectid': 185427, 'filesize': 486300, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513266', 'filename': 'Sintesis dan Karakterisasi Serat Nanotitania Posman 2022.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-12 09:54:24', 'datasetid': 'document', 'fileid': 513266, 'hash': 'c9184fd659a6032b3638f16aae8299cc', 'mime_type': 'application/pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 46549, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185427', 'pos': 1}]",2022-11-14 03:26:23,781,show,archive,46549,2022-11-14 03:26:23,,10.0,Jurnal Teori dan Aplikasi Fisika,169-178,,2.0,,TRUE,"Abstract. Titanium Dioxide (TiO2) nanofibers have been prepared using the electrospinning method. This study aims
to determine the morphology and crystal structure of the TiO2 nanofibers and to determine the effect of viscosity on
the morphology and crystal structure formed. This study used titanium tetraisopropoxide as a precursor, ethanol as a
solvent, acetic acid as a solution stabilizer and controlled the hydrolysis reaction of the precursor, and PVP as a
fiber-making material. The amount of variations of acetic acid is 2; 2.5; 3; 3.5; and 4 ml respectively. The results of
the viscosity test showed that the greater the acetic acid used, the smaller the viscosity. The electrospinning process
was carried out at a high voltage of 13 kV with a flow rate of 1.5 ml/hour. The fiber obtained was then calcined at
450 oC for 3 hours. The calcined sample was then analyzed using X-Ray Diffraction (XRD), Scanning Electron
Microscopy (SEM), and Transmission Electron Microscopy (TEM). SEM characterization results on samples B, C,
and D showed that the sample diameters were 313 ± 28 nm, 275 ± 57 nm, and 242 ± 59 nm, respectively. The results
of XRD characterization on sample D showed that the resulting sample had a tetragonal crystal structure with a mixed
phase between anatase and rutile. The results of TEM characterization in sample D showed the fiber diameter with a
size of 68.05 nm.
Keywords: nanofibers, TiO2, electrospinning, viscosity.",,,ISSN 2303-016X,,
15,8,unpub,2022-09-06 06:20:46,public,['FMIPA1'],IOP Publishing,disk0/00/04/47/15,http://repository.lppm.unila.ac.id/id/eprint/44715,2022-07-01 00:00:00.000000000,['QC'],"Cek Similarity: A preliminary study of phases, elemental mapping, and electrical properties on Na2FeSiO4 derived from rice husk silica",other,"[{'id': 'agus.riyanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Riyanto', 'given': 'Agus'}}]","[{'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'other', 'main': 'Riyanto_2020_J._Phys.__Conf._Ser._1572_012003.pdf.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '33cec66913e34c1354b708268a971cd4', 'datasetid': 'document', 'fileid': 482914, 'filename': 'Riyanto_2020_J._Phys.__Conf._Ser._1572_012003.pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/482914', 'filesize': 1534169, 'objectid': 166590, 'mtime': '2022-09-03 09:52:46', 'hash_type': 'MD5'}], 'docid': 166590, 'formatdesc': 'Cek Similarity: A preliminary study of phases, elemental mapping, and electrical properties on Na2FeSiO4 derived from rice husk silica', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166590', 'pos': 1, 'eprintid': 44715, 'placement': 1}]",2022-09-06 06:20:46,1168,show,archive,44715,2022-09-06 06:20:46,,,,,,,,,,['Universitas Lampung'],,,,
16,7,unpub,2022-09-06 06:21:02,public,['FMIPA1'],Universitas Lambung Mangkurat,disk0/00/04/48/02,http://repository.lppm.unila.ac.id/id/eprint/44802,2022-07-18 00:00:00.000000000,['QC'],NIlai review artikel: Pengaruh Penambahan Tepung Umbi Porang danVariasi Konsentrasi Flavonoid Kulit Nanas dalam Pembuatan Biofoam,other,"[{'id': 'agus.riyanto@fmipa.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Riyanto'}}]","[{'format': 'text', 'main': 'Nilai Pengaruh Penambahan Tepung.pdf', 'files': [{'fileid': 483671, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4657a78aebd0f381f3a46be15b112d2f', 'objectid': 166692, 'filesize': 1370554, 'filename': 'Nilai Pengaruh Penambahan Tepung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483671', 'hash_type': 'MD5', 'mtime': '2022-09-06 02:48:47'}], 'docid': 166692, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 44802, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166692'}]",2022-09-06 06:21:02,1168,show,archive,44802,2022-09-06 06:21:02,,,,,,,,,,['Universitas Lampung'],,,,
17,8,unpub,2022-09-06 06:20:43,public,['FMIPA1'],IOP Publishing,disk0/00/04/47/12,http://repository.lppm.unila.ac.id/id/eprint/44712,2022-07-18 00:00:00.000000000,['QC'],"Nilai review artikel: A preliminary study of phases, elemental mapping, and electrical properties on Na2FeSiO4 derived from rice husk silica",other,"[{'id': 'agus.riyanto@fmipa.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Riyanto'}}]","[{'security': 'public', 'formatdesc': 'Nilai review artikel: A preliminary study of phases, elemental mapping, and electrical properties on Na2FeSiO4 derived from rice husk silica', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166588', 'pos': 1, 'eprintid': 44712, 'placement': 1, 'content': 'other', 'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'other', 'docid': 166588, 'main': 'A Preliminary .pdf', 'files': [{'fileid': 482903, 'datasetid': 'document', 'hash': 'fe328ac8d41c79fa469295f4d4f57521', 'mime_type': 'application/pdf', 'filesize': 1394919, 'objectid': 166588, 'uri': 'http://repository.lppm.unila.ac.id/id/file/482903', 'filename': 'A Preliminary .pdf', 'hash_type': 'MD5', 'mtime': '2022-09-03 09:47:52'}]}]",2022-09-06 06:20:43,1168,show,archive,44712,2022-09-06 06:20:43,,,,,,,,,,['Universitas Lampung'],,,,
18,7,unpub,2022-09-07 07:14:07,public,['FMIPA1'],"Progam Studi Pendidikan Fisika FTK Universitas Islam Negeri Ar-Raniry Banda Aceh, UIN Ar-Raniry Banda Aceh, Aceh, Indonesia.",disk0/00/04/48/19,http://repository.lppm.unila.ac.id/id/eprint/44819,2022-07-18 00:00:00.000000000,['QC'],"Nilai review artikel: Pengaruh Variasi Ion Ag+ terhadap 
Pembentukan Biofoam Antibakteri Berbasis Pati 
Singkong dan Selulosa Batang Jagung",other,"[{'id': 'agus.riyanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Riyanto', 'given': 'Agus'}}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166717', 'security': 'public', 'placement': 1, 'eprintid': 44819, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Nilai Pengaruh Variasi.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-09-07 03:48:55', 'filesize': 1297091, 'objectid': 166717, 'filename': 'Nilai Pengaruh Variasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483833', 'fileid': 483833, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd75bc44fae9fc38429fb3ea925c1f838'}], 'docid': 166717, 'format': 'text'}]",2022-09-07 07:14:07,1168,show,archive,44819,2022-09-07 07:14:07,,,,,,,,,,,,,,
19,7,unpub,2022-09-06 06:21:16,public,['FMIPA1'],-,disk0/00/04/48/11,http://repository.lppm.unila.ac.id/id/eprint/44811,2022-07-18 00:00:00.000000000,['QC'],Nilai review artikel: Silver Nanorods Layer Based on Polyvinyl Alcohol on Glass Substrates by Dip-Coating Method,other,"[{'name': {'family': 'Riyanto', 'lineage': None, 'honourific': None, 'given': 'Agus'}, 'id': 'agus.riyanto@fmipa.unila.ac.id'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166707', 'eprintid': 44811, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': '7da8eb2c72d8c995aadb51e7d488323e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 483747, 'mtime': '2022-09-06 05:02:07', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483747', 'filename': 'Silver Nanoroad.pdf', 'objectid': 166707, 'filesize': 1132107}], 'main': 'Silver Nanoroad.pdf', 'docid': 166707}]",2022-09-06 06:21:16,1168,show,archive,44811,2022-09-06 06:21:16,,,,,,,,,,['Universitas Lampung'],,,,
20,7,unpub,2022-09-06 06:21:14,public,['FMIPA1'],"Institute of Rock Structure and Mechanics of the CAS & University of Chemistry and Technology, Prague",disk0/00/04/48/10,http://repository.lppm.unila.ac.id/id/eprint/44810,2022-07-18 00:00:00.000000000,['QC'],Nilai review artikel: Structure and Properties of Silver-Silica Composite Prepared From Rice Husk Silica And Silver Nitrate,other,"[{'name': {'lineage': None, 'family': 'Riyanto', 'honourific': None, 'given': 'Agus'}, 'id': 'agus.riyanto@fmipa.unila.ac.id'}]","[{'placement': 1, 'eprintid': 44810, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166706', 'pos': 1, 'security': 'public', 'main': 'Structure & Properties.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'feaa87161d8c0ca329c67fc5f26ed81e', 'fileid': 483740, 'datasetid': 'document', 'filename': 'Structure & Properties.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483740', 'objectid': 166706, 'filesize': 1157551, 'mtime': '2022-09-06 04:49:38', 'hash_type': 'MD5'}], 'docid': 166706, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-09-06 06:21:14,1168,show,archive,44810,2022-09-06 06:21:14,,,,,,,,,,['Universitas Lampung'],,,,
21,7,unpub,2022-09-07 07:14:26,public,['FMIPA1'],Universitas Lampung,disk0/00/04/48/25,http://repository.lppm.unila.ac.id/id/eprint/44825,2022-07-18 00:00:00.000000000,['QC'],Nilai review artikel:ANALISIS DINAMIKA MOLEKUL PROTEIN LYSOZYME PUTIH TELUR DENGAN MODEL POTENSIAL LENNARD-JONES MENGGUNAKAN APLIKASI GROMACS,other,"[{'name': {'given': 'Agus', 'honourific': None, 'family': 'Riyanto', 'lineage': None}, 'id': 'agus.riyanto@fmipa.unila.ac.id'}]","[{'eprintid': 44825, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166723', 'format': 'text', 'main': 'Analisis Dinamika Molekul.pdf', 'files': [{'datasetid': 'document', 'fileid': 483873, 'hash': '11dce575f3b2afddd0bb850dbc094021', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-07 06:57:33', 'objectid': 166723, 'filesize': 1149546, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483873', 'filename': 'Analisis Dinamika Molekul.pdf'}], 'docid': 166723, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-09-07 07:14:26,1168,show,archive,44825,2022-09-07 07:14:26,,,,,,,,,,['Universitas Lampung'],,,,
22,7,unpub,2022-09-07 07:14:28,public,['FMIPA1'],Universitas Lampung,disk0/00/04/48/26,http://repository.lppm.unila.ac.id/id/eprint/44826,2022-07-18 00:00:00.000000000,['QC'],Nilai review artikel:Studi Desain High Temperature Gas-Cooled Reactor (HTGR) Berpendingin Gas Hidrogen Menggunakan Bahan Bakar Thorium,other,"[{'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Riyanto'}, 'id': 'agus.riyanto@fmipa.unila.ac.id'}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166724', 'pos': 1, 'eprintid': 44826, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Nilai_ Studi Desain.pdf', 'docid': 166724, 'files': [{'mtime': '2022-09-07 07:05:18', 'hash_type': 'MD5', 'filename': 'Nilai_ Studi Desain.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483880', 'objectid': 166724, 'filesize': 962396, 'hash': '44fd19a678869440de4d1ab5dd5659b1', 'mime_type': 'application/pdf', 'fileid': 483880, 'datasetid': 'document'}]}]",2022-09-07 07:14:28,1168,show,archive,44826,2022-09-07 07:14:28,,,,,,,,,,,,,,
23,9,unpub,2022-09-16 09:24:43,public,['FMIPA1'],Uhamka,disk0/00/04/49/81,http://repository.lppm.unila.ac.id/id/eprint/44981,2022-07-18 00:00:00.000000000,['QC'],Nilai review: https://doi.org/10.22236/omega.v5i1.8560,other,"[{'id': 'agus.riyanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Riyanto', 'honourific': None, 'given': 'Agus'}}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Nilai_ Sythesis.pdf', 'docid': 166901, 'files': [{'objectid': 166901, 'filesize': 1106336, 'filename': 'Nilai_ Sythesis.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/485075', 'hash_type': 'MD5', 'mtime': '2022-09-16 07:53:48', 'fileid': 485075, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b4dfb338b96abf60373056fb62907d9a'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166901', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 44981}]",2022-09-16 09:24:43,1168,show,archive,44981,2022-09-16 09:24:43,,,,,,,,,,['Universitas Lampung'],,,,
