,subjects,date,uri,divisions,publisher,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,title,type,creators,abstract,succeeds,date_type,patent_applicant,id_number,pages,official_url,number,pagerange,refereed,volume,issn,publication,related_url,place_of_pub,funders,corp_creators,event_dates,pres_type,event_location,event_type,event_title
10,['TA'],2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41164,['FT6'],pubmed.gov,disk0/00/04/11/64,9,pub,public,2022-04-08 01:14:13,show,2022-04-08 01:14:13,archive,41164,2022-04-08 01:14:13,"[{'main': 'MyReport 07-Apr-2022_Briquetting.pdf', 'files': [{'datasetid': 'document', 'fileid': 456893, 'mime_type': 'application/pdf', 'hash': '329fb68f08576b509892350cf275a0a0', 'hash_type': 'MD5', 'mtime': '2022-04-07 07:51:40', 'objectid': 162625, 'filesize': 292238, 'uri': 'http://repository.lppm.unila.ac.id/id/file/456893', 'filename': 'MyReport 07-Apr-2022_Briquetting.pdf'}], 'docid': 162625, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 41164, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162625', 'security': 'public'}]",636,plagiarms Chceker: Briquetting of sugarcane bagasse as a proper waste management technology in Vietnam,other,"[{'id': 'brunerova@tf.czu.cz', 'name': {'given': 'anna', 'honourific': None, 'family': 'Brunerová', 'lineage': None}}, {'id': 'udinha65@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Hasanudin', 'given': 'Udin'}}, {'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'family': 'Iryani', 'lineage': None, 'honourific': None, 'given': 'Dewi Agustina'}}, {'name': {'given': 'david', 'honourific': None, 'lineage': None, 'family': 'Herák'}, 'id': 'herak@tf.czu.cz'}]",,,published,,10.1177/0734242X20938438,,https://pubmed.ncbi.nlm.nih.gov/32686610/,,,,,,,,,,,,,,,
11,['TP'],2020-12-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20749,['FT6'],MDPI,disk0/00/02/07/49,9,pub,public,2020-05-28 02:16:54,show,2020-05-28 02:16:54,archive,20749,2020-05-28 02:16:54,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 34100, 'main': 'energies-13-00054_Anna_bricket.pdf', 'files': [{'hash': '3bd595e8c2b14b12fb979ac3e23117c4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 194374, 'uri': 'http://repository.lppm.unila.ac.id/id/file/194374', 'filename': 'energies-13-00054_Anna_bricket.pdf', 'filesize': 3502762, 'objectid': 34100, 'mtime': '2020-05-27 14:48:16', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34100', 'security': 'public', 'placement': 1, 'eprintid': 20749}]",636,"Valorization of Bio-Briquette Fuel by Using Spent
Co�ee Ground as an External Additive",article,"[{'name': {'given': 'anna', 'lineage': None, 'family': 'Brunerová', 'honourific': None}, 'id': 'brunerova@tf.czu.cz'}, {'id': None, 'name': {'given': 'Hynex', 'lineage': None, 'family': 'Roubik', 'honourific': None}}, {'name': {'given': 'Agus', 'family': 'Haryanto', 'lineage': None, 'honourific': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'name': {'given': 'Hasanudin', 'family': 'udin', 'lineage': None, 'honourific': None}, 'id': 'udin.hasanudin@fp.unila.ac.id'}, {'name': {'given': 'Dewi Agustina', 'honourific': None, 'lineage': None, 'family': 'Iryani'}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Herak', 'honourific': None, 'given': 'David'}}]","The present study investigates the quality changes of wood bio-briquette fuel after the
addition of spent co�ee ground (SCG) into the initial feedstock materials (sawdust, shavings) in
di�erent mass ratios (1:1, 1:3). Analysis of SCGs fuel parameter proved great potential for energy
generation by a process of direct combustion. Namely, level of calorific value (GCV = 21.58 MJ�kg",,published,,doi:10.3390/en13010054,,https://www.mdpi.com/1996-1073/13/1/54,54,1-15,TRUE,13.0,1996-1073,Energies,,,,,,,,,
12,['TP'],2020-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25849,['FT6'],UNIVERSITAS INDONESIA,disk0/00/02/58/49,7,pub,public,2020-11-18 01:26:19,show,2020-11-18 01:26:19,archive,25849,2020-11-18 01:26:19,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 39645, 'main': 'downloadfile.pdf', 'files': [{'filename': 'downloadfile.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/232474', 'objectid': 39645, 'filesize': 1004333, 'mtime': '2020-11-17 09:43:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd9987c87c41f59116b46cefde67622c4', 'fileid': 232474, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39645', 'pos': 1, 'eprintid': 25849, 'placement': 1}]",4371,"Implementation of biogas-based energy security program and Implementation of biogas-based energy security program and evaluation of its sustainability in Kediri village, Pringsewu district, evaluation of its sustainability in Kediri village, Pringsewu district, Lampung province",article,"[{'id': 'mya_wid@yahoo.com', 'name': {'given': 'Sri Ismiyati', 'honourific': None, 'family': 'Damayanti', 'lineage': None}}, {'id': 'simparmin@gmail.com', 'name': {'given': 'Simparmin', 'family': 'Ginting', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Nawansih', 'lineage': None, 'honourific': None, 'given': 'Otik'}, 'id': 'otiknawansih@yahoo.com'}, {'id': 'siti.hudaidah@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Hudaidah', 'lineage': None, 'given': 'Siti'}}]","The Biogas-based energy security program in Kediri Village, Pringsewu District, Lampung Province, aims to provide awareness and knowledge to villagers about the potential of cow dung to be made into biogas and promote awareness of good environment quality. An evaluation of the sustainability of the program in the community was conducted. The methods that were used in this program are (1) socialization to provide awareness of good environment quality and energy security, (2) digester construction and stove and biogas lamp installation, which was carried out by the community together with certified trainers, (3) creation of a master design of the digester layout to ensure the maximum utilization of the digesters, and (4) evaluation to determine opportunities for program sustainability. Results show that the Biogas-based Energy Security Program has succeeded in making the community aware of and accept and apply the technology of processing cow manure into biogas. Biogas has met 100% of the fuel needs for cooking and electricity of biogas-fed houses. The environment quality has also improved, as shown by clean cages and home environments, and methane emissions have reduced. Over the five-year program, 11 out of 20 planned digesters have been built. The program's future sustainability can be continued by the community, provided that alternative sources of funds that can be pursued by the community are available.   
Keywords: energy security; biogas; cow dung; environmental quality; sustainability.",,published,,,,https://scholarhub.ui.ac.id/ajce/,1,80-103,TRUE,4.0,E ISSN 2581 0030,Asean Journal of Community Engagement,,,,,,,,,
13,['TP'],2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22147,['FT6'],,disk0/00/02/21/47,8,pub,public,2020-06-10 00:55:10,show,2020-06-10 00:55:10,archive,22147,2020-06-10 00:55:10,"[{'content': 'published', 'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'text', 'main': 'JTII Vol 1. No.1 (2020)_Darni_Yuli.pdf', 'files': [{'datasetid': 'document', 'fileid': 203996, 'hash': '964ea76bf3ad89e03177dcea25ad195e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-09 09:46:48', 'filesize': 364860, 'objectid': 35562, 'filename': 'JTII Vol 1. No.1 (2020)_Darni_Yuli.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203996'}], 'docid': 35562, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35562', 'pos': 1, 'eprintid': 22147, 'placement': 1}]",32,Pengaruh Proses Ultrasonikasi terhadap Ukuran Serat Selulosa dari Batang Sorgum,article,"[{'name': {'family': 'Darni', 'lineage': None, 'honourific': None, 'given': 'Yuli'}, 'id': 'darni_yuli@yahoo.com'}, {'id': 'lismeri@yahoo.co.id', 'name': {'given': 'Lia', 'honourific': None, 'lineage': None, 'family': 'Lismeri'}}, {'id': None, 'name': {'given': 'Gitri', 'family': 'Devi', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Hanif', 'lineage': None, 'honourific': None, 'given': 'Muhammad'}, 'id': 'muhammad.hanif@eng.unila.ac.id'}, {'id': None, 'name': {'family': 'Ulya', 'lineage': None, 'honourific': None, 'given': 'Muhammad Ridho'}}]","Penelitian ini bertujuan untuk mensintesis serat selulosa dari batang sorgum dengan metode alkali–hidrolisis asam–mekanik. Pada proses kimia serat diektraksi dari batang sorgum dengan KOH 4%. Variasi dilakukan pada perlakuan mekanik yaitu waktu ultrasonikasi selama 60, 90, dan 120 menit. Serat selulosa yang diperoleh selanjutnya dianalisis morfologinya dengan menggunakan SEM. Hasil pengamatan morfologi ini menunjukkan bahwa serat tanpa sonikasi berukuran 10,21 mikron, sedangkan serat dengan ultasonikasi 60 menit, 90 menit, dan 120 menit berturut-turut berukuran 10,64 mikron, 9,253 mikron, dan 4,887 mikron. Hasil penelitian ini menunjukkan bahwa semakin lama waktu sonikasi pada rentang yang dilakukan diperoleh ukuran serat selulosa yang semakin kecil.",,,,,,,1,1-7,FALSE,1.0,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,,,,,,,,,
14,['TD'],2020-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20874,['FT6'],LPPM UNILA,disk0/00/02/08/74,6,pub,none,2020-05-28 11:48:50,show,2020-05-28 11:48:50,archive,20874,2020-05-28 11:48:50,,462,"PENINGKATAN EKONOMIS LIMBAH PRODUKSI JAMUR MERANG
MENJADI BRIKET SEBAGAI SUMBER ENERGI ALTERNATIF DI DESA
BAYUR KECAMATAN RAJABASA",article,"[{'id': 'yuli.darni@eng.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Darni', 'given': 'Yuli'}}, {'name': {'given': 'Herti', 'family': 'Utami', 'lineage': None, 'honourific': None}, 'id': 'herti.utami@eng.unila.ac.id'}, {'id': 'darmansyah82@gmail.com', 'name': {'given': 'Darmansyah', 'lineage': None, 'family': 'Darmansyah', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Lismeri', 'lineage': None, 'given': 'Lia'}, 'id': 'lismeri@yahoo.co.id'}, {'name': {'family': 'Haerudin', 'lineage': None, 'honourific': None, 'given': 'Nandi'}, 'id': 'nandi.haerudin@eng.unila.ac.id'}]",,,published,,,,,1,28-33,TRUE,4.0,2550-1089,Jurnal Sakai Sambayan,,,['DIPA BLU UNILA'],,,,,,
15,['TP'],2020-12-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27477,['FT6'],LPPM UNILA,disk0/00/02/74/77,6,pub,public,2021-01-27 05:03:08,show,2021-01-27 05:03:08,archive,27477,2021-01-27 05:03:08,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'document.pdf', 'files': [{'mtime': '2021-01-27 04:38:33', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/245645', 'filename': 'document.pdf', 'filesize': 545211, 'objectid': 41479, 'hash': '649df2d3cd325c2c2ccaccc55e78bb5a', 'mime_type': 'application/pdf', 'fileid': 245645, 'datasetid': 'document'}], 'docid': 41479, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41479', 'eprintid': 27477, 'placement': 1}]",423,Penerapan Alat Pengering untuk Peningkatan Efisiensi Waktu dan Minimasi Lahan pada Pengolahan Sampah Plastik di Jati Agung Kabupaten Lampung Selatan,article,"[{'id': 'darni_yuli@yahoo.com', 'name': {'given': 'Yuli', 'honourific': None, 'family': 'Darni', 'lineage': None}}, {'id': 'herti.utami@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Utami', 'lineage': None, 'given': 'Herti'}}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Sulistiyanti', 'honourific': None, 'given': 'Sri Ratna'}}]","Kegiatan pengabdian ini bertujuan meningkatkan dan mengembangkan unit usaha mitra dalam mengolah sampah plastik untuk menghasilkan produk dengan nilai ekonomis lebih tinggi. Demikian juga, kegiatan ini akan berefek langsung terhadap usaha penanganan limbah plastik. Metode yang dilakukan dalam kegiatan pengabdian ini meliputi sosialisasi, pelatihan dan aplikasi penggunaan alat pengering sampah plastik jenis centrifugal dryer.  Dalam sosialisasi akan dijelaskan secara singkat tentang pemanfaatan dan penanganan limbah plastik. Pelatihan dan aplikasi alat diberikan kepada unit usaha mitra tentang cara penggunaan alat pengering plastik. Kegiatan dilakukan di Desa Sumber Jaya Jati Agung, dengan sasaran khususnya adalah mitra pengelola limbah plastik. Permasalahan yang dihadapi mitra adalah belum efisiennya waktu pengeringan hasil cacahan plastik dan membutuhkan lahan yang luas untuk penjemuran produk. Hal ini berefek langsung terhadap kapasitas penjualan produk. Dengan kegiatan PKM ini mitra pengelola daur ulang plastik dapat menggunakan alat pengering sentrifugal untuk meningkatkan efisiensi waktu pengeringan cacahan plastik dan akan memberikan keuntungan bagi mitra.
Kata kunci: teknologi tepat guna; alat pengering sentrifugal; limbah plastik",,published,,,,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/268/168,3,219-223,TRUE,4.0,2550-1089,Jurnal Sakai Sambayan,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']",,,,,
16,['TP'],2020-08-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27614,['FT6'],,disk0/00/02/76/14,6,pub,public,2021-02-02 04:41:54,show,2021-02-02 04:41:54,archive,27614,2021-02-02 04:41:54,"[{'placement': 1, 'eprintid': 27614, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41620', 'pos': 1, 'security': 'public', 'docid': 41620, 'main': 'Kompasiana 2020.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-02 04:19:31', 'objectid': 41620, 'filesize': 2394908, 'uri': 'http://repository.lppm.unila.ac.id/id/file/246714', 'filename': 'Kompasiana 2020.pdf', 'datasetid': 'document', 'fileid': 246714, 'mime_type': 'application/pdf', 'hash': '5ab21604b001e1df212891c2f8298f5f'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",423,Penerapan Teknologi Tepat Guna Alat Pengering Cacahan Sampah Plastik pada Proses Daur Ulang Plastik,article,"[{'id': 'darni_yuli@yahoo.com', 'name': {'given': 'Yuli', 'lineage': None, 'family': 'Darni', 'honourific': None}}, {'id': 'herti.utami@eng.unila.ac.id', 'name': {'given': 'Herti', 'family': 'Utami', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Sri Ratna', 'lineage': None, 'family': 'Sulistiyanti', 'honourific': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}]","Dilihat dari komposisinya, jenis sampah yang paling dominan dihasilkan di Indonesia adalah sampah organik atau sisa makanan dan sisa tumbuhan sebesar 50%, plastik sebesar 15%, dan kertas sebesar 10%. Sampah plastik tersebut berasal dari kemasan baik kemasan makanan dan minuman, kemasan consumer goods, kantong belanja, dan pembungkus barang lainnya. Total timbunan sampah plastik, yang didaur ulang diperkirakan baru 10-15%, 60-70% ditimbun di TPA, dan 15-30% belum terkelola dan terbuang ke lingkungan terutama ke lingkungan perairan seperti sungai, danau, pantai, dan laut. Untuk mengatasi permasalahan sampah plastik ini salah satunya dengan melakukan proses daur ulang sampah plastik.
Pemanfaatan dan penanganan limbah plastik ini perlu banyak disosialisasikan, selain kampanye pengurangan penggunaan bahan plastik. Sampah plastik sebaiknya dikumpulkan untuk didaur ulang. Biasanya sampah ini dikumpulkan oleh pemulung dan dijual ke kelompok pengolah limbah plastik. Di tempat pengolah limbah plastik inilah dilakukan pencacahan limbah plastik, pencucian dan pengeringan, sebelum masuk ke pengolahan daur ulang plastik.",,published,,,,,123,1-2,FALSE,123.0,1234,Kompasiana,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']",,,,,
17,['TA'],2020-08-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/45707,['FT6'],IOP,disk0/00/04/57/07,7,pub,public,2022-10-17 01:26:31,show,2022-10-17 01:26:31,archive,45707,2022-10-17 01:26:31,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184517', 'eprintid': 45707, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 184517, 'main': 'CamScanner _nilai reviewer_torrefaction_to Improve biomass_pak Agus.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '7b9f9ed80ae86185dab14b3e989ab74b', 'datasetid': 'document', 'fileid': 506911, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506911', 'filename': 'CamScanner _nilai reviewer_torrefaction_to Improve biomass_pak Agus.pdf', 'filesize': 1019392, 'objectid': 184517, 'mtime': '2022-10-14 14:47:30', 'hash_type': 'MD5'}]}]",636,hasil_review: Torrefaction to Improve Biomass pellet made of Palm Empty Fruit Bunch,other,"[{'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}}, {'name': {'given': 'Wahyu', 'honourific': None, 'family': 'Hidayat', 'lineage': None}, 'id': 'wahyu.hidayat@fp.unila.ac.id'}, {'name': {'given': 'Udin', 'honourific': None, 'family': 'Hasanudin', 'lineage': None}, 'id': 'udinha65@gmail.com'}, {'name': {'given': 'Dewi Agustina', 'honourific': None, 'family': 'Iryani', 'lineage': None}, 'id': 'dewi.agustina@eng.unila.ac.id'}]",none,,published,,,,https://iopscience.iop.org/article/10.1088/1755-1315/749/1/012047,,,,,,,,,,,,,,,
18,['TP'],2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31934,['FT6'],"Fakultas teknik, universitas lampung",disk0/00/03/19/34,6,pub,public,2021-06-04 01:34:42,show,2021-06-04 01:34:42,archive,31934,2021-06-04 01:34:42,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 144664, 'main': 'Hermida2020Pengolahan limbah cair industry karet secara elektrokoagulasi dengan .pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'bac4fe3eb9870af6862abfdb769a8e35', 'datasetid': 'document', 'fileid': 377975, 'mtime': '2021-06-03 13:35:08', 'hash_type': 'MD5', 'filename': 'Hermida2020Pengolahan limbah cair industry karet secara elektrokoagulasi dengan .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/377975', 'objectid': 144664, 'filesize': 525323}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144664', 'security': 'public', 'placement': 1, 'eprintid': 31934}]",397,"Pengolahan limbah cair industry karet secara elektrokoagulasi dengan 
rancangan percobaan Taguchi fractional factorial",article,"[{'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}, 'id': 'lilis.hermida@eng.unila.ac.id'}]","Penelitian pengolahan limbah cair indutri karet telah dilakukan dengan cara elektrokoagulasi 
menggunakan lima elektroda besi yang disusun secara bipolar. .Rancangan percobaan menggunakan 
Taguchi fractional factorial untuk mengetahui kondisi optimal tingkat penurunan kekeruhan. Adapun 
parameter-parameter kondisi operasi yang di variasikan adalah: jarak antar elektroda, kuat arus dan 
koduktivitas limbah cair. Berdasarkan hasil penelitian diketahui bahwa persentase penurunan kekeruhan 
optimal diperoleh sebesar 96,57% pada kondisi operasi: konduktivitas limbah cair 1400 μs/cm, jarak
antar elektroda 1,5 cm, pemakaian kuat arus 0,2 A dan waktu operasi selama 180 menit.",,published,,,,http://jtii.eng.unila.ac.id/index.php/ojs/article/view/17,2,001-005,TRUE,1.0,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,,,,,,,,,
19,['TP'],2020-02-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18977,['FT6'],,disk0/00/01/89/77,7,pub,public,2020-04-06 01:16:13,show,2020-04-06 01:16:13,archive,18977,2020-04-06 01:16:13,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32217', 'pos': 1, 'eprintid': 18977, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Paten SRUF Granted.pdf', 'files': [{'datasetid': 'document', 'fileid': 159225, 'hash': '96f1faa64bd6cff4a772c853cd8677a6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-05 13:23:49', 'objectid': 32217, 'filesize': 1913062, 'filename': 'Paten SRUF Granted.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159225'}], 'docid': 32217}]",390,PATEN PEMBUATAN PUPUK UREA LEPAS LAMBAT SECARA BATCH DENGAN SUBSTRAT BENTONIT ALAM LAMPUNG DAN BAHAN PENGIKAT TEPUNG JAGUNG ATAU HYDROXYLPROPYL METHYL CELLULOSE (HPMC) MELALUI METODE INTERKALASI,patent,"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Hermida', 'honourific': None, 'given': 'Lilis'}}, {'name': {'given': 'Joni', 'family': 'Agustian', 'lineage': None, 'honourific': None}, 'id': 'joni.agustian@eng.unila.ac.id'}]",,,completed,"Lilis Hermida, Joni Agustian",IDP000067125,,,,,,,,,,,,,,,,,
20,['TP'],2020-02-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28285,['FT6'],,disk0/00/02/82/85,8,pub,public,2021-03-09 02:47:53,show,2021-03-09 02:47:53,archive,28285,2021-03-09 02:47:53,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 42330, 'main': 'P00201800483-IDP000067125-Lilis-Joni.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '6a598c8de7b39c87002c88745c70a0c2', 'datasetid': 'document', 'fileid': 251563, 'filename': 'P00201800483-IDP000067125-Lilis-Joni.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251563', 'filesize': 15612037, 'objectid': 42330, 'mtime': '2021-03-08 22:00:44', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42330', 'eprintid': 28285, 'placement': 1}]",390,PEMBUATAN PUPUK UREA LEPAS LAMBAT SECARA BATCH DENGAN SUBSTRAT BENTONIT ALAM LAMPUNG DAN BAHAN PENGIKAT TEPUNG JAGUNG ATAU HYDROXYLPROPYL METHYL CELLULOSE (HPMC) MELALUI METODE INTERKALASI,patent,"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Agustian', 'honourific': None, 'given': 'Joni'}, 'id': 'joni.agustian@eng.unila.ac.id'}]",Invensi ini berhubungan dengan pembuatan pupuk lepas lambat yang dihasilkan dari proses interkalasi senyawa urea kedalam bentonit alam Lampung dengan menggunakan bahan pengikat (binder) tepung jagung atau hydroxylpropyl methyl cellulose (HPMC) dimana jumlah bentonit alam Lampung dan bahan binder divariasikan agar didapat komposisi pupuk lepas lambat dengan waktu desorpsi yang lama.,,published,LPPM Unila,67125,18.0,https://pdki-indonesia.dgip.go.id/detail/P00201800483?type=patent&keyword=urea+lepas+lambat,,,,,,,,,,,,,,,
21,['TP'],1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/28517,['FT6'],Fakultas Teknik Universitas Lampung,disk0/00/02/85/17,6,pub,public,2021-03-22 01:42:59,show,2021-03-22 01:42:59,archive,28517,2021-03-22 01:42:59,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42563', 'pos': 1, 'eprintid': 28517, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 42563, 'main': 'Gabung PPI 2020.pdf', 'files': [{'datasetid': 'document', 'fileid': 253198, 'mime_type': 'application/pdf', 'hash': 'fb4cb52602b8ab6a46f05143316ac727', 'filesize': 942084, 'objectid': 42563, 'uri': 'http://repository.lppm.unila.ac.id/id/file/253198', 'filename': 'Gabung PPI 2020.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-21 10:13:07'}]}]",397,"Evaluasi Kinerja Sistem Elektrokoagulasi Batch Recycle Dengan Susunan
Eleltroda Monopolar Dalam Mengolah Limbah Cair Tapioka",article,"[{'name': {'lineage': None, 'family': 'Hermida', 'honourific': None, 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}, {'id': 'ikakustiani@yahoo.com', 'name': {'given': 'Ika', 'honourific': None, 'family': 'Kustiani', 'lineage': None}}, {'name': {'given': 'Suharno', 'lineage': None, 'family': 'Suharno', 'honourific': None}, 'id': 'suharno@eng.unila.ac.id'}]","Pada penelitian ini elektrokoagulasi limbah cair tapioka dilakukan di reaktor yang beroperasi
secara batch recycle, yang menggunakan beberapa pasang elektroda dalam susunan monopolar. Pengaruh
variasi parameter operasi (besarnya arus listrik, jarak antar elektroda dan konduktivitas limbah cair
tapioka) terhadap persentase penurunan kekeruhan air limbah diamati. Kemudian kondisi operasi yang
optimal di investigasi menggunakan rancangan percobaan fractional factorial taguchi. Berdasarkan hasil
percobaan dapat disimpulkan bahwa arus listrik sangat mempengaruhi persentase penurunan kekeruhan
limbah cair tapioka. Kenaikan pH limbah terjadi selama proses berlangsung. Dengan pH influent tetap pada
7, setelah waktu reaksi selama 5 jam pH effluent menjadi 9,4 -9,6. Kondisi optimum diperoleh pada arus
listrik 0,4 A, jarak antar elektroda 1,5 cm, dan konduktivitas influent 2500 mS dengan pH 7, laju alir 9 l/jam
dan waktu pengolahan 5 jam. Persentase penurunan kekeruhan pada kondisi optimum bisa mencapai
97,227%.",,published,,,,,1,20-28,TRUE,1.0,2722-5771,Jurnal Profesi insinyur Universitas Lampung,,,,,,,,,
