,title,refereed,creators,type,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,lastmod,official_url,documents,userid,number,related_url,dir,publisher,publication,divisions,rev_number,ispublished,full_text_status,issn,status_changed,date_type,subjects,uri,date,abstract,volume,institution,monograph_type,succeeds,contributors,id_number,corp_creators,referencetext,isbn,book_title,event_location,event_dates,pres_type,event_title,event_type,place_of_pub,contact_email
26,"ANALISIS KINERJA PRODUKSI, NILAI TAMBAH DAN KEUNTUNGAN AGROINDUSTRI KERIPIK (STUDI KASUS AGROINDUSTRI KERIPIK BUDE DI KABUPATEN LAMPUNG UTARA)",TRUE,"[{'id': None, 'name': {'family': 'Devi', 'lineage': None, 'honourific': None, 'given': 'Nirmala'}}, {'name': {'lineage': None, 'family': 'Haryono', 'honourific': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}, {'name': {'given': 'Yuliana', 'honourific': None, 'family': 'Saleh', 'lineage': None}, 'id': 'agb_yulianasaleh@yahoo.com'}]",article,show,230-236,2022-06-12 11:36:59,42325,archive,2022-06-12 11:36:59,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5788/pdf,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164028', 'eprintid': 42325, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 164028, 'main': 'Analisis Kinerja Produksi.pdf', 'files': [{'datasetid': 'document', 'fileid': 465652, 'hash': 'db786a92af1b0857d66b23523d110ff9', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-06-11 02:42:52', 'objectid': 164028, 'filesize': 193719, 'uri': 'http://repository.lppm.unila.ac.id/id/file/465652', 'filename': 'Analisis Kinerja Produksi.pdf'}]}]",1190,2.0,"[{'type': 'pub', 'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5788/pdf'}]",disk0/00/04/23/25,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,['FP1'],10,pub,public,2620-4177,2022-06-12 11:36:59,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/42325,2022-05-31,"The aims of this research are to analyze the production performance, added value, and profit of chips agroindustry. Respondents were the owner and employees of agroindustry. The method used was a case study at Keripik Bude Agroindustry in North Lampung District. The study uses primary data from interviews and direct observations, as well as secondary data quoted from government agencies. The analytical methods used are analysis of production performance, analysis of added value and profit. Production 
performance of the chips agroindustry which includes productivity, capacity, quality, flexibility, and process 
rapidity overall have been maximized. The added value of processing cassava chips has a positive value of 
IDR12,477.07/kg of cassava raw materials and the added value of processing banana chips is IDR8,154.87/kg of banana raw materials, so the business run by the agroindustry is profitable. The total profit from selling cassava chips and banana chips is IDR514,562.50 per production or IDR5,145,625.00 per month, so this business is profitable.

Key words: added value, production performance, profit",10.0,,,,,http://dx.doi.org/10.23960/jiia.v10i2.5788,,,,,,,,,,,
27,ANALISIS PENDAPATAN DAN PEMASARAN USAHATANI KOPI DI KECAMATAN WAY RATAI KABUPATEN PESAWARAN,TRUE,"[{'id': None, 'name': {'given': 'Kartika Ruri Setyo', 'honourific': None, 'lineage': None, 'family': 'Dewi'}}, {'name': {'given': 'Wuryaningsih Dwi', 'honourific': None, 'family': 'Sayekti', 'lineage': None}, 'id': 'sayekti_wur@yahoo.co.id'}, {'name': {'given': 'Adia', 'honourific': None, 'family': 'Nugraha', 'lineage': None}, 'id': None}]",article,show,379-387,2023-02-27 07:32:54,48599,archive,2023-02-27 07:32:54,https://jurnal.fp.unila.ac.id/index.php/JIA/index,"[{'placement': 2, 'eprintid': 48599, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187940', 'pos': 2, 'security': 'public', 'docid': 187940, 'main': '6352-20457-1-PB.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-02-27 05:04:41', 'filesize': 820705, 'objectid': 187940, 'uri': 'http://repository.lppm.unila.ac.id/id/file/529928', 'filename': '6352-20457-1-PB.pdf', 'datasetid': 'document', 'fileid': 529928, 'mime_type': 'application/pdf', 'hash': '64dff53f4e3c6fb73c00075b75a975ac'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",942,4.0,"[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/6352/pdf', 'type': 'pub'}]",disk0_bak/00/04/85/99,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],9,pub,public,2337 7070,2023-02-27 07:32:54,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/48599,2022,"This study aims to analyze income of arabika and robusta coffee farming, and the marketing channel patern. This research was taken in Harapan Jaya and Pesawaran Indah Villages, Way Ratai District, Pesawaran Regency. The sample of this study consisted of 30 robusta farmers and 13 arabica coffee farmers. The farming subsystem was analyzed descriptive quantitatively to analyze the farmer's income in
the last year and to assess the feasibility of farming. The marketing channel pattern was analyzed descriptive qualitatively to determine the pattern of marketing channels of arabica and robusta coffee. The results showed arabica and robusta coffee farming in Way Ratai District is profitable. Eight percent of arabica coffee farmers used marketing channel II as the most efficient marketing channel, and 40 % of robusta coffee farmers used channel II as the most efficient marketing channel because it has the shortest marketing chain.",10.0,,,,,http://dx.doi.org/10.23960/jiia.v10i4.6352,,,,,,,,,,,
28,"Preferensi Dan Permintaan Rumah Tangga Terhadap Gula Pasir Di 
Kota Bandar Lampung",TRUE,"[{'id': None, 'name': {'given': 'Selly Muchtar', 'lineage': None, 'family': 'Djalil', 'honourific': None}}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'family': 'Prasmatiwi', 'lineage': None, 'honourific': None, 'given': 'Fembriarti Erry'}}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}]",article,show,1-11,2023-04-08 13:23:19,49805,archive,2023-04-08 13:23:19,https://jurnal.polinela.ac.id/JFA/article/view/2185,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189442', 'security': 'public', 'placement': 1, 'eprintid': 49805, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 189442, 'main': 'Selly lengkap.pdf', 'files': [{'hash': '0ad5cae017f6a936857894925f9ee9b8', 'mime_type': 'application/pdf', 'fileid': 539438, 'datasetid': 'document', 'filename': 'Selly lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/539438', 'objectid': 189442, 'filesize': 896157, 'mtime': '2023-04-06 14:59:15', 'hash_type': 'MD5'}], 'format': 'text'}]",728,1.0,,disk0_bak/00/04/98/05,Politeknik Negeri Lampung,Journal of Food System and Agribusiness,['FP1'],6,pub,public,pISSN 2654-5853,2023-04-08 13:23:19,,['AC'],http://repository.lppm.unila.ac.id/id/eprint/49805,2022-04,"This study aims to The purpose of this study was to analyze the preferences, demands and 
determinants of household consumer sugar demand in Bandar Lampung City. The research 
data were collected in Kemiling, Way Halim, Tanjung Karang Barat and Tanjung Karang 
Timur subdistricts, Bandar Lampung City. The method used is a survey method with multistage 
random sampling technique. Research respondents were housewives totaling 100 households. 
Data analysis used conjoint analysis, descriptive statistical methods and multiple linear 
regression. Data collection was carried out in January-March 2021. The result is that the 
sugar that consumers prefer is packaged sugar with a smooth texture and white color, 
measuring one kilogram with a price range of Rp. 11.500 – Rp. 13,000. The product attributes 
that are considered the most important to the least important in order are the attributes of 
type, texture, color, size, and price. The pattern of household consumer sugar demand based 
on the brand that is widely used is Gulaku sugar with an average sugar purchase of 0.57 
kilograms per capita per month. The determinants of demand for granulated sugar are the 
price of sugar and the number of family members. 
Keywords: Atributes, Demand, Sugar, Preference",6.0,,,,,,['Universitas Lampung'],,,,,,,,,,
29,"ANALISIS KEPUASAN ANGGOTA KOPERASI TERHADAP PELAYANAN
KOPERASI PERTANIAN SEANDANAN DI KECAMATAN WAY LIMA
KABUPATEN PESAWARAN",TRUE,"[{'id': 'ridhoelghani04@gmail.com', 'name': {'lineage': None, 'family': 'Elghani', 'honourific': None, 'given': 'Ridho'}}, {'name': {'given': 'Dyah Aring Hepiana', 'lineage': None, 'family': 'Lestari', 'honourific': None}, 'id': 'dyaharing@fp.unila.ac.id'}, {'name': {'given': 'MR', 'lineage': None, 'family': 'Maya Riantini', 'honourific': None}, 'id': None}]",article,show,1342-1356,2022-11-04 08:29:51,46256,archive,2022-11-04 08:29:51,https://jurnal.unigal.ac.id/index.php/agroinfogaluh/article/view/8436,"[{'eprintid': 46256, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185143', 'format': 'text', 'files': [{'filename': 'ANALISIS KEPUASAN ANGGOTA KOPERASI TERHADAP PELAYANAN KOPERASI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511106', 'filesize': 306209, 'objectid': 185143, 'mtime': '2022-11-04 05:03:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd14b4fa335d93e0c4c6da74a2cce063d', 'datasetid': 'document', 'fileid': 511106}], 'main': 'ANALISIS KEPUASAN ANGGOTA KOPERASI TERHADAP PELAYANAN KOPERASI.pdf', 'docid': 185143, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",908,3.0,"[{'type': 'pub', 'url': 'http://dx.doi.org/10.25157/jimag.v9i3.8436'}]",disk0/00/04/62/56,"Fakultas Pertanian, Universitas Gauh",Jurnal Ilmiah Mahasiswa AGROINFO GALUH,['FP1'],6,pub,public,2579-8359,2022-11-04 08:29:51,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/46256,2022-09-15,"Anggota koperasi merupakan faktor penting dalam menjalankan kegiatan koperasi. Salah satu hal yang harus diperhatikan dalam koperasi yaitu kepuasan anggota. Kepuasan anggota koperasi terhadap pelayanan koperasi menjadi salah satu tolak ukur keberhasilan koperasi dalam menyejahterakan
anggotanya. Penelitian ini bertujuan untuk menganalisis tingkat kepuasan yang dirasakan anggota koperasi terhadap pelayanan koperasi dan juga mengetahui atribut apa saja yang menjadi prioritas utama Koperasi Pertanian Seandanan. Metode yang digunakan adalah metode survei. Responden yaitu
anggota Koperasi Pertanian Seandanan yang berjumlah 35 anggota yang diambil secara simple random sampling. Pengumpulan data dilakukan pada bulan Februari 2022 sampai dengan Maret 2022. Analisis data yang digunakan adalah Customer Satisfaction Index (CSI) dan Importance Perfomance Analysis(IPA). Hasil penelitian menunjukkan nilai CSI sebesar 70,12 persen yang berarti anggota koperasi puas terhadap pelayanan koperasi. Berdasarkan analisis IPA, terdapat tujuh atribut yang menjadi prioritas utama koperasi untuk lebih ditingkatkan lagi yaitu dukungan peralatan penunjang operasional, petugas lapangan kegiatan operasional memadai, koordinasi karyawan di lingkungan internal koperasi, koordinasi karyawan koperasi dengan instansi lain, jaminan atas kehilangan/kerusakan berkas administrasi, tingkat intelektualitas dan tanggung jawab petugas, dan pemahaman petugas terhadap kebutuhan anggota.

Kata Kunci : kepuasan anggota, koperasi, CSI, IPA",9.0,,,,,http://dx.doi.org/10.25157/jimag.v9i3.8436,,,,,,,,,,,
30,"STRATEGIES AND POLICIES TO INCREASE COMPETITIVENESS OF CASSAVA IN LAMPUNG PROVINCE, INDONESIA",TRUE,"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'lineage': None, 'honourific': None}}, {'id': 'lidya_masindah@yahoo.com', 'name': {'given': 'Lidya Sari Mas', 'honourific': None, 'family': 'Indah', 'lineage': None}}, {'id': 'amanda.seta@yahoo.com', 'name': {'given': 'Amanda Putra', 'honourific': None, 'lineage': None, 'family': 'Seta'}}]",article,show,492-500,2023-03-01 02:00:42,48665,archive,2023-03-01 02:00:42,http://journal.ipb.ac.id/index.php/jmagr,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188021', 'security': 'public', 'placement': 1, 'eprintid': 48665, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'STRATEGIES AND POLICIES TO INCREASE COMPETITIVENESS OF CASSAVA.pdf', 'docid': 188021, 'files': [{'filesize': 1226692, 'objectid': 188021, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530444', 'filename': 'STRATEGIES AND POLICIES TO INCREASE COMPETITIVENESS OF CASSAVA.pdf', 'hash_type': 'MD5', 'mtime': '2023-02-28 23:31:19', 'datasetid': 'document', 'fileid': 530444, 'mime_type': 'application/pdf', 'hash': '6eb4f97938cb63456dbf6fba8d6924bb'}], 'format': 'text'}]",344,3.0,[{'url': 'https://journal.ipb.ac.id/index.php/jmagr/article/view/41453'}],disk0_bak/00/04/86/65,,Jurnal Manajemen & Agribisnis,['FP1'],6,pub,public,:  ISSN: 1693-5853/E-ISSN: 2407-2524,2023-03-01 02:00:42,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/48665,2022-11,"Cassava is an important commodity and has a strategic role for the Indonesian economy, especially for Lampung Province as the main producer. However, prices and provitas that tend to be low, policies are not in favor of farmers, and weak institutions, so the commodity's is low competitiveness. Government intervention in encouraging the competitiveness of a commodity by providing protection to producing farmers is felt to be very effective, especially for cassava commodities. Therefore, this study aims  to analyze appropriate strategies and policies in increasing the competitiveness of cassava commodities in Lampung Province. Therefore, strategies and policies are needed to increase the competitiveness of cassava commodities in Lampung Province. The research was conducted in 2020 in Central Lampung and East Lampung Regencies with a total of 120 farmers as respondents. This research uses policy matrix analysis or PAM analysis and qualitative descriptive.  The results showed that cassava has comparative and competitive advantages even though it is low. Therefore, the best policy is needed to increase the competitiveness of cassava commodities. The policy in order to increase the competitiveness of cassava in Lampung Province can be done by increasing output by 20% even though the cost of fertilizer increases by 20%.  Some of these policies and strategies can have an impact on production cost efficiency, improve the quality of cassava, increase the quantity of cassava, and increase the income of cassava farmers.",19.0,,,,,,['Universitas Lampung'],,,,,,,,,,
31,"How Product Quality, Price and Service Quality Impact Customer Satisfaction? Case Study at Son Hojisony Meatball",TRUE,"[{'id': 'erlinarufaidah1958@gmail.com', 'name': {'given': 'Rufaidah', 'honourific': None, 'family': 'Erlina Rufaidah', 'lineage': None}}, {'name': {'given': 'Daffa', 'family': 'Muhammad Berliano', 'lineage': None, 'honourific': None}, 'id': '-'}, {'name': {'honourific': None, 'family': 'Aryan Danil', 'lineage': None, 'given': 'Mirza. BR'}, 'id': '-'}]",article,show,23-34,2022-07-21 08:23:33,43554,archive,2022-07-21 08:23:33,http://jurnal.fkip.unila.ac.id/index.php/E3J/article/view/24183,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-21 05:13:14', 'objectid': 165499, 'filesize': 444632, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475260', 'filename': '24183-59624-1-PB (4).pdf', 'fileid': 475260, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'af375d8543ee8661a9ff6af32d10beee'}], 'main': '24183-59624-1-PB (4).pdf', 'docid': 165499, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165499', 'eprintid': 43554, 'placement': 1}]",1000,1.0,,disk0/00/04/35/54,jurnal.fkip.unila.ac.id,Economic Education And Entrepreneurship Journal,['FP1'],8,pub,public,2579-5902,2022-07-21 08:23:33,published,"['HB', 'HF', 'HJ']",http://repository.lppm.unila.ac.id/id/eprint/43554,2022,"Customer satisfaction is assessed after transaction or as a result of a comparison between what is felt and what
is hoped. Customer satisfaction can thus be used to evaluate a company's future prospects based on how well or
poorly it is currently performing. The effect of product quality, price, and service quality perspectives on customer
satisfaction at Bakso Son Hajisony during the COVID-19 pandemic will be studied in this study. The results of
the descriptive verification approach were examined using the ex post facto methodology and surveys in this study.
75 respondents were used to test the hypotheses using simple linear regression and multiple linear regression.
Product quality, price and service quality all have significant effect on customer satisfaction according to the
data",5.0,,,,"[{'id': 'erlinarufaidah1958@gmail.com', 'name': {'given': 'Rufaidah', 'family': 'Erlina', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'given': 'Daffa', 'family': 'Muhammad Berliano', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-'}, {'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Aryan Danil', 'lineage': None, 'honourific': None, 'given': 'Mirza. BR'}}]",,"['Erlina Rufaidah', 'Muhammad Berliano Daffa', 'Aryan Danil Mirza. BR']",,,,,,,,,,
32,ANALISIS SISTEM AGROINDUSTRI TEH GAHARU (AQUILARIA MALACCENCIS L.) (STUDI KASUS CV BUMI HARUM DI KABUPATEN OGAN KOMERING ULU TIMUR),TRUE,"[{'name': {'lineage': None, 'family': 'Erviana', 'honourific': None, 'given': 'Sinta'}, 'id': None}, {'id': 'adianugraha13@gmail.com', 'name': {'family': 'Nugraha', 'lineage': None, 'honourific': None, 'given': 'Adia'}}, {'id': 'rabiatul.adawiyah@fp.unila.ac.id', 'name': {'given': 'Rabiatul', 'family': 'Adawiyah', 'lineage': None, 'honourific': None}}]",article,show,410-416,2023-05-08 05:49:14,51210,archive,2023-05-08 05:49:14,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/6068,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190944', 'pos': 1, 'eprintid': 51210, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 190944, 'main': 'Sinta E (JIIA 10-4-2022).pdf', 'files': [{'datasetid': 'document', 'fileid': 550299, 'mime_type': 'application/pdf', 'hash': '3cdf567602047c0f8611662b5761f6e0', 'hash_type': 'MD5', 'mtime': '2023-05-08 05:28:44', 'objectid': 190944, 'filesize': 575632, 'filename': 'Sinta E (JIIA 10-4-2022).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/550299'}]}]",634,4.0,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/6068/pdf'}],disk0_bak/00/05/12/10,Universitas Lampung,JIIA (Jurnal Ilmu-Ilmu Agribisnis),['FP1'],6,pub,public,2337-7070,2023-05-08 05:49:14,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/51210,2022-11,"The study aims to analyze raw material inventory management of agarwood tea, profits of agarwood tea, and the product distribution pattern in CV Bumi Harum, East Ogan Komering Ulu Regency, South Sumatra.  The research method used is a case study by determining the location of the research purposively (deliberately).  Data collection was by means of question and answer session using a questionnaire and observation carried out in December 2021 - January 2022.  The analytical methods used were quantitative descriptive analysis (EOQ and profit analysis) and qualitative descriptive analysis (distribution patterns of agarwood tea).  The results of this study are the optimal amount of stock of agarwood leaves based on the EOQ method is 155 kg per order with a frequency of 24 orders per year.  The profit obtained by the agarwood tea CV Bumi Harum agroindustry per production is IDR2,279,629.12 with a product selling price of IDR10,000.00 per box.  The pattern or distribution channel for agarwood tea at CV Bumi Harum consists of two channels, namely from CV Bumi Harum to consumers and from CV Bumi Harum to retailer and then to consumers.

 

Keywords: agarwood tea, agroindustry, EOQ, profit",10.0,,,,,DOI: http://dx.doi.org/10.23960/jiia.v10i4.6068,,,,,,,,,,,
33,"ANALISIS FINANSIAL PENGEMBANGAN USAHATANI LADA
DI KECAMATAN ABUNG TENGAH KABUPATEN LAMPUNG UTARA",TRUE,"[{'name': {'family': 'FM Sari', 'lineage': None, 'honourific': None, 'given': 'Risca'}, 'id': None}, {'name': {'given': 'Fembriarti Erry', 'honourific': None, 'family': 'Prasmatiwi', 'lineage': None}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'honourific': None, 'lineage': None, 'family': 'Abidin'}}]",article,show,1-8,2022-05-31 02:14:45,41973,archive,2022-05-31 02:14:45,https://jurnal.fp.unila.ac.id/index.php/JIA/issue/archive,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163678', 'security': 'public', 'placement': 1, 'eprintid': 41973, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'aMPUL ORGANISASI DAFTAR ISI DAN NASKAH ANALISIS FINANSIAL RIZKA TIWI DAN ZAINAL JIIA VOL 10 NO 1 .pdf', 'docid': 163678, 'files': [{'mtime': '2022-05-30 15:12:35', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/463131', 'filename': 'aMPUL ORGANISASI DAFTAR ISI DAN NASKAH ANALISIS FINANSIAL RIZKA TIWI DAN ZAINAL JIIA VOL 10 NO 1 .pdf', 'filesize': 1418181, 'objectid': 163678, 'mime_type': 'application/pdf', 'hash': 'c151dcbc633b7d20f88b2596728418f9', 'fileid': 463131, 'datasetid': 'document'}], 'format': 'text'}]",933,1.0,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5643'}],disk0/00/04/19/73,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],6,pub,public,2337 7070,2022-05-31 02:14:45,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/41973,2022-02,"The research aims to find out financial and sensitivity analysis of pepper farming. This research was conducted in Gunung Besar Village and Sri Bandung Village, Abung Tengah Subdistrict, North Lampung District. Respondents consist of thirty pepper farmers selected randomly by using stratified random sampling. The first goal is analyzed using financial and sensitivity analysis. The study shows that NPV, IRR, Net B/C, Gross B/C, and payback period of pepper farming are financially profitable and feasible to be developed. The value of NPV is bigger than 0, the value of Gross B/C and Net B/C are bigger than 1, the value of IRR is bigger than interest rate (9.95%) and the value of payback period is less than 10 years. The sensitivity analysis shows if the production cost increases to 7.26 percent, if the quantity decreases to 34 percent and if the output price decreases to 28 percent, the pepper farming will be sensitive and pepper farming still financially profitable and feasible.",10.0,,,,,,,,,,,,,,,,
34,PENGAMBILAN KEPUTUSAN DAN KEPUASAN KONSUMEN DALAM PEMBELIAN BUCKET BUNGA SEGAR DI ROSE FLORIST BANDAR LAMPUNG,TRUE,"[{'id': None, 'name': {'lineage': None, 'family': 'Fatma', 'honourific': None, 'given': 'Dwi Nadya Lestari'}}, {'id': 'sayekti_wur@yahoo.co.id', 'name': {'lineage': None, 'family': 'Sayekti', 'honourific': None, 'given': 'Wuryaningsih Dwi'}}, {'name': {'given': 'Eka', 'family': 'Kasymir', 'lineage': None, 'honourific': None}, 'id': 'eka.kasymir@fp.unila.ac.id'}]",article,show,268-274,2022-06-14 01:15:58,42415,archive,2022-06-14 01:15:58,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5921,"[{'files': [{'mime_type': 'application/pdf', 'hash': '65dba88a7ad4ae6ba133214b65091f8c', 'datasetid': 'document', 'fileid': 466311, 'filename': 'JIIA_DWI NADYA LESTARI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/466311', 'filesize': 761735, 'objectid': 164126, 'mtime': '2022-06-13 14:33:31', 'hash_type': 'MD5'}], 'main': 'JIIA_DWI NADYA LESTARI.pdf', 'docid': 164126, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 42415, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164126', 'pos': 1, 'security': 'public'}]",942,2.0,,disk0/00/04/24/15,Universitas Lampung,JIIA (Jurnal Ilmu-Ilmu Agribisnis),['FP1'],6,pub,public,2337-7070,2022-06-14 01:15:58,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/42415,2022-05,"This study aims to determine decision making, purchasing patterns, and customer satisfaction of fresh flower
buckets. The research was conducted at Rose Florist Bandar Lampung using a survey method.with the total
samples of 40 customers. The samples were determined using Accidental Sampling. Data collection was
carried out in November 2019 - February 2020. Decision making and purchasing patterns were analyzed
using qualitative descriptive method and the level of customer satisfaction was analyzed using the
Satisfaction Customer Index (CSI) and Importance Performance Analysis (IPA). The results showed that the
decision making in purchasing fresh flower buckets was mostly influenced by friends and the attribute that
was considered was the appearance of the product. The highest number of purchased buckets of fresh
flowers.in the last three months was as many as 4 buckets, the frequency of buying was 3 -4 times, and type
mostly bought was the small bucket. Most the consumers of the fresh flower bucket were satisfied. Based on
the Cartesian IPA diagram, the attribute in quadrant I is price. The attributes in quadrant II are product
appearance and freshness of flowers. Attributes in quadrant III are attributes of speed of assembly and ease
of obtaining. And, the attributes in quadrant IV are service and the diversity of the flower types.

Key words: customer satisfaction, decision making, fresh flower bucket, purchasing patterns.",10.0,,,,,,,,,,,,,,,,
35,Demand Pattern Analysis of Broilers by Satay Madura Sellers in Bandar Lampung City,TRUE,"[{'id': None, 'name': {'honourific': None, 'family': 'Febrialita', 'lineage': None, 'given': 'Indah Putri'}}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}, {'name': {'given': 'Lina', 'honourific': None, 'family': 'Marlina', 'lineage': None}, 'id': 'lina.marlina@fp.unila.ac.id'}]",article,show,133-143,2022-11-11 01:07:08,46486,archive,2022-11-11 01:07:08,https://jurnal.fp.unila.ac.id/index.php/JIPT/article/view/5552,"[{'files': [{'mtime': '2022-11-10 19:27:43', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/512773', 'filename': '5552-17866-1-PB.pdf', 'filesize': 259833, 'objectid': 185359, 'hash': '6c61dacf88d78cefaffcb5e35c68ef7d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 512773}], 'main': '5552-17866-1-PB.pdf', 'docid': 185359, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 46486, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185359', 'pos': 1, 'security': 'public'}]",1172,2.0,,disk0/00/04/64/86,Jurusan Peternakan Unila,JURNAL ILMIAH PETERNAKAN TERPADU,['FP1'],7,pub,public,2303 1956,2022-11-11 01:07:08,,['HB'],http://repository.lppm.unila.ac.id/id/eprint/46486,2022,"The purpose of this study is to determine the pattern of demand for broilers and the factors that influence the demand for broilers by Madura satay traders in Bandar Lampung City. This study uses a survey method. The sample is taken using a proportional random sampling technique with the number of respondents being 31 traders. Furthermore, the analytical method used is descriptive analysis and multiple linear regression with the Ordinary Least Square (OLS) Regression method. The result of the research shows that the pattern of demand for broilers by Madura satay traders in Bandar Lampung City consists of the frequency of purchase, the average number of purchases, and the place of purchase. The frequency of purchases made by Madura satay traders is seven times a week with an average number of purchases of 31 kg per week. Then, the usual place to make a purchase is the chicken trader in the market. The factors that significantly affect the demand for broilers are the price of chicken, the price of peanuts, the price of charcoal, and the price of output.",10.0,,,,,,,,,,,,,,,,
