,userid,number,official_url,lastmod,documents,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,type,creators,title,refereed,abstract,volume,date,uri,subjects,issn,full_text_status,status_changed,ispublished,rev_number,divisions,publisher,publication,dir,succeeds,copyright_holders,editors,pages,isbn,place_of_pub,date_type,corp_creators,book_title,contact_email,institution,monograph_type,event_type,event_title,event_location,pres_type,event_dates,id_number,related_url,contributors,referencetext,funders,keywords,projects
55,775,4.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3870,2020-05-28 11:48:31,"[{'placement': 1, 'eprintid': 20866, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34250', 'security': 'public', 'main': 'Ade.pdf', 'files': [{'mtime': '2020-05-28 08:12:10', 'hash_type': 'MD5', 'filename': 'Ade.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/195167', 'filesize': 581954, 'objectid': 34250, 'mime_type': 'application/pdf', 'hash': '70641b7467f5189a13abd14599003e2e', 'datasetid': 'document', 'fileid': 195167}], 'docid': 34250, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-05-28 11:48:31,archive,20866,show,537-543,article,"[{'name': {'honourific': None, 'family': 'Fitriyani', 'lineage': None, 'given': 'Ade'}, 'id': None}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'family': 'Viantimala', 'lineage': None, 'given': 'Begem'}, 'id': None}]","KINERJA PENYULUH PERTANIAN LAPANGAN DAN TINGKAT KEPUASAN 
PETANI JAGUNG DI BPPP KECAMATAN NATAR  
KABUPATEN LAMPUNG SELATAN
 
Performance of Agricultural Extension Workers and the Level of Satisfaction of Corn Farmers in the BPPP
of Natar Subdistrict, South Lampung Regency)",TRUE,"ABSTRACT

This research aims to know corn productivity level in the working area of the extension center (BPPP) Natar
Subdistrict, the level of Agricultural Extension Workers (AEWs) in the BPPP, factors related to the level of
the performance of AEWs, the level of satisfaction of corn farmers on the performance of AEWs, and  the
relationship between the level of performance of AEWs and the level of satisfaction of corn farmers. 
Research conducted in BPPP Natar Subdistrict, South Lampung Subdistrict uses a survey method.  The
sample in this study consisted of eight AEWs and 54 corn farmers.  Data analysis method uses a descriptive
method and Rank Spearman correlation.  The results showed the average level of corn farming productivity
in the Natar Subdistrict is 6,49 tons/ha.  The performance of AEWs is good.  The factors related to the
performance of AEWs are the age of the AEWs, working period of the AEWs, and availability of facilities
and infrastructure.  The level of satisfaction of corn farmers on the performance of AEWs in Natar
Subdistrict is moderately satisfied, and the level of performance of AEWs has a significant relationship with
the level of satisfaction of corn farmers in the Natar Subdistrict.

Key words: agriculture extension workers, farmer satisfaction, performance",7.0,2019-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20866,['S1'],2337-7070,public,2020-05-28 11:48:31,pub,8,['FP1'],Universitas Lampung,JIIA (Jurnal Ilmu-Ilmu Agribisnis),disk0/00/02/08/66,,,,,,,published,,,,,,,,,,,,,,,,,
56,620,3.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3765/2766,2020-05-22 01:56:06,"[{'main': 'Jurnal Geasti.pdf', 'docid': 33632, 'files': [{'datasetid': 'document', 'fileid': 191075, 'mime_type': 'application/pdf', 'hash': '0ad7a0ee5e4a73751dd1fbce186e47f1', 'hash_type': 'MD5', 'mtime': '2020-05-21 03:50:14', 'objectid': 33632, 'filesize': 609885, 'uri': 'http://repository.lppm.unila.ac.id/id/file/191075', 'filename': 'Jurnal Geasti.pdf'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 20289, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33632', 'security': 'public'}]",2020-05-22 01:56:06,archive,20289,show,292-297,article,"[{'name': {'honourific': None, 'family': 'Geasti', 'lineage': None, 'given': 'Geasti'}, 'id': None}, {'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'family': 'Haryono', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Affandi', 'honourific': None, 'given': 'Muhammad Irfan'}, 'id': 'irfan.affandi@fp.unila.ac.id'}]","Struktur Biaya, Titik Impas, dan Pendapatan Usahatani Padi Di Kecamatan Seputih Raman Kabupaten Lampung Tengah",TRUE,"This research aimes to analyze the structure of rice farming cost, Break Event Point (BEP) of income, production and price, in addition to income level of farming rice. The research isconducted by survay method with the numbers of respondent as many as 52 farmers who are selected by simple random sampling. The research location is choosen intentionally in Seputih Raman, Lampung Tengah Regency. Research data was collected in Januari-Februari 2018 and analyzed by descriptive and quantitative analysis. The results showed that the biggest cost component of the production cost structure was harvest costs, labor outside of the family costs, fertilizer costs, and tractor fees. The value of revenue BEP was Rp5,291,805.05/ha, production BEP 1,012.76 kg/ha, and price BEP Rp1,846.84/ha. Total income from rice farming was equal to Rp21,357,297.13/ha and R/C ratio was 2.83 so that the rice farming was profitable and feasible.",7.0,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20289,['S1'],2337 7070,public,2020-05-22 01:56:06,pub,7,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,disk0/00/02/02/89,,,,,,,published,,,,,,,,,,,,,,,,,
57,985,,,2020-11-12 09:17:28,"[{'files': [{'hash': 'e57e21917deb614b9943d054b65733a3', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 227013, 'mtime': '2020-11-12 09:13:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227013', 'filename': 'BUKU AJAR TIM - sip.pdf', 'objectid': 38858, 'filesize': 2473470}], 'main': 'BUKU AJAR TIM - sip.pdf', 'docid': 38858, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 25077, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38858', 'pos': 1, 'security': 'public'}]",2020-11-12 09:17:28,archive,25077,show,,book,"[{'name': {'given': 'Dame Trully', 'honourific': None, 'family': 'Gultom', 'lineage': None}, 'id': 'trully.dame@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Sumaryo', 'honourific': None, 'given': 'Sumaryo'}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Begem', 'lineage': None, 'family': 'Viantimala', 'honourific': None}}]",Teknologi Informasi & Komunikasi Serta Penerapan Dalam Penyuluhan Pertanian,TRUE,Buju Ajar,,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/25077,['S1'],,public,2020-11-12 09:17:28,pub,8,['FP1'],Cv. Anugrah Utama Raharja,,disk0/00/02/50/77,,,,,,,published,,,,,,,,,,,,,,,,,
58,942,1.0,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3328,2019-11-18 07:04:48,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29991', 'security': 'public', 'placement': 1, 'eprintid': 16906, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '3328-8130-1-SM.pdf', 'files': [{'fileid': 143537, 'datasetid': 'document', 'hash': '14ea05019f4ced575d08fed48615729a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-18 05:15:14', 'objectid': 29991, 'filesize': 546065, 'uri': 'http://repository.lppm.unila.ac.id/id/file/143537', 'filename': '3328-8130-1-SM.pdf'}], 'docid': 29991, 'format': 'text'}]",2019-11-18 07:04:48,archive,16906,show,28-35,article,"[{'name': {'given': 'Meri', 'lineage': None, 'family': 'Handayani', 'honourific': None}, 'id': 'Meriahmad23@gmail.com'}, {'name': {'honourific': None, 'family': 'Sayekti', 'lineage': None, 'given': 'Wuryaningsih Dwi'}, 'id': 'sayekti_wur@yahoo.co.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ismono', 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}]",POLA KONSUMSI PANGAN RUMAH TANGGA PADA DESA PELAKSANA DAN BUKAN PELAKSANA PROGRAM PERCEPATAN PENGANEKARAGAMAN KONSUMSI PANGAN (P2KP) DI KABUPATEN PRINGSEWU,TRUE,"This research aims to analyze the pattern of food consumption, the pattern of processed local food consumption, and factors that affected the pattern of household food consumption in Pringsewu district.  This research was conducted by survey method.  Location of this research was determined purposively in Margosari Village North Pagelaran subdistrict as program implementers and Mulyorejo Village Banyumas subdistrict are not program implementers.  The amount of research samples in this research was as many as 74 households who were selected by simple random sampling.  The data was collected in month of Apri-May 2017. The data was analyzed by descriptive statistic analysis, and verification analysis by demand consumption function model.  The result showed that the amount of energy consumption of Margosari village was 5,474.17 kcal/household/day and household energy consumption of Mulyorejo village was 4,745.22 kcal/household/day with their Desirable Dietary Pattern (DDP) score 78.24 and 68.96.  Fried bananas was locally processed food sources of energy consumed and have the largest consumption frequency.  Cassava was a local food that has the most processed product.  Most of household got the processed local food by making them self.  The pattern of household food consumption in Pringsewu district was influenced by the household income and number of household’s member.",7.0,2019-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/16906,['HC'],2337 7070,public,2019-11-18 07:04:48,pub,6,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,disk0/00/01/69/06,,,,,,,published,['Universitas Lampung'],,,,,,,,,,,,,,,,
59,620,2.0,http://ejournal.aibpm.org/index.php/IJABIM/article/view/566,2020-05-18 02:22:01,"[{'format': 'text', 'main': 'Inter Journal M Irfan Affandi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'e8f969b1a6cd11b94c18761829d2da0c', 'fileid': 187842, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/187842', 'filename': 'Inter Journal M Irfan Affandi.pdf', 'filesize': 293844, 'objectid': 33139, 'mtime': '2020-05-17 04:09:42', 'hash_type': 'MD5'}], 'docid': 33139, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 19839, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33139', 'pos': 1}]",2020-05-18 02:22:01,archive,19839,show,49-56,article,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Handayani', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Affandi', 'lineage': None, 'given': 'Muhammad Irfan'}, 'id': 'irfan.affandi@fp.unila.ac.id'}, {'name': {'given': 'Luluk', 'lineage': None, 'family': 'Irawati', 'honourific': None}, 'id': None}]",Identifying Supply Chain Performance of Organic Rice in Lampung,TRUE,"Lampung Province has organic rice fields which always increase with a planting area of 65.78 hectares. The problem of farmers is the limited access to the organic rice market. Products can’t be sold at organic prices; some are still sold by farmers at non-organic prices. Organic rice supply chain networks need to be identified by farmers so that farmers have market information and supply chain performance. For this reason, this research purpose to analyze the supply chain of organic rice in Pringsewu Regency. Data analysis method uses the concept of supply chain performance with the Supply Chain Operations Reference (SCOR) approach. SCOR consists of five elements including flexibility, reliability, responsiveness, assets, and cost. The results of performance organic rice supply chains at all levels in the attributes of flexibility and responsiveness have achieved the superior performance position. The performance of organic rice supply chains attributes of asset at the farm level only achieves an advantage. But the supply chain performance in the attribute of reliability has not been able to reach a good performance position. So, there needs to be an improvement effort through disciplinary shipping arrangements and product quality improvements to improve supply chain performance.",4.0,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19839,['S1'],2614-7432,public,2020-05-18 02:22:01,pub,7,['FP1'],Association of International Business & Professional Management,International Journal of Applied Business and International Management,disk0/00/01/98/39,,,,,,,published,,,,,,,,,,,,,,,,,
60,933,4.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3866,2020-05-27 05:48:54,"[{'placement': 1, 'eprintid': 20675, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34014', 'security': 'public', 'docid': 34014, 'main': 'JIAA Vol 7 o 4 2019  2.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-27 05:32:04', 'filesize': 543619, 'objectid': 34014, 'filename': 'JIAA Vol 7 o 4 2019  2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/193830', 'fileid': 193830, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '592eb4753a301d3f2dcd218325c51da7'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-05-27 05:48:54,archive,20675,show,507-514,article,"[{'name': {'given': 'Laras N', 'family': 'Handini', 'lineage': None, 'honourific': None}, 'id': 'larasnurhandidi@gmail.com'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Abidin', 'lineage': None, 'given': 'Zainal'}}, {'name': {'given': 'Tubagus', 'honourific': None, 'lineage': None, 'family': 'Hasanuddin'}, 'id': 'tb_sijati@yahoo.com'}]","PENDAPATAN USAHATANI DAN TINGKAT KETAHANAN PANGAN RUMAH TANGGA PETANI LADA HITAM DI DESA SUKADANA BARU, KECAMATAN MARGA TIGA, LAMPUNG TIMUR
(Farming Income and Household Food Security of Black Pepper Farmers in Sukadana Baru Village, Marga Tiga Districts, East Lampung)",TRUE,"This study aims to analyze black pepper farming income, food security,correlation between income and energy consumption level, and correlation between proportion of food expenditure and food security. This research was held in Sukadana Baru Village, Marga Tiga Subdistrict, East Lampung using a survey method. Fourty three respondents of black pepper farmers were chosen by a simple random sampling. Data of this research were collected in February-March 2018 and analyzed using descriptive qualitative and quantitative analysis, and also Pearson product moment corelation. The study showed that the average income of black pepper farming was Rp23,820,391.86 per year. The total expenditure was Rp1,499,011.00 per month. In addition, there were 70 percent households in food secure category and 30 percent households in food vulnerable category.
Key words: food expenditure, food security, household income",7.0,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20675,['S1'],2337 7070,public,2020-05-27 05:48:54,pub,6,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,disk0/00/02/06/75,,,,,,,published,"['Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung']",,,,,,,,,,,,,,,,
61,775,4.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3871,2020-05-28 11:48:45,"[{'format': 'text', 'main': 'Haryadi.pdf', 'docid': 34253, 'files': [{'filesize': 523233, 'objectid': 34253, 'filename': 'Haryadi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/195188', 'hash_type': 'MD5', 'mtime': '2020-05-28 08:25:50', 'datasetid': 'document', 'fileid': 195188, 'hash': '38dbc6e128a93c556493ad7ca4ee08af', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 20871, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34253'}]",2020-05-28 11:48:45,archive,20871,show,544-551,article,"[{'name': {'honourific': None, 'family': 'Haryadi', 'lineage': None, 'given': '-'}, 'id': None}, {'name': {'given': 'Indah', 'family': 'Nurmayasari', 'lineage': None, 'honourific': None}, 'id': 'indah.nurmayasari@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Begem', 'family': 'Viantimala', 'lineage': None, 'honourific': None}}]","PERANAN KELOMPOK TANI DAN PENDAPATAN PETANI UBI KAYU 
DI DESA SISWO BANGUN KECAMATAN SEPUTIH BANYAK 
KABUPATEN LAMPUNG TENGAH 
 
(Role of Farmer Groups and Cassava Farming Income in Siswo Bangun Village  
of Seputih Banyak District Central Lampung Regency)",TRUE,"ABSTRACT 

The purposes of this study are to examine the role of cassava farmer groups, factors related to the role, the
level of cassava farming income and the relationship between the role and the income in Siswo Bangun
Village, Seputih Banyak District, Central Lampung Regency. Respondents were 87 cassava farmers involved 
in 18 farmer groups. This research was conducted in January 2018 and used a survey method. Data analysis
used descriptive analysis and Rank Spearman correlation test. The results showed that the level of the role of
farmer groups was classified as moderate. Factors significantly related to the role of cassava farmer groups
were the role of extension workers and leadership of farmer group leaders. Cassava farming income in
Siswo Bangun Village, Seputih Banyak District, Central Lampung regency was classified as moderate, which
was Rp21.925.801 per ha per season. There is no significant relationship between the role of farmer groups
and the level of cassava farming income 

Key words: cassava, farming income, role of farmer groups",7.0,2019-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20871,['S1'],2337 7070,public,2020-05-28 11:48:45,pub,7,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,disk0/00/02/08/71,,,,,,,published,,,,,,,,,,,,,,,,,
62,972,,,2019-11-14 03:19:28,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'mime_type': 'application/pdf', 'hash': '419a5fd1118f925944623a852b829882', 'fileid': 139670, 'datasetid': 'document', 'mtime': '2019-11-14 03:15:59', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139670', 'filename': 'dwi haryono.pdf', 'objectid': 29470, 'filesize': 1539630}], 'main': 'dwi haryono.pdf', 'docid': 29470, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29470', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 16368}]",2019-11-14 03:19:28,archive,16368,show,203-210,article,"[{'id': 'dwih_unila@yahoo.com', 'name': {'honourific': None, 'family': 'Haryono', 'lineage': None, 'given': 'Dwi'}}]","ANALISIS KINERJA DAN LINGKUNGAN INTERNAL EKSTERNAL AGROINDUSTRI
KERIPIK PISANG (STUDI KASUS DI DESA SUNGAI LANGKA KABUPATEN PESAWARAN)",TRUE,"This research aims to analyze the management of raw materials procurement, management of supply chain,
production performance, and also to analyze the internal and the external environmental conditions of
banana chips agroindustries. This research was conducted in Sungai Langka Village of Pesawaran Regency.
This location was selected purposively with consideration that Sungai Langka Village was the only village in
Pesawaran Regency which was built by University of Lampung  as Village Laboratory that actively produce
banana chips. The total respondents were 6 people consisting of one owner and one worker from each
industry. Data were collected in December 2017 until January 2018. This research is using descriptive
qualitative and descriptive quantitative methods. The results showed that banana chips agroindustries did
not procure raw materials on time and exact amount.  However, management of supply chain and
performance of banana chips agroindustries in Sungai Langka Village have been going well. The average 
productivity was 11.10 kg/working day and the average capacity was 78 percent.
 
Key words: agroindustry, banana chips, environmental, and performance",,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/16368,['H1'],2337-7070,public,2019-11-14 03:19:28,pub,6,['FP1'],Universitas Lampung,JIIA (Jurnal Ilmu-Ilmu Agribisnis),disk0/00/01/63/68,,,,,,,published,['Universitas Lampung'],,,,,,,,,,,,,,,,
63,972,,,2019-11-08 10:21:41,"[{'placement': 1, 'eprintid': 15752, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28862', 'security': 'public', 'docid': 28862, 'main': '5.UPLOAD PROPOSAL DIPA 2019 ANALISIS HARGA MINIMUM UBIKAYU.pdf', 'files': [{'hash': '77ebb096d05951907a1831e9f0c8f38e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 135423, 'uri': 'http://repository.lppm.unila.ac.id/id/file/135423', 'filename': '5.UPLOAD PROPOSAL DIPA 2019 ANALISIS HARGA MINIMUM UBIKAYU.pdf', 'objectid': 28862, 'filesize': 179178, 'mtime': '2019-11-06 06:55:57', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2019-11-08 10:21:41,archive,15752,show,,experiment,"[{'name': {'family': 'Haryono', 'lineage': None, 'honourific': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'lineage': None, 'family': 'Abidin', 'honourific': None}}, {'id': 'agus.hudoyo@gmail.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Hudoyo', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Indah', 'honourific': None, 'given': 'Lidya Sari Mas'}, 'id': 'lidya_masindah@yahoo.com'}]","Analisis Harga Minimum Ubikayu Industri di
  Provinsi Lampung",,"Ubi kayu merupakan salah satu komoditas dalam subsektor tanaman pangan, dan merupakan komoditas strategis dalam menopang ketahanan pangan suatu wilayah, karena dapat menjadi pengganti bahan pangan utama masyarakat Indonesia yaitu beras dan jagung.  Ubi kayu juga dapat dijadikan sebagai bahan baku industri, serta dapat menjadi bahan pakan.  Tujuan umum kegiatan penelitian ini adalah untuk Menganalisis harga minimum ubikayu industry di Provinsi Lampung.Penelitian dilaksanakan pada bulan Agustus 2019 di Kecamatan Rumbia Kabupaten Lampung Tengah. Metode analisis yang akan digunakan dalam penelitian ini adalah analisis kuantitatif untuk menganalisis harga pokok produksi tepung tapioka di PT XYZ Kabupaten Lampung Tengah.Penentuan harga pokok produksi dalam penelitian menggunakan metode variabel costing dan metode full costing.",,2019-11-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15752,['S1'],,public,2019-11-08 10:21:41,unpub,7,['FP1'],,,disk0/00/01/57/52,,,,,,,,,,,,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,
64,972,1.0,,2019-08-01 02:26:52,"[{'format': 'text', 'main': 'identifikasi sektor unggulan.pdf', 'files': [{'datasetid': 'document', 'fileid': 119404, 'hash': '14cef0fe761f879321ad81bcccdad1d7', 'mime_type': 'application/pdf', 'objectid': 26702, 'filesize': 818188, 'uri': 'http://repository.lppm.unila.ac.id/id/file/119404', 'filename': 'identifikasi sektor unggulan.pdf', 'hash_type': 'MD5', 'mtime': '2019-08-01 02:15:29'}], 'docid': 26702, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 13688, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26702'}]",2019-08-01 02:26:52,archive,13688,show,12-23,article,"[{'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Haryono', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Hudoyo', 'honourific': None, 'given': 'Agus'}, 'id': None}]","Identifikasi Sektor-Sektor Ekonomi Unggulan
di Kabupaten Tulang Bawang Barat",TRUE,"ABSTRACT 
The ability of the region in spurring economic growth is highly dependent on the
superiority or competitiveness of economic sectors in its region. The limited resources possessed
by the West Tulang Bawang Regency, priority scale is needed for the development of leading
sectors based on regional characteristics and their relevance to other regions. The main aim of
this research is identify the leading economic sectors of West Tulang Bawang Barat Regency. This
research uses some methods, are (1) Location quotient; (2) Shift-share; and (3) Input-Output.  The
results of the analysis show that the leading economic sectors in West Tulang Bawang Barat
Regency are the food and beverage industry, information and communication, livestock, large and
retail trade, and plantations.

Keywords: input-output, leading sectors, location quotient, shift-share",1.0,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/13688,['S1'],,public,2019-08-01 02:26:52,pub,6,['FP1'],,Indonesian Journal of Socio Economics,disk0/00/01/36/88,,,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
65,972,1.0,,2019-08-01 02:27:01,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 26703, 'main': 'analisis bauran pemasaran.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-08-01 02:20:07', 'filesize': 1164815, 'objectid': 26703, 'filename': 'analisis bauran pemasaran.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/119410', 'fileid': 119410, 'datasetid': 'document', 'hash': '21a4bb8910141b3ce74bbeb6840eefb2', 'mime_type': 'application/pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26703', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13689}]",2019-08-01 02:27:01,archive,13689,show,52-59,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Haryono', 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}, {'id': 'suriatysitumorang@yahoo.com', 'name': {'family': 'Situmorang', 'lineage': None, 'honourific': None, 'given': 'Suriaty'}}]",ANALISIS BAURAN PEMASARAN (MARKETING MIX) DAN STRATEGI PENGEMBANGAN (STUDI KASUS PADA AGROINDUSTRI KOPI BUBUK CAP INTAN   DI KOTA BANDAR LAMPUNG),TRUE,"This study aims to analyze the marketing mix and development strategy which is applied to the agroindustry
of Coffee Powder of Intan Brand in Bandar Lampung City.  This research was conducted purposively in the
agroindustry of Intan Brand Coffee Powder in determined Bandar Lampung City of Lampung Province. 
Data collection of this study was conducted from March to April 2017.  This research is a case study,
employed 14 people as respondents.  The research data is analyzed by qualitative descriptive and SWOT
analysis.  The results of this study indicated that the marketing mix applied to the Intan Brand Coffee
Powder agroindustry were (a) good quality product, (b) price determined by competitor price, (c) located at
strategic place, and (d) promotion activities that have been applied by Intan Brand Agroindustry Coffee
Powder was by face-to-face sales and sales promotion.  The development strategy of Intan Brand Coffee
Powder agroindustry in Bandar Lampung City were (a) the owner of agroindustry was determining the
policy on utilizing the technology, (b) utilizing the location in the market and continuing to cooperate with
PTPN 7 in order to have a bigger opportunities (c) maintaining good quality product so that the product
could still competing with similar business at the market, (d) empowering the ability and human resource
skills to resolve the limitations of capital in following technological developments.

Key words: coffee powder, development strategy, marketing mix",7.0,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/13689,['S1'],2337-7070,public,2019-08-01 02:27:01,pub,6,['FP1'],Universitas Lampung,JIIA (Jurnal Ilmu-Ilmu Agribisnis),disk0/00/01/36/89,,,,,,,published,['Universitas Lampung'],,,,,,,,,,,,,,,,
