,status_changed,full_text_status,ispublished,rev_number,divisions,publisher,dir,abstract,uri,date,subjects,type,refereed,title,userid,documents,lastmod,eprint_status,editors,eprintid,datestamp,metadata_visibility,creators,date_type,corp_creators,pages,official_url,publication,place_of_pub,department,institution,monograph_type,pagerange,number,volume,issn,related_url,id_number,contributors,event_title,event_type,event_location,pres_type,event_dates,contact_email,referencetext,isbn
23,2022-07-21 08:24:31,public,pub,8,['FP1'],jurnal.fkip.unila.ac.id,disk0/00/04/35/64,"The purpose of this research was to know the consumer satisfaction of service
quality which consists of variable tangibles, reliability, responsiveness, assurance,
and empathy, as well as the performance of the board of Member participation in
Kopma Unila. The method which used in this research was descriptive verified
with ex post facto approach and survey. The population in this study were 150
students and the sample used was 42 students determined by simple random
sampling. Data collection techniques were using questionnaires. Data were
collected through linear regression analysis and multiple regression analysis. The
result of analysis shows that there was an influence of servqual dimension which
consist of physical evidence variable, reliability, responsiveness, assurance, and
empathy, to customer satisfaction.",http://repository.lppm.unila.ac.id/id/eprint/43564,1970-01-01 00:00:00.000002017,"['H1', 'HB', 'HF']",article,TRUE,Pengaruh Dimensi Kualitas Pelayanan Terhadap Kepuasan Konsumen Pada Kopma Digital,1000,"[{'eprintid': 43564, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165509', 'format': 'text', 'docid': 165509, 'main': '13430-29886-1-PB.pdf', 'files': [{'hash': '1f1aa01a22368fc70f40f5adfffba039', 'mime_type': 'application/pdf', 'fileid': 475338, 'datasetid': 'document', 'mtime': '2022-07-21 07:01:33', 'hash_type': 'MD5', 'filename': '13430-29886-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/475338', 'filesize': 145788, 'objectid': 165509}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-07-21 08:24:31,archive,,43564,2022-07-21 08:24:31,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Aulia Putri', 'given': 'Anasti'}, 'id': '-'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Erlina', 'given': 'Rufaidah'}, 'id': 'erlinarufaidah1958@gmail.com'}, {'id': '-', 'name': {'honourific': None, 'family': 'Nurdin', 'lineage': None, 'given': 'Nurdin'}}]",published,"['Aulia Putri Anasti', 'Erlina Rufaidah', 'Nurdin']",,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/13430,Jurnal Edukasi Ekobis,,,,,,6.0,5.0,2302-1373,,,"[{'id': '-', 'name': {'honourific': None, 'lineage': None, 'family': 'Aulia Putri', 'given': 'Anasti'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'erlinarufaidah1958@gmail.com', 'name': {'given': 'Rufaidah', 'honourific': None, 'family': 'Erlina', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Nurdin', 'honourific': None, 'given': 'Nurdin'}, 'id': '-'}]",,,,,,,,
24,2022-08-16 09:24:47,public,pub,10,['FP1'],Jurnal Edukasi Ekobis,disk0/00/04/41/08,"Tujuan penelitian untuk mengetahui kepuasan konsumen tentang dimensi kualitas pelayanan yaitu bukti fisik, kehandalan, daya tanggap, jaminan, dan empati, serta kinerja pengurus terhadap partisipasi Anggota di Kopma Unila. Metode penelitianini adalah metode deskriptif verifikatif dengan pendekatan ex post facto dansurvey. Populasi dalam penelitian ini sebanyak 150 mahasiswa dan sampel yangdigunakan sebanyak 60 mahasiswa ditentukan melalui simple random sampling.Teknik pengumpulan data dengan kuisioner. Data yang terkumpul diolah dengananalisis regresi linear dan analisis regresi multipel. Hasil analisis menunjukkanbahwa ada pengaruh dimensi kualitas pelayanan yang terdiri dari variabel buktifisik, kehandalan, daya tanggap, jaminan, dan empati, terhadap kepuasankonsumen.",http://repository.lppm.unila.ac.id/id/eprint/44108,1970-01-01 00:00:00.000002017,['H1'],other,,Pengaruh Dimensi Kualitas Pelayanan Terhadap Kepuasan Konsumen Pada Kopma Digital,1000,"[{'rev_number': 3, 'language': 'id', 'mime_type': 'application/xml', 'content': 'other', 'main': 13430, 'docid': 166126, 'files': [{'fileid': 479649, 'datasetid': 'document', 'mime_type': 'application/xml', 'hash': '6102d16dba4ead7a7cce94e5ffcb7444', 'objectid': 166126, 'filesize': 17936, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479649', 'filename': 13430, 'hash_type': 'MD5', 'mtime': '2022-08-16 08:21:25'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166126', 'security': 'public', 'formatdesc': 'URL Jurnal', 'placement': 1, 'eprintid': 44108}, {'eprintid': 44108, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166127', 'pos': 2, 'format': 'text', 'main': 'Ekobis_Pengaruh Dimensi Kualitas Pelayanan Terhadap Kepuasan Konsumen Pada Kopma Digital.pdf', 'files': [{'hash': '330d43541421e1a70b37890b5a6631ef', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 479652, 'mtime': '2022-08-16 08:22:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479652', 'filename': 'Ekobis_Pengaruh Dimensi Kualitas Pelayanan Terhadap Kepuasan Konsumen Pada Kopma Digital.pdf', 'objectid': 166127, 'filesize': 1346938}], 'docid': 166127, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-08-16 09:24:47,archive,,44108,2022-08-16 09:24:47,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Aulia Putri Anasti', 'given': 'Aulia'}, 'id': None}, {'id': 'erlinarufaidah1958@gmail.com', 'name': {'honourific': None, 'family': 'Erlina Rufaidah', 'lineage': None, 'given': 'ER'}}, {'id': None, 'name': {'family': 'Nurdin Nurdin', 'lineage': None, 'honourific': None, 'given': 'Nurdin'}}]",,,,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/13430,,,,,,,,,,,,,,,,,,,,
25,2017-11-24 07:36:12,public,pub,6,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,disk0/00/00/59/49,"ABSTRACT

The research aims to analyze: financial feasibility and sensitivity of salak pondoh farming.   This research was conducted at Wonoharjo, Sumberejo, Tanggamus. The data was collected in Januari 2016.  The samples were 44 Salak farmers who were selected by using  simple random sampling method.  The analysis methods of this research were financial feasibility analysis and sensitivity analysis.  The results showed that based of Net B/C, Gross B/C, Payback Periode (PP), NPV, IRR, and sensitivity, salak pondoh farming was profitable financially and feasibly to be developed.  The Net B/C and Gross B/C values were bigger than 1, the value of NPV  was bigger  than 0, and IRR value of salak pondoh  farming  was greater  than 12 percent  (the used interest rate).   The PP analysis for salak pondoh farming  system showed that the initial cash out flow of investment  could  be recovered  in   less than 25 years.   Based on the changes  of sensitivity  analysis,  the increase of production cost was 5.90%, but the decreaes of production price and production quantity were
10 percent and 30 percent.  The result of sensitivity analysis showed that salak pondoh farming was sensitive to changes, but wat still profitable and feasible to be continued.

Key words : feasibility, financial, salak pondoh, Tanggamus Regency",http://repository.lppm.unila.ac.id/id/eprint/5949,2017-02-01 00:00:00.000000000,['S1'],article,TRUE,"ANALISIS KELAYAKAN FINANSIAL USAHATANI SALAK PONDOH DI DESA WONOHARJO, KECAMATAN SUMBEREJO, KABUPATEN TANGGAMUS

(Financial Feasibility of Salak Pondoh Farming in Wonoharjo Village, Sumberejo District, Tanggamus Regency)",1083,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'JIIA Vol 5 No 1 feb 2017.pdf', 'files': [{'objectid': 18865, 'filesize': 123027, 'filename': 'JIIA Vol 5 No 1 feb 2017.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/55194', 'hash_type': 'MD5', 'mtime': '2017-11-18 03:42:17', 'datasetid': 'document', 'fileid': 55194, 'mime_type': 'application/pdf', 'hash': '895da49482fd0c1202784d386a7c505b'}], 'docid': 18865, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18865', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 5949}]",2017-11-24 07:36:12,archive,,5949,2017-11-24 07:36:12,show,"[{'id': None, 'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Azmi', 'honourific': None}}, {'name': {'given': 'Wan Abbas', 'lineage': None, 'family': 'Zakaria', 'honourific': None}, 'id': 'Wan_abbas@yahoo.com'}, {'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}, 'id': 'ktut.murniati@fp.unila.ac.id'}]",published,,,,Jurnal Ilmu-Ilmu Agribisnis,,,,,,1.0,5.0,2337 7070,,,,,,,,,,,
26,2018-04-26 02:08:14,public,pub,8,['FP1'],Universitas Lampung,disk0/00/00/61/95,"The aims of this research are to analyze: customer’s characteristics, attitudes and satisfactions, and its
correlation on the total of monthly customers’ purchase. The research location was determined purposively. The number of interviewed respondents was 60. Data were analyzed descriptively and by Multiatribute Fishbein, Customer Satisfaction Index (CSI) and Importance Performance Analysis (IPA), Pearson and rank Spearman correlation analysis. The research results showed that the customers of Hang Dihi restaurant were women, 16-25 years old, mostly college students followed by graduates with income or allowance of Rp1,000,000-Rp2,000,000 per month having 4-5 family members. They came to the restaurant location from 3-5 km distance, and purchased pressed fried chicken as much as Rp22,000–Rp31,000 per month. The value of customers’ attitude was 11.82 meaning that customers had positive attitudes. The CSI value was 72 percent; it meant that customers were satisfied overall. Based on IPA, the customers evaluated that hygiene, variations of menu, and cleanness of place were needed to be improved. There was correlation between the
total purchase of pressed fried chicken at Hang Dihi and customers characteristics i.e. gender, education, job, income, and attitude and satisfaction.
Key words: attitude, CSI, IPA, pressed fried chicken, and satisfaction",http://repository.lppm.unila.ac.id/id/eprint/6195,1970-01-01 00:00:00.000002017,['S1'],article,TRUE,SIKAP DAN KEPUASAN KONSUMEN RUMAH MAKAN AYAM PENYET HANG DIHI BANDAR LAMPUNG,938,"[{'main': 1506, 'files': [{'hash': '668fe86f8249729d794ee679695d5fe6', 'mime_type': 'application/xml', 'fileid': 56861, 'datasetid': 'document', 'mtime': '2017-12-04 06:27:48', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/56861', 'filename': 1506, 'objectid': 19121, 'filesize': 18793}], 'docid': 19121, 'format': 'text', 'rev_number': 3, 'language': 'id', 'mime_type': 'application/xml', 'content': 'published', 'placement': 1, 'eprintid': 6195, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19121', 'security': 'public'}]",2018-04-26 02:08:14,archive,,6195,2018-04-26 02:08:14,show,"[{'id': 'febrinayessi@gmail.com', 'name': {'honourific': None, 'family': 'Bangun', 'lineage': None, 'given': 'Yessi Febrina Br'}}, {'id': 'yakti_indriani@yahoo.com', 'name': {'given': 'Yaktiworo', 'honourific': None, 'family': 'Indriani', 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Soelaiman', 'lineage': None, 'given': 'Achdiansyah'}}]",published,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1680/1506,JIIA (Jurnal Ilmu-Ilmu Agribisnis),,,,,101-108,1.0,5.0,2337-7070,,,,,,,,,,,
27,2019-05-14 08:16:43,public,pub,6,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,disk0/00/01/27/06,"The purposes of this research are to find out and compare performance and member prosperity rate of the Rural Cooperatives (KUD) Mitra Subur (MS) and KUD Tri Tunggal Sido Waras (TTSW), and determine the development startegy of developing the KUD TTSW in Central Lampung.  This research uses a case study method in KUD MS, Gunung Sugih district and KUD TTSW, Bumi Ratu Nuban district, Central Lampung.  The locations were choosen  purposively with consideration that both  cooperatives have the same type, saving and loans business units, members’ main jobs are rice farmers, and have total members of almost same number.  Data were collected in February – March 2016.  The results showed that: KUD MS had a good quality while KUD TTSW has a medium quality.  According to Statistic Bureau indicator (2012) members’ of KUD MS and KUD TTSW belong to not prosperous category, therefore both KUDs need to improve the members prosperity so the cost of food will be on GKM.   Overall, prosperity rate of KUD MS’s members is better than that of KUD TTSW.  The priority strategy that can be used in development of KUD TTSW is the application of modern technology such as an internet access to increase the cooperative’s income.   Key words : active, cooperative, performance, prosperity, strategy",http://repository.lppm.unila.ac.id/id/eprint/12706,2017-02-01 00:00:00.000000000,['H1'],article,TRUE,"KINERJA, KESEJAHTERAAN ANGGOTA, DAN STRATEGI PENGEMBANGAN  KOPERASI UNIT DESA  
(",634,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Vani S-JIIA-Vol5.No.1.2018.pdf', 'docid': 25688, 'files': [{'mime_type': 'application/pdf', 'hash': '1ee82e97387518aefc17ea2194a88967', 'datasetid': 'document', 'fileid': 112384, 'uri': 'http://repository.lppm.unila.ac.id/id/file/112384', 'filename': 'Vani S-JIIA-Vol5.No.1.2018.pdf', 'filesize': 75720, 'objectid': 25688, 'mtime': '2019-05-10 15:25:39', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25688', 'security': 'public', 'placement': 1, 'eprintid': 12706}]",2019-05-14 08:16:43,archive,,12706,2019-05-14 08:16:43,show,"[{'id': 'sintiyavani@gmail.com', 'name': {'given': 'Vani S', 'lineage': None, 'family': 'Dewi', 'honourific': None}}, {'id': None, 'name': {'given': 'Diah A H', 'honourific': None, 'lineage': None, 'family': 'Lestari'}}, {'name': {'honourific': None, 'family': 'Adawiyah', 'lineage': None, 'given': 'Rabiatul'}, 'id': None}]",published,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1677/1503,Jurnal Ilmu-Ilmu Agribisnis,,,,,76-83,1.0,5.0,2337 7070,,,,,,,,,,,
28,2020-07-24 06:55:53,public,pub,8,['FP1'],Universitas Lampung,disk0/00/02/33/85,"The purposes of this research are to find out and compare performance and member prosperity rate of the Rural Cooperatives (KUD) Mitra Subur (MS) and KUD Tri Tunggal Sido Waras (TTSW), and determine the development startegy of developing the KUD TTSW in Central Lampung.  This research uses a case study method in KUD MS, Gunung Sugih district and KUD TTSW, Bumi Ratu Nuban district, Central Lampung.  The locations were choosen  purposively with consideration that both  cooperatives have the same type, saving and loans business units, members’ main jobs are rice farmers, and have total members of almost same number.  Data were collected in February – March 2016.  The results showed that: KUD MS had a good quality while KUD TTSW has a medium quality.  According to Statistic Bureau indicator (2012) members’ of KUD MS and KUD TTSW belong to not prosperous category, therefore both KUDs need to improve the members prosperity so the cost of food will be on GKM.   Overall, prosperity rate of KUD MS’s members is better than that of KUD TTSW.  The priority strategy that can be used in development of KUD TTSW is the application of modern technology such as an internet access to increase the cooperative’s income.

                                                                                                      

Key words : active, cooperative, performance, prosperity, strategy",http://repository.lppm.unila.ac.id/id/eprint/23385,2017-02-01 00:00:00.000000000,"['H1', 'HB', 'S1']",article,TRUE,"KINERJA, KESEJAHTERAAN ANGGOTA, DAN STRATEGI PENGEMBANGAN KOPERASI UNIT DESA",908,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '1677-4426-1-SM.pdf', 'files': [{'hash': '1ee82e97387518aefc17ea2194a88967', 'mime_type': 'application/pdf', 'fileid': 213963, 'datasetid': 'document', 'mtime': '2020-07-24 04:01:03', 'hash_type': 'MD5', 'filename': '1677-4426-1-SM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/213963', 'filesize': 75720, 'objectid': 37005}], 'docid': 37005, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37005', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23385}]",2020-07-24 06:55:53,archive,,23385,2020-07-24 06:55:53,show,"[{'id': 'sintiyavani@gmail.com', 'name': {'honourific': None, 'family': 'Dewi', 'lineage': None, 'given': 'Vani Sintiya'}}, {'name': {'given': 'Dyah Aring Hepiana', 'lineage': None, 'family': 'Lestari', 'honourific': None}, 'id': 'dyaharing@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Rabiatul', 'lineage': None, 'family': 'Adawiyah', 'honourific': None}}]",published,,,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1677,JIIA (Jurnal Ilmu-Ilmu Agribisnis),,,,,76-83,1.0,5.0,2337-7070,,,,,,,,,,,
29,2017-11-14 03:38:21,public,pub,15,['FP1'],,disk0/00/00/49/31,"Modal yang terbatas dan sulitnya mendapatkan fasilitas pembiayaan usaha merupakan permasalahan yang dihadapi petani di Indonesia. Koperasi Simpan Pinjam Pola Syariah (KSPPS) merupakan lembaga keuangan yang dapat menjadi alternatif sumber dana bagi petani. Tujuan penelitian ini adalah mengidentifikasi KSPPS, mengidentikasi faktor internal dan eksternal koperasi, serta menyusun strategi pengembangan pembiayaan agribisnis pada KSPPS. Penelitian dilakukan dengan metode studi kasus. Metode analisis data yang digunakan adalah metode analisis deskriptif kualitatif dan kuantitatif. Hasil penelitian menunjukkan bahwa kinerja keuangan KSPPS cukup baik. KSPPS memiliki kelemahan pada modal dan ancaman berupa pembiayaan agribisnis yang beresiko tinggi. Berdasarkan hasil analisis pengambilan keputusan matriks SWOT disimpulkan bahwa strategi SO merupakan strategi yang mempunyai nilai skor tertinggi untuk pengembangan pembiayaan agribisnis pada KSPPS BMT Assyafiiyah Ber-Nas. Strategi S-O tersebut, yaitu : 1) Merekrut sumber daya manusia terampil; 2) Memberikan pembinaan kepada anggota; 3) Link program untuk mendapatkan modal dengan skim jatuh tempo; 4) Sosialisasi mengenai koperasi syariah melalui berbagai media; dan 5) Koordinasi dengan pemerintah dalam hal pelatihan dan akses permodalan.",http://repository.lppm.unila.ac.id/id/eprint/4931,2017-05-01 00:00:00.000000000,['S1'],conference_item,TRUE,Strategi Pengembangan Pembiayaan Agribisnis pada Koperasi Simpan Pola Syariah di Lampung Tengah,620,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17862', 'eprintid': 4931, 'placement': 1, 'content': 'published', 'rev_number': 3, 'language': 'id', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 17862, 'main': 'Prosiding-LPPM-2016.pdf', 'files': [{'mtime': '2017-11-09 06:44:40', 'hash_type': 'MD5', 'filename': 'Prosiding-LPPM-2016.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/47704', 'objectid': 17862, 'filesize': 6453505, 'mime_type': 'application/pdf', 'hash': '759f1fe0b290c1a8277137f095223cb3', 'fileid': 47704, 'datasetid': 'document'}]}]",2017-11-14 03:38:21,archive,,4931,2017-11-14 03:38:21,show,"[{'id': None, 'name': {'given': 'Rahmalia', 'family': 'Dian', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Muhammad Irfan', 'honourific': None, 'lineage': None, 'family': 'Affandi'}, 'id': 'irfanaffandi2006@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Murniati', 'honourific': None, 'given': 'Ktut'}}]",published,,,http://lppm.ipb.ac.id/wp-content/uploads/2014/10/Prosiding-LPPM-2016.pdf,,,,,,225-238,,,,,,,Seminar nasional hasil-hasil penelitian dan pengabdian kepada masyarakat IPB 2016,conference,Bogor,paper,,,,
30,2020-04-13 01:53:55,public,pub,6,['FP1'],Desalination Publications,disk0/00/01/90/59,Check Similarity Result,http://repository.lppm.unila.ac.id/id/eprint/19059,1970-01-01 00:00:00.000002017,['Q1'],article,TRUE,Check Similarity Result:Kemenyan (Styrax benzoin Dryand) extract as green inhibitor of calcium carbonate (CaCO3) crystallization,344,"[{'main': 'Kemenyan__Styrax_benzoin_Dryand__extract_as_green_.pdf', 'docid': 32299, 'files': [{'hash': 'a8307a3ce065e20df3927507ca31d45f', 'mime_type': 'application/pdf', 'fileid': 159830, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159830', 'filename': 'Kemenyan__Styrax_benzoin_Dryand__extract_as_green_.pdf', 'objectid': 32299, 'filesize': 2683793, 'mtime': '2020-04-10 00:45:28', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 19059, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32299', 'security': 'public'}]",2020-04-13 01:53:55,archive,,19059,2020-04-13 01:53:55,show,"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",published,['Universitas Lampung'],,https://www.deswater.com/DWT_abstracts/vol_92/92_2017_38.pdf,Desalination and Water Treatment,,,,,38-45,,92.0,1944-3994/1944-3986,,,,,,,,,,,
31,2020-04-13 02:04:38,public,pub,6,['FP1'],Desalination Publications,disk0/00/01/91/15,"To study the effect of kemenyan extract from Styrax benzoin Dryand resin as green inhibitor on calcium carbonate (CaCO3) scale formation, experiment has been carried out using a bottle roller bath method at temperature of 80°C and at various growth solutions from 0.050 to 0.100 M. The extraction result of the kemenyan was characterized using Fourier transform infrared spectroscopy to identify functional groups found in the kemenyan extract. The morphology of CaCO3 crystal obtained was analyzed using SEM and the particle size distributions of the CaCO3 crystals produced were measured by a particle size analyzer. The result of the experiment showed that kemenyan extract can be used as a green inhibitor of calcium carbonate scale formation. The presence of kemenyan extracts in the various growth solutions of CaCO3 0.050, 0.075, and 0.100 M gives percentage of inhibition ability from 12% to 77% in inhibiting the formation of the CaCO3 scale. The ability of the kemenyan extract to inhibit the growth rate of CaCO3 crystallization depends on amount of the inhibitor concentration added and the growth solution concentration as a crystal growth media under these experiment conditions.",http://repository.lppm.unila.ac.id/id/eprint/19115,1970-01-01 00:00:00.000002017,['Q1'],article,TRUE,Kemenyan (Styrax benzoin Dryand) extract as green inhibitor of calcium carbonate (CaCO3) crystallization.,344,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '2 -Jurnal ok.pdf', 'docid': 32357, 'files': [{'mtime': '2020-04-10 07:56:21', 'hash_type': 'MD5', 'filename': '2 -Jurnal ok.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160229', 'objectid': 32357, 'filesize': 1437050, 'mime_type': 'application/pdf', 'hash': '6f02b5949c39f09e89f8d2a9815a1cfd', 'datasetid': 'document', 'fileid': 160229}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32357', 'pos': 1, 'eprintid': 19115, 'placement': 1}]",2020-04-13 02:04:38,archive,,19115,2020-04-13 02:04:38,show,"[{'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",published,['Universitas Lampung'],,https://www.deswater.com/DWT_abstracts/vol_92/92_2017_38.pdf,Desalination and Water Treatment,,,,,38-45,,92.0,1944-3994/1944-3986,,,,,,,,,,,
32,2020-04-13 02:04:23,public,pub,6,['FP1'],ScienceDirect ® is a registered trademark of Elsevier B.V.,disk0/00/01/91/14,"The addition of the Gambier extract (Uncaria gambier Roxb leaves) modification (Gambier:benzoic acid:citric acid/2:1:2) as a green inhibitor on the formation of CaCO3 scale at various concentrations was carried out using a seeded experiment method. The experiments were performed with observing the precipitation change of the CaCO3 crystals growth obtained. In order to prove the efficiency of the inhibitor in inhibiting the formation of the CaCO3 crystals, the changes of the crystal morphology were investigated by scanning electron microscopy (SEM) and the changes of the crystal size distribution were analyzed by particle size analyzer (PSA). The research results showed that the Gambier extract modification was able to inhibit the formation of the CaCO3 scale indicated with the morphology change of the CaCO3 crytals and smaller crystal size distribution after the addition of this inhibitor.",http://repository.lppm.unila.ac.id/id/eprint/19114,1970-01-01 00:00:00.000002017,['Q1'],article,TRUE,Modiﬁcation of Gambier extracs as green inhibitor of calcium carbonate (CaCO3) scale formation,344,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '1 -Jurnal.pdf', 'docid': 32356, 'files': [{'mtime': '2020-04-10 07:42:21', 'hash_type': 'MD5', 'filename': '1 -Jurnal.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160223', 'filesize': 1295155, 'objectid': 32356, 'mime_type': 'application/pdf', 'hash': '832894ce218e942f38c307eb9605b6b7', 'fileid': 160223, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32356', 'security': 'public', 'placement': 1, 'eprintid': 19114}]",2020-04-13 02:04:23,archive,,19114,2020-04-13 02:04:23,show,"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'honourific': None, 'lineage': None, 'family': 'Endaryanto'}}]",published,['Universitas Lampung'],,https://www.sciencedirect.com/science/article/abs/pii/S2214714417300843,Journal of Water Process Engineering,,,,,1-6,,18.0,,,,,,,,,,,,
33,2020-04-13 01:53:21,public,pub,7,['FP1'],ScienceDirect ® is a registered trademark of Elsevier B.V.,disk0/00/01/90/58,Similarity Check Result,http://repository.lppm.unila.ac.id/id/eprint/19058,1970-01-01 00:00:00.000002017,['Q1'],article,TRUE,Similarity Check Result Jurnal: Modiﬁcation of Gambier extracs as green inhibitor of calcium carbonate (CaCO3) scale formation,344,"[{'placement': 1, 'eprintid': 19058, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32298', 'pos': 1, 'security': 'public', 'main': 'Modification_of_Gambier_Extracs_as_Green_Inhibitor.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159823', 'filename': 'Modification_of_Gambier_Extracs_as_Green_Inhibitor.pdf', 'objectid': 32298, 'filesize': 2939774, 'mtime': '2020-04-10 00:30:00', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fa79ddcb7e5920f7fdb4a37fd999654e', 'datasetid': 'document', 'fileid': 159823}], 'docid': 32298, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-04-13 01:53:21,archive,,19058,2020-04-13 01:53:21,show,"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",published,['Universitas Lampung'],,https://www.sciencedirect.com/science/article/abs/pii/S2214714417300843,Journal of Water Process Engineering,,,,,1-6,,18.0,,,,,,,,,,,,
