,type,creators,title,userid,lastmod,documents,datestamp,eprint_status,eprintid,metadata_visibility,full_text_status,status_changed,rev_number,ispublished,divisions,publisher,dir,date,uri,subjects,refereed,contact_email,pagerange,number,publication,issn,abstract,volume,date_type,event_title,event_type,pres_type,event_dates,event_location,related_url,id_number,official_url,keywords,referencetext,succeeds,contributors
10,article,"[{'name': {'given': 'Chansyanah', 'lineage': None, 'family': 'Diawati', 'honourific': None}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'name': {'given': 'Noor', 'family': 'Fadiawati', 'lineage': None, 'honourific': None}, 'id': 'noor.fadiawati@fkip.unila.ac.id'}, {'id': 'mahfudz.fauzi@radenfatah.ac.id', 'name': {'lineage': None, 'family': 'Syamsuri', 'honourific': None, 'given': 'M. Mahfudz Fauzi'}}]",Development of The Performance Assessment Based on Cassava Peel Waste Project to Measure Creative Thinking Skills of Junior High School Students,958,2022-01-11 10:13:29,"[{'placement': 1, 'eprintid': 37820, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158750', 'pos': 1, 'security': 'public', 'files': [{'hash': 'c22ae859cd9f0f52c32eb7ad2839aa4f', 'mime_type': 'application/pdf', 'fileid': 430774, 'datasetid': 'document', 'mtime': '2022-01-11 04:27:27', 'hash_type': 'MD5', 'filename': 'Development of The Performance Assessment Based on Cassava Peel Waste.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/430774', 'objectid': 158750, 'filesize': 301032}], 'main': 'Development of The Performance Assessment Based on Cassava Peel Waste.pdf', 'docid': 158750, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 6, 'content': 'published'}]",2022-01-11 10:13:29,archive,37820,show,public,2022-01-11 10:13:29,8,pub,['FKIP21'],FKIP Universitas Lampung,disk0/00/03/78/20,2021-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37820,['LB1603'],TRUE,chansyanah.diawati@fkip.unila.ac.id,305-311,2.0,Jurnal Pendidikan Progresif,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,"This study aims to develop a performance assessment based on the cassava peel waste 
processing project. This research uses methods of research and development 4D models which 
are only carried out until the stage of develop. At the define stage, a literature study and a 
preliminary study are carried out. At the design stage, planning and preparation of the initial draft 
are carried out in the form of performance assessments. In the develop stage, two science 
education experts validated the suitability of the content and construction of the performance 
assessment instrument to Torrance’s framework of indicators creative thinking skills. The product 
of the validation results was then responded to the suitability of the content and construction 
aspects of the indicators of creative thinking skills by three science teachers. The results of expert 
validation and teacher responses indicate that the performance assessment instrument product is 
very suitable to be used to assess student performance in integrated science learning based on 
cassava peel waste treatment projects.
Keywords: performance assessment, cassava peel waste project, creative thinking skills.",22.0,,,,,,,,,,,,,
11,other,"[{'name': {'given': 'Chansyanah', 'honourific': None, 'lineage': None, 'family': 'Diawati'}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'id': 'liliasari@upi.edu', 'name': {'given': 'Liliasari', 'family': 'Liliasari', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Setiabudi'}, 'id': 'agus_setiabudi@upi.edu'}, {'name': {'lineage': None, 'family': 'Buchari', 'honourific': None, 'given': 'Buchari'}, 'id': 'buchari@mail.chem.itb.ac.id'}]","Cek Similarity/Originality, Development and Validation of Creative Thiking Skills Tes in The Project of Laboratory Apparatus Modifiacation",958,2021-06-08 02:53:35,"[{'main': 'Development and validation of creative thinking skills test in the project of laboratory apparatus modification.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'c10a7f2c5f6291264ea63c016076407f', 'fileid': 381825, 'datasetid': 'document', 'mtime': '2021-06-08 02:22:48', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381825', 'filename': 'Development and validation of creative thinking skills test in the project of laboratory apparatus modification.pdf', 'objectid': 146300, 'filesize': 1118176}], 'docid': 146300, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'placement': 1, 'eprintid': 32263, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146300', 'pos': 1, 'security': 'public', 'formatdesc': 'Cek Similarity/Originality'}]",2021-06-08 02:53:35,archive,32263,show,public,2021-06-08 02:53:35,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/63,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32263,['LB2300'],,,,,,,,,,,,,,,,,,,,,
12,other,"[{'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Diawati', 'given': 'Chansyanah'}}, {'id': 'liliasari@upi.edu', 'name': {'given': 'Liliasari', 'honourific': None, 'lineage': None, 'family': 'Liliasari'}}, {'name': {'family': 'Setiabudi', 'lineage': None, 'honourific': None, 'given': 'Agus'}, 'id': 'agus_setiabudi@upi.edu'}, {'id': 'buchari@mail.chem.itb.ac.id', 'name': {'given': 'Buchari', 'honourific': None, 'lineage': None, 'family': 'Buchari'}}]","Cek Similarity/Originality, Pengembangan dan Validasi Asesmen Kinerja Dalam Proyek Modifikasi Alat Praktikum Kimia Instrumen",958,2021-06-08 01:31:52,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '6813d8ab73858b9e820144684e293677', 'datasetid': 'document', 'fileid': 381612, 'filename': 'PENGEMBANGAN DAN VALIDASI ASESMEN KINERJA DALAM PROYEK MODIFIKASI ALAT PRAKTIKUM KIMIA INSTRUMEN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381612', 'objectid': 146234, 'filesize': 1834741, 'mtime': '2021-06-08 00:45:01', 'hash_type': 'MD5'}], 'main': 'PENGEMBANGAN DAN VALIDASI ASESMEN KINERJA DALAM PROYEK MODIFIKASI ALAT PRAKTIKUM KIMIA INSTRUMEN.pdf', 'docid': 146234, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 32248, 'placement': 1, 'formatdesc': 'Cek Similarity/Originality', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146234', 'pos': 1}]",2021-06-08 01:31:52,archive,32248,show,public,2021-06-08 01:31:52,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/48,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32248,['LB2300'],,,,,,,,,,,,,,,,,,,,,
13,other,"[{'name': {'lineage': None, 'family': 'Diawati', 'honourific': None, 'given': 'Chansyanah'}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'id': 'liliasari@upi.edu', 'name': {'given': 'Liliasari', 'honourific': None, 'lineage': None, 'family': 'Liliasari'}}, {'name': {'given': 'Agus', 'lineage': None, 'family': 'Setiabudi', 'honourific': None}, 'id': 'agus_setiabudi@upi.edu'}, {'id': 'buchari@mail.chem.itb.ac.id', 'name': {'given': 'Buchari', 'family': 'Buchari', 'lineage': None, 'honourific': None}}]","Cek Similarity/Originality, Students Contruction of a Simple Steam Distillation Apparatus and Development of Creative Thinking Skills: A Project-Based Learning",958,2021-06-08 01:33:24,"[{'format': 'text', 'main': 'Students’ construction of a simple steam distillation apparatus and development of creative thinking skills A project-based learning.pdf', 'files': [{'hash': 'bf6e0e48e25a78d42401b92371f896ed', 'mime_type': 'application/pdf', 'fileid': 381719, 'datasetid': 'document', 'filename': 'Students’ construction of a simple steam distillation apparatus and development of creative thinking skills A project-based learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381719', 'filesize': 1994858, 'objectid': 146265, 'mtime': '2021-06-08 01:30:07', 'hash_type': 'MD5'}], 'docid': 146265, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32255, 'placement': 1, 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146265', 'pos': 1}]",2021-06-08 01:33:24,archive,32255,show,public,2021-06-08 01:33:24,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/55,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32255,['LB2300'],,,,,,,,,,,,,,,,,,,,,
14,other,"[{'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Diawati', 'honourific': None, 'given': 'Chansyanah'}}, {'name': {'given': 'Liliasari', 'honourific': None, 'lineage': None, 'family': 'Liliasari'}, 'id': 'liliasari@upi.edu'}, {'name': {'honourific': None, 'family': 'Setiabudi', 'lineage': None, 'given': 'Agus'}, 'id': 'agus_setiabudi@upi.edu'}, {'name': {'family': 'Buchari', 'lineage': None, 'honourific': None, 'given': 'Buchari'}, 'id': 'buchari@mail.chem.itb.ac.id'}]","Cek Similarity/Originality, Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances",958,2021-06-09 04:37:29,"[{'format': 'text', 'files': [{'hash': '493128932ae48cad64bbc109c4473f1c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 383154, 'uri': 'http://repository.lppm.unila.ac.id/id/file/383154', 'filename': 'Using Project-Based Learning To Design, Build, and Test Student Made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'filesize': 3561532, 'objectid': 146877, 'mtime': '2021-06-09 03:07:25', 'hash_type': 'MD5'}], 'main': 'Using Project-Based Learning To Design, Build, and Test Student Made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'docid': 146877, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32376, 'placement': 1, 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146877'}]",2021-06-09 04:37:29,archive,32376,show,public,2021-06-09 04:37:29,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/23/76,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32376,['LB2300'],,,,,,,,,,,,,,,,,,,,,
15,other,"[{'name': {'given': 'Chansyanah', 'family': 'Diawati', 'lineage': None, 'honourific': None}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'id': 'liliasari@upi.edu', 'name': {'family': 'Liliasari', 'lineage': None, 'honourific': None, 'given': 'Liliasari'}}, {'id': 'agus_setiabudi@upi.edu', 'name': {'honourific': None, 'family': 'Setiabudi', 'lineage': None, 'given': 'Agus'}}, {'id': 'buchari@mail.chem.itb.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Buchari', 'given': 'Buchari'}}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Development and Validation of Creative Thiking Skills Tes in The Project of Laboratory Apparatus Modifiacation",958,2021-06-08 02:53:32,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/146298', 'pos': 1, 'security': 'public', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'placement': 1, 'eprintid': 32262, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'main': 'Development and Validation of Creative Thiking Skills Tes in The Project of Laboratory Apparatus Modifiacation..pdf', 'docid': 146298, 'files': [{'mime_type': 'application/pdf', 'hash': '5bc269f9292d0a4943cbdb21a32d8e22', 'fileid': 381815, 'datasetid': 'document', 'mtime': '2021-06-08 02:19:15', 'hash_type': 'MD5', 'filename': 'Development and Validation of Creative Thiking Skills Tes in The Project of Laboratory Apparatus Modifiacation..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381815', 'filesize': 1553541, 'objectid': 146298}], 'format': 'text'}]",2021-06-08 02:53:32,archive,32262,show,public,2021-06-08 02:53:32,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/62,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32262,['LB2300'],,,,,,,,,,,,,,,,,,,,,
16,other,"[{'name': {'family': 'Diawati', 'lineage': None, 'honourific': None, 'given': 'Chansyanah'}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'name': {'given': 'Liliasari', 'lineage': None, 'family': 'Liliasari', 'honourific': None}, 'id': 'liliasari@upi.edu'}, {'name': {'honourific': None, 'family': 'Setiabudi', 'lineage': None, 'given': 'Agus'}, 'id': 'agus_setiabudi@upi.edu'}, {'id': 'buchari@mail.chem.itb.ac.id', 'name': {'lineage': None, 'family': 'Buchari', 'honourific': None, 'given': 'Buchari'}}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Pengembangan dan Validasi Asesmen Kinerja Dalam Proyek Modifikasi Alat Praktikum Kimia Instrumen",958,2021-06-08 01:31:20,"[{'docid': 146228, 'main': 'Pengembangan dan Validasi Asesmen Kinerja Dalam Proyek Modifikasi Alat Praktikum Kimia Instrumen..pdf', 'files': [{'datasetid': 'document', 'fileid': 381598, 'mime_type': 'application/pdf', 'hash': '09f59193817779cfab297a650e4eb764', 'objectid': 146228, 'filesize': 1680482, 'uri': 'http://repository.lppm.unila.ac.id/id/file/381598', 'filename': 'Pengembangan dan Validasi Asesmen Kinerja Dalam Proyek Modifikasi Alat Praktikum Kimia Instrumen..pdf', 'hash_type': 'MD5', 'mtime': '2021-06-08 00:41:37'}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 32247, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146228', 'security': 'public', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review'}]",2021-06-08 01:31:20,archive,32247,show,public,2021-06-08 01:31:20,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/47,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32247,['LB2300'],,,,,,,,,,,,,,,,,,,,,
17,other,"[{'name': {'given': 'Chansyanah', 'honourific': None, 'family': 'Diawati', 'lineage': None}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'name': {'family': 'Liliasari', 'lineage': None, 'honourific': None, 'given': 'Liliasari'}, 'id': 'liliasari@upi.edu'}, {'id': 'agus_setiabudi@upi.edu', 'name': {'family': 'Setiabudi', 'lineage': None, 'honourific': None, 'given': 'Agus'}}, {'id': 'buchari@mail.chem.itb.ac.id', 'name': {'honourific': None, 'family': 'Buchari', 'lineage': None, 'given': 'Buchari'}}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Students Contruction of a Simple Steam Distillation Apparatus and Development of Creative Thinking Skills: A Project-Based Learning",958,2021-06-08 01:33:05,"[{'security': 'public', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146264', 'pos': 1, 'eprintid': 32254, 'placement': 1, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Students Contruction of a Simple Steam Distillation Apparatus and Development of Creative Thinking Skills A Project-Based Learning.pdf', 'files': [{'mtime': '2021-06-08 01:26:42', 'hash_type': 'MD5', 'filename': 'Students Contruction of a Simple Steam Distillation Apparatus and Development of Creative Thinking Skills A Project-Based Learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381694', 'filesize': 5422214, 'objectid': 146264, 'mime_type': 'application/pdf', 'hash': 'eaded3a4b419f5c7db598532cd51be73', 'fileid': 381694, 'datasetid': 'document'}], 'docid': 146264}]",2021-06-08 01:33:05,archive,32254,show,public,2021-06-08 01:33:05,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/54,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32254,['LB2300'],,,,,,,,,,,,,,,,,,,,,
18,other,"[{'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'lineage': None, 'family': 'Diawati', 'honourific': None}}, {'name': {'given': 'Liliasari', 'family': 'Liliasari', 'lineage': None, 'honourific': None}, 'id': 'liliasari@upi.edu'}, {'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Setiabudi'}, 'id': 'agus_setiabudi@upi.edu'}, {'name': {'family': 'Buchari', 'lineage': None, 'honourific': None, 'given': 'Buchari'}, 'id': 'buchari@mail.chem.itb.ac.id'}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances",958,2021-06-08 01:27:27,"[{'format': 'text', 'main': 'Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'docid': 146013, 'files': [{'filesize': 1304385, 'objectid': 146013, 'uri': 'http://repository.lppm.unila.ac.id/id/file/381110', 'filename': 'Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-07 14:38:13', 'fileid': 381110, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9f1daf6cfd60bfe4554e2c303c340e01'}], 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32208, 'placement': 1, 'security': 'public', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146013'}]",2021-06-08 01:27:27,archive,32208,show,public,2021-06-08 01:27:27,9,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/08,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32208,['LB2300'],,,,,,,,,,,,,,,,,,,,,
19,other,"[{'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'family': 'Diawati', 'lineage': None, 'honourific': None, 'given': 'Chansyanah'}}, {'id': 'liliasari@upi.edu', 'name': {'given': 'Liliasari', 'honourific': None, 'family': 'Liliasari', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Setiabudi', 'honourific': None, 'given': 'Agus'}, 'id': 'agus_setiabudi@upi.edu'}, {'name': {'given': 'Buchari', 'honourific': None, 'lineage': None, 'family': 'Buchari'}, 'id': 'buchari@mail.chem.itb.ac.id'}]","Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances (Cek Similarity/Originality)",958,2021-06-08 01:27:20,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-07 14:29:25', 'filesize': 1304385, 'objectid': 146007, 'filename': 'Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381095', 'fileid': 381095, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9f1daf6cfd60bfe4554e2c303c340e01'}], 'main': 'Using Project-Based Learning To Design, Build, and Test Student-made Photometer by Measuring the Unknown Concentration of Colored Substances.pdf', 'docid': 146007, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146007', 'pos': 1, 'formatdesc': 'Cek Similarity/Originality', 'security': 'public', 'placement': 1, 'eprintid': 32206}]",2021-06-08 01:27:20,archive,32206,show,public,2021-06-08 01:27:20,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/06,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32206,['LB2300'],,,,,,,,,,,,,,,,,,,,,
20,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'given': 'Noor', 'honourific': None, 'family': 'Fadiawati', 'lineage': None}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Diawati', 'lineage': None, 'given': 'Chansyanah'}}, {'id': None, 'name': {'family': 'Fauzi', 'lineage': None, 'honourific': None, 'given': 'M. Mahfud'}}]",Cek Similarity/Originality,958,2021-06-08 01:25:51,"[{'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146004', 'pos': 1, 'eprintid': 32204, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf', 'docid': 146004, 'files': [{'filename': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381081', 'objectid': 146004, 'filesize': 2506912, 'mtime': '2021-06-07 14:14:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '8a5609a472482b7b2eac139c70cc9a1a', 'fileid': 381081, 'datasetid': 'document'}]}]",2021-06-08 01:25:51,archive,32204,show,public,2021-06-08 01:25:51,10,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/04,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32204,['LB2300'],,,,,,,,,,,,,,,,,,,,,
21,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'given': 'Noor', 'family': 'Fadiawati', 'lineage': None, 'honourific': None}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'lineage': None, 'family': 'Diawati', 'honourific': None}}, {'name': {'family': 'Fauzi', 'lineage': None, 'honourific': None, 'given': 'M. Mahfud'}, 'id': None}]",Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning,958,2021-06-07 08:50:32,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145758', 'security': 'public', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'placement': 1, 'eprintid': 32159, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'docid': 145758, 'main': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf', 'files': [{'hash': 'bce9b7b04863f16ddfadf8ae07855ddd', 'mime_type': 'application/pdf', 'fileid': 380522, 'datasetid': 'document', 'mtime': '2021-06-07 05:08:25', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/380522', 'filename': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf', 'objectid': 145758, 'filesize': 1542519}], 'format': 'text'}, {'format': 'text', 'main': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf', 'files': [{'fileid': 380524, 'datasetid': 'document', 'hash': 'bce9b7b04863f16ddfadf8ae07855ddd', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-07 05:14:41', 'filesize': 1542519, 'objectid': 145759, 'uri': 'http://repository.lppm.unila.ac.id/id/file/380524', 'filename': 'Constructing A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.pdf'}], 'docid': 145759, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 32159, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145759'}]",2021-06-07 08:50:32,archive,32159,show,public,2021-06-07 08:50:32,12,unpub,['FKIP21'],FKIP Unila,disk0/00/03/21/59,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32159,['LB2300'],,,,,,,,,published,,,,,,,,,,,,
22,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'given': 'Noor', 'lineage': None, 'family': 'Fadiawati', 'honourific': None}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'lineage': None, 'family': 'Diawati', 'honourific': None}}, {'name': {'given': 'Reni', 'honourific': None, 'family': 'Meidayanti', 'lineage': None}, 'id': 'renimeidayanti@gmail.com'}, {'name': {'family': 'Fauzi', 'lineage': None, 'honourific': None, 'given': 'M. Mahfud'}, 'id': None}]","Cek Similarity/Originality, Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic",958,2021-06-08 02:53:29,"[{'placement': 1, 'eprintid': 32232, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146345', 'pos': 1, 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'files': [{'datasetid': 'document', 'fileid': 381907, 'mime_type': 'application/pdf', 'hash': '76cb8a1dfea1462f0ee62f92be884971', 'hash_type': 'MD5', 'mtime': '2021-06-08 02:49:31', 'filesize': 3379664, 'objectid': 146345, 'filename': 'Using 5E Learning Cycle-Based Laboratory Activity in Improving Students’ Problem Solving Skills on Mixture Separation Topic.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381907'}], 'main': 'Using 5E Learning Cycle-Based Laboratory Activity in Improving Students’ Problem Solving Skills on Mixture Separation Topic.pdf', 'docid': 146345, 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",2021-06-08 02:53:29,archive,32232,show,public,2021-06-08 02:53:29,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/32,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32232,['LB2300'],,,,,,,,,,,,,,,,,,,,,
23,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'given': 'Noor', 'lineage': None, 'family': 'Fadiawati', 'honourific': None}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'honourific': None, 'lineage': None, 'family': 'Diawati'}}, {'name': {'given': 'Reni', 'honourific': None, 'lineage': None, 'family': 'Meidayanti'}, 'id': 'renimeidayanti@gmail.com'}, {'name': {'family': 'Fauzi', 'lineage': None, 'honourific': None, 'given': 'M. Mahfud'}, 'id': None}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic",958,2021-06-08 02:53:46,"[{'format': 'text', 'files': [{'mtime': '2021-06-08 02:43:04', 'hash_type': 'MD5', 'filename': 'Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381885', 'filesize': 1492423, 'objectid': 146334, 'mime_type': 'application/pdf', 'hash': 'bfbe33ee8c4c0cdb3e46dfef2f78622e', 'datasetid': 'document', 'fileid': 381885}], 'main': 'Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic.pdf', 'docid': 146334, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'eprintid': 32267, 'placement': 1, 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146334', 'pos': 1}]",2021-06-08 02:53:46,archive,32267,show,public,2021-06-08 02:53:46,6,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/67,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32267,['LB2300'],,,,,,,,,,,,,,,,,,,,,
