,volume,corp_creators,abstract,uri,date,subjects,date_type,status_changed,issn,full_text_status,rev_number,ispublished,publisher,publication,dir,divisions,number,userid,documents,lastmod,official_url,eprint_status,eprintid,datestamp,pagerange,metadata_visibility,creators,type,refereed,title,pres_type,event_dates,event_location,related_url,event_type,event_title,contact_email,referencetext,patent_applicant,id_number,contributors,succeeds,keywords,monograph_type,institution,funders,pages,projects,series,place_of_pub,editors,book_title
10,,,,http://repository.lppm.unila.ac.id/id/eprint/25426,2018-10-01 00:00:00.000000000,['TK'],,2020-11-16 03:08:47,,public,7,pub,Institute of Electrical and Electronics Engineers (IEEE),,disk0/00/02/54/26,['FT5'],,663,"[{'placement': 1, 'eprintid': 25426, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39216', 'security': 'public', 'docid': 39216, 'main': '14. Penilaian_Karya_Ilmiah_Multisensors System for Real Time Detection of Length.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '49be3f4fc806791e3f2d53dd22a4b03d', 'fileid': 229574, 'datasetid': 'document', 'mtime': '2020-11-16 03:06:54', 'hash_type': 'MD5', 'filename': '14. Penilaian_Karya_Ilmiah_Multisensors System for Real Time Detection of Length.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/229574', 'filesize': 1778516, 'objectid': 39216}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-16 03:08:47,https://ieeexplore.ieee.org/document/8605208,archive,25426,2020-11-16 03:08:47,,show,"[{'name': {'given': 'Helmy', 'family': 'Fitriawan', 'lineage': None, 'honourific': None}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}]",other,,"Penilaian Karya Ilmiah Untuk Artikel ""Multisensors System for Real Time Detection of Length, Weight, and Heartbeat of Premature Baby in The Incubator""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
11,,,,http://repository.lppm.unila.ac.id/id/eprint/25434,2018-10-01 00:00:00.000000000,['TK'],,2020-11-16 03:21:05,,public,7,pub,"Jurusan Teknik Elektro, Universitas Brawijaya",,disk0/00/02/54/34,['FT5'],,663,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39225', 'eprintid': 25434, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': '699546e76672b264474f66a2b6766421', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 229635, 'mtime': '2020-11-16 03:17:32', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/229635', 'filename': '19. Penilaian_Karya_Ilmiah_Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse Tanaman Paprika dengan Teknologi ZigBee.pdf', 'filesize': 1729154, 'objectid': 39225}], 'main': '19. Penilaian_Karya_Ilmiah_Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse Tanaman Paprika dengan Teknologi ZigBee.pdf', 'docid': 39225}]",2020-11-16 03:21:05,http://elektro.ub.ac.id/fortei/wp-content/uploads/2018/10/C-P048_FORTEI-185-188.pdf,archive,25434,2020-11-16 03:21:05,,show,"[{'id': 'helmy.fitriawan@eng.unila.ac.id', 'name': {'family': 'Fitriawan', 'lineage': None, 'honourific': None, 'given': 'Helmy'}}]",other,,"Penilaian Karya Ilmiah Untuk Artikel ""Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse Tanaman Paprika dengan Teknologi ZigBee""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
12,,,,http://repository.lppm.unila.ac.id/id/eprint/24958,2018-08-01 00:00:00.000000000,['TK'],,2020-11-11 08:16:10,,public,7,pub,Institute of Electrical and Electronics Engineers (IEEE),,disk0/00/02/49/58,['FT5'],,663,"[{'eprintid': 24958, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38703', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-11 08:04:32', 'objectid': 38703, 'filesize': 2556249, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225970', 'filename': '15. An_Intelligent_Edge_Computing_based_Semantic_Gatew.pdf', 'fileid': 225970, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'cd1298df7728581f03f92b9a71a90f2d'}], 'main': '15. An_Intelligent_Edge_Computing_based_Semantic_Gatew.pdf', 'docid': 38703, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-11 08:16:10,https://ieeexplore.ieee.org/document/8458037,archive,24958,2020-11-11 08:16:10,,show,"[{'id': 'helmy.fitriawan@eng.unila.ac.id', 'name': {'family': 'Fitriawan', 'lineage': None, 'honourific': None, 'given': 'Helmy'}}]",other,,"Similarity Index Untuk Artikel ""An Intelligent Edge Computing Based Semantic Gateway for Healthcare Systems Interoperability and Collaboration""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
13,,,,http://repository.lppm.unila.ac.id/id/eprint/24919,2018-09-01 00:00:00.000000000,['TK'],,2020-11-11 07:39:56,,public,7,pub,"Jurusan Teknik Elektro, Universitas Lampung",,disk0/00/02/49/19,['FT5'],,663,"[{'placement': 1, 'eprintid': 24919, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38666', 'pos': 1, 'security': 'public', 'main': '4. Deteksi_Posisi_Plat_Nomor_Kendaraan_Menggunakan_Me.pdf', 'docid': 38666, 'files': [{'mime_type': 'application/pdf', 'hash': '18a76efc02f5cb03579e337b2702caa7', 'datasetid': 'document', 'fileid': 225712, 'filename': '4. Deteksi_Posisi_Plat_Nomor_Kendaraan_Menggunakan_Me.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225712', 'filesize': 2200778, 'objectid': 38666, 'mtime': '2020-11-11 06:32:58', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-11-11 07:39:56,https://electrician.unila.ac.id/index.php/ojs/article/view/2084,archive,24919,2020-11-11 07:39:56,,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Fitriawan', 'given': 'Helmy'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}]",other,,"Similarity Index Untuk Artikel ""Deteksi Posisi Plat Nomor Kendaraan Menggunakan Metode Transformasi Hough Dan Hit Or Miss""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
14,,,,http://repository.lppm.unila.ac.id/id/eprint/24945,2018-12-01 00:00:00.000000000,['TK'],,2020-11-11 07:40:53,,public,9,pub,Institute of Electrical and Electronics Engineers (IEEE),,disk0/00/02/49/45,['FT5'],,663,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38688', 'pos': 2, 'eprintid': 24945, 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '12. Intelligent_and_Energy_Efficient_Mobile_Smartphone_.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'cab9090c2b9d88bf01f645fb66d49302', 'fileid': 225851, 'datasetid': 'document', 'filename': '12. Intelligent_and_Energy_Efficient_Mobile_Smartphone_.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225851', 'objectid': 38688, 'filesize': 2503064, 'mtime': '2020-11-11 07:34:14', 'hash_type': 'MD5'}], 'docid': 38688}]",2020-11-11 07:40:53,https://ieeexplore.ieee.org/document/8648031,archive,24945,2020-11-11 07:40:53,,show,"[{'name': {'given': 'Helmy', 'honourific': None, 'lineage': None, 'family': 'Fitriawan'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}]",other,,"Similarity Index Untuk Artikel ""Intelligent and Energy Efﬁcient Mobile Smartphone Gateway for Healthcare Smart Devices based on 5G""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
15,,,,http://repository.lppm.unila.ac.id/id/eprint/24957,2018-10-01 00:00:00.000000000,['TK'],,2020-11-11 08:16:00,,public,7,pub,Institute of Electrical and Electronics Engineers (IEEE),,disk0/00/02/49/57,['FT5'],,663,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/38702', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24957, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '14. Multisensors_System_for_Real_Time_Detection_of_Len.pdf', 'files': [{'hash': '1324a949795b44d9b0eb1de30fdcedc4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 225961, 'mtime': '2020-11-11 08:02:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225961', 'filename': '14. Multisensors_System_for_Real_Time_Detection_of_Len.pdf', 'objectid': 38702, 'filesize': 1535080}], 'docid': 38702, 'format': 'text'}]",2020-11-11 08:16:00,https://ieeexplore.ieee.org/document/8605208,archive,24957,2020-11-11 08:16:00,,show,"[{'name': {'given': 'Helmy', 'honourific': None, 'lineage': None, 'family': 'Fitriawan'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}]",other,,"Similarity Index Untuk Artikel ""Multisensors System for Real Time Detection of Length, Weight, and Heartbeat of Premature Baby in The Incubator""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
16,,,,http://repository.lppm.unila.ac.id/id/eprint/24969,2018-10-01 00:00:00.000000000,['TK'],,2020-11-11 08:46:31,,public,7,pub,"Jurusan Teknik Elektro, Universitas Brawijaya",,disk0/00/02/49/69,['FT5'],,663,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '19. Pemantauan_dan_Pengendalian_Kondisi_Lingkungan_Gre.pdf', 'docid': 38712, 'files': [{'mtime': '2020-11-11 08:39:48', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226036', 'filename': '19. Pemantauan_dan_Pengendalian_Kondisi_Lingkungan_Gre.pdf', 'objectid': 38712, 'filesize': 1245239, 'mime_type': 'application/pdf', 'hash': '7a46cc075e7e34de415c497a17f31a5f', 'datasetid': 'document', 'fileid': 226036}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38712', 'security': 'public', 'placement': 1, 'eprintid': 24969}]",2020-11-11 08:46:31,,archive,24969,2020-11-11 08:46:31,,show,"[{'name': {'given': 'Helmy', 'honourific': None, 'lineage': None, 'family': 'Fitriawan'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}]",other,,"Similarity Index Untuk Artikel ""Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse Tanaman Paprika dengan Teknologi ZigBee""",,,,,,,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
17,,"['Jurusan Teknik Elektro, Fakultas Teknik, Universitas Lampung']","Budidaya tanaman didalam greenhouse masih memiliki kendala dalam hal pengendalian kondisi lingkungan, seperti suhu dan kelembaban, yang dilakukan secara manual. Oleh sebab itu dibutuhkan suatu sistem pemantauan dan pengendalian parameter tersebut secara otomatis dan dapat dipantau secara jarak jauh. Makalah ini memaparkan rancang bangun sistem pemantauan dan pengendalian kondisi lingkungan greenhouse untuk budidaya tanaman paprika menggunakan jaringan sensor nirkabel berbasis ZigBee. Sistem yang dikembangkan terdiri dari dua subsistem yaitu nodal sensor yang terpasang di greenhouse dan nodal koordinator sebagai tempat pemantauan dan pengendalian. Nodal sensor berfungsi untuk mengirim data suhu, kelembaban dan kadar air tanah menuju nodal koordinator. Nodal koordinator menerima data dan meneruskanya ke komputer untuk ditampilkan menggunakan software LabView. Hasil pengujian menunjukkan bahwa sistem secara fungsional bekerja baik. Pengiriman data berjalan dengan baik, hal ini dapat dilihat dari data logger di nodal sensor sama dengan data yang diterima di komputer.",http://repository.lppm.unila.ac.id/id/eprint/12118,2018-10-11 00:00:00.000000000,['TK'],published,2019-05-09 03:12:01,,public,8,pub,,,disk0/00/01/21/18,['FT5'],,663,"[{'format': 'text', 'docid': 25113, 'main': 'C-P048_FORTEI-185-188.pdf', 'files': [{'filename': 'C-P048_FORTEI-185-188.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/108485', 'objectid': 25113, 'filesize': 386076, 'mtime': '2019-05-09 02:08:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '9590b610fd08b2d3ee348e48d22d6ad8', 'datasetid': 'document', 'fileid': 108485}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 12118, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25113', 'pos': 1}]",2019-05-09 03:12:01,http://elektro.ub.ac.id/fortei/publication/,archive,12118,2019-05-09 03:12:01,185-188,show,"[{'name': {'honourific': None, 'family': 'Fitriawan', 'lineage': None, 'given': 'Helmy'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}, {'id': None, 'name': {'given': 'Ida Bagus Made', 'honourific': None, 'family': 'Dwipakresna', 'lineage': None}}, {'name': {'given': 'Sri Ratna', 'honourific': None, 'family': 'Sulistiyanti', 'lineage': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'id': 'agus.trisanto@eng.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Trisanto', 'lineage': None}}]",conference_item,TRUE,"Pemantauan dan Pengendalian Kondisi Lingkungan
Greenhouse Tanaman Paprika dengan Teknologi
ZigBee",paper,11-13 Oktober 2018,Universitas Brawijaya Malang,,conference,Seminar nasional teknik elektro (SNTE 2018),,,,,,,,,,,,,,,,
18,,,"Budidaya tanaman didalam greenhouse masih memiliki kendala dalam hal pengendalian kondisi lingkungan, seperti suhu dan kelembaban, yang dilakukan secara manual. Oleh sebab itu dibutuhkan suatu sistem pemantauan dan pengendalian parameter tersebut secara otomatis dan dapat dipantau secara jarak jauh. Makalah ini memaparkan rancang bangun sistem pemantauan dan pengendalian kondisi lingkungan greenhouse untuk budidaya tanaman paprika menggunakan jaringan sensor nirkabel berbasis ZigBee. Sistem yang dikembangkan terdiri dari dua subsistem yaitu nodal sensor yang terpasang di greenhouse dan nodal koordinator sebagai tempat pemantauan dan pengendalian. Nodal sensor berfungsi untuk mengirim data suhu, kelembaban dan kadar air tanah menuju nodal koordinator. Nodal koordinator menerima data dan meneruskanya ke komputer untuk ditampilkan menggunakan software LabView. Hasil pengujian menunjukkan bahwa sistem secara fungsional bekerja baik. Pengiriman data berjalan dengan baik, hal ini dapat dilihat dari data logger di nodal sensor sama dengan data yang diterima di komputer.",http://repository.lppm.unila.ac.id/id/eprint/28212,1970-01-01 00:00:00.000002018,['TK'],,2021-03-05 09:24:41,,public,8,pub,,,disk0/00/02/82/12,['FT5'],,663,"[{'eprintid': 28212, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42257', 'format': 'text', 'main': '19. Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse_2018.pdf', 'files': [{'filename': '19. Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse_2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251013', 'filesize': 2200943, 'objectid': 42257, 'mtime': '2021-03-05 09:01:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'e4e40f4c2ffaa7e9b7f168bd49f1ed41', 'datasetid': 'document', 'fileid': 251013}], 'docid': 42257, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-03-05 09:24:41,http://elektro.ub.ac.id/fortei/wp-content/uploads/2018/10/C-P048_FORTEI-185-188.pdf,archive,28212,2021-03-05 09:24:41,185-188,show,"[{'name': {'given': 'Helmy', 'family': 'Fitriawan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Dwipakresna', 'given': 'Ida Bagus Made'}}, {'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Trisanto', 'lineage': None, 'honourific': None, 'given': 'Agus'}}]",conference_item,TRUE,Pemantauan dan Pengendalian Kondisi Lingkungan Greenhouse Tanaman Paprika dengan Teknologi ZigBee,paper,10-13 Oktober 2018,Malang,,conference,Seminar Nasional Teknik Elektro 2018,helmy.fitriawan@eng.unila.ac.id,,,,,,,,,,,,,,,
19,14,,"Perkembangan sistem fuzzy tipe-2 sekarang telah memasuki bidang sistem tenaga listrik (STL) terutama
pada sub-bidang kendali STL untuk mempermudah perancangan power system stabilizer (PSS). Secara tradisional
PSS konvensional berfungsi untuk meredam osilasi rotor ketika terjadi gangguan yang disebabkan oleh perubahan
konfigurasi jaringan transmisi atau/dan beban. Akan tetapi PSS konvensional memberikan respons dengan settling
time (st) yang lambat dan peak overshoot (Po) yang masih tinggi. Untuk mengatasi hal itu maka diusulkan PSS yang
berbasis sistem fuzzy tipe-2 (PFT2). Hasil simulasi menunjukkan bahwa PFT2 mampu memperbaiki stabilitas mesin
tunggal untuk tiga skenario yaitu dua skenario menggunakan transmisi tunggal dan satu skenario menggunakan transmisi ganda. Dari ketiga skenario tersebut beban divariasikan. PFT2 memberikan settling time yang lebih cepat dan peak overshoot yang lebih kecil daripada PSS konvensional untuk semua skenario dan variasi beban.",http://repository.lppm.unila.ac.id/id/eprint/7170,2018-04-01 00:00:00.000000000,['TK'],published,2018-06-21 02:29:57,1412-4785; 2252-620X (Online),public,7,pub,"Jurusan Teknik Elektro, Universitas Syah Kuala",Jurnal Rekayasa Elektrika,disk0/00/00/71/70,['FT5'],1.0,412,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/20177', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 7170, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Makalah JRE vol.14 no.1 2018.pdf', 'docid': 20177, 'files': [{'filename': 'Makalah JRE vol.14 no.1 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/65225', 'objectid': 20177, 'filesize': 1036913, 'mtime': '2018-06-12 00:33:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6b2936f1eec30a757436f226d1a7a74d', 'datasetid': 'document', 'fileid': 65225}], 'format': 'text'}]",2018-06-21 02:29:57,http://www.jurnal.unsyiah.ac.id/JRE/,archive,7170,2018-06-21 02:29:57,1-8,show,"[{'id': 'kadekgin@yahoo.com', 'name': {'given': 'I Made', 'lineage': None, 'family': 'Ginarsa', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Mulyono', 'lineage': None, 'given': 'Agung Budi'}}, {'name': {'given': 'I Made Ari', 'lineage': None, 'family': 'Nrartha', 'honourific': None}, 'id': None}, {'id': 'oseaz2009@gmail.com', 'name': {'lineage': None, 'family': 'Zebua', 'honourific': None, 'given': 'Osea'}}]",article,TRUE,"Desain Power System Stabilizer Berbasis Fuzzy
Tipe-2 untuk Perbaikan Stabilitas Mesin Tunggal",,,,,,,,,,,,,,,,,,,,,,
20,,,,http://repository.lppm.unila.ac.id/id/eprint/22256,2018-05-01 00:00:00.000000000,['TK'],,2020-06-11 06:38:33,,public,7,pub,Universitas Lampung,,disk0/00/02/22/56,['FT5'],,586,"[{'placement': 1, 'eprintid': 22256, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35673', 'security': 'public', 'main': 'Pemodelan Latar Belakang Adaptif (ELECTRICIAN).pdf', 'docid': 35673, 'files': [{'filename': 'Pemodelan Latar Belakang Adaptif (ELECTRICIAN).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/204733', 'filesize': 698168, 'objectid': 35673, 'mtime': '2020-06-11 04:30:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '58f29361c55e9ee3caa83eafd13cba59', 'fileid': 204733, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-06-11 06:38:33,,archive,22256,2020-06-11 06:38:33,,show,"[{'id': 'Nurul.hudayani@students.unila.ac.id', 'name': {'given': 'Nurul', 'honourific': None, 'lineage': None, 'family': 'Hudayani'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sulistiyanti', 'given': 'Sri Ratna'}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'given': 'F. X. Arinto', 'honourific': None, 'lineage': None, 'family': 'Setyawan'}}]",other,,"Peer Review Karya Ilmiah : Jurnal Nasional dengan Judul PEMODELAN LATAR BELAKANG ADAPTIF 
MENGGUNAKAN METODE GAUSSIAN MIXTURE MODEL
PADA VIDEO DALAM AIR",,,,,,,,,,,,,,,,,,,,,,
21,,,"—Sistem pengairan sangat berperan dalam menanam sayuran organik terutama pada pertanian yang berlokasi di daerah lereng pegunungan. Keberhasilan pemeliharaan sayuran organik pada lokasi ini sangat menentukan pencapaian akhir panen.  Saat musim panas, petani sayuran organik akan membutuhkan upaya yang lebih besar untuk mengairi tanaman sayuran organiknya akibat lokasi tanaman di area lereng pegunungan. Hal ini akan mengakibatkan hasil panen akan lebih rendah jika petani tidak mengairi lahannya dengan baik sehingga dapat mengurangi keuntungan petani sayuran organik. Pertanian sayuran organik di Pekon Gisting Permai Kecamatan Gisting KabupatenTanggamus merupakan salah satu sumber pendapatan dimana petani menggantungkan hidup mereka dan keluarga dari hasil pertanian tersebut.  Pertanian ini menggunakan pengairan konvensional. Pengairan ini mempertahankan kelembaban tanah dengan mikroorganisme yang hidup dalam tanah tanpa pengaturan sehingga efek samping yang dapat timbul adalah menurunnya atau meningkatnya kelembaban tanah dan hidup atau matinya mikroorganisme dalam tanah untuk penyuburan lahan pertanian itu sendiri. Untuk meningkatkan pencapaian hasil panen saat pemeliharaan tanaman diperlukan adanya pengairan yang stabil dalam mengatur air dengan adanya data kelembaban tanah pada lokasi. Kegiatan pengabdian ini memanfaatkan pompa yang akan berperan sebagai sumber energi untuk mendistribusikan air di area tanam. Pengaturan air pada area tanam ini berbasis mikrokontroler yang dapat di program untuk merekam data yang terkait dengan perubahan kelembaban tanah yang terjadi dalam area tanam baik siang maupun malam hari secara otomatis. Dengan adanya sebuah sistem pengairan ini diharapkan akan meningkatkan produktifitas yang berarti peningkatan ekonomi petani
Kata kunci — Mikrokontroler, pompa, sayuran organik.",http://repository.lppm.unila.ac.id/id/eprint/12017,2018-12-20 00:00:00.000000000,['TK'],published,2019-05-09 03:10:33,,public,9,pub,,,disk0/00/01/20/17,['FT5'],,146,"[{'placement': 1, 'eprintid': 12017, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25000', 'pos': 1, 'security': 'public', 'main': 'PROSIDING PKM.pdf', 'docid': 25000, 'files': [{'mtime': '2019-05-08 04:31:40', 'hash_type': 'MD5', 'filename': 'PROSIDING PKM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/107609', 'objectid': 25000, 'filesize': 19856033, 'mime_type': 'application/pdf', 'hash': 'cf337f69612b77ab8557e7477daf600a', 'fileid': 107609, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2019-05-09 03:10:33,http://lppm.unila.ac.id/semnaslit2018/,archive,12017,2019-05-09 03:10:33,412-419,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Komalasari', 'given': 'Endah'}, 'id': 'endah.komalasari@eng.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Permata', 'given': 'Diah'}, 'id': 'diah.permata@eng,unila.ac.id'}, {'id': 'melvi@eng.unila.ac.id', 'name': {'given': 'Melvi', 'family': 'Ulvan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ulvan', 'given': 'Ardian'}, 'id': 'ardian.ulvan@eng.unila.ac.id'}]",conference_item,TRUE,Pemanfaatan Pompa Berbasis Mikrokontroler sebagai Penyiram Sayuran Organik di Lahan Miring Kecamatan Gisting Kabupaten Tanggamus,paper,"Rabu, 14 November 2018",Hotel Bukit Randu Bandar Lampung,,conference,Seminar Nasional Hasil-Hasil Pengabdian Kepada Masyarakat 2018,endah.komalasari@eng.unila.ac.id,"[1] Ir. Pracaya, Bertanam 8 Sayuran Organik, Penebar Swadaya, 2016
[2] http://www.litbang.pertanian.go.id/alsin/one/27/. 
[3] https://infobisnisukm.wordpress.com/2009/05/22 /budidaya-sayuran-organik/. 
[4] Indranada, Henry K., Bumi Aksara, 1994, Pengelolaan Kesuburan Tanah 
[5] Balai Pengkajian Teknologi Pertanian Jawa Tengah, Pertanian Organik (Persyaratan, Budidaya dan Sertifikasi), 2012",,,,,,,,,,,,,,
22,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","COMon adalah Sistem Pemantauan Karbon untuk lingkungan Universitas Lampung yang mengukur kadar karbon monoksida dan karbon dioksida. COMon menggunakan MD-7 dan MG811 sensors yang terintegrasi dalam mikrokontroler Arduino untuk memantau tingkat karbon monoksida dan karbon dioksida, dan modul WiFi ESP8266 untuk mentransfer data dari perangkat pemantau ke server database dan menampilkannya ke perangkat berbasis Android. Aplikasi ini mampu memonitor tingkat karbon monoksida dan karbon dioksida yang tersebar di Udara bebas di Unversitas Lampung unuk memudahkan masyarakat Universitas Lampung mengetahui kualitas Udara yang dihirup. Aplikasi ini dibuat menggunakan metode Cross-platform PhoneGap dan Extreme Programming.",http://repository.lppm.unila.ac.id/id/eprint/18144,2018-06-01 00:00:00.000000000,['TK'],published,2020-02-20 06:48:54,,public,9,pub,,,disk0/00/01/81/44,['FT5'],,586,"[{'eprintid': 18144, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31283', 'pos': 1, 'format': 'text', 'files': [{'fileid': 152808, 'datasetid': 'document', 'hash': 'f00a51af4e65801227bb29601127baff', 'mime_type': 'application/pdf', 'objectid': 31283, 'filesize': 775192, 'uri': 'http://repository.lppm.unila.ac.id/id/file/152808', 'filename': 'sertifikat_EC00201857698_Common.pdf', 'hash_type': 'MD5', 'mtime': '2020-02-20 05:38:56'}], 'main': 'sertifikat_EC00201857698_Common.pdf', 'docid': 31283, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-02-20 06:48:54,,archive,18144,2020-02-20 06:48:54,,show,"[{'name': {'given': 'Muhamad', 'family': 'Komarudin', 'lineage': None, 'honourific': None}, 'id': 'komar@eng.unila.ac.id'}, {'id': 'gigih@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Nama', 'lineage': None, 'given': 'Gigih Forda'}}, {'name': {'family': 'Sulistiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri Ratna'}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}]",patent,,"Surat Pencatatan Ciptaan
COMon (Carbon Monitoring System for University of Lampung Environment)",,,,,,,,,"Muhamad Komarudin, Gigih Forda Nama, Sri Ratna Sulistiyanti",EC00201857698,,,,,,,,,,,,
