,lastmod,documents,userid,metadata_visibility,datestamp,eprintid,eprint_status,title,type,creators,uri,date,abstract,date_type,subjects,ispublished,rev_number,full_text_status,status_changed,divisions,publisher,dir,refereed,book_title,pagerange,isbn,editors,official_url,pages,place_of_pub,volume,related_url,number,series,corp_creators,contributors,pres_type,event_dates,event_location,event_title,event_type,publication,issn,contact_email,referencetext,note,keywords
10,2017-11-30 07:14:10,"[{'mime_type': 'image/jpeg', 'language': 'en', 'rev_number': 1, 'main': 'Buku Gotong Royong Melawan Politik Uang.jpg', 'docid': 19075, 'files': [{'hash_type': 'MD5', 'mtime': '2017-11-30 02:31:15', 'objectid': 19075, 'filesize': 129427, 'filename': 'Buku Gotong Royong Melawan Politik Uang.jpg', 'uri': 'http://repository.lppm.unila.ac.id/id/file/56549', 'datasetid': 'document', 'fileid': 56549, 'mime_type': 'image/jpeg', 'hash': '3e7139dedd5e2730f71143f4ee29a377'}], 'format': 'image', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19075', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6152}]",680,show,2017-11-30 07:14:10,6152,archive,Gotong Royong Melawan Politik Uang,book_section,"[{'name': {'honourific': None, 'family': 'Maarif', 'lineage': None, 'given': 'Ahmad Syafii'}, 'id': None}, {'id': 'robi_ck@yahoo.com', 'name': {'lineage': None, 'family': 'Cahyadi', 'honourific': None, 'given': 'Robi'}}]",http://repository.lppm.unila.ac.id/id/eprint/6152,2015-10-01 00:00:00.000000000,Buku ini berisikan kumpulan tulisan kritis berbagai kalangan  pegiat anti politik uang. Sebuah kampanye dan gerakan literasi kritis untuk menyerukan kepada publik tentang busuknya dan bahayanya politik uang bagi bangunan demokrasi di Indonesia khususnya di Provinsi Lampung.,published,['JA'],pub,7,public,2017-11-30 07:14:10,['FISIP3'],Sai Wawai Publishing,disk0/00/00/61/52,TRUE,Gotong Royong Melawan Politik Uang,76-80,978-602-72378-2-7,,https://www.goodreads.com/book/show/27272589-gotong-royong-melawan-politik-uang,94.0,Bandar Lampung,1.0,"[{'url': 'https://www.goodreads.com/book/show/27272589-gotong-royong-melawan-politik-uang', 'type': 'pub'}]",1.0,Sai Wawai Publishing,,,,,,,,,,,,,
11,2020-03-06 05:50:06,"[{'format': 'text', 'main': 'Laporan DIPA Unila 2015.pdf', 'docid': 31563, 'files': [{'fileid': 154865, 'datasetid': 'document', 'hash': 'a8b3e1c864ae2d0b30b430ab2e64f6c2', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-03-06 04:50:29', 'filesize': 1303198, 'objectid': 31563, 'filename': 'Laporan DIPA Unila 2015.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/154865'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 18412, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31563'}]",681,show,2020-03-06 05:50:06,18412,archive,ANALISIS EFISIENSI PENGGUNAAN KEUANGAN NEGARA DALAM PELAKSANAAN E-PROCUREMENT DI UNIVERSITAS LAMPUNG TAHUN 2013 DAN 2014,other,"[{'name': {'given': 'Maulana', 'honourific': None, 'lineage': None, 'family': 'Mukhlis'}, 'id': 'maulanamukhlis1978@gmail.com'}]",http://repository.lppm.unila.ac.id/id/eprint/18412,1970-01-01 00:00:00.000002015,"Salah satu tujuan dari pengadaan barang/jasa pemerintah secara elektronik (eprocurement) adalah meningkatkan efisiensi penggunaan uang negara dengan tanpa mengurangi kualitas barang/jasa yang dibutuhkan oleh institusi pemerintahan; termasuk Universitas Lampung. Penelitian ini menjelaskan pelaksanaan e-procurement dari sisi kelembagaan dan metode pelaksanaan serta tingkat efisiensi penggunaan keuangan negara dalam pelaksanaan e-procurement di Universitas Lampung tahun anggaran 2013 dan 2014. Dengan asumsi terdapat dua pendekatan utama dalam mengukur dampak suatu program yakni, “with and without approach” dan “before and after approach”, maka pendekatan yang dilakukan dalam penelitian ini adalah pendekatan before and after approach yakni analisis yang memerlukan kondisi sebelum dan setelah treatment (e-procurement) dilakukan di Universitas Lampung yang dianalisis dengan pendekatan kualitatif. Tiga tingkatan efisiensi yaitu efisiensi teknis, efisiensi ekonomis, dan efisiensi alokatif mengarahkan pada pilihan substansi dari penelitian ini yaitu efisiensi ekonomis dengan tiga fokus, yaitu efisiensi waktu, efisiensi biaya, dan efisiensi hasil.
Hasil penelitian menunjukkan bahwa pada tiga aspek efisiensi seluruhnya telah dapat dicapai. Dari sisi waktu, dalam pengadaan barang dengan pelelangan sederhana misalnya, jika dilaksanakan secara manual dibutuhkan waktu minimal 28 (dua puluh) delapan hari kerja, namun jika dilaksanakan dengan metode eprocurement hanya membutuhkan waktu 22 (dua puluh dua) hari kalender. Hari kerja dan hari kalender tentu berbeda. Pada sisi biaya, kebutuhan dana untuk biaya transportasi (untuk mendaftar dan memasukkan penawaran), biaya komunikasi (untuk mengikuti rapat penjelasan), biaya penggandaan (untuk penggandaan dokumen pelelangan), biaya pencetakan (untuk dokumen penawaran) serta lainnya dapat ditiadakan, karena seluruhnya dilakukan dengan cara elektronik. Secara kuantitas dapat disimpulkan bahwa pemberlakuan eprocurement di Universitas Lampung telah menghasilkan efisiensi sebesar 22,4% dibandingkan dengan pagu anggaran yang diturunkan ke dalam Harga Perkiraan Sendiri (HPS). Hal ini berarti telah terjadi efisiensi pada aspek efisiensi hasil. Dari jumlah nilai HPS di Universitas Lampung tahun anggaran 2013 dan 2014 sebesar 192,1 miliar rupiah telah terjadi efisiensi hasil yang setara dengan 25,9 miliar rupiah.",,"['HG', 'HJ']",unpub,8,public,2020-03-06 05:50:06,['FISIP3'],Universitas Lampung,disk0/00/01/84/12,,,,,,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,,,,
12,2018-02-15 09:14:31,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19337', 'security': 'public', 'placement': 1, 'eprintid': 6399, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '01. PROSIDING DIES - 2015.pdf', 'docid': 19337, 'files': [{'datasetid': 'document', 'fileid': 59438, 'mime_type': 'application/pdf', 'hash': '7b95614a5838ce4f9fc3280763e9ba95', 'hash_type': 'MD5', 'mtime': '2018-01-29 05:25:51', 'objectid': 19337, 'filesize': 1527592, 'filename': '01. PROSIDING DIES - 2015.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59438'}], 'format': 'text'}]",681,show,2018-02-15 09:14:31,6399,archive,ANALISIS INOVASI PEMERINTAHAN DAERAH DALAM BEST PRACTICE AKSI ADAPTASI PERUBAHAN IKLIM PADA DELAPAN KOTA PERCONTOHAN ACCCRN DI INDONESIA,conference_item,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Mukhlis', 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",http://repository.lppm.unila.ac.id/id/eprint/6399,2015-09-23 00:00:00.000000000,"Delapan kota di Indonesia yang bergabung dalam Jejaring Ketahanan Kota-Kota Asia terhadap Perubahan Iklim atau ACCCRN –Asian Cities Climate Change Resilience Network- telah terbukti mampu melahirkan kebijakan dan aksi adaptasi yang layak dianggap sebagai best practice inovasi penyelenggaraan pemerintahan daerah. Hal itu dibuktikan dengan keterbaruan ide (best practice) dan adanya pengakuan daerah atau lembaga lain terhadap best practice tersebut. Inovasi ini selaras dengan harapan semakin banyaknya daerah di Indonesia yang melahirkan inovasi sebagaimana diharapkan dalam Undang Undang No. 23 Tahun 2014 tentang Pemerintahan Daerah. Dikaitkan dengan sumber inovasi dan prasyarat keberhasilan inovasi, selain bertujuan untuk menggambarkan tipologi inovasi pemerintahan daerah terhadap best practice inovasi di delapan kota percontohan ACCCRN, penelitian ini juga bertujuan untuk mengetahui skenario/sumber lahirnya inovasi serta mengetahui kunci keberhasilan inovasi. Ketiga fokus tersebut, dianalisis dengan metode penelitian kualitatif (studi kasus dan konten analisis/kajian dokumen) terhadap best practice aksi adaptasi perubahan iklim unggulan pada delapan kota ACCCRN di Indonesia itu.

Hasil penelitian menunjukkan bahwa munculnya inovasi aksi adaptasi di kota-kota ACCCRN dominan karena adanya respon atau tanggapan terhadap krisis yang terjadi akibat perubahan iklim, serta adanya kesadaran institusi pemerintahan menangkap adanya peluang –dalam hal ini pendanaan program ACCCRN-. Skenario lain yang sebenarnya relevan melengkapi dua sumber dominan tersebut adalah bahwa inovasi dapat terjadi karena kesadaran untuk menyelamatkan dan atau mempertahankan kekhasan daerah; atau berarti inovasi untuk mempertahankan harga diri daerah. Berdasarkan telaahan terhadap inovasi aksi adaptasi perubahan iklim yang dilakukan oleh delapan kota ACCCRN, dihubungkan dengan pengaruh lahirnya inovasi dari tiga arena institusi yakni (1) innovation by legislative design; (2) innovation by yudicial design; dan (3) innovation by management design, maka teori exogeneus force design sangat layak menjadi pelengkap untuk dijadikan arena keempat sebagai institusi yang berpengaruh terhadap munculnya sebuah inovasi.

Meskipun aksi adaptasi perubahan iklim di delapan kota ACCCRN tersebut dapat dinyatakan sebagai best practice, namun dikaitkan dengan enam tipologi inovasi, maka aksi adaptasi perubahan iklim di delapan kota ACCCRN lebih merupakan tipologi inovasi proses dan inovasi sistem, bahkan terdapat aksi yang hanya merupakan inovasi administratif. Tipologi ini menunjukkan bahwa meskipun, aksi adaptasi yang dilakukan kota-kota ACCCRN merupakan pembaruan ide, namun belum merupakan inovasi radikal yang mampu menghasilkan pergeseran pandangan umum atau mental dari instansi pemerintah secara luas. Kata kunci yang sangat berpengaruh sebagai prasyarat keberhasilan inovasi adalah adanya keterlibatan para pihak di luar pemerintah dalam sebuah kelembagaan multi stakeholders yang diakui. Adanya dukungan eksogen (exogeneous force) oleh perguruan tinggi di daerah, termasuk ‘arahan wajib’ dalam kerangka program dengan dukungan pendanaan juga merupakan dua variabel utama lahirnya inovasi aksi adaptasi di kota-kota ACCCRN ini. Tiga variabel sebagai dorongan eksogen tersebut akan sangat mungkin mampu melahirkan inovasi pemerintahan daerah pada sektor dan bidang lainnya, bersamaan dengan adanya prasyarat endogen.",published,['H1'],pub,11,public,2018-02-15 09:14:31,['FISIP3'],,disk0/00/00/63/99,TRUE,,,,,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],paper,23 September 2015,Bandar Lampung,Seminar Nasional Hasil-Hasil Penelitian Universitas Lampung Tahun 2015,conference,,,,,,
13,2019-11-04 08:19:52,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'prosiding 1.pdf', 'docid': 27156, 'files': [{'mtime': '2019-09-10 08:29:29', 'hash_type': 'MD5', 'filename': 'prosiding 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122782', 'filesize': 5140357, 'objectid': 27156, 'mime_type': 'application/pdf', 'hash': '58b0ea590f62e230284d3c9f4762317a', 'datasetid': 'document', 'fileid': 122782}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27156', 'eprintid': 14116, 'placement': 1}]",681,show,2019-11-04 08:19:52,14116,archive,ANALISIS INOVASI PEMERINTAHAN DAERAH DALAM BEST PRACTICE AKSI ADAPTASI PERUBAHAN IKLIM PADA DELAPAN KOTA PERCONTOHAN ACCCRN DI INDONESIA,conference_item,"[{'name': {'given': 'Maulana', 'honourific': None, 'lineage': None, 'family': 'Mukhlis'}, 'id': 'maulanamukhlis1978@gmail.com'}]",http://repository.lppm.unila.ac.id/id/eprint/14116,1970-01-01 00:00:00.000002015,Similarity,published,['AC'],pub,7,public,2019-11-04 08:19:52,['FISIP3'],,disk0/00/01/41/16,TRUE,,,,,,,,,,,,,,paper,23 September 2015,Bandar Lampung.,Seminar Nasional Hasil-Hasil Penelitian Universitas Lampung,conference,,,,,,
14,2019-11-04 08:20:08,"[{'eprintid': 14185, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27226', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-12 04:02:30', 'objectid': 27226, 'filesize': 303653, 'filename': '13-1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123233', 'datasetid': 'document', 'fileid': 123233, 'hash': '8fbf96184f1dd3dbf0f1e1e1ace4ba88', 'mime_type': 'application/pdf'}], 'main': '13-1.pdf', 'docid': 27226, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",681,show,2019-11-04 08:20:08,14185,archive,ANALISIS INOVASI PEMERINTAHAN DAERAH DALAM BEST PRACTICE AKSI ADAPTASI PERUBAHAN IKLIM PADA DELAPAN KOTA PERCONTOHAN ACCCRN DI INDONESIA,conference_item,"[{'name': {'honourific': None, 'family': 'Mukhlis', 'lineage': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",http://repository.lppm.unila.ac.id/id/eprint/14185,2015-09-01 00:00:00.000000000,Sejawat Sebidang peer review,published,['AC'],pub,7,public,2019-11-04 08:20:08,['FISIP3'],,disk0/00/01/41/85,TRUE,,,,,,,,,,,,,,paper,23 September 2015,Bandar Lampung.,Seminar Nasional Hasil-Hasil Penelitian Universitas Lampung Tahun 2015,conference,,,,,,
15,2018-02-15 08:42:46,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19343', 'pos': 1, 'eprintid': 6411, 'placement': 1, 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 19343, 'main': 'OPINI (Maulana Mukhlis)-4 (Lampost, 29-12-2015).doc', 'files': [{'fileid': 59475, 'datasetid': 'document', 'hash': '399010e0a608bed02d514065eed7f598', 'mime_type': 'application/msword', 'objectid': 19343, 'filesize': 48640, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59475', 'filename': 'OPINI (Maulana Mukhlis)-4 (Lampost, 29-12-2015).doc', 'hash_type': 'MD5', 'mtime': '2018-01-30 01:44:03'}]}]",681,show,2018-02-15 08:42:46,6411,archive,Catatan untuk Lelang Jabatan,article,"[{'name': {'given': 'Maulana', 'honourific': None, 'lineage': None, 'family': 'Mukhlis'}}]",http://repository.lppm.unila.ac.id/id/eprint/6411,2015-12-29 00:00:00.000000000,"Pengisian jabatan secara terbuka (publik menyebutnya sebagai lelang jabatan) kini sedang trend dan dianggap sebagai satu bentuk reformasi birokrasi khususnya dalam mekanisme rekrutmen pejabat publik. Di Jakarta misalnya, mulai pemilihan lurah, camat, kepala dinas, hingga sekda sudah menggunakan pola ini. Di beberapa daerah lainnya sistem ini bahkan sampai dipakai untuk memilih kepala sekolah. Dan Juni 2016 nanti, pasca pelantikan kepala daerah hasil Pemilukada serentak 2015, sangat mungkin pola ini akan menjadi prioritas kerja sebagai ‘pembuktian awal’ tentang komitmen mereka untuk ‘berubah’. Caranya, dengan memilih ‘pembantu’ yang dianggap mampu mendukung ketercapaian janji politik serta kewajiban fungsi pelayanan publik yang diemban pejabat politik.",published,['H1'],pub,6,public,2018-02-15 08:42:46,['FISIP3'],,disk0/00/00/64/11,TRUE,,,,,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,Harian Umum LAMPUNG POST,,,,,
16,2018-02-15 05:08:39,"[{'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19331', 'security': 'public', 'placement': 3, 'eprintid': 6400, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '02. JURNAL TAPISS - 2015.pdf', 'files': [{'hash': '7da3b7f337b4c82b0ddca6542a1bbc43', 'mime_type': 'application/pdf', 'fileid': 59394, 'datasetid': 'document', 'mtime': '2018-01-29 04:39:15', 'hash_type': 'MD5', 'filename': '02. JURNAL TAPISS - 2015.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59394', 'filesize': 4986267, 'objectid': 19331}], 'docid': 19331, 'format': 'text'}]",681,show,2018-02-15 05:08:39,6400,archive,"EXOGENEUS FORCE THEORY, SEBUAH ANTITESIS TEORI NEGARA OTONOM DALAM FORMULASI KEBIJAKAN PUBLIK (Studi Kasus Kebijakan Adaptasi Perubahan Iklim di Bandar Lampung)",article,"[{'name': {'lineage': None, 'family': 'Mukhlis', 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",http://repository.lppm.unila.ac.id/id/eprint/6400,2015-01-01 00:00:00.000000000,"Teori negara otonom atau sering disebut dengan teori intervensi pemerintah adalah salah satu teori yang dapat menjelaskan bagaimana sebuah kebijakan publik dibuat. Meskipun sebuah kebijakan secara rasional tidak dapat memenuhi kelayakan ekonomi karena tidak terkait dengan penyediaan barang publik -misalnya-, maka menurut teori ini, negara tetap berhak untuk mengambil kebijakan. Dalam perspektif tujuan sosial guna menghindari adanya kerugian ekonomi, maka kebijakan adaptasi perubahan iklim dan adaptasi bencana di Indonesia layak dijadikan sebagai contoh kebijakan yang dapat dibuat menggunakan pendekatan ini. Penelitian ini bertujuan untuk menganalisis apakah teori negara otonom tereplikasi dalam lahirnya kebijakan adaptasi perubahan iklim di Bandar Lampung atau justru dorongan eksogen (dalam hal ini ACCCRN dan RAN API) lebih dominan dalam mempengaruhi lahirnya kebijakan adaptasi perubahan iklim di kota ini. Hasil penelitian menunjukkan bahwa telah terjadi perbedaan ‘ketaatan’ dan keseriusan Pemerintah Kota Bandar Lampung terhadap adanya kebutuhan kebijakan (rasionalitas agenda setting) maupun terhadap dorongan eksogen.",published,['H1'],pub,12,public,2018-02-15 05:08:39,['FISIP3'],IAIN Raden Intan Lampung,disk0/00/00/64/00,TRUE,,103-120,,,http://ejournal.radenintan.ac.id/index.php/TAPIs/issue/view/138,,,11.0,[{'url': 'http://ejournal.radenintan.ac.id/index.php/TAPIs/issue/view/138'}],1.0,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,JURNAL TAPIS,0216-4396,,,,
17,2018-02-15 05:09:32,"[{'eprintid': 6406, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19338', 'format': 'text', 'docid': 19338, 'main': '02. JURNAL WEDANA - 2015.pdf', 'files': [{'fileid': 59443, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '7e1c04d5e6b8a44247f798c23c04cd84', 'hash_type': 'MD5', 'mtime': '2018-01-29 05:31:45', 'filesize': 7358322, 'objectid': 19338, 'filename': '02. JURNAL WEDANA - 2015.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59443'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",681,show,2018-02-15 05:09:32,6406,archive,PRIORITAS STRATEGI PENGHAPUSAN BENTUK-BENTUK PEKERJAAN TERBURUK UNTUK ANAK DI PROVINSI LAMPUNG DALAM PERSPEKTIF TIME MATRIX MANAGEMENT,article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'honourific': None, 'family': 'Mukhlis', 'lineage': None, 'given': 'Maulana'}}]",http://repository.lppm.unila.ac.id/id/eprint/6406,2015-10-01 00:00:00.000000000,"Salah satu fokus dari dua belas kategori anak yang perlu mendapat perhatian untuk dilindungi adalah pekerja anak dengan berbagai bentuknya. Pekerjaan terburuk untuk anak (menurut Undang-Undang No. 1 Tahun 2000 tentang pengesahan konvensi ILO No. 182 mengenai pelarangan dan tindakan segera penghapusan bentuk-bentuk pekerjaan terburuk untuk anak) meliputi anak-anak yang dieksploitasi secara fisik maupun ekonomi. Provinsi Lampung memiliki 165.402 pekerja anak (child labour bukan child work) pada kategori umur 5-17 tahun. Jumlah tersebut sangat dipengaruhi oleh faktor kemiskinan keluarga dan daerah karena tahun 2015 Lampung masih tercatat sebagai provinsi termiskin ketiga di Sumatera. Tujuan penelitian ini adalah untuk memberikan rekomendasi (saran) kebijakan dan strategi penghapusan bentuk-bentuk pekerjaan terburuk untuk anak di Provinsi Lampung sehingga seluruh klasifikasi (bentuk-bentuk) pekerjaan terburuk untuk anak sebagaimana diatur dalam Undang-Undang No. 1 Tahun 2000 dapat terakomodir. 

Dengan menggunakan pendekatan rasional komprehensif dalam tahapan formulasi kebijakan, hasil penelitian menunjukkan bahwa meskipun selama ini telah banyak upaya yang dilakukan di Provinsi Lampung (aspek kelembagaan dan program), namun masih terdapat permasalahan dalam kesamaan langkah dan tindakan antar stakeholders dalam penanganan pekerja anak tersebut serta kurang efektifnya kelembagaan yang telah dibentuk. Juga adanya kelemahan dalam aspek substansi kebijakan. Oleh karena itu, kebijakan yang direkomendasikan adalah (a) pendataan dan pemetaan by name by address, (b) kampanye dan penyebarluasan informasi, (c) pengkajian dan pengembangan model penghapusan bentuk pekerjaan terburuk bagi anak, (d) harmonisasi aturan daerah, (e) penguatan kapasitas kelembagaan, (f) integrasi dan kerjasama penanganan, (g) pembinaan dan perlindungan berdasarkan sektor yaitu pada bidang pendidikan, kesehatan, ketenagakerjaan, sosial budaya, serta ekonomi. 

Model time matrix management yang dipakai untuk menetapkan prioritas menunjukkan bahwa sebagian besar program di atas masuk ke dalam kuadran I sebagai prioritas dengan variasi pada kuadran-kuadran lainnya. Khusus untuk program pembinaan dan perlindungan berdasarkan sektor seluruhnya terdapat dalam kuadran I sebagai hal yang prioritas/penting dan mendesak. Hal tersebut mengingat bahwa keberhasilan pada pelaksanaan program ke-enam ini akan menentukan keberhasilan pada aspek lainnya, terutama pengendalian munculnya pekerja anak dan mengurangi jumlah pekerja anak di Provinsi Lampung; karena ini merupakan upaya preventif sekaligus upaya klinis. Model time matrix management layak dipergunakan bertolak pada asumsi adanya keterbatasan pemerintah daerah (kapasitas dan waktu) dalam mewujudkan seluruh strategi dan upaya tersebut.",published,['H1'],pub,6,public,2018-02-15 05:09:32,['FISIP3'],Universitas Islam Riau,disk0/00/00/64/06,TRUE,,229-248,,,,,,1.0,,2.0,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,JURNAL WEDANA,2460-965x,,,,
18,2018-02-15 05:10:14,"[{'eprintid': 6409, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19341', 'pos': 1, 'format': 'text', 'files': [{'fileid': 59462, 'datasetid': 'document', 'mime_type': 'application/msword', 'hash': 'af6c042ee2c5d66687406daeb7c3ec0c', 'filesize': 40960, 'objectid': 19341, 'filename': 'OPINI (Maulana Mukhlis)-1 (Lampost, 03-12-2015).doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59462', 'hash_type': 'MD5', 'mtime': '2018-01-30 01:30:37'}], 'main': 'OPINI (Maulana Mukhlis)-1 (Lampost, 03-12-2015).doc', 'docid': 19341, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/msword'}]",681,show,2018-02-15 05:10:14,6409,archive,Tantangan Accountability Setelah Pilkada,article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}}]",http://repository.lppm.unila.ac.id/id/eprint/6409,2015-12-03 00:00:00.000000000,"Pemilihan kepala daerah (Pilkada) serentak tanggal 9 desember 2015 tinggal menunggu hari. Sebagai sebuah proses, saat ini seluruh calon sedang giat-giatnya menarik hati pemilih dengan melakukan berbagai bentuk kampanye, Pada masa kampanye inilah, idealitas sebuah hubungan antara pemerintah dengan rakyat terlihat. Kedekatan, keramahtamahan, kemurah-hatian, kesetaraan dan sejenisnya dari calon kepada pemilih yang terjadi selama kampanye adalah konsep ideal dalam tata kelola pemerintahan. Tak pernah ada calon yang marah di depan publik, tak mungkin ada calon yang cemberut saat bertemu dengan publik, juga tak pernah juga ada calon yang langsung menolak permintaan publik karena ia akan berusaha keras memenuhinya --minimal janji bahwa permintaan itu akan dipenuhinya saat dia terpilih nanti--. Nilai-nilai social equity yang terjadi dalam kampanye kemudian menjadi contoh paling nyata dari apa yang sesungguhnya diinginkan rakyat dalam sebuah tata kelola pemerintahan.",published,['H1'],pub,6,public,2018-02-15 05:10:14,['FISIP3'],,disk0/00/00/64/09,TRUE,,,,,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,Harian Umum LAMPUNG POST,,,,,
19,2018-02-15 05:10:24,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19342', 'eprintid': 6410, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/msword', 'format': 'text', 'main': 'OPINI (Maulana Mukhlis)-2 (Lampost, 10-12-2015).doc', 'files': [{'hash': 'b9f76eeda5ca9d8af9ee85c5b185906e', 'mime_type': 'application/msword', 'datasetid': 'document', 'fileid': 59468, 'filename': 'OPINI (Maulana Mukhlis)-2 (Lampost, 10-12-2015).doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59468', 'filesize': 45568, 'objectid': 19342, 'mtime': '2018-01-30 01:37:49', 'hash_type': 'MD5'}], 'docid': 19342}]",681,show,2018-02-15 05:10:24,6410,archive,Tantangan Inovasi Pemerintahan,article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'family': 'Mukhlis', 'lineage': None, 'honourific': None}}]",http://repository.lppm.unila.ac.id/id/eprint/6410,2015-12-10 00:00:00.000000000,"Pemilihan kepala daerah (pilkada) serentak baru saja usai. Siapapun yang pada akhirnya terpilih, inilah bagian dari “takdir” dan hasil maksimal atas kinerja yang dilakukan incumbent selama lima tahun kepemimpinannya dan ikhtiar calon pada masa kampanye untuk meyakinkan pemilih. Pasca terpilih, tulisan saya di harian ini (3/12), mencoba mendeskripsikan salah satu tantangan setelah pilkada yaitu pentingnya menjalankan pertanggungjawaban (aacountability) kepala daerah secara komprehensif.",published,['H1'],pub,7,public,2018-02-15 05:10:24,['FISIP3'],Harian Umum LAMPUNG POST,disk0/00/00/64/10,TRUE,,,,,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,Harian Umum LAMPUNG POST,,,,,
