,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,lastmod,official_url,documents,userid,number,title,refereed,type,creators,contact_email,date_type,subjects,date,uri,abstract,volume,publisher,dir,publication,divisions,ispublished,rev_number,full_text_status,issn,status_changed,related_url,event_location,event_dates,pres_type,event_type,event_title,corp_creators,succeeds,contributors,pages,isbn,place_of_pub,book_title,note,keywords,id_number
10,show,,2018-02-15 08:43:22,,archive,6412,2018-02-15 08:43:22,,"[{'format': 'text', 'main': 'OPINI (Maulana Mukhlis)-5 (Lampost, 07-01-2016).doc', 'docid': 19344, 'files': [{'mtime': '2018-01-30 01:46:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59481', 'filename': 'OPINI (Maulana Mukhlis)-5 (Lampost, 07-01-2016).doc', 'objectid': 19344, 'filesize': 47104, 'hash': '1b3e79990a4b17ac37b747eec36eedde', 'mime_type': 'application/msword', 'fileid': 59481, 'datasetid': 'document'}], 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'eprintid': 6412, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19344'}]",681,,Birokrasi Kita Setelah Pemilukada,TRUE,article,"[{'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}}]",,,['H1'],2016-01-07 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6412,"Pemiludaka serentak telah usai dan pemenang sudah diputuskan oleh KPU (atau oleh MK jika ada gugatan) maka yang ditunggu kini tinggal pelantikan. Kemendagri merencanakan bahwa pelantikan kepala daerah akan dilakukan dalam dua tahap; akhir Januari dan akhir Maret 2016 mendatang. 
Pasca pelantikan, salah satu prioritas awal bagi kepala daerah terpilih (termasuk delapan kabupaten/kota di Provinsi Lampung) adalah memilih para ‘pembantu’ yang dianggap mampu mendukung ketercapaian janji politik serta kewajiban fungsi pelayanan publik yang diembannya sebagai pejabat politik. Prioritas berikutnya, baru menyusun rencana pembangunan jangka menengah daerah sebagai ‘haluan’ pembangunan selama lima tahun ke depan. Tulisan ini hendak membahas prioritas yang pertama.",,,disk0/00/00/64/12,Harian Umum LAMPUNG POST,['FISIP3'],pub,6,public,,2018-02-15 08:43:22,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
11,show,1-22,2018-02-15 05:08:53,,archive,6401,2018-02-15 05:08:53,http://jurnal.unpad.ac.id/cosmogov/issue/view/748,"[{'format': 'text', 'docid': 19332, 'main': '04. JURNAL COSMOGOV - 2016.pdf', 'files': [{'mtime': '2018-01-29 04:49:46', 'hash_type': 'MD5', 'filename': '04. JURNAL COSMOGOV - 2016.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59404', 'objectid': 19332, 'filesize': 9680264, 'mime_type': 'application/pdf', 'hash': '24a9952e45817eb45630c44f33ba8242', 'fileid': 59404, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 6401, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19332', 'pos': 1}]",681,1.0,MENAKAR PELUANG MUNCULNYA INOVASI DAERAH PASCA UNDANG-UNDANG 23 TAHUN 2014 (Studi pada Hasil Diklatpim IV Kabupaten Pringsewu Provinsi Lampung),TRUE,article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'honourific': None, 'lineage': None, 'family': 'Mukhlis'}}]",,published,['H1'],2016-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6401,"Lahirnya inovasi daerah sebagaimana diamanatkan oleh UU 23/2014 tentang Pemerintahan Daerah salah satunya ditentukan oleh kualitas kepemimpinan. Dalam upaya melahirkan pemimpin yang kuat dan mampu melahirkan inovasi, maka pada seluruh peserta diklat kepemimpinan (pada semua level eselon; I, II, III, dan IV) diharuskan membuat laporan proyek perubahan/inovasi daerah yang telah/ akan dilakukan di daerahnya pasca diklatpim. Tujuan penelitian ini adalah untuk mengetahui peluang (prospek) munculnya inovasi daerah di Kabupaten Pringsewu Provinsi Lampung dari hasil analisis terhadap tigapuluh tiga dokumen proyek perubahan/inovasi daerah dari peserta diklatpim IV tahun 2014. Kajian ini menggunakan metode deskriptif dengan menggunakan pendekatan kualitatif dan mengandalkan data sekunder dalam bentuk dokumen laporan proyek perubahan. 
Hasil penelitian menunjukkan bahwa meskipun pelaksanaan diklatpim IV pada tahun 2014 di Kabupaten Pringsewu telah menggunakan pola baru dengan perubahan kurikulum, penekanan metode pembelajaran pada aspek pengalaman lapangan atau di tempat kerja, serta lahirnya inovasi bagi unit kerja yang telah/ akan dilakukan namun hanya terdapat tiga belas dari tigapuluh tiga proyek perubahan yang masuk dalam kategorisasi jenis inovasi. Proyek perubahan yang dihasilkan oleh peserta diklatpim IV masih berkisar pada upaya optimalisasi bukan pengembangan. Kreatifitas yang muncul dari pejabat eselon IV juga masih berkisar pada optimalisasi administratif yang sangat mungkin hal tersebut sudah diamanatkan dalam aturan teknis yang dikeluarkan pemerintah (pusat). Proyek perubahan dalam Diklatpim IV lebih merupakan kreatifitas individu dalam menjalankan tupoksi di unit kerja sehingga belum merupakan inovasi pimpinan sebagai dasar munculnya inovasi di daerah. Tentu terdapat variabel atau faktor lain sebagai ukuran atau dasar menilai porspek (peluang) munculnya inovasi daerah selain pada aspek kepemimpinan melalui penyelenggaraan diklatpim sebagai kasus dalam penelitian ini.",2,Universitas Padjadjaran Bandung,disk0/00/00/64/01,JURNAL COSMOGOV,['FISIP3'],pub,6,public,2442-595,2018-02-15 05:08:53,"[{'type': 'pub', 'url': 'http://jurnal.unpad.ac.id/cosmogov/issue/view/748'}]",,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
12,show,,2018-02-15 08:43:42,,archive,6414,2018-02-15 08:43:42,,"[{'docid': 19346, 'main': 'OPINI (Maulana Mukhlis)-7 (Lampost, 02-03-2016).doc', 'files': [{'datasetid': 'document', 'fileid': 59493, 'mime_type': 'application/msword', 'hash': '54b4a4a104907f53478548899ee8c281', 'hash_type': 'MD5', 'mtime': '2018-01-30 01:50:32', 'objectid': 19346, 'filesize': 46592, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59493', 'filename': 'OPINI (Maulana Mukhlis)-7 (Lampost, 02-03-2016).doc'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/msword', 'rev_number': 1, 'placement': 1, 'eprintid': 6414, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19346', 'pos': 1, 'security': 'public'}, {'format': 'text', 'main': 'OPINI (Maulana Mukhlis)-7 (Lampost, 02-03-2016).doc', 'docid': 19347, 'files': [{'filesize': 46592, 'objectid': 19347, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59495', 'filename': 'OPINI (Maulana Mukhlis)-7 (Lampost, 02-03-2016).doc', 'hash_type': 'MD5', 'mtime': '2018-01-30 01:50:51', 'datasetid': 'document', 'fileid': 59495, 'mime_type': 'application/msword', 'hash': '54b4a4a104907f53478548899ee8c281'}], 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'eprintid': 6414, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19347', 'pos': 2}]",681,,Mengharap Tata Kekuasaan Simpatik,TRUE,article,"[{'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}}]",,,['H1'],2016-03-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6414,"DELAPAN pasang kepala daerah di Provinsi Lampung hasil Pemilukada serentak 2015 telah dilantik pada 17 Februari 2016 lalu. Kini, masyarakat menunggu ‘gebrakan’ mereka untuk membuktikan janji-janji (di satu sisi) dan ekspektasi/harapan warga masyarakat (di sisi lain). 
Diantara cara yang dipakai oleh warga untuk mengungkapkan kegelisahan terhadap ketidaktercapaian ekspektasinya terhadap tata kelola pemerintahan adalah melalui kritik. Variasinya dalam bentuk protes, demonstrasi, dan berbagai bentuk desakan politis lainnya. Dalam konteks politik, karenanya, banyak tidaknya atau besar kecilnya kritik akan menjadi indikator paling mudah untuk melihat sejuah mana tujuan individu terhadap keberadaan kekuasaan (pemerintahan) dapat dipenuhi.",,,disk0/00/00/64/14,Harian Umum LAMPUNG POST,['FISIP3'],pub,7,public,,2018-02-15 08:43:42,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
13,show,,2018-02-15 08:44:36,,archive,6415,2018-02-15 08:44:36,,"[{'main': 'OPINI (Maulana Mukhlis)-8 (Lampost, 29-03-2016).doc', 'docid': 19348, 'files': [{'hash_type': 'MD5', 'mtime': '2018-01-30 01:53:09', 'objectid': 19348, 'filesize': 42496, 'filename': 'OPINI (Maulana Mukhlis)-8 (Lampost, 29-03-2016).doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59501', 'datasetid': 'document', 'fileid': 59501, 'hash': 'a372b1650b6dd8eeb88ccabd24931122', 'mime_type': 'application/msword'}], 'format': 'text', 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 6415, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19348', 'pos': 1, 'security': 'public'}]",681,,RPJMD dan Keterbatasan Kebijakan,TRUE,article,"[{'name': {'given': 'Maulana', 'family': 'Mukhlis', 'lineage': None, 'honourific': None}}]",,published,['H1'],2016-03-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6415,"SAAT ini, kepala daerah hasil Pemilukada serentak yang sudah dilantik, oleh undang-undang diberikan waktu enam bulan setelah pelantikannya untuk menghasilkan RPJMD (rencana pembangunan jangka menengah daerah). RPJMD sebagai dokumen induk pembangunan daerah selanjutnya akan menjadi arah dan bahkan indikator keberhasilan kepala daerah dalam bentuk kebijakan daerah. 
Itu mengapa jika ada pertanyaan bagaimana membuat sebuah pemerintahan efektif? Maka selain pentingnya kepemimpinan yang baik, jujur, berintegritas, inovatif, dan seterusnya, jawaban akan bermuara pada dua hal lainnya yaitu keberfungsian. 
Adalah penting untuk menjamin adanya pemerintah yang “cakep” atau pemerintah yang nampak tampan/cantik karena bersih dari perilaku koruptif. Namun hal yang juga penting adalah adanya pemerintah yang “cakap” yaitu pemerintah yang mampu menjalankan dua tugas pokoknya: membangun kebijakan publik yang baik dan melayani publik secara berkualitas.",,,disk0/00/00/64/15,Harian Umum LAMPUNG POST,['FISIP3'],pub,6,public,,2018-02-15 08:44:36,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
14,show,1-16,2018-02-15 05:09:42,,archive,6407,2018-02-15 05:09:42,http://jipsi.fisip.unikom.ac.id/archive/3/,"[{'docid': 19339, 'main': '05. JURNAL JIPSI - 2016.pdf', 'files': [{'objectid': 19339, 'filesize': 6950831, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59449', 'filename': '05. JURNAL JIPSI - 2016.pdf', 'hash_type': 'MD5', 'mtime': '2018-01-29 05:39:22', 'datasetid': 'document', 'fileid': 59449, 'mime_type': 'application/pdf', 'hash': 'f510b64acefc8f70cab6018cc62e48d7'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 6407, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19339', 'security': 'public'}]",681,2.0,TATA KELOLA PEMERINTAHAN DALAM PENINGKATAN KAPASITAS ADAPTIF/KETAHANAN KOTA BANDAR LAMPUNG TERHADAP DAMPAK PERUBAHAN IKLIM,TRUE,article,"[{'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}, 'id': 'maulanamukhlis1978@gmail.com'}]",,published,['H1'],2016-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6407,"Kota Bandar Lampung teridentifikasi sebagai salah satu daerah di Indonesia yang sangat rentan bencana dengan intensitas serta dampaknya ditengarai akan semakin sering dan parah seiring dengan dampak perubahan iklim. Peran Pemerintah Daerah dalam membuat kebijakan dan mengimplementasikan aksi adaptasi/mitigasi merupakan hal penting yang mempengaruhi ketahanan (resilience) baik skala komunitas maupun skala kota untuk menghadapi bencana tersebut. Tujuan riset ini adalah untuk mengevaluasi bagaimana peran dan kebijakan yang telah dijalankan Pemerintah Daerah dalam tata kelola pemerintahan mampu meningkatkan kapasitas adaptif atau ketahanan daerah. Evaluasi terhadap upaya peningkatan kapasitas adaptif (ketahanan daerah) tersebut dianalisis menggunakan pendekatan The Adaptive Capacity Wheel dalam 6 (enam) dimensi yaitu keberagaman, kapasitas pembelajaran, kewenangan untuk berubah, kepemimpinan, sumber daya, serta pemerintahan yang adil dan responsif. 

Hasil riset menunjukkan bahwa kesadaran Pemkot Bandar Lampung dalam upaya peningkatan ketahanan daerah sudah cukup tinggi dengan dijadikannya perubahan iklim sebagai isu strategis dalam dokumen perencanaan formal serta keberagaman tindakan, baik skala kota maupun skala sektor. Kota ini memiliki kapasitas pembelajaran dengan belajar dari peristiwa bencana yang pernah dialami di masa lalu. Kapasitas kepemimpinan juga mampu mempengaruhi munculnya aksi mulai dari perencanaan strategi, kebijakan, implementasi, dan kemampuan kolaborasi dengan membentuk kelembagaan lokal (khusus terkait dengan perubahan iklim) dengan melibatkan dan mengoptimalkan keragaman sumber daya yang ada. Meskipun belum optimal, keberadaan beberapa aturan daerah yang mengatur kelembagaan hingga bentuk kebijakan yang dihasilkan dalam konteks perubahan iklim juga menjadi bukti adanya indikator pemerintahan yang adil dan responsif. Pada konteks tata kelola pemerintahan dalam upaya peningkatan kapasitas adaptif atau ketahanan terhadap perubahan iklim, Kota Bandar Lampung layak dijadikan contoh best practice bagi daerah lain di Indonesia.",VI,FISIP UNIKOM BANDUNG,disk0/00/00/64/07,JURNAL JIPSI,['FISIP3'],pub,6,public,2086-1109,2018-02-15 05:09:42,"[{'url': 'http://jipsi.fisip.unikom.ac.id/archive/3/', 'type': 'pub'}]",,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
15,show,,2018-02-15 08:39:37,,archive,6416,2018-02-15 08:39:37,,"[{'placement': 1, 'eprintid': 6416, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19349', 'security': 'public', 'docid': 19349, 'main': 'OPINI (Maulana Mukhlis)-9 (Lampost, 13-04-2016).doc', 'files': [{'datasetid': 'document', 'fileid': 59507, 'mime_type': 'application/msword', 'hash': '6cc755d5a7b76044d1545d3e3271880f', 'hash_type': 'MD5', 'mtime': '2018-01-30 01:55:13', 'objectid': 19349, 'filesize': 53248, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59507', 'filename': 'OPINI (Maulana Mukhlis)-9 (Lampost, 13-04-2016).doc'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/msword'}]",681,,Tantangan Ombudsman dalam Jaringan Pelayanan,TRUE,article,"[{'name': {'lineage': None, 'family': 'Mukhlis', 'honourific': None, 'given': 'Maulana'}}]",,,['H1'],2016-04-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6416,"PADA 20 maret 2016 lalu, Ombudsman genap 16 tahun hadir di Indonesia’. Lembaga negara ini lahir melalui Kepres No. 44 Tahun 2000 di era Presiden Abdurahman Wahid; waktu itu, Ombudsman RI bernama Komisi Ombudsman Nasional (KON). Jika dibanding The Parliamentary Ombudsman di Swedia yang didirikan pada 1809 sebagai cikal bakal lembaga pegawas pelayanan di dunia, maka Ombudman RI memang masih sangat muda. Dengan asumsi bahwa Ombudsman adalah bagian dari proses transisi menuju demokrasi, maka Ombudsman-pun kemudian menjadi suatu keharusan di negara penganut demokrasi.",,,disk0/00/00/64/16,Harian Umum LAMPUNG POST,['FISIP3'],pub,6,public,,2018-02-15 08:39:37,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,
16,show,372-396,2021-08-12 00:35:29,,archive,33379,2021-08-12 00:35:29,,"[{'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'docid': 152818, 'main': 'www.unlock-pdf.com berebut-kontrol-atas-kesejahteraan.pdf', 'files': [{'fileid': 395842, 'datasetid': 'document', 'hash': '3dd2c254bd7269a7e297add761973815', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-08-10 04:22:04', 'objectid': 152818, 'filesize': 35549773, 'filename': 'www.unlock-pdf.com berebut-kontrol-atas-kesejahteraan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/395842'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/152818', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33379}]",8741,,Simbolisasi Kekuasaan dan Pertentangan Kelompok Masyarakat Sipil di Lampung Selatan,FALSE,book_section,"[{'name': {'honourific': None, 'family': 'Purba', 'lineage': None, 'given': 'Darmawan'}, 'id': 'darmawan.purba@fisip.unila.ac.id'}]",,,['H1'],2016-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33379,,1,PolGov,disk0/00/03/33/79,,['FISIP3'],pub,8,public,,2021-08-12 00:35:29,,,,,,,['PolGov'],,"[{'name': {'given': 'Darmawan', 'lineage': None, 'family': 'Purba', 'honourific': None}, 'id': 'darmawan.purba@fisip.unila.ac.id'}]",402.0,978-602-71962-3-0,Yogyakarta,Berebut Kontrol atas Kesejahteraan,,,
17,show,,2022-03-29 10:07:36,,archive,40681,2022-03-29 10:07:36,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'text', 'main': 'Book Chapter Nasional - Simbolisasi Kekuasaan.pdf', 'files': [{'hash': 'a5cf815404496804c8f9b609d6df82f1', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 452787, 'filename': 'Book Chapter Nasional - Simbolisasi Kekuasaan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452787', 'filesize': 79367, 'objectid': 162055, 'mtime': '2022-03-29 08:58:10', 'hash_type': 'MD5'}], 'docid': 162055, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162055', 'eprintid': 40681, 'placement': 1}]",8741,,Simbolisasi Kekuasaan dan Pertentangan Kelompok Masyarakat Sipil di Lampung Selatan,,other,"[{'name': {'given': 'Darmawan', 'lineage': None, 'family': 'Purba', 'honourific': None}}]",,,['H1'],2016-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40681,"lembar reviewer judul ""Simbolisasi Kekuasaan dan Pertentangan Kelompok Masyarakat Sipil di Lampung Selatan""",,PolGov,disk0/00/04/06/81,,['FISIP3'],pub,8,public,,2022-03-29 10:07:36,,,,,,,,,,,,,,,,
18,show,32-36,2016-11-10 04:37:20,,archive,1117,2019-09-11 06:15:26,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1001', 'pos': 1, 'eprintid': 1117, 'placement': 1, 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash': '55f8cd02e49be575a4d37cf9d2d316bc', 'mime_type': 'application/msword', 'datasetid': 'document', 'fileid': 7402, 'mtime': '2016-11-10 03:50:28', 'hash_type': 'MD5', 'filename': 'DR.FENI ROSALIA ARTIKEL (2).doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/7402', 'objectid': 1001, 'filesize': 97792}], 'main': 'DR.FENI ROSALIA ARTIKEL (2).doc', 'docid': 1001}]",912,1.0,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010,TRUE,article,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}}]",,published,['AC'],2016-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/1117,"Hutan kemasyarakatan (Hkm) adalah hutan negara yang pemanfaatan utamanya ditujukan untuk memberdayakan masyarakat setempat. Kebijakan Hutan kemasyarakatan mengizinkan masyarakat untuk dapat mengelola sebagian dari sumberdaya hutan dengan rambu-rambu yang telah ditentukan Permintaan dari kelompok-kelompok petani hutan kemasyarakatan mengenai perizinan Hkm di sekitar kawasan hutan lindung register 30 Tanggamus sangat tinggi dan banyak tumbuh kelompok-kelompok baru yang merupakan kelompok-kelompok potensial menjadi kelompok pengelola Hkm yang bagus. Namun kenyataannya banyak kelompok tani yang belum memperoleh izin pengelolaan Hkm bahkan ada kelompok tani yang tidak mampu membuat draft/proposal izin pengelolaan Hkm, Dari 38 kelompok tani yang mengajukan izin, baru 14 kelompok tani yang telah memperoleh izin pengelolaan HKm, sedangkan kelompok tani lainnya ada yang masih tahap verifikasi, namun ada juga yang tidak jelas sampai sejauh mana proses perizinan tersebut berlangsung. Kondisi tersebut jelas merupakan suatu masalah, karena belum didapatnya izin pengelolaan Hkm tidak hanya mengakibatkan petani sekitar kawasan hutan tidak dapat memanfaatkan hutan sebagai penyangga kehidupan ekonomi, sosial dan ekologis mereka, namun akibat lebih jauh adalah ketika kelompok tani tidak mampu berfungsi sebagai pengelola fungsi hutan yang optimal bahkan ketika akhir-akhir ini banyak terjadi alih fungsi hutan yang tidak sesuai peruntukan dan penggunaan lahannya. Tujuan penelitian adalah pertama, mengidentifikasi kendala apa saja yang dihadapi kelompok tani register 30 Kabupaten Tanggamus sehingga belum dapat membuat atau memperoleh izin Hutan Kemasyarakatan, dan kedua, mengetahui faktor-faktor pendukung untuk melakukan percepatan proses pengajuan perizinan Hkm di kawasan hutan register 30 Kabupaten Tanggamus. Melalui FGD dan wawancara dengan petani, aparat masyarakat, tokoh masyarakat, Watala dan Dinas Kehutanan diperoleh hasil bahwa kendala yang dihadapi kelompok tani di register 30 adalah adanya keterbatasan pengetahuan petani tentang proses/tatacara pengajuan izin pengelolaan Hkm, terbatasnya tenaga fasilitator, dan adanya “oknum” (elit desa, LSM dan bahkan aparat pemerintah) yang justru memanfaatkan kebijakan Hkm untuk mencari keuntungan sepihak. Faktor pendukung percepatan proses pengajuan perizinan Hkm di register 30 adalah melalui kegiatan pendampingan masyarakat/fasilitasi kepada kelompok tani dan pengemasan pesan dan pembuatan draft buku panduan Hkm.",18,Direktorat Riset dan Pengabdian Kepada Masyarakat Universitas Padjajaran,disk0/00/00/11/17,"Sosiohumaniora, Jurnal Ilmu-Ilmu Sosial dan Humaniora",['FISIP3'],pub,9,public,14110-0911,2016-11-10 04:37:20,[{'type': 'pub'}],,,,,,,,,,,,,,,
19,show,,2019-09-11 13:54:44,,archive,14137,2019-09-11 13:54:44,,"[{'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 13:41:33', 'filesize': 746670, 'objectid': 27179, 'filename': 'analisis pengelolaan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122920', 'datasetid': 'document', 'fileid': 122920, 'hash': 'd6d2844a5589894eb6d1b6d205bb3ad0', 'mime_type': 'application/pdf'}], 'main': 'analisis pengelolaan.pdf', 'docid': 27179, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 14137, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27179', 'pos': 1, 'security': 'public'}]",912,1.0,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010.,TRUE,article,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'honourific': None, 'family': 'Rosalia', 'lineage': None}}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14137,Hasil Penilaian Teman Sejawat,18,LPPM UNPAD,disk0/00/01/41/37,Jurnal Ilmu-Ilmu Sosial dan Humaniora,['FISIP3'],pub,6,public,1411-0911,2019-09-11 13:54:44,,,,,,,['Universitas Lampung'],,,,,,,,,
20,show,,2019-09-11 15:58:26,,archive,14138,2019-09-11 15:58:26,,"[{'placement': 1, 'eprintid': 14138, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27180', 'pos': 1, 'security': 'public', 'docid': 27180, 'main': 'analysis of gender.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 14:01:41', 'filesize': 749000, 'objectid': 27180, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122928', 'filename': 'analysis of gender.pdf', 'fileid': 122928, 'datasetid': 'document', 'hash': '1259611ca19d6de252384f53fd889bb8', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",912,,"Analysis of Gender in Access, Participation and Control of Forest Resources, and Watershed of Kecamatan Kebun Tebu in Kabupaten Lampung Barat",TRUE,conference_item,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rosalia', 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14138,Hasil Penilaian Teman Sejawat,,,disk0/00/01/41/38,,['FISIP3'],pub,7,public,,2019-09-11 15:58:26,,BANDAR LAMPUNG,2 NOVEMBER 2016,paper,conference,SHIELD CONFERENCE 2016,['Universitas Lampung'],,,,,,,,,
21,show,,2019-09-11 15:58:28,,archive,14139,2019-09-11 15:58:28,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27181', 'eprintid': 14139, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 122935, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'dccae5b3a8ab672f58e7dce1a99f3f34', 'hash_type': 'MD5', 'mtime': '2019-09-11 14:04:53', 'filesize': 459192, 'objectid': 27181, 'filename': 'analysis of gender.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122935'}], 'main': 'analysis of gender.pdf', 'docid': 27181}]",912,,"Analysis of Gender in Access, Participation and Control of Forest Resources, and Watershed of Kecamatan Kebun Tebu in Kabupaten Lampung Barat",TRUE,conference_item,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Rosalia', 'given': 'Feni'}}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14139,Hasil Similarity,,,disk0/00/01/41/39,,['FISIP3'],pub,7,public,,2019-09-11 15:58:28,,BANDAR LAMPUNG,2 NOVEMBER 2016,paper,conference,SHIELD CONFERENCE 2016,['Universitas Lampung'],,,,,,,,,
