,full_text_status,status_changed,ispublished,rev_number,dir,publisher,divisions,abstract,corp_creators,date,uri,date_type,subjects,type,creators,title,userid,lastmod,documents,datestamp,eprintid,eprint_status,metadata_visibility,volume,related_url,publication,issn,pagerange,number,official_url,refereed,place_of_pub,event_type,event_title,event_location,event_dates,pres_type,book_title,contact_email,id_number,isbn,pages
10,public,2019-11-07 04:35:59,pub,6,disk0/00/01/58/22,Universitas  Islam Bandung,['FISIP3'],Peer Review; Penilaian Rekan Sejawat,,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15822,published,['JF'],article,"[{'name': {'family': 'Cahyadi', 'lineage': None, 'honourific': None, 'given': 'Robi'}, 'id': 'robi_ck@yahoo.com'}]","Peer Review Jurnal Nasional Terakreditasi, MIMBAR Unisba 2018",680,2019-11-07 04:35:59,"[{'docid': 28923, 'main': '5. Peer Review JurNas Terakreditasi MIMBAR, 2018.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '18fee5786a707d68088fa75e9dd333ae', 'fileid': 135829, 'datasetid': 'document', 'mtime': '2019-11-06 15:31:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/135829', 'filename': '5. Peer Review JurNas Terakreditasi MIMBAR, 2018.pdf', 'filesize': 1385052, 'objectid': 28923}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 15822, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28923', 'pos': 1, 'security': 'public'}]",2019-11-07 04:35:59,15822,archive,show,34,,THE PATTERN OF CLIENTELISM IN LAMPUNG LOCAL ELECTION,0215-8175,,2,https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3432,TRUE,,,,,,,,,,,
11,public,2019-11-07 04:35:57,pub,6,disk0/00/01/58/20,Universitas Airlangga,['FISIP3'],Peer Review ; Penilaian Rekan Sejawat,,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15820,published,['JS'],article,"[{'id': 'robi_ck@yahoo.com', 'name': {'honourific': None, 'family': 'Cahyadi', 'lineage': None, 'given': 'Robi'}}]","Peer Review Jurnal Nasional Terakreditasi, MKP Universitas Airlangga, 2018",680,2019-11-07 04:35:57,"[{'format': 'text', 'docid': 28922, 'main': '4. Peer Review JurNas Terakreditasi MKP; Des 2018.pdf', 'files': [{'fileid': 135821, 'datasetid': 'document', 'hash': '771c750de42e81071fa37881c3c753c2', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-06 15:23:27', 'objectid': 28922, 'filesize': 1403913, 'uri': 'http://repository.lppm.unila.ac.id/id/file/135821', 'filename': '4. Peer Review JurNas Terakreditasi MKP; Des 2018.pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 15820, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28922', 'pos': 1}]",2019-11-07 04:35:57,15820,archive,show,31,[{'url': 'https://e-journal.unair.ac.id/MKP/article/view/6118'}],"masyarakat, kebudayaan dan politik",2086-7050,,4,https://e-journal.unair.ac.id/MKP/article/view/6118,TRUE,,,,,,,,,,,
12,public,2018-10-26 10:10:24,pub,6,disk0/00/00/88/22,Lampung Post,['FISIP3'],"Keterwakilan perempuan dalam perebutan jabatan eksekutif masih berbanding terbalik dengan peluang dan jatah 30% bagi perempuan untuk duduk di legislatif. Menjadi pertanyaan besar bagaimana kuantitas atau jumlah perempuan dalam kontestasi tahun politik 2019 mendatang, baik dalam pemilu legislatif maupun pemilu presiden? Tulisan singkat ini mencoba menganalisis masalah keterwakilan perempuan dan ragam masalahnya menuju Pemilu 2019.",,2018-07-16 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8822,published,['JA'],article,"[{'id': 'robi_ck@yahoo.com', 'name': {'given': 'Robi', 'family': 'Cahyadi', 'lineage': None, 'honourific': None}}]","Perempuan Dalam Pemilu 2019 (Kolom Pakar Lampung Post, 16 Juli 2018)",680,2018-10-26 10:10:24,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21900', 'pos': 1, 'eprintid': 8822, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Perempuan dalam Pemilu 2019 - Lampost.co.pdf', 'files': [{'filename': 'Perempuan dalam Pemilu 2019 - Lampost.co.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85742', 'objectid': 21900, 'filesize': 705469, 'mtime': '2018-09-22 14:13:35', 'hash_type': 'MD5', 'hash': 'ba8a76a2adcbd5e6cc03ac6d262188e9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 85742}], 'docid': 21900}]",2018-10-26 10:10:24,8822,archive,show,,[{'url': 'http://www.lampost.co/berita-perempuan-dalam-pemilu-2019.html'}],Kolom Pakar Lampung Post,,1-2,,http://www.lampost.co/berita-perempuan-dalam-pemilu-2019.html,TRUE,,,,,,,,,,,
13,public,2018-10-29 04:26:40,pub,7,disk0/00/00/88/38,Universitas Lampung,['FISIP3'],,,2018-09-21 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8838,completed,['JA'],other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Cahyadi', 'given': 'Robi'}, 'id': 'robi_ck@yahoo.com'}]","Piagam Penghargaan Prestasi Akademik, Dies Natalis Unila ke 53 tahun 2018",680,2018-10-29 04:26:40,"[{'placement': 1, 'eprintid': 8838, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21917', 'security': 'public', 'main': 'piagam_1.jpg', 'files': [{'hash': 'b214440eb7291b6805e672d4273bbb0c', 'mime_type': 'image/jpeg', 'fileid': 85847, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85847', 'filename': 'piagam_1.jpg', 'filesize': 342719, 'objectid': 21917, 'mtime': '2018-09-25 15:08:00', 'hash_type': 'MD5'}], 'docid': 21917, 'format': 'image', 'mime_type': 'image/jpeg', 'language': 'en', 'rev_number': 1}]",2018-10-29 04:26:40,8838,archive,show,,"[{'type': 'org', 'url': 'https://www.unila.ac.id/jadwal-agenda-kegiatan-dies-natalis-ke-53-unila/'}]",,,,,https://www.unila.ac.id/jadwal-agenda-kegiatan-dies-natalis-ke-53-unila/,,Bandar Lampung,,,,,,,,,,
14,public,2019-11-07 04:37:52,pub,6,disk0/00/01/58/49,Universitas  Islam Bandung,['FISIP3'],Similarity Index,,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15849,published,['JA'],article,"[{'id': 'robi_ck@yahoo.com', 'name': {'given': 'Robi', 'honourific': None, 'lineage': None, 'family': 'Cahyadi'}}]","Similarity Check Result Paper ""THE PATTERN OF CLIENTELISM IN LAMPUNG LOCAL ELECTION",680,2019-11-07 04:37:52,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'filesize': 5011367, 'objectid': 28948, 'filename': '5. JurNas Terakreditasi MIMBAR; Des_2018, Cek Similarity 6.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/135997', 'hash_type': 'MD5', 'mtime': '2019-11-07 03:03:37', 'datasetid': 'document', 'fileid': 135997, 'mime_type': 'application/pdf', 'hash': '2c206688b37f3558158f43fe31ef0cf4'}], 'main': '5. JurNas Terakreditasi MIMBAR; Des_2018, Cek Similarity 6.pdf', 'docid': 28948, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28948', 'eprintid': 15849, 'placement': 1}]",2019-11-07 04:37:52,15849,archive,show,34,[{'url': 'https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3432'}],"MIMBAR, The Journal of Social  and Development",0215-8175,,2,https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3432,TRUE,,,,,,,,,,,
15,public,2018-10-29 04:18:11,unpub,7,disk0/00/00/88/33,,['FISIP3'],,,2018-09-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8833,completed,['JA'],conference_item,"[{'id': 'robi_ck@yahoo.com', 'name': {'honourific': None, 'family': 'Cahyadi', 'lineage': None, 'given': 'Robi'}}, {'name': {'given': 'Dedy', 'family': 'Dedy Hermawan', 'lineage': None, 'honourific': None}, 'id': 'dedy.hermawan@fisip.unila.ac.id'}]","The International Conference on Social Sciences, Humanities, Economics and Law (ICONSHEL 2018) Grand Inna Padang  5-6 September 2018",680,2018-10-29 04:18:11,"[{'eprintid': 8833, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21913', 'format': 'image', 'main': 'iconshel padang 2018_1.jpg', 'files': [{'filesize': 136223, 'objectid': 21913, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85818', 'filename': 'iconshel padang 2018_1.jpg', 'hash_type': 'MD5', 'mtime': '2018-09-25 04:50:04', 'fileid': 85818, 'datasetid': 'document', 'mime_type': 'image/jpeg', 'hash': '2c11330a30c0c2e1dd6cea86fe42f148'}], 'docid': 21913, 'language': 'en', 'rev_number': 1, 'mime_type': 'image/jpeg'}]",2018-10-29 04:18:11,8833,archive,show,,"[{'url': 'http://iconshel.conference.unand.ac.id/index.php/iconshel/2018', 'type': 'org'}]",,,,,http://iconshel.conference.unand.ac.id/index.php/iconshel/2018,TRUE,,conference,"The International Conference on Social Sciences, Humanities, Economics and Law (ICONSHEL 2018)",Grand Inna Padang,5-6 September 2018,speech,,,,,
16,public,2019-01-29 04:18:14,pub,6,disk0/00/01/05/19,Universitas Airlangga,['FISIP3'],"Clientelism is a renewal of the patronage concept, usually referred to as patron-client in some scientific literature. Research about patron-client in the context of domestic politics, specifically in regional elections, is rarely conducted. Previous studies have mostly examined national-level elections, namely president and legislative. Therefore, this research has tried to answer the question on how the clientelism process worked during the Mayor’s Election in Bandar Lampung in 2015, particularly for candidate pair of Herman HN and M. Yusuf Kohar. This research was conducted in Bandar Lampung city from September 2016 to January 2017 as a part of the authors’ dissertation. It employs qualitative method using in-depth interview method on respondents who are related to research objects. The informants consisted of political practitioners, members of campaign teams, and academicians. The findings showed that clientelism among voters occurred during mayor election in Bandar Lampung 2015. There is a mutualism symbiosis between the incumbent candidate (Herman HN) and the voters in Mayor Election of Bandar Lampung in 2015. The voters’ votes can be influenced using the imagery portrayed by the candidates, particularly Herman HN. They can also be influenced by distributive politics or by giving what the voters’ needs through infrastructure politics (such as the construction of roads and bridges), free education, free health care, and social/religion aids. The candidate pair who won the election had different campaign teams.",,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/10519,published,['JA'],article,"[{'id': 'robi_ck@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Cahyadi', 'given': 'Robi'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Hermawan', 'given': 'Dedy'}}, {'name': {'given': 'Himawan', 'family': 'Indrajat', 'lineage': None, 'honourific': None}, 'id': None}]",CLIENTELISM IN BANDAR LAMPUNG’S MAYOR ELECTION 2015: A CASE STUDY OF HERMAN H. N. AND M. YUSUF KOHAR AS CANDIDATE PAIR,680,2019-01-29 04:18:14,"[{'main': 'MKP Robi, Dedy, Him.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'b1067b5ff9690087987bbd119d1ebb92', 'fileid': 97612, 'datasetid': 'document', 'mtime': '2019-01-07 02:30:51', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/97612', 'filename': 'MKP Robi, Dedy, Him.pdf', 'objectid': 23535, 'filesize': 375275}], 'docid': 23535, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 10519, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23535', 'security': 'public'}]",2019-01-29 04:18:14,10519,archive,show,31,"[{'type': 'pub', 'url': 'https://e-journal.unair.ac.id/MKP/article/view/6118'}]","masyarakat, kebudayaan dan politik",2086-7050,418-426,4,https://e-journal.unair.ac.id/MKP/article/view/6118,TRUE,,,,,,,,,,,
17,public,2019-11-07 04:37:51,pub,7,disk0/00/01/58/46,Universitas Airlangga,['FISIP3'],Similarity Index,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/15846,published,['JA'],article,"[{'id': 'robi_ck@yahoo.com', 'name': {'honourific': None, 'family': 'Cahyadi', 'lineage': None, 'given': 'Robi'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Hermawan', 'given': 'Dedy'}}, {'name': {'given': 'Himawan', 'family': 'Indrajat', 'lineage': None, 'honourific': None}, 'id': None}]","Similarity Check Result Paper "" Clientelism in Bandar Lampung Local Election",680,2019-11-07 04:37:51,"[{'placement': 1, 'eprintid': 15846, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28945', 'security': 'public', 'main': '4. JurNas Terakreditasi MKP 2018, Cek Similarity 4.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '290fa558612065b78d8d4c88b85e7db4', 'fileid': 135967, 'datasetid': 'document', 'mtime': '2019-11-07 02:47:54', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/135967', 'filename': '4. JurNas Terakreditasi MKP 2018, Cek Similarity 4.pdf', 'filesize': 4011622, 'objectid': 28945}], 'docid': 28945, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2019-11-07 04:37:51,15846,archive,show,31,[{'url': 'https://e-journal.unair.ac.id/MKP/article/view/6118'}],"masyarakat, kebudayaan dan politik",2086-7050,,4,https://e-journal.unair.ac.id/MKP/article/view/6118,TRUE,,,,,,,,,,,
18,public,2018-10-29 04:18:15,unpub,7,disk0/00/00/88/36,,['FISIP3'],,,2018-09-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8836,completed,['H1'],conference_item,"[{'name': {'given': 'Robi', 'honourific': None, 'family': 'Cahyadi', 'lineage': None}, 'id': 'robi_ck@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Kurniawan', 'lineage': None, 'given': 'Budi'}}, {'name': {'given': 'Himawan', 'lineage': None, 'family': 'Indrajat', 'honourific': None}, 'id': 'jogobonito83@gmail.com'}]",Capitalism in Local Politics,680,2018-10-29 04:18:15,"[{'placement': 1, 'eprintid': 8836, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21916', 'pos': 1, 'security': 'public', 'main': 'IICIS 2018.jpg', 'docid': 21916, 'files': [{'mtime': '2018-09-25 14:32:57', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85839', 'filename': 'IICIS 2018.jpg', 'objectid': 21916, 'filesize': 293321, 'hash': 'd787c58c89024dfe541fff8cd26a0400', 'mime_type': 'image/jpeg', 'datasetid': 'document', 'fileid': 85839}], 'format': 'image', 'language': 'en', 'rev_number': 1, 'mime_type': 'image/jpeg'}]",2018-10-29 04:18:15,8836,archive,show,,"[{'url': 'http://iicis.fisip.unila.ac.id/', 'type': 'org'}]",,,,,http://iicis.fisip.unila.ac.id/,TRUE,,conference,International Indonesia Conference on Interdisciplinary Studies (IICIS) FISIP UNILA,"Novotel, Bandar Lampung",9-10 September 2018,paper,,,,,
19,public,2018-10-29 04:18:13,unpub,7,disk0/00/00/88/35,,['FISIP3'],,,2018-09-07 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8835,completed,['H1'],conference_item,"[{'name': {'family': 'Cahyadi', 'lineage': None, 'honourific': None, 'given': 'Robi'}, 'id': 'robi_ck@yahoo.com'}, {'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'family': 'Lukman Hakim', 'lineage': None, 'honourific': None}}]",Analysis of Public Service,680,2018-10-29 04:18:13,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21915', 'pos': 1, 'eprintid': 8835, 'placement': 1, 'mime_type': 'image/jpeg', 'language': 'en', 'rev_number': 1, 'format': 'image', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/85832', 'filename': 'I-Coffees 2018_1.jpg', 'objectid': 21915, 'filesize': 324117, 'mtime': '2018-09-25 14:19:45', 'hash_type': 'MD5', 'hash': '8656844103b190b912bbab43f118e53d', 'mime_type': 'image/jpeg', 'fileid': 85832, 'datasetid': 'document'}], 'main': 'I-Coffees 2018_1.jpg', 'docid': 21915}]",2018-10-29 04:18:13,8835,archive,show,,"[{'url': 'http://i-coffees.id/', 'type': 'org'}]",,,,,http://i-coffees.id/,TRUE,,conference,International Conference on Fundamental Rights (I-Coffees),"Novotel, Bandar Lampung",7 September 2018,other,,,,,
20,public,2020-06-19 03:46:22,pub,7,disk0/00/02/26/77,-,['FISIP3'],Peer Review,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/22677,published,['AC'],other,"[{'name': {'given': 'Ari', 'honourific': None, 'family': 'Darmastuti', 'lineage': None}}]","Flooding in a city of migrants: ethnicity and entitlement in Bandar Lampung, Indonesia",7,2020-06-19 03:46:22,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'BB. Flooding in 2020 Reviewer.pdf', 'docid': 36149, 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-19 03:41:39', 'objectid': 36149, 'filesize': 632982, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207958', 'filename': 'BB. Flooding in 2020 Reviewer.pdf', 'fileid': 207958, 'datasetid': 'document', 'hash': '5a27e6b62595303b8470cb2c67c8581a', 'mime_type': 'application/pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36149', 'pos': 1, 'eprintid': 22677, 'placement': 1}]",2020-06-19 03:46:22,22677,archive,show,,,,,,,,,,,,,,,,,,,
21,public,2020-02-05 04:05:27,pub,7,disk0/00/01/78/86,,['FISIP3'],Hasil Sejawat Sebidang Atau Peer Review Karya Ilmiah: Jurnal Internasional Scopus,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/17886,published,['AC'],article,"[{'name': {'given': 'Ari', 'family': 'Darmastuti', 'lineage': None, 'honourific': None}}]","Gender power relations in development planning for forest and watershed management in Lampung, Indonesia",880,2020-05-15 07:25:50,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32949', 'pos': 1, 'eprintid': 17886, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'c997ccc6597ab49e2334518e67b19ea8', 'fileid': 185917, 'datasetid': 'document', 'filename': '7. Ari D Reviewer Gender Power.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/185917', 'objectid': 32949, 'filesize': 648326, 'mtime': '2020-05-15 07:25:50', 'hash_type': 'MD5'}], 'main': '7. Ari D Reviewer Gender Power.pdf', 'docid': 32949}]",2020-02-05 04:05:27,17886,archive,show,22,,Jurnal Gender Technology and Development,,,3,,TRUE,,,,,,,,,,,
22,public,2020-02-05 04:06:16,pub,6,disk0/00/01/78/87,,['FISIP3'],Similarity,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/17887,published,['AC'],article,"[{'name': {'given': 'Ari', 'family': 'Darmastuti', 'lineage': None, 'honourific': None}}]","Gender power relations in development planning for forest and watershed management in Lampung, Indonesia",880,2020-02-05 04:06:16,"[{'placement': 1, 'eprintid': 17887, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31011', 'pos': 1, 'security': 'public', 'docid': 31011, 'main': '7. Similarity Dr. Ari Gender_power_relations_in_development_planning_for.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'efa547eab0a3cb1f03a867bf05401441', 'fileid': 150649, 'datasetid': 'document', 'mtime': '2020-02-05 02:42:33', 'hash_type': 'MD5', 'filename': '7. Similarity Dr. Ari Gender_power_relations_in_development_planning_for.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150649', 'objectid': 31011, 'filesize': 7965726}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-02-05 04:06:16,17887,archive,show,,,Jurnal Gender Technology and Development,,,,,TRUE,,,,,,,,,,,
23,public,2020-02-05 04:04:35,pub,7,disk0/00/01/78/83,,['FISIP3'],Hasil Sejawat Sebidang Atau Hasil Peer Review Karya Ilmiah: Jurnal Internasional Scopus,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/17883,published,['AC'],article,"[{'name': {'given': 'Ari', 'family': 'Darmastuti', 'lineage': None, 'honourific': None}}]",Govermance challenges of Cocoa Partnership Project in Indonesia: Seeking Synergy in Multi-Stakeholder Arrangements For Sustainable Agriculture,880,2020-05-15 07:24:30,"[{'placement': 1, 'eprintid': 17883, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32948', 'pos': 1, 'security': 'public', 'main': '6. Ari D Reviewer Governance Challengers.pdf', 'docid': 32948, 'files': [{'datasetid': 'document', 'fileid': 185915, 'hash': '856df7bf19c10edcff58b0e5d5ebbd14', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-15 07:24:30', 'objectid': 32948, 'filesize': 669634, 'filename': '6. Ari D Reviewer Governance Challengers.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/185915'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-02-05 04:04:35,17883,archive,show,20,,-,,,1,,TRUE,,,,,,,,,,,
24,public,2020-02-05 04:05:13,pub,7,disk0/00/01/78/85,,['FISIP3'],Similarity,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/17885,published,['AC'],article,"[{'name': {'given': 'Ari', 'honourific': None, 'lineage': None, 'family': 'Darmastuti'}}]",Govermance challenges of Cocoa Partnership Project in Indonesia: Seeking Synergy in Multi-Stakeholder Arrangements For Sustainable Agriculture,880,2020-02-05 04:05:13,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 31009, 'main': '6. Similarity Dr. Ari GovernanceChallengesOfCocoaPar.pdf', 'files': [{'datasetid': 'document', 'fileid': 150636, 'hash': '6936f2036c3bfeab4e778a6fbb72611e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-02-05 02:35:28', 'filesize': 9627564, 'objectid': 31009, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150636', 'filename': '6. Similarity Dr. Ari GovernanceChallengesOfCocoaPar.pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31009', 'eprintid': 17885, 'placement': 1}]",2020-02-05 04:05:13,17885,archive,show,,,-,,,,,TRUE,,,,,,,,,,,
25,public,2019-11-14 10:50:18,pub,7,disk0/00/01/59/46,Routledge,['FISIP3'],"Indonesia is marked by historical and contemporary migrations associated with changing regimes of environmental governance and access to land and livelihood resources. Nowhere is this more in evidence than in the city of Bandar Lampung on Sumatra’s southern-most tip, where waves of migration from many different parts of the Indonesian archipelago have created a diverse socio-ecological urban landscape. In this chapter, we examine how historical migration, and the social geographies these forms of mobility have produced, have shaped vulnerability to flooding and responses to flood events. The chapter adopts a political ecology framework through which we explore the ways historical migrations prompted by precarity and conflict in other places have on the one hand shaped contemporary vulnerability to flooding, but at the same time, have enabled the maintenance of extra-local ties that provide capabilities for dealing with flood hazards among at least some of the urban population",,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/15946,published,['JA'],book_section,"[{'name': {'lineage': None, 'family': 'Elmhirst', 'honourific': None, 'given': 'Rebecca'}}, {'name': {'honourific': None, 'family': 'Darmastuti', 'lineage': None, 'given': 'Ari'}}]","Flooding in a city of migrants: ethnicity and entitlement in Bandar Lampung, Indonesia",880,2019-11-14 10:50:18,"[{'eprintid': 15946, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29035', 'pos': 1, 'format': 'text', 'main': '5. Flooding in the City of Immigrants_Elmhirst and Darmastuti.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-08 01:42:28', 'filesize': 329581, 'objectid': 29035, 'filename': '5. Flooding in the City of Immigrants_Elmhirst and Darmastuti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/136687', 'fileid': 136687, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd5cfda57ba060099356f0cfc5f52cd89'}], 'docid': 29035, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2019-11-14 10:50:18,15946,archive,show,,,,,,,,TRUE,,,,,,,Political Ecologies,,,,
